Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Marco Belinelli,32.6,SAS,Wing,1796,67,-0.9%,58,-0.6%,34,+1.3%,65,-1.9%,47,-0.0%,90,-7.4%,47,+0.3%,68,-1.2%
DeAndre' Bembry,24.3,ATL,Wing,1873,74,-1.2%,67,-1.4%,24,+2.5%,93,-7.5%,78,-2.0%,41,+1.4%,62,-0.8%,55,-0.2%
Dragan Bender,21.0,PHX,Big,776,63,-0.6%,99,-7.6%,24,+2.5%,4,+8.4%,7,+4.4%,80,-5.1%,12,+3.5%,26,+1.6%
Davis Bertans,26.0,SAS,Big,1594,42,+0.3%,89,-3.8%,47,+0.2%,49,-0.2%,45,+0.1%,80,-5.2%,7,+4.5%,16,+2.6%
Patrick Beverley,30.3,LAC,Combo,2121,76,-1.4%,84,-3.3%,26,+2.2%,80,-4.0%,52,-0.3%,71,-3.8%,44,+0.5%,55,-0.2%
Bismack Biyombo,26.2,CHA,Big,755,67,-0.9%,59,-0.7%,17,+3.6%,58,-1.1%,24,+1.6%,60,-1.4%,67,-1.2%,69,-1.4%
Nemanja Bjelica,30.5,SAC,Big,1795,20,+1.6%,23,+2.2%,57,-0.6%,16,+4.3%,29,+1.2%,30,+2.6%,38,+0.9%,32,+1.3%
Eric Bledsoe,28.9,MIL,Point,2266,34,+0.7%,45,+0.3%,87,-4.4%,31,+2.0%,72,-1.6%,21,+4.2%,20,+2.5%,13,+2.9%
Bojan Bogdanovic,29.5,IND,Forward,2547,40,+0.4%,56,-0.5%,85,-4.0%,38,+1.0%,78,-2.0%,38,+1.7%,46,+0.4%,40,+0.8%
Andrew Bogut,33.9,GSW,Big,126,1,+5.4%,7,+4.9%,87,-4.3%,8,+6.1%,50,-0.3%,1,+18.7%,1,+8.6%,0,+11.1%
Devin Booker,22.0,PHX,Combo,2239,53,-0.1%,67,-1.4%,58,-0.7%,43,+0.5%,50,-0.3%,82,-5.5%,42,+0.6%,61,-0.7%
Avery Bradley,27.9,LAC,Wing,1462,72,-1.1%,31,+1.5%,40,+0.7%,67,-2.4%,56,-0.6%,94,-9.2%,82,-2.8%,91,-4.0%
Avery Bradley,27.9,MEM,Wing,442,59,-0.4%,72,-2.0%,74,-2.1%,38,+0.9%,57,-0.7%,72,-3.9%,23,+2.0%,41,+0.7%
Corey Brewer,32.7,PHI,Forward,120,72,-1.1%,83,-3.2%,37,+1.0%,94,-7.7%,72,-1.6%,89,-7.3%,10,+3.9%,38,+0.9%
Corey Brewer,32.7,SAC,Wing,332,7,+2.8%,2,+7.8%,95,-6.0%,93,-7.5%,97,-6.6%,17,+5.3%,3,+6.1%,1,+5.8%
Malcolm Brogdon,25.9,MIL,Combo,1820,37,+0.6%,52,-0.1%,15,+4.0%,22,+3.1%,9,+3.7%,80,-5.2%,30,+1.5%,53,-0.1%
MarShon Brooks,29.8,MEM,Wing,368,35,+0.7%,80,-2.8%,8,+5.4%,0,+15.2%,1,+9.3%,58,-1.1%,88,-3.7%,85,-3.0%
Jaylen Brown,22.0,BOS,Wing,1852,43,+0.3%,64,-1.1%,42,+0.6%,19,+3.8%,22,+1.8%,43,+1.2%,60,-0.6%,53,-0.1%
Lorenzo Brown,28.2,TOR,Wing,147,93,-3.2%,98,-6.9%,2,+10.4%,100,-18.7%,75,-1.8%,9,+6.8%,85,-3.3%,64,-0.9%
Reggie Bullock,27.6,DET,Wing,1352,10,+2.6%,12,+3.8%,44,+0.5%,29,+2.2%,31,+1.1%,29,+2.7%,18,+2.7%,19,+2.1%
Reggie Bullock,27.6,LAL,Wing,519,5,+3.2%,56,-0.5%,28,+1.9%,7,+6.5%,11,+3.4%,16,+5.4%,10,+3.8%,6,+4.1%
Trey Burke,26.0,NYK,Point,677,78,-1.5%,25,+2.0%,74,-2.1%,51,-0.5%,67,-1.3%,80,-5.1%,80,-2.6%,87,-3.3%
Trey Burke,26.0,DAL,Point,407,95,-3.6%,98,-7.3%,95,-6.3%,75,-3.3%,95,-5.3%,48,+0.4%,52,-0.1%,51,-0.0%
Alec Burks,27.3,UTA,Wing,255,15,+2.1%,72,-2.0%,1,+10.9%,76,-3.6%,5,+5.4%,44,+1.0%,13,+3.4%,14,+2.8%
Alec Burks,27.3,CLE,Wing,954,69,-0.9%,14,+3.4%,79,-2.8%,75,-3.2%,87,-3.1%,98,-12.6%,51,-0.0%,86,-3.1%
Alec Burks,27.3,SAC,Wing,111,85,-2.1%,1,+8.9%,98,-7.8%,82,-4.4%,97,-6.6%,100,-17.4%,95,-5.7%,99,-7.3%
Jimmy Butler,29.1,MIN,Wing,361,44,+0.2%,49,+0.1%,1,+11.1%,89,-6.0%,8,+4.2%,100,-16.3%,10,+3.9%,62,-0.7%
Jimmy Butler,29.1,PHI,Forward,1823,83,-1.8%,62,-0.9%,87,-4.3%,17,+4.0%,63,-1.0%,26,+3.3%,90,-4.1%,83,-2.7%
Bruno Caboclo,23.1,MEM,Forward,783,57,-0.3%,95,-5.2%,72,-1.9%,62,-1.6%,71,-1.6%,39,+1.6%,8,+4.3%,8,+3.7%
Jose Calderon,37.1,DET,Combo,580,42,+0.3%,75,-2.2%,14,+4.2%,89,-6.2%,43,+0.2%,7,+7.6%,48,+0.3%,23,+1.8%
Kentavious Caldwell-Pope,25.7,LAL,Wing,1989,12,+2.3%,5,+5.6%,35,+1.1%,27,+2.4%,24,+1.6%,45,+0.8%,64,-1.0%,58,-0.5%
Isaiah Canaan,27.4,PHX,Combo,500,19,+1.8%,3,+6.8%,61,-1.0%,92,-7.4%,90,-3.8%,81,-5.4%,37,+1.0%,52,-0.1%
Clint Capela,24.5,HOU,Big,2244,63,-0.6%,53,-0.2%,93,-5.8%,58,-1.1%,92,-4.2%,34,+2.1%,26,+1.8%,23,+1.9%
DeMarre Carroll,32.3,BKN,Forward,1696,66,-0.9%,53,-0.1%,18,+3.4%,44,+0.3%,19,+2.2%,18,+4.8%,94,-5.5%,87,-3.2%
Vince Carter,41.8,ATL,Big,1322,86,-2.2%,49,+0.0%,83,-3.8%,92,-7.2%,95,-5.3%,87,-6.6%,29,+1.6%,58,-0.5%
Michael Carter-Williams,27.1,ORL,Combo,222,88,-2.6%,19,+2.7%,33,+1.3%,73,-3.1%,46,+0.0%,13,+6.0%,99,-9.5%,98,-6.3%
Omri Casspi,30.4,MEM,Forward,492,74,-1.3%,82,-3.0%,64,-1.2%,48,-0.1%,59,-0.7%,81,-5.4%,54,-0.3%,68,-1.2%
Willie Cauley-Stein,25.2,SAC,Big,2222,40,+0.4%,60,-0.7%,89,-4.8%,4,+8.0%,43,+0.2%,32,+2.3%,43,+0.6%,36,+1.0%
Tyson Chandler,36.1,LAL,Big,785,93,-3.3%,62,-0.9%,85,-4.1%,51,-0.4%,83,-2.5%,61,-1.8%,65,-1.1%,69,-1.3%
Wilson Chandler,31.5,PHI,Big,951,28,+1.1%,52,-0.1%,42,+0.6%,27,+2.4%,26,+1.5%,27,+3.1%,38,+0.9%,31,+1.3%
Wilson Chandler,31.5,LAC,Forward,210,15,+2.1%,19,+2.7%,38,+0.9%,36,+1.3%,33,+0.9%,26,+3.3%,37,+1.0%,32,+1.3%
Marquese Chriss,21.3,CLE,Big,394,12,+2.3%,35,+1.0%,93,-5.5%,13,+5.0%,63,-1.1%,3,+10.7%,22,+2.2%,7,+3.9%
Ian Clark,27.7,NOP,Combo,944,75,-1.4%,36,+0.9%,85,-4.0%,53,-0.6%,84,-2.6%,70,-3.6%,66,-1.2%,74,-1.8%
Jordan Clarkson,26.4,CLE,Combo,2179,77,-1.5%,34,+1.1%,75,-2.2%,40,+0.8%,61,-0.9%,43,+1.2%,91,-4.5%,86,-3.1%
Darren Collison,31.2,IND,Point,2143,20,+1.6%,75,-2.2%,29,+1.7%,64,-1.9%,42,+0.2%,41,+1.4%,12,+3.6%,11,+3.1%
Mike Conley,31.1,MEM,Point,2341,32,+0.8%,36,+1.0%,80,-3.1%,3,+8.5%,26,+1.5%,56,-0.9%,49,+0.2%,52,-0.1%
Pat Connaughton,25.8,MIL,Wing,1153,33,+0.8%,45,+0.3%,27,+2.0%,53,-0.6%,34,+0.8%,55,-0.8%,55,-0.3%,52,-0.1%
DeMarcus Cousins,28.2,GSW,Big,753,52,-0.1%,76,-2.2%,55,-0.4%,76,-3.5%,70,-1.5%,39,+1.6%,27,+1.7%,26,+1.7%
Robert Covington,27.9,PHI,Forward,439,40,+0.4%,90,-3.9%,67,-1.4%,8,+6.2%,28,+1.3%,85,-6.1%,31,+1.4%,51,-0.0%
Robert Covington,27.9,MIN,Wing,748,74,-1.3%,67,-1.3%,90,-5.0%,55,-0.8%,88,-3.4%,25,+3.5%,41,+0.7%,27,+1.5%
Allen Crabbe,26.6,BKN,Wing,1117,84,-1.9%,29,+1.5%,90,-4.9%,68,-2.5%,91,-3.9%,69,-3.4%,60,-0.6%,68,-1.2%
Jamal Crawford,38.6,PHX,Point,1208,30,+0.9%,33,+1.1%,29,+1.7%,24,+2.8%,19,+2.2%,13,+5.8%,78,-2.5%,62,-0.7%
Jae Crowder,28.3,UTA,Big,2158,23,+1.3%,70,-1.7%,62,-1.0%,54,-0.7%,61,-0.9%,10,+6.7%,10,+3.8%,4,+4.5%
Dante Cunningham,31.5,SAS,Forward,834,5,+3.1%,18,+3.0%,23,+2.7%,49,-0.2%,27,+1.4%,4,+9.4%,28,+1.7%,11,+3.2%
Seth Curry,28.2,POR,Wing,1362,80,-1.7%,22,+2.4%,40,+0.7%,60,-1.2%,51,-0.3%,13,+5.8%,96,-6.3%,92,-4.0%
Stephen Curry,30.6,GSW,Point,2326,86,-2.1%,33,+1.1%,77,-2.5%,64,-1.9%,81,-2.3%,52,-0.2%,84,-3.2%,81,-2.5%
Troy Daniels,27.3,PHX,Wing,706,30,+0.9%,13,+3.5%,28,+1.8%,90,-6.4%,64,-1.1%,5,+8.4%,54,-0.2%,25,+1.7%
Anthony Davis,25.6,NOP,Big,1849,60,-0.5%,24,+2.1%,50,+0.1%,71,-2.8%,65,-1.1%,61,-1.8%,44,+0.5%,52,-0.1%
Deyonta Davis,21.9,ATL,Big,117,98,-4.8%,99,-8.3%,99,-15.1%,95,-8.7%,100,-12.4%,3,+10.8%,87,-3.7%,41,+0.7%
Ed Davis,29.4,BKN,Big,1443,95,-3.8%,32,+1.3%,62,-1.0%,76,-3.4%,79,-2.1%,66,-2.7%,96,-6.2%,96,-5.4%
DeMar DeRozan,29.2,SAS,Wing,2687,52,-0.1%,61,-0.8%,65,-1.2%,38,+0.9%,52,-0.3%,22,+4.0%,65,-1.1%,54,-0.1%
Dewayne Dedmon,29.2,ATL,Big,1603,38,+0.5%,19,+2.8%,66,-1.3%,41,+0.6%,54,-0.4%,56,-0.9%,64,-1.0%,65,-0.9%
Sam Dekker,24.5,CLE,Big,155,1,+5.3%,37,+0.8%,3,+8.3%,2,+9.8%,1,+8.9%,69,-3.5%,2,+6.4%,6,+4.1%
Sam Dekker,24.5,WAS,Forward,578,50,-0.0%,44,+0.4%,78,-2.8%,45,+0.3%,70,-1.5%,21,+4.1%,44,+0.6%,32,+1.2%
Matthew Dellavedova,28.1,CLE,Wing,697,98,-5.5%,87,-3.6%,93,-5.6%,85,-5.2%,96,-5.4%,46,+0.8%,92,-4.8%,89,-3.5%
Luol Deng,33.5,MIN,Forward,350,98,-5.3%,92,-4.6%,79,-2.8%,64,-1.8%,82,-2.3%,83,-5.8%,96,-6.6%,98,-6.6%
Cheick Diallo,22.1,NOP,Big,850,62,-0.6%,74,-2.1%,60,-0.9%,15,+4.3%,29,+1.2%,53,-0.5%,44,+0.6%,48,+0.2%
Gorgui Dieng,28.8,MIN,Big,961,8,+2.7%,12,+3.8%,13,+4.5%,45,+0.2%,15,+2.8%,29,+2.8%,32,+1.2%,26,+1.6%
Spencer Dinwiddie,25.6,BKN,Combo,1913,28,+1.0%,39,+0.7%,69,-1.6%,21,+3.1%,42,+0.3%,25,+3.5%,40,+0.8%,30,+1.4%
Goran Dragic,32.5,MIA,Point,990,25,+1.3%,20,+2.6%,78,-2.6%,72,-2.9%,85,-2.7%,2,+12.9%,75,-2.1%,18,+2.3%
Andre Drummond,25.2,DET,Big,2640,54,-0.2%,71,-1.9%,37,+1.0%,18,+4.0%,19,+2.2%,36,+2.0%,79,-2.5%,71,-1.6%
Jared Dudley,33.3,BKN,Forward,1199,43,+0.3%,65,-1.2%,62,-1.0%,31,+2.0%,44,+0.2%,42,+1.2%,29,+1.6%,27,+1.5%
Kris Dunn,24.6,CHI,Combo,1389,38,+0.5%,63,-1.0%,37,+1.0%,32,+1.9%,26,+1.4%,53,-0.4%,30,+1.5%,35,+1.1%
Kevin Durant,30.1,GSW,Forward,2698,49,-0.0%,70,-1.8%,33,+1.3%,49,-0.2%,34,+0.8%,20,+4.3%,55,-0.3%,39,+0.8%
Henry Ellenson,21.8,NYK,Forward,176,86,-2.2%,97,-5.7%,0,+15.4%,98,-11.1%,9,+3.8%,3,+10.3%,97,-6.9%,87,-3.2%
Wayne Ellington,30.9,MIA,Wing,508,46,+0.2%,48,+0.2%,6,+6.4%,50,-0.3%,14,+2.9%,93,-8.6%,43,+0.6%,72,-1.6%
Wayne Ellington,30.9,DET,Wing,760,26,+1.1%,30,+1.5%,89,-4.7%,62,-1.5%,88,-3.4%,77,-4.8%,6,+4.7%,21,+2.1%
Joel Embiid,24.6,PHI,Big,2155,91,-2.9%,94,-5.1%,97,-7.4%,28,+2.2%,89,-3.5%,75,-4.4%,27,+1.7%,44,+0.5%
James Ennis,28.3,HOU,Wing,916,20,+1.7%,52,-0.1%,55,-0.3%,36,+1.3%,42,+0.3%,25,+3.5%,30,+1.5%,19,+2.2%
James Ennis,28.3,PHI,Wing,268,62,-0.6%,93,-4.6%,30,+1.6%,7,+6.5%,11,+3.5%,11,+6.7%,67,-1.2%,41,+0.7%
Tyreke Evans,29.1,IND,Wing,1371,50,-0.0%,43,+0.4%,43,+0.6%,35,+1.3%,34,+0.9%,53,-0.4%,63,-0.8%,62,-0.7%
Dante Exum,23.3,UTA,Combo,593,37,+0.5%,22,+2.4%,19,+3.4%,44,+0.3%,19,+2.2%,91,-7.9%,57,-0.4%,78,-2.1%
Kenneth Faried,29.0,HOU,Big,577,2,+4.4%,21,+2.6%,15,+4.0%,61,-1.3%,20,+2.1%,16,+5.4%,26,+1.8%,11,+3.1%
Derrick Favors,27.3,UTA,Big,1757,45,+0.2%,27,+1.7%,10,+5.1%,51,-0.4%,13,+3.0%,30,+2.5%,94,-5.5%,90,-3.8%
Cristiano Felicio,26.3,CHI,Big,606,11,+2.4%,19,+2.7%,33,+1.3%,12,+5.1%,14,+3.0%,98,-12.2%,18,+2.7%,60,-0.6%
Raymond Felton,34.3,OKC,Combo,368,97,-4.2%,27,+1.8%,42,+0.7%,94,-7.9%,85,-2.9%,94,-9.2%,97,-6.7%,99,-7.4%
Yogi Ferrell,25.5,SAC,Combo,972,51,-0.1%,39,+0.7%,66,-1.3%,75,-3.4%,79,-2.1%,59,-1.3%,34,+1.1%,44,+0.5%
Dorian Finney-Smith,25.5,DAL,Forward,1933,65,-0.8%,76,-2.3%,34,+1.2%,35,+1.3%,30,+1.1%,66,-2.9%,51,-0.0%,60,-0.7%
Bryn Forbes,25.3,SAS,Combo,2282,11,+2.5%,33,+1.2%,58,-0.7%,3,+9.8%,10,+3.5%,30,+2.5%,16,+2.9%,14,+2.7%
Evan Fournier,26.0,ORL,Wing,2545,7,+2.9%,8,+4.7%,3,+9.1%,4,+7.8%,1,+8.5%,65,-2.7%,82,-2.8%,84,-2.8%
Tim Frazier,28.0,NOP,Point,880,23,+1.4%,40,+0.6%,7,+5.8%,10,+5.4%,5,+5.6%,20,+4.3%,77,-2.4%,62,-0.8%
Tim Frazier,28.0,MIL,Point,201,1,+5.9%,55,-0.4%,12,+4.5%,63,-1.8%,17,+2.4%,1,+17.7%,64,-1.0%,7,+3.9%
Channing Frye,35.5,CLE,Big,297,0,+6.6%,5,+5.6%,7,+5.6%,1,+14.0%,0,+9.4%,89,-7.1%,1,+7.9%,4,+4.5%
Danilo Gallinari,30.2,LAC,Big,2059,13,+2.2%,38,+0.7%,22,+3.0%,83,-4.5%,47,-0.0%,3,+10.7%,23,+2.1%,8,+3.8%
Langston Galloway,26.9,DET,Wing,1693,48,+0.0%,65,-1.2%,9,+5.3%,26,+2.5%,8,+4.2%,83,-5.8%,63,-0.9%,76,-2.0%
Marc Gasol,33.8,MEM,Big,1788,56,-0.3%,18,+3.0%,28,+1.8%,88,-5.8%,67,-1.2%,23,+3.9%,72,-1.7%,58,-0.5%
Marc Gasol,33.8,TOR,Big,643,20,+1.6%,18,+3.0%,88,-4.6%,97,-10.8%,97,-6.8%,10,+6.8%,14,+3.3%,5,+4.4%
Pau Gasol,38.3,SAS,Big,330,41,+0.4%,91,-4.3%,4,+7.5%,88,-5.7%,24,+1.7%,29,+2.8%,22,+2.3%,17,+2.4%
Rudy Gay,32.2,SAS,Forward,1853,87,-2.5%,69,-1.6%,43,+0.6%,84,-4.8%,71,-1.6%,50,+0.1%,86,-3.4%,82,-2.7%
Paul George,28.5,OKC,Wing,2852,91,-2.8%,81,-2.9%,71,-1.8%,46,+0.1%,63,-1.1%,76,-4.6%,73,-1.9%,81,-2.6%
Taj Gibson,33.4,MIN,Big,1685,65,-0.8%,57,-0.6%,27,+2.0%,52,-0.5%,32,+1.0%,41,+1.4%,79,-2.5%,68,-1.2%
Rudy Gobert,26.3,UTA,Big,2568,37,+0.5%,25,+2.0%,89,-4.8%,11,+5.2%,64,-1.1%,53,-0.4%,17,+2.8%,20,+2.1%
Aaron Gordon,23.1,ORL,Forward,2614,63,-0.7%,25,+2.0%,61,-0.9%,68,-2.5%,72,-1.6%,11,+6.4%,80,-2.6%,61,-0.7%
Eric Gordon,29.9,HOU,Wing,2151,46,+0.2%,60,-0.8%,56,-0.6%,68,-2.5%,66,-1.2%,24,+3.7%,51,+0.1%,34,+1.1%
Marcin Gortat,34.7,LAC,Big,749,13,+2.2%,17,+3.0%,45,+0.5%,29,+2.1%,32,+1.0%,47,+0.4%,44,+0.5%,43,+0.5%
Treveon Graham,25.0,BKN,Forward,706,51,-0.1%,26,+1.9%,10,+5.1%,50,-0.2%,13,+3.1%,79,-4.9%,76,-2.3%,84,-2.8%
Jerami Grant,24.6,OKC,Big,2615,30,+0.9%,34,+1.1%,71,-1.7%,20,+3.3%,41,+0.4%,54,-0.6%,26,+1.8%,35,+1.1%
Jerian Grant,26.1,ORL,Point,840,30,+1.0%,31,+1.4%,64,-1.1%,69,-2.6%,73,-1.7%,30,+2.6%,24,+2.0%,19,+2.2%
Danny Green,31.4,TOR,Wing,2215,81,-1.8%,51,-0.0%,65,-1.2%,66,-2.3%,71,-1.6%,64,-2.5%,74,-2.0%,79,-2.2%
Draymond Green,28.7,GSW,Big,2064,83,-1.8%,54,-0.3%,54,-0.2%,64,-1.8%,60,-0.8%,18,+4.8%,87,-3.6%,72,-1.7%
Gerald Green,32.8,HOU,Forward,1396,64,-0.8%,63,-1.0%,41,+0.7%,16,+4.2%,22,+1.8%,83,-5.8%,67,-1.3%,81,-2.6%
JaMychal Green,28.4,MEM,Big,898,2,+4.2%,30,+1.5%,89,-4.7%,28,+2.3%,76,-1.8%,2,+13.1%,6,+4.6%,1,+7.0%
JaMychal Green,28.4,LAC,Big,467,87,-2.4%,53,-0.2%,99,-10.2%,52,-0.5%,97,-6.4%,95,-9.9%,27,+1.8%,57,-0.5%
Jeff Green,32.2,WAS,Big,2082,33,+0.8%,32,+1.3%,84,-3.9%,74,-3.2%,89,-3.6%,31,+2.5%,23,+2.1%,20,+2.1%
Blake Griffin,29.6,DET,Big,2618,8,+2.7%,4,+5.8%,38,+0.9%,72,-3.0%,57,-0.6%,14,+5.8%,36,+1.0%,21,+2.0%
Tim Hardaway Jr.,26.6,NYK,Wing,1498,16,+2.0%,42,+0.5%,12,+4.5%,16,+4.2%,7,+4.5%,72,-3.9%,14,+3.2%,32,+1.3%
Tim Hardaway Jr.,26.6,DAL,Wing,557,18,+1.9%,14,+3.4%,39,+0.8%,87,-5.5%,68,-1.4%,93,-8.7%,3,+6.0%,14,+2.8%
James Harden,29.2,HOU,Combo,2862,27,+1.1%,62,-0.9%,39,+0.8%,9,+5.6%,17,+2.4%,33,+2.3%,43,+0.6%,33,+1.2%
Maurice Harkless,25.5,POR,Forward,1415,75,-1.4%,81,-2.9%,76,-2.5%,35,+1.3%,57,-0.7%,43,+1.1%,76,-2.3%,71,-1.6%
Montrezl Harrell,24.8,LAC,Big,2140,73,-1.2%,78,-2.6%,56,-0.5%,41,+0.6%,47,-0.1%,49,+0.2%,62,-0.8%,59,-0.6%
Devin Harris,35.7,DAL,Combo,1063,24,+1.3%,22,+2.4%,25,+2.2%,33,+1.6%,22,+1.9%,4,+8.9%,74,-2.1%,45,+0.5%
Gary Harris,24.1,DEN,Wing,1637,83,-1.8%,15,+3.3%,84,-3.9%,58,-1.0%,85,-2.9%,81,-5.3%,90,-4.1%,94,-4.6%
Joe Harris,27.2,BKN,Wing,2291,10,+2.6%,40,+0.6%,30,+1.6%,49,-0.2%,32,+0.9%,35,+2.1%,5,+5.1%,4,+4.5%
Tobias Harris,26.3,LAC,Forward,1903,52,-0.1%,88,-3.7%,24,+2.5%,63,-1.8%,36,+0.7%,13,+5.9%,48,+0.3%,31,+1.3%
Tobias Harris,26.3,PHI,Forward,943,9,+2.6%,32,+1.3%,25,+2.4%,65,-2.0%,36,+0.7%,6,+8.1%,16,+2.9%,8,+3.8%
Andrew Harrison,24.0,CLE,Wing,129,99,-5.6%,87,-3.6%,99,-8.6%,96,-9.8%,99,-9.6%,89,-7.3%,69,-1.5%,74,-1.8%
Gordon Hayward,28.6,BOS,Wing,1833,24,+1.3%,46,+0.3%,5,+7.2%,8,+6.0%,3,+6.7%,52,-0.3%,80,-2.6%,77,-2.0%
John Henson,27.8,MIL,Big,173,90,-2.7%,92,-4.4%,65,-1.2%,75,-3.3%,84,-2.6%,71,-3.7%,50,+0.2%,62,-0.8%
Juan Hernangomez,23.1,DEN,Forward,1275,64,-0.7%,80,-2.8%,53,-0.2%,13,+4.7%,24,+1.6%,23,+3.8%,80,-2.6%,60,-0.7%
Willy Hernangomez,24.4,CHA,Big,746,3,+3.8%,7,+5.1%,16,+3.9%,15,+4.4%,8,+4.1%,15,+5.7%,38,+0.9%,22,+1.9%
Mario Hezonja,23.7,NYK,Forward,1161,25,+1.3%,37,+0.8%,34,+1.2%,55,-0.7%,40,+0.4%,36,+2.0%,34,+1.1%,29,+1.4%
Buddy Hield,25.9,SAC,Wing,2622,39,+0.5%,73,-2.0%,46,+0.4%,43,+0.4%,41,+0.4%,25,+3.4%,39,+0.8%,29,+1.4%
