Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,24.1,NYK,Big,1144,34,55.4%,74,66%,37,17%,38,2%,33,19%,63,9%,41,7%,43,15%
Precious Achiuwa,24.1,TOR,Big,424,15,51.5%,54,51%,51,21%,43,2%,43,23%,66,10%,58,16%,55,26%
Bam Adebayo,26.3,MIA,Big,2415,21,52.9%,32,35%,99,47%,92,14%,99,61%,25,1%,31,3%,28,3%
Ochai Agbaji,23.5,TOR,Wing,610,7,44.0%,98,50%,38,12%,26,3%,26,15%,59,18%,16,17%,19,35%
Ochai Agbaji,23.5,UTA,Wing,956,42,52.5%,63,29%,39,13%,25,2%,29,16%,83,26%,39,29%,61,55%
Santi Aldama,22.8,MEM,Big,1614,23,52.9%,19,28%,41,18%,52,3%,38,20%,83,16%,85,35%,88,52%
Nickeil Alexander-Walker,25.2,MIN,Wing,1887,73,56.7%,37,22%,43,13%,51,5%,38,18%,95,31%,41,29%,71,60%
Grayson Allen,28.1,PHX,Wing,2505,97,65.0%,51,25%,38,12%,12,1%,21,13%,62,19%,74,43%,73,61%
Jarrett Allen,25.5,CLE,Big,2441,81,63.4%,76,66%,78,29%,63,4%,74,33%,21,0%,22,0%,19,1%
Timmy Allen,23.8,MEM,Combo,122,0,31.6%,19,14%,98,43%,97,24%,99,67%,71,14%,3,5%,5,19%
Jose Alvarado,25.6,NOP,Point,920,51,53.2%,42,20%,30,19%,7,3%,12,22%,93,17%,74,40%,88,57%
Kyle Anderson,30.1,MIN,Forward,1769,13,47.4%,40,27%,100,58%,47,5%,100,63%,14,7%,0,2%,1,10%
Giannis Antetokounmpo,28.9,MIL,Forward,2565,95,62.7%,99,66%,54,18%,74,9%,64,27%,0,0%,3,7%,0,7%
Cole Anthony,23.5,ORL,Point,1775,28,50.0%,53,24%,81,31%,72,12%,79,44%,56,7%,26,25%,28,32%
OG Anunoby,26.3,TOR,Wing,900,81,58.6%,68,33%,37,12%,63,7%,42,19%,71,21%,36,27%,51,48%
OG Anunoby,26.3,NYK,Forward,796,70,56.7%,77,43%,27,13%,48,5%,31,18%,80,24%,17,14%,42,39%
Deni Avdija,22.8,WAS,Forward,2250,69,56.3%,86,47%,75,23%,43,4%,63,27%,16,7%,30,18%,17,26%
Deandre Ayton,25.3,POR,Big,1783,48,57.2%,28,35%,96,39%,98,25%,99,64%,23,1%,26,1%,21,1%
Ibou Badji,21.1,POR,Big,192,82,63.6%,70,65%,73,27%,81,8%,78,35%,0,0%,0,0%,0,0%
Marvin Bagley,24.6,WAS,Big,572,69,59.7%,75,66%,66,25%,45,2%,55,27%,39,2%,37,4%,33,7%
Marvin Bagley,24.6,DET,Big,465,66,59.0%,78,68%,59,23%,74,6%,61,29%,23,1%,30,3%,26,3%
Patrick Baldwin Jr.,21.0,WAS,Big,405,14,51.2%,8,23%,7,10%,46,2%,8,12%,69,10%,99,55%,99,65%
LaMelo Ball,22.2,CHA,Point,710,37,51.4%,67,32%,42,22%,9,3%,16,25%,60,7%,60,36%,67,43%
Mohamed Bamba,25.5,PHI,Big,665,34,55.0%,59,55%,15,12%,50,3%,16,15%,45,4%,74,26%,63,30%
Paolo Banchero,21.0,ORL,Big,2797,11,49.8%,31,35%,70,26%,94,17%,91,43%,37,2%,62,20%,51,22%
Desmond Bane,25.4,MEM,Combo,1440,76,55.5%,67,28%,31,18%,60,11%,36,28%,27,7%,65,37%,50,43%
Dalano Banton,24.0,POR,Wing,859,16,48.0%,71,35%,75,22%,61,6%,69,28%,9,5%,53,32%,23,37%
Dominick Barlow,20.4,SAS,Big,373,24,53.1%,52,50%,92,35%,85,10%,93,45%,48,5%,28,1%,32,5%
Harrison Barnes,31.4,SAC,Forward,2380,75,57.5%,36,25%,78,24%,29,3%,58,27%,65,21%,56,27%,67,48%
Scottie Barnes,22.3,TOR,Forward,2094,42,53.0%,58,35%,84,27%,71,9%,85,36%,7,5%,48,24%,20,29%
RJ Barrett,23.4,TOR,Forward,1083,88,60.2%,95,52%,82,26%,10,1%,59,27%,15,7%,16,14%,8,21%
RJ Barrett,23.4,NYK,Forward,765,15,47.8%,63,37%,86,28%,49,5%,76,33%,32,12%,29,18%,23,30%
Charles Bassey,23.0,SAS,Big,182,98,71.9%,81,70%,52,21%,75,6%,55,27%,0,0%,32,3%,26,3%
Keita Bates-Diop,27.8,PHX,Forward,561,18,48.6%,79,44%,39,15%,9,1%,20,15%,88,28%,13,13%,44,40%
Nicolas Batum,34.9,PHI,Wing,1470,89,59.7%,38,22%,6,6%,24,2%,6,8%,99,39%,48,31%,89,70%
Darius Bazley,23.4,UTA,Forward,134,99,66.7%,91,48%,88,29%,0,0%,72,29%,51,16%,2,6%,9,23%
Bradley Beal,30.3,PHX,Combo,1759,88,58.1%,74,30%,57,23%,88,16%,79,40%,49,10%,15,20%,14,30%
Malik Beasley,26.9,MIL,Combo,2330,95,60.0%,8,11%,9,10%,19,5%,6,15%,99,31%,81,43%,98,74%
MarJon Beauchamp,22.1,MIL,Wing,500,79,57.8%,77,37%,33,12%,76,10%,52,21%,65,20%,25,22%,38,42%
Jules Bernard,23.8,WAS,Wing,107,40,52.3%,90,44%,51,16%,21,2%,37,18%,22,9%,40,29%,25,38%
Davis Bertans,31.0,CHA,Wing,575,60,55.1%,8,10%,2,3%,47,4%,5,7%,54,17%,99,65%,96,83%
Patrick Beverley,35.3,MIL,Wing,527,25,49.6%,28,19%,90,29%,18,2%,73,31%,78,24%,34,26%,54,50%
Patrick Beverley,35.3,PHI,Combo,904,38,50.9%,53,25%,83,30%,6,2%,58,33%,50,10%,52,32%,49,42%
Saddiq Bey,24.6,ATL,Forward,2053,22,50.0%,69,39%,27,13%,18,2%,19,15%,75,23%,46,23%,61,46%
Goga Bitadze,24.3,ORL,Big,884,74,60.7%,90,80%,23,13%,23,1%,14,14%,34,1%,36,4%,32,6%
Onuralp Bitim,24.6,CHI,Wing,239,13,47.7%,19,17%,74,22%,59,6%,67,28%,68,20%,61,34%,59,55%
Bismack Biyombo,31.2,MEM,Big,718,42,56.3%,63,58%,97,42%,0,0%,89,42%,0,0%,0,0%,0,0%
Anthony Black,19.8,ORL,Combo,1053,63,53.4%,95,42%,21,14%,52,9%,20,23%,85,19%,7,16%,26,35%
Leaky Black,24.4,CHA,Forward,227,56,54.4%,82,45%,25,13%,70,9%,41,21%,56,17%,26,17%,31,34%
Bogdan Bogdanovic,31.2,ATL,Wing,2392,56,54.2%,25,18%,65,19%,65,8%,62,26%,32,13%,75,43%,63,56%
Bojan Bogdanovic,34.5,DET,Forward,920,74,57.1%,18,20%,80,25%,80,10%,79,34%,31,12%,75,34%,58,45%
Bojan Bogdanovic,34.5,NYK,Forward,549,38,52.4%,14,18%,74,23%,88,13%,81,35%,62,19%,61,28%,63,47%
Bol Bol,24.0,PHX,Big,415,97,70.6%,6,21%,86,32%,90,13%,94,45%,92,23%,46,11%,66,34%
Marques Bolden,25.5,CHA,Big,107,93,68.0%,57,54%,98,42%,0,0%,90,42%,0,0%,34,4%,29,4%
Devin Booker,27.0,PHX,Point,2445,65,55.3%,40,20%,72,27%,100,23%,91,50%,19,3%,33,27%,21,30%
Brandon Boston Jr.,21.9,LAC,Wing,253,6,43.7%,71,35%,64,19%,86,14%,79,32%,24,10%,28,23%,16,33%
Chris Boucher,30.8,TOR,Big,665,50,57.3%,58,54%,4,8%,41,2%,5,10%,86,18%,59,18%,72,36%
Malaki Branham,20.5,SAS,Wing,1527,30,50.2%,50,25%,82,24%,79,10%,85,34%,28,11%,43,30%,34,41%
Christian Braun,22.5,DEN,Wing,1600,48,53.0%,96,47%,66,19%,29,3%,54,22%,29,11%,20,20%,14,31%
Mikal Bridges,27.2,BKN,Forward,2855,37,52.3%,23,23%,81,25%,82,10%,80,35%,47,15%,58,28%,50,43%
Miles Bridges,25.6,CHA,Forward,2574,47,53.3%,62,37%,55,19%,78,10%,70,29%,13,7%,54,27%,33,34%
Oshae Brissett,25.4,BOS,Big,501,8,47.8%,55,51%,32,16%,53,3%,32,19%,81,15%,55,15%,61,30%
Malcolm Brogdon,30.9,POR,Combo,1120,52,52.6%,72,29%,33,18%,90,16%,63,34%,14,5%,49,32%,35,37%
Dillon Brooks,27.8,HOU,Forward,2224,34,51.9%,37,26%,79,24%,54,5%,73,29%,19,8%,82,37%,57,45%
Bruce Brown,27.2,IND,Wing,980,44,52.6%,62,29%,96,35%,58,6%,92,41%,37,14%,13,16%,13,30%
Bruce Brown,27.2,TOR,Wing,877,36,51.1%,79,38%,96,35%,55,5%,90,40%,13,7%,11,15%,4,22%
Jaylen Brown,27.0,BOS,Wing,2339,68,55.9%,69,34%,80,23%,84,13%,86,36%,10,7%,29,23%,13,30%
Kobe Brown,23.8,LAC,Big,270,6,47.6%,22,30%,26,14%,56,3%,28,17%,88,19%,84,33%,88,52%
Moses Brown,24.1,POR,Big,185,16,51.7%,80,69%,83,31%,0,0%,67,31%,0,0%,0,0%,0,0%
Troy Brown,24.3,DET,Forward,404,2,37.4%,32,24%,17,11%,94,16%,61,27%,53,17%,70,32%,68,49%
Troy Brown,24.3,MIN,Wing,345,92,61.6%,23,18%,13,8%,35,3%,15,11%,88,29%,73,42%,90,71%
