Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,76,+1.7%,75,+2.3%,80,+3.4%,29,-2.2%,56,+0.3%,60,+1.8%,93,+7.5%,89,+5.0%
Shareef Abdur-Rahim,26.9,POR,Forward,708,11,-3.8%,27,-2.4%,7,-7.0%,10,-5.7%,4,-5.8%,96,+15.7%,6,-8.3%,19,-3.7%
Malik Allen,25.3,MIA,Big,576,24,-2.2%,85,+3.3%,64,+1.4%,8,-5.9%,14,-3.2%,28,-4.4%,74,+3.2%,62,+1.4%
Ray Allen,28.3,SEA,Combo,2147,79,+2.0%,74,+2.2%,53,+0.3%,25,-2.6%,37,-1.1%,49,-0.6%,86,+5.3%,83,+3.7%
Rafer Alston,27.3,MIA,Point,2546,61,+0.5%,75,+2.3%,88,+4.9%,21,-3.1%,53,-0.0%,34,-3.0%,26,-3.4%,18,-3.8%
Chris Andersen,25.3,DEN,Big,1016,23,-2.3%,51,-0.0%,52,+0.3%,42,-0.8%,46,-0.4%,10,-11.7%,41,-0.9%,21,-3.2%
Derek Anderson,29.3,POR,Wing,1807,87,+2.9%,69,+1.7%,82,+3.6%,80,+2.4%,88,+2.9%,15,-8.8%,73,+3.1%,49,+0.2%
Kenny Anderson,33.1,IND,Point,862,32,-1.5%,76,+2.3%,77,+2.8%,22,-2.8%,49,-0.3%,49,-0.4%,5,-8.3%,13,-5.4%
Shandon Anderson,29.8,NYK,Wing,1916,46,-0.5%,77,+2.5%,49,-0.1%,54,+0.2%,54,+0.0%,17,-7.9%,12,-6.3%,9,-6.6%
Carmelo Anthony,19.4,DEN,Wing,2984,80,+2.0%,53,+0.2%,31,-2.0%,61,+0.7%,50,-0.1%,95,+14.4%,13,-6.0%,28,-2.2%
Robert Archibald,23.6,TOR,Big,232,14,-3.2%,1,-12.4%,11,-5.6%,32,-2.0%,13,-3.3%,68,+3.5%,92,+7.3%,90,+5.3%
Gilbert Arenas,21.8,WAS,Combo,2047,83,+2.4%,66,+1.3%,90,+5.2%,36,-1.5%,67,+0.9%,42,-1.7%,78,+4.1%,74,+2.6%
Brandon Armstrong,23.4,NJN,Combo,329,48,-0.4%,75,+2.3%,19,-3.7%,38,-1.4%,28,-2.1%,33,-3.3%,82,+4.8%,80,+3.3%
Darrell Armstrong,35.4,NOH,Point,2212,53,-0.1%,40,-1.1%,72,+2.3%,12,-4.8%,27,-2.2%,58,+1.2%,69,+2.4%,69,+2.1%
Carlos Arroyo,24.3,UTA,Point,1999,68,+1.1%,60,+0.7%,89,+5.0%,67,+1.3%,80,+2.1%,53,+0.6%,48,-0.2%,46,-0.0%
Chucky Atkins,29.2,DET,Point,717,38,-1.0%,45,-0.6%,65,+1.5%,27,-2.4%,45,-0.5%,2,-18.6%,51,+0.1%,14,-4.6%
Chucky Atkins,29.2,BOS,Point,793,92,+3.6%,82,+3.0%,69,+1.9%,91,+4.5%,91,+3.6%,6,-14.4%,94,+8.4%,70,+2.1%
Stacey Augmon,35.2,NOH,Wing,1409,44,-0.6%,41,-1.1%,66,+1.5%,52,+0.0%,61,+0.5%,21,-6.1%,62,+1.6%,44,-0.2%
Vin Baker,31.9,BOS,Big,1003,37,-1.1%,20,-3.1%,28,-2.5%,64,+1.0%,46,-0.5%,31,-3.9%,83,+4.8%,72,+2.4%
Vin Baker,31.9,NYK,Big,301,84,+2.5%,26,-2.6%,4,-7.8%,70,+1.5%,19,-2.8%,98,+16.8%,100,+17.9%,100,+17.9%
Marcus Banks,21.9,BOS,Point,1319,25,-2.1%,27,-2.4%,32,-2.0%,38,-1.3%,32,-1.6%,41,-1.8%,32,-2.2%,30,-2.1%
Leandro Barbosa,20.9,PHX,Combo,1485,83,+2.4%,64,+1.2%,36,-1.4%,60,+0.5%,52,-0.0%,82,+6.4%,80,+4.4%,88,+4.8%
Matt Barnes,23.6,LAC,Forward,699,16,-3.0%,16,-3.8%,15,-4.9%,29,-2.3%,13,-3.4%,97,+16.5%,50,+0.1%,75,+2.8%
Brent Barry,31.8,SEA,Wing,1798,95,+4.1%,57,+0.4%,43,-0.7%,94,+5.6%,87,+2.8%,36,-2.7%,89,+6.0%,79,+3.3%
Jon Barry,34.3,DEN,Wing,1042,26,-1.8%,49,-0.2%,74,+2.5%,12,-4.8%,22,-2.5%,0,-26.6%,96,+9.7%,73,+2.5%
Tony Battie,27.7,BOS,Big,491,4,-5.3%,6,-6.3%,18,-4.0%,18,-3.5%,11,-3.8%,27,-4.5%,29,-3.1%,21,-3.4%
Tony Battie,27.7,CLE,Big,951,29,-1.7%,30,-2.0%,87,+4.5%,7,-6.4%,36,-1.1%,39,-2.3%,79,+4.1%,68,+1.9%
Shane Battier,25.1,MEM,Wing,1919,24,-2.1%,70,+1.8%,29,-2.3%,13,-4.4%,12,-3.4%,74,+5.0%,18,-4.5%,32,-1.7%
Lonny Baxter,24.8,CHI,Big,124,89,+3.1%,47,-0.5%,95,+7.6%,88,+3.8%,96,+5.1%,100,+23.6%,41,-0.9%,78,+3.1%
Lonny Baxter,24.8,TOR,Big,477,42,-0.7%,12,-4.6%,35,-1.6%,23,-2.8%,24,-2.3%,45,-1.1%,99,+15.1%,94,+6.6%
Lonny Baxter,24.8,WAS,Big,114,10,-4.0%,2,-10.6%,16,-4.7%,99,+8.8%,89,+3.3%,6,-14.7%,46,-0.3%,17,-4.1%
Raja Bell,27.1,UTA,Wing,1987,39,-0.9%,69,+1.6%,23,-3.3%,34,-1.9%,25,-2.3%,69,+3.5%,28,-3.2%,35,-1.4%
Jonathan Bender,22.8,IND,Big,247,35,-1.3%,85,+3.2%,81,+3.6%,13,-4.5%,34,-1.3%,3,-17.3%,47,-0.3%,14,-5.0%
Travis Best,31.3,DAL,Point,727,12,-3.6%,49,-0.2%,4,-7.8%,33,-1.9%,10,-4.2%,91,+10.8%,14,-5.8%,27,-2.4%
Mike Bibby,25.5,SAC,Point,2977,99,+5.3%,89,+3.8%,35,-1.6%,83,+3.0%,76,+1.7%,76,+5.3%,95,+9.4%,97,+8.2%
Chauncey Billups,27.1,DET,Combo,2755,37,-1.1%,39,-1.2%,14,-5.1%,90,+4.3%,49,-0.3%,90,+9.8%,18,-4.4%,43,-0.3%
Steve Blake,23.7,WAS,Point,1290,64,+0.7%,29,-2.2%,79,+3.3%,54,+0.1%,76,+1.7%,86,+7.5%,34,-1.7%,53,+0.5%
Corie Blount,34.8,CHI,Big,727,91,+3.3%,96,+6.5%,40,-1.1%,96,+6.5%,95,+4.2%,16,-8.8%,68,+2.3%,43,-0.3%
Corie Blount,34.8,TOR,Big,290,88,+3.0%,28,-2.4%,87,+4.5%,94,+5.7%,96,+4.6%,32,-3.7%,98,+12.7%,90,+5.2%
Mark Blount,27.9,BOS,Big,2397,72,+1.5%,77,+2.4%,42,-0.8%,69,+1.4%,63,+0.7%,71,+4.2%,39,-1.1%,52,+0.4%
Keith Bogans,23.5,ORL,Wing,1735,54,+0.1%,21,-3.1%,63,+1.2%,87,+3.7%,87,+2.8%,43,-1.5%,27,-3.3%,25,-2.6%
