Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
LaMarcus Aldridge,23.3,POR,Big,236,40,50.5%,0,13%,78,33%,93,52%,98,85%,78,1%,75,1%,73,2%
Ray Allen,33.3,BOS,Wing,564,55,48.8%,36,19%,55,11%,36,22%,39,33%,64,14%,85,35%,64,49%
Rafer Alston,32.3,ORL,Point,739,24,44.9%,47,27%,65,15%,12,18%,29,33%,71,9%,65,30%,59,40%
Chris Andersen,30.3,DEN,Big,317,95,62.3%,93,79%,5,6%,23,13%,8,19%,80,2%,0,0%,70,2%
Carmelo Anthony,24.4,DEN,Forward,610,60,49.8%,80,35%,70,14%,70,31%,70,45%,10,2%,40,18%,30,20%
Trevor Ariza,23.3,LAL,Wing,720,88,60.5%,97,36%,45,10%,6,9%,9,18%,76,16%,64,29%,58,45%
J.J. Barea,24.4,DAL,Combo,207,50,47.8%,100,46%,75,16%,0,16%,25,32%,8,3%,25,19%,17,22%
Brandon Bass,23.5,DAL,Big,186,63,54.2%,33,32%,88,41%,53,27%,80,68%,0,0%,0,0%,0,0%
Tony Battie,32.7,ORL,Big,124,15,44.2%,13,21%,57,21%,95,58%,93,79%,0,0%,0,0%,0,0%
Shane Battier,30.1,HOU,Wing,495,70,51.2%,48,21%,30,7%,0,5%,0,12%,88,32%,82,35%,91,67%
Michael Beasley,19.8,MIA,Big,163,3,40.1%,28,31%,18,11%,78,44%,55,56%,90,6%,90,7%,93,14%
Mike Bibby,30.5,ATL,Point,387,94,59.6%,6,11%,29,9%,94,37%,76,45%,41,6%,82,38%,76,44%
Chauncey Billups,32.1,DEN,Combo,616,83,57.1%,33,18%,42,8%,42,26%,33,34%,17,5%,92,43%,75,48%
Steve Blake,28.7,POR,Point,229,100,60.0%,24,18%,0,4%,47,24%,0,29%,82,13%,88,40%,94,53%
Carlos Boozer,26.9,UTA,Big,185,55,52.8%,45,39%,63,25%,70,36%,70,61%,0,0%,0,0%,0,0%
Bruce Bowen,37.4,SAS,Wing,122,97,66.7%,12,8%,33,8%,18,17%,18,25%,100,58%,9,8%,91,67%
Ronnie Brewer,23.6,UTA,Wing,157,3,40.8%,94,35%,24,6%,97,55%,91,61%,0,0%,3,4%,0,4%
Aaron Brooks,23.8,HOU,Combo,438,75,54.3%,75,30%,83,17%,8,18%,42,35%,33,6%,58,30%,42,36%
Shannon Brown,22.9,LAL,Point,260,76,51.2%,71,35%,53,14%,18,21%,35,35%,59,9%,41,21%,41,30%
Kobe Bryant,30.2,LAL,Wing,939,58,49.4%,39,19%,88,21%,91,40%,94,61%,9,2%,36,17%,12,19%
Rasual Butler,29.4,NOP,Wing,155,91,61.1%,12,8%,33,8%,67,33%,52,42%,97,36%,30,14%,70,50%
Andrew Bynum,21.0,LAL,Big,399,23,45.7%,55,45%,93,48%,15,7%,53,55%,0,0%,0,0%,0,0%
Anthony Carter,33.4,DEN,Point,212,12,43.8%,76,35%,18,8%,76,31%,47,40%,47,8%,29,17%,35,25%
Mario Chalmers,22.5,MIA,Point,230,41,46.0%,41,26%,12,8%,41,24%,12,32%,18,2%,88,40%,71,42%
Daequan Cook,21.5,MIA,Wing,142,27,46.1%,9,8%,12,5%,24,18%,12,24%,45,11%,100,58%,100,68%
Samuel Dalembert,28.5,PHI,Big,133,98,64.0%,78,64%,55,20%,30,16%,25,36%,0,0%,0,0%,0,0%
Erick Dampier,33.3,DAL,Big,254,90,61.1%,88,72%,50,19%,20,8%,13,28%,0,0%,0,0%,0,0%
