Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,29.3,MEM,Big,1132,70,-2.2,32,+0.6,41,+0.3%,31,+4.6,61,-0.2,69,-2.7%,67,-5.7,26,+0.7,8,+4.2%,23,+8.8
Kyle Anderson,29.1,MIN,Forward,1954,54,-0.2,60,-0.4,60,-0.3%,62,-3.2,92,-1.1,44,+1.0%,91,-23.4,35,+0.5,65,-1.1%,31,+6.8
Giannis Antetokounmpo,27.9,MIL,Big,2021,72,-2.6,40,+0.3,70,-0.6%,31,+4.6,74,-0.5,26,+3.4%,59,-2.3,28,+0.7,19,+2.4%,28,+7.5
Thanasis Antetokounmpo,30.3,MIL,Big,113,0,+18.6,0,+8.3,0,+4.9%,0,+35.7,0,+4.2,1,+14.8%,1,+42.3,1,+4.1,10,+3.7%,1,+33.7
Harrison Barnes,30.4,SAC,Forward,2658,65,-1.5,35,+0.5,82,-1.2%,41,+1.8,30,+0.4,7,+8.7%,27,+9.7,47,+0.1,82,-2.9%,54,-1.3
Will Barton,31.8,WAS,Wing,767,20,+3.6,45,+0.2,63,-0.4%,53,-0.9,65,-0.3,82,-4.9%,60,-3.0,33,+0.5,75,-2.2%,47,+1.7
Will Barton,31.8,TOR,Combo,201,58,-0.8,12,+1.8,3,+3.2%,10,+13.0,55,-0.1,28,+3.1%,44,+3.0,8,+1.6,2,+7.0%,8,+18.1
Nicolas Batum,33.9,LAC,Forward,1699,71,-2.5,60,-0.4,66,-0.5%,58,-2.5,55,-0.1,41,+1.4%,54,-0.1,61,-0.3,58,-0.6%,60,-3.9
Bradley Beal,29.3,WAS,Combo,1672,41,+1.2,34,+0.5,73,-0.8%,23,+7.0,90,-1.1,38,+1.8%,86,-18.2,8,+1.5,32,+1.3%,8,+18.2
Malik Beasley,25.9,UTA,Wing,1465,25,+2.9,5,+2.6,72,-0.7%,6,+15.6,19,+0.7,88,-6.2%,23,+11.8,8,+1.6,69,-1.6%,11,+15.0
Malik Beasley,25.9,LAL,Wing,611,16,+4.2,13,+1.7,10,+2.0%,14,+9.9,12,+0.8,3,+11.2%,20,+12.9,28,+0.7,82,-2.9%,39,+3.8
Davis Bertans,30.0,DAL,Big,457,46,+0.6,85,-1.5,96,-2.2%,88,-11.4,30,+0.4,100,-19.2%,6,+24.9,92,-1.8,83,-3.0%,93,-21.1
Patrick Beverley,34.3,LAL,Combo,1210,57,-0.6,56,-0.2,91,-1.8%,25,+6.4,43,+0.2,97,-13.4%,26,+10.2,64,-0.4,93,-4.1%,42,+3.0
Patrick Beverley,34.3,CHI,Point,605,55,-0.4,92,-2.1,72,-0.7%,96,-20.4,97,-1.6,98,-14.6%,98,-40.7,63,-0.4,81,-2.7%,71,-8.0
Bismack Biyombo,30.2,PHX,Big,822,63,-1.4,12,+1.8,62,-0.4%,10,+13.6,21,+0.6,27,+3.4%,14,+16.1,12,+1.3,43,+0.5%,13,+13.9
Bojan Bogdanovic,33.5,DET,Forward,1892,28,+2.5,23,+1.0,52,-0.0%,20,+7.7,29,+0.4,55,-0.5%,18,+14.2,38,+0.4,30,+1.5%,38,+4.3
Devin Booker,26.0,PHX,Wing,1828,24,+3.1,95,-2.6,88,-1.5%,92,-13.9,93,-1.3,43,+1.1%,89,-21.2,79,-1.0,52,-0.1%,66,-6.2
Malcolm Brogdon,29.9,BOS,Combo,1731,32,+2.1,12,+1.7,72,-0.8%,19,+8.4,27,+0.5,60,-1.2%,39,+4.9,15,+1.1,85,-3.1%,29,+7.3
Jaylen Brown,26.0,BOS,Wing,2400,26,+2.8,73,-0.9,22,+1.1%,79,-7.8,26,+0.5,16,+5.4%,28,+9.3,90,-1.5,24,+1.9%,89,-16.5
Reggie Bullock,31.6,DAL,Forward,2351,21,+3.4,28,+0.7,71,-0.7%,25,+6.4,68,-0.3,15,+5.7%,82,-14.1,15,+1.1,89,-3.5%,9,+17.6
Alec Burks,31.3,DET,Wing,1122,75,-2.8,67,-0.6,95,-2.1%,59,-2.8,71,-0.4,69,-2.7%,45,+2.6,70,-0.7,70,-1.6%,73,-9.0
Jimmy Butler,33.1,MIA,Forward,2138,20,+3.6,51,-0.1,71,-0.7%,38,+2.6,14,+0.8,78,-4.2%,8,+23.1,79,-1.0,21,+2.2%,69,-7.6
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,91,-5.8,39,+0.4,66,-0.5%,29,+5.0,52,+0.0,71,-3.0%,50,+0.8,40,+0.3,43,+0.5%,30,+7.1
Clint Capela,28.5,ATL,Big,1730,25,+2.8,53,-0.2,44,+0.2%,47,+0.1,90,-1.1,54,-0.3%,91,-23.0,21,+0.9,11,+3.6%,16,+12.0
Jordan Clarkson,30.4,UTA,Combo,1987,39,+1.4,31,+0.6,24,+1.0%,35,+3.6,47,+0.1,42,+1.2%,46,+2.2,33,+0.5,11,+3.6%,35,+5.1
Mike Conley,35.1,UTA,Point,1274,26,+2.7,26,+0.8,63,-0.4%,26,+5.9,44,+0.2,13,+6.1%,46,+2.3,16,+1.1,55,-0.3%,17,+11.8
Mike Conley,35.1,MIN,Point,752,69,-2.1,64,-0.5,25,+0.9%,65,-3.8,24,+0.6,65,-1.9%,19,+13.1,75,-0.8,6,+4.8%,78,-11.0
Pat Connaughton,29.8,MIL,Wing,1402,41,+1.1,96,-2.9,79,-1.1%,94,-17.5,76,-0.5,54,-0.3%,80,-11.7,97,-2.4,82,-2.9%,93,-21.1
Robert Covington,31.9,LAC,Big,697,53,-0.2,77,-1.1,81,-1.2%,79,-7.5,94,-1.3,73,-3.4%,90,-22.1,44,+0.2,42,+0.6%,44,+2.4
Jae Crowder,32.3,MIL,Forward,325,29,+2.4,23,+1.0,9,+2.1%,30,+4.6,20,+0.6,93,-8.7%,33,+7.5,23,+0.8,7,+4.5%,30,+7.0
Seth Curry,32.2,BKN,Wing,1181,26,+2.8,10,+1.9,28,+0.7%,6,+16.3,54,-0.0,10,+7.3%,51,+0.8,5,+2.0,60,-0.7%,2,+25.1
Stephen Curry,34.6,GSW,Point,1940,66,-1.6,8,+2.1,18,+1.3%,10,+12.5,10,+0.9,12,+6.4%,18,+14.2,15,+1.1,9,+3.9%,18,+11.3
Anthony Davis,29.6,LAL,Big,1904,94,-7.0,30,+0.6,30,+0.7%,38,+2.9,48,+0.1,65,-1.9%,62,-3.9,38,+0.3,32,+1.3%,39,+3.8
DeMar DeRozan,33.2,CHI,Forward,2673,54,-0.3,38,+0.4,70,-0.6%,26,+6.4,44,+0.2,51,+0.2%,19,+13.9,45,+0.2,49,+0.1%,46,+2.1
Dewayne Dedmon,33.2,MIA,Big,349,19,+3.7,53,-0.2,2,+3.7%,50,-0.5,17,+0.7,10,+7.0%,28,+9.2,72,-0.7,11,+3.5%,59,-3.2
Matthew Dellavedova,32.1,SAC,Point,158,96,-7.5,91,-2.0,80,-1.1%,92,-14.7,81,-0.6,86,-5.6%,95,-29.8,88,-1.4,84,-3.1%,68,-6.9
