Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,29.9,SAC,Big,1996,38,47.8%,40,41%,73,30%,62,26%,66,56%,84,1%,77,2%,79,3%
Hassan Adams,22.4,BKN,Wing,448,90,54.8%,100,68%,25,7%,28,24%,24,31%,0,0%,4,1%,2,1%
Maurice Ager,22.7,DAL,Wing,158,1,34.7%,64,33%,18,6%,88,41%,64,47%,28,6%,37,14%,30,20%
LaMarcus Aldridge,21.3,POR,Big,1342,48,49.8%,32,37%,55,24%,79,38%,80,62%,0,0%,66,0%,63,0%
Malik Allen,28.3,CHI,Big,572,12,41.3%,3,18%,64,26%,97,56%,100,82%,0,0%,0,0%,0,0%
Ray Allen,31.3,OKC,Wing,2214,68,51.2%,21,19%,74,16%,47,27%,57,43%,34,7%,85,31%,70,38%
Tony Allen,24.8,BOS,Wing,772,80,52.8%,95,59%,68,14%,10,15%,16,28%,25,5%,21,8%,17,13%
Rafer Alston,30.3,HOU,Point,3027,53,47.0%,47,22%,57,13%,4,12%,4,26%,79,10%,96,42%,98,52%
Alan Anderson,24.0,CHA,Wing,242,83,53.4%,87,41%,41,9%,59,31%,48,41%,32,7%,32,12%,27,19%
Derek Anderson,32.3,CHA,Wing,1172,77,52.6%,16,16%,20,7%,39,26%,28,32%,84,19%,88,32%,86,51%
Carmelo Anthony,22.4,DEN,Wing,2479,49,49.2%,88,43%,57,12%,71,36%,67,48%,10,1%,22,8%,15,9%
Rafael Araujo,26.2,UTA,Big,193,14,42.2%,35,38%,82,33%,67,29%,79,62%,0,0%,0,0%,0,0%
Gilbert Arenas,24.8,WAS,Combo,2935,64,48.3%,43,25%,18,7%,52,31%,34,37%,25,3%,91,34%,77,37%
Trevor Ariza,21.3,ORL,Wing,1230,86,54.2%,98,64%,37,9%,41,26%,32,35%,7,1%,2,0%,3,1%
Darrell Armstrong,38.4,IND,Combo,1236,89,51.9%,18,18%,16,6%,21,21%,7,28%,88,17%,98,37%,95,55%
Hilton Armstrong,21.9,NOP,Big,546,68,52.8%,66,58%,36,18%,56,24%,42,42%,0,0%,0,0%,0,0%
Carlos Arroyo,27.3,ORL,Point,1255,26,44.8%,38,20%,77,19%,91,52%,91,71%,26,3%,17,7%,17,10%
Chucky Atkins,32.2,MEM,Point,2050,85,52.1%,74,30%,23,8%,8,20%,11,28%,74,8%,83,34%,85,42%
Kelenna Azubuike,22.9,GSW,Wing,595,76,52.4%,78,36%,53,10%,15,16%,13,26%,59,11%,74,26%,67,38%
Renaldo Balkman,22.3,NYK,Forward,998,86,52.5%,100,75%,14,6%,10,10%,2,16%,47,8%,12,2%,25,9%
Marcus Banks,25.0,PHX,Combo,447,36,44.7%,82,38%,2,2%,95,47%,59,49%,11,1%,20,12%,14,13%
Leandro Barbosa,23.9,PHX,Combo,2570,98,56.8%,70,33%,34,9%,11,18%,9,28%,77,13%,71,26%,79,39%
J.J. Barea,22.3,DAL,Combo,112,39,44.8%,89,42%,52,13%,13,19%,21,31%,18,2%,68,25%,50,27%
Andrea Bargnani,21.0,TOR,Big,1594,55,50.8%,5,19%,11,11%,66,28%,35,38%,87,1%,99,41%,97,42%
Matt Barnes,26.6,GSW,Forward,1735,71,51.6%,43,29%,69,15%,8,9%,14,25%,78,15%,82,30%,86,46%
Earl Barron,25.2,MIA,Big,128,1,31.4%,14,27%,62,25%,92,47%,95,73%,0,0%,0,0%,0,0%
Brent Barry,34.8,SAS,Wing,1528,100,61.4%,12,13%,27,7%,4,12%,6,19%,86,20%,99,48%,100,68%
Brandon Bass,21.5,NOP,Big,109,1,30.8%,20,31%,38,19%,90,46%,84,65%,0,0%,84,4%,83,4%
Maceo Baston,30.4,IND,Big,358,99,67.9%,88,73%,9,10%,25,9%,8,19%,0,0%,86,9%,85,9%
Tony Battie,30.7,ORL,Big,1566,44,48.9%,29,35%,84,36%,66,29%,82,64%,0,0%,60,0%,56,0%
Shane Battier,28.1,HOU,Forward,2976,96,56.9%,12,16%,88,20%,6,8%,18,27%,98,33%,69,24%,96,57%
Charlie Bell,27.6,MIL,Wing,2807,53,50.0%,49,28%,16,6%,52,29%,33,35%,67,13%,65,24%,64,37%
Raja Bell,30.1,PHX,Wing,2905,87,54.3%,7,12%,9,5%,56,31%,34,36%,89,20%,86,32%,87,52%
Mike Bibby,28.5,SAC,Point,2775,60,48.0%,6,11%,9,6%,75,41%,55,48%,49,6%,89,36%,81,41%
Andris Biedrins,20.6,GSW,Big,2372,94,59.9%,97,84%,27,16%,6,0%,3,16%,0,0%,0,0%,0,0%
Chauncey Billups,30.1,DET,Point,2527,70,49.3%,36,19%,40,10%,53,32%,40,43%,60,7%,74,32%,70,38%
Steve Blake,26.7,DEN,Point,1617,72,49.7%,15,14%,13,7%,83,43%,62,50%,89,12%,53,24%,62,36%
Steve Blake,26.7,MIL,Point,555,19,42.9%,2,7%,8,6%,60,36%,32,42%,98,14%,92,38%,96,52%
Will Blalock,23.1,DET,Point,154,0,30.4%,100,57%,74,18%,0,11%,15,29%,62,7%,19,7%,23,14%
Andray Blatche,20.2,WAS,Big,623,28,45.7%,61,54%,5,8%,57,24%,22,32%,88,3%,87,10%,86,13%
Mark Blount,30.9,MIN,Big,2539,60,51.4%,18,29%,28,16%,95,51%,88,67%,85,1%,80,3%,82,4%
Keith Bogans,26.5,ORL,Wing,957,75,52.4%,35,24%,19,7%,7,13%,7,20%,97,28%,79,28%,92,56%
Andrew Bogut,21.9,MIL,Big,2250,81,55.6%,75,64%,56,24%,36,11%,29,36%,0,0%,70,1%,68,1%
