Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Shareef Abdur-Rahim,28.9,SAC,Big,122,83,+6.0%,28,-3.7%,97,+21.5%,71,+3.7%,95,+10.4%,76,+14.0%,72,+6.1%,78,+9.2%
Malik Allen,27.3,CHI,Big,116,56,+1.2%,14,-6.9%,75,+6.1%,73,+4.5%,78,+4.9%,96,+42.9%,18,-10.9%,61,+4.2%
Carmelo Anthony,21.4,DEN,Forward,192,52,+0.9%,73,+4.7%,5,-18.3%,62,+2.3%,24,-4.5%,27,-10.0%,70,+5.9%,55,+2.1%
Gilbert Arenas,23.8,WAS,Combo,283,57,+1.5%,22,-5.9%,0,-30.6%,0,-19.0%,0,-23.3%,98,+50.0%,99,+30.2%,99,+34.0%
Chucky Atkins,31.2,MEM,Point,101,69,+3.3%,11,-8.4%,98,+22.7%,92,+11.4%,99,+16.9%,42,-2.5%,20,-9.4%,20,-7.2%
Leandro Barbosa,22.9,PHX,Wing,625,17,-4.5%,19,-6.4%,42,-1.9%,13,-7.6%,19,-5.2%,16,-18.2%,68,+5.4%,41,-0.8%
Brent Barry,33.8,SAS,Wing,281,27,-2.4%,33,-2.6%,48,-0.2%,33,-3.1%,38,-1.7%,30,-7.5%,71,+6.0%,47,+0.4%
Shane Battier,27.1,MEM,Forward,128,93,+8.5%,81,+7.4%,78,+7.5%,90,+10.6%,94,+8.7%,71,+9.5%,85,+14.8%,84,+11.7%
Raja Bell,29.1,PHX,Wing,673,75,+4.1%,88,+10.6%,59,+2.0%,64,+2.3%,62,+2.2%,63,+6.5%,26,-7.6%,33,-4.3%
Mike Bibby,27.5,SAC,Point,255,90,+7.3%,85,+9.0%,50,0.0%,46,-1.1%,45,-0.7%,92,+31.8%,15,-12.3%,92,+16.1%
Chauncey Billups,29.1,DET,Point,702,50,+0.7%,64,+2.7%,32,-4.3%,58,+1.5%,48,-0.2%,28,-8.3%,67,+5.4%,49,+0.8%
Andrew Bogut,20.9,MIL,Big,168,16,-4.5%,44,-0.2%,27,-4.9%,5,-12.5%,6,-9.4%,97,+48.4%,1,-31.7%,43,-0.5%
Bruce Bowen,34.4,SAS,Wing,440,32,-1.9%,38,-1.2%,13,-11.5%,57,+1.3%,18,-5.4%,78,+15.6%,38,-3.3%,63,+4.5%
Earl Boykins,29.4,DEN,Point,139,24,-2.8%,15,-6.8%,47,-1.1%,19,-6.4%,27,-4.0%,35,-5.6%,93,+19.9%,89,+14.3%
Elton Brand,26.6,LAC,Big,516,59,+1.7%,31,-3.2%,9,-14.1%,97,+15.5%,66,+2.7%,97,+47.6%,39,-3.3%,85,+12.2%
Kwame Brown,23.6,LAL,Big,224,12,-5.4%,84,+8.8%,24,-7.2%,15,-7.3%,10,-7.7%,49,0.0%,9,-16.4%,7,-13.1%
Kobe Bryant,27.2,LAL,Combo,313,72,+3.7%,10,-8.4%,90,+13.3%,91,+11.3%,97,+12.5%,49,0.0%,22,-9.0%,18,-7.7%
Greg Buckner,29.1,DEN,Wing,137,39,-0.6%,72,+4.7%,21,-8.3%,56,+1.2%,33,-2.3%,18,-15.9%,60,+4.0%,42,-0.6%
Caron Butler,25.6,WAS,Wing,261,15,-4.6%,20,-6.0%,81,+8.5%,1,-16.6%,15,-6.9%,83,+22.4%,8,-18.2%,14,-8.8%
Marcus Camby,31.6,DEN,Big,175,58,+1.6%,96,+18.2%,96,+19.0%,24,-5.1%,72,+3.6%,18,-15.9%,3,-23.3%,3,-22.9%
Vince Carter,28.8,NJN,Wing,449,94,+8.7%,90,+11.7%,94,+18.1%,84,+8.5%,97,+11.8%,51,+0.5%,27,-7.5%,28,-5.1%
Sam Cassell,36.0,LAC,Point,403,16,-4.6%,16,-6.6%,22,-8.1%,48,-0.4%,29,-3.8%,87,+26.2%,28,-7.0%,40,-1.5%
Tyson Chandler,23.1,CHI,Big,103,64,+2.6%,18,-6.4%,74,+5.7%,55,+1.0%,59,+2.0%,16,-17.0%,88,+16.6%,73,+7.8%
Jason Collins,26.9,NJN,Big,302,84,+6.3%,91,+12.4%,97,+21.8%,49,-0.3%,88,+7.2%,56,+2.6%,34,-4.7%,37,-2.8%
Austin Croshere,30.5,IND,Forward,173,80,+5.5%,95,+16.3%,43,-1.9%,35,-2.7%,42,-1.4%,91,+30.0%,32,-5.1%,58,+3.4%
Erick Dampier,30.3,DAL,Big,447,73,+3.9%,55,+1.8%,70,+5.0%,70,+3.5%,74,+4.2%,66,+8.7%,54,+1.9%,65,+4.8%
Antonio Daniels,30.6,WAS,Point,215,91,+7.5%,94,+14.5%,45,-1.7%,69,+3.2%,57,+1.5%,52,+0.9%,91,+18.1%,81,+10.6%
Marquis Daniels,24.8,DAL,Wing,207,22,-2.9%,47,+0.2%,10,-12.7%,60,+1.8%,22,-5.1%,44,-2.1%,21,-9.3%,23,-6.1%
Tony Delk,31.8,DET,Combo,114,34,-1.3%,4,-11.1%,15,-11.3%,95,+12.2%,83,+5.3%,11,-22.1%,59,+3.9%,34,-3.8%
Luol Deng,20.5,CHI,Forward,178,6,-6.8%,34,-2.3%,56,+0.9%,7,-10.9%,12,-7.3%,67,+8.9%,7,-19.6%,9,-11.7%
Boris Diaw,23.5,PHX,Big,793,47,+0.5%,24,-5.3%,84,+9.6%,80,+7.3%,92,+8.7%,47,-0.3%,46,-0.0%,45,-0.2%
DeSagana Diop,23.8,DAL,Big,404,38,-0.7%,39,-1.0%,28,-4.7%,44,-1.1%,31,-2.9%,74,+13.1%,58,+3.3%,69,+6.0%
