Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
DeMarre Carroll,28.3,ATL,Wing,556,43,15.4%,86,120.1,43,9.1%,46,0.59,77,7.9%
Vince Carter,37.8,MEM,Wing,193,49,16.4%,46,101.5,37,8.7%,34,0.53,60,9.6%
Michael Carter-Williams,23.1,MIL,Point,190,40,25.4%,27,90.1,53,29.0%,53,1.14,27,14.7%
Tyson Chandler,32.1,DAL,Big,160,7,11.1%,86,121.4,0,0.9%,0,0.08,49,11.8%
Norris Cole,26.1,NOP,Point,105,7,20.1%,40,92.1,0,10.3%,0,0.51,0,17.6%
Mike Conley,27.1,MEM,Point,243,33,25.1%,80,107.5,60,29.4%,67,1.17,87,9.0%
Jamal Crawford,34.6,LAC,Wing,372,80,24.0%,3,91.7,51,10.6%,14,0.44,71,8.1%
Jae Crowder,24.3,BOS,Forward,100,67,17.6%,89,122.9,78,13.8%,89,0.78,22,12.8%
Stephen Curry,26.6,GSW,Point,823,87,31.5%,93,121.6,67,30.0%,40,0.95,40,13.8%
Anthony Davis,21.6,NOP,Big,171,93,27.5%,84,121.2,53,9.9%,33,0.36,40,12.5%
Glen Davis,28.8,LAC,Big,136,16,13.2%,35,102.6,7,3.2%,14,0.24,5,21.7%
DeMar DeRozan,25.2,TOR,Wing,158,94,28.2%,17,96.4,89,25.0%,71,0.89,51,10.0%
Matthew Dellavedova,24.1,CLE,Combo,486,22,17.5%,33,97.9,50,16.9%,50,0.97,6,17.0%
Boris Diaw,32.5,SAS,Big,197,63,19.7%,44,105.2,93,19.8%,93,1.00,65,10.4%
Jared Dudley,29.3,MIL,Forward,110,44,14.5%,78,121.2,100,14.3%,100,0.98,0,14.3%
Tim Duncan,38.5,SAS,Big,249,60,19.5%,81,119.0,79,14.7%,77,0.75,91,6.5%
Mike Dunleavy,34.1,CHI,Wing,388,9,12.2%,97,140.9,60,12.0%,77,0.98,14,14.4%
Monta Ellis,29.0,DAL,Wing,196,91,27.9%,60,109.2,83,21.0%,66,0.75,34,11.8%
Tyreke Evans,25.1,NOP,Wing,125,83,24.3%,0,78.4,89,25.0%,83,1.03,63,9.2%
Festus Ezeli,25.0,GSW,Big,179,47,17.4%,53,109.4,30,5.3%,26,0.30,23,16.7%
Marc Gasol,29.8,MEM,Big,413,91,26.5%,26,97.7,98,21.1%,81,0.80,88,6.7%
Pau Gasol,34.3,CHI,Big,315,79,21.2%,49,108.3,86,17.3%,84,0.82,30,14.4%
Taj Gibson,29.4,CHI,Big,270,30,15.0%,40,103.5,44,7.4%,49,0.49,53,11.3%
Manu Ginobili,37.3,SAS,Wing,130,86,25.5%,66,109.8,97,39.2%,100,1.54,0,18.5%
Drew Gooden,33.1,WAS,Big,177,56,18.8%,37,103.0,40,7.1%,35,0.38,12,18.8%
Eric Gordon,25.9,NOP,Combo,143,67,23.1%,78,113.8,67,19.5%,33,0.85,33,13.5%
Marcin Gortat,30.7,WAS,Big,306,33,15.2%,88,129.2,65,11.8%,79,0.78,28,15.5%
Danny Green,27.4,SAS,Wing,203,31,14.7%,6,92.1,49,10.1%,54,0.69,80,7.6%
Draymond Green,24.7,GSW,Big,781,72,20.3%,42,103.6,95,20.9%,95,1.03,26,16.2%
Jeff Green,28.2,MEM,Forward,295,89,20.7%,11,81.4,67,10.1%,44,0.49,44,12.0%
Blake Griffin,25.6,LAC,Big,556,98,28.4%,63,111.6,100,27.6%,91,0.97,44,12.3%
James Harden,25.2,HOU,Wing,633,97,32.5%,89,123.6,94,33.8%,86,1.04,9,15.4%
John Henson,23.8,MIL,Big,152,37,15.5%,77,115.2,28,5.1%,28,0.33,7,21.4%
Nene Hilario,32.1,WAS,Big,256,44,17.1%,19,91.9,56,9.9%,56,0.58,30,14.4%
Kirk Hinrich,33.8,CHI,Combo,116,0,8.2%,61,105.9,44,15.9%,100,1.94,94,4.9%
Al Horford,28.4,ATL,Big,520,67,20.2%,47,105.5,91,19.5%,88,0.97,58,10.8%
Dwight Howard,28.9,HOU,Big,572,65,19.9%,51,108.6,33,5.7%,21,0.29,37,13.6%
Andre Iguodala,30.8,GSW,Wing,632,46,15.4%,63,109.6,71,18.3%,97,1.19,91,6.5%
Ersan Ilyasova,27.5,MIL,Big,141,74,20.4%,5,80.0,12,3.4%,2,0.17,86,7.8%
Kyrie Irving,22.6,CLE,Point,463,27,23.8%,87,115.4,20,18.9%,20,0.79,93,8.2%
Jarrett Jack,31.0,BKN,Combo,152,83,26.1%,89,127.6,83,27.3%,78,1.04,0,23.0%
LeBron James,29.8,CLE,Wing,843,100,40.3%,29,97.1,100,44.2%,91,1.10,46,10.8%
Amir Johnson,27.5,TOR,Big,111,26,14.5%,91,135.3,35,6.3%,40,0.43,9,19.7%
Joe Johnson,33.3,BKN,Wing,248,69,21.0%,26,97.1,80,20.3%,74,0.97,97,4.5%
James Jones,34.1,CLE,Forward,290,0,10.9%,56,108.1,0,5.1%,22,0.46,100,5.7%
Terrence Jones,22.8,HOU,Big,396,53,18.6%,23,96.6,47,7.4%,37,0.40,79,9.1%
DeAndre Jordan,26.3,LAC,Big,481,28,14.5%,79,116.7,21,4.8%,30,0.33,60,10.6%
Kyle Korver,33.6,ATL,Wing,524,20,13.0%,77,112.2,40,9.1%,57,0.70,17,13.8%
Kosta Koufos,25.7,MEM,Big,127,9,11.2%,65,112.1,23,4.9%,44,0.44,100,3.2%
Courtney Lee,29.1,MEM,Wing,366,29,14.5%,91,133.9,54,11.0%,69,0.76,40,11.1%
David Lee,31.5,GSW,Big,102,77,20.4%,9,87.0,72,12.1%,58,0.59,98,4.3%
Kawhi Leonard,23.3,SAS,Wing,249,77,23.9%,69,110.4,63,12.4%,31,0.52,43,11.1%
Meyers Leonard,22.7,POR,Big,103,0,7.3%,100,200.0,37,6.5%,86,0.88,47,12.1%
Damian Lillard,24.3,POR,Combo,200,94,28.9%,44,99.1,72,22.1%,28,0.77,78,9.4%
Shaun Livingston,29.1,GSW,Combo,369,11,14.4%,83,116.7,28,14.2%,56,0.98,11,16.3%
Brook Lopez,26.6,BKN,Big,232,58,19.2%,74,114.4,14,3.7%,7,0.19,93,6.1%
Robin Lopez,26.6,POR,Big,117,2,9.7%,93,136.8,26,5.0%,53,0.52,2,21.7%
Kevin Love,26.1,CLE,Big,106,84,22.7%,72,114.0,74,13.7%,60,0.60,56,11.0%
Kyle Lowry,28.6,TOR,Point,131,60,27.2%,7,81.7,40,25.0%,33,0.92,13,15.2%
O.J. Mayo,27.0,MIL,Wing,155,66,20.3%,9,93.1,77,20.0%,80,0.98,29,12.9%
CJ McCollum,23.1,POR,Wing,165,57,19.2%,80,119.7,0,2.1%,0,0.11,66,8.5%
Khris Middleton,23.2,MIL,Wing,231,60,19.8%,23,96.9,46,10.0%,29,0.50,54,9.8%
Patty Mills,26.2,SAS,Combo,112,39,18.8%,94,147.9,17,11.6%,22,0.62,67,10.3%
Paul Millsap,29.7,ATL,Big,564,81,22.0%,28,100.0,81,15.1%,67,0.69,42,12.4%
Nikola Mirotic,23.7,CHI,Forward,149,78,20.7%,0,76.9,44,9.0%,0,0.43,67,11.4%
Timofey Mozgov,28.3,CLE,Big,523,42,17.0%,67,113.4,16,4.3%,16,0.25,14,18.7%
Joakim Noah,29.7,CHI,Big,389,19,13.4%,2,79.8,84,15.2%,100,1.14,16,17.7%
Dirk Nowitzki,36.4,DAL,Big,180,86,23.4%,60,110.4,58,10.2%,42,0.43,72,9.8%
Zaza Pachulia,30.7,MIL,Big,128,49,17.5%,9,87.0,67,12.0%,65,0.68,67,10.0%
Tony Parker,32.5,SAS,Point,209,47,25.7%,0,77.6,7,18.5%,7,0.72,73,9.4%
Patrick Patterson,25.6,TOR,Big,105,14,12.3%,98,141.4,51,8.6%,70,0.70,63,10.5%
Chris Paul,29.5,LAC,Point,444,67,27.9%,100,126.2,87,39.3%,87,1.41,80,9.2%
Paul Pierce,37.1,WAS,Wing,297,40,15.3%,91,133.9,3,4.9%,3,0.32,57,9.6%
Quincy Pondexter,26.6,NOP,Wing,124,11,12.6%,14,93.5,69,14.3%,94,1.13,100,2.9%
Otto Porter,21.4,WAS,Wing,329,17,12.9%,49,102.0,31,8.2%,51,0.64,94,6.2%
Pablo Prigioni,37.5,HOU,Point,279,0,11.5%,20,88.7,13,18.8%,100,1.63,53,12.8%
Zach Randolph,33.3,MEM,Big,380,88,23.6%,21,94.0,60,11.0%,47,0.47,51,11.7%
JJ Redick,30.4,LAC,Wing,539,26,14.4%,83,119.8,11,6.4%,17,0.45,11,14.6%
Austin Rivers,22.3,LAC,Combo,233,56,20.7%,56,104.9,11,11.0%,11,0.53,72,9.8%
Derrick Rose,26.1,CHI,Combo,452,100,31.6%,28,97.2,94,31.8%,67,1.01,44,12.1%
Terrence Ross,23.7,TOR,Wing,104,0,11.6%,20,96.6,9,5.6%,23,0.48,83,7.3%
Dennis Schroder,21.1,ATL,Point,281,93,33.3%,33,91.0,93,42.0%,80,1.26,60,12.4%
Mike Scott,26.3,ATL,Big,157,40,15.7%,16,88.9,19,4.7%,23,0.30,77,9.1%
Ramon Sessions,28.6,WAS,Combo,217,33,18.5%,39,98.7,56,16.9%,44,0.92,61,11.1%
Iman Shumpert,24.4,CLE,Wing,693,6,12.1%,34,98.9,6,5.3%,11,0.44,89,7.0%
JR Smith,29.1,CLE,Wing,552,51,17.0%,57,109.0,17,6.9%,6,0.40,86,7.2%
Josh Smith,28.9,HOU,Big,393,95,27.9%,28,100.0,88,18.9%,63,0.67,35,14.3%
Tony Snell,23.0,CHI,Wing,121,34,14.9%,37,100.0,20,7.3%,26,0.49,26,13.0%
Tiago Splitter,29.8,SAS,Big,123,35,15.2%,0,72.7,63,11.4%,74,0.75,19,17.1%
Jeff Teague,26.4,ATL,Point,526,73,30.2%,67,100.7,73,34.0%,47,1.13,67,12.2%
Jason Terry,37.1,HOU,Combo,485,6,14.0%,72,110.6,33,14.5%,72,1.04,39,12.2%
Isaiah Thomas,25.7,BOS,Point,118,100,33.5%,73,104.5,80,38.4%,60,1.14,20,15.0%
Klay Thompson,24.7,GSW,Wing,758,71,21.9%,71,111.1,57,11.8%,37,0.54,37,11.2%
Tristan Thompson,23.6,CLE,Big,724,5,10.3%,70,113.8,2,2.0%,9,0.20,74,9.1%
Evan Turner,26.0,BOS,Combo,116,78,25.2%,6,85.4,89,27.5%,83,1.09,28,14.1%
Beno Udrih,32.3,MEM,Point,171,13,22.9%,47,97.4,33,20.4%,27,0.89,100,4.6%
Jonas Valanciunas,22.5,TOR,Big,103,49,17.5%,56,109.8,5,3.1%,5,0.18,67,10.0%
John Wall,24.2,WAS,Point,271,80,30.5%,53,98.4,100,47.7%,93,1.57,33,14.3%
Deron Williams,30.3,BKN,Point,191,20,23.6%,60,100.0,47,27.7%,73,1.18,7,16.6%
Lou Williams,28.0,TOR,Combo,102,89,28.2%,11,86.4,6,8.5%,6,0.30,100,4.8%
Thaddeus Young,26.4,BKN,Big,189,70,20.2%,14,88.7,77,14.4%,72,0.71,21,16.9%
