Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Arron Afflalo,26.0,DEN,Wing,228,38,43.8%,76,49.1%,10,20.0%,0,80.0%,41,70%,38,62%,22,69%,8,100%
Lavoy Allen,22.7,PHI,Big,234,87,55.7%,89,55.7%,0,0.0%,0,58.3%,17,79%,55,63%,26,94%,0,0%
Ray Allen,36.3,BOS,Wing,610,57,47.9%,81,50.7%,41,30.4%,25,71.1%,22,79%,41,61%,19,75%,46,93%
Tony Allen,29.8,MEM,Wing,170,19,40.0%,57,45.0%,0,0.0%,0,70.6%,24,78%,24,69%,0,100%,0,0%
Ryan Anderson,23.5,ORL,Big,172,49,47.7%,2,21.4%,67,40.0%,0,85.7%,4,93%,74,50%,6,100%,79,100%
Carmelo Anthony,27.4,NYK,Forward,203,25,43.5%,38,45.3%,33,22.2%,25,75.6%,100,27%,63,48%,100,11%,100,25%
Joel Anthony,29.2,MIA,Big,319,83,55.6%,85,55.6%,0,0.0%,0,79.2%,40,73%,13,82%,74,50%,0,0%
Omer Asik,25.3,CHI,Big,128,60,50.0%,60,50.0%,0,0.0%,0,35.3%,0,100%,2,100%,6,100%,0,0%
Leandro Barbosa,28.9,IND,Wing,214,16,39.0%,59,45.3%,0,15.0%,0,50.0%,81,44%,76,36%,49,40%,8,100%
Matt Barnes,31.6,LAL,Wing,173,3,30.6%,11,34.6%,3,17.9%,0,50.0%,38,71%,11,83%,86,0%,8,100%
Brandon Bass,26.5,BOS,Big,603,45,46.8%,47,46.8%,0,0.0%,100,92.2%,38,74%,72,53%,40,86%,0,0%
Shane Battier,33.1,MIA,Wing,761,86,54.8%,24,37.9%,72,39.6%,0,81.3%,3,92%,57,50%,24,67%,8,100%
Mike Bibby,33.5,NYK,Point,108,100,62.5%,6,33.3%,0,50.0%,0,66.7%,0,100%,6,100%,0,100%,0,100%
Steve Blake,31.7,LAL,Point,298,94,58.3%,35,42.1%,92,43.9%,0,71.4%,6,77%,12,67%,18,40%,29,89%
Eric Bledsoe,21.9,LAC,Combo,184,100,59.8%,100,59.3%,0,42.9%,0,62.5%,90,26%,100,14%,40,27%,0,100%
Matt Bonner,31.6,SAS,Big,156,9,41.1%,0,12.5%,33,35.0%,0,60.0%,0,100%,0,0%,6,100%,79,100%
Carlos Boozer,29.9,CHI,Big,200,13,42.2%,15,42.2%,0,0.0%,0,71.4%,51,68%,34,67%,57,69%,0,0%
Chris Bosh,27.6,MIA,Big,438,66,51.7%,53,48.9%,0,53.8%,86,82.7%,30,77%,45,65%,43,84%,79,100%
Avery Bradley,20.9,BOS,Combo,247,20,40.4%,30,43.5%,14,22.7%,0,66.7%,0,80%,0,86%,0,50%,0,100%
Elton Brand,32.6,PHI,Big,355,40,46.5%,43,46.5%,0,0.0%,19,62.5%,57,67%,34,67%,60,68%,0,0%
Corey Brewer,25.7,DEN,Wing,112,81,53.1%,84,51.5%,59,35.3%,0,75.0%,11,87%,8,91%,11,83%,65,83%
Kobe Bryant,33.2,LAL,Wing,475,46,47.0%,70,47.7%,38,29.3%,75,83.2%,84,43%,70,42%,59,36%,78,76%
Caron Butler,31.6,LAC,Wing,266,22,40.2%,35,41.0%,28,25.8%,0,75.0%,57,64%,35,63%,43,47%,8,100%
Andrew Bynum,24.0,LAL,Big,450,47,47.7%,49,47.7%,0,0.0%,67,77.6%,74,59%,53,63%,89,44%,0,0%
Vince Carter,34.8,DAL,Wing,106,5,32.9%,3,29.0%,0,30.0%,0,75.0%,95,33%,95,20%,86,0%,8,100%
Mario Chalmers,25.5,MIA,Point,801,76,52.7%,88,51.3%,62,36.3%,17,71.7%,24,51%,47,25%,35,27%,24,94%
Tyson Chandler,29.1,NYK,Big,166,32,44.0%,32,44.0%,0,0.0%,0,60.0%,64,64%,51,64%,0,0%,0,0%
Norris Cole,23.0,MIA,Point,142,12,38.3%,18,36.8%,0,27.3%,0,71.4%,18,60%,47,25%,6,67%,0,100%
Darren Collison,24.2,IND,Point,195,82,52.9%,94,52.6%,0,36.4%,0,84.2%,76,26%,65,14%,59,19%,0,100%
Nick Collison,31.0,OKC,Big,319,100,67.3%,100,67.3%,0,0.0%,0,42.9%,47,70%,49,64%,36,88%,0,0%
Mike Conley,24.1,MEM,Point,276,65,49.3%,24,38.9%,100,50.0%,33,75.0%,47,34%,29,33%,71,8%,53,64%
Glen Davis,25.8,ORL,Big,190,30,43.8%,30,43.8%,0,0.0%,0,77.3%,28,77%,11,84%,51,70%,0,0%
Luol Deng,26.5,CHI,Wing,227,76,51.9%,78,49.1%,76,40.0%,0,57.1%,51,64%,49,56%,32,63%,81,75%
Boris Diaw,29.5,SAS,Big,342,89,57.9%,68,51.9%,100,50.0%,0,75.0%,49,69%,55,63%,96,33%,79,100%
Keyon Dooling,31.5,BOS,Combo,197,70,54.5%,50,47.4%,71,40.0%,0,66.7%,10,68%,20,50%,90,0%,0,100%
Tim Duncan,35.5,SAS,Big,460,53,49.5%,55,49.8%,0,0.0%,38,70.7%,72,59%,34,67%,70,54%,0,0%
Kevin Durant,23.1,OKC,Forward,834,88,57.2%,100,57.5%,83,37.3%,75,86.4%,38,49%,50,54%,50,34%,63,76%
Devin Ebanks,22.0,LAL,Wing,118,27,41.2%,46,42.4%,0,0.0%,0,50.0%,0,93%,3,100%,8,90%,0,0%
Reggie Evans,31.5,LAC,Big,197,74,53.3%,77,53.3%,0,0.0%,5,42.5%,85,50%,74,50%,0,0%,0,0%
Kenneth Faried,21.9,DEN,Big,191,74,53.3%,77,53.3%,0,0.0%,0,75.0%,79,53%,83,48%,6,100%,0,0%
Derrick Favors,20.3,UTA,Big,109,17,42.9%,19,42.9%,0,0.0%,14,58.6%,100,33%,94,22%,74,50%,0,0%
Landry Fields,23.3,NYK,Wing,105,70,50.0%,92,55.0%,0,20.0%,0,71.4%,73,50%,43,60%,62,33%,8,100%
Derek Fisher,37.2,OKC,Point,419,71,51.9%,65,46.0%,77,40.5%,0,100.0%,12,70%,82,0%,12,64%,18,94%
Randy Foye,28.1,LAC,Wing,286,68,49.3%,19,36.6%,90,43.8%,0,84.6%,43,69%,11,83%,62,33%,59,86%
Danilo Gallinari,23.2,DEN,Forward,219,0,38.3%,25,42.3%,0,17.4%,0,91.7%,75,35%,100,25%,38,36%,75,75%
Kevin Garnett,35.5,BOS,Big,733,55,49.7%,57,49.8%,0,25.0%,76,81.3%,26,77%,21,77%,49,77%,79,100%
Marc Gasol,26.8,MEM,Big,260,68,52.2%,74,52.9%,0,0.0%,71,79.1%,83,53%,66,59%,81,47%,0,0%
Pau Gasol,31.3,LAL,Big,439,23,43.3%,17,42.6%,0,40.0%,90,82.8%,66,60%,70,54%,62,67%,79,100%
Rudy Gay,25.2,MEM,Forward,279,38,44.6%,50,46.3%,17,21.1%,50,82.5%,63,44%,75,45%,25,36%,0,100%
Paul George,21.5,IND,Wing,368,41,44.7%,73,48.1%,31,26.8%,50,78.6%,78,46%,84,29%,81,20%,51,91%
Taj Gibson,26.4,CHI,Big,137,38,45.7%,38,45.7%,0,0.0%,0,68.2%,32,76%,28,69%,36,88%,0,0%
Manu Ginobili,34.3,SAS,Wing,386,78,52.8%,86,54.5%,45,33.8%,100,86.8%,65,57%,57,50%,49,40%,84,74%
Danny Granger,28.5,IND,Wing,418,49,47.1%,49,42.6%,62,35.6%,63,82.1%,46,65%,46,59%,57,38%,41,96%
Danny Green,24.4,SAS,Wing,283,84,53.3%,86,54.5%,52,34.5%,0,70.0%,5,89%,5,92%,49,40%,8,100%
Blake Griffin,22.6,LAC,Big,391,57,49.7%,60,50.0%,0,0.0%,29,63.6%,55,67%,43,66%,51,70%,0,0%
Richard Hamilton,33.7,CHI,Wing,170,35,43.5%,41,42.2%,0,40.0%,0,81.8%,32,76%,27,67%,11,83%,92,50%
Tyler Hansbrough,26.0,IND,Big,152,0,34.8%,4,34.8%,0,0.0%,0,63.2%,9,88%,9,86%,34,89%,0,0%
James Harden,22.2,OKC,Wing,621,73,51.2%,54,44.4%,86,42.1%,88,85.5%,92,34%,97,11%,84,7%,76,78%
Al Harrington,31.7,DEN,Big,162,6,38.7%,6,35.0%,0,28.6%,0,66.7%,19,79%,55,63%,62,67%,79,100%
Devin Harris,28.7,UTA,Point,119,29,45.7%,53,45.5%,0,30.8%,0,71.4%,59,32%,82,0%,24,30%,47,75%
Udonis Haslem,31.4,MIA,Big,444,28,43.5%,28,43.5%,0,0.0%,57,74.3%,36,76%,74,50%,28,91%,0,0%
Spencer Hawes,23.5,PHI,Big,328,43,46.7%,40,46.1%,0,40.0%,52,73.1%,21,78%,30,68%,45,84%,79,100%
Gordon Hayward,21.6,UTA,Wing,122,0,19.7%,0,23.8%,0,8.3%,0,100.0%,14,83%,100,0%,0,100%,8,100%
Roy Hibbert,24.9,IND,Big,339,64,51.0%,60,50.0%,0,100.0%,33,66.7%,91,44%,85,45%,94,40%,79,100%
George Hill,25.5,IND,Combo,344,50,51.5%,70,49.2%,43,35.9%,67,84.8%,70,33%,90,17%,60,25%,90,57%
Jordan Hill,24.3,LAL,Big,210,21,43.1%,23,43.1%,0,0.0%,0,68.8%,98,36%,98,18%,6,100%,0,0%
Kirk Hinrich,30.8,ATL,Combo,140,80,55.2%,80,50.0%,0,40.0%,0,100.0%,20,62%,50,33%,0,50%,60,83%
Jrue Holiday,21.4,PHI,Combo,492,40,47.5%,20,41.5%,86,42.6%,100,86.4%,80,31%,40,38%,70,24%,100,30%
Ryan Hollins,27.1,BOS,Big,146,60,50.0%,60,50.0%,0,0.0%,0,44.4%,15,80%,19,78%,6,100%,0,0%
Al Horford,25.4,ATL,Big,107,91,58.8%,91,58.8%,0,0.0%,0,75.0%,11,85%,17,79%,6,100%,0,0%
Serge Ibaka,22.1,OKC,Big,567,79,53.5%,81,53.5%,0,33.3%,48,72.2%,23,77%,32,68%,30,91%,79,100%
Andre Iguodala,27.8,PHI,Wing,504,43,45.3%,30,38.2%,79,40.4%,0,58.9%,54,64%,22,70%,68,31%,62,84%
Stephen Jackson,33.6,SAS,Wing,282,100,74.6%,62,45.8%,100,60.5%,0,93.3%,19,81%,57,50%,24,67%,49,92%
LeBron James,26.8,MIA,Forward,978,75,52.1%,88,54.7%,50,26.5%,0,73.9%,88,32%,88,38%,88,20%,88,45%
Al Jefferson,26.8,UTA,Big,140,81,53.7%,83,53.7%,0,0.0%,0,25.0%,87,47%,94,22%,68,56%,0,0%
Joe Johnson,30.3,ATL,Wing,242,30,41.7%,51,43.9%,21,25.0%,0,75.0%,86,39%,54,55%,78,22%,89,56%
James Jones,31.1,MIA,Wing,149,11,36.4%,5,33.3%,21,25.0%,0,100.0%,8,89%,0,0%,24,67%,8,100%
DeAndre Jordan,23.3,LAC,Big,245,72,52.5%,72,52.5%,0,0.0%,0,33.3%,32,76%,15,80%,98,0%,0,0%
Jason Kidd,38.6,DAL,Point,143,18,45.1%,6,33.3%,46,34.6%,0,90.0%,35,36%,82,0%,94,0%,76,56%
Ty Lawson,24.0,DEN,Point,241,88,56.0%,100,58.0%,31,33.3%,0,63.2%,29,41%,18,48%,65,18%,41,78%
Kawhi Leonard,20.3,SAS,Forward,376,100,60.0%,75,54.0%,100,45.0%,0,81.3%,13,76%,13,65%,13,50%,0,100%
Shawn Marion,33.5,DAL,Forward,139,50,47.5%,63,50.0%,0,28.6%,0,90.0%,25,53%,25,60%,63,25%,0,100%
Kenyon Martin,33.8,LAC,Big,191,70,52.4%,70,52.4%,0,0.0%,0,62.5%,53,68%,74,50%,32,90%,0,0%
O.J. Mayo,24.0,MEM,Combo,163,0,33.1%,0,26.3%,29,29.2%,33,77.8%,50,47%,70,20%,80,20%,50,86%
JaVale McGee,23.8,DEN,Big,181,26,43.4%,26,43.4%,0,0.0%,10,57.7%,60,65%,64,60%,6,100%,0,0%
Andre Miller,35.6,DEN,Combo,199,30,45.8%,10,40.9%,0,66.7%,0,86.7%,100,23%,70,20%,90,0%,0,100%
Mike Miller,31.7,MIA,Wing,366,92,56.6%,22,37.5%,83,41.9%,0,81.8%,27,78%,89,25%,86,0%,38,97%
Paul Millsap,26.7,UTA,Big,138,2,37.0%,9,39.2%,0,0.0%,0,50.0%,43,70%,23,70%,51,70%,0,0%
