Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Kyle Anderson,30.1,MIN,Forward,1769,62,-0.9,63,-1.3,38,+1.1%,80,+1.3%,47,+0.2,55,-0.2,39,+3.2
Giannis Antetokounmpo,28.9,MIL,Forward,2565,77,-3.1,41,+1.0,87,-3.4%,96,+2.8%,67,-1.6,89,-3.2,17,+11.7
Harrison Barnes,31.4,SAC,Forward,2380,25,+3.0,11,+5.4,85,-3.1%,63,+0.6%,61,-1.0,68,-1.1,49,+1.0
Nicolas Batum,34.9,PHI,Wing,1470,44,+0.9,48,+0.2,48,+0.2%,84,+1.6%,54,-0.3,49,-0.0,56,-1.8
Bradley Beal,30.3,PHX,Combo,1759,40,+1.2,25,+2.8,69,-1.4%,40,-0.2%,51,-0.1,64,-0.9,36,+4.5
Malik Beasley,26.9,MIL,Combo,2330,89,-6.0,94,-7.8,79,-2.4%,29,-0.8%,75,-2.5,65,-1.0,76,-8.1
Davis Bertans,31.0,CHA,Wing,575,33,+2.1,21,+3.3,64,-0.9%,98,+3.3%,93,-5.8,91,-3.4,68,-5.2
Patrick Beverley,35.3,PHI,Combo,904,60,-0.9,82,-3.8,6,+5.0%,67,+0.8%,43,+0.7,53,-0.2,35,+4.9
Patrick Beverley,35.3,MIL,Wing,527,5,+6.8,11,+5.4,9,+4.2%,68,+0.8%,30,+1.9,15,+2.4,75,-7.6
Bismack Biyombo,31.2,MEM,Big,718,8,+6.2,5,+7.5,95,-4.6%,77,+1.2%,98,-8.5,96,-4.6,94,-20.2
Bojan Bogdanovic,34.5,DET,Forward,920,3,+7.8,3,+8.9,43,+0.7%,62,+0.6%,7,+5.5,23,+1.6,8,+20.9
Bojan Bogdanovic,34.5,NYK,Forward,549,7,+6.4,6,+6.8,67,-1.2%,68,+0.8%,53,-0.3,75,-1.7,27,+7.7
Devin Booker,27.0,PHX,Point,2445,34,+2.0,35,+1.6,44,+0.6%,76,+1.1%,29,+2.1,29,+1.2,39,+3.4
Malcolm Brogdon,30.9,POR,Combo,1120,70,-2.1,73,-2.5,40,+0.9%,71,+1.0%,39,+1.1,32,+1.0,52,-0.9
Jaylen Brown,27.0,BOS,Wing,2339,24,+3.1,28,+2.4,37,+1.1%,1,-3.8%,45,+0.6,22,+1.8,78,-8.3
