Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Kevin Martin,29.7,OKC,Wing,2079,92,88.5%,79,11.5%,55,1.1%,28,14.6%
Roger Mason Jr.,32.1,NOP,Wing,1204,98,90.7%,10,3.3%,8,0.5%,88,30.0%
Wesley Matthews,26.1,POR,Wing,2398,49,79.5%,54,8.5%,85,2.0%,66,21.9%
Jason Maxiell,29.7,DET,Big,1782,27,62.1%,53,12.5%,66,1.8%,21,14.1%
Eric Maynor,25.4,OKC,Point,298,0,83.3%,53,7.2%,53,2.0%,86,33.3%
Eric Maynor,25.4,POR,Point,567,6,71.8%,45,6.5%,18,1.4%,39,18.2%
O.J. Mayo,25.0,DAL,Wing,2903,62,82.0%,51,8.2%,82,1.6%,60,21.1%
Luc Mbah a Moute,26.1,MIL,Forward,1311,8,57.3%,88,14.4%,46,1.0%,25,13.1%
JaVale McGee,24.8,DEN,Big,1408,18,58.9%,66,14.2%,59,1.6%,93,33.3%
Dominic McGuire,27.0,NOP,Wing,143,0,50.0%,16,4.5%,21,0.7%,0,0.0%
Dominic McGuire,27.0,TOR,Wing,216,0,33.3%,64,9.4%,2,0.2%,0,0.0%
Josh McRoberts,25.7,CHA,Big,783,80,78.2%,54,12.6%,20,1.0%,96,36.0%
Josh McRoberts,25.7,ORL,Forward,682,39,73.3%,42,8.5%,17,0.6%,0,0.0%
Jodie Meeks,25.2,LAL,Wing,1612,94,89.0%,26,5.5%,38,0.9%,58,20.7%
Khris Middleton,21.2,DET,Wing,387,0,80.0%,31,6.4%,2,0.2%,84,28.6%
CJ Miles,25.6,CLE,Wing,1311,89,86.9%,33,6.5%,37,0.9%,77,25.0%
Andre Miller,36.6,DEN,Combo,2073,72,84.0%,85,11.9%,71,1.8%,62,24.7%
Darius Miller,22.6,NOP,Wing,629,0,100.0%,13,4.0%,11,0.5%,77,25.0%
Mike Miller,32.7,MIA,Wing,841,0,72.7%,0,0.9%,18,0.6%,0,0.0%
Patty Mills,24.2,SAS,Combo,530,0,83.3%,2,2.1%,61,1.7%,97,50.0%
Paul Millsap,27.7,UTA,Big,2367,66,74.6%,73,15.2%,92,2.8%,25,14.5%
Nazr Mohammed,35.2,CHI,Big,606,72,75.7%,32,9.9%,30,1.2%,36,17.6%
Greg Monroe,22.4,DET,Big,2671,45,69.0%,77,15.9%,70,1.9%,76,25.3%
E'Twaun Moore,23.7,ORL,Combo,1604,37,77.6%,20,4.2%,29,1.1%,64,25.0%
Darius Morris,21.8,LAL,Combo,639,0,58.6%,65,9.0%,5,0.6%,89,31.3%
Marcus Morris,23.2,HOU,Big,1111,30,63.8%,22,8.4%,10,0.7%,36,17.6%
Marcus Morris,23.2,PHX,Forward,349,0,40.5%,77,12.6%,58,1.1%,46,18.8%
Markieff Morris,23.2,PHX,Big,1791,60,72.7%,18,8.0%,28,1.1%,33,16.7%
Anthony Morrow,27.1,ATL,Wing,279,0,88.2%,27,5.6%,50,1.0%,90,33.3%
Donatas Motiejunas,22.1,HOU,Big,468,34,64.4%,41,10.8%,53,1.5%,19,13.6%
Arnett Moultrie,22.0,PHI,Big,442,0,70.0%,19,8.2%,13,0.8%,90,30.0%
Timofey Mozgov,26.3,DEN,Big,264,0,75.0%,66,14.3%,16,0.8%,46,20.0%
Byron Mullens,23.7,CHA,Big,1410,30,63.8%,8,6.0%,54,1.5%,22,14.3%
Troy Murphy,32.5,DAL,Big,249,0,90.9%,17,7.8%,19,0.9%,46,20.0%
Steve Nash,38.7,LAL,Point,1623,100,92.2%,24,4.3%,67,2.2%,14,9.5%
Gary Neal,28.1,SAS,Combo,1439,83,85.7%,23,4.3%,18,1.0%,77,26.9%
Jameer Nelson,30.7,ORL,Point,1972,76,87.3%,27,4.6%,71,2.3%,69,24.3%
Andrew Nicholson,22.9,ORL,Big,1171,87,80.0%,30,9.4%,28,1.1%,84,28.3%
Joakim Noah,27.7,CHI,Big,2422,69,75.1%,65,14.2%,78,2.0%,30,15.8%
Steve Novak,29.4,NYK,Forward,1539,100,90.9%,4,1.5%,15,0.6%,35,16.7%
Dirk Nowitzki,34.4,DAL,Big,1651,100,85.7%,19,8.0%,98,3.6%,68,24.2%
Jermaine O'Neal,34.1,PHX,Big,1014,96,84.1%,63,13.8%,58,1.6%,57,21.1%
Kyle O'Quinn,22.6,ORL,Big,527,31,63.9%,37,10.3%,61,1.7%,84,27.8%
Lamar Odom,33.0,LAC,Big,1518,6,48.7%,5,5.1%,8,0.7%,98,38.9%
Emeka Okafor,30.1,WAS,Big,2045,15,57.1%,50,12.3%,34,1.2%,31,16.0%
Travis Outlaw,28.1,SAC,Forward,377,42,73.8%,69,11.0%,77,1.5%,35,16.7%
Zaza Pachulia,28.7,ATL,Big,1114,70,75.2%,80,16.9%,86,2.4%,46,20.0%
Jannero Pargo,33.0,ATL,Combo,112,0,100.0%,5,2.7%,41,1.3%,0,0.0%
Jannero Pargo,33.0,CHA,Combo,284,0,88.9%,8,2.9%,17,1.0%,64,25.0%
Jeremy Pargo,26.6,CLE,Combo,426,7,68.6%,62,8.9%,33,1.2%,36,17.6%
Jeremy Pargo,26.6,PHI,Combo,187,0,63.2%,94,15.9%,21,1.0%,88,30.0%
Tony Parker,30.5,SAS,Point,2165,67,84.5%,86,11.5%,98,3.1%,76,25.6%
Chandler Parsons,24.0,HOU,Forward,2750,34,72.9%,29,7.7%,33,0.9%,67,25.0%
Patrick Patterson,23.6,HOU,Big,1209,71,75.5%,4,5.1%,4,0.5%,55,20.8%
Patrick Patterson,23.6,SAC,Big,510,0,80.0%,0,1.9%,25,1.1%,0,0.0%
Chris Paul,27.5,LAC,Point,2323,91,88.5%,51,7.1%,100,4.0%,49,20.3%
Sasha Pavlovic,29.0,POR,Wing,522,0,16.7%,24,5.2%,6,0.4%,98,100.0%
Nikola Pekovic,26.8,MIN,Big,1956,65,74.4%,84,17.5%,89,2.6%,40,18.5%
Kendrick Perkins,28.0,OKC,Big,1950,22,61.1%,23,8.6%,13,0.8%,20,13.8%
Johan Petro,26.8,ATL,Big,318,0,90.9%,14,7.0%,16,0.9%,85,28.6%
Paul Pierce,35.1,BOS,Wing,2566,46,79.0%,91,14.2%,98,2.9%,51,20.0%
Mickael Pietrus,30.7,TOR,Wing,385,0,66.7%,55,8.6%,40,0.9%,67,22.2%
Quincy Pondexter,24.6,MEM,Forward,1205,63,78.9%,60,9.8%,31,0.8%,21,12.9%
A.J. Price,26.1,WAS,Combo,1251,54,79.0%,35,5.9%,35,1.2%,23,12.0%
Ronnie Price,29.4,POR,Combo,489,0,70.8%,59,8.7%,44,1.4%,39,18.2%
Pablo Prigioni,35.5,NYK,Point,1148,0,87.0%,22,3.8%,29,1.5%,92,37.5%
Tayshaun Prince,32.7,DET,Wing,1452,52,79.6%,36,6.6%,66,1.2%,29,14.7%
Tayshaun Prince,32.7,MEM,Wing,1172,6,60.0%,19,4.9%,40,0.9%,38,17.6%
Anthony Randolph,23.3,DEN,Big,238,44,68.6%,78,16.7%,9,0.7%,6,6.3%
Shavlik Randolph,28.9,BOS,Big,187,3,40.7%,96,23.6%,83,2.2%,64,23.1%
Zach Randolph,31.3,MEM,Big,2601,68,75.0%,42,11.2%,87,2.4%,78,25.6%
JJ Redick,28.4,MIL,Wing,776,99,91.7%,40,6.9%,91,2.2%,45,19.0%
JJ Redick,28.4,ORL,Wing,1570,96,89.1%,44,7.7%,89,2.1%,88,29.8%
Jason Richardson,31.8,PHI,Wing,934,7,60.6%,12,3.8%,55,1.1%,31,15.4%
Luke Ridnour,31.7,MIN,Combo,2462,78,84.6%,15,3.7%,80,1.9%,56,22.6%
Austin Rivers,20.3,NOP,Wing,1357,2,53.1%,77,11.2%,78,1.5%,37,17.4%
Brian Roberts,26.9,NOP,Combo,1248,96,88.9%,30,5.4%,95,2.4%,42,18.5%
Nate Robinson,28.4,CHI,Point,2052,39,80.1%,33,5.6%,84,2.5%,33,17.0%
Thomas Robinson,21.6,HOU,Big,194,0,37.5%,81,17.1%,7,0.7%,27,15.4%
Thomas Robinson,21.6,SAC,Big,735,21,61.0%,51,12.3%,58,1.6%,33,16.7%
Rajon Rondo,26.7,BOS,Point,1417,0,64.5%,65,8.3%,59,2.1%,35,17.1%
Terrence Ross,21.7,TOR,Wing,1152,11,68.6%,11,3.7%,16,0.6%,11,6.3%
Brandon Roy,28.3,MIN,Wing,121,0,70.0%,48,7.9%,60,1.2%,0,0.0%
Ricky Rubio,22.0,MIN,Point,1673,36,79.9%,100,17.2%,88,2.5%,20,12.7%
Robert Sacre,23.4,LAL,Big,154,0,66.7%,5,5.3%,14,0.8%,0,0.0%
John Salmons,32.9,SAC,Wing,2269,37,76.9%,40,7.1%,44,1.0%,65,21.7%
Samardo Samuels,23.8,CLE,Big,182,0,59.1%,43,11.5%,83,2.2%,0,0.0%
Larry Sanders,23.9,MIL,Big,1924,25,61.8%,35,10.2%,18,0.9%,39,17.9%
Luis Scola,32.5,PHX,Big,2173,84,79.5%,31,9.8%,74,1.9%,67,24.0%
Mike Scott,24.3,ATL,Big,279,77,76.9%,64,14.1%,20,1.0%,5,5.6%
Thabo Sefolosha,28.5,OKC,Wing,2222,71,83.8%,29,6.3%,7,0.4%,21,12.9%
Kevin Seraphin,22.9,WAS,Big,1685,53,70.7%,6,5.4%,49,1.4%,9,10.0%
Ramon Sessions,26.6,CHA,Combo,1636,70,83.9%,100,18.7%,97,2.6%,30,14.8%
Iman Shumpert,22.4,NYK,Wing,967,31,75.6%,35,6.6%,77,1.5%,17,10.5%
Alexey Shved,23.9,MIN,Wing,1736,16,70.5%,66,9.5%,73,1.4%,34,16.1%
Kyle Singler,24.5,DET,Wing,2246,58,81.5%,57,8.7%,46,1.0%,80,25.9%
Chris Singleton,22.9,WAS,Forward,904,13,58.8%,71,11.9%,60,1.2%,79,29.0%
Donald Sloan,24.8,CLE,Point,246,0,80.0%,98,16.3%,37,1.6%,57,21.4%
Greg Smith,21.8,HOU,Big,1023,27,61.9%,95,21.5%,5,0.6%,58,21.5%
Ish Smith,24.3,MIL,Point,121,0,0.0%,0,0.0%,20,1.5%,98,0.0%
Ish Smith,24.3,ORL,Point,317,0,20.0%,6,1.9%,2,0.6%,94,50.0%
JR Smith,27.1,NYK,Wing,2630,36,76.4%,62,9.2%,97,2.5%,69,23.3%
Jason Smith,26.7,NOP,Big,860,98,85.0%,33,10.1%,92,3.0%,12,10.8%
Josh Smith,26.9,ATL,Forward,2675,5,51.7%,75,12.6%,83,1.8%,81,29.4%
Nolan Smith,24.3,POR,Combo,216,0,70.0%,21,4.2%,91,2.2%,100,66.7%
Marreese Speights,25.2,CLE,Big,666,87,80.0%,60,13.3%,25,1.1%,7,8.5%
Marreese Speights,25.2,MEM,Big,542,56,71.6%,52,12.4%,49,1.4%,29,15.6%
Tiago Splitter,27.8,SAS,Big,1974,62,73.3%,93,20.5%,78,2.0%,42,19.0%
Jerry Stackhouse,38.0,BKN,Wing,514,0,87.0%,8,3.0%,51,1.1%,51,20.0%
Lance Stephenson,22.2,IND,Wing,2259,9,65.2%,37,6.8%,53,1.1%,84,28.6%
DeShawn Stevenson,31.6,ATL,Wing,1152,0,52.2%,6,2.7%,29,0.8%,84,28.6%
Greg Stiemsma,27.1,MIN,Big,1140,73,76.1%,25,8.8%,60,1.6%,15,12.0%
Amar'e Stoudemire,30.0,NYK,Big,668,92,81.3%,86,17.8%,89,2.5%,11,10.7%
Rodney Stuckey,26.5,DET,Combo,2119,46,78.5%,92,15.3%,59,1.6%,79,27.4%
Jared Sullinger,20.7,BOS,Big,858,77,76.8%,39,10.6%,85,2.3%,31,16.0%
Jeff Taylor,23.4,CHA,Wing,1418,19,71.6%,67,9.5%,10,0.5%,13,7.7%
Tyshawn Taylor,22.6,BKN,Point,147,0,46.2%,59,7.8%,47,1.9%,0,0.0%
Jeff Teague,24.4,ATL,Point,2595,79,88.1%,67,8.9%,76,2.3%,59,21.7%
Marquis Teague,19.7,CHI,Point,310,0,66.7%,31,5.5%,4,0.6%,0,0.0%
Mirza Teletovic,27.1,BKN,Big,401,0,81.8%,2,3.7%,48,1.4%,99,50.0%
Sebastian Telfair,27.4,PHX,Point,774,18,76.9%,39,6.0%,27,1.5%,12,6.7%
Sebastian Telfair,27.4,TOR,Point,160,0,100.0%,20,3.6%,12,1.2%,0,0.0%
Garrett Temple,26.5,WAS,Combo,1130,9,70.3%,50,7.9%,14,0.9%,91,33.3%
Jason Terry,35.1,BOS,Combo,2108,91,86.7%,33,5.7%,12,0.8%,26,13.2%
Hasheem Thabeet,25.7,OKC,Big,619,32,64.1%,87,17.9%,83,2.2%,65,23.5%
Isaiah Thomas,23.7,SAC,Point,2067,82,88.1%,80,10.9%,94,2.7%,78,26.3%
Kurt Thomas,40.1,NYK,Big,373,0,46.2%,22,8.5%,11,0.8%,22,14.3%
Lance Thomas,24.5,NOP,Forward,592,61,78.7%,100,20.7%,65,1.3%,85,30.4%
Tyrus Thomas,26.2,CHA,Big,346,95,82.8%,31,9.8%,43,1.3%,96,35.7%
Jason Thompson,26.3,SAC,Big,2253,48,69.9%,42,11.1%,57,1.6%,38,17.8%
Klay Thompson,22.7,GSW,Wing,2925,74,84.1%,18,4.8%,60,1.1%,12,6.7%
Tristan Thompson,21.6,CLE,Big,2546,19,60.6%,71,14.9%,80,2.1%,44,19.5%
Marcus Thornton,25.4,SAC,Wing,1683,90,87.8%,34,6.6%,71,1.4%,83,26.9%
Jamaal Tinsley,34.7,UTA,Point,1186,0,70.8%,4,1.7%,6,0.9%,0,0.0%
Anthony Tolliver,27.4,ATL,Forward,874,95,86.4%,44,8.6%,10,0.5%,17,10.5%
PJ Tucker,27.5,PHX,Wing,1865,26,75.0%,47,7.9%,48,1.0%,24,13.9%
Ronny Turiaf,29.8,LAC,Big,608,1,35.3%,96,23.0%,40,1.3%,36,17.4%
Hedo Turkoglu,33.6,ORL,Forward,188,0,50.0%,10,3.8%,94,3.1%,98,100.0%
Evan Turner,24.0,PHI,Combo,2846,24,74.0%,44,7.4%,74,1.8%,33,16.0%
Ekpe Udoh,25.5,MIL,Big,1280,64,74.4%,85,17.7%,39,1.3%,40,18.5%
Beno Udrih,30.3,MIL,Combo,663,20,73.3%,27,5.2%,39,1.3%,64,25.0%
Beno Udrih,30.3,ORL,Combo,703,87,86.4%,77,10.1%,82,2.0%,18,8.0%
Jonas Valanciunas,20.5,TOR,Big,1427,76,76.7%,88,18.3%,80,2.1%,46,19.7%
Anderson Varejao,30.1,CLE,Big,899,70,75.5%,60,13.4%,79,2.1%,56,20.9%
Greivis Vasquez,25.8,NOP,Point,2674,42,80.4%,43,6.4%,39,1.7%,84,32.8%
Jan Vesely,22.5,WAS,Big,566,0,31.4%,43,11.5%,36,1.2%,22,14.3%
Charlie Villanueva,28.2,DET,Big,1028,11,55.1%,4,4.8%,8,0.7%,19,13.6%
Nikola Vucevic,22.0,ORL,Big,2552,43,68.5%,13,6.7%,33,1.2%,93,32.3%
Dwyane Wade,30.8,MIA,Combo,2363,13,72.8%,95,16.3%,89,2.2%,55,20.4%
Dion Waiters,20.9,CLE,Wing,1739,30,75.4%,75,10.6%,70,1.3%,21,12.8%
Kemba Walker,22.5,CHA,Point,2848,30,79.7%,84,11.4%,57,2.1%,73,25.5%
John Wall,22.2,WAS,Point,1593,45,80.7%,94,14.6%,73,2.3%,63,22.5%
Gerald Wallace,30.3,BKN,Forward,2069,18,63.3%,94,15.4%,79,1.5%,29,13.6%
Rasheed Wallace,38.1,NYK,Big,271,0,72.2%,1,3.0%,68,1.8%,0,0.0%
Luke Walton,32.6,CLE,Big,830,0,50.0%,6,5.4%,23,1.0%,46,20.0%
Hakim Warrick,30.3,CHA,Big,447,36,65.8%,90,19.2%,42,1.3%,7,8.6%
CJ Watson,28.5,BKN,Combo,1446,41,78.2%,48,7.7%,79,1.9%,48,19.4%
Earl Watson,33.4,UTA,Point,772,0,66.7%,12,2.9%,8,1.0%,0,0.0%
Maalik Wayns,21.5,PHI,Combo,127,0,87.5%,64,8.9%,26,1.1%,94,40.0%
Martell Webster,25.9,WAS,Wing,2184,78,84.8%,88,13.4%,54,1.1%,47,19.1%
David West,32.2,IND,Big,2429,79,77.1%,45,11.7%,91,2.7%,46,20.0%
Russell Westbrook,24.0,OKC,Point,2854,33,79.9%,92,14.5%,65,2.2%,43,20.0%
James White,30.0,NYK,Wing,348,0,66.7%,25,5.3%,0,0.1%,51,20.0%
Chris Wilcox,30.2,BOS,Big,799,38,66.1%,70,14.7%,37,1.2%,70,25.0%
Damien Wilkins,32.8,PHI,Forward,1030,45,74.3%,90,14.7%,71,1.5%,54,22.0%
Deron Williams,28.4,BKN,Point,2834,73,86.2%,73,9.9%,90,2.6%,61,21.8%
Derrick Williams,21.4,MIN,Forward,1875,32,70.9%,96,15.4%,29,0.8%,33,16.2%
Lou Williams,26.0,ATL,Combo,1097,89,86.7%,79,10.3%,68,1.7%,24,12.2%
Marvin Williams,26.4,UTA,Wing,1704,38,77.3%,39,6.9%,59,1.1%,56,20.6%
Mo Williams,29.9,UTA,Point,1414,88,88.2%,18,3.5%,55,2.1%,24,15.8%
Reggie Williams,26.1,CHA,Wing,281,0,54.5%,15,4.3%,3,0.3%,0,0.0%
Terrence Williams,25.3,BOS,Wing,288,0,44.4%,78,11.4%,35,0.8%,96,50.0%
Metta World Peace,33.0,LAL,Forward,2525,37,73.2%,35,8.2%,56,1.1%,40,18.1%
Brandan Wright,25.1,DAL,Big,1086,28,62.2%,48,12.1%,40,1.3%,99,40.8%
Dorell Wright,26.9,PHI,Forward,1708,89,84.5%,48,8.9%,52,1.0%,23,13.0%
Tony Wroten,19.6,MEM,Combo,219,0,63.6%,97,16.9%,9,0.8%,59,23.1%
Nick Young,27.4,PHI,Wing,1351,56,80.7%,73,10.4%,57,1.1%,58,20.7%
Sam Young,27.4,IND,Wing,612,3,56.8%,74,10.5%,64,1.2%,62,21.4%
Thaddeus Young,24.4,PHI,Big,2622,16,57.4%,27,9.0%,21,1.0%,43,19.4%
Tyler Zeller,22.8,CLE,Big,2027,75,76.4%,36,10.2%,67,1.8%,37,17.7%
