Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Shareef Abdur-Rahim,27.9,POR,Forward,1856,7,+6.9,5,+2.3,26,+0.9%,4,+17.7,16,+0.8,18,+5.1%,25,+11.4,6,+1.7,30,+1.8%,4,+22.1
Cory Alexander,31.4,CHA,Point,169,3,+9.0,86,-1.5,27,+0.8%,78,-7.9,78,-0.6,23,+3.6%,60,-4.4,78,-0.8,73,-2.4%,80,-10.1
Malik Allen,26.3,MIA,Big,243,0,+15.5,72,-0.9,71,-0.8%,96,-19.9,43,+0.1,49,0.0%,71,-10.5,71,-0.6,41,+0.7%,94,-20.4
Malik Allen,26.3,CHA,Big,238,17,+4.7,93,-2.0,98,-3.0%,89,-11.7,85,-0.8,75,-3.5%,86,-17.2,87,-1.2,99,-9.7%,80,-10.0
Ray Allen,29.3,SEA,Wing,3057,48,+0.2,57,-0.2,81,-1.4%,53,-1.0,68,-0.4,80,-4.4%,73,-11.0,36,+0.3,67,-1.8%,37,+3.3
Tony Allen,22.8,BOS,Wing,1207,96,-7.7,85,-1.4,88,-1.8%,75,-7.1,92,-1.1,44,+0.9%,91,-21.6,58,-0.3,81,-3.4%,44,+1.6
Rafer Alston,28.3,TOR,Point,2714,69,-2.2,86,-1.5,74,-0.9%,84,-9.6,56,-0.1,52,-0.2%,61,-5.1,89,-1.3,79,-3.2%,85,-11.7
Chris Andersen,26.3,NOH,Big,1388,85,-4.6,51,-0.0,95,-2.6%,27,+5.6,20,+0.6,64,-1.9%,22,+13.0,77,-0.8,92,-5.1%,66,-5.2
Derek Anderson,30.3,POR,Wing,1234,59,-0.8,22,+0.9,60,-0.4%,15,+9.2,86,-0.8,86,-5.7%,76,-12.5,8,+1.4,41,+0.7%,7,+18.4
Kenny Anderson,34.1,ATL,Point,715,43,+0.8,60,-0.4,20,+1.1%,45,+0.8,46,+0.1,90,-7.2%,17,+15.7,66,-0.4,16,+3.0%,59,-3.1
Shandon Anderson,30.8,MIA,Forward,1116,76,-3.2,84,-1.4,91,-2.0%,79,-8.0,69,-0.4,80,-4.5%,51,-1.0,86,-1.2,77,-2.8%,89,-14.5
Carmelo Anthony,20.4,DEN,Forward,2597,48,+0.2,35,+0.5,83,-1.4%,31,+4.3,59,-0.2,97,-11.1%,45,+1.2,26,+0.7,43,+0.6%,26,+6.8
Rafael Araujo,24.2,TOR,Big,706,58,-0.7,23,+0.9,11,+1.7%,30,+4.5,59,-0.2,2,+12.3%,76,-12.2,18,+1.0,9,+4.1%,20,+9.8
Gilbert Arenas,22.8,WAS,Wing,3266,46,+0.5,35,+0.5,95,-2.4%,33,+3.7,73,-0.5,79,-4.2%,77,-12.8,18,+1.0,86,-4.1%,19,+10.1
Trevor Ariza,19.3,NYK,Wing,1333,81,-4.0,55,-0.2,51,-0.0%,45,+0.8,70,-0.4,50,-0.1%,76,-12.3,31,+0.5,40,+0.8%,24,+7.6
Darrell Armstrong,36.4,NOH,Point,415,93,-6.1,94,-2.0,5,+2.6%,99,-27.3,84,-0.8,27,+2.9%,99,-37.8,89,-1.3,2,+7.3%,96,-23.2
Darrell Armstrong,36.4,DAL,Point,508,55,-0.5,70,-0.7,5,+2.5%,85,-10.0,63,-0.3,41,+1.3%,68,-8.5,79,-0.9,7,+4.5%,88,-14.4
Carlos Arroyo,25.3,UTA,Point,738,4,+8.5,16,+1.3,89,-1.9%,7,+16.1,81,-0.7,39,+1.7%,40,+3.4,7,+1.6,90,-4.7%,4,+20.8
Carlos Arroyo,25.3,DET,Point,653,17,+4.8,64,-0.5,31,+0.7%,60,-2.7,24,+0.5,93,-8.7%,4,+29.7,84,-1.0,24,+2.4%,91,-15.6
Chucky Atkins,30.2,LAL,Point,2904,18,+4.5,78,-1.2,37,+0.5%,92,-12.7,53,-0.1,3,+10.4%,70,-10.2,85,-1.1,47,+0.2%,91,-15.5
Stacey Augmon,36.3,ORL,Wing,604,22,+3.7,90,-1.7,85,-1.5%,82,-9.0,89,-0.9,89,-6.8%,89,-20.1,62,-0.4,81,-3.4%,35,+3.9
Vin Baker,32.9,NYK,Big,156,0,+16.5,4,+2.5,0,+4.5%,18,+8.4,44,+0.1,1,+14.8%,56,-3.3,5,+1.8,0,+10.4%,12,+14.1
Marcus Banks,23.0,BOS,Point,1062,95,-7.0,61,-0.4,76,-1.1%,68,-4.5,33,+0.3,29,+2.7%,62,-5.1,72,-0.6,84,-3.7%,69,-6.3
Leandro Barbosa,21.9,PHX,Combo,981,35,+1.9,47,+0.1,29,+0.7%,44,+1.1,84,-0.8,60,-1.3%,94,-26.9,24,+0.7,58,-0.8%,19,+10.6
Matt Barnes,24.6,SAC,Wing,638,65,-1.6,83,-1.3,51,-0.0%,87,-11.0,21,+0.6,54,-0.4%,23,+12.0,98,-2.1,29,+2.0%,97,-24.1
Andre Barrett,22.7,HOU,Point,287,62,-1.3,8,+1.9,82,-1.4%,4,+18.7,2,+2.2,7,+8.7%,2,+45.4,68,-0.5,91,-4.9%,59,-3.0
Andre Barrett,22.7,ORL,Point,153,100,-11.5,46,+0.2,3,+2.8%,77,-7.6,42,+0.1,21,+4.4%,59,-4.2,38,+0.2,1,+9.3%,79,-9.4
Brent Barry,32.8,SAS,Wing,1652,31,+2.4,17,+1.2,19,+1.2%,22,+7.0,45,+0.1,30,+2.6%,68,-8.3,18,+1.0,49,+0.2%,17,+12.1
Jon Barry,35.3,ATL,Combo,274,4,+8.1,17,+1.2,26,+0.8%,22,+6.8,3,+1.9,11,+7.0%,3,+38.0,80,-0.9,31,+1.8%,70,-6.7
Jon Barry,35.3,HOU,Wing,1190,91,-5.6,94,-2.1,93,-2.2%,92,-13.7,80,-0.7,67,-2.1%,66,-7.1,92,-1.6,91,-5.0%,94,-20.2
Tony Battie,28.7,ORL,Big,1900,61,-1.2,78,-1.1,34,+0.5%,81,-8.5,63,-0.3,53,-0.2%,62,-5.2,85,-1.1,49,+0.2%,88,-14.1
