Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Kyle Anderson,30.1,MIN,Forward,227,19,-3.8%,34,-2.9%,20,-7.2%,28,-6.0%,19,-6.9%,33,-5.0%,59,+1.9%,45,-0.4%
Nicolas Batum,34.9,PHI,Wing,197,17,-4.1%,6,-14.7%,48,-0.2%,15,-10.5%,24,-4.8%,4,-21.4%,88,+8.4%,64,+2.2%
Bradley Beal,30.3,PHX,Combo,153,18,-3.8%,4,-17.5%,13,-10.8%,6,-18.1%,6,-13.1%,98,+36.8%,91,+10.3%,99,+16.5%
Malik Beasley,26.9,MIL,Combo,126,13,-4.6%,12,-8.7%,62,+2.8%,33,-5.1%,50,+0.3%,16,-11.1%,28,-3.7%,15,-5.2%
Patrick Beverley,35.3,MIL,Wing,209,59,+1.4%,76,+5.9%,26,-4.5%,0,-27.6%,3,-13.8%,95,+22.9%,70,+3.9%,89,+8.0%
Devin Booker,27.0,PHX,Point,165,65,+2.0%,5,-14.8%,58,+1.2%,98,+47.1%,91,+10.2%,98,+36.8%,4,-11.6%,92,+9.5%
Jaylen Brown,27.0,BOS,Wing,706,35,-1.3%,39,-1.9%,52,+0.4%,68,+5.2%,58,+2.1%,50,+1.9%,13,-7.2%,17,-5.0%
Alec Burks,32.3,NYK,Wing,114,21,-3.3%,37,-2.5%,46,-0.5%,13,-11.7%,29,-3.3%,15,-11.7%,58,+1.8%,32,-2.3%
Kentavious Caldwell-Pope,30.7,DEN,Wing,420,95,+9.5%,89,+14.6%,84,+7.9%,42,-1.5%,72,+4.5%,51,+2.0%,89,+9.9%,89,+7.9%
Mike Conley,36.1,MIN,Point,472,50,+0.3%,73,+5.5%,21,-5.5%,37,-3.9%,22,-5.3%,80,+11.3%,25,-4.3%,54,+0.9%
Pat Connaughton,30.8,MIL,Wing,122,53,+0.7%,45,-0.2%,54,+0.6%,90,+15.6%,80,+6.6%,26,-7.4%,35,-2.5%,26,-3.4%
Anthony Davis,30.6,LAL,Big,248,78,+3.9%,99,+22.6%,66,+3.9%,89,+15.4%,82,+6.8%,15,-11.9%,9,-8.2%,3,-9.0%
Kevin Durant,35.1,PHX,Big,167,99,+11.7%,89,+13.9%,68,+4.0%,100,+48.5%,98,+16.9%,98,+33.3%,4,-11.6%,28,-2.8%
Joel Embiid,29.6,PHI,Big,286,100,+19.0%,88,+12.0%,87,+9.9%,72,+7.2%,92,+11.3%,100,+57.1%,89,+8.5%,100,+20.1%
Dante Exum,28.3,DAL,Wing,117,9,-5.0%,14,-8.2%,40,-2.3%,73,+7.5%,47,+0.1%,12,-12.9%,41,-0.9%,18,-4.4%
Paul George,33.5,LAC,Forward,222,74,+3.3%,98,+22.5%,54,+0.6%,77,+9.4%,50,+0.7%,76,+8.8%,7,-9.4%,24,-3.8%
Rudy Gobert,31.3,MIN,Big,510,92,+8.7%,74,+5.5%,45,-1.0%,87,+14.5%,62,+3.1%,90,+19.1%,72,+5.0%,93,+9.7%
Aaron Gordon,28.1,DEN,Big,444,42,-0.3%,41,-1.5%,38,-2.5%,66,+4.6%,46,-0.1%,42,-2.4%,67,+3.5%,56,+1.2%
Eric Gordon,34.9,PHX,Wing,116,96,+10.0%,87,+11.6%,31,-3.5%,38,-3.8%,27,-3.4%,40,-2.6%,99,+16.6%,98,+12.4%
