Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Leandro Barbosa,24.9,PHX,Combo,2347,36,-1.3%,29,-2.6%,37,-1.2%,11,-5.0%,12,-3.5%,96,+12.4%,16,-4.4%,69,+1.6%
J.J. Barea,23.3,DAL,Point,414,24,-2.2%,18,-4.2%,12,-4.6%,49,-0.3%,22,-2.2%,22,-5.1%,63,+1.1%,44,-0.8%
Andrea Bargnani,22.0,TOR,Big,1827,60,+0.4%,91,+4.3%,24,-2.6%,49,-0.3%,37,-0.9%,60,+1.3%,15,-4.6%,23,-2.8%
Matt Barnes,27.6,GSW,Forward,1360,48,-0.4%,38,-1.4%,65,+1.3%,61,+0.6%,66,+0.9%,77,+4.4%,33,-2.0%,51,-0.2%
Earl Barron,26.2,MIA,Big,852,14,-3.5%,14,-5.0%,57,+0.6%,25,-2.7%,29,-1.6%,55,+0.3%,24,-3.3%,28,-2.2%
Brent Barry,35.8,SAS,Wing,520,75,+1.4%,55,+0.3%,32,-1.7%,4,-7.4%,5,-4.9%,95,+11.8%,60,+0.8%,89,+4.0%
Brandon Bass,22.5,DAL,Big,1508,14,-3.4%,6,-7.2%,22,-2.8%,52,-0.2%,34,-1.3%,24,-5.0%,64,+1.3%,46,-0.7%
Shane Battier,29.1,HOU,Forward,2901,81,+1.9%,86,+3.3%,47,-0.3%,92,+4.4%,86,+2.5%,57,+0.6%,37,-1.6%,40,-1.1%
Marco Belinelli,21.6,GSW,Wing,173,2,-6.5%,3,-8.9%,4,-7.8%,17,-3.9%,3,-5.5%,86,+6.6%,9,-5.7%,26,-2.5%
Charlie Bell,28.6,MIL,Combo,1522,31,-1.6%,24,-3.3%,79,+3.0%,23,-2.8%,46,-0.3%,47,-1.1%,20,-3.9%,22,-3.1%
Raja Bell,31.1,PHX,Wing,2633,70,+1.1%,56,+0.5%,42,-0.8%,78,+2.3%,70,+1.1%,8,-9.0%,96,+7.1%,71,+1.8%
Mike Bibby,29.5,SAC,Point,469,84,+2.1%,90,+4.0%,1,-10.4%,39,-1.3%,8,-4.3%,78,+4.8%,91,+5.4%,93,+5.2%
Mike Bibby,29.5,ATL,Point,1098,89,+2.6%,77,+2.3%,77,+2.7%,74,+1.8%,84,+2.2%,82,+5.6%,28,-2.6%,52,-0.1%
Andris Biedrins,21.6,GSW,Big,2072,70,+1.0%,57,+0.5%,20,-3.1%,69,+1.3%,44,-0.4%,29,-3.9%,72,+2.4%,61,+0.8%
Chauncey Billups,31.1,DET,Point,2519,88,+2.5%,51,-0.1%,79,+3.0%,82,+2.8%,90,+3.0%,75,+4.2%,73,+2.6%,84,+3.2%
Steve Blake,27.7,POR,Point,2415,95,+3.7%,96,+6.8%,98,+10.3%,40,-1.2%,88,+2.8%,70,+3.0%,89,+4.9%,88,+3.8%
Andray Blatche,21.2,WAS,Big,1579,35,-1.3%,25,-3.0%,17,-3.4%,43,-0.9%,26,-1.9%,92,+9.2%,52,+0.2%,71,+1.8%
Mark Blount,31.9,MIA,Big,1503,63,+0.6%,42,-0.9%,36,-1.2%,64,+0.8%,57,+0.4%,87,+6.7%,56,+0.6%,74,+2.1%
Keith Bogans,27.5,ORL,Wing,2167,54,-0.0%,35,-1.7%,56,+0.6%,87,+3.4%,82,+1.9%,25,-4.8%,71,+2.3%,50,-0.2%
Andrew Bogut,22.9,MIL,Big,2697,99,+6.0%,96,+6.7%,86,+3.8%,94,+4.8%,95,+4.3%,90,+8.0%,85,+3.9%,92,+4.9%
Matt Bonner,27.6,SAS,Big,748,34,-1.4%,56,+0.4%,41,-0.9%,58,+0.3%,48,-0.1%,23,-5.1%,26,-2.9%,15,-4.0%
Josh Boone,22.9,NJN,Big,1737,79,+1.7%,66,+1.1%,61,+1.1%,35,-1.7%,36,-1.0%,78,+4.7%,80,+3.1%,87,+3.6%
Calvin Booth,31.5,PHI,Big,200,9,-4.4%,83,+2.9%,1,-10.2%,51,-0.2%,11,-3.8%,99,+26.7%,1,-16.1%,9,-5.0%
Carlos Boozer,25.9,UTA,Big,2820,99,+5.8%,98,+8.9%,82,+3.3%,91,+4.1%,94,+3.9%,9,-8.4%,64,+1.4%,42,-0.9%
Chris Bosh,23.6,TOR,Big,2416,91,+3.1%,91,+4.5%,86,+3.8%,58,+0.3%,73,+1.2%,74,+3.7%,81,+3.3%,87,+3.5%
Bruce Bowen,36.4,SAS,Wing,2434,44,-0.6%,67,+1.3%,59,+0.8%,34,-1.7%,40,-0.8%,54,+0.1%,61,+0.9%,62,+0.9%
Ryan Bowen,31.9,NOH,Forward,600,36,-1.3%,23,-3.3%,63,+1.2%,26,-2.5%,38,-0.9%,45,-1.4%,73,+2.6%,63,+1.0%
Earl Boykins,31.4,CHA,Point,535,26,-1.9%,75,+2.1%,14,-4.0%,13,-4.5%,7,-4.4%,61,+1.4%,23,-3.4%,32,-1.8%
Elton Brand,28.6,LAC,Big,270,68,+0.9%,99,+10.6%,96,+6.8%,20,-3.3%,50,-0.0%,98,+17.5%,11,-5.3%,41,-1.0%
Corey Brewer,21.7,MIN,Wing,1757,20,-2.5%,19,-3.9%,21,-3.0%,32,-1.9%,19,-2.4%,54,+0.0%,74,+2.6%,75,+2.1%
Ronnie Brewer,22.6,UTA,Wing,2078,83,+2.1%,62,+0.8%,46,-0.5%,94,+4.6%,90,+3.0%,16,-6.6%,55,+0.4%,39,-1.1%
Primoz Brezec,28.1,CHA,Big,264,33,-1.5%,77,+2.2%,3,-8.8%,44,-0.8%,13,-3.4%,2,-20.2%,99,+12.9%,61,+0.8%
Aaron Brooks,22.8,HOU,Point,520,47,-0.5%,57,+0.5%,65,+1.3%,43,-0.9%,50,-0.0%,21,-5.6%,32,-2.0%,24,-2.8%
Andre Brown,26.5,MEM,Big,227,45,-0.6%,17,-4.4%,56,+0.5%,41,-1.0%,47,-0.2%,97,+16.0%,43,-0.7%,73,+2.0%
Devin Brown,28.8,CLE,Wing,1728,37,-1.2%,23,-3.4%,77,+2.7%,44,-0.7%,54,+0.3%,40,-1.9%,24,-3.2%,24,-2.7%
Kwame Brown,25.6,LAL,Big,488,6,-4.8%,12,-5.6%,21,-3.0%,12,-4.9%,9,-4.1%,15,-6.7%,44,-0.7%,26,-2.5%
Kwame Brown,25.6,MEM,Big,150,94,+3.4%,57,+0.5%,100,+22.3%,29,-2.2%,100,+11.0%,6,-10.4%,46,-0.4%,25,-2.7%
P.J. Brown,38.0,BOS,Big,167,0,-10.6%,2,-9.3%,0,-16.9%,17,-3.8%,1,-7.5%,73,+3.7%,2,-14.9%,2,-10.2%
Shannon Brown,21.9,CLE,Wing,189,9,-4.3%,8,-6.7%,84,+3.5%,0,-15.0%,1,-9.1%,55,+0.2%,99,+11.7%,98,+7.2%
Kobe Bryant,29.2,LAL,Wing,3187,58,+0.3%,95,+5.9%,69,+1.7%,70,+1.5%,76,+1.6%,21,-5.5%,14,-4.7%,10,-5.0%
Greg Buckner,31.1,MIN,Combo,511,50,-0.2%,34,-1.9%,63,+1.2%,37,-1.5%,52,+0.1%,23,-5.0%,72,+2.4%,61,+0.8%
Caron Butler,27.6,WAS,Wing,2306,92,+3.2%,82,+2.8%,28,-2.1%,92,+4.5%,80,+1.8%,15,-6.7%,86,+4.1%,76,+2.2%
Rasual Butler,28.4,NOH,Wing,821,9,-4.3%,23,-3.3%,34,-1.4%,15,-4.4%,15,-3.2%,54,+0.0%,14,-4.9%,16,-3.9%
Andrew Bynum,20.0,LAL,Big,981,70,+1.1%,84,+3.1%,13,-4.2%,84,+3.0%,55,+0.3%,79,+4.9%,13,-5.0%,29,-2.2%
Jose Calderon,26.1,TOR,Point,2434,86,+2.4%,83,+2.8%,60,+0.9%,51,-0.2%,53,+0.2%,83,+5.7%,60,+0.8%,78,+2.5%
Marcus Camby,33.6,DEN,Big,2751,71,+1.1%,84,+3.1%,95,+6.3%,87,+3.5%,96,+4.7%,26,-4.4%,78,+2.9%,62,+0.9%
Brian Cardinal,30.5,MEM,Forward,350,18,-2.7%,58,+0.6%,25,-2.6%,1,-10.3%,2,-6.8%,10,-8.1%,15,-4.6%,9,-5.2%
Rodney Carney,23.6,PHI,Forward,940,24,-2.2%,40,-1.1%,34,-1.4%,16,-4.1%,17,-3.0%,44,-1.4%,67,+1.7%,63,+1.0%
Matt Carroll,27.2,CHA,Wing,1924,71,+1.1%,48,-0.3%,91,+4.6%,56,+0.1%,80,+1.8%,91,+8.9%,34,-1.9%,75,+2.1%
Anthony Carter,32.4,DEN,Point,1913,58,+0.3%,62,+0.8%,49,-0.1%,79,+2.4%,77,+1.6%,60,+1.3%,51,+0.1%,59,+0.6%
Vince Carter,30.8,NJN,Wing,2939,92,+3.2%,84,+3.2%,92,+4.9%,74,+1.9%,87,+2.7%,73,+3.6%,49,-0.1%,64,+1.0%
Sam Cassell,38.0,LAC,Point,972,92,+3.2%,78,+2.4%,80,+3.1%,94,+4.9%,96,+4.3%,55,+0.2%,84,+3.7%,83,+3.1%
Sam Cassell,38.0,BOS,Combo,265,0,-10.8%,0,-19.1%,66,+1.4%,6,-6.2%,14,-3.4%,32,-3.4%,5,-8.8%,5,-6.9%
Tyson Chandler,25.1,NOH,Big,2775,84,+2.2%,79,+2.5%,36,-1.2%,59,+0.4%,47,-0.2%,40,-1.9%,83,+3.5%,82,+3.0%
Wilson Chandler,20.5,NYK,Forward,646,52,-0.1%,75,+2.1%,43,-0.7%,9,-5.5%,12,-3.5%,92,+9.3%,62,+1.1%,81,+2.8%
Josh Childress,24.4,ATL,Wing,2208,28,-1.8%,18,-4.2%,58,+0.7%,16,-3.9%,23,-2.1%,35,-2.7%,26,-2.8%,24,-2.7%
Jarron Collins,28.9,UTA,Big,616,12,-3.7%,40,-1.1%,46,-0.4%,31,-1.9%,33,-1.4%,1,-21.1%,66,+1.5%,19,-3.5%
Jason Collins,28.9,NJN,Big,677,59,+0.4%,61,+0.8%,26,-2.3%,72,+1.6%,74,+1.3%,65,+2.0%,69,+1.9%,72,+1.9%
Jason Collins,28.9,MEM,Big,482,11,-4.0%,42,-0.8%,11,-4.8%,35,-1.7%,16,-3.1%,21,-5.6%,12,-5.1%,9,-5.1%
Mardy Collins,23.2,NYK,Wing,579,28,-1.8%,39,-1.2%,7,-6.1%,28,-2.2%,10,-4.0%,35,-2.8%,83,+3.6%,71,+1.8%
Nick Collison,27.0,SEA,Big,2213,64,+0.6%,50,-0.2%,58,+0.7%,62,+0.7%,63,+0.8%,51,-0.6%,65,+1.4%,63,+1.0%
Mike Conley,20.1,MEM,Point,1354,50,-0.3%,37,-1.5%,8,-5.5%,42,-1.0%,16,-3.1%,49,-0.9%,87,+4.3%,85,+3.2%
Brian Cook,26.9,ORL,Big,536,19,-2.7%,13,-5.4%,30,-1.8%,39,-1.4%,29,-1.6%,69,+2.7%,66,+1.5%,69,+1.5%
Daequan Cook,20.5,MIA,Wing,1368,33,-1.5%,5,-7.4%,3,-9.3%,46,-0.6%,16,-3.1%,56,+0.4%,90,+5.3%,89,+4.0%
Jamal Crawford,27.6,NYK,Combo,3166,93,+3.4%,65,+1.1%,58,+0.7%,99,+7.7%,98,+4.8%,95,+11.4%,74,+2.7%,92,+4.7%
Javaris Crittenton,19.8,LAL,Combo,116,11,-4.1%,9,-6.4%,88,+4.1%,24,-2.8%,49,-0.1%,29,-3.8%,8,-6.1%,6,-6.0%
Javaris Crittenton,19.8,MEM,Wing,434,68,+0.9%,28,-2.8%,98,+9.5%,94,+4.6%,100,+6.7%,36,-2.6%,17,-4.4%,14,-4.2%
Austin Croshere,32.5,GSW,Big,390,23,-2.3%,36,-1.6%,29,-1.8%,18,-3.6%,17,-3.0%,88,+7.0%,20,-3.8%,46,-0.6%
Eddy Curry,24.9,NYK,Big,1520,75,+1.3%,63,+1.0%,61,+1.0%,73,+1.7%,71,+1.1%,83,+5.9%,45,-0.5%,66,+1.2%
Samuel Dalembert,27.5,PHI,Big,2716,59,+0.4%,28,-2.7%,39,-1.0%,95,+5.4%,91,+3.1%,13,-7.4%,55,+0.4%,29,-2.1%
Erick Dampier,32.3,DAL,Big,1749,79,+1.7%,86,+3.4%,50,+0.0%,56,+0.2%,54,+0.2%,86,+6.5%,53,+0.2%,74,+2.1%
Antonio Daniels,32.6,WAS,Point,2149,46,-0.5%,71,+1.6%,32,-1.6%,63,+0.8%,47,-0.2%,74,+3.7%,22,-3.6%,30,-2.1%
Marquis Daniels,26.8,IND,Combo,1504,51,-0.1%,52,-0.0%,65,+1.3%,26,-2.4%,40,-0.7%,68,+2.6%,47,-0.4%,59,+0.5%
Jermareo Davidson,23.0,CHA,Big,251,13,-3.7%,32,-2.0%,9,-5.3%,26,-2.5%,12,-3.5%,67,+2.4%,61,+1.0%,67,+1.3%
Baron Davis,28.6,GSW,Point,3183,90,+2.7%,33,-1.9%,70,+1.8%,24,-2.7%,35,-1.1%,72,+3.5%,95,+6.4%,94,+5.7%
Glen Davis,21.8,BOS,Big,815,15,-3.2%,12,-5.6%,2,-9.3%,32,-1.9%,11,-3.9%,69,+2.8%,36,-1.6%,47,-0.6%
Paul Davis,23.3,LAC,Big,182,1,-8.1%,1,-12.9%,4,-6.8%,8,-5.8%,3,-6.3%,0,-38.0%,54,+0.4%,10,-4.8%
Ricky Davis,28.1,MIA,Wing,2933,36,-1.3%,15,-4.7%,19,-3.2%,55,+0.0%,36,-1.0%,16,-6.5%,84,+3.8%,65,+1.1%
Carlos Delfino,25.2,TOR,Wing,1836,25,-2.0%,26,-3.0%,69,+1.7%,19,-3.4%,24,-2.0%,16,-6.6%,26,-2.9%,14,-4.1%
Luol Deng,22.5,CHI,Forward,2120,58,+0.2%,73,+1.8%,80,+3.1%,61,+0.6%,77,+1.6%,68,+2.6%,32,-2.0%,45,-0.7%
Boris Diaw,25.5,PHX,Big,2242,31,-1.6%,13,-5.5%,56,+0.5%,24,-2.8%,32,-1.4%,79,+4.9%,71,+2.3%,84,+3.2%
Yakhouba Diawara,25.2,DEN,Wing,427,15,-3.2%,22,-3.5%,32,-1.6%,15,-4.3%,14,-3.3%,1,-20.5%,94,+6.2%,40,-1.1%
Dan Dickau,29.1,LAC,Point,971,78,+1.6%,61,+0.8%,90,+4.3%,53,-0.1%,75,+1.5%,94,+10.6%,42,-1.0%,63,+1.0%
Travis Diener,25.7,IND,Point,1313,51,-0.1%,61,+0.8%,44,-0.6%,71,+1.5%,60,+0.6%,47,-1.1%,21,-3.8%,21,-3.2%
Ike Diogu,24.1,IND,Big,236,12,-3.9%,15,-4.9%,10,-5.2%,2,-8.4%,2,-6.8%,38,-2.4%,97,+7.6%,95,+5.7%
DeSagana Diop,25.8,DAL,Big,871,24,-2.2%,81,+2.6%,31,-1.7%,22,-2.9%,19,-2.4%,36,-2.7%,8,-6.1%,9,-5.2%
DeSagana Diop,25.8,NJN,Big,386,34,-1.4%,65,+1.1%,13,-4.2%,45,-0.7%,29,-1.6%,7,-9.2%,49,-0.0%,25,-2.7%
Juan Dixon,29.1,TOR,Combo,348,8,-4.6%,65,+1.1%,16,-3.6%,15,-4.2%,9,-4.1%,1,-20.9%,24,-3.4%,2,-9.1%
Juan Dixon,29.1,DET,Point,230,94,+3.4%,87,+3.5%,42,-0.8%,72,+1.6%,62,+0.7%,69,+2.7%,83,+3.5%,83,+3.1%
Michael Doleac,30.4,MIN,Big,248,10,-4.2%,11,-5.9%,68,+1.7%,65,+1.0%,69,+1.1%,5,-12.5%,6,-7.5%,3,-8.8%
Keyon Dooling,27.5,ORL,Combo,1276,15,-3.2%,10,-5.9%,76,+2.6%,46,-0.6%,68,+1.0%,46,-1.2%,47,-0.4%,44,-0.8%
Quincy Douby,23.5,SAC,Combo,808,8,-4.4%,22,-3.4%,79,+3.1%,12,-4.8%,24,-2.0%,24,-4.9%,7,-6.7%,6,-6.3%
Jared Dudley,22.3,CHA,Forward,1286,45,-0.6%,54,+0.1%,28,-2.2%,29,-2.1%,23,-2.1%,44,-1.4%,77,+2.8%,68,+1.3%
Chris Duhon,25.2,CHI,Point,1398,60,+0.4%,35,-1.7%,71,+1.9%,85,+3.1%,87,+2.6%,32,-3.5%,21,-3.7%,17,-3.6%
Tim Duncan,31.5,SAS,Big,2642,90,+2.7%,88,+3.6%,30,-1.8%,77,+2.1%,59,+0.6%,88,+7.0%,71,+2.1%,91,+4.5%
Mike Dunleavy,27.1,IND,Forward,2946,95,+3.6%,52,+0.0%,91,+4.5%,47,-0.5%,77,+1.6%,98,+16.5%,80,+3.2%,96,+5.9%
Kevin Durant,19.1,SEA,Wing,2749,32,-1.5%,61,+0.8%,8,-6.0%,54,-0.1%,20,-2.3%,28,-4.1%,24,-3.2%,18,-3.5%
Monta Ellis,22.0,GSW,Combo,3056,91,+3.0%,93,+5.1%,45,-0.5%,100,+12.6%,100,+7.0%,54,-0.1%,40,-1.2%,41,-1.0%
Francisco Elson,31.7,SAS,Big,497,21,-2.5%,16,-4.6%,85,+3.7%,30,-2.1%,47,-0.2%,17,-6.4%,66,+1.5%,33,-1.8%
Francisco Elson,31.7,SEA,Big,265,2,-6.6%,8,-6.7%,25,-2.6%,17,-3.9%,15,-3.2%,3,-18.2%,3,-10.6%,1,-12.6%
Melvin Ely,29.5,NOH,Big,566,62,+0.5%,64,+1.0%,72,+2.2%,81,+2.7%,85,+2.5%,85,+6.3%,29,-2.4%,52,-0.1%
Maurice Evans,29.0,ORL,Wing,1590,86,+2.4%,92,+4.6%,29,-2.1%,20,-3.2%,19,-2.6%,71,+3.2%,80,+3.1%,86,+3.3%
Reggie Evans,27.5,PHI,Big,1869,20,-2.5%,10,-5.9%,24,-2.6%,70,+1.5%,49,-0.1%,39,-2.1%,65,+1.4%,65,+1.1%
Jordan Farmar,20.9,LAL,Point,1604,69,+1.0%,43,-0.7%,54,+0.4%,29,-2.1%,35,-1.2%,50,-0.7%,82,+3.4%,76,+2.2%
Nick Fazekas,22.4,LAC,Big,222,85,+2.3%,89,+3.8%,97,+8.7%,41,-1.1%,92,+3.4%,99,+26.1%,21,-3.7%,50,-0.3%
Raymond Felton,23.3,CHA,Combo,2958,73,+1.2%,63,+1.0%,38,-1.1%,80,+2.6%,72,+1.2%,11,-8.0%,66,+1.6%,31,-2.0%
Michael Finley,34.7,SAS,Forward,2185,85,+2.3%,81,+2.7%,78,+2.8%,70,+1.5%,82,+2.0%,89,+7.8%,41,-1.1%,82,+2.9%
Derek Fisher,33.2,LAL,Point,2247,39,-1.0%,57,+0.5%,35,-1.4%,76,+2.1%,63,+0.7%,65,+2.1%,23,-3.4%,33,-1.7%
T.J. Ford,24.6,TOR,Point,1149,42,-0.7%,26,-2.9%,71,+2.1%,75,+2.0%,82,+2.0%,28,-4.0%,58,+0.7%,44,-0.8%
Jeff Foster,30.8,IND,Big,1870,17,-2.9%,27,-2.9%,7,-6.2%,22,-3.0%,8,-4.3%,32,-3.5%,71,+2.2%,64,+1.0%
Randy Foye,24.1,MIN,Combo,1234,80,+1.8%,92,+4.7%,53,+0.2%,77,+2.1%,71,+1.1%,93,+10.1%,49,-0.1%,73,+2.0%
Adonal Foyle,32.6,ORL,Big,723,2,-6.5%,0,-14.0%,88,+4.1%,11,-5.1%,42,-0.7%,12,-7.5%,75,+2.7%,45,-0.8%
Richie Frahm,30.2,LAC,Wing,152,55,+0.1%,5,-7.3%,100,+18.9%,18,-3.8%,94,+3.9%,0,-26.4%,28,-2.5%,12,-4.6%
Steve Francis,30.7,HOU,Combo,193,31,-1.6%,8,-6.4%,20,-3.1%,64,+0.8%,37,-0.9%,89,+7.4%,62,+1.0%,81,+2.8%
Channing Frye,24.5,POR,Big,1309,45,-0.6%,66,+1.2%,35,-1.4%,67,+1.1%,54,+0.2%,80,+5.0%,7,-6.7%,35,-1.6%
Dan Gadzuric,29.7,MIL,Big,469,4,-6.0%,4,-7.9%,13,-4.3%,7,-6.0%,4,-5.2%,23,-5.0%,27,-2.6%,20,-3.4%
Francisco Garcia,25.8,SAC,Wing,2052,49,-0.4%,75,+2.1%,27,-2.3%,36,-1.6%,25,-1.9%,27,-4.3%,44,-0.7%,33,-1.8%
Kevin Garnett,31.5,BOS,Big,2318,96,+4.1%,95,+6.0%,89,+4.2%,93,+4.6%,95,+4.3%,79,+4.9%,74,+2.6%,84,+3.2%
Pat Garrity,31.2,ORL,Forward,243,2,-7.3%,7,-7.1%,0,-13.4%,3,-7.4%,0,-10.0%,72,+3.5%,29,-2.3%,46,-0.6%
Pau Gasol,27.3,MEM,Big,1430,84,+2.2%,54,+0.2%,82,+3.2%,60,+0.5%,81,+1.8%,19,-5.9%,90,+5.1%,82,+2.9%
Pau Gasol,27.3,LAL,Big,917,91,+3.1%,97,+7.1%,99,+10.8%,10,-5.2%,71,+1.1%,10,-8.4%,90,+5.1%,62,+0.9%
Rudy Gay,21.2,MEM,Forward,2990,41,-0.8%,43,-0.7%,9,-5.4%,97,+6.3%,69,+1.0%,76,+4.4%,30,-2.3%,42,-0.9%
Mickael Gelabale,24.4,SEA,Wing,353,45,-0.6%,17,-4.4%,84,+3.7%,5,-6.7%,18,-2.7%,62,+1.9%,100,+16.0%,100,+11.7%
Devean George,30.2,DAL,Forward,772,23,-2.3%,43,-0.7%,31,-1.8%,23,-2.8%,19,-2.5%,18,-6.2%,85,+3.9%,61,+0.9%
Daniel Gibson,21.7,CLE,Combo,1742,83,+2.0%,68,+1.4%,57,+0.6%,66,+1.1%,64,+0.8%,74,+3.7%,66,+1.5%,78,+2.4%
Eddie Gill,29.2,NJN,Point,134,1,-8.2%,2,-9.7%,47,-0.3%,4,-7.3%,5,-5.1%,39,-2.0%,3,-9.6%,4,-7.5%
Manu Ginobili,30.3,SAS,Wing,2287,90,+2.8%,78,+2.4%,67,+1.6%,61,+0.6%,68,+1.0%,17,-6.4%,91,+5.4%,49,-0.3%
Gordan Giricek,30.4,UTA,Wing,270,6,-5.2%,6,-7.2%,26,-2.4%,39,-1.3%,28,-1.7%,93,+9.8%,6,-7.7%,16,-3.9%
Gordan Giricek,30.4,PHX,Wing,413,6,-4.8%,15,-4.9%,84,+3.5%,14,-4.4%,38,-0.9%,93,+9.4%,2,-13.3%,5,-6.6%
Ryan Gomes,25.2,MIN,Forward,2424,74,+1.3%,76,+2.1%,50,-0.0%,72,+1.6%,61,+0.7%,68,+2.5%,84,+3.8%,87,+3.5%
Drew Gooden,26.1,CLE,Big,1554,90,+2.8%,84,+3.1%,81,+3.2%,92,+4.3%,94,+3.9%,75,+3.9%,92,+5.6%,92,+4.6%
Drew Gooden,26.1,CHI,Big,556,10,-4.2%,21,-3.6%,88,+4.1%,1,-10.1%,3,-6.0%,97,+13.6%,39,-1.3%,83,+3.1%
Ben Gordon,24.6,CHI,Combo,2265,21,-2.4%,19,-4.0%,73,+2.2%,27,-2.4%,37,-1.0%,63,+1.9%,18,-4.2%,25,-2.7%
Joey Graham,25.4,TOR,Forward,237,30,-1.6%,3,-8.8%,21,-3.0%,64,+1.0%,51,-0.0%,87,+6.6%,97,+7.5%,98,+7.4%
Danny Granger,24.5,IND,Wing,2863,72,+1.1%,49,-0.3%,53,+0.2%,88,+3.5%,82,+2.1%,76,+4.3%,50,-0.0%,61,+0.8%
