Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Jared Dudley,24.3,PHX,Wing,364,73,-2.5%,59,-1.8%,87,-10.6%,26,+4.4%,60,-1.7%,24,+12.6%,93,-14.7%,80,-5.9%
Tim Duncan,33.5,SAS,Big,371,60,-0.2%,71,-3.3%,68,-4.8%,66,-3.9%,77,-4.4%,44,0.0%,5,+20.9%,12,+11.9%
Kevin Durant,21.1,OKC,Wing,230,39,+1.6%,5,+14.1%,56,-0.9%,78,-7.1%,75,-4.1%,44,0.0%,59,-1.3%,59,-1.2%
Maurice Evans,31.0,ATL,Wing,126,9,+6.4%,18,+6.5%,6,+19.6%,48,+0.2%,15,+6.9%,39,+1.4%,26,+5.6%,29,+4.3%
Jordan Farmar,22.9,LAL,Point,270,68,-1.5%,70,-3.0%,71,-5.9%,51,-0.2%,68,-2.4%,24,+11.0%,55,-0.7%,45,+1.0%
Raymond Felton,25.3,CHA,Point,129,4,+8.9%,72,-3.3%,13,+12.5%,88,-11.7%,55,-0.7%,34,+3.8%,8,+16.4%,10,+12.7%
Rudy Fernandez,24.6,POR,Wing,108,24,+3.9%,8,+10.3%,71,-5.5%,54,-0.5%,67,-2.3%,22,+15.6%,76,-4.4%,48,+0.7%
Kyrylo Fesenko,22.9,UTA,Big,177,89,-5.1%,58,-1.6%,45,+1.3%,91,-12.5%,87,-7.4%,71,-10.0%,60,-1.5%,68,-3.1%
Derek Fisher,35.2,LAL,Point,749,46,+0.8%,34,+3.7%,42,+1.9%,70,-4.3%,64,-1.9%,56,-3.5%,46,+1.5%,50,+0.5%
Channing Frye,26.5,PHX,Big,426,88,-4.5%,87,-6.1%,59,-1.3%,62,-3.1%,63,-1.9%,52,-1.5%,64,-2.2%,63,-2.0%
Kevin Garnett,33.5,BOS,Big,763,36,+2.0%,30,+4.5%,16,+11.1%,79,-8.4%,44,+0.8%,68,-7.1%,49,+1.0%,58,-0.8%
Pau Gasol,29.3,LAL,Big,910,83,-4.0%,84,-5.4%,66,-3.6%,72,-5.2%,80,-4.7%,79,-17.6%,50,+0.8%,64,-2.1%
Taj Gibson,24.4,CHI,Big,143,97,-11.2%,47,+1.0%,77,-7.8%,97,-19.0%,96,-13.9%,92,-27.0%,97,-16.3%,99,-19.5%
Manu Ginobili,32.3,SAS,Wing,351,66,-1.1%,87,-6.1%,63,-2.6%,8,+12.0%,26,+4.2%,50,-1.2%,61,-1.7%,60,-1.6%
Marcin Gortat,25.7,ORL,Big,190,61,-0.4%,24,+5.5%,65,-3.6%,41,+1.6%,55,-0.8%,18,+17.8%,97,-17.0%,87,-10.2%
Jeff Green,23.2,OKC,Forward,216,7,+7.5%,0,+25.7%,76,-7.5%,18,+6.3%,45,+0.8%,97,-37.5%,24,+7.3%,49,+0.6%
Udonis Haslem,29.4,MIA,Big,141,34,+2.4%,9,+9.9%,79,-8.5%,93,-14.0%,92,-10.9%,11,+25.0%,47,+1.4%,14,+10.6%
Brendan Haywood,29.9,DAL,Big,133,72,-2.3%,92,-8.1%,70,-5.2%,39,+1.8%,59,-1.5%,4,+30.3%,81,-6.1%,17,+8.4%
Nene Hilario,27.1,DEN,Big,168,15,+4.8%,38,+3.3%,7,+17.3%,45,+1.0%,17,+6.7%,95,-31.4%,18,+11.1%,30,+3.8%
George Hill,23.5,SAS,Combo,343,18,+4.7%,4,+15.1%,55,-0.6%,74,-5.9%,71,-3.3%,31,+5.6%,39,+3.4%,32,+3.8%
Grant Hill,37.1,PHX,Wing,449,45,+1.0%,43,+2.0%,8,+16.9%,73,-5.4%,28,+3.8%,81,-18.7%,34,+4.1%,69,-3.2%
Kirk Hinrich,28.8,CHI,Combo,195,85,-4.3%,54,-0.7%,0,+27.3%,99,-27.8%,93,-12.2%,98,-51.9%,6,+20.5%,57,-0.8%
Al Horford,23.4,ATL,Big,386,87,-4.4%,93,-10.0%,44,+1.6%,29,+4.1%,24,+4.5%,51,-1.3%,89,-12.1%,84,-8.6%
Dwight Howard,23.9,ORL,Big,494,34,+2.3%,62,-2.0%,27,+6.3%,56,-1.5%,36,+1.9%,77,-14.4%,8,+16.7%,13,+11.3%
Serge Ibaka,20.1,OKC,Big,132,90,-5.4%,100,-16.7%,76,-7.7%,68,-4.2%,83,-6.3%,3,+35.8%,75,-4.3%,24,+5.5%
Ersan Ilyasova,22.5,MIL,Big,150,70,-1.8%,69,-2.8%,12,+12.6%,71,-5.1%,39,+1.5%,96,-32.5%,37,+3.6%,88,-10.3%
Stephen Jackson,31.6,CHA,Wing,155,29,+3.1%,97,-13.2%,99,-24.8%,5,+14.7%,23,+4.6%,82,-19.6%,10,+15.5%,24,+5.1%
LeBron James,24.8,CLE,Forward,459,82,-3.9%,48,+0.7%,29,+5.8%,27,+4.3%,22,+4.6%,85,-23.5%,96,-15.9%,97,-17.4%
Antawn Jamison,33.4,CLE,Forward,373,69,-1.6%,24,+5.4%,19,+9.2%,23,+5.3%,14,+7.1%,100,-71.9%,82,-7.3%,98,-19.4%
Richard Jefferson,29.4,SAS,Forward,331,64,-0.9%,21,+5.8%,81,-8.9%,3,+16.3%,33,+2.6%,75,-13.8%,68,-2.7%,77,-5.4%
Brandon Jennings,20.1,MIL,Combo,248,6,+7.6%,11,+9.0%,46,+1.1%,52,-0.3%,51,-0.3%,13,+20.7%,7,+19.0%,4,+19.3%
Joe Johnson,28.3,ATL,Wing,440,98,-11.2%,61,-1.9%,92,-12.7%,94,-14.7%,97,-14.7%,39,+1.6%,99,-23.1%,93,-15.0%
Jason Kidd,36.6,DAL,Point,243,100,-11.9%,63,-2.1%,80,-8.8%,85,-10.5%,90,-9.7%,99,-63.0%,94,-15.1%,97,-18.3%
Kyle Korver,28.6,UTA,Wing,209,22,+4.4%,32,+4.0%,95,-17.9%,19,+6.2%,71,-3.0%,8,+26.3%,15,+11.6%,6,+15.0%
Nenad Krstic,26.3,OKC,Big,129,19,+4.5%,12,+8.8%,52,+0.0%,14,+9.3%,18,+5.0%,44,0.0%,52,+0.2%,53,-0.1%
Ty Lawson,22.0,DEN,Combo,115,76,-3.0%,57,-1.5%,17,+10.6%,17,+7.7%,9,+8.9%,84,-22.9%,92,-13.9%,94,-15.0%
Rashard Lewis,30.2,ORL,Big,511,79,-3.2%,45,+1.1%,38,+2.7%,83,-8.8%,72,-3.6%,38,+2.0%,77,-5.0%,75,-4.9%
Robin Lopez,21.6,PHX,Big,100,5,+7.7%,31,+4.5%,47,+0.6%,3,+15.3%,8,+9.1%,29,+8.2%,69,-2.7%,46,+1.0%
Shawn Marion,31.5,DAL,Forward,148,92,-7.1%,82,-5.0%,45,+1.2%,92,-12.6%,82,-6.2%,53,-1.5%,85,-8.9%,82,-6.6%
Kenyon Martin,31.8,DEN,Big,204,18,+4.7%,44,+1.6%,13,+12.5%,34,+3.4%,16,+6.7%,12,+22.9%,44,+2.3%,22,+6.2%
Wesley Matthews,23.0,UTA,Wing,368,55,+0.0%,75,-3.8%,3,+25.0%,63,-3.3%,10,+8.3%,73,-11.8%,50,+0.3%,61,-1.6%
Luc Mbah a Moute,23.1,MIL,Forward,172,56,+0.0%,13,+8.7%,58,-1.2%,47,+0.2%,56,-0.9%,20,+16.7%,98,-17.9%,71,-3.9%
Antonio McDyess,35.2,SAS,Big,245,42,+1.2%,56,-1.5%,88,-10.8%,16,+7.7%,61,-1.8%,10,+25.7%,63,-2.0%,18,+7.5%
CJ Miles,22.6,UTA,Wing,336,51,+0.4%,45,+1.3%,26,+6.4%,65,-3.7%,47,+0.2%,80,-18.1%,55,-0.8%,71,-3.4%
Andre Miller,33.6,POR,Combo,208,8,+6.5%,2,+20.4%,20,+8.7%,25,+4.6%,13,+7.4%,62,-6.1%,27,+5.6%,56,-0.6%
Paul Millsap,24.7,UTA,Big,322,48,+0.7%,67,-2.6%,86,-10.1%,13,+9.5%,37,+1.9%,14,+20.5%,71,-3.5%,43,+1.8%
Steve Nash,35.7,PHX,Point,536,44,+1.2%,71,-3.2%,8,+17.0%,69,-4.3%,20,+4.7%,58,-4.2%,36,+3.6%,45,+1.2%
Jameer Nelson,27.7,ORL,Point,479,54,+0.3%,42,+2.1%,61,-2.0%,36,+2.8%,38,+1.8%,37,+2.4%,67,-2.6%,72,-4.0%
Joakim Noah,24.7,CHI,Big,187,13,+5.6%,35,+3.4%,18,+10.6%,82,-8.5%,35,+1.9%,92,-27.0%,4,+23.7%,18,+7.4%
Dirk Nowitzki,31.4,DAL,Big,229,2,+11.1%,39,+3.2%,15,+11.1%,0,+21.0%,2,+15.6%,6,+28.8%,2,+33.3%,1,+27.7%
Jermaine O'Neal,31.1,MIA,Big,116,55,+0.2%,83,-5.3%,72,-6.2%,1,+17.7%,12,+7.5%,23,+12.8%,87,-9.6%,50,+0.5%
Shaquille O'Neal,37.7,CLE,Big,242,40,+1.4%,8,+11.5%,90,-12.2%,18,+6.7%,50,-0.3%,71,-8.0%,70,-2.9%,74,-4.4%
Lamar Odom,30.0,LAL,Big,650,59,-0.1%,33,+3.9%,61,-2.1%,33,+3.5%,40,+1.3%,61,-6.0%,76,-5.0%,79,-5.8%
Zaza Pachulia,25.7,ATL,Big,135,26,+3.9%,36,+3.4%,10,+14.7%,76,-6.2%,46,+0.5%,70,-7.3%,12,+14.2%,19,+7.3%
Anthony Parker,34.4,CLE,Wing,327,28,+3.6%,29,+5.1%,34,+3.9%,29,+4.2%,24,+4.2%,61,-4.7%,31,+4.9%,35,+2.5%
Tony Parker,27.5,SAS,Point,333,16,+4.8%,99,-14.7%,9,+16.8%,82,-8.8%,32,+2.7%,9,+26.2%,17,+11.5%,5,+16.5%
Kendrick Perkins,25.0,BOS,Big,571,57,+0.0%,18,+6.1%,87,-10.2%,44,+1.2%,76,-4.2%,32,+5.0%,65,-2.3%,55,-0.5%
Paul Pierce,32.1,BOS,Wing,926,27,+3.6%,51,-0.4%,31,+5.5%,38,+2.5%,29,+3.7%,8,+28.0%,66,-2.4%,23,+5.5%
Mickael Pietrus,27.7,ORL,Wing,258,78,-3.2%,74,-3.6%,51,+0.1%,59,-2.3%,66,-2.0%,36,+2.9%,84,-8.5%,76,-5.3%
JJ Redick,25.4,ORL,Wing,244,76,-2.9%,41,+2.2%,28,+6.2%,64,-3.7%,52,-0.5%,76,-14.3%,90,-12.5%,91,-12.8%
Jason Richardson,28.8,PHX,Wing,531,20,+4.5%,55,-1.1%,14,+11.2%,67,-3.9%,34,+2.3%,49,-0.7%,13,+12.9%,16,+8.7%
Quentin Richardson,29.6,MIA,Wing,148,1,+14.0%,25,+5.4%,11,+13.2%,12,+10.0%,4,+11.3%,0,+42.2%,9,+15.7%,2,+24.4%
Luke Ridnour,28.7,MIL,Point,116,50,+0.5%,22,+5.7%,54,-0.6%,24,+4.6%,31,+2.7%,89,-25.7%,80,-5.9%,92,-13.6%
Nate Robinson,25.4,BOS,Combo,105,41,+1.4%,77,-4.5%,4,+22.9%,21,+5.6%,3,+13.8%,55,-2.1%,88,-12.1%,85,-9.3%
Rajon Rondo,23.7,BOS,Point,972,75,-2.9%,40,+2.3%,97,-18.1%,61,-2.8%,89,-9.7%,66,-7.1%,40,+2.9%,52,+0.0%
Derrick Rose,21.1,CHI,Point,211,0,+16.6%,7,+11.8%,21,+8.7%,87,-11.4%,65,-2.0%,18,+17.5%,0,+45.2%,0,+33.1%
John Salmons,29.9,MIL,Wing,283,29,+3.2%,19,+6.0%,64,-3.3%,34,+3.0%,45,+0.7%,3,+34.0%,91,-12.5%,20,+6.9%
Thabo Sefolosha,25.5,OKC,Wing,124,81,-3.6%,52,-0.5%,22,+8.1%,20,+5.9%,13,+7.3%,88,-25.6%,92,-14.4%,96,-16.9%
JR Smith,24.1,DEN,Wing,156,71,-2.2%,15,+7.6%,66,-4.0%,95,-16.1%,92,-11.9%,40,+1.1%,66,-2.6%,61,-1.7%
Josh Smith,23.9,ATL,Big,390,31,+2.9%,60,-1.8%,57,-1.0%,6,+13.7%,11,+8.0%,16,+19.1%,78,-5.0%,40,+2.2%
Jerry Stackhouse,35.0,MIL,Wing,134,99,-11.3%,95,-11.8%,82,-9.5%,87,-11.5%,91,-10.1%,93,-27.8%,57,-1.0%,90,-11.0%
Amar'e Stoudemire,27.0,PHX,Big,581,30,+2.9%,68,-2.7%,18,+9.5%,42,+1.3%,21,+4.6%,27,+9.3%,45,+2.0%,31,+3.8%
Jason Terry,32.1,DAL,Wing,166,21,+4.4%,76,-3.9%,35,+3.7%,32,+3.7%,27,+3.9%,15,+20.0%,33,+4.2%,13,+10.9%
Kurt Thomas,37.1,MIL,Big,198,14,+4.9%,37,+3.4%,91,-12.6%,30,+3.9%,66,-2.2%,17,+18.8%,3,+28.1%,3,+21.7%
Anderson Varejao,27.1,CLE,Big,255,61,-0.4%,97,-13.5%,39,+2.4%,57,-1.6%,50,-0.2%,7,+28.8%,24,+8.5%,9,+13.6%
Dwyane Wade,27.8,MIA,Wing,209,13,+5.1%,98,-13.9%,1,+26.2%,8,+12.2%,1,+16.7%,44,0.0%,1,+38.5%,78,-5.6%
Gerald Wallace,27.3,CHA,Forward,163,58,-0.1%,86,-5.6%,82,-9.5%,92,-13.2%,97,-14.5%,59,-4.4%,11,+15.1%,26,+4.8%
Rasheed Wallace,35.1,BOS,Big,404,65,-0.9%,91,-8.0%,48,+0.5%,35,+2.8%,39,+1.8%,66,-7.1%,28,+5.5%,36,+2.5%
Martell Webster,22.9,POR,Forward,132,49,+0.6%,76,-4.4%,98,-18.5%,81,-8.5%,95,-12.7%,5,+30.3%,83,-7.3%,21,+6.5%
Delonte West,26.3,CLE,Combo,261,50,+0.4%,82,-5.3%,25,+7.0%,66,-3.9%,49,-0.1%,29,+8.0%,38,+3.5%,28,+4.4%
Russell Westbrook,21.0,OKC,Point,211,17,+4.7%,3,+19.8%,33,+4.3%,90,-12.3%,78,-4.4%,97,-32.7%,21,+9.8%,51,+0.1%
Deron Williams,25.3,UTA,Point,397,23,+4.2%,6,+13.3%,3,+25.6%,86,-11.3%,29,+3.1%,94,-31.3%,16,+11.6%,66,-2.6%
Jason Williams,34.0,ORL,Point,172,66,-1.1%,65,-2.1%,41,+2.0%,61,-2.8%,62,-1.8%,55,-2.4%,56,-1.0%,44,+1.6%
Marvin Williams,23.4,ATL,Forward,329,33,+2.4%,20,+5.9%,74,-7.1%,37,+2.7%,57,-1.2%,72,-11.7%,22,+9.6%,37,+2.5%
Mo Williams,26.9,CLE,Point,409,92,-6.7%,66,-2.3%,60,-1.9%,75,-6.1%,76,-4.2%,76,-14.2%,95,-15.8%,95,-15.7%
Metta World Peace,30.0,LAL,Wing,837,47,+0.7%,55,-1.0%,50,+0.4%,50,0.0%,48,+0.1%,48,-0.1%,35,+3.8%,33,+3.5%
Dorell Wright,23.9,MIA,Wing,107,96,-10.2%,64,-2.1%,75,-7.2%,84,-9.0%,87,-8.1%,83,-22.7%,100,-24.3%,100,-24.6%
