Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Harrison Barnes,25.4,DAL,Forward,2590,74,83.0%,57,9.6%,90,2.0%,33,19.2%
Will Barton,26.8,DEN,Combo,2634,54,80.5%,59,8.6%,43,1.4%,77,28.0%
Nicolas Batum,28.9,CHA,Wing,1960,68,83.1%,42,6.9%,71,1.4%,90,34.0%
Jerryd Bayless,29.2,PHI,Wing,898,46,79.5%,24,5.1%,54,1.1%,21,14.3%
Aron Baynes,30.9,BOS,Big,1448,56,76.3%,23,7.4%,49,1.6%,43,23.5%
Kent Bazemore,28.3,ATL,Wing,1771,43,79.3%,84,12.4%,84,1.7%,63,25.0%
Bradley Beal,24.3,WAS,Wing,2957,42,79.3%,62,8.8%,93,2.1%,80,30.2%
Malik Beasley,20.9,DEN,Wing,493,0,62.5%,49,7.4%,13,0.5%,70,27.3%
Michael Beasley,28.8,NYK,Big,1611,72,78.3%,41,10.2%,25,1.0%,84,36.0%
Marco Belinelli,31.6,PHI,Wing,714,94,88.0%,24,5.0%,90,2.0%,92,35.7%
Marco Belinelli,31.6,ATL,Wing,1192,100,92.7%,52,7.5%,93,2.1%,27,15.8%
Jordan Bell,22.8,GSW,Big,719,39,70.3%,43,10.6%,20,1.0%,13,15.0%
DeAndre' Bembry,23.3,ATL,Wing,435,4,55.2%,53,7.6%,75,1.4%,79,30.0%
Dragan Bender,20.0,PHX,Big,2003,62,77.1%,5,4.1%,4,0.6%,27,20.0%
Davis Bertans,25.0,SAS,Big,977,87,82.5%,6,4.3%,34,1.2%,27,20.0%
Patrick Beverley,29.3,LAC,Point,333,0,82.4%,16,4.8%,48,1.7%,28,16.7%
Khem Birch,25.1,ORL,Big,510,25,66.7%,95,20.6%,60,1.8%,8,11.1%
Bismack Biyombo,25.2,ORL,Big,1441,23,65.1%,87,17.9%,74,2.3%,44,23.9%
Nemanja Bjelica,29.5,MIN,Forward,1325,55,80.0%,24,5.6%,33,0.8%,16,14.3%
Tarik Black,25.9,HOU,Big,430,0,42.9%,97,23.0%,55,1.7%,78,32.1%
Antonio Blakeney,21.1,CHI,Wing,278,37,77.1%,72,10.4%,51,1.1%,21,14.3%
Eric Bledsoe,27.9,MIL,Point,2222,37,79.3%,77,11.2%,95,3.0%,80,30.4%
Bogdan Bogdanovic,25.2,SAC,Wing,2131,76,84.7%,17,4.5%,79,1.6%,84,31.4%
Bojan Bogdanovic,28.5,IND,Forward,2413,92,86.7%,53,9.2%,71,1.3%,45,21.4%
Andrew Bogut,32.9,LAL,Big,216,0,100.0%,0,0.0%,8,0.8%,99,0.0%
Devin Booker,21.0,PHX,Wing,1847,93,87.6%,77,11.0%,100,3.3%,70,26.4%
Trevor Booker,29.9,PHI,Big,461,84,82.1%,81,16.8%,34,1.2%,58,26.3%
Trevor Booker,29.9,IND,Big,262,0,90.9%,27,8.3%,31,1.2%,90,42.9%
Trevor Booker,29.9,BKN,Big,393,4,55.8%,44,10.6%,48,1.6%,70,29.4%
Avery Bradley,26.9,DET,Wing,1253,31,76.3%,19,4.8%,76,1.5%,73,28.6%
Avery Bradley,26.9,LAC,Wing,164,0,100.0%,1,1.8%,52,1.1%,0,0.0%
Corey Brewer,31.7,OKC,Wing,513,44,79.5%,55,7.9%,47,1.0%,31,16.7%
Corey Brewer,31.7,LAL,Wing,654,15,68.1%,80,11.6%,35,0.8%,24,15.0%
Malcolm Brogdon,24.9,MIL,Combo,1405,96,88.6%,25,5.5%,27,1.2%,63,25.0%
Aaron Brooks,32.8,MIN,Point,134,0,80.0%,15,3.9%,0,0.3%,0,0.0%
Dillon Brooks,21.8,MEM,Wing,2311,27,74.4%,68,10.1%,72,1.4%,59,24.1%
MarShon Brooks,28.8,MEM,Wing,186,0,87.0%,69,10.2%,69,1.4%,70,27.3%
Jaylen Brown,21.0,BOS,Wing,2129,8,64.5%,90,13.6%,66,1.3%,63,25.0%
Lorenzo Brown,27.2,TOR,Wing,107,0,100.0%,18,4.5%,0,0.0%,0,0.0%
Sterling Brown,22.7,MIL,Wing,716,0,86.4%,25,5.2%,10,0.5%,41,20.0%
Reggie Bullock,26.6,DET,Wing,1695,47,79.6%,13,4.1%,27,0.7%,34,17.4%
Trey Burke,25.0,NYK,Point,746,2,61.5%,28,6.6%,43,1.6%,72,28.0%
Alec Burks,26.3,UTA,Wing,954,88,86.0%,86,12.5%,83,1.7%,26,15.1%
Jimmy Butler,28.1,MIN,Wing,2137,83,85.2%,99,16.8%,98,2.4%,45,21.3%
Dwight Buycks,28.7,DET,Point,366,88,89.2%,61,9.9%,57,1.9%,10,5.6%
Jose Calderon,36.1,CLE,Point,815,59,84.6%,18,4.9%,28,1.4%,15,11.1%
Kentavious Caldwell-Pope,24.7,LAL,Wing,2433,41,78.8%,61,8.6%,55,1.1%,50,22.2%
Isaiah Canaan,26.5,PHX,Point,405,90,90.2%,85,12.5%,49,1.7%,13,10.5%
Clint Capela,23.5,HOU,Big,2009,6,56.0%,84,17.2%,49,1.6%,65,28.0%
DeMarre Carroll,31.3,BKN,Forward,2158,50,76.5%,73,10.8%,76,1.4%,78,28.3%
Vince Carter,40.8,SAC,Forward,1005,42,75.7%,14,4.8%,84,1.6%,16,14.3%
Michael Carter-Williams,26.1,CHA,Combo,789,60,80.8%,93,13.9%,89,2.4%,16,11.8%
Alex Caruso,23.7,LAL,Combo,522,6,70.0%,66,8.9%,61,1.7%,43,20.0%
Omri Casspi,29.4,GSW,Forward,635,21,68.9%,94,14.1%,73,1.4%,55,25.0%
Willie Cauley-Stein,24.2,SAC,Big,2001,15,61.8%,72,14.5%,43,1.5%,32,20.8%
Tyler Cavanaugh,23.7,ATL,Big,472,0,75.0%,8,4.8%,15,0.9%,66,28.6%
Mario Chalmers,31.5,MEM,Point,1372,69,85.4%,69,10.6%,74,2.3%,25,16.3%
Tyson Chandler,35.1,PHX,Big,1145,16,62.4%,84,17.2%,75,2.3%,6,10.5%
Wilson Chandler,30.5,DEN,Forward,2324,53,77.2%,41,8.1%,37,0.8%,65,25.9%
Marquese Chriss,20.3,PHX,Big,1478,11,59.7%,55,11.9%,53,1.7%,21,18.0%
Ian Clark,26.7,NOP,Combo,1375,38,77.8%,13,3.9%,11,0.8%,54,22.2%
Jordan Clarkson,25.4,LAL,Combo,1238,50,79.4%,50,7.4%,50,1.5%,96,37.3%
Jordan Clarkson,25.4,CLE,Combo,615,63,81.0%,57,7.8%,59,1.7%,89,30.4%
John Collins,20.1,ATL,Big,1709,40,70.5%,62,13.0%,83,2.5%,64,28.0%
Zach Collins,20.0,POR,Big,990,21,64.3%,19,7.0%,31,1.2%,27,20.0%
Kyle Collinsworth,26.1,DAL,Wing,451,3,53.8%,91,14.3%,76,1.5%,41,20.0%
Darren Collison,30.2,IND,Point,1989,84,88.6%,43,8.3%,13,1.1%,66,26.8%
Mike Conley,30.1,MEM,Point,373,43,80.3%,89,13.4%,97,3.4%,72,28.0%
Pat Connaughton,24.8,POR,Wing,1402,74,84.2%,14,4.2%,14,0.6%,63,25.0%
Quinn Cook,24.6,GSW,Point,697,0,90.0%,11,3.3%,8,1.0%,92,37.5%
DeMarcus Cousins,27.2,NOP,Big,1715,48,74.5%,87,18.0%,98,4.1%,53,25.1%
Robert Covington,26.9,PHI,Forward,2515,87,85.3%,29,6.6%,51,0.9%,63,25.9%
Allen Crabbe,25.6,BKN,Wing,2160,81,85.1%,29,5.5%,41,0.9%,56,23.4%
Torrey Craig,26.9,DEN,Wing,585,6,62.9%,64,9.0%,57,1.1%,0,0.0%
Jamal Crawford,37.6,MIN,Wing,1613,98,91.6%,30,5.6%,82,1.7%,82,31.0%
Jae Crowder,27.3,CLE,Forward,1324,79,84.4%,55,9.3%,53,1.0%,10,10.5%
Jae Crowder,27.3,UTA,Forward,737,47,75.9%,35,7.3%,65,1.1%,6,8.7%
Dante Cunningham,30.5,NOP,Forward,1075,0,52.9%,33,7.3%,16,0.6%,24,17.6%
Dante Cunningham,30.5,BKN,Big,442,0,73.3%,15,6.3%,2,0.4%,92,44.4%
Stephen Curry,29.6,GSW,Point,1619,98,92.0%,66,10.4%,84,2.6%,25,16.3%
Troy Daniels,26.3,PHX,Combo,1586,92,87.5%,5,3.1%,13,0.9%,0,0.0%
Anthony Davis,24.6,NOP,Big,2703,89,82.8%,75,15.0%,99,4.6%,61,26.9%
Deyonta Davis,20.9,MEM,Big,867,25,66.7%,25,8.0%,29,1.1%,24,19.0%
Ed Davis,28.4,POR,Big,1456,25,66.7%,85,17.4%,50,1.6%,55,25.9%
DeMar DeRozan,28.2,TOR,Wing,2700,59,82.4%,95,14.9%,97,2.4%,52,22.4%
Dewayne Dedmon,28.2,ATL,Big,1516,67,77.9%,29,8.6%,38,1.3%,92,50.0%
Sam Dekker,23.5,LAC,Forward,809,16,66.0%,71,10.8%,22,0.7%,27,17.9%
Malcolm Delaney,28.6,ATL,Combo,963,75,82.3%,75,10.7%,77,1.8%,36,19.4%
Matthew Dellavedova,27.1,MIL,Combo,700,100,92.6%,18,4.5%,39,1.3%,80,28.6%
Cheick Diallo,21.1,NOP,Big,495,51,75.4%,90,18.3%,25,1.1%,71,30.0%
Gorgui Dieng,27.8,MIN,Big,1281,61,77.0%,47,11.2%,27,1.1%,7,10.9%
Spencer Dinwiddie,24.6,BKN,Combo,2257,65,81.1%,89,12.3%,46,1.5%,38,19.5%
Tyler Dorsey,21.7,ATL,Combo,870,25,75.5%,29,5.6%,71,1.8%,46,21.1%
Damyean Dotson,23.5,NYK,Wing,374,0,68.8%,21,4.9%,27,0.7%,86,33.3%
Goran Dragic,31.5,MIA,Point,2352,41,80.2%,49,9.0%,80,2.4%,52,24.3%
Andre Drummond,24.2,DET,Big,2591,13,60.6%,86,17.8%,80,2.4%,16,15.8%
Jared Dudley,32.3,PHX,Big,667,57,76.5%,17,6.4%,51,1.6%,47,25.0%
Kris Dunn,23.6,CHI,Point,1459,22,73.7%,33,7.2%,39,1.6%,41,22.0%
Kevin Durant,29.1,GSW,Forward,2308,97,88.8%,86,12.5%,98,2.8%,67,26.2%
Henry Ellenson,20.8,DET,Big,237,0,90.5%,34,9.4%,7,0.7%,27,20.0%
Wayne Ellington,29.9,MIA,Wing,1966,87,85.9%,7,3.0%,33,0.8%,86,33.3%
Joel Embiid,23.6,PHI,Big,1899,60,76.9%,79,16.6%,99,4.6%,31,20.3%
James Ennis,27.3,DET,Wing,528,33,76.7%,88,12.9%,59,1.2%,70,27.3%
James Ennis,27.3,MEM,Wing,1027,90,87.1%,89,13.1%,22,0.7%,27,15.6%
Tyler Ennis,23.2,LAL,Combo,639,27,75.9%,21,4.7%,57,1.6%,43,20.0%
Jawun Evans,21.3,LAC,Point,713,39,79.5%,39,8.0%,21,1.3%,36,21.1%
Tyreke Evans,28.1,MEM,Wing,1579,40,78.5%,70,10.3%,88,1.9%,61,24.4%
Dante Exum,22.3,UTA,Combo,223,58,80.6%,86,12.1%,91,2.4%,13,9.1%
Kenneth Faried,28.0,DEN,Big,442,33,68.9%,66,13.4%,68,2.0%,4,9.1%
Derrick Favors,26.3,UTA,Big,2130,22,65.1%,70,14.0%,33,1.2%,60,26.6%
Kay Felder,22.6,CHI,Point,102,0,88.9%,54,9.3%,44,1.7%,0,0.0%
Cristiano Felicio,25.3,CHI,Big,862,31,68.3%,82,16.8%,19,1.0%,54,25.7%
Raymond Felton,33.3,OKC,Combo,1309,83,84.6%,4,3.0%,25,1.2%,63,25.0%
Terrance Ferguson,19.5,OKC,Wing,689,0,90.0%,2,2.1%,20,0.6%,0,0.0%
Yogi Ferrell,24.5,DAL,Point,2193,33,78.9%,21,5.2%,23,1.3%,64,26.3%
Dorian Finney-Smith,24.5,DAL,Wing,447,0,73.3%,34,6.3%,4,0.3%,19,12.5%
Bryn Forbes,24.3,SAS,Wing,1396,11,65.1%,32,5.8%,21,0.6%,73,28.6%
Evan Fournier,25.0,ORL,Wing,1809,89,86.9%,50,7.4%,79,1.5%,50,22.2%
De'Aaron Fox,19.9,SAC,Point,1940,16,72.3%,75,11.2%,56,1.8%,59,25.5%
Tim Frazier,27.0,WAS,Point,746,59,84.6%,25,5.5%,59,1.9%,43,22.2%
Channing Frye,34.5,CLE,Big,466,0,100.0%,5,4.1%,60,1.8%,92,50.0%
Channing Frye,34.5,LAL,Big,150,0,75.0%,7,4.7%,13,0.9%,92,50.0%
Markelle Fultz,19.4,PHI,Combo,221,0,42.1%,43,6.8%,63,1.7%,80,28.6%
Danilo Gallinari,29.2,LAC,Forward,663,100,93.1%,80,11.9%,96,2.6%,8,8.8%
Langston Galloway,25.9,DET,Combo,759,38,77.8%,11,3.8%,21,1.1%,9,8.3%
Marc Gasol,32.8,MEM,Big,2376,90,83.3%,46,11.1%,96,4.0%,42,23.2%
Pau Gasol,37.3,SAS,Big,1784,52,75.6%,61,12.8%,84,2.6%,34,21.3%
Rudy Gay,31.2,SAS,Big,1191,65,77.6%,60,12.6%,39,1.4%,25,19.4%
Paul George,27.5,OKC,Wing,2863,60,82.4%,81,11.7%,89,1.9%,62,24.7%
Marcus Georges-Hunt,23.6,MIN,Wing,173,0,57.9%,93,14.6%,77,1.5%,31,16.7%
Taj Gibson,32.4,MIN,Big,2693,58,76.6%,45,11.0%,18,1.0%,69,28.7%
Manu Ginobili,40.3,SAS,Wing,1284,73,84.0%,64,9.3%,96,2.3%,76,28.9%
Rudy Gobert,25.3,UTA,Big,1807,30,68.1%,99,24.8%,93,3.4%,72,30.1%
Aaron Gordon,22.1,ORL,Big,1890,36,69.8%,53,11.8%,51,1.6%,62,27.0%
Eric Gordon,28.9,HOU,Wing,2120,50,80.9%,76,10.9%,68,1.4%,67,25.4%
Marcin Gortat,33.7,WAS,Big,2064,28,67.3%,53,11.8%,61,1.8%,37,21.9%
Treveon Graham,24.0,CHA,Wing,949,23,71.7%,73,10.9%,26,0.7%,47,21.7%
Jerami Grant,23.6,OKC,Big,1586,25,66.7%,96,22.7%,53,1.7%,38,22.5%
Jerian Grant,25.1,CHI,Point,1595,27,74.6%,98,16.0%,64,1.9%,90,34.5%
Danny Green,30.4,SAS,Wing,1776,35,76.9%,16,4.3%,33,0.8%,30,16.0%
Draymond Green,27.7,GSW,Big,2268,63,77.5%,55,11.9%,46,1.6%,26,19.8%
Gerald Green,31.8,HOU,Wing,856,62,82.7%,30,5.7%,34,0.8%,35,18.2%
JaMychal Green,27.4,MEM,Forward,1526,34,72.1%,76,10.9%,45,0.9%,31,19.0%
Jeff Green,31.2,CLE,Big,1728,98,87.2%,80,16.6%,39,1.4%,20,17.1%
Blake Griffin,28.6,LAC,Big,1133,73,78.4%,68,13.6%,95,3.5%,22,18.2%
Blake Griffin,28.6,DET,Big,824,72,78.4%,40,10.2%,95,3.6%,79,33.3%
Tim Hardaway Jr.,25.6,NYK,Wing,1876,57,81.9%,56,7.9%,90,2.0%,39,19.4%
James Harden,28.2,HOU,Combo,2519,85,85.7%,100,17.1%,100,3.6%,41,19.6%
Maurice Harkless,24.5,POR,Forward,1246,37,72.4%,47,8.8%,29,0.7%,27,17.9%
Montrezl Harrell,23.8,LAC,Big,1227,16,62.2%,88,18.2%,66,2.0%,84,35.5%
Devin Harris,34.7,DEN,Point,514,55,84.5%,97,14.4%,15,1.1%,67,26.9%
Devin Harris,34.7,DAL,Wing,803,65,82.9%,97,16.1%,99,3.1%,56,23.5%
Gary Harris,23.1,DEN,Wing,2278,61,82.6%,54,7.7%,53,1.1%,61,24.3%
Joe Harris,26.2,BKN,Wing,1897,67,83.0%,43,6.9%,36,0.8%,84,31.8%
Tobias Harris,25.3,DET,Forward,1535,84,85.2%,51,9.1%,31,0.8%,76,27.5%
Tobias Harris,25.3,LAC,Forward,1101,55,80.0%,37,7.4%,20,0.7%,55,25.0%
Aaron Harrison,23.0,DAL,Wing,233,0,76.5%,39,6.8%,56,1.1%,0,0.0%
Andrew Harrison,23.0,MEM,Combo,1278,42,78.0%,96,15.5%,93,2.4%,84,28.8%
Shaquille Harrison,24.1,PHX,Combo,357,17,71.4%,98,16.9%,45,1.4%,86,30.0%
Josh Hart,22.7,LAL,Wing,1407,20,70.3%,66,9.9%,32,0.8%,27,15.8%
Nigel Hayes,22.9,SAC,Big,104,0,0.0%,3,3.6%,2,0.5%,0,0.0%
Myke Henry,24.9,MEM,Forward,358,0,60.0%,12,4.6%,10,0.5%,94,40.0%
John Henson,26.8,MIL,Big,1953,7,56.4%,61,12.8%,47,1.6%,25,19.7%
Juan Hernangomez,22.1,DEN,Forward,228,0,77.8%,20,4.9%,63,1.1%,86,33.3%
Willy Hernangomez,23.4,CHA,Big,206,77,80.0%,97,22.7%,97,4.1%,13,15.0%
Willy Hernangomez,23.4,NYK,Big,162,0,40.0%,83,16.9%,94,3.5%,5,10.0%
Mario Hezonja,22.7,ORL,Forward,1555,63,80.9%,31,7.1%,49,0.9%,41,20.5%
Isaiah Hicks,23.3,NYK,Big,201,0,68.8%,48,11.3%,13,0.9%,0,0.0%
Buddy Hield,24.9,SAC,Wing,1944,96,90.1%,4,2.2%,43,1.0%,79,30.0%
Nene Hilario,35.1,HOU,Big,744,19,63.6%,91,18.5%,42,1.5%,70,29.4%
George Hill,31.5,CLE,Combo,667,71,82.1%,27,5.6%,75,1.8%,13,9.1%
George Hill,31.5,SAC,Combo,1127,33,77.6%,61,8.7%,95,2.8%,68,26.7%
Solomon Hill,26.6,NOP,Wing,182,0,50.0%,21,4.9%,40,0.9%,0,0.0%
Jrue Holiday,27.4,NOP,Combo,2900,44,78.4%,45,6.9%,79,1.8%,95,34.8%
Justin Holiday,28.6,CHI,Wing,2209,63,82.8%,48,7.2%,44,1.0%,69,25.9%
John Holland,29.0,CLE,Wing,132,0,69.2%,65,9.6%,81,1.7%,0,0.0%
Rondae Hollis-Jefferson,22.8,BKN,Big,1878,75,78.7%,92,19.5%,63,1.9%,69,29.0%
Richaun Holmes,24.0,PHI,Big,642,25,66.7%,57,12.1%,10,0.8%,87,38.5%
Rodney Hood,25.0,UTA,Wing,1062,91,87.4%,41,6.8%,84,1.7%,68,25.6%
Rodney Hood,25.0,CLE,Wing,527,52,81.3%,41,6.8%,16,0.6%,47,21.4%
Al Horford,31.4,BOS,Big,2263,71,78.3%,14,5.9%,54,1.7%,19,17.0%
Danuel House,24.4,PHX,Wing,381,85,85.7%,82,11.8%,24,0.7%,86,33.3%
Dwight Howard,31.9,CHA,Big,2441,8,57.2%,98,23.0%,92,3.2%,47,24.9%
Josh Huestis,25.9,OKC,Wing,908,0,30.0%,12,4.1%,13,0.5%,73,28.6%
Serge Ibaka,28.1,TOR,Big,2079,76,79.7%,20,7.1%,6,0.7%,55,25.9%
Andre Iguodala,33.8,GSW,Wing,1605,7,63.2%,81,11.7%,67,1.3%,81,30.8%
Ersan Ilyasova,30.5,PHI,Big,528,45,73.3%,23,7.4%,58,1.8%,23,18.8%
Ersan Ilyasova,30.5,ATL,Big,1146,77,80.0%,38,9.8%,29,1.1%,43,23.8%
Joe Ingles,30.1,UTA,Wing,2551,45,79.5%,13,4.2%,86,1.8%,77,29.0%
Brandon Ingram,20.2,LAL,Wing,1954,16,68.3%,96,15.2%,94,2.2%,58,23.8%
Kyrie Irving,25.6,BOS,Point,1916,86,88.9%,46,8.9%,69,2.1%,52,24.3%
Jonathan Isaac,20.1,ORL,Big,518,0,79.2%,8,4.9%,67,2.0%,66,28.6%
Wes Iwundu,22.9,ORL,Wing,934,25,73.8%,67,10.0%,15,0.6%,37,19.0%
Jarrett Jack,34.0,NYK,Point,1509,53,84.0%,30,6.8%,46,1.7%,44,22.6%
Josh Jackson,20.7,PHX,Forward,1890,11,63.6%,84,12.3%,86,1.6%,35,19.5%
Justin Jackson,22.6,SAC,Forward,1409,32,71.9%,18,4.8%,18,0.6%,98,52.6%
Reggie Jackson,27.5,DET,Point,1193,49,83.6%,52,9.0%,67,2.0%,34,19.6%
LeBron James,32.8,CLE,Forward,2978,39,73.1%,96,14.5%,94,2.5%,86,33.3%
Mike James,27.2,PHX,Point,633,31,77.9%,74,10.8%,34,1.5%,31,17.6%
Al Jefferson,32.8,IND,Big,457,86,82.4%,45,10.6%,9,0.8%,96,54.5%
Richard Jefferson,37.4,DEN,Forward,126,0,66.7%,49,9.1%,24,0.7%,96,50.0%
Brandon Jennings,28.1,MIL,Combo,189,0,100.0%,34,6.0%,41,1.4%,63,25.0%
Jonas Jerebko,30.7,UTA,Big,1044,96,86.0%,16,6.3%,28,1.1%,24,19.0%
Amir Johnson,30.5,PHI,Big,1141,14,61.2%,60,12.6%,23,1.0%,18,16.7%
Dakari Johnson,22.1,OKC,Big,122,0,55.0%,89,18.2%,88,2.9%,0,0.0%
James Johnson,30.7,MIA,Big,1926,37,70.0%,51,11.7%,26,1.1%,87,37.7%
Joe Johnson,36.3,HOU,Forward,471,0,100.0%,16,4.8%,41,0.9%,86,33.3%
Joe Johnson,36.3,UTA,Big,690,0,81.8%,3,3.0%,9,0.8%,12,14.3%
Stanley Johnson,21.4,DET,Wing,1836,36,77.0%,67,10.0%,37,0.9%,21,13.3%
Tyler Johnson,25.5,MIA,Combo,1984,73,82.2%,46,6.9%,32,1.2%,73,27.5%
Wesley Johnson,30.3,LAC,Wing,1453,28,75.0%,40,6.8%,10,0.5%,39,19.2%
Nikola Jokic,22.7,DEN,Big,2418,94,85.0%,57,12.3%,97,4.1%,77,32.1%
Jalen Jones,24.4,DAL,Big,152,0,60.0%,64,13.2%,57,1.7%,79,33.3%
Tyus Jones,21.5,MIN,Point,1419,82,87.7%,70,10.7%,11,1.1%,69,27.0%
Derrick Jones Jr.,20.7,MIA,Wing,190,0,57.1%,99,17.4%,1,0.2%,63,25.0%
DeAndre Jordan,29.3,LAC,Big,2403,10,57.9%,83,17.1%,91,3.1%,53,25.7%
Cory Joseph,26.2,IND,Combo,2138,29,76.1%,20,4.7%,54,1.6%,52,21.4%
Frank Kaminsky,24.6,CHA,Big,1743,78,80.1%,50,11.7%,23,1.0%,36,21.8%
Enes Kanter,25.5,NYK,Big,1800,93,84.1%,43,10.6%,72,2.2%,73,30.9%
Luke Kennard,21.4,DET,Wing,1358,79,84.9%,37,6.6%,58,1.2%,55,23.3%
Michael Kidd-Gilchrist,24.1,CHA,Wing,1833,14,68.0%,90,14.2%,16,0.6%,45,21.3%
Sean Kilpatrick,27.8,CHI,Wing,196,69,83.3%,87,12.8%,91,2.0%,21,14.3%
Sean Kilpatrick,27.8,BKN,Wing,168,0,92.3%,63,8.9%,45,1.0%,98,42.9%
Sean Kilpatrick,27.8,MIL,Wing,182,0,100.0%,70,10.3%,28,0.8%,19,12.5%
Maxi Kleber,25.8,DAL,Big,1139,54,75.9%,25,7.9%,21,1.0%,27,20.0%
Luke Kornet,22.3,NYK,Big,300,0,72.7%,10,5.0%,24,1.0%,92,50.0%
Kyle Korver,36.6,CLE,Wing,1498,95,88.9%,5,2.6%,73,1.4%,86,33.3%
Kosta Koufos,28.7,SAC,Big,1341,1,44.6%,26,8.3%,58,1.8%,31,20.6%
Kyle Kuzma,22.3,LAL,Forward,2364,24,71.0%,43,8.2%,55,1.0%,37,20.0%
Zach LaVine,22.6,CHI,Wing,644,54,81.3%,84,12.1%,56,1.1%,38,19.1%
Skal Labissiere,21.6,SAC,Big,1151,70,78.3%,49,11.4%,69,2.0%,77,32.1%
Jeremy Lamb,25.4,CHA,Wing,1915,86,85.9%,79,11.2%,78,1.5%,85,32.0%
Shane Larkin,25.1,BOS,Combo,733,88,87.1%,30,5.8%,52,1.6%,7,7.7%
Joffrey Lauvergne,26.1,SAS,Big,466,17,62.8%,34,9.3%,54,1.7%,9,11.8%
Caris LeVert,23.2,BKN,Combo,1817,19,71.6%,82,11.3%,70,1.8%,93,33.0%
TJ Leaf,20.5,IND,Big,375,0,60.0%,15,6.3%,6,0.7%,97,57.1%
Courtney Lee,32.1,NYK,Wing,2277,99,92.4%,26,5.2%,11,0.5%,14,7.3%
Damion Lee,25.0,ATL,Wing,398,39,77.8%,59,8.3%,50,1.1%,96,38.5%
Alex Len,24.4,PHX,Big,1336,32,68.5%,98,23.6%,73,2.2%,42,23.3%
Kawhi Leonard,26.3,SAS,Wing,207,55,81.6%,94,14.8%,85,1.8%,16,10.5%
Meyers Leonard,25.7,POR,Big,221,0,100.0%,2,3.0%,65,2.0%,98,100.0%
Jon Leuer,28.5,DET,Big,136,0,86.7%,92,19.5%,50,1.6%,86,37.5%
DeAndre Liggins,29.6,MIL,Wing,446,0,25.0%,10,3.3%,64,1.3%,0,0.0%
DeAndre Liggins,29.6,NOP,Wing,199,0,0.0%,0,0.0%,2,0.2%,100,0.0%
Damian Lillard,27.3,POR,Point,2668,94,91.6%,82,12.1%,85,2.7%,30,17.4%
Shaun Livingston,32.1,GSW,Combo,1107,69,82.0%,68,9.2%,2,0.5%,98,39.4%
