Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Carlos Boozer,29.9,CHI,Big,200,54,+2.2,80,+11.1,3,-17.3%,32,+1.5%,18,-10.0,16,-6.8,31,-12.2
Chris Bosh,27.6,MIA,Big,438,51,+1.4,58,+3.4,34,-3.5%,26,+1.9%,43,-2.5,35,-2.9,60,+6.4
Avery Bradley,20.9,BOS,Combo,247,66,+6.1,74,+9.5,24,-5.5%,85,-3.4%,24,-7.5,50,-0.5,7,-60.0
Elton Brand,32.6,PHI,Big,355,8,-12.6,21,-7.1,20,-6.8%,12,+4.2%,16,-10.6,17,-6.6,17,-31.4
Corey Brewer,25.7,DEN,Wing,112,28,-4.6,61,+4.5,33,-3.5%,87,-3.7%,11,-11.6,39,-1.6,11,-43.8
Kobe Bryant,33.2,LAL,Wing,475,81,+11.3,95,+18.1,18,-7.0%,19,+2.9%,7,-15.0,20,-6.0,22,-25.7
Caron Butler,31.6,LAC,Wing,266,0,-23.9,5,-13.8,11,-10.4%,21,+2.7%,3,-17.8,13,-7.0,3,-74.5
Andrew Bynum,24.0,LAL,Big,450,74,+9.7,90,+15.8,15,-7.7%,10,+4.8%,11,-11.8,28,-4.9,24,-21.5
Vince Carter,34.8,DAL,Wing,106,1,-23.1,2,-14.8,42,-2.3%,33,+1.3%,25,-7.2,74,+2.9,2,-76.7
Mario Chalmers,25.5,MIA,Point,801,23,-6.9,32,-3.4,14,-7.9%,55,-0.4%,37,-4.2,32,-3.4,48,+0.1
Tyson Chandler,29.1,NYK,Big,166,59,+2.9,65,+5.7,52,-0.2%,76,-1.8%,89,+8.9,73,+2.7,89,+36.7
Norris Cole,23.0,MIA,Point,142,41,-0.8,41,-0.9,54,-0.0%,36,+1.1%,49,-1.0,50,-0.4,42,-2.9
Darren Collison,24.2,IND,Point,195,4,-16.0,8,-12.7,6,-13.6%,29,+1.7%,5,-17.0,4,-10.2,20,-28.3
Nick Collison,31.0,OKC,Big,319,46,+0.0,33,-3.0,84,+6.9%,47,+0.3%,88,+8.8,83,+4.1,83,+26.5
Mike Conley,24.1,MEM,Point,276,80,+10.7,76,+10.2,50,-0.8%,20,+2.8%,52,-0.2,26,-5.0,79,+20.0
Glen Davis,25.8,ORL,Big,190,27,-5.1,15,-9.4,86,+7.4%,84,-3.0%,9,-14.2,41,-1.2,0,-98.8
Luol Deng,26.5,CHI,Wing,227,18,-9.2,45,-0.3,2,-19.1%,7,+5.1%,0,-24.6,2,-12.7,11,-43.3
Boris Diaw,29.5,SAS,Big,342,50,+1.3,41,-1.0,53,-0.2%,78,-2.0%,24,-7.7,31,-3.5,21,-26.5
Keyon Dooling,31.5,BOS,Combo,197,56,+2.6,36,-1.8,71,+3.1%,5,+5.6%,68,+3.5,47,-0.6,91,+37.6
Tim Duncan,35.5,SAS,Big,460,71,+8.6,54,+2.5,59,+0.8%,67,-1.3%,29,-5.3,62,+1.0,7,-56.3
Kevin Durant,23.1,OKC,Forward,834,19,-8.9,11,-10.3,41,-2.6%,93,-5.2%,59,+0.7,49,-0.6,67,+8.5
Devin Ebanks,22.0,LAL,Wing,118,36,-2.7,35,-2.6,22,-6.3%,41,+0.7%,38,-4.0,23,-5.5,72,+10.1
Reggie Evans,31.5,LAC,Big,197,76,+9.8,46,+0.6,93,+10.9%,91,-4.4%,96,+15.7,89,+5.8,98,+61.9
Kenneth Faried,21.9,DEN,Big,191,22,-7.2,7,-13.5,88,+7.7%,63,-1.2%,89,+10.8,88,+5.8,82,+24.0
Derrick Favors,20.3,UTA,Big,109,98,+26.5,83,+11.8,89,+8.5%,100,-8.4%,100,+26.5,98,+12.2,99,+94.4
Landry Fields,23.3,NYK,Wing,105,26,-5.4,38,-1.5,27,-4.8%,68,-1.3%,58,+0.5,52,-0.3,54,+4.7
Derek Fisher,37.2,OKC,Point,419,64,+6.0,87,+13.3,49,-1.1%,33,+1.4%,65,+1.8,61,+0.9,59,+5.8
Randy Foye,28.1,LAC,Wing,286,9,-11.9,23,-6.1,43,-2.1%,45,+0.5%,35,-4.8,57,+0.3,13,-40.9
Danilo Gallinari,23.2,DEN,Forward,219,17,-9.3,20,-7.4,72,+3.9%,11,+4.6%,57,+0.5,67,+1.9,39,-4.6
Kevin Garnett,35.5,BOS,Big,733,73,+9.7,67,+6.2,40,-2.6%,62,-1.0%,47,-1.4,46,-0.6,37,-5.6
Marc Gasol,26.8,MEM,Big,260,76,+9.9,63,+4.7,75,+5.0%,73,-1.7%,50,-0.8,53,-0.0,52,+2.5
Pau Gasol,31.3,LAL,Big,439,21,-7.2,26,-5.3,12,-9.0%,6,+5.6%,21,-8.9,7,-8.9,56,+5.3
Rudy Gay,25.2,MEM,Forward,279,77,+10.2,44,-0.4,100,+16.1%,83,-2.9%,83,+7.9,68,+2.1,84,+27.3
Paul George,21.5,IND,Wing,368,90,+15.8,93,+16.6,85,+7.3%,54,-0.4%,84,+8.0,86,+5.4,72,+10.8
Taj Gibson,26.4,CHI,Big,137,25,-6.2,0,-19.6,99,+15.9%,94,-5.2%,93,+13.9,97,+10.4,76,+15.6
Manu Ginobili,34.3,SAS,Wing,386,29,-4.5,24,-6.1,85,+7.2%,39,+1.0%,90,+10.9,80,+3.7,95,+53.7
Danny Granger,28.5,IND,Wing,418,91,+16.8,67,+6.5,98,+13.1%,82,-2.7%,93,+14.8,99,+12.5,46,-0.2
Danny Green,24.4,SAS,Wing,283,72,+8.8,80,+11.2,29,-4.4%,44,+0.6%,8,-14.8,11,-8.0,10,-44.2
Blake Griffin,22.6,LAC,Big,391,34,-3.5,56,+3.0,19,-6.8%,65,-1.2%,45,-2.3,37,-2.6,59,+5.9
Richard Hamilton,33.7,CHI,Wing,170,43,-0.7,37,-1.6,26,-4.8%,34,+1.3%,12,-11.5,7,-9.9,40,-4.2
Tyler Hansbrough,26.0,IND,Big,152,16,-9.4,18,-8.3,16,-7.6%,54,-0.2%,32,-5.2,24,-5.5,65,+7.7
James Harden,22.2,OKC,Wing,621,85,+13.3,89,+14.5,80,+6.0%,46,+0.4%,71,+4.6,78,+3.3,61,+6.5
Al Harrington,31.7,DEN,Big,162,67,+6.9,79,+10.5,17,-7.0%,22,+2.3%,20,-9.0,14,-7.0,33,-9.7
Devin Harris,28.7,UTA,Point,119,30,-4.4,93,+16.4,0,-27.7%,1,+10.4%,1,-20.1,0,-18.5,33,-10.4
Udonis Haslem,31.4,MIA,Big,444,47,+0.2,29,-3.7,68,+2.8%,43,+0.6%,70,+4.3,64,+1.4,76,+16.1
Spencer Hawes,23.5,PHI,Big,328,31,-4.4,33,-3.2,33,-3.7%,49,+0.2%,54,+0.0,34,-3.0,81,+23.1
Gordon Hayward,21.6,UTA,Wing,122,68,+7.9,88,+13.6,2,-18.0%,11,+4.7%,23,-8.0,3,-11.7,77,+17.6
Roy Hibbert,24.9,IND,Big,339,80,+10.9,63,+4.8,98,+13.7%,67,-1.3%,97,+16.6,100,+12.8,67,+8.5
George Hill,25.5,IND,Combo,344,93,+17.1,89,+15.3,93,+10.5%,71,-1.6%,94,+14.9,94,+8.5,85,+28.4
Jordan Hill,24.3,LAL,Big,210,38,-2.3,11,-11.1,96,+12.3%,99,-6.8%,95,+15.4,98,+10.6,73,+11.4
Kirk Hinrich,30.8,ATL,Combo,140,37,-2.5,22,-7.0,44,-1.6%,30,+1.7%,33,-5.0,15,-6.8,49,+0.6
Jrue Holiday,21.4,PHI,Combo,492,15,-9.7,1,-17.5,48,-1.2%,48,+0.2%,28,-6.2,21,-5.8,41,-2.9
Ryan Hollins,27.1,BOS,Big,146,12,-10.9,3,-14.3,78,+5.8%,31,+1.6%,72,+4.9,72,+2.5,74,+12.7
Al Horford,25.4,ATL,Big,107,85,+13.3,85,+12.5,73,+3.9%,57,-0.5%,76,+5.8,66,+1.8,85,+27.4
Serge Ibaka,22.1,OKC,Big,567,46,-0.3,48,+0.9,39,-2.8%,46,+0.4%,31,-5.2,56,+0.1,16,-35.5
Andre Iguodala,27.8,PHI,Wing,504,33,-3.5,28,-4.3,57,+0.6%,79,-2.0%,17,-10.2,20,-6.0,19,-28.7
Stephen Jackson,33.6,SAS,Wing,282,57,+2.6,70,+7.5,37,-2.9%,50,+0.1%,87,+8.5,76,+3.2,87,+33.4
LeBron James,26.8,MIA,Forward,978,88,+14.5,76,+10.1,74,+4.1%,28,+1.7%,76,+5.8,48,-0.6,92,+40.8
Al Jefferson,26.8,UTA,Big,140,52,+1.5,99,+23.9,1,-26.9%,0,+12.6%,10,-14.0,6,-9.9,29,-14.3
Joe Johnson,30.3,ATL,Wing,242,93,+17.2,84,+12.1,10,-10.6%,53,-0.1%,80,+6.6,12,-7.7,97,+60.5
James Jones,31.1,MIA,Wing,149,2,-17.1,12,-10.2,24,-6.0%,14,+3.4%,19,-9.4,19,-6.3,27,-16.7
DeAndre Jordan,23.3,LAC,Big,245,20,-7.7,30,-3.7,41,-2.4%,24,+2.3%,15,-10.7,40,-1.5,4,-68.3
Jason Kidd,38.6,DAL,Point,143,100,+38.4,100,+30.2,90,+8.7%,89,-4.0%,69,+3.5,79,+3.5,46,0.0
Ty Lawson,24.0,DEN,Point,241,94,+18.9,77,+10.2,83,+6.8%,37,+1.0%,92,+11.4,92,+6.8,80,+21.4
Kawhi Leonard,20.3,SAS,Forward,376,37,-2.4,20,-7.5,70,+3.0%,74,-1.7%,74,+5.6,81,+4.0,51,+2.3
Shawn Marion,33.5,DAL,Forward,139,59,+2.6,13,-9.6,81,+6.1%,98,-6.5%,46,-1.6,70,+2.2,18,-30.3
Kenyon Martin,33.8,LAC,Big,191,48,+0.4,40,-1.2,60,+1.1%,18,+2.9%,55,+0.2,51,-0.4,57,+5.3
O.J. Mayo,24.0,MEM,Combo,163,7,-13.9,14,-9.5,8,-10.9%,37,+1.1%,28,-6.1,36,-2.7,28,-15.2
JaVale McGee,23.8,DEN,Big,181,82,+11.7,72,+9.3,36,-3.3%,97,-6.1%,30,-5.2,59,+0.6,20,-26.6
Andre Miller,35.6,DEN,Combo,199,53,+1.8,54,+2.3,28,-4.5%,89,-4.2%,13,-10.9,22,-5.6,25,-21.0
Mike Miller,31.7,MIA,Wing,366,61,+4.7,50,+1.9,87,+7.4%,58,-0.7%,86,+8.3,87,+5.8,64,+7.5
Paul Millsap,26.7,UTA,Big,138,39,-2.0,81,+11.2,66,+2.5%,2,+6.8%,4,-17.6,30,-4.4,6,-61.5
Gary Neal,27.1,SAS,Combo,204,20,-7.9,43,-0.6,32,-4.0%,7,+5.1%,46,-2.1,37,-2.4,70,+9.4
Jameer Nelson,29.7,ORL,Point,181,54,+2.1,24,-5.9,63,+2.3%,60,-1.0%,6,-16.7,25,-5.3,2,-76.3
Dirk Nowitzki,33.4,DAL,Big,153,99,+28.1,97,+21.1,97,+12.4%,16,+3.1%,99,+18.0,84,+4.3,100,+121.1
Tony Parker,29.5,SAS,Point,504,75,+9.8,57,+3.2,61,+1.8%,81,-2.4%,48,-1.1,72,+2.4,15,-39.1
Chris Paul,26.5,LAC,Point,421,5,-15.5,7,-13.1,25,-5.5%,28,+1.7%,50,-0.6,55,+0.1,35,-6.7
Kendrick Perkins,27.0,OKC,Big,515,24,-6.5,6,-13.8,38,-2.8%,75,-1.8%,42,-2.6,41,-1.5,37,-5.8
Paul Pierce,34.1,BOS,Forward,775,13,-10.4,16,-9.0,31,-4.1%,96,-5.9%,41,-3.0,71,+2.3,8,-55.2
Mickael Pietrus,29.7,BOS,Wing,392,45,-0.4,39,-1.3,69,+2.9%,51,-0.1%,64,+1.7,58,+0.4,71,+9.6
Quincy Pondexter,23.6,MEM,Wing,113,3,-16.2,9,-11.9,11,-10.6%,15,+3.4%,22,-8.2,11,-7.9,44,-1.6
Zach Randolph,30.3,MEM,Big,247,87,+14.2,85,+12.2,94,+10.9%,72,-1.7%,79,+6.2,85,+4.3,69,+9.2
JJ Redick,27.4,ORL,Wing,121,58,+2.6,66,+6.2,67,+2.7%,88,-3.9%,59,+0.9,93,+8.4,5,-64.6
Jason Richardson,30.8,ORL,Wing,148,65,+6.1,62,+4.5,50,-0.5%,50,+0.1%,27,-6.3,9,-8.5,75,+15.4
Rajon Rondo,25.7,BOS,Point,805,69,+8.0,69,+6.8,56,+0.4%,80,-2.2%,67,+2.6,67,+1.9,50,+1.1
Thabo Sefolosha,27.5,OKC,Wing,443,14,-10.0,15,-9.3,35,-3.3%,59,-0.8%,34,-4.9,33,-3.2,34,-9.7
Ramon Sessions,25.6,LAL,Combo,375,35,-2.9,60,+4.0,9,-10.8%,4,+6.0%,33,-4.9,10,-8.1,78,+18.1
JR Smith,26.1,NYK,Wing,169,62,+4.8,47,+0.7,80,+6.1%,76,-1.9%,73,+5.1,93,+8.2,38,-5.4
Josh Smith,25.9,ATL,Big,194,89,+15.4,91,+16.2,54,+0.0%,93,-4.5%,51,-0.2,44,-1.2,62,+6.5
Marreese Speights,24.2,MEM,Big,100,6,-15.4,25,-5.6,5,-14.1%,25,+2.1%,14,-10.8,38,-2.0,15,-39.2
Tiago Splitter,26.8,SAS,Big,166,41,-0.8,59,+3.9,37,-3.2%,38,+1.0%,80,+6.5,65,+1.6,88,+35.0
Greg Stiemsma,26.1,BOS,Big,141,11,-11.0,31,-3.5,47,-1.2%,3,+6.4%,20,-9.2,28,-4.7,12,-42.2
Amar'e Stoudemire,29.0,NYK,Big,139,84,+12.8,86,+12.9,20,-6.8%,15,+3.2%,39,-3.1,5,-10.2,80,+22.6
Jeff Teague,23.4,ATL,Point,224,98,+27.9,98,+22.2,13,-8.1%,85,-3.2%,40,-3.0,24,-5.4,63,+6.7
Jason Terry,34.1,DAL,Wing,138,7,-13.0,37,-1.6,7,-12.3%,2,+7.5%,7,-15.7,15,-6.9,9,-54.8
Ronny Turiaf,28.8,MIA,Big,106,11,-11.5,4,-14.1,55,+0.1%,64,-1.2%,26,-6.4,54,-0.0,14,-40.8
Hedo Turkoglu,32.6,ORL,Wing,162,55,+2.4,82,+11.3,23,-6.2%,61,-1.0%,2,-18.8,18,-6.4,1,-95.5
Evan Turner,23.0,PHI,Wing,443,15,-9.7,42,-0.8,21,-6.7%,35,+1.2%,56,+0.3,46,-0.6,63,+7.0
Dwyane Wade,29.8,MIA,Wing,898,67,+6.8,51,+2.1,51,-0.2%,77,-2.0%,37,-4.0,42,-1.2,26,-17.2
CJ Watson,27.5,CHI,Point,164,28,-4.9,59,+3.7,4,-14.1%,8,+4.9%,2,-20.1,1,-15.1,23,-24.1
David West,31.2,IND,Big,415,96,+20.7,98,+22.3,46,-1.4%,13,+3.5%,66,+2.4,59,+0.6,68,+9.0
Russell Westbrook,23.0,OKC,Point,765,70,+8.5,64,+5.5,30,-4.3%,69,-1.4%,36,-4.6,27,-5.0,54,+4.8
Lou Williams,25.0,PHI,Point,354,86,+13.3,78,+10.4,64,+2.3%,66,-1.3%,62,+1.5,63,+1.1,53,+3.0
Marvin Williams,25.4,ATL,Forward,138,72,+8.7,73,+9.3,76,+5.2%,52,-0.1%,61,+1.5,69,+2.2,46,0.0
Mo Williams,28.9,LAC,Combo,225,63,+5.9,52,+2.2,63,+2.3%,23,+2.3%,53,-0.1,33,-3.3,86,+31.1
Metta World Peace,32.0,LAL,Wing,233,49,+1.1,50,+1.5,45,-1.5%,20,+2.7%,54,-0.1,45,-1.0,58,+5.4
Nick Young,26.4,LAC,Wing,196,92,+16.8,71,+7.6,76,+5.4%,63,-1.1%,85,+8.2,75,+3.0,89,+35.1
Thaddeus Young,23.4,PHI,Big,275,60,+3.0,49,+1.3,67,+2.5%,86,-3.7%,67,+2.5,82,+4.1,32,-11.2
