Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Mario Chalmers,23.5,MIA,Combo,130,42,-0.8%,13,-7.6%,91,+12.7%,59,+1.9%,83,+7.0%,42,-3.6%,13,-9.9%,10,-8.9%
Jarron Collins,30.9,PHX,Big,112,13,-4.8%,48,-0.6%,27,-5.6%,42,-1.9%,31,-2.7%,22,-14.8%,53,+1.7%,32,-3.5%
Nick Collison,29.0,OKC,Big,121,97,+11.0%,85,+8.0%,99,+27.4%,88,+13.8%,98,+18.9%,33,-6.4%,61,+3.0%,53,+1.1%
Jamal Crawford,29.6,ATL,Combo,323,11,-5.0%,22,-5.4%,47,-0.1%,25,-6.1%,27,-4.1%,3,-36.7%,49,+0.1%,8,-9.5%
Erick Dampier,34.3,DAL,Big,118,4,-9.1%,0,-17.4%,19,-9.0%,38,-4.1%,18,-6.5%,17,-18.6%,82,+9.4%,48,-0.8%
Glen Davis,23.8,BOS,Big,467,37,-1.1%,65,+2.0%,16,-10.7%,43,-1.8%,24,-5.1%,66,+4.9%,52,+1.4%,62,+2.5%
Carlos Delfino,27.2,MIL,Wing,224,67,+2.5%,3,-12.0%,40,-2.1%,70,+6.4%,77,+5.6%,24,-13.4%,87,+12.3%,89,+9.9%
Luol Deng,24.5,CHI,Forward,201,93,+7.7%,96,+13.0%,97,+19.9%,62,+2.8%,92,+9.3%,1,-90.0%,84,+11.4%,19,-6.7%
Boris Diaw,27.5,CHA,Big,151,5,-8.9%,17,-6.0%,87,+11.7%,15,-9.0%,18,-6.6%,7,-29.2%,43,-1.6%,5,-10.9%
Goran Dragic,23.5,PHX,Combo,214,32,-2.3%,55,+0.5%,39,-2.3%,23,-6.8%,25,-4.6%,63,+3.9%,20,-7.0%,25,-5.0%
Jared Dudley,24.3,PHX,Wing,364,66,+2.3%,30,-3.8%,57,+3.1%,57,+1.5%,60,+1.9%,68,+6.1%,57,+2.6%,64,+2.5%
Tim Duncan,33.5,SAS,Big,371,87,+6.1%,87,+8.6%,72,+5.5%,87,+13.8%,89,+8.3%,34,-5.8%,86,+12.0%,74,+4.4%
Kevin Durant,21.1,OKC,Wing,230,90,+7.2%,97,+13.3%,5,-21.0%,98,+18.1%,52,+0.7%,18,-18.4%,91,+14.8%,80,+6.5%
Maurice Evans,31.0,ATL,Wing,126,8,-6.3%,27,-4.5%,22,-8.2%,22,-7.2%,13,-7.4%,16,-18.9%,73,+6.5%,36,-2.7%
Jordan Farmar,22.9,LAL,Point,270,31,-2.3%,20,-5.5%,13,-12.0%,41,-2.4%,17,-6.9%,87,+16.5%,45,-0.8%,73,+4.4%
Raymond Felton,25.3,CHA,Point,129,55,+0.3%,51,-0.1%,59,+3.5%,50,+0.7%,66,+3.1%,88,+16.7%,22,-6.6%,34,-2.9%
Rudy Fernandez,24.6,POR,Wing,108,81,+4.5%,63,+1.7%,79,+8.3%,71,+6.9%,86,+7.8%,28,-10.0%,37,-2.7%,50,-0.3%
Kyrylo Fesenko,22.9,UTA,Big,177,47,-0.3%,43,-1.6%,35,-2.9%,30,-5.3%,26,-4.2%,30,-7.8%,75,+6.8%,69,+3.5%
Derek Fisher,35.2,LAL,Point,749,66,+2.4%,82,+7.6%,86,+11.2%,52,+1.1%,79,+5.8%,13,-21.6%,54,+1.9%,26,-5.0%
Channing Frye,26.5,PHX,Big,426,60,+1.1%,58,+0.9%,24,-7.9%,29,-5.5%,19,-6.5%,61,+3.7%,64,+4.0%,66,+2.7%
Kevin Garnett,33.5,BOS,Big,763,51,-0.1%,62,+1.5%,60,+3.5%,76,+8.1%,81,+6.3%,13,-21.3%,36,-2.8%,13,-8.0%
Pau Gasol,29.3,LAL,Big,910,29,-2.5%,42,-1.7%,92,+14.0%,7,-12.7%,51,+0.4%,45,-2.6%,29,-5.1%,28,-4.3%
Taj Gibson,24.4,CHI,Big,143,28,-2.6%,76,+4.9%,14,-11.5%,16,-8.6%,8,-9.6%,8,-28.6%,97,+18.8%,91,+10.4%
Manu Ginobili,32.3,SAS,Wing,351,25,-2.9%,75,+4.9%,50,+0.5%,45,-1.3%,41,-0.6%,4,-35.1%,8,-11.6%,2,-22.7%
Marcin Gortat,25.7,ORL,Big,190,8,-6.0%,54,+0.5%,85,+11.0%,4,-13.2%,28,-4.0%,53,+0.9%,6,-13.3%,11,-8.7%
Jeff Green,23.2,OKC,Forward,216,0,-13.8%,7,-9.5%,0,-42.9%,5,-12.7%,0,-21.4%,97,+35.0%,19,-7.1%,35,-2.7%
Udonis Haslem,29.4,MIA,Big,141,26,-2.7%,26,-4.6%,79,+8.3%,18,-8.3%,34,-1.6%,48,0.0%,27,-5.6%,29,-4.1%
Brendan Haywood,29.9,DAL,Big,133,97,+10.8%,100,+25.8%,76,+6.1%,65,+3.4%,72,+4.8%,76,+10.6%,39,-2.4%,65,+2.5%
Nene Hilario,27.1,DEN,Big,168,79,+4.4%,76,+5.1%,17,-10.4%,76,+7.9%,59,+1.9%,3,-41.2%,55,+2.5%,33,-2.9%
George Hill,23.5,SAS,Combo,343,23,-3.1%,37,-2.2%,83,+10.0%,29,-5.3%,61,+2.1%,46,-1.9%,1,-26.9%,3,-19.0%
Grant Hill,37.1,PHX,Wing,449,73,+3.5%,81,+5.7%,70,+5.3%,61,+2.7%,69,+3.9%,40,-4.0%,71,+6.1%,70,+4.0%
Kirk Hinrich,28.8,CHI,Combo,195,33,-2.2%,60,+1.1%,37,-2.5%,9,-12.2%,9,-8.6%,93,+22.2%,93,+15.7%,98,+17.7%
Al Horford,23.4,ATL,Big,386,76,+3.7%,66,+2.0%,74,+5.9%,77,+8.5%,85,+7.5%,45,-2.2%,18,-7.4%,18,-6.8%
Dwight Howard,23.9,ORL,Big,494,92,+7.4%,71,+3.0%,15,-10.7%,95,+15.6%,76,+5.1%,39,-4.2%,92,+15.2%,87,+8.6%
Serge Ibaka,20.1,OKC,Big,132,85,+5.7%,61,+1.5%,96,+18.8%,86,+11.7%,97,+14.2%,12,-23.3%,76,+7.1%,53,+1.1%
Ersan Ilyasova,22.5,MIL,Big,150,14,-4.5%,71,+3.1%,55,+2.5%,20,-8.1%,21,-6.0%,43,-3.2%,14,-9.7%,9,-9.1%
Stephen Jackson,31.6,CHA,Wing,155,2,-11.6%,10,-8.5%,1,-34.4%,96,+15.8%,71,+4.4%,2,-66.7%,3,-19.4%,1,-25.1%
LeBron James,24.8,CLE,Forward,459,57,+1.0%,79,+5.3%,65,+4.5%,13,-9.9%,43,-0.2%,20,-15.5%,35,-2.8%,23,-5.9%
Antawn Jamison,33.4,CLE,Forward,373,82,+4.7%,91,+9.7%,90,+12.5%,21,-7.4%,53,+0.8%,25,-11.1%,51,+1.0%,38,-2.6%
Richard Jefferson,29.4,SAS,Forward,331,62,+1.5%,29,-4.2%,48,+0.2%,50,+0.4%,44,-0.2%,85,+14.7%,97,+17.6%,97,+16.4%
Brandon Jennings,20.1,MIL,Combo,248,52,-0.1%,2,-12.1%,4,-23.5%,85,+11.5%,55,+1.5%,38,-4.8%,74,+6.7%,76,+4.9%
Joe Johnson,28.3,ATL,Wing,440,87,+6.1%,70,+3.0%,81,+8.4%,92,+14.2%,95,+12.2%,95,+28.3%,0,-37.0%,18,-7.0%
Jason Kidd,36.6,DAL,Point,243,82,+4.6%,45,-1.3%,26,-6.4%,81,+9.7%,63,+2.5%,80,+11.4%,82,+10.1%,92,+10.6%
Kyle Korver,28.6,UTA,Wing,209,78,+4.0%,87,+8.5%,45,-0.8%,79,+9.0%,73,+4.8%,56,+2.1%,41,-1.7%,47,-0.9%
Nenad Krstic,26.3,OKC,Big,129,3,-11.6%,13,-7.4%,6,-20.4%,3,-15.7%,1,-17.5%,69,+6.4%,17,-7.5%,27,-4.5%
Ty Lawson,22.0,DEN,Combo,115,76,+3.8%,3,-11.1%,58,+3.5%,100,+28.0%,99,+20.1%,41,-3.8%,71,+6.1%,67,+3.5%
Rashard Lewis,30.2,ORL,Big,511,86,+5.8%,50,-0.2%,78,+7.8%,67,+5.6%,88,+8.2%,60,+3.5%,76,+7.3%,79,+6.0%
Robin Lopez,21.6,PHX,Big,100,34,-2.1%,40,-1.9%,69,+4.9%,60,+2.3%,67,+3.2%,70,+6.4%,7,-12.6%,29,-4.1%
Shawn Marion,31.5,DAL,Forward,148,39,-0.9%,21,-5.5%,67,+4.6%,87,+12.1%,90,+8.4%,27,-10.6%,23,-6.4%,13,-7.9%
Kenyon Martin,31.8,DEN,Big,204,45,-0.5%,88,+8.9%,9,-12.5%,3,-17.1%,2,-15.4%,58,+2.9%,69,+5.1%,68,+3.5%
Wesley Matthews,23.0,UTA,Wing,368,71,+2.9%,8,-9.0%,87,+11.9%,71,+6.7%,92,+8.8%,64,+4.2%,87,+12.9%,92,+11.6%
Luc Mbah a Moute,23.1,MIL,Forward,172,39,-0.9%,24,-4.8%,20,-8.8%,55,+1.4%,39,-1.1%,57,+2.4%,70,+5.1%,72,+4.3%
Antonio McDyess,35.2,SAS,Big,245,61,+1.4%,47,-0.6%,61,+3.7%,91,+14.1%,87,+8.1%,86,+16.4%,33,-3.6%,75,+4.4%
CJ Miles,22.6,UTA,Wing,336,15,-4.4%,50,-0.1%,34,-3.0%,10,-12.1%,10,-8.4%,54,+1.1%,15,-8.7%,21,-6.5%
Andre Miller,33.6,POR,Combo,208,92,+7.5%,83,+7.7%,94,+18.3%,47,-0.7%,75,+5.1%,71,+6.7%,85,+11.6%,88,+9.7%
Paul Millsap,24.7,UTA,Big,322,41,-0.8%,77,+5.2%,28,-4.7%,66,+4.1%,50,+0.4%,77,+10.9%,11,-10.6%,22,-5.9%
Steve Nash,35.7,PHX,Point,536,65,+2.3%,57,+0.7%,54,+2.3%,68,+5.9%,70,+4.1%,29,-8.3%,77,+7.6%,71,+4.2%
Jameer Nelson,27.7,ORL,Point,479,55,+0.2%,67,+2.4%,32,-3.6%,58,+1.5%,45,-0.1%,67,+5.3%,32,-4.7%,43,-1.4%
Joakim Noah,24.7,CHI,Big,187,45,-0.5%,59,+1.0%,53,+2.1%,63,+3.2%,66,+2.9%,92,+20.0%,3,-18.6%,3,-15.6%
Dirk Nowitzki,31.4,DAL,Big,229,58,+1.1%,14,-6.7%,63,+3.9%,97,+16.3%,87,+8.0%,55,+2.0%,39,-2.4%,45,-1.2%
Jermaine O'Neal,31.1,MIA,Big,116,1,-11.6%,5,-9.7%,8,-16.0%,18,-8.3%,5,-11.6%,9,-25.5%,65,+4.2%,49,-0.7%
Shaquille O'Neal,37.7,CLE,Big,242,46,-0.3%,49,-0.3%,75,+6.0%,24,-6.7%,34,-2.0%,11,-23.5%,79,+7.7%,45,-1.2%
Lamar Odom,30.0,LAL,Big,650,53,+0.0%,44,-1.4%,31,-3.7%,56,+1.5%,39,-1.0%,72,+7.4%,50,+0.4%,61,+2.4%
Zaza Pachulia,25.7,ATL,Big,135,18,-3.8%,9,-8.8%,52,+2.0%,12,-10.8%,20,-6.3%,73,+8.0%,88,+14.2%,94,+12.8%
Anthony Parker,34.4,CLE,Wing,327,44,-0.6%,66,+2.3%,56,+3.0%,17,-8.4%,23,-5.1%,74,+8.1%,46,-0.5%,58,+1.8%
Tony Parker,27.5,SAS,Point,333,95,+8.3%,28,-4.3%,30,-4.3%,69,+6.1%,57,+1.9%,84,+14.0%,100,+33.0%,100,+26.0%
Kendrick Perkins,25.0,BOS,Big,571,84,+5.5%,33,-3.2%,82,+8.9%,78,+8.9%,91,+8.8%,52,+0.6%,83,+10.5%,87,+8.6%
Paul Pierce,32.1,BOS,Wing,926,74,+3.6%,53,+0.4%,50,+0.7%,83,+11.1%,84,+7.2%,23,-13.7%,80,+8.5%,66,+3.1%
Mickael Pietrus,27.7,ORL,Wing,258,13,-4.8%,46,-1.0%,73,+5.7%,0,-25.0%,6,-10.7%,55,+1.7%,34,-3.3%,40,-1.7%
JJ Redick,25.4,ORL,Wing,244,18,-3.7%,18,-5.9%,41,-1.4%,6,-12.7%,16,-7.0%,61,+3.8%,50,+0.1%,55,+1.3%
Jason Richardson,28.8,PHX,Wing,531,69,+2.6%,68,+2.6%,29,-4.5%,72,+6.9%,58,+1.9%,34,-6.0%,81,+9.3%,76,+5.7%
Quentin Richardson,29.6,MIA,Wing,148,49,-0.2%,78,+5.2%,10,-12.5%,39,-3.2%,12,-8.2%,98,+41.3%,42,-1.7%,82,+6.7%
Luke Ridnour,28.7,MIL,Point,116,12,-4.9%,39,-1.9%,46,-0.8%,45,-1.4%,36,-1.4%,14,-20.8%,40,-2.3%,16,-7.0%
Nate Robinson,25.4,BOS,Combo,105,16,-4.4%,16,-6.1%,45,-0.9%,36,-4.2%,29,-2.9%,66,+4.8%,30,-4.9%,24,-5.2%
Rajon Rondo,23.7,BOS,Point,972,80,+4.4%,89,+9.4%,77,+7.3%,46,-0.8%,62,+2.3%,26,-11.1%,63,+3.8%,61,+2.4%
Derrick Rose,21.1,CHI,Point,211,68,+2.6%,92,+10.2%,98,+26.2%,84,+11.2%,97,+15.7%,0,0.0%,2,-25.0%,0,-26.7%
John Salmons,29.9,MIL,Wing,283,30,-2.4%,12,-8.0%,2,-28.2%,34,-4.4%,14,-7.4%,83,+13.9%,62,+3.4%,83,+7.2%
Thabo Sefolosha,25.5,OKC,Wing,124,19,-3.7%,72,+3.1%,3,-24.4%,19,-8.1%,3,-14.1%,48,0.0%,48,-0.1%,51,-0.0%
JR Smith,24.1,DEN,Wing,156,10,-5.7%,18,-5.7%,11,-12.3%,27,-5.8%,13,-7.4%,65,+4.5%,44,-1.4%,31,-3.6%
Josh Smith,23.9,ATL,Big,390,50,-0.2%,80,+5.7%,24,-7.2%,66,+3.7%,46,+0.1%,32,-6.8%,24,-6.0%,17,-7.0%
Jerry Stackhouse,35.0,MIL,Wing,134,63,+1.6%,93,+12.2%,97,+23.7%,31,-5.3%,55,+1.1%,81,+11.7%,8,-11.6%,12,-8.5%
Amar'e Stoudemire,27.0,PHX,Big,581,75,+3.6%,86,+8.4%,51,+1.3%,48,+0.0%,45,-0.2%,39,-4.1%,78,+7.6%,78,+5.9%
Jason Terry,32.1,DAL,Wing,166,77,+3.8%,98,+13.4%,68,+4.8%,13,-9.6%,30,-2.7%,79,+11.2%,38,-2.7%,60,+2.2%
Kurt Thomas,37.1,MIL,Big,198,94,+8.0%,90,+9.5%,64,+4.2%,28,-5.6%,33,-2.2%,92,+20.8%,89,+14.4%,97,+16.0%
Anderson Varejao,27.1,CLE,Big,255,29,-2.4%,29,-3.9%,13,-11.5%,80,+9.6%,48,+0.1%,91,+19.1%,29,-5.1%,57,+1.7%
Dwyane Wade,27.8,MIA,Wing,209,96,+9.2%,4,-10.2%,92,+14.1%,75,+7.4%,82,+6.8%,97,+40.0%,90,+14.7%,99,+19.8%
Gerald Wallace,27.3,CHA,Forward,163,100,+15.7%,64,+1.8%,100,+28.8%,94,+15.1%,100,+22.6%,100,+55.6%,26,-5.7%,77,+5.8%
Rasheed Wallace,35.1,BOS,Big,404,34,-2.0%,73,+3.8%,39,-2.2%,8,-12.2%,11,-8.3%,87,+16.6%,21,-6.8%,41,-1.7%
Martell Webster,22.9,POR,Forward,132,36,-1.6%,15,-6.2%,7,-17.7%,82,+9.9%,68,+3.3%,35,-5.7%,9,-11.0%,14,-7.7%
Delonte West,26.3,CLE,Combo,261,40,-0.8%,24,-4.9%,25,-6.8%,89,+13.9%,80,+5.9%,76,+8.8%,18,-7.2%,37,-2.6%
Russell Westbrook,21.0,OKC,Point,211,89,+6.5%,95,+12.9%,43,-1.2%,40,-2.8%,32,-2.3%,15,-20.6%,94,+16.1%,82,+7.1%
Deron Williams,25.3,UTA,Point,397,50,-0.1%,52,-0.1%,87,+11.9%,35,-4.2%,64,+2.5%,6,-32.3%,25,-5.9%,8,-10.3%
Jason Williams,34.0,ORL,Point,172,48,-0.2%,36,-2.4%,61,+3.6%,44,-1.5%,47,+0.1%,37,-5.3%,66,+4.7%,56,+1.4%
Marvin Williams,23.4,ATL,Forward,329,35,-1.9%,23,-5.1%,62,+3.7%,51,+0.9%,56,+1.8%,51,+0.2%,12,-10.1%,20,-6.6%
Mo Williams,26.9,CLE,Point,409,91,+7.2%,97,+13.2%,82,+9.0%,37,-4.2%,37,-1.3%,30,-7.8%,92,+14.8%,85,+7.5%
Metta World Peace,30.0,LAL,Wing,837,88,+6.4%,92,+11.2%,84,+10.7%,54,+1.3%,78,+5.6%,44,-3.1%,56,+2.6%,55,+1.1%
Dorell Wright,23.9,MIA,Wing,107,24,-3.0%,6,-9.7%,71,+5.3%,55,+1.5%,74,+4.9%,5,-34.9%,28,-5.6%,6,-10.9%
