Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Alex Abrines,24.3,OKC,Wing,1066,67,+1.4,24,-1.2,7,-2.7%,37,-3.4,56,+0.1,4,-10.7%,80,+12.8,18,-1.1,44,-0.6%,27,-8.3
Quincy Acy,27.1,BKN,Big,1287,70,+1.7,71,+0.7,7,-2.7%,89,+12.5,82,+0.6,6,-10.0%,94,+26.1,61,+0.3,5,-6.6%,77,+8.7
Steven Adams,24.3,OKC,Big,2465,91,+6.3,82,+1.2,99,+5.0%,65,+3.2,10,-1.0,97,+13.4%,7,-23.6,98,+2.1,99,+9.6%,92,+16.4
Arron Afflalo,32.0,ORL,Wing,618,30,-2.7,19,-1.4,12,-2.0%,30,-5.7,38,-0.3,42,-0.8%,66,+6.6,26,-0.7,21,-2.9%,38,-3.9
LaMarcus Aldridge,32.3,SAS,Big,2474,91,+6.3,78,+1.0,23,-1.2%,86,+10.8,81,+0.6,8,-8.3%,91,+20.0,64,+0.4,18,-3.2%,70,+6.5
Tony Allen,35.8,NOP,Wing,258,37,-1.9,51,-0.1,66,+0.7%,53,+0.6,11,-0.9,26,-3.3%,12,-17.1,77,+0.8,63,+1.0%,72,+7.3
Al-Farouq Aminu,27.1,POR,Big,2055,84,+3.9,35,-0.6,93,+2.5%,19,-9.3,43,-0.1,89,+7.3%,21,-12.4,46,-0.1,81,+3.0%,40,-3.3
Justin Anderson,24.0,PHI,Wing,420,18,-5.3,48,-0.2,19,-1.6%,56,+1.3,19,-0.6,90,+7.7%,34,-7.2,76,+0.8,19,-3.0%,76,+8.3
Kyle Anderson,24.1,SAS,Forward,1946,33,-2.4,32,-0.7,38,-0.6%,27,-6.6,36,-0.3,10,-7.7%,30,-8.8,31,-0.6,38,-1.1%,25,-8.9
Ryan Anderson,29.5,HOU,Big,1672,51,-0.5,49,-0.1,31,-0.9%,57,+1.5,35,-0.3,72,+3.1%,48,-2.2,50,-0.0,55,+0.2%,53,+1.3
