Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Carmelo Anthony,33.4,OKC,Big,2473,83,+5.8,+15,92,+6.3,67,+0.7%,44,+0.1%,98,+8.3%,52,-0.1,44,+0.6,14,+2.5%,27,-0.8%,92,-3.8%,79,-2.0
Trevor Ariza,32.3,HOU,Wing,2221,36,-2.8,-5,44,-1.3,59,+0.3%,16,+1.2%,72,+1.5%,16,-3.0,36,+1.6,28,+1.4%,83,+1.4%,28,+1.4%,51,+0.0
Darrell Arthur,29.6,DEN,Big,118,6,-13.4,-30,8,-7.4,30,-1.4%,37,+0.3%,0,-13.1%,62,+0.6,10,+5.9,7,+3.5%,75,+1.0%,1,+5.6%,40,+0.9
Omer Asik,31.3,NOP,Big,103,38,-2.7,-7,75,+2.6,97,+4.9%,53,-0.1%,5,-5.4%,4,-5.6,13,+5.3,6,+3.8%,30,-0.7%,97,-4.7%,92,-4.0
D.J. Augustin,30.0,ORL,Point,1739,78,+4.4,+10,49,-0.7,29,-1.5%,40,+0.2%,41,-0.6%,70,+1.2,88,-5.1,85,-2.4%,45,-0.2%,80,-2.2%,50,+0.1
Luke Babbitt,28.4,ATL,Big,517,46,-0.8,-1,78,+2.9,83,+1.9%,60,-0.3%,6,-5.0%,72,+1.4,23,+3.7,21,+1.8%,35,-0.5%,80,-2.2%,59,-0.5
Luke Babbitt,28.4,MIA,Forward,106,34,-3.3,-9,87,+4.9,92,+3.1%,82,-1.1%,23,-2.3%,20,-2.5,4,+8.1,15,+2.4%,5,-2.4%,0,+8.4%,99,-8.1
Ron Baker,24.6,NYK,Combo,334,80,+5.0,+13,76,+2.7,76,+1.4%,52,-0.1%,62,+0.9%,99,+7.8,70,-2.3,74,-1.4%,87,+1.7%,12,+2.6%,27,+1.9
J.J. Barea,33.3,DAL,Combo,1595,86,+6.5,+17,93,+6.9,96,+4.3%,28,+0.6%,44,-0.5%,59,+0.3,46,+0.4,45,+0.2%,72,+0.9%,33,+1.0%,45,+0.5
Harrison Barnes,25.4,DAL,Forward,2590,15,-8.3,-21,28,-3.1,28,-1.5%,30,+0.5%,16,-3.1%,49,-0.2,13,+5.2,34,+0.8%,21,-1.2%,41,+0.5%,14,+3.5
Will Barton,26.8,DEN,Combo,2634,61,+1.6,+4,58,+0.5,39,-0.7%,28,+0.6%,64,+1.0%,58,+0.2,58,-1.0,74,-1.5%,28,-0.7%,18,+2.2%,37,+1.1
Nicolas Batum,28.9,CHA,Wing,1960,50,-0.3,-1,68,+1.6,86,+2.1%,24,+0.8%,37,-1.1%,56,+0.2,33,+1.9,44,+0.3%,23,-1.0%,24,+1.8%,82,-2.5
Jerryd Bayless,29.2,PHI,Wing,898,11,-9.7,-25,16,-5.8,18,-2.6%,9,+1.8%,46,-0.3%,37,-1.1,20,+4.0,22,+1.8%,59,+0.3%,29,+1.3%,8,+4.8
Aron Baynes,30.9,BOS,Big,1448,70,+2.8,+8,23,-4.2,37,-0.8%,61,-0.3%,72,+1.5%,2,-6.6,94,-7.0,84,-2.3%,49,-0.0%,96,-4.5%,89,-3.3
Kent Bazemore,28.3,ATL,Wing,1771,78,+4.4,+10,66,+1.4,77,+1.6%,23,+0.8%,58,+0.6%,69,+1.0,78,-3.1,64,-0.8%,93,+2.4%,3,+4.4%,67,-1.0
Bradley Beal,24.3,WAS,Wing,2957,88,+7.3,+19,87,+4.7,93,+3.5%,61,-0.3%,20,-2.7%,20,-2.6,74,-2.6,91,-2.9%,67,+0.7%,32,+1.1%,70,-1.3
Malik Beasley,20.9,DEN,Wing,493,32,-3.5,-9,13,-6.3,9,-3.9%,69,-0.6%,51,+0.1%,57,+0.2,77,-2.8,82,-2.1%,52,+0.0%,54,-0.3%,16,+3.1
Michael Beasley,28.8,NYK,Big,1611,51,-0.2,-0,72,+2.0,51,-0.1%,61,-0.3%,66,+1.1%,65,+0.8,31,+2.2,38,+0.7%,30,-0.7%,40,+0.6%,11,+4.0
Marco Belinelli,31.6,ATL,Wing,1192,26,-4.9,-11,50,-0.5,15,-2.9%,45,+0.1%,76,+1.9%,46,-0.5,17,+4.4,19,+2.1%,20,-1.2%,35,+0.9%,17,+3.0
Marco Belinelli,31.6,PHI,Wing,714,72,+3.0,+5,81,+3.5,68,+0.8%,16,+1.2%,92,+4.2%,8,-4.4,45,+0.5,32,+1.0%,87,+1.8%,27,+1.5%,30,+1.7
DeAndre' Bembry,23.3,ATL,Wing,435,19,-6.8,-13,25,-3.9,50,-0.1%,54,-0.1%,25,-2.0%,47,-0.4,27,+3.0,26,+1.5%,96,+3.0%,20,+2.1%,76,-1.7
Dragan Bender,20.0,PHX,Big,2003,31,-3.7,-7,36,-2.0,59,+0.3%,50,+0.0%,8,-4.4%,18,-2.8,35,+1.7,54,-0.3%,27,-0.8%,69,-1.3%,82,-2.4
Davis Bertans,25.0,SAS,Big,977,54,+0.3,+1,44,-1.3,74,+1.3%,47,+0.1%,13,-3.3%,21,-2.3,63,-1.6,47,+0.0%,71,+0.8%,26,+1.5%,69,-1.2
Patrick Beverley,29.3,LAC,Point,333,85,+6.3,+16,69,+1.6,29,-1.5%,42,+0.2%,95,+5.4%,52,-0.1,87,-4.7,43,+0.4%,94,+2.7%,46,+0.2%,82,-2.4
Bismack Biyombo,25.2,ORL,Big,1441,2,-16.7,-35,5,-10.2,5,-4.9%,4,+2.6%,92,+4.2%,40,-0.9,9,+6.5,36,+0.7%,22,-1.1%,5,+4.3%,62,-0.7
Nemanja Bjelica,29.5,MIN,Forward,1325,38,-2.4,-6,22,-4.6,44,-0.5%,32,+0.5%,10,-4.1%,33,-1.4,69,-2.1,63,-0.8%,9,-1.9%,87,-3.1%,64,-0.8
Tarik Black,25.9,HOU,Big,430,7,-13.1,-31,3,-12.3,6,-4.5%,1,+4.1%,61,+0.8%,31,-1.4,42,+0.8,67,-1.0%,64,+0.5%,25,+1.7%,1,+7.9
Eric Bledsoe,27.9,MIL,Point,2222,97,+12.8,+32,95,+8.6,97,+4.7%,42,+0.2%,60,+0.7%,77,+1.9,84,-4.2,80,-2.0%,75,+1.0%,18,+2.3%,59,-0.4
Bojan Bogdanovic,28.5,IND,Forward,2413,66,+2.2,+6,33,-2.4,67,+0.7%,25,+0.7%,7,-4.5%,42,-0.7,86,-4.6,80,-2.0%,25,-0.9%,30,+1.2%,85,-2.9
Andrew Bogut,32.9,LAL,Big,216,50,-0.2,-1,8,-7.9,10,-3.8%,4,+2.5%,93,+4.4%,2,-6.5,95,-7.6,94,-3.6%,44,-0.2%,86,-2.9%,49,+0.2
Devin Booker,21.0,PHX,Wing,1847,56,+0.5,+1,70,+1.8,69,+0.9%,12,+1.5%,79,+2.2%,76,+1.8,37,+1.3,40,+0.6%,52,+0.0%,73,-1.6%,8,+4.7
Trevor Booker,29.9,BKN,Big,393,97,+12.7,+32,100,+14.9,99,+6.3%,72,-0.7%,95,+5.3%,36,-1.2,30,+2.2,58,-0.5%,90,+2.0%,14,+2.6%,6,+5.4
Trevor Booker,29.9,PHI,Big,461,16,-7.9,-20,36,-2.0,18,-2.6%,70,-0.6%,45,-0.4%,79,+2.1,11,+5.9,9,+3.2%,34,-0.6%,58,-0.6%,15,+3.4
Trevor Booker,29.9,IND,Big,262,20,-6.5,-18,7,-8.3,4,-5.2%,98,-3.0%,69,+1.3%,11,-3.8,66,-1.8,75,-1.5%,14,-1.6%,100,-8.9%,3,+6.5
Avery Bradley,26.9,DET,Wing,1253,15,-7.9,-21,35,-2.1,25,-1.9%,13,+1.5%,85,+3.0%,55,+0.1,11,+5.8,6,+3.8%,68,+0.8%,29,+1.3%,73,-1.6
Avery Bradley,26.9,LAC,Wing,164,57,+0.7,+2,5,-9.6,25,-1.8%,93,-1.9%,5,-5.4%,1,-7.2,99,-10.3,98,-5.1%,44,-0.2%,97,-4.7%,94,-4.8
Corey Brewer,31.7,LAL,Wing,654,25,-5.2,-14,27,-3.3,43,-0.5%,39,+0.3%,36,-1.1%,91,+3.9,33,+1.9,34,+0.9%,66,+0.7%,6,+3.6%,29,+1.8
Corey Brewer,31.7,OKC,Wing,513,21,-6.4,-16,76,+2.8,77,+1.4%,18,+1.1%,90,+3.7%,77,+1.9,3,+9.2,1,+7.5%,47,-0.1%,99,-6.6%,70,-1.3
Malcolm Brogdon,24.9,MIL,Combo,1405,33,-3.3,-9,42,-1.4,53,+0.0%,38,+0.3%,34,-1.2%,39,-1.0,33,+1.9,41,+0.5%,40,-0.3%,81,-2.3%,4,+6.0
Aaron Brooks,32.8,MIN,Point,134,1,-21.8,-42,3,-11.9,10,-3.7%,5,+2.4%,12,-3.6%,5,-5.2,2,+9.9,4,+4.3%,11,-1.8%,92,-3.8%,1,+8.4
MarShon Brooks,28.8,MEM,Wing,186,100,+26.1,+47,100,+27.3,98,+5.0%,98,-3.0%,100,+13.4%,88,+3.1,37,+1.3,1,+7.2%,96,+3.0%,7,+3.4%,99,-8.2
Jaylen Brown,21.0,BOS,Wing,2129,91,+8.8,+22,92,+6.4,90,+2.8%,69,-0.6%,69,+1.4%,22,-2.2,71,-2.4,74,-1.4%,58,+0.3%,49,+0.0%,64,-0.8
Lorenzo Brown,27.2,TOR,Wing,107,98,+13.9,+19,38,-1.8,99,+5.8%,0,+4.4%,72,+1.5%,0,-8.8,100,-15.7,100,-6.2%,94,+2.8%,96,-4.5%,73,-1.5
Reggie Bullock,26.6,DET,Wing,1695,65,+2.1,+6,73,+2.3,61,+0.4%,79,-0.9%,49,-0.0%,53,-0.0,47,+0.2,54,-0.3%,12,-1.7%,76,-1.7%,66,-0.9
Trey Burke,25.0,NYK,Point,746,61,+1.5,+4,97,+9.4,97,+4.6%,97,-2.6%,27,-1.7%,24,-2.0,5,+7.9,29,+1.3%,45,-0.2%,4,+4.3%,10,+4.2
Alec Burks,26.3,UTA,Wing,954,15,-8.1,-21,53,-0.1,49,-0.2%,86,-1.3%,16,-3.0%,83,+2.8,4,+7.9,11,+3.0%,20,-1.2%,50,-0.1%,28,+1.8
Jimmy Butler,28.1,MIN,Wing,2137,98,+13.5,+32,86,+4.7,80,+1.7%,54,-0.1%,86,+3.1%,82,+2.6,96,-8.8,90,-2.9%,91,+2.1%,63,-0.8%,63,-0.8
Dwight Buycks,28.7,DET,Point,366,58,+1.1,+3,34,-2.3,36,-0.9%,62,-0.4%,22,-2.4%,73,+1.5,81,-3.4,59,-0.6%,82,+1.4%,58,-0.6%,45,+0.5
Jose Calderon,36.1,CLE,Point,815,70,+2.8,+7,63,+1.1,85,+2.0%,58,-0.2%,9,-4.2%,4,-5.4,65,-1.8,24,+1.6%,73,+1.0%,85,-2.9%,88,-3.1
Kentavious Caldwell-Pope,24.7,LAL,Wing,2433,54,+0.3,+1,78,+2.9,60,+0.3%,87,-1.3%,32,-1.4%,58,+0.2,28,+2.6,35,+0.8%,22,-1.2%,77,-1.8%,56,-0.3
Isaiah Canaan,26.5,PHX,Point,405,99,+18.4,+40,99,+13.0,98,+5.0%,84,-1.1%,34,-1.2%,93,+4.5,89,-5.4,77,-1.6%,76,+1.0%,40,+0.6%,90,-3.4
Clint Capela,23.5,HOU,Big,2009,43,-1.3,-2,45,-1.1,52,-0.0%,59,-0.3%,90,+3.7%,7,-4.7,48,+0.2,28,+1.3%,31,-0.6%,61,-0.6%,100,-9.2
DeMarre Carroll,31.3,BKN,Forward,2158,86,+6.6,+16,72,+2.0,35,-1.0%,80,-1.0%,81,+2.4%,74,+1.6,86,-4.5,77,-1.6%,82,+1.4%,8,+3.3%,53,-0.1
Vince Carter,40.8,SAC,Forward,1005,83,+5.9,+13,80,+3.4,64,+0.5%,53,-0.1%,65,+1.0%,64,+0.8,72,-2.5,70,-1.2%,85,+1.6%,42,+0.5%,57,-0.3
Michael Carter-Williams,26.1,CHA,Combo,789,25,-5.2,-14,13,-6.3,3,-5.9%,84,-1.1%,77,+2.0%,68,+1.0,59,-1.1,42,+0.5%,90,+2.0%,68,-1.2%,5,+5.5
Omri Casspi,29.4,GSW,Forward,635,52,-0.1,+0,36,-2.0,29,-1.4%,16,+1.2%,71,+1.5%,80,+2.3,67,-1.9,90,-2.8%,46,-0.1%,36,+0.9%,40,+0.9
Willie Cauley-Stein,24.2,SAC,Big,2001,49,-0.4,-1,51,-0.4,73,+1.2%,15,+1.3%,37,-1.0%,66,+0.9,50,-0.0,31,+1.1%,91,+2.1%,41,+0.5%,24,+2.2
Mario Chalmers,31.5,MEM,Point,1372,84,+6.1,+14,61,+0.9,36,-0.9%,40,+0.2%,42,-0.6%,97,+6.5,89,-5.3,72,-1.3%,98,+3.2%,43,+0.5%,20,+2.6
Tyson Chandler,35.1,PHX,Big,1145,46,-0.8,-2,39,-1.7,53,+0.0%,20,+1.0%,89,+3.6%,4,-5.2,57,-0.9,52,-0.2%,28,-0.8%,64,-0.8%,70,-1.3
Wilson Chandler,30.5,DEN,Forward,2324,48,-0.5,-1,47,-0.9,58,+0.2%,67,-0.6%,28,-1.7%,19,-2.8,53,-0.4,34,+0.8%,59,+0.3%,60,-0.6%,87,-3.0
Marquese Chriss,20.3,PHX,Big,1478,52,-0.0,-0,35,-2.1,45,-0.5%,20,+0.9%,86,+3.1%,28,-1.7,68,-2.1,56,-0.4%,51,-0.0%,55,-0.4%,54,-0.2
Ian Clark,26.7,NOP,Combo,1375,53,+0.3,+1,60,+0.7,55,+0.1%,29,+0.6%,51,+0.1%,91,+3.7,45,+0.5,69,-1.1%,40,-0.4%,22,+2.0%,44,+0.6
Jordan Clarkson,25.4,LAL,Combo,1238,80,+5.0,+13,80,+3.3,74,+1.3%,10,+1.8%,91,+3.9%,81,+2.5,65,-1.7,63,-0.8%,83,+1.4%,31,+1.1%,21,+2.5
Jordan Clarkson,25.4,CLE,Combo,615,7,-11.9,-28,3,-12.3,2,-6.2%,62,-0.4%,46,-0.3%,20,-2.4,52,-0.4,87,-2.6%,67,+0.7%,2,+5.3%,32,+1.6
Darren Collison,30.2,IND,Point,1989,75,+3.8,+10,90,+6.0,95,+4.0%,46,+0.1%,16,-3.1%,58,+0.2,30,+2.2,10,+3.1%,87,+1.7%,16,+2.4%,82,-2.5
Mike Conley,30.1,MEM,Point,373,71,+2.9,+7,43,-1.4,63,+0.5%,95,-2.4%,3,-6.4%,80,+2.4,85,-4.3,97,-4.1%,45,-0.2%,20,+2.0%,94,-4.5
Pat Connaughton,24.8,POR,Wing,1402,69,+2.6,+7,83,+3.8,70,+0.9%,60,-0.3%,85,+3.0%,41,-0.8,38,+1.2,66,-0.9%,10,-1.8%,75,-1.7%,9,+4.6
DeMarcus Cousins,27.2,NOP,Big,1715,54,+0.3,+1,49,-0.7,70,+0.9%,4,+2.6%,54,+0.3%,92,+4.3,58,-1.0,12,+2.8%,67,+0.7%,88,-3.2%,54,-0.2
Robert Covington,26.9,PHI,Forward,2515,99,+15.9,+38,85,+4.5,92,+3.1%,72,-0.7%,73,+1.6%,10,-4.0,99,-11.4,82,-2.2%,91,+2.1%,91,-3.6%,86,-2.9
Allen Crabbe,25.6,BKN,Wing,2160,82,+5.6,+14,84,+4.0,59,+0.3%,74,-0.7%,50,+0.1%,54,+0.0,64,-1.6,58,-0.5%,65,+0.6%,15,+2.4%,21,+2.5
Jamal Crawford,37.6,MIN,Wing,1613,6,-13.7,-33,26,-3.6,37,-0.8%,16,+1.2%,6,-4.9%,67,+0.9,2,+10.1,7,+3.5%,16,-1.5%,12,+2.6%,32,+1.6
Jae Crowder,27.3,CLE,Forward,1324,14,-8.4,-21,31,-2.5,32,-1.3%,81,-1.0%,11,-3.8%,42,-0.8,11,+5.8,2,+5.0%,81,+1.3%,50,-0.1%,52,-0.1
Jae Crowder,27.3,UTA,Forward,737,25,-5.1,-8,36,-2.0,20,-2.4%,64,-0.5%,5,-5.4%,100,+9.7,26,+3.1,87,-2.5%,89,+1.9%,3,+5.0%,1,+8.1
Dante Cunningham,30.5,NOP,Forward,1075,48,-0.6,-2,25,-3.6,21,-2.2%,76,-0.8%,47,-0.2%,20,-2.6,78,-3.0,92,-3.0%,43,-0.2%,39,+0.6%,47,+0.3
Dante Cunningham,30.5,BKN,Big,442,35,-3.0,-7,55,+0.0,52,-0.1%,93,-1.9%,46,-0.3%,30,-1.6,27,+3.0,5,+3.9%,51,-0.0%,98,-5.3%,54,-0.2
Stephen Curry,29.6,GSW,Point,1619,97,+13.0,+25,100,+15.1,100,+6.8%,65,-0.5%,56,+0.5%,95,+5.5,31,+2.1,16,+2.3%,54,+0.1%,62,-0.7%,66,-1.0
Troy Daniels,26.3,PHX,Combo,1586,34,-3.2,-5,67,+1.5,62,+0.4%,83,-1.1%,27,-1.8%,33,-1.3,16,+4.6,25,+1.6%,23,-1.1%,36,+0.8%,24,+2.2
Anthony Davis,24.6,NOP,Big,2703,92,+9.4,+24,72,+1.9,47,-0.3%,90,-1.5%,57,+0.6%,64,+0.8,94,-7.5,96,-3.8%,72,+0.9%,21,+2.0%,91,-3.9
Deyonta Davis,20.9,MEM,Big,867,44,-1.3,-3,64,+1.2,73,+1.2%,22,+0.8%,75,+1.7%,30,-1.5,29,+2.6,72,-1.3%,32,-0.6%,1,+7.0%,55,-0.2
Ed Davis,28.4,POR,Big,1456,56,+0.5,+1,68,+1.6,60,+0.4%,20,+1.0%,94,+5.2%,27,-1.8,39,+1.1,78,-1.7%,36,-0.5%,22,+1.9%,10,+4.1
DeMar DeRozan,28.2,TOR,Wing,2700,44,-1.3,-4,91,+6.3,33,-1.2%,98,-2.8%,71,+1.5%,98,+6.7,6,+7.5,19,+2.1%,1,-3.9%,92,-3.8%,22,+2.5
Dewayne Dedmon,28.2,ATL,Big,1516,76,+4.0,+9,63,+1.1,84,+2.0%,18,+1.1%,23,-2.3%,19,-2.7,77,-3.0,68,-1.0%,35,-0.6%,83,-2.5%,49,+0.2
Sam Dekker,23.5,LAC,Forward,809,68,+2.5,+7,43,-1.3,66,+0.7%,59,-0.2%,48,-0.1%,29,-1.7,82,-3.8,84,-2.4%,78,+1.2%,30,+1.2%,36,+1.3
Malcolm Delaney,28.6,ATL,Combo,963,47,-0.7,-2,48,-0.8,32,-1.2%,79,-1.0%,61,+0.8%,83,+2.7,51,-0.2,51,-0.1%,88,+1.8%,19,+2.1%,9,+4.5
Matthew Dellavedova,27.1,MIL,Combo,700,13,-8.8,-22,22,-4.5,24,-1.9%,88,-1.4%,8,-4.4%,50,-0.2,18,+4.3,22,+1.7%,33,-0.6%,44,+0.4%,69,-1.2
Cheick Diallo,21.1,NOP,Big,495,12,-9.1,-23,32,-2.5,32,-1.3%,29,+0.6%,80,+2.2%,19,-2.6,8,+6.7,16,+2.3%,30,-0.7%,58,-0.6%,34,+1.4
Gorgui Dieng,27.8,MIN,Big,1281,4,-14.9,-36,6,-9.3,13,-3.3%,33,+0.4%,11,-3.8%,21,-2.3,12,+5.5,8,+3.3%,67,+0.7%,52,-0.1%,43,+0.7
Spencer Dinwiddie,24.6,BKN,Combo,2257,83,+5.8,+14,88,+5.1,67,+0.8%,96,-2.5%,58,+0.6%,38,-1.1,55,-0.7,34,+0.8%,41,-0.3%,81,-2.2%,61,-0.5
Goran Dragic,31.5,MIA,Point,2352,56,+0.5,+1,66,+1.4,38,-0.8%,60,-0.3%,66,+1.1%,71,+1.3,41,+0.9,56,-0.4%,61,+0.4%,6,+3.7%,29,+1.7
Andre Drummond,24.2,DET,Big,2591,42,-1.5,-4,75,+2.6,68,+0.8%,8,+2.1%,95,+5.6%,75,+1.7,19,+4.1,14,+2.5%,19,-1.2%,64,-0.8%,65,-0.9
Jared Dudley,32.3,PHX,Big,667,93,+10.5,+23,93,+7.1,88,+2.2%,91,-1.6%,30,-1.5%,76,+1.8,80,-3.4,48,+0.0%,95,+2.9%,33,+1.0%,36,+1.2
Kris Dunn,23.6,CHI,Point,1459,42,-1.4,-3,52,-0.3,76,+1.3%,37,+0.3%,12,-3.7%,26,-1.9,38,+1.1,28,+1.3%,53,+0.1%,66,-1.0%,36,+1.2
Kevin Durant,29.1,GSW,Forward,2308,61,+1.6,+2,96,+9.0,95,+4.1%,26,+0.7%,63,+0.9%,91,+4.0,6,+7.4,23,+1.7%,14,-1.6%,18,+2.2%,35,+1.3
Henry Ellenson,20.8,DET,Big,237,36,-2.8,-8,20,-4.8,55,+0.1%,37,+0.3%,4,-5.5%,13,-3.4,68,-2.0,68,-1.0%,58,+0.3%,73,-1.5%,65,-0.9
Wayne Ellington,29.9,MIA,Wing,1966,77,+4.3,+11,88,+5.4,80,+1.7%,71,-0.6%,39,-0.9%,85,+2.8,38,+1.1,48,+0.0%,17,-1.4%,57,-0.5%,72,-1.4
Joel Embiid,23.6,PHI,Big,1899,97,+13.0,+30,89,+5.6,79,+1.6%,87,-1.4%,37,-1.1%,99,+8.5,94,-7.4,95,-3.7%,8,-2.0%,51,-0.1%,91,-3.9
James Ennis,27.3,MEM,Wing,1027,24,-5.3,-13,26,-3.6,20,-2.4%,25,+0.7%,63,+1.0%,95,+5.2,35,+1.8,55,-0.3%,62,+0.4%,22,+1.9%,21,+2.6
James Ennis,27.3,DET,Wing,528,12,-9.2,-23,49,-0.7,78,+1.6%,24,+0.8%,83,+2.6%,28,-1.7,4,+8.5,9,+3.2%,22,-1.2%,48,+0.1%,56,-0.3
Tyler Ennis,23.2,LAL,Combo,639,53,+0.2,+0,30,-2.6,27,-1.7%,68,-0.6%,23,-2.3%,72,+1.4,76,-2.8,89,-2.8%,30,-0.7%,61,-0.7%,45,+0.4
Tyreke Evans,28.1,MEM,Wing,1579,96,+11.5,+26,92,+6.3,88,+2.3%,91,-1.5%,71,+1.5%,67,+1.0,89,-5.1,96,-3.9%,63,+0.5%,33,+1.0%,58,-0.4
Dante Exum,22.3,UTA,Combo,223,64,+2.0,+5,60,+0.7,82,+1.9%,24,+0.8%,85,+2.9%,17,-2.9,61,-1.3,95,-3.7%,34,-0.6%,5,+4.2%,6,+5.4
Kenneth Faried,28.0,DEN,Big,442,17,-7.2,-19,6,-9.0,2,-6.7%,25,+0.7%,97,+6.9%,61,+0.5,66,-1.8,59,-0.6%,22,-1.1%,98,-5.2%,52,-0.1
Derrick Favors,26.3,UTA,Big,2130,40,-2.1,-5,43,-1.4,87,+2.1%,12,+1.5%,87,+3.1%,3,-6.1,42,+0.8,20,+2.0%,20,-1.2%,71,-1.4%,96,-5.7
Kay Felder,22.6,CHI,Point,102,31,-3.8,-8,25,-3.9,30,-1.4%,7,+2.3%,42,-0.6%,50,-0.2,50,-0.1,10,+3.1%,65,+0.6%,89,-3.3%,85,-2.8
Cristiano Felicio,25.3,CHI,Big,862,2,-17.7,-28,2,-12.5,3,-5.4%,6,+2.4%,76,+1.9%,24,-2.1,14,+5.1,11,+2.9%,71,+0.8%,11,+2.8%,31,+1.6
Raymond Felton,33.3,OKC,Combo,1309,16,-7.7,-20,12,-6.6,35,-1.0%,75,-0.8%,1,-8.7%,41,-0.8,40,+1.0,78,-1.7%,29,-0.7%,7,+3.6%,30,+1.7
Yogi Ferrell,24.5,DAL,Point,2193,89,+8.0,+20,53,-0.2,30,-1.4%,77,-0.9%,47,-0.3%,79,+2.1,96,-8.3,98,-5.1%,80,+1.3%,21,+2.0%,43,+0.6
Dorian Finney-Smith,24.5,DAL,Wing,447,58,+0.9,+2,23,-4.2,17,-2.7%,64,-0.5%,92,+4.2%,12,-3.7,88,-5.1,80,-2.0%,64,+0.5%,75,-1.7%,60,-0.5
Bryn Forbes,24.3,SAS,Wing,1396,55,+0.3,+1,82,+3.7,72,+1.1%,57,-0.2%,65,+1.1%,70,+1.2,24,+3.4,20,+2.0%,47,-0.1%,49,+0.1%,54,-0.2
Evan Fournier,25.0,ORL,Wing,1809,76,+4.2,+10,92,+6.4,96,+4.3%,61,-0.3%,16,-3.0%,58,+0.2,31,+2.2,19,+2.0%,59,+0.3%,39,+0.6%,67,-1.0
Tim Frazier,27.0,WAS,Point,746,20,-6.6,-17,18,-5.3,13,-3.2%,85,-1.2%,51,+0.1%,33,-1.4,37,+1.3,13,+2.7%,77,+1.1%,85,-2.9%,48,+0.3
