Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,82,-2.0%,80,-3.3%,78,-2.9%,47,+0.3%,70,-1.3%,19,+5.9%,72,-3.0%,54,-0.5%
Shareef Abdur-Rahim,26.9,POR,Forward,708,80,-1.9%,88,-4.5%,36,+1.5%,64,-1.1%,57,-0.4%,13,+8.1%,86,-5.2%,58,-0.8%
Malik Allen,25.3,MIA,Big,576,21,+1.6%,62,-0.9%,39,+1.2%,92,-5.0%,87,-3.1%,59,-1.5%,0,+13.6%,1,+10.0%
Ray Allen,28.3,SEA,Combo,2147,66,-0.8%,63,-1.2%,75,-2.7%,2,+6.4%,11,+2.8%,68,-3.0%,92,-7.1%,92,-5.9%
Rafer Alston,27.3,MIA,Point,2546,72,-1.2%,55,-0.2%,23,+2.9%,83,-3.3%,64,-0.7%,89,-9.2%,39,+1.4%,65,-1.6%
Chris Andersen,25.3,DEN,Big,1016,95,-3.8%,92,-5.3%,72,-2.3%,53,-0.3%,69,-1.1%,84,-7.1%,73,-3.1%,89,-4.6%
Derek Anderson,29.3,POR,Wing,1807,69,-1.0%,72,-2.1%,96,-7.3%,6,+4.7%,48,+0.2%,78,-5.6%,51,+0.0%,68,-1.7%
Kenny Anderson,33.1,IND,Point,862,41,+0.5%,61,-0.7%,58,-0.6%,37,+1.1%,46,+0.3%,58,-1.3%,24,+3.2%,29,+2.1%
Shandon Anderson,29.8,NYK,Wing,1916,65,-0.7%,40,+1.0%,79,-3.3%,49,+0.1%,71,-1.3%,28,+4.0%,89,-6.1%,78,-3.1%
Carmelo Anthony,19.4,DEN,Wing,2984,1,+6.2%,4,+7.2%,13,+4.5%,22,+2.6%,9,+3.3%,19,+5.9%,17,+4.5%,7,+5.5%
Robert Archibald,23.6,TOR,Big,232,86,-2.3%,25,+2.3%,62,-1.1%,75,-2.2%,75,-1.7%,23,+5.0%,97,-10.3%,95,-7.3%
Gilbert Arenas,21.8,WAS,Combo,2047,11,+2.8%,22,+2.9%,15,+4.1%,25,+2.3%,11,+2.8%,63,-2.2%,19,+4.3%,26,+2.3%
Brandon Armstrong,23.4,NJN,Combo,329,1,+6.3%,21,+3.0%,8,+5.8%,1,+8.1%,1,+7.4%,47,+0.3%,12,+5.4%,14,+4.4%
Darrell Armstrong,35.4,NOH,Point,2212,44,+0.3%,28,+2.1%,84,-4.0%,32,+1.6%,61,-0.6%,33,+3.1%,84,-4.7%,73,-2.2%
Carlos Arroyo,24.3,UTA,Point,1999,20,+1.7%,48,+0.3%,64,-1.2%,47,+0.3%,59,-0.5%,55,-0.7%,4,+8.5%,6,+6.4%
Chucky Atkins,29.2,DET,Point,717,93,-3.5%,11,+4.8%,95,-6.3%,94,-5.7%,98,-6.0%,88,-8.8%,87,-5.6%,93,-6.4%
Chucky Atkins,29.2,BOS,Point,793,97,-4.4%,47,+0.4%,77,-2.8%,69,-1.5%,76,-1.8%,97,-17.5%,94,-8.0%,98,-11.1%
Stacey Augmon,35.2,NOH,Wing,1409,48,+0.1%,71,-1.8%,19,+3.4%,51,-0.0%,31,+1.3%,22,+5.2%,82,-4.4%,65,-1.5%
Vin Baker,31.9,BOS,Big,1003,45,+0.2%,43,+0.7%,35,+1.6%,16,+3.1%,13,+2.6%,42,+1.6%,93,-7.8%,87,-4.5%
Vin Baker,31.9,NYK,Big,301,19,+1.8%,14,+3.9%,60,-0.9%,14,+3.3%,29,+1.4%,3,+18.4%,93,-7.5%,49,+0.2%
Marcus Banks,21.9,BOS,Point,1319,35,+0.8%,52,+0.1%,39,+1.2%,51,-0.0%,45,+0.4%,45,+1.1%,32,+2.1%,32,+1.7%
Leandro Barbosa,20.9,PHX,Combo,1485,18,+1.9%,59,-0.6%,45,+0.6%,59,-0.8%,56,-0.2%,17,+6.4%,5,+8.3%,3,+7.7%
Matt Barnes,23.6,LAC,Forward,699,43,+0.4%,14,+3.9%,86,-4.2%,17,+3.1%,54,-0.1%,52,-0.5%,95,-8.0%,91,-5.8%
Brent Barry,31.8,SEA,Wing,1798,23,+1.5%,41,+0.9%,88,-4.8%,7,+4.7%,39,+0.7%,68,-3.0%,23,+3.7%,30,+1.9%
Jon Barry,34.3,DEN,Wing,1042,75,-1.4%,83,-3.7%,31,+2.0%,83,-3.2%,66,-0.9%,37,+2.4%,7,+7.2%,7,+5.5%
Tony Battie,27.7,BOS,Big,491,62,-0.6%,94,-6.0%,62,-1.1%,8,+4.2%,16,+2.4%,27,+4.4%,59,-1.3%,43,+0.8%
Tony Battie,27.7,CLE,Big,951,91,-2.9%,74,-2.3%,48,+0.4%,71,-1.8%,67,-1.0%,13,+7.9%,98,-11.8%,90,-5.2%
Shane Battier,25.1,MEM,Wing,1919,98,-4.8%,97,-7.2%,97,-7.5%,57,-0.5%,90,-3.5%,64,-2.3%,55,-0.5%,60,-1.0%
Lonny Baxter,24.8,CHI,Big,124,86,-2.2%,62,-1.0%,8,+5.3%,59,-0.8%,29,+1.5%,67,-2.9%,99,-12.5%,98,-9.8%
Lonny Baxter,24.8,TOR,Big,477,79,-1.9%,24,+2.4%,54,-0.3%,58,-0.7%,60,-0.5%,77,-5.3%,92,-7.2%,95,-7.4%
Lonny Baxter,24.8,WAS,Big,114,0,+6.6%,8,+5.8%,1,+10.1%,1,+8.7%,1,+9.1%,2,+20.7%,86,-5.1%,21,+3.0%
Raja Bell,27.1,UTA,Wing,1987,70,-1.1%,40,+1.0%,69,-1.8%,79,-2.7%,82,-2.3%,59,-1.6%,63,-1.7%,68,-1.7%
Jonathan Bender,22.8,IND,Big,247,28,+1.1%,13,+4.0%,92,-5.4%,3,+6.2%,23,+1.9%,99,-22.1%,50,+0.1%,91,-5.7%
Travis Best,31.3,DAL,Point,727,96,-3.8%,96,-7.1%,88,-4.7%,34,+1.5%,67,-0.9%,42,+1.7%,55,-0.4%,50,+0.2%
Mike Bibby,25.5,SAC,Point,2977,14,+2.5%,75,-2.3%,7,+6.4%,9,+4.1%,4,+5.1%,71,-3.8%,47,+0.4%,55,-0.5%
Chauncey Billups,27.1,DET,Combo,2755,32,+0.9%,63,-1.1%,40,+1.1%,46,+0.4%,39,+0.7%,23,+5.1%,46,+0.5%,30,+1.9%
Steve Blake,23.7,WAS,Point,1290,79,-1.8%,56,-0.4%,71,-2.0%,79,-2.8%,83,-2.5%,78,-5.6%,69,-2.5%,80,-3.4%
Corie Blount,34.8,CHI,Big,727,82,-2.0%,75,-2.5%,70,-1.9%,98,-7.0%,96,-5.0%,52,-0.3%,9,+6.7%,11,+4.8%
Corie Blount,34.8,TOR,Big,290,92,-3.1%,22,+2.8%,65,-1.3%,100,-14.2%,100,-8.2%,2,+18.6%,99,-13.5%,93,-6.2%
Mark Blount,27.9,BOS,Big,2397,38,+0.6%,29,+2.0%,85,-4.0%,42,+0.7%,67,-1.0%,32,+3.4%,38,+1.4%,29,+1.9%
Keith Bogans,23.5,ORL,Wing,1735,21,+1.7%,19,+3.1%,83,-3.9%,27,+2.0%,59,-0.5%,33,+2.9%,25,+3.0%,22,+2.9%
Calvin Booth,27.5,SEA,Big,1188,68,-0.9%,81,-3.4%,74,-2.4%,53,-0.3%,68,-1.1%,72,-3.9%,6,+7.6%,12,+4.5%
Carlos Boozer,21.9,CLE,Big,2585,29,+1.1%,12,+4.2%,19,+3.5%,76,-2.3%,46,+0.3%,79,-5.7%,53,-0.2%,71,-2.0%
Curtis Borchardt,23.1,UTA,Big,248,5,+3.9%,4,+7.6%,63,-1.1%,44,+0.5%,49,+0.1%,4,+13.9%,31,+2.4%,18,+3.5%
Chris Bosh,19.6,TOR,Big,2501,9,+3.1%,78,-3.1%,15,+4.2%,7,+4.5%,5,+4.4%,11,+8.8%,8,+6.9%,3,+7.6%
Bruce Bowen,32.4,SAS,Wing,2615,84,-2.1%,66,-1.5%,96,-6.6%,26,+2.2%,81,-2.2%,86,-8.1%,42,+0.8%,70,-1.8%
