Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Dillon Brooks,26.8,MEM,Wing,2209,78,21.5%,13,99.6,60,11.6%,35,0.54,78,9.1%
Bruce Brown,26.2,DEN,Wing,2234,58,18.2%,58,115.9,83,16.3%,89,0.89,27,13.1%
Jaylen Brown,26.0,BOS,Wing,2400,96,30.1%,63,117.3,83,16.4%,37,0.55,36,11.9%
Moses Brown,23.1,LAC,Big,212,70,17.2%,19,109.2,1,2.1%,1,0.12,55,13.4%
Troy Brown,23.3,LAL,Forward,1844,9,11.3%,41,111.9,21,6.7%,50,0.60,67,9.9%
Jalen Brunson,26.2,NYK,Point,2375,74,29.6%,80,120.7,54,28.0%,22,0.95,98,8.7%
Thomas Bryant,25.3,DEN,Big,168,62,16.5%,15,106.3,1,2.0%,1,0.12,59,13.2%
Thomas Bryant,25.3,LAL,Big,858,50,15.2%,95,143.2,13,4.7%,8,0.31,92,8.9%
Reggie Bullock,31.6,DAL,Forward,2351,3,9.4%,57,116.3,16,6.1%,66,0.65,89,7.7%
Alec Burks,31.3,DET,Wing,1122,81,22.9%,75,121.3,77,14.9%,55,0.65,72,9.7%
Jimmy Butler,33.1,MIA,Forward,2138,91,26.9%,100,131.6,97,26.5%,91,0.99,88,7.8%
John Butler,19.9,POR,Big,170,10,11.1%,0,77.8,31,6.8%,54,0.61,100,2.2%
Jamal Cain,23.6,MIA,Forward,220,21,12.4%,83,123.1,26,6.9%,42,0.56,100,4.7%
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,8,13.1%,85,122.0,7,9.2%,20,0.70,46,11.9%
Vlatko Cancar,25.6,DEN,Big,804,36,13.8%,50,120.6,80,13.0%,90,0.94,60,13.1%
Clint Capela,28.5,ATL,Big,1730,27,13.1%,81,131.6,11,4.5%,13,0.34,88,9.9%
Jevon Carter,27.1,MIL,Combo,1753,24,15.9%,62,113.8,34,15.0%,63,0.95,51,11.4%
Wendell Carter,23.5,ORL,Big,1684,84,19.4%,59,123.5,74,11.9%,53,0.61,49,13.8%
Alex Caruso,28.7,CHI,Combo,1572,6,12.6%,74,117.7,39,15.5%,81,1.23,3,17.3%
Julian Champagnie,21.3,SAS,Forward,276,53,16.2%,93,126.4,0,3.5%,0,0.22,61,10.0%
Kennedy Chandler,20.1,MEM,Point,162,11,17.4%,13,92.0,28,23.8%,78,1.37,41,12.9%
Max Christie,19.7,LAL,Wing,459,1,9.4%,59,116.5,1,4.2%,17,0.45,83,8.7%
Josh Christopher,20.9,HOU,Combo,682,62,21.4%,13,100.3,19,13.3%,12,0.62,30,13.4%
Brandon Clarke,26.1,MEM,Big,1066,58,15.9%,90,136.4,64,10.2%,59,0.64,59,13.2%
Jordan Clarkson,30.4,UTA,Combo,1987,92,28.7%,60,113.4,63,20.9%,25,0.73,26,13.7%
Nicolas Claxton,23.5,BKN,Big,2270,39,14.2%,92,138.3,56,9.1%,60,0.64,53,13.6%
Amir Coffey,25.4,LAC,Wing,515,23,13.7%,16,102.1,61,11.8%,84,0.86,77,9.2%
John Collins,25.1,ATL,Big,2129,48,15.0%,42,118.6,18,5.2%,15,0.35,87,10.3%
Zach Collins,25.0,SAS,Big,1434,88,21.3%,47,119.8,92,18.0%,83,0.84,21,17.5%
Mike Conley,35.1,MIN,Point,752,17,18.5%,96,128.1,15,21.3%,57,1.15,93,9.1%
Mike Conley,35.1,UTA,Point,1274,26,20.4%,54,112.2,78,34.4%,98,1.69,57,12.1%
Pat Connaughton,29.8,MIL,Wing,1402,15,12.7%,24,106.1,13,6.7%,31,0.52,95,7.1%
Xavier Cooks,27.2,WAS,Big,109,18,12.0%,22,110.3,24,6.0%,39,0.50,16,18.2%
Robert Covington,31.9,LAC,Big,697,44,14.6%,30,114.3,64,10.6%,71,0.73,69,12.4%
Torrey Craig,31.9,PHX,Forward,1936,22,12.6%,48,112.7,40,8.0%,60,0.64,28,12.8%
Jae Crowder,32.3,MIL,Forward,325,14,12.1%,97,129.3,64,10.4%,85,0.86,91,7.4%
Jarrett Culver,23.7,ATL,Wing,125,38,15.5%,11,97.6,7,5.8%,4,0.37,17,14.4%
Cade Cunningham,21.1,DET,Wing,400,99,31.5%,12,98.8,100,30.6%,92,0.97,31,12.8%
Seth Curry,32.2,BKN,Wing,1181,61,18.4%,70,118.5,62,11.8%,53,0.64,62,10.3%
Stephen Curry,34.6,GSW,Point,1940,83,31.0%,100,134.0,46,27.4%,13,0.88,48,12.4%
Dyson Daniels,19.6,NOP,Wing,943,17,12.9%,19,103.1,85,16.8%,100,1.30,2,17.7%
Anthony Davis,29.6,LAL,Big,1904,96,26.1%,62,125.2,78,12.7%,37,0.49,87,10.2%
Johnny Davis,20.7,WAS,Wing,361,65,18.8%,3,89.9,55,10.9%,41,0.58,89,7.9%
Terence Davis,25.5,SAC,Wing,787,77,20.3%,44,112.8,52,10.6%,30,0.52,21,13.4%
DeMar DeRozan,33.2,CHI,Forward,2673,98,29.5%,71,120.1,94,22.3%,78,0.75,82,8.6%
Dewayne Dedmon,33.2,MIA,Big,349,79,18.6%,35,116.3,48,8.3%,30,0.45,72,12.2%
Matthew Dellavedova,32.1,SAC,Point,158,7,14.8%,7,88.9,30,24.1%,91,1.63,35,13.2%
Donte DiVincenzo,25.7,GSW,Wing,1873,40,15.6%,68,118.2,89,17.6%,99,1.13,3,15.8%
Moussa Diabate,20.8,LAC,Big,141,14,11.7%,6,100.0,4,3.1%,4,0.27,20,17.5%
Mamadi Diakite,25.8,CLE,Big,131,40,14.5%,11,102.7,27,6.4%,27,0.44,7,21.7%
Hamidou Diallo,24.3,DET,Wing,972,73,19.9%,66,117.8,36,8.9%,13,0.45,10,15.0%
Gorgui Dieng,32.8,SAS,Big,259,66,17.0%,12,102.8,95,21.6%,98,1.27,5,23.2%
Ousmane Dieng,19.4,OKC,Forward,515,33,14.1%,13,101.9,62,10.3%,76,0.73,35,12.1%
Spencer Dinwiddie,29.6,DAL,Combo,1792,81,24.6%,80,119.4,81,24.8%,66,1.01,76,9.4%
Spencer Dinwiddie,29.6,BKN,Point,917,65,27.1%,28,106.2,89,38.7%,85,1.42,87,9.7%
Luka Doncic,23.7,DAL,Point,2390,100,41.5%,91,123.2,93,40.8%,30,0.98,74,10.9%
Luguentz Dort,23.5,OKC,Wing,2257,67,19.1%,17,103.0,39,9.0%,22,0.47,80,8.8%
Ayo Dosunmu,22.8,CHI,Combo,2030,17,14.9%,58,113.3,20,13.3%,51,0.89,24,13.9%
Jeff Dowtin,25.5,TOR,Combo,237,1,11.9%,30,105.8,35,15.2%,84,1.28,89,7.8%
Goran Dragic,36.5,CHI,Combo,781,67,21.8%,18,102.3,78,23.8%,73,1.09,25,13.8%
Andre Drummond,29.2,CHI,Big,831,76,18.4%,49,120.6,19,5.5%,7,0.30,8,19.9%
Chris Duarte,25.4,IND,Forward,876,68,18.2%,10,99.1,54,9.4%,35,0.51,50,10.8%
David Duke,23.1,BKN,Combo,178,43,18.8%,8,95.2,29,14.2%,29,0.75,2,17.8%
Kris Dunn,28.6,UTA,Point,555,46,23.8%,85,121.5,65,31.9%,74,1.34,70,11.0%
Kevin Durant,34.1,BKN,Big,1402,98,31.9%,91,137.0,97,23.9%,75,0.75,51,13.7%
Kevin Durant,34.1,PHX,Big,269,96,26.8%,94,140.5,91,17.1%,58,0.64,67,12.5%
Jalen Duren,19.0,DET,Big,1652,26,13.0%,78,130.9,33,6.9%,45,0.53,16,17.9%
Tari Eason,21.5,HOU,Forward,1680,65,17.8%,18,104.3,36,7.8%,21,0.44,23,13.1%
Anthony Edwards,21.2,MIN,Wing,2837,97,30.2%,50,114.2,94,19.2%,51,0.64,30,12.9%
Kessler Edwards,22.2,SAC,Wing,296,10,11.5%,48,113.9,37,8.9%,77,0.77,48,11.3%
Joel Embiid,28.6,PHI,Big,2283,99,35.9%,82,131.7,96,23.3%,61,0.65,66,12.6%
Drew Eubanks,25.7,POR,Big,1566,13,11.6%,83,132.4,58,9.3%,81,0.80,34,15.6%
Bruno Fernando,24.2,HOU,Big,348,51,15.3%,27,112.6,76,12.2%,79,0.80,36,15.6%
Dorian Finney-Smith,29.5,BKN,Big,718,30,13.4%,3,93.4,42,7.8%,52,0.58,75,11.6%
Dorian Finney-Smith,29.5,DAL,Forward,1284,13,11.9%,39,111.7,18,6.4%,39,0.54,49,10.8%
Malachi Flynn,24.5,TOR,Combo,623,28,16.7%,7,94.8,28,14.2%,42,0.85,84,8.8%
Simone Fontecchio,26.9,UTA,Wing,723,56,18.1%,14,100.0,31,8.4%,21,0.46,54,10.7%
Bryn Forbes,29.3,MIN,Wing,241,33,14.5%,2,89.2,43,9.5%,56,0.66,34,12.2%
Trent Forrest,24.4,ATL,Combo,238,13,14.3%,10,96.3,48,18.2%,83,1.27,4,16.7%
Evan Fournier,30.0,NYK,Wing,453,54,18.0%,6,95.4,57,11.2%,48,0.62,46,11.4%
De'Aaron Fox,24.9,SAC,Point,2431,87,32.0%,78,120.4,57,28.1%,11,0.88,83,9.9%
Markelle Fultz,24.4,ORL,Combo,1777,72,23.6%,61,113.6,96,29.0%,82,1.23,19,14.2%
Wenyen Gabriel,25.6,LAL,Big,983,22,12.7%,71,127.7,13,4.6%,18,0.37,37,15.4%
Daniel Gafford,24.1,WAS,Big,1598,35,13.7%,98,149.6,39,7.4%,47,0.54,25,17.1%
Darius Garland,22.8,CLE,Point,2447,76,29.9%,72,117.3,72,32.8%,46,1.10,54,12.2%
Usman Garuba,20.6,HOU,Big,901,8,10.7%,20,110.0,60,9.6%,87,0.89,14,18.6%
Luka Garza,23.8,MIN,Big,202,92,23.2%,88,135.4,55,9.0%,20,0.39,77,11.3%
Rudy Gay,36.2,UTA,Forward,812,63,17.5%,5,95.4,56,9.5%,40,0.54,45,11.1%
Paul George,32.5,LAC,Wing,1937,98,30.9%,71,119.1,96,23.7%,76,0.77,29,13.0%
Taj Gibson,37.4,WAS,Big,444,49,15.2%,41,118.3,61,9.7%,59,0.64,24,17.2%
Josh Giddey,20.1,OKC,Forward,2368,90,26.3%,29,107.4,100,29.3%,93,1.11,17,14.0%
Shai Gilgeous-Alexander,24.3,OKC,Point,2402,91,34.5%,93,125.9,33,24.9%,2,0.72,89,9.6%
Anthony Gill,30.0,WAS,Big,568,12,11.5%,39,118.2,36,7.2%,57,0.63,91,9.3%
Rudy Gobert,30.3,MIN,Big,2148,44,14.6%,88,135.6,22,5.8%,21,0.40,25,16.9%
Jordan Goodwin,24.0,WAS,Combo,1042,44,18.9%,26,105.1,67,21.3%,75,1.13,48,11.8%
Aaron Gordon,27.1,DEN,Forward,2052,82,20.1%,88,123.5,74,12.9%,64,0.64,59,10.2%
Eric Gordon,33.9,LAC,Wing,541,39,15.5%,90,126.9,63,11.9%,74,0.77,71,9.8%
Eric Gordon,33.9,HOU,Wing,1414,60,18.4%,60,117.1,73,13.9%,71,0.75,23,13.3%
Devonte' Graham,27.7,NOP,Combo,792,25,16.1%,47,110.9,56,19.5%,79,1.21,85,8.4%
Devonte' Graham,27.7,SAS,Combo,525,66,21.5%,56,113.1,71,22.2%,70,1.03,73,9.5%
Jerami Grant,28.6,POR,Forward,2245,87,21.6%,79,121.8,63,10.3%,28,0.48,52,10.6%
AJ Green,23.1,MIL,Combo,284,15,14.7%,92,126.0,1,6.5%,3,0.44,97,7.2%
Draymond Green,32.7,GSW,Big,2298,56,15.8%,42,118.4,98,26.7%,100,1.69,4,23.5%
JaMychal Green,32.4,GSW,Big,784,59,16.1%,82,131.7,54,9.0%,48,0.56,23,17.2%
Jalen Green,20.7,HOU,Combo,2600,91,28.3%,42,108.8,42,16.9%,10,0.60,52,11.3%
Javonte Green,29.3,CHI,Forward,465,17,12.3%,98,129.8,19,6.4%,36,0.52,13,14.3%
Jeff Green,36.2,DEN,Big,1055,55,15.8%,35,116.5,59,9.3%,53,0.59,78,11.2%
Josh Green,22.0,DAL,Wing,1512,24,13.7%,93,129.3,41,9.3%,59,0.68,6,15.5%
AJ Griffin,19.2,ATL,Wing,1369,44,16.3%,51,114.2,15,7.0%,7,0.43,90,7.4%
Blake Griffin,33.6,BOS,Big,526,24,12.9%,54,121.5,84,13.7%,95,1.06,71,12.3%
Quentin Grimes,22.5,NYK,Wing,2088,21,13.4%,83,124.0,44,9.5%,63,0.71,65,10.2%
Rui Hachimura,24.7,LAL,Forward,726,45,15.3%,32,108.9,5,4.3%,4,0.28,98,6.1%
Rui Hachimura,24.7,WAS,Forward,726,85,20.8%,43,112.1,37,7.8%,9,0.38,61,10.0%
Tyrese Haliburton,22.7,IND,Combo,1882,94,29.4%,94,126.9,100,45.8%,99,1.56,56,11.0%
R.J. Hampton,21.7,ORL,Combo,332,37,18.2%,64,114.7,17,12.7%,19,0.70,13,14.3%
R.J. Hampton,21.7,DET,Forward,384,59,17.1%,33,109.3,39,8.0%,26,0.47,18,13.9%
Tim Hardaway Jr.,30.6,DAL,Forward,2140,72,18.9%,44,112.1,46,8.8%,24,0.46,95,6.7%
James Harden,33.2,PHI,Point,2131,80,30.9%,87,122.7,100,44.0%,83,1.42,26,13.5%
Jaden Hardy,19.3,DAL,Combo,641,76,24.1%,66,114.8,31,14.7%,11,0.61,58,10.9%
Montrezl Harrell,28.8,PHI,Big,657,64,16.8%,73,128.6,41,7.6%,31,0.45,53,13.6%
Gary Harris,28.1,ORL,Wing,1183,11,11.7%,88,125.4,14,6.7%,40,0.57,82,8.8%
Joe Harris,31.2,BKN,Forward,1508,24,13.2%,90,126.0,51,9.2%,74,0.70,72,9.3%
Kevon Harris,25.4,ORL,Combo,430,4,12.5%,52,112.1,0,4.3%,0,0.34,18,14.2%
Tobias Harris,30.3,PHI,Forward,2434,64,17.6%,76,121.0,71,11.4%,65,0.64,70,9.4%
Shaquille Harrison,29.1,POR,Combo,113,49,19.8%,25,105.0,92,28.3%,97,1.43,57,11.0%
Josh Hart,27.7,POR,Wing,1704,25,13.9%,67,118.0,81,15.6%,98,1.12,13,14.7%
Josh Hart,27.7,NYK,Wing,741,22,13.7%,98,138.9,79,15.2%,96,1.11,7,15.3%
Isaiah Hartenstein,24.5,NYK,Big,1597,9,10.9%,31,114.3,44,7.9%,70,0.72,32,16.0%
Sam Hauser,24.9,BOS,Forward,1169,20,12.3%,95,128.8,32,7.5%,53,0.61,93,7.2%
Jaxson Hayes,22.4,NOP,Big,523,30,13.3%,68,127.0,56,9.2%,64,0.69,39,15.1%
Killian Hayes,21.3,DET,Point,2131,50,24.3%,9,91.4,70,32.4%,72,1.34,22,14.0%
Gordon Hayward,32.6,CHA,Forward,1576,84,20.5%,51,113.1,89,18.7%,87,0.91,26,13.0%
Juan Hernangomez,27.1,TOR,Forward,577,1,8.9%,11,100.0,6,4.4%,29,0.49,38,11.7%
Willy Hernangomez,28.4,NOP,Big,375,87,20.2%,53,121.1,65,10.7%,45,0.53,27,16.8%
Tyler Herro,22.8,MIA,Wing,2327,89,26.0%,50,114.1,93,19.1%,68,0.73,42,11.6%
Buddy Hield,29.9,IND,Wing,2480,72,19.8%,87,125.1,68,13.1%,57,0.66,35,12.1%
Haywood Highsmith,25.9,MIA,Big,914,15,11.9%,9,101.9,25,6.1%,42,0.52,19,17.5%
George Hill,36.5,IND,Combo,158,2,12.1%,100,154.3,30,14.5%,78,1.20,8,15.7%
George Hill,36.5,MIL,Combo,646,7,12.9%,76,117.9,49,18.3%,96,1.42,21,14.0%
Aaron Holiday,26.1,ATL,Combo,802,10,14.1%,27,105.1,18,13.0%,60,0.92,47,11.9%
Jrue Holiday,32.4,MIL,Point,2175,67,28.0%,74,117.3,67,32.0%,54,1.14,28,13.4%
Justin Holiday,33.6,ATL,Forward,390,23,12.8%,7,97.4,43,8.5%,67,0.66,60,10.1%
Justin Holiday,33.6,DAL,Wing,285,18,13.0%,5,94.9,23,7.7%,43,0.59,56,10.6%
Richaun Holmes,29.0,SAC,Big,296,17,12.0%,77,130.5,5,3.7%,10,0.31,24,17.2%
Al Horford,36.4,BOS,Big,1921,16,12.0%,65,126.2,78,12.8%,96,1.07,96,7.1%
Talen Horton-Tucker,21.9,UTA,Wing,1270,93,28.0%,15,101.8,99,27.4%,93,0.98,14,14.6%
Danuel House,29.4,PHI,Wing,745,13,12.2%,73,120.3,20,7.5%,46,0.61,45,11.4%
Caleb Houstan,19.8,ORL,Forward,754,4,9.8%,22,105.3,4,4.2%,18,0.43,65,9.9%
Kevin Huerter,24.2,SAC,Wing,2197,66,18.9%,84,124.4,72,13.7%,66,0.73,68,10.0%
DeAndre Hunter,24.9,ATL,Forward,2125,67,18.1%,46,112.3,15,5.9%,6,0.33,78,8.8%
Nah'Shon Hyland,22.1,LAC,Combo,243,85,27.0%,20,103.8,83,24.9%,58,0.92,88,7.9%
Nah'Shon Hyland,22.1,DEN,Point,797,72,29.6%,37,108.7,26,23.7%,7,0.80,50,12.3%
Serge Ibaka,33.1,MIL,Big,154,48,15.0%,22,110.2,8,4.1%,5,0.27,15,18.5%
Andre Iguodala,38.8,GSW,Forward,111,18,12.3%,26,106.3,88,18.6%,100,1.51,0,28.1%
Joe Ingles,35.1,MIL,Forward,1033,34,14.2%,84,123.4,85,18.3%,98,1.29,6,15.8%
Brandon Ingram,25.2,NOP,Forward,1538,100,32.3%,62,117.0,98,27.8%,84,0.86,24,13.0%
Kyrie Irving,30.6,BKN,Combo,1476,98,30.9%,89,123.2,73,22.4%,24,0.73,80,9.1%
Kyrie Irving,30.6,DAL,Combo,762,93,29.1%,96,127.6,82,24.8%,43,0.85,92,7.7%
Jonathan Isaac,25.1,ORL,Wing,124,68,19.2%,8,96.5,34,8.5%,11,0.44,96,7.0%
Jaden Ivey,20.7,DET,Combo,2287,87,27.7%,28,105.1,90,27.0%,65,0.98,6,15.8%
Isaiah Jackson,20.8,IND,Big,991,53,15.5%,45,119.1,32,6.9%,28,0.45,63,12.8%
Jaren Jackson,23.1,MEM,Big,1776,90,22.1%,58,122.5,14,4.8%,2,0.22,79,11.2%
Quenton Jackson,24.1,WAS,Combo,122,30,17.6%,46,110.9,33,14.8%,39,0.84,90,7.7%
Reggie Jackson,32.5,LAC,Combo,1333,70,22.3%,29,105.4,60,20.3%,55,0.91,17,14.3%
Reggie Jackson,32.5,DEN,Point,296,37,22.9%,11,91.9,24,23.2%,33,1.01,59,11.7%
LeBron James,37.8,LAL,Big,1951,99,34.2%,41,118.3,99,30.7%,88,0.90,76,11.3%
Ty Jerome,25.3,GSW,Combo,770,29,17.1%,75,117.7,75,23.1%,89,1.35,83,8.8%
Isaiah Joe,23.3,OKC,Combo,1348,22,15.8%,96,127.6,6,8.3%,6,0.53,94,7.3%
Cameron Johnson,26.7,PHX,Forward,429,66,18.0%,91,126.2,49,8.8%,31,0.49,99,5.7%
Cameron Johnson,26.7,BKN,Forward,770,77,19.6%,81,122.8,67,10.5%,38,0.54,84,8.0%
Jalen Johnson,20.9,ATL,Forward,1004,43,15.1%,53,113.6,65,10.4%,73,0.69,42,11.2%
James Johnson,35.7,IND,Big,134,46,14.9%,4,94.7,85,14.1%,92,0.95,62,12.9%
Keldon Johnson,22.9,SAS,Wing,2062,91,26.4%,39,111.9,70,13.7%,29,0.52,64,10.2%
Keon Johnson,20.6,POR,Combo,304,78,24.3%,11,97.1,65,21.1%,46,0.87,7,15.7%
Stanley Johnson,26.4,SAS,Big,424,62,16.5%,72,128.2,93,18.0%,96,1.09,13,18.7%
Nikola Jokic,27.7,DEN,Big,2319,97,29.2%,95,141.8,100,41.1%,99,1.41,35,15.6%
Damian Jones,27.3,LAL,Big,140,20,12.4%,18,107.9,9,4.2%,12,0.34,26,16.9%
Damian Jones,27.3,UTA,Big,285,1,7.6%,100,167.4,16,5.0%,62,0.65,1,26.4%
Herbert Jones,24.1,NOP,Forward,1948,37,14.5%,55,114.1,69,10.8%,77,0.74,21,13.5%
Kai Jones,21.8,CHA,Big,468,12,11.5%,37,117.9,6,3.7%,12,0.32,4,24.0%
Tre Jones,22.8,SAS,Point,1981,35,22.9%,33,107.5,63,30.5%,70,1.33,80,10.1%
Tyus Jones,26.5,MEM,Combo,1918,56,20.8%,45,110.9,93,28.4%,91,1.37,91,7.7%
Derrick Jones Jr.,25.7,CHI,Big,845,24,12.9%,50,120.6,18,5.0%,21,0.39,90,9.7%
DeAndre Jordan,34.3,DEN,Big,568,19,12.3%,96,146.9,48,8.4%,64,0.68,0,28.2%
Cory Joseph,31.2,DET,Combo,1184,35,17.9%,49,111.7,87,25.0%,93,1.40,53,11.3%
Nikola Jovic,19.4,MIA,Big,192,73,17.8%,13,105.3,45,7.9%,28,0.45,73,11.7%
