Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,28.9,SAC,Big,1946,30,+1.7,45,+0.2,14,+3.2%,36,-0.5%,26,+2.0,15,+2.3,59,-2.7
Malik Allen,27.3,CHI,Big,655,87,-4.7,90,-5.5,92,-4.0%,6,-2.4%,53,-0.3,63,-0.7,40,+3.2
Ray Allen,30.3,SEA,Wing,3009,56,-0.6,51,-0.6,46,+0.5%,30,-0.7%,23,+2.6,33,+0.8,24,+8.0
Tony Allen,23.8,BOS,Combo,911,76,-3.0,73,-2.7,75,-1.8%,22,-1.1%,48,+0.0,43,+0.4,59,-3.0
Rafer Alston,29.3,HOU,Point,2420,41,+0.8,23,+2.9,30,+1.5%,93,+2.2%,63,-1.1,46,+0.2,79,-9.0
Chris Andersen,27.3,NOH,Big,528,71,-2.1,74,-2.8,13,+3.3%,50,-0.0%,6,+6.3,3,+4.8,41,+2.7
Alan Anderson,23.0,CHA,Wing,515,84,-4.3,77,-3.1,84,-3.0%,95,+2.3%,95,-5.6,97,-4.5,56,-2.0
Derek Anderson,31.3,HOU,Wing,579,34,+1.3,33,+1.7,83,-2.8%,83,+1.4%,35,+1.1,69,-1.0,12,+15.1
Derek Anderson,31.3,MIA,Wing,426,21,+3.4,20,+3.4,23,+2.3%,67,+0.6%,61,-0.9,55,-0.3,66,-4.9
Shandon Anderson,31.8,MIA,Wing,575,40,+0.9,22,+3.2,32,+1.4%,95,+2.4%,89,-4.2,63,-0.7,97,-22.6
Carmelo Anthony,21.4,DEN,Forward,2930,26,+2.2,29,+2.2,36,+1.2%,69,+0.7%,29,+1.7,41,+0.6,29,+6.4
Rafael Araujo,25.2,TOR,Big,587,85,-4.4,55,-0.9,99,-8.0%,92,+2.0%,98,-7.1,100,-6.8,19,+10.3
Gilbert Arenas,23.8,WAS,Combo,3379,7,+6.5,3,+8.3,63,-0.6%,68,+0.6%,35,+1.1,47,+0.2,35,+4.7
Trevor Ariza,20.3,NYK,Wing,700,92,-6.3,91,-5.7,16,+2.8%,73,+0.9%,21,+2.8,30,+1.1,25,+7.5
Trevor Ariza,20.3,ORL,Forward,280,89,-5.3,96,-7.7,25,+2.1%,79,+1.1%,42,+0.5,49,+0.0,37,+4.5
Darrell Armstrong,37.4,DAL,Point,545,26,+2.3,87,-4.7,4,+5.6%,11,-1.8%,3,+8.4,2,+5.3,19,+10.2
Carlos Arroyo,26.3,DET,Point,524,22,+3.0,66,-1.7,37,+1.2%,5,-2.5%,49,-0.0,57,-0.4,45,+1.7
Carlos Arroyo,26.3,ORL,Point,584,86,-4.5,93,-6.3,8,+4.2%,32,-0.7%,81,-3.0,20,+1.9,99,-26.3
Chucky Atkins,31.2,WAS,Point,533,64,-1.4,80,-3.3,5,+5.2%,23,-1.1%,78,-2.7,68,-1.0,74,-7.7
Chucky Atkins,31.2,MEM,Point,1154,23,+2.8,13,+4.7,24,+2.1%,11,-1.8%,46,+0.2,21,+1.8,77,-8.5
Stacey Augmon,37.3,ORL,Forward,374,98,-9.9,100,-12.3,22,+2.4%,82,+1.4%,51,-0.2,67,-0.9,37,+4.5
Marcus Banks,24.0,BOS,Combo,250,40,+0.9,33,+1.8,41,+0.8%,6,-2.3%,56,-0.5,30,+1.0,76,-8.3
Marcus Banks,24.0,MIN,Point,1198,41,+0.8,45,+0.2,78,-2.1%,49,-0.0%,87,-3.9,81,-2.1,74,-7.3
Leandro Barbosa,22.9,PHX,Wing,1538,8,+6.2,10,+5.2,14,+3.2%,27,-0.8%,18,+3.2,9,+3.3,58,-2.5
Matt Barnes,25.6,PHI,Forward,503,92,-6.3,83,-3.9,59,-0.5%,45,-0.2%,98,-6.7,92,-3.5,92,-15.1
Andre Barrett,23.7,TOR,Point,257,80,-3.5,82,-3.7,16,+2.7%,59,+0.3%,2,+9.1,1,+5.9,24,+8.0
Brent Barry,33.8,SAS,Wing,1179,73,-2.5,72,-2.4,58,-0.5%,30,-0.7%,50,-0.1,49,+0.1,51,-0.5
Jon Barry,36.3,HOU,Wing,330,5,+7.9,4,+7.6,8,+4.0%,3,-3.0%,12,+4.2,11,+2.9,32,+5.5
Eddie Basden,22.7,CHI,Wing,124,100,-15.8,100,-13.4,78,-2.0%,43,-0.3%,85,-3.7,45,+0.2,98,-25.1
Brandon Bass,20.5,NOH,Big,201,1,+11.3,10,+5.3,25,+2.1%,18,-1.3%,58,-0.7,30,+1.1,90,-13.4
Esteban Batista,22.2,ATL,Big,457,60,-1.1,29,+2.3,81,-2.5%,88,+1.7%,55,-0.4,50,-0.0,55,-1.7
Tony Battie,29.7,ORL,Big,2211,20,+3.5,21,+3.3,57,-0.3%,80,+1.2%,28,+1.8,27,+1.3,45,+1.5
Shane Battier,27.1,MEM,Forward,2832,94,-7.1,99,-10.3,63,-0.7%,20,-1.2%,76,-2.6,89,-3.0,34,+5.2
Lonny Baxter,26.8,HOU,Big,251,42,+0.6,59,-1.2,40,+0.9%,23,-1.1%,81,-3.0,76,-1.4,86,-11.5
Lonny Baxter,26.8,CHA,Big,113,25,+2.5,83,-3.8,0,+10.3%,95,+2.4%,1,+10.1,2,+5.5,13,+14.3
Charlie Bell,26.6,MIL,Combo,1229,49,+0.1,70,-2.2,18,+2.6%,62,+0.5%,33,+1.3,56,-0.4,19,+11.2
Raja Bell,29.1,PHX,Wing,2942,76,-2.9,63,-1.6,83,-2.7%,50,-0.0%,60,-0.9,69,-1.0,47,+0.6
Mike Bibby,27.5,SAC,Point,3163,13,+4.8,21,+3.3,71,-1.4%,51,+0.0%,30,+1.7,80,-2.0,6,+19.7
Andris Biedrins,19.6,GSW,Big,960,36,+1.2,35,+1.4,89,-3.5%,95,+2.3%,17,+3.5,46,+0.2,9,+16.3
Chauncey Billups,29.1,DET,Point,2918,73,-2.4,61,-1.5,48,+0.3%,94,+2.2%,38,+0.8,47,+0.1,39,+3.6
Steve Blake,25.7,POR,Point,1750,9,+5.8,9,+5.8,68,-1.1%,25,-1.0%,42,+0.6,56,-0.3,34,+5.1
Andray Blatche,19.2,WAS,Big,123,5,+7.3,19,+3.6,0,+11.4%,2,-3.3%,3,+8.4,0,+10.4,89,-13.3
Mark Blount,29.9,BOS,Big,1077,11,+5.3,18,+3.8,31,+1.4%,91,+1.8%,41,+0.6,64,-0.7,23,+8.0
Mark Blount,29.9,MIN,Big,1140,47,+0.3,17,+4.0,83,-2.8%,78,+1.1%,93,-5.0,85,-2.5,89,-13.1
Keith Bogans,25.5,CHA,Wing,842,24,+2.8,39,+1.0,29,+1.7%,44,-0.3%,72,-2.0,47,+0.2,85,-11.1
Keith Bogans,25.5,HOU,Wing,1042,67,-1.6,79,-3.3,28,+1.7%,9,-1.9%,40,+0.7,18,+2.0,83,-10.5
Andrew Bogut,20.9,MIL,Big,2335,95,-7.4,83,-4.0,87,-3.3%,37,-0.5%,90,-4.4,64,-0.7,96,-21.0
Matt Bonner,25.6,TOR,Forward,1665,29,+1.9,37,+1.1,19,+2.5%,57,+0.3%,59,-0.7,49,+0.0,62,-3.6
Calvin Booth,29.5,WAS,Big,220,9,+6.0,15,+4.2,3,+6.4%,37,-0.5%,1,+9.8,1,+7.1,27,+7.0
Carlos Boozer,23.9,UTA,Big,1023,2,+10.2,1,+10.5,30,+1.6%,13,-1.6%,19,+3.2,16,+2.2,39,+3.6
Chris Bosh,21.6,TOR,Big,2745,65,-1.5,42,+0.5,88,-3.4%,73,+0.9%,49,-0.0,61,-0.6,42,+2.4
Bruce Bowen,34.4,SAS,Wing,2745,35,+1.3,39,+0.9,47,+0.4%,49,-0.1%,63,-1.1,32,+1.0,87,-12.3
Ryan Bowen,29.9,HOU,Forward,618,64,-1.3,36,+1.2,62,-0.6%,42,-0.4%,92,-4.7,91,-3.2,83,-10.7
Earl Boykins,29.4,DEN,Point,1515,6,+7.0,16,+4.0,10,+3.8%,26,-0.9%,7,+5.8,8,+3.6,26,+7.4
Michael Bradley,26.5,PHI,Big,323,74,-2.8,52,-0.6,46,+0.4%,94,+2.2%,100,-8.7,98,-4.7,94,-17.5
Elton Brand,26.6,LAC,Big,3096,28,+2.1,31,+2.0,70,-1.3%,33,-0.6%,39,+0.8,48,+0.1,38,+3.9
Primoz Brezec,26.1,CHA,Big,2160,6,+7.2,7,+6.3,58,-0.4%,20,-1.2%,24,+2.4,24,+1.5,39,+3.4
Devin Brown,26.8,UTA,Wing,1641,37,+1.1,29,+2.2,45,+0.5%,60,+0.4%,34,+1.2,29,+1.1,52,-0.7
Kwame Brown,23.6,LAL,Big,1966,61,-1.1,74,-2.7,60,-0.5%,12,-1.7%,42,+0.6,47,+0.2,45,+1.5
P.J. Brown,36.0,NOH,Big,2365,65,-1.5,51,-0.5,83,-2.8%,36,-0.5%,83,-3.2,84,-2.3,55,-1.6
Rick Brunson,33.4,HOU,Combo,206,28,+2.1,76,-3.1,41,+0.8%,35,-0.5%,25,+2.2,82,-2.2,1,+31.4
Kobe Bryant,27.2,LAL,Combo,3271,3,+9.0,4,+8.0,26,+1.9%,62,+0.5%,35,+1.1,25,+1.4,64,-4.0
Greg Buckner,29.1,DEN,Wing,1721,57,-0.6,52,-0.6,56,-0.3%,65,+0.5%,69,-1.6,48,+0.1,78,-8.7
Pat Burke,31.9,PHX,Big,268,15,+4.4,58,-1.2,15,+3.0%,4,-2.8%,19,+3.1,24,+1.4,23,+8.0
Antonio Burks,25.7,MEM,Point,513,61,-1.1,77,-3.1,3,+6.6%,93,+2.1%,36,+1.0,55,-0.3,24,+7.8
Kevin Burleson,26.6,CHA,Combo,307,99,-12.4,96,-7.7,88,-3.4%,99,+4.0%,95,-6.1,95,-3.9,78,-8.6
Caron Butler,25.6,WAS,Wing,2688,29,+1.8,23,+3.1,81,-2.4%,53,+0.1%,59,-0.8,78,-1.8,33,+5.3
Jackie Butler,20.6,NYK,Big,651,81,-3.7,90,-5.5,44,+0.6%,44,-0.3%,71,-1.9,71,-1.1,61,-3.4
Rasual Butler,26.4,NOH,Wing,1787,28,+2.1,30,+2.0,21,+2.4%,78,+1.1%,31,+1.6,42,+0.5,31,+5.9
Andrew Bynum,18.0,LAL,Big,307,65,-1.4,81,-3.6,62,-0.6%,26,-0.9%,40,+0.7,46,+0.2,37,+4.4
Will Bynum,22.8,GSW,Point,144,1,+13.7,6,+6.5,2,+6.7%,0,-6.8%,0,+16.3,0,+12.5,58,-2.2
Zarko Cabarkapa,24.4,GSW,Big,442,5,+7.4,3,+8.9,50,+0.1%,91,+1.9%,98,-6.8,97,-4.7,76,-8.2
Jose Calderon,24.1,TOR,Point,1445,59,-0.9,69,-2.1,31,+1.5%,13,-1.6%,37,+0.9,8,+3.6,95,-20.8
Marcus Camby,31.6,DEN,Big,1851,78,-3.3,91,-5.8,53,-0.1%,7,-2.2%,33,+1.4,32,+0.9,44,+1.8
Brian Cardinal,28.5,MEM,Big,388,84,-4.2,22,+3.2,85,-3.1%,89,+1.7%,80,-3.0,59,-0.5,88,-12.5
Matt Carroll,25.2,CHA,Wing,1199,62,-1.2,49,-0.3,89,-3.7%,84,+1.5%,47,+0.1,83,-2.3,12,+15.1
Anthony Carter,30.4,MIN,Point,569,57,-0.6,47,-0.1,14,+3.1%,37,-0.5%,25,+2.3,8,+3.6,79,-9.1
Vince Carter,28.8,NJN,Wing,2900,97,-8.8,95,-7.3,76,-1.8%,81,+1.3%,89,-4.3,82,-2.1,90,-13.7
Sam Cassell,36.0,LAC,Point,2651,31,+1.6,36,+1.3,37,+1.2%,24,-1.0%,59,-0.8,41,+0.5,75,-8.0
Kelvin Cato,31.2,ORL,Big,298,83,-4.2,68,-1.9,90,-3.8%,76,+1.0%,74,-2.1,58,-0.4,79,-9.0
Tyson Chandler,23.1,CHI,Big,2107,69,-1.9,65,-1.7,62,-0.6%,92,+2.0%,79,-2.8,91,-3.2,35,+4.9
Calbert Cheaney,34.3,GSW,Forward,413,20,+3.6,32,+1.9,20,+2.5%,3,-2.9%,43,+0.5,43,+0.4,48,+0.3
Josh Childress,22.4,ATL,Wing,2193,17,+4.0,37,+1.1,23,+2.3%,31,-0.7%,34,+1.2,19,+1.9,68,-5.6
Doug Christie,35.5,DAL,Wing,184,23,+2.9,15,+4.2,82,-2.7%,68,+0.6%,10,+4.7,34,+0.8,5,+20.8
Speedy Claxton,27.5,NOH,Combo,1970,77,-3.0,86,-4.6,13,+3.3%,65,+0.5%,51,-0.1,20,+1.9,91,-14.4
Mateen Cleaves,28.2,SEA,Point,200,86,-4.7,63,-1.5,98,-6.1%,97,+2.5%,96,-6.3,99,-5.5,31,+5.9
Jarron Collins,26.9,UTA,Big,1701,97,-8.8,88,-4.9,92,-4.2%,91,+1.9%,98,-6.9,95,-3.9,92,-14.4
Jason Collins,26.9,NJN,Big,1891,93,-6.8,86,-4.5,90,-3.7%,84,+1.5%,74,-2.1,75,-1.4,65,-4.5
Nick Collison,25.0,SEA,Big,1438,68,-1.7,68,-2.0,25,+2.0%,42,-0.4%,39,+0.8,17,+2.1,83,-10.4
Brian Cook,24.9,LAL,Big,1504,41,+0.7,25,+2.8,72,-1.5%,87,+1.6%,64,-1.2,74,-1.3,46,+1.1
Jamal Crawford,25.6,NYK,Combo,2465,23,+2.9,20,+3.4,17,+2.6%,66,+0.5%,20,+3.0,42,+0.5,13,+14.2
Austin Croshere,30.5,IND,Forward,1138,44,+0.5,31,+2.0,75,-1.8%,54,+0.1%,60,-0.9,43,+0.3,75,-7.9
Eddy Curry,22.9,NYK,Big,1860,18,+3.9,22,+3.2,48,+0.4%,65,+0.5%,51,-0.2,51,-0.1,51,-0.4
Samuel Dalembert,25.5,PHI,Big,1757,75,-2.9,56,-1.0,89,-3.5%,94,+2.2%,86,-3.7,90,-3.1,50,-0.3
Erick Dampier,30.3,DAL,Big,1912,51,-0.2,44,+0.3,77,-2.0%,37,-0.5%,33,+1.2,39,+0.6,45,+1.5
Antonio Daniels,30.6,WAS,Point,2248,27,+2.1,40,+0.8,35,+1.2%,41,-0.4%,12,+4.3,12,+2.8,27,+6.8
Marquis Daniels,24.8,DAL,Wing,1729,53,-0.4,59,-1.2,30,+1.6%,39,-0.4%,72,-2.0,51,-0.1,82,-9.8
Antonio Davis,37.0,NYK,Forward,747,11,+5.2,27,+2.5,77,-2.0%,8,-2.1%,26,+2.0,34,+0.8,32,+5.7
Antonio Davis,37.0,TOR,Forward,190,89,-5.4,82,-3.7,98,-6.3%,94,+2.2%,19,+3.1,81,-2.1,1,+37.2
Baron Davis,26.6,GSW,Point,1960,47,+0.2,41,+0.7,66,-0.8%,81,+1.2%,70,-1.7,69,-1.0,60,-3.0
Dale Davis,36.6,DET,Big,149,1,+12.5,5,+7.4,91,-3.8%,0,-4.6%,5,+6.8,14,+2.5,10,+16.0
Ricky Davis,26.1,BOS,Wing,1738,94,-6.9,92,-6.0,66,-0.8%,92,+1.9%,89,-4.3,59,-0.5,96,-21.7
Ricky Davis,26.1,MIN,Wing,1451,41,+0.7,6,+6.6,97,-5.6%,54,+0.1%,97,-6.7,77,-1.6,98,-25.6
Carlos Delfino,23.2,DET,Wing,613,2,+10.7,2,+9.8,58,-0.5%,28,-0.8%,61,-1.0,66,-0.8,46,+1.1
Tony Delk,31.8,DET,Combo,358,6,+7.3,0,+11.6,90,-3.7%,79,+1.2%,79,-2.9,80,-1.9,65,-4.3
Luol Deng,20.5,CHI,Forward,2592,69,-1.9,90,-5.4,54,-0.1%,46,-0.2%,44,+0.4,28,+1.2,70,-6.1
Boris Diaw,23.5,PHX,Big,2842,91,-6.0,65,-1.6,87,-3.3%,74,+0.9%,80,-2.9,78,-1.8,64,-4.2
Dan Dickau,27.1,BOS,Point,229,13,+4.7,15,+4.1,1,+7.6%,67,+0.6%,37,+1.0,16,+2.2,75,-7.8
Travis Diener,23.7,ORL,Combo,224,4,+8.0,0,+11.3,10,+3.8%,7,-2.2%,22,+2.6,9,+3.4,67,-5.5
Ike Diogu,22.1,GSW,Big,967,22,+3.1,17,+3.9,84,-2.9%,66,+0.6%,86,-3.8,72,-1.2,90,-13.4
DeSagana Diop,23.8,DAL,Big,1490,73,-2.5,62,-1.5,69,-1.2%,87,+1.6%,94,-5.5,90,-3.1,81,-9.7
Juan Dixon,27.1,POR,Wing,1912,39,+1.0,16,+4.1,72,-1.5%,45,-0.2%,76,-2.4,63,-0.7,77,-8.5
Michael Doleac,28.4,MIA,Big,302,11,+5.2,30,+2.1,25,+2.1%,38,-0.4%,32,+1.5,50,-0.0,20,+9.9
Keyon Dooling,25.5,ORL,Combo,1126,89,-5.2,97,-8.5,11,+3.6%,19,-1.2%,24,+2.4,19,+1.9,46,+0.9
Chris Duhon,23.2,CHI,Point,2116,28,+2.1,10,+5.3,17,+2.7%,24,-1.1%,52,-0.2,23,+1.5,86,-11.7
Tim Duncan,29.5,SAS,Big,2775,85,-4.3,84,-4.3,63,-0.6%,39,-0.4%,86,-3.8,84,-2.4,67,-5.5
Mike Dunleavy,25.1,GSW,Forward,2551,45,+0.4,35,+1.4,67,-0.9%,68,+0.7%,57,-0.6,66,-0.8,43,+1.9
Ronald Dupree,24.8,MIN,Forward,229,8,+6.2,35,+1.4,23,+2.2%,21,-1.2%,9,+4.9,11,+3.0,24,+7.9
John Edwards,24.3,ATL,Big,280,13,+4.8,8,+5.9,85,-3.1%,95,+2.2%,91,-4.5,93,-3.7,51,-0.3
Howard Eisley,32.9,LAC,Point,109,13,+4.8,6,+6.8,42,+0.7%,76,+1.0%,57,-0.6,86,-2.6,6,+18.6
Howard Eisley,32.9,DEN,Point,270,37,+1.1,14,+4.3,99,-7.2%,100,+4.0%,97,-6.5,100,-9.9,0,+42.2
Monta Ellis,20.0,GSW,Combo,829,82,-3.8,82,-3.7,31,+1.5%,31,-0.7%,58,-0.7,32,+1.0,78,-8.7
Francisco Elson,29.7,DEN,Big,1547,74,-2.8,73,-2.6,69,-1.3%,63,+0.5%,52,-0.2,70,-1.1,36,+4.6
