Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Shandon Anderson,30.8,MIA,Forward,1116,50,-0.2,34,-0.7,51,-0.1%,28,-6.0,84,+0.7,57,+0.7%,81,+12.8,14,-1.4,21,-3.6%,15,-15.4
Carmelo Anthony,20.4,DEN,Forward,2597,80,+3.6,94,+2.5,77,+1.0%,88,+12.2,84,+0.7,48,-0.6%,72,+9.0,94,+1.7,75,+2.3%,85,+13.6
Rafael Araujo,24.2,TOR,Big,706,28,-3.5,13,-1.7,81,+1.3%,15,-11.6,15,-0.8,26,-4.3%,18,-14.2,28,-0.7,87,+4.5%,28,-7.7
Gilbert Arenas,22.8,WAS,Wing,3266,97,+10.3,92,+2.1,99,+3.8%,76,+6.8,79,+0.6,93,+9.9%,55,+1.5,92,+1.6,98,+7.9%,80,+10.8
Trevor Ariza,19.3,NYK,Wing,1333,36,-2.2,60,+0.2,65,+0.4%,57,+1.3,47,-0.0,39,-2.2%,41,-3.3,66,+0.4,66,+1.2%,67,+5.1
Darrell Armstrong,36.4,NOH,Point,415,53,-0.0,76,+1.0,48,-0.2%,81,+8.9,94,+1.2,91,+8.3%,96,+31.0,42,-0.3,4,-7.7%,48,-1.4
Darrell Armstrong,36.4,DAL,Point,508,9,-8.2,2,-4.3,20,-1.5%,2,-26.8,16,-0.8,12,-7.4%,17,-14.9,1,-3.4,39,-1.4%,2,-31.8
Carlos Arroyo,25.3,UTA,Point,738,74,+2.7,72,+0.8,30,-1.0%,82,+8.9,89,+0.9,80,+5.7%,93,+22.4,58,+0.2,37,-1.8%,65,+4.6
Carlos Arroyo,25.3,DET,Point,653,3,-12.5,12,-1.9,54,+0.1%,14,-12.3,50,+0.0,99,+16.8%,31,-8.1,5,-2.1,37,-1.7%,7,-20.9
Chucky Atkins,30.2,LAL,Point,2904,94,+7.7,93,+2.5,87,+1.7%,93,+16.8,63,+0.2,82,+6.2%,81,+13.1,97,+2.1,89,+5.3%,93,+19.2
Stacey Augmon,36.3,ORL,Wing,604,55,+0.2,46,-0.2,6,-2.7%,63,+3.0,29,-0.5,25,-4.6%,51,+0.5,52,+0.0,10,-6.0%,63,+3.7
Vin Baker,32.9,NYK,Big,156,47,-0.8,4,-3.1,10,-2.3%,2,-25.6,5,-1.3,54,+0.3%,5,-27.3,7,-1.8,37,-1.7%,3,-30.3
Marcus Banks,23.0,BOS,Point,1062,10,-7.9,18,-1.3,75,+0.9%,12,-14.3,67,+0.3,76,+4.7%,16,-15.7,15,-1.3,35,-2.0%,17,-13.7
Leandro Barbosa,21.9,PHX,Combo,981,4,-11.8,1,-4.6,10,-2.2%,3,-24.0,2,-1.7,73,+4.2%,3,-32.8,3,-2.9,12,-5.3%,7,-20.6
Matt Barnes,24.6,SAC,Wing,638,81,+3.9,68,+0.5,64,+0.4%,56,+0.9,96,+1.3,51,+0.0%,90,+19.2,26,-0.8,68,+1.4%,21,-11.5
Andre Barrett,22.7,HOU,Point,287,53,-0.0,49,-0.2,85,+1.6%,36,-3.6,46,-0.1,97,+13.3%,12,-19.4,53,+0.0,48,-0.5%,57,+1.7
Andre Barrett,22.7,ORL,Point,153,75,+2.8,89,+1.9,98,+3.1%,60,+1.9,73,+0.4,12,-7.5%,75,+10.4,98,+2.5,86,+4.0%,80,+10.5
Brent Barry,32.8,SAS,Wing,1652,33,-2.6,11,-2.1,31,-1.0%,13,-13.4,22,-0.6,66,+2.5%,20,-13.4,12,-1.4,28,-2.8%,18,-13.3
Jon Barry,35.3,ATL,Combo,274,85,+4.6,100,+6.0,96,+2.8%,100,+34.3,96,+1.4,99,+16.7%,86,+15.1,100,+4.6,95,+6.3%,100,+44.3
Jon Barry,35.3,HOU,Wing,1190,82,+4.0,62,+0.3,57,+0.2%,53,+0.2,54,+0.1,80,+5.5%,25,-11.3,63,+0.3,29,-2.7%,68,+5.1
Tony Battie,28.7,ORL,Big,1900,26,-4.0,41,-0.4,33,-0.8%,49,-0.9,86,+0.7,65,+2.4%,85,+14.7,18,-1.2,34,-2.1%,25,-8.9
Shane Battier,26.1,MEM,Forward,2493,88,+5.3,45,-0.3,44,-0.3%,39,-3.0,47,-0.0,20,-5.6%,57,+2.1,48,-0.1,61,+0.8%,46,-1.9
Raja Bell,28.1,UTA,Wing,1783,64,+1.2,67,+0.5,68,+0.6%,57,+1.1,27,-0.5,66,+2.5%,26,-10.4,78,+0.8,78,+2.5%,74,+7.4
Travis Best,32.3,NJN,Combo,1389,29,-3.2,44,-0.3,8,-2.5%,55,+0.7,79,+0.6,25,-4.6%,69,+8.1,22,-0.9,5,-7.1%,26,-8.6
Mike Bibby,26.5,SAC,Point,3083,46,-0.9,79,+1.1,80,+1.3%,75,+6.3,62,+0.2,43,-1.5%,70,+8.5,76,+0.7,91,+5.4%,63,+3.8
Andris Biedrins,18.6,GSW,Big,357,99,+12.1,94,+2.5,89,+1.9%,88,+12.4,99,+2.2,13,-7.4%,99,+55.1,61,+0.2,89,+5.2%,57,+1.6
Chauncey Billups,28.1,DET,Combo,2860,78,+3.2,51,-0.1,38,-0.5%,42,-2.3,36,-0.3,2,-16.6%,64,+5.8,62,+0.2,76,+2.4%,47,-1.6
Steve Blake,24.7,WAS,Point,607,19,-6.1,27,-0.9,25,-1.2%,40,-2.9,24,-0.5,59,+1.0%,29,-8.9,43,-0.3,27,-2.8%,49,-0.7
Mark Blount,28.9,BOS,Big,2129,29,-3.2,13,-1.8,31,-1.0%,22,-8.4,19,-0.7,8,-9.0%,45,-1.6,22,-0.9,39,-1.4%,27,-7.8
Keith Bogans,24.5,CHA,Wing,1762,79,+3.5,39,-0.5,50,-0.1%,24,-7.6,50,+0.0,54,+0.3%,31,-7.7,37,-0.4,55,+0.2%,27,-7.7
Matt Bonner,24.6,TOR,Big,1506,58,+0.6,43,-0.3,20,-1.5%,49,-0.8,40,-0.2,50,-0.0%,45,-1.9,53,+0.0,14,-4.8%,54,+0.9
Calvin Booth,28.5,DAL,Big,224,7,-9.6,2,-4.2,40,-0.5%,1,-29.9,8,-1.2,23,-5.0%,5,-27.4,2,-3.0,28,-2.7%,2,-33.2
Calvin Booth,28.5,MIL,Big,153,12,-7.3,44,-0.3,24,-1.3%,74,+5.8,80,+0.6,0,-35.2%,100,+92.1,21,-1.0,72,+2.0%,24,-9.1
Carlos Boozer,22.9,UTA,Big,1776,60,+0.7,52,-0.1,83,+1.4%,43,-2.1,78,+0.5,77,+4.9%,69,+8.2,30,-0.6,69,+1.5%,29,-7.4
Curtis Borchardt,24.1,UTA,Big,819,19,-6.1,9,-2.4,43,-0.4%,5,-21.1,22,-0.6,38,-2.3%,18,-14.7,10,-1.6,31,-2.3%,4,-24.1
Chris Bosh,20.6,TOR,Big,2994,75,+2.9,52,-0.1,71,+0.7%,50,-0.6,71,+0.4,24,-4.6%,68,+7.7,29,-0.7,78,+2.5%,32,-6.8
Bruce Bowen,33.4,SAS,Wing,2602,35,-2.4,50,-0.2,45,-0.3%,46,-1.5,38,-0.3,39,-2.2%,36,-5.0,54,+0.0,43,-1.0%,49,-0.6
Ryan Bowen,29.0,HOU,Forward,531,50,-0.3,86,+1.5,49,-0.1%,92,+15.9,94,+1.2,25,-4.4%,94,+27.1,63,+0.3,20,-3.8%,71,+5.8
Earl Boykins,28.4,DEN,Point,2087,46,-0.9,54,+0.0,39,-0.5%,59,+1.7,43,-0.1,62,+1.3%,39,-4.4,59,+0.2,59,+0.6%,64,+4.2
Shawn Bradley,32.6,DAL,Big,848,80,+3.6,24,-1.1,59,+0.2%,20,-9.2,57,+0.1,41,-1.9%,50,+0.1,16,-1.3,48,-0.5%,13,-16.1
Elton Brand,25.6,LAC,Big,2999,97,+10.3,91,+2.0,73,+0.8%,94,+17.6,47,-0.1,54,+0.3%,48,-0.5,97,+2.1,59,+0.7%,99,+31.7
Jamison Brewer,24.0,NYK,Combo,156,12,-7.4,42,-0.4,26,-1.2%,48,-1.2,64,+0.3,90,+8.0%,32,-7.3,33,-0.6,25,-3.0%,48,-1.3
Primoz Brezec,25.1,CHA,Big,2264,51,-0.2,90,+2.0,77,+1.0%,91,+15.1,96,+1.4,88,+7.6%,96,+30.8,72,+0.6,74,+2.1%,72,+6.5
Damone Brown,25.3,WAS,Forward,135,34,-2.4,22,-1.1,76,+1.0%,11,-14.8,18,-0.7,60,+1.1%,2,-39.0,36,-0.5,63,+1.0%,36,-5.0
Devin Brown,25.8,SAS,Wing,1122,16,-6.6,58,+0.1,86,+1.6%,43,-2.0,50,+0.0,68,+2.8%,47,-0.8,57,+0.1,89,+5.2%,43,-2.6
Kwame Brown,22.6,WAS,Big,896,8,-8.6,33,-0.7,10,-2.3%,58,+1.5,19,-0.6,15,-6.7%,44,-2.5,59,+0.2,23,-3.3%,74,+7.4
P.J. Brown,35.0,NOH,Big,2820,87,+5.1,30,-0.8,53,-0.0%,22,-8.7,58,+0.2,72,+4.1%,50,+0.2,22,-0.9,35,-1.9%,19,-12.7
Tierre Brown,25.4,LAL,Combo,1015,23,-4.8,4,-3.0,22,-1.4%,5,-21.1,10,-1.0,13,-7.2%,9,-22.2,6,-2.0,25,-3.0%,6,-21.8
Rick Brunson,32.4,LAC,Point,1906,53,-0.1,61,+0.2,27,-1.2%,78,+7.6,44,-0.1,17,-6.3%,79,+11.8,61,+0.2,42,-1.1%,65,+4.6
Kobe Bryant,26.2,LAL,Wing,2679,95,+8.2,81,+1.3,87,+1.7%,71,+5.2,80,+0.6,74,+4.5%,89,+18.3,72,+0.6,91,+5.7%,55,+0.9
Greg Buckner,28.1,DEN,Wing,1490,45,-0.9,57,+0.1,26,-1.2%,63,+3.0,61,+0.2,53,+0.3%,48,-0.5,47,-0.2,7,-6.8%,56,+1.5
Rodney Buford,27.0,NJN,Wing,1251,14,-7.1,29,-0.8,5,-3.1%,41,-2.5,57,+0.1,43,-1.6%,61,+4.2,25,-0.8,7,-6.7%,31,-7.0
Antonio Burks,24.7,MEM,Point,191,23,-4.9,87,+1.7,17,-1.7%,94,+17.3,89,+0.8,96,+12.9%,78,+11.6,78,+0.8,17,-4.4%,89,+15.9
Caron Butler,24.6,LAL,Wing,2730,50,-0.3,80,+1.2,93,+2.4%,83,+9.1,90,+0.9,71,+3.7%,94,+26.4,62,+0.3,94,+6.2%,61,+3.5
Rasual Butler,25.4,MIA,Wing,1153,11,-7.6,9,-2.2,16,-1.7%,16,-11.2,33,-0.4,61,+1.3%,34,-6.5,7,-1.9,15,-4.6%,16,-13.9
Zarko Cabarkapa,23.4,GSW,Big,448,59,+0.7,4,-3.0,53,+0.0%,4,-22.6,8,-1.2,31,-3.3%,4,-31.5,10,-1.6,79,+2.6%,11,-17.9
Marcus Camby,30.6,DEN,Big,2015,69,+2.0,51,-0.1,74,+0.9%,48,-1.1,6,-1.3,41,-2.0%,24,-11.7,84,+1.2,82,+3.4%,69,+5.4
Elden Campbell,36.3,DET,Big,329,21,-5.2,60,+0.2,11,-2.2%,63,+3.1,68,+0.3,83,+6.3%,53,+0.7,48,-0.1,9,-6.3%,56,+1.6
Brian Cardinal,27.5,MEM,Big,1397,58,+0.7,77,+1.0,7,-2.6%,93,+16.8,97,+1.4,9,-8.8%,96,+31.6,41,-0.4,4,-7.5%,62,+3.6
Matt Carroll,24.2,CHA,Wing,406,52,-0.1,10,-2.1,23,-1.3%,13,-13.2,41,-0.2,14,-7.0%,37,-4.6,6,-2.0,11,-5.8%,10,-17.9
Anthony Carter,29.4,MIN,Point,673,26,-4.1,56,+0.1,85,+1.5%,44,-2.0,72,+0.4,68,+2.9%,40,-3.7,37,-0.4,63,+1.0%,38,-4.2
Vince Carter,27.8,TOR,Wing,605,6,-9.6,10,-2.1,78,+1.1%,9,-16.0,61,+0.2,41,-1.9%,52,+0.6,4,-2.3,93,+5.9%,5,-23.2
Vince Carter,27.8,NJN,Wing,2229,96,+9.8,83,+1.3,69,+0.6%,81,+8.9,46,-0.1,80,+5.6%,59,+2.7,88,+1.4,62,+0.9%,83,+12.5
Sam Cassell,35.0,MIN,Point,1520,65,+1.3,62,+0.3,95,+2.6%,34,-4.0,40,-0.2,39,-2.1%,36,-5.1,68,+0.4,94,+6.0%,41,-3.1
Kelvin Cato,30.2,ORL,Big,1514,78,+3.2,78,+1.1,79,+1.2%,72,+5.2,35,-0.3,20,-5.7%,36,-5.2,87,+1.3,72,+2.0%,78,+8.7
Lionel Chalmers,24.0,LAC,Combo,383,19,-5.6,2,-3.8,53,+0.0%,1,-31.0,3,-1.5,90,+7.9%,2,-38.9,4,-2.2,40,-1.3%,3,-28.8
Tyson Chandler,22.1,CHI,Big,2164,63,+1.1,69,+0.5,49,-0.2%,59,+1.8,53,+0.1,10,-8.1%,65,+6.5,70,+0.5,61,+0.9%,56,+1.3
Calbert Cheaney,33.3,GSW,Wing,926,12,-7.3,24,-1.0,5,-2.9%,55,+0.6,19,-0.7,12,-7.7%,46,-1.2,35,-0.5,19,-3.9%,51,-0.2
Josh Childress,21.4,ATL,Wing,2328,87,+4.9,23,-1.1,65,+0.4%,23,-8.2,22,-0.6,83,+6.5%,21,-13.0,35,-0.5,63,+1.0%,35,-6.0
Doug Christie,34.5,SAC,Wing,987,26,-4.1,6,-2.9,11,-2.1%,15,-11.5,10,-1.0,44,-1.4%,10,-21.8,8,-1.7,2,-9.9%,30,-7.3
Doug Christie,34.5,ORL,Wing,527,7,-9.3,16,-1.5,86,+1.6%,25,-7.2,74,+0.5,21,-5.5%,42,-3.0,12,-1.4,60,+0.8%,21,-11.5
Speedy Claxton,26.5,GSW,Point,1500,72,+2.5,97,+2.9,55,+0.1%,96,+20.9,93,+1.1,81,+5.8%,87,+16.3,93,+1.7,25,-3.0%,93,+19.5
Speedy Claxton,26.5,NOH,Point,365,13,-7.3,11,-2.0,30,-1.0%,6,-20.9,1,-1.8,2,-16.4%,0,-50.7,41,-0.4,56,+0.3%,26,-8.3
Jason Collier,27.1,ATL,Big,927,9,-8.3,10,-2.2,38,-0.6%,7,-17.6,15,-0.8,48,-0.6%,13,-18.5,13,-1.4,76,+2.3%,14,-15.7
Jarron Collins,25.9,UTA,Big,948,76,+2.9,90,+2.0,79,+1.1%,92,+15.5,86,+0.7,65,+2.4%,95,+29.3,88,+1.3,86,+4.2%,84,+12.9
Jason Collins,25.9,NJN,Big,2541,48,-0.5,61,+0.3,94,+2.6%,32,-4.8,65,+0.3,30,-3.6%,51,+0.5,50,-0.1,80,+2.9%,34,-6.1
Nick Collison,24.0,SEA,Big,1362,46,-0.9,42,-0.4,42,-0.4%,44,-1.9,41,-0.2,37,-2.7%,36,-4.9,46,-0.2,21,-3.6%,52,-0.1
Brian Cook,23.9,LAL,Big,1021,85,+4.5,43,-0.3,17,-1.6%,55,+0.6,65,+0.3,61,+1.3%,84,+13.9,33,-0.6,17,-4.2%,37,-4.5
Jamal Crawford,24.6,NYK,Wing,2667,55,+0.2,15,-1.5,90,+2.0%,5,-21.0,15,-0.8,50,-0.0%,13,-18.8,24,-0.8,93,+5.9%,7,-20.8
Austin Croshere,29.5,IND,Forward,1783,28,-3.7,76,+1.0,72,+0.7%,81,+8.9,37,-0.3,79,+5.4%,14,-18.1,85,+1.2,73,+2.1%,96,+23.1
Eddy Curry,21.9,CHI,Big,1789,29,-3.2,47,-0.2,51,-0.1%,58,+1.6,68,+0.3,70,+3.6%,63,+5.4,28,-0.7,53,+0.0%,46,-1.6
Michael Curry,36.2,IND,Wing,242,3,-12.7,80,+1.2,86,+1.6%,57,+1.0,27,-0.5,4,-11.2%,14,-18.1,96,+2.0,98,+8.3%,92,+19.0
Samuel Dalembert,24.5,PHI,Big,1771,55,+0.2,99,+3.7,98,+3.5%,93,+16.5,98,+1.8,78,+5.2%,92,+22.3,94,+1.8,93,+5.8%,83,+12.0
Erick Dampier,29.3,DAL,Big,1598,59,+0.7,89,+1.9,85,+1.5%,87,+12.1,58,+0.2,58,+0.9%,61,+4.2,91,+1.6,81,+2.9%,89,+15.9
Antonio Daniels,29.6,SEA,Combo,1998,88,+5.1,48,-0.2,19,-1.6%,70,+4.9,21,-0.6,33,-3.1%,39,-4.4,67,+0.4,26,-3.0%,81,+10.8
Marquis Daniels,23.8,DAL,Combo,1355,15,-6.8,14,-1.6,33,-0.8%,23,-8.2,13,-0.9,35,-2.9%,19,-13.9,28,-0.7,54,+0.1%,34,-6.0
Antonio Davis,36.0,CHI,Big,1825,30,-2.9,42,-0.4,40,-0.5%,48,-1.1,22,-0.6,29,-3.9%,15,-16.6,64,+0.3,37,-1.7%,75,+7.4
Baron Davis,25.6,NOH,Combo,590,87,+5.0,93,+2.5,83,+1.5%,91,+15.3,100,+2.4,42,-1.7%,98,+45.1,51,-0.0,70,+1.8%,52,-0.2
Baron Davis,25.6,GSW,Point,985,97,+10.3,99,+3.7,11,-2.2%,98,+24.6,100,+2.7,17,-6.3%,100,+65.6,94,+1.7,29,-2.7%,89,+16.5
Dale Davis,35.6,GSW,Big,572,25,-4.4,30,-0.8,22,-1.4%,36,-3.7,35,-0.3,18,-6.1%,44,-2.5,43,-0.3,18,-4.1%,38,-4.3
Dale Davis,35.6,IND,Big,726,77,+3.1,47,-0.2,97,+3.0%,9,-16.8,68,+0.3,98,+15.2%,26,-10.5,49,-0.1,93,+5.7%,38,-4.1
Josh Davis,24.2,PHI,Big,293,57,+0.6,65,+0.4,43,-0.4%,73,+5.6,66,+0.3,15,-7.0%,90,+18.7,60,+0.2,74,+2.2%,55,+1.1
Ricky Davis,25.1,BOS,Wing,2670,28,-3.3,56,+0.1,20,-1.5%,49,-0.9,43,-0.1,37,-2.7%,43,-2.6,67,+0.4,41,-1.2%,58,+1.8
Carlos Delfino,22.2,DET,Wing,438,28,-3.7,7,-2.7,9,-2.3%,1,-30.0,7,-1.2,78,+5.2%,2,-39.6,14,-1.4,9,-6.1%,3,-29.5
Tony Delk,30.8,ATL,Combo,1343,89,+5.7,95,+2.6,39,-0.5%,95,+20.8,89,+0.9,60,+1.1%,87,+16.1,89,+1.5,45,-0.8%,94,+20.0
Luol Deng,19.5,CHI,Forward,1641,92,+6.7,90,+2.0,88,+1.9%,85,+10.9,70,+0.4,98,+16.4%,30,-8.6,89,+1.4,50,-0.4%,87,+14.6
Boris Diaw,22.5,ATL,Wing,1168,41,-1.5,74,+0.8,60,+0.2%,78,+7.4,57,+0.1,23,-4.9%,70,+8.5,78,+0.8,68,+1.3%,78,+9.4
Dan Dickau,26.1,NOH,Point,2023,84,+4.5,89,+1.9,42,-0.4%,93,+16.7,83,+0.7,87,+7.5%,89,+17.9,84,+1.2,38,-1.6%,87,+14.7
DeSagana Diop,22.8,CLE,Big,237,1,-15.6,69,+0.6,24,-1.3%,52,+0.0,77,+0.5,22,-5.1%,59,+2.7,65,+0.3,14,-4.8%,55,+1.1
Vlade Divac,36.7,LAL,Big,127,10,-7.9,52,-0.1,2,-4.8%,27,-6.3,99,+2.1,74,+4.5%,92,+22.0,4,-2.3,0,-17.9%,0,-47.9
Juan Dixon,26.1,WAS,Combo,1018,41,-1.6,43,-0.3,3,-3.6%,71,+5.2,45,-0.1,21,-5.5%,77,+11.2,38,-0.4,11,-5.5%,53,+0.5
Michael Doleac,27.4,MIA,Big,1138,13,-7.2,26,-1.0,12,-2.1%,47,-1.4,55,+0.1,28,-4.0%,78,+11.5,20,-1.0,21,-3.6%,26,-8.0
Keyon Dooling,24.5,MIA,Point,1131,8,-8.6,10,-2.1,4,-3.5%,24,-7.7,30,-0.4,8,-9.6%,52,+0.6,8,-1.7,2,-8.6%,18,-13.2
Predrag Drobnjak,29.0,ATL,Big,1416,40,-1.6,41,-0.4,50,-0.1%,38,-3.2,23,-0.6,24,-4.9%,28,-9.4,56,+0.1,49,-0.5%,49,-0.6
Chris Duhon,22.2,CHI,Point,2134,61,+0.8,71,+0.6,52,-0.0%,76,+6.9,83,+0.7,77,+4.9%,82,+13.2,56,+0.1,39,-1.4%,65,+4.4
Tim Duncan,28.5,SAS,Big,2192,96,+9.0,83,+1.3,79,+1.2%,84,+9.9,93,+1.1,82,+6.0%,95,+28.4,54,+0.0,58,+0.5%,48,-0.9
Mike Dunleavy,24.1,GSW,Forward,2553,49,-0.4,48,-0.2,76,+1.0%,44,-1.9,26,-0.5,84,+6.5%,20,-13.3,62,+0.3,52,-0.0%,60,+3.0
Ronald Dupree,23.8,DET,Wing,402,18,-6.2,16,-1.5,23,-1.3%,46,-1.5,10,-1.0,99,+17.8%,8,-23.0,38,-0.4,22,-3.6%,80,+10.7
Howard Eisley,31.9,UTA,Combo,1356,33,-2.5,55,+0.1,37,-0.6%,41,-2.4,31,-0.4,10,-8.4%,22,-12.5,71,+0.5,57,+0.4%,68,+5.1
Obinna Ekezie,29.2,ATL,Big,719,71,+2.2,87,+1.7,73,+0.8%,80,+8.3,74,+0.5,85,+6.6%,56,+1.6,86,+1.2,42,-1.1%,79,+10.0
Francisco Elson,28.7,DEN,Big,882,30,-3.0,50,-0.1,34,-0.7%,42,-2.3,76,+0.5,86,+7.0%,31,-7.7,29,-0.7,28,-2.8%,44,-2.4
Melvin Ely,26.5,CHA,Big,1621,64,+1.2,59,+0.2,17,-1.6%,67,+3.6,39,-0.3,23,-5.0%,54,+1.2,69,+0.4,14,-4.8%,66,+4.7
Maurice Evans,26.0,SAC,Wing,1150,43,-1.2,28,-0.9,61,+0.3%,27,-6.2,7,-1.2,44,-1.5%,10,-21.0,67,+0.4,60,+0.7%,61,+3.3
Reggie Evans,24.5,SEA,Big,1874,20,-5.3,34,-0.7,52,-0.0%,28,-6.0,84,+0.7,82,+6.0%,73,+9.7,20,-1.1,34,-2.0%,18,-13.1
Michael Finley,31.7,DAL,Wing,2358,88,+5.3,98,+3.2,24,-1.3%,97,+21.1,63,+0.2,55,+0.4%,69,+8.0,99,+2.9,29,-2.6%,98,+29.7
Derek Fisher,30.2,GSW,Combo,2196,34,-2.4,22,-1.1,58,+0.2%,20,-9.3,28,-0.5,59,+1.1%,27,-9.8,27,-0.7,66,+1.2%,24,-9.6
Marcus Fizer,26.2,MIL,Big,833,21,-5.2,57,+0.1,30,-1.0%,77,+7.0,46,-0.1,44,-1.5%,54,+1.1,66,+0.4,28,-2.8%,82,+11.4
Danny Fortson,28.6,SEA,Big,1039,71,+2.3,12,-1.9,24,-1.3%,17,-10.6,20,-0.6,24,-4.8%,35,-5.3,12,-1.5,41,-1.2%,16,-14.5
Jeff Foster,27.8,IND,Big,1593,78,+3.3,63,+0.3,38,-0.6%,56,+0.9,53,+0.1,9,-8.8%,71,+8.6,52,+0.0,33,-2.1%,35,-5.8
Adonal Foyle,29.7,GSW,Big,1687,48,-0.4,25,-1.0,89,+2.0%,19,-9.4,17,-0.7,76,+4.7%,11,-20.3,43,-0.3,80,+2.8%,37,-4.4
Richie Frahm,27.2,POR,Wing,466,43,-1.2,46,-0.2,49,-0.1%,51,-0.4,54,+0.1,30,-3.6%,58,+2.5,37,-0.5,69,+1.5%,42,-3.0
Steve Francis,27.7,ORL,Combo,2963,91,+6.4,84,+1.5,65,+0.4%,81,+8.9,72,+0.4,64,+2.0%,65,+6.0,72,+0.6,39,-1.4%,67,+5.0
Matt Freije,23.1,NOH,Forward,426,25,-4.4,17,-1.5,38,-0.6%,24,-8.0,20,-0.6,4,-11.0%,18,-14.5,31,-0.6,58,+0.5%,47,-1.6
Dan Gadzuric,26.7,MIL,Big,1770,64,+1.2,78,+1.1,71,+0.7%,79,+7.8,66,+0.3,52,+0.1%,80,+12.5,79,+0.9,68,+1.4%,76,+8.0
Alex Garcia,24.7,NOH,Combo,145,19,-5.9,50,-0.2,78,+1.1%,38,-3.1,65,+0.3,52,+0.1%,78,+11.5,36,-0.5,99,+8.6%,26,-8.6
Kevin Garnett,28.5,MIN,Big,3114,70,+2.0,53,-0.0,57,+0.2%,45,-1.7,52,+0.0,57,+0.6%,58,+2.2,48,-0.2,61,+0.9%,40,-3.7
Pat Garrity,28.2,ORL,Big,901,46,-0.8,3,-3.3,13,-1.9%,6,-20.0,4,-1.4,83,+6.4%,6,-25.9,7,-2.0,33,-2.2%,10,-18.0
Pau Gasol,24.3,MEM,Big,1776,81,+3.8,17,-1.4,45,-0.3%,16,-10.9,5,-1.3,36,-2.8%,15,-16.6,45,-0.2,57,+0.5%,33,-6.5
Devean George,27.2,LAL,Wing,302,18,-6.2,98,+3.5,14,-1.9%,99,+26.1,90,+0.9,72,+3.9%,67,+7.1,98,+2.8,6,-6.8%,99,+35.8
