Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
LaMarcus Aldridge,23.3,POR,Big,236,83,+4.6%,97,+20.0%,99,+30.5%,10,-8.5%,85,+6.8%,1,-48.8%,83,+8.3%,11,-10.9%
Ray Allen,33.3,BOS,Wing,564,77,+3.9%,28,-5.1%,91,+20.4%,73,+6.0%,92,+10.5%,63,+5.4%,36,-2.9%,49,-0.1%
Rafer Alston,32.3,ORL,Point,739,22,-3.1%,6,-14.2%,30,-4.7%,66,+5.2%,41,-0.1%,25,-10.8%,81,+7.3%,53,+0.2%
Chris Andersen,30.3,DEN,Big,317,26,-2.2%,69,+5.6%,19,-7.3%,13,-8.1%,5,-7.8%,29,-8.6%,28,-6.3%,17,-6.5%
Carmelo Anthony,24.4,DEN,Forward,610,92,+8.4%,53,+0.9%,26,-6.3%,84,+10.1%,80,+5.6%,47,-2.9%,96,+19.2%,97,+15.9%
Trevor Ariza,23.3,LAL,Wing,720,64,+2.0%,65,+3.7%,29,-5.0%,78,+7.8%,58,+1.7%,59,+3.2%,47,+0.8%,56,+1.3%
J.J. Barea,24.4,DAL,Combo,207,88,+6.9%,20,-7.5%,75,+6.5%,79,+7.9%,87,+7.4%,87,+18.1%,68,+4.8%,89,+9.7%
Brandon Bass,23.5,DAL,Big,186,9,-5.6%,67,+4.3%,42,-2.8%,11,-8.3%,10,-6.0%,48,-2.4%,6,-15.5%,14,-10.3%
Tony Battie,32.7,ORL,Big,124,35,-1.3%,72,+6.4%,89,+14.8%,41,-1.7%,79,+5.2%,73,+8.8%,4,-17.1%,3,-15.0%
Shane Battier,30.1,HOU,Wing,495,80,+4.2%,84,+11.5%,4,-17.4%,91,+13.0%,61,+2.7%,14,-17.9%,62,+3.5%,51,+0.2%
Michael Beasley,19.8,MIA,Big,163,1,-14.3%,21,-7.4%,5,-13.4%,0,-20.9%,0,-18.5%,4,-28.6%,18,-9.2%,9,-11.9%
