Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,21.1,MIA,Big,685,40,54.3%,23,62%,10,23%,39,29%,8,24%,0,0%,0,0%,0,0%
Steven Adams,27.3,NOP,Big,1604,81,62.0%,55,68%,69,47%,5,0%,73,46%,0,0%,0,0%,0,0%
Bam Adebayo,23.3,MIA,Big,2130,55,57.1%,83,75%,64,46%,73,41%,66,45%,0,0%,0,0%,0,0%
LaMarcus Aldridge,35.3,SAS,Big,544,25,51.8%,33,64%,16,31%,90,55%,81,47%,0,38%,52,35%,55,36%
LaMarcus Aldridge,35.3,BKN,Big,130,49,56.3%,13,58%,91,56%,19,13%,51,42%,0,50%,0,100%,0,80%
Nickeil Alexander-Walker,22.2,NOP,Combo,958,37,50.2%,20,52%,69,46%,51,42%,66,44%,33,39%,28,33%,33,35%
Grayson Allen,25.1,MEM,Wing,1249,65,54.8%,64,64%,60,39%,16,15%,39,36%,45,38%,79,39%,70,39%
Jarrett Allen,22.5,BKN,Big,315,94,67.7%,83,75%,5,17%,81,50%,13,30%,0,0%,0,0%,0,0%
Jarrett Allen,22.5,CLE,Big,1529,81,61.7%,73,72%,54,44%,60,36%,56,43%,0,33%,0,33%,42,33%
Al-Farouq Aminu,30.1,ORL,Forward,366,8,44.4%,21,56%,23,29%,94,60%,62,42%,0,57%,0,13%,5,23%
Kyle Anderson,27.1,MEM,Forward,1884,57,53.8%,37,60%,94,53%,74,47%,94,51%,41,36%,48,36%,43,36%
Giannis Antetokounmpo,25.9,MIL,Big,2010,71,60.1%,98,81%,21,36%,64,38%,25,36%,0,27%,32,31%,31,30%
Thanasis Antetokounmpo,28.3,MIL,Forward,448,34,51.4%,33,60%,8,13%,9,0%,2,9%,0,40%,0,18%,15,29%
Carmelo Anthony,36.4,POR,Forward,1671,32,51.1%,17,54%,63,42%,61,42%,63,42%,58,41%,89,41%,82,41%
Cole Anthony,20.5,ORL,Point,1229,14,46.3%,18,52%,16,33%,80,48%,32,37%,34,35%,48,36%,50,36%
OG Anunoby,23.3,TOR,Forward,1433,84,58.7%,81,69%,31,34%,46,35%,32,34%,64,42%,80,39%,77,40%
Ryan Arcidiacono,26.6,CHI,Combo,415,59,53.0%,30,56%,79,48%,46,40%,78,46%,63,44%,35,34%,42,37%
Trevor Ariza,35.3,MIA,Forward,836,37,51.7%,24,56%,14,21%,27,25%,12,22%,43,36%,37,35%,42,35%
D.J. Augustin,33.0,HOU,Combo,405,66,54.1%,17,51%,39,38%,51,42%,44,40%,0,25%,89,42%,71,40%
D.J. Augustin,33.0,MIL,Point,697,34,48.6%,2,36%,32,38%,20,29%,18,33%,38,35%,65,38%,62,37%
Deni Avdija,19.8,WAS,Forward,1224,28,50.7%,67,66%,71,44%,54,40%,67,43%,9,27%,35,34%,30,32%
Deandre Ayton,22.3,PHX,Big,2108,84,63.1%,86,75%,79,50%,66,38%,80,47%,0,0%,3,20%,2,20%
Dwayne Bacon,25.2,ORL,Wing,1812,8,43.9%,23,54%,55,38%,48,37%,50,37%,2,22%,17,29%,12,28%
Marvin Bagley,21.6,SAC,Big,1091,39,54.3%,49,67%,34,40%,29,25%,33,38%,64,41%,27,30%,51,35%
LaMelo Ball,19.2,CHA,Point,1454,50,50.9%,25,53%,55,41%,59,44%,61,42%,48,36%,50,36%,55,36%
Lonzo Ball,23.0,NOP,Combo,1738,63,53.9%,51,60%,33,37%,44,39%,33,38%,49,42%,54,37%,54,38%
Mohamed Bamba,22.5,ORL,Big,664,26,52.2%,46,67%,77,49%,47,31%,45,41%,0,38%,31,30%,35,31%
Desmond Bane,22.4,MEM,Wing,1469,80,57.7%,34,59%,83,47%,49,38%,79,44%,82,49%,77,39%,87,42%
Harrison Barnes,28.4,SAC,Forward,2101,80,57.7%,71,67%,61,41%,41,33%,57,41%,91,49%,49,36%,70,39%
RJ Barrett,20.4,NYK,Wing,2498,35,50.0%,24,55%,31,33%,43,36%,34,34%,61,44%,60,37%,79,40%
Will Barton,29.8,DEN,Wing,1723,44,51.4%,28,56%,39,34%,65,43%,44,36%,83,50%,53,36%,68,39%
Keita Bates-Diop,24.8,SAS,Forward,159,91,59.6%,98,83%,12,18%,0,0%,8,18%,0,29%,0,40%,0,33%
Nicolas Batum,31.9,LAC,Wing,1839,88,60.0%,84,70%,95,53%,52,38%,73,42%,59,44%,71,38%,81,41%
Aron Baynes,33.9,TOR,Big,978,10,48.7%,17,60%,54,44%,49,33%,52,42%,2,18%,19,28%,9,26%
Kent Bazemore,31.3,GSW,Wing,1294,63,54.7%,49,62%,72,43%,23,24%,39,36%,47,39%,94,44%,83,41%
Darius Bazley,20.4,OKC,Forward,1690,9,45.7%,28,59%,21,25%,50,37%,19,29%,10,27%,23,30%,18,29%
Bradley Beal,27.3,WAS,Wing,2143,55,53.3%,66,65%,79,46%,87,50%,87,47%,36,35%,42,35%,42,35%
Malik Beasley,23.9,MIN,Wing,1213,66,54.9%,25,56%,61,40%,81,48%,74,42%,78,48%,57,37%,75,40%
DeAndre' Bembry,26.3,TOR,Wing,947,64,54.8%,89,73%,48,36%,5,0%,34,34%,5,25%,11,26%,8,26%
Davis Bertans,28.0,WAS,Forward,1462,86,58.8%,74,68%,43,36%,24,23%,20,29%,77,44%,83,39%,76,40%
Patrick Beverley,32.3,LAC,Combo,823,83,56.5%,11,49%,84,48%,25,33%,76,46%,89,49%,59,37%,85,41%
Saddiq Bey,21.6,DET,Wing,1887,55,53.2%,19,54%,29,32%,33,33%,26,32%,46,39%,73,39%,66,39%
Khem Birch,28.1,TOR,Big,574,63,58.3%,58,68%,93,58%,29,25%,93,54%,47,35%,0,23%,28,30%
Khem Birch,28.1,ORL,Big,913,6,47.2%,20,60%,28,38%,76,45%,39,40%,5,21%,0,0%,2,20%
Goga Bitadze,21.3,IND,Big,511,9,48.3%,21,61%,31,39%,93,60%,53,42%,0,0%,18,28%,10,26%
