Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Arron Afflalo,26.0,DEN,Wing,2077,31,-3.8,33,-3.2,33,-1.6%,38,+0.7%,69,+1.5,54,+0.2,69,+5.8
Solomon Alabi,23.6,TOR,Big,105,28,-4.2,39,-2.5,73,+2.0%,52,+0.0%,56,+0.3,70,+1.3,29,-7.0
LaMarcus Aldridge,26.3,POR,Big,1987,83,+4.6,85,+5.4,54,+0.3%,74,-1.0%,64,+1.0,56,+0.3,64,+3.5
Lavoy Allen,22.7,PHI,Big,569,26,-4.6,44,-1.5,48,-0.2%,11,+2.4%,12,-4.9,18,-2.7,16,-13.2
Ray Allen,36.3,BOS,Wing,1558,74,+3.1,80,+4.2,49,-0.1%,80,-1.4%,66,+1.3,53,+0.1,80,+10.2
Tony Allen,29.8,MEM,Wing,1523,66,+1.6,62,+1.4,70,+1.6%,93,-2.7%,57,+0.5,82,+2.4,20,-11.0
Al-Farouq Aminu,21.1,NOH,Forward,1436,55,-0.3,46,-1.4,65,+1.3%,77,-1.2%,94,+6.0,87,+2.9,90,+15.0
Lou Amundson,28.9,IND,Big,650,36,-3.4,15,-6.9,98,+7.2%,80,-1.4%,63,+0.9,65,+0.9,51,-0.7
Chris Andersen,33.3,DEN,Big,481,55,-0.3,33,-3.3,76,+2.4%,59,-0.4%,88,+4.1,77,+1.8,80,+10.5
Alan Anderson,29.0,TOR,Wing,450,6,-10.8,9,-8.8,3,-6.8%,76,-1.1%,8,-6.6,10,-3.9,14,-14.5
James Anderson,22.6,SAS,Wing,512,69,+2.4,70,+2.4,33,-1.6%,22,+1.4%,45,-0.6,47,-0.5,52,-0.4
Ryan Anderson,23.5,ORL,Big,1956,98,+11.4,93,+7.7,94,+5.5%,95,-3.2%,93,+5.6,88,+3.1,85,+12.3
Carmelo Anthony,27.4,NYK,Forward,1871,74,+3.2,66,+2.1,43,-0.8%,82,-1.5%,74,+2.1,90,+3.5,16,-13.2
Joel Anthony,29.2,MIA,Big,1342,80,+4.2,84,+5.3,44,-0.7%,77,-1.2%,36,-1.6,37,-1.1,47,-1.5
Gilbert Arenas,29.8,MEM,Point,210,52,-0.7,28,-4.1,44,-0.8%,50,+0.2%,98,+9.8,45,-0.5,100,+48.7
Trevor Ariza,26.3,NOH,Wing,1346,61,+0.7,69,+2.3,37,-1.4%,55,-0.1%,20,-3.3,39,-1.0,17,-12.8
Omer Asik,25.3,CHI,Big,874,13,-7.3,10,-8.7,81,+2.9%,30,+1.0%,17,-3.8,74,+1.6,5,-23.4
D.J. Augustin,24.0,CHA,Point,1404,82,+4.5,83,+5.0,42,-0.8%,39,+0.7%,24,-2.9,41,-0.9,15,-13.6
Gustavo Ayon,26.6,NOH,Big,1042,63,+1.3,63,+1.6,36,-1.4%,66,-0.7%,61,+0.9,64,+0.9,51,-0.7
Luke Babbitt,22.4,POR,Forward,468,29,-4.0,26,-4.5,70,+1.7%,87,-1.9%,42,-0.9,81,+2.2,8,-19.6
Leandro Barbosa,28.9,TOR,Combo,925,69,+2.3,55,-0.0,96,+6.0%,90,-2.3%,71,+1.8,76,+1.7,45,-2.0
Leandro Barbosa,28.9,IND,Wing,413,52,-0.7,9,-8.9,99,+7.8%,93,-2.6%,76,+2.5,56,+0.4,81,+10.7
J.J. Barea,27.3,MIN,Point,1022,51,-0.9,72,+3.1,20,-2.8%,54,-0.1%,17,-3.8,32,-1.4,21,-10.5
Andrea Bargnani,26.0,TOR,Forward,1030,83,+4.7,93,+7.7,15,-3.3%,6,+3.4%,33,-1.8,13,-3.2,85,+12.3
Matt Barnes,31.6,LAL,Wing,1429,73,+3.0,80,+4.2,51,+0.1%,97,-3.9%,78,+2.7,79,+2.0,63,+3.1
Brandon Bass,26.5,BOS,Big,1850,87,+5.8,85,+5.4,59,+0.8%,50,+0.1%,65,+1.2,51,-0.1,84,+11.8
Tony Battie,35.7,PHI,Big,286,22,-5.5,40,-2.3,7,-4.7%,41,+0.5%,6,-6.9,22,-2.3,1,-34.1
Shane Battier,33.1,MIA,Wing,1451,39,-2.9,26,-4.5,82,+3.2%,15,+2.1%,69,+1.5,65,+0.9,62,+2.9
Nicolas Batum,22.9,POR,Wing,1747,75,+3.3,76,+3.5,72,+1.9%,52,+0.1%,59,+0.6,65,+0.9,43,-2.5
Jerryd Bayless,23.2,TOR,Combo,684,86,+5.7,83,+4.8,91,+4.4%,69,-0.8%,71,+1.7,63,+0.8,68,+5.2
Michael Beasley,22.8,MIN,Forward,1043,27,-4.4,30,-3.7,57,+0.6%,39,+0.7%,39,-1.1,56,+0.3,32,-6.5
Rodrigue Beaubois,23.7,DAL,Combo,1069,79,+4.1,82,+4.7,47,-0.4%,40,+0.6%,65,+1.2,28,-1.7,95,+20.3
Marco Belinelli,25.6,NOH,Combo,1944,49,-1.2,60,+1.0,51,+0.1%,27,+1.1%,12,-5.0,25,-2.0,13,-14.6
Raja Bell,35.1,UTA,Wing,794,66,+1.7,82,+4.7,4,-6.0%,10,+2.6%,22,-3.0,5,-4.7,84,+12.1
Mike Bibby,33.5,NYK,Point,522,34,-3.5,61,+1.3,0,-8.5%,5,+3.6%,7,-6.7,1,-7.1,85,+12.6
Andris Biedrins,25.6,GSW,Big,737,31,-3.9,41,-2.1,21,-2.6%,19,+1.8%,41,-1.0,36,-1.1,59,+1.9
Chauncey Billups,35.1,LAC,Combo,605,62,+1.0,58,+0.4,41,-0.9%,35,+0.8%,45,-0.6,34,-1.3,66,+4.3
Bismack Biyombo,19.2,CHA,Big,1377,31,-3.8,22,-5.4,88,+3.9%,77,-1.2%,72,+1.9,75,+1.6,58,+1.6
DeJuan Blair,22.5,SAS,Big,1319,10,-8.2,11,-8.2,62,+1.0%,63,-0.6%,54,+0.2,83,+2.4,9,-17.8
Steve Blake,31.7,LAL,Point,1234,43,-1.9,45,-1.4,48,-0.3%,41,+0.5%,63,+0.9,43,-0.7,75,+8.5
Andray Blatche,25.2,WAS,Big,623,26,-4.4,39,-2.5,30,-1.8%,75,-1.0%,13,-4.5,46,-0.5,5,-22.8
Eric Bledsoe,21.9,LAC,Combo,431,16,-6.6,23,-5.3,18,-2.8%,92,-2.5%,37,-1.4,16,-2.8,83,+11.3
Andrew Bogut,26.9,MIL,Big,363,19,-6.2,43,-1.8,4,-6.2%,2,+4.4%,1,-10.8,1,-6.9,6,-22.8
Matt Bonner,31.6,SAS,Big,1299,96,+9.9,98,+10.5,35,-1.4%,19,+1.8%,54,+0.2,35,-1.2,82,+10.8
Trevor Booker,23.9,WAS,Big,1243,81,+4.4,85,+5.5,63,+1.1%,38,+0.7%,52,+0.1,47,-0.5,62,+2.9
Carlos Boozer,29.9,CHI,Big,1946,52,-0.7,71,+2.8,8,-4.4%,37,+0.8%,44,-0.7,23,-2.1,73,+7.6
Chris Bosh,27.6,MIA,Big,1977,89,+6.2,95,+8.1,19,-2.8%,90,-2.4%,70,+1.5,53,+0.1,79,+9.8
Earl Boykins,35.4,HOU,Point,110,3,-12.6,4,-11.1,27,-2.1%,11,+2.4%,1,-9.6,1,-7.4,6,-21.3
Avery Bradley,20.9,BOS,Combo,1300,48,-1.2,79,+4.0,16,-3.2%,18,+1.8%,40,-1.1,35,-1.2,62,+2.7
Elton Brand,32.6,PHI,Big,1728,58,+0.4,59,+0.8,13,-3.7%,55,-0.2%,21,-3.2,25,-2.0,33,-5.9
Corey Brewer,25.7,DEN,Wing,1245,49,-1.2,32,-3.3,84,+3.4%,92,-2.6%,51,+0.0,82,+2.4,16,-13.3
Ronnie Brewer,26.6,CHI,Wing,1585,37,-3.3,46,-1.3,29,-1.9%,47,+0.3%,33,-1.9,15,-3.0,75,+8.6
Jon Brockman,24.6,MIL,Big,169,6,-10.7,3,-11.9,96,+6.0%,46,+0.3%,39,-1.1,77,+1.8,15,-13.5
MarShon Brooks,22.8,NJN,Wing,1611,38,-2.9,37,-2.7,46,-0.5%,73,-0.9%,57,+0.5,59,+0.6,53,-0.2
Derrick Brown,24.1,CHA,Forward,1292,65,+1.6,51,-0.8,78,+2.6%,28,+1.1%,84,+3.5,71,+1.3,89,+14.6
Kwame Brown,29.6,GSW,Big,186,7,-10.2,5,-11.0,87,+3.7%,60,-0.4%,92,+5.4,95,+4.8,60,+2.3
Shannon Brown,25.9,PHX,Wing,1309,43,-2.0,57,+0.2,68,+1.5%,58,-0.3%,47,-0.4,71,+1.3,22,-10.2
Kobe Bryant,33.2,LAL,Wing,2228,73,+3.0,76,+3.5,64,+1.2%,61,-0.5%,27,-2.4,40,-0.9,28,-7.4
Chase Budinger,23.4,HOU,Wing,1268,61,+0.5,55,-0.1,60,+0.9%,43,+0.4%,38,-1.2,45,-0.5,40,-3.1
Alec Burks,20.3,UTA,Wing,884,38,-3.0,15,-6.9,100,+10.5%,94,-2.9%,97,+8.2,100,+9.5,20,-10.8
Caron Butler,31.6,LAC,Wing,1866,97,+10.4,94,+7.9,67,+1.5%,69,-0.8%,82,+3.3,81,+2.2,67,+4.6
Jimmy Butler,22.1,CHI,Wing,269,73,+3.0,68,+2.3,90,+4.4%,94,-2.9%,97,+7.8,97,+6.4,43,-2.6
