Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,31.3,HOU,Big,784,80,+3.6,23,-1.2,40,-0.4%,20,-9.6,42,-0.2,9,-8.1%,74,+10.4,17,-1.1,80,+2.5%,11,-17.9
Kyle Anderson,31.1,GSW,Big,508,5,-10.2,10,-2.0,91,+1.8%,8,-15.2,39,-0.3,64,+1.8%,29,-8.9,12,-1.4,85,+3.3%,12,-17.3
Kyle Anderson,31.1,MIA,Big,444,66,+1.7,92,+2.0,77,+1.0%,87,+10.5,76,+0.6,92,+7.9%,53,+1.3,83,+0.9,34,-1.5%,83,+10.4
Giannis Antetokounmpo,29.9,MIL,Big,2287,96,+9.1,95,+2.3,98,+3.2%,93,+14.1,88,+1.0,84,+5.4%,86,+17.1,90,+1.3,98,+7.0%,90,+14.6
Harrison Barnes,32.4,SAS,Big,2224,83,+4.0,11,-1.9,37,-0.6%,13,-12.2,21,-0.7,15,-5.9%,36,-5.0,22,-0.9,58,+0.4%,23,-10.1
Nicolas Batum,35.9,LAC,Forward,1344,35,-2.2,51,-0.0,15,-1.6%,65,+3.3,27,-0.5,5,-10.1%,52,+1.2,77,+0.7,29,-2.0%,78,+8.5
Bradley Beal,31.3,PHX,Wing,1699,19,-5.2,31,-0.9,46,-0.2%,33,-6.1,42,-0.2,28,-3.3%,41,-3.2,35,-0.5,35,-1.5%,34,-6.1
Malik Beasley,27.9,DET,Wing,2272,73,+2.3,65,+0.4,33,-0.7%,66,+3.4,78,+0.6,61,+1.3%,78,+12.5,36,-0.5,26,-2.4%,41,-3.3
Bismack Biyombo,32.2,SAS,Big,511,7,-8.4,27,-1.1,96,+2.8%,16,-10.8,45,-0.1,56,+0.6%,57,+3.0,14,-1.3,99,+8.9%,11,-17.9
Devin Booker,28.0,PHX,Combo,2780,82,+3.9,35,-0.7,83,+1.3%,15,-11.1,23,-0.6,40,-1.3%,40,-3.7,53,-0.0,98,+6.7%,20,-11.4
Malcolm Brogdon,31.9,WAS,Combo,563,77,+3.0,11,-2.0,37,-0.6%,13,-11.9,79,+0.6,55,+0.5%,82,+13.5,4,-2.3,56,+0.2%,8,-22.6
Jaylen Brown,28.0,BOS,Wing,2154,71,+2.2,64,+0.4,67,+0.5%,76,+6.5,60,+0.3,79,+4.2%,83,+15.2,61,+0.2,79,+2.3%,73,+6.1
Alec Burks,33.3,MIA,Wing,859,78,+3.4,62,+0.3,63,+0.4%,60,+1.7,40,-0.3,67,+2.3%,40,-3.5,78,+0.7,66,+0.9%,77,+8.0
Jimmy Butler,35.1,MIA,Forward,765,98,+9.7,59,+0.2,28,-1.0%,55,+0.6,32,-0.4,10,-7.9%,43,-2.3,64,+0.3,59,+0.5%,58,+1.5
Jimmy Butler,35.1,GSW,Forward,979,21,-4.8,29,-1.0,16,-1.6%,41,-3.3,4,-1.7,71,+3.0%,5,-31.2,86,+1.0,7,-6.4%,83,+10.4
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,52,-0.5,48,-0.1,61,+0.3%,56,+0.8,29,-0.5,55,+0.4%,36,-5.1,66,+0.3,74,+1.8%,71,+5.6
Clint Capela,30.5,ATL,Big,1173,12,-7.1,8,-2.3,78,+1.0%,9,-14.8,5,-1.6,56,+0.6%,9,-22.3,32,-0.6,72,+1.4%,31,-7.6
Jordan Clarkson,32.4,UTA,Combo,961,37,-1.9,90,+1.9,29,-1.0%,91,+13.1,63,+0.3,30,-3.1%,64,+5.8,93,+1.7,18,-3.3%,93,+19.5
