Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Luke Babbitt,21.4,POR,Forward,107,10,0.5%,2,0.4%,22,4.5%,57,4.1%,63,13.6%,0,0.0%,35,14.3%
Leandro Barbosa,27.9,TOR,Combo,1348,43,0.2%,47,1.6%,51,3.2%,14,1.0%,10,6.6%,80,1.1%,53,3.8%
J.J. Barea,26.3,DAL,Combo,1593,12,0.0%,0,0.8%,29,3.6%,57,2.0%,39,8.2%,0,0.0%,67,4.5%
Andrea Bargnani,25.0,TOR,Big,2344,21,1.0%,12,0.7%,98,2.5%,1,3.2%,15,12.7%,73,5.2%,4,10.2%
Matt Barnes,30.6,LAL,Wing,983,86,1.1%,81,1.8%,7,5.0%,98,7.2%,86,13.9%,87,3.8%,95,27.6%
Earl Barron,29.2,PHX,Big,170,33,1.3%,88,1.6%,8,7.7%,60,9.5%,40,15.6%,97,14.3%,35,25.0%
Brandon Bass,25.5,ORL,Big,1956,37,1.4%,13,0.7%,86,3.5%,36,7.8%,33,14.8%,30,0.7%,21,19.2%
Tony Battie,34.7,PHI,Big,361,69,2.3%,14,0.7%,13,7.3%,4,4.3%,85,21.1%,0,0.0%,35,25.0%
Shane Battier,32.1,HOU,Wing,1808,99,2.1%,45,1.3%,67,2.9%,71,3.3%,74,12.4%,55,1.1%,72,15.8%
Shane Battier,32.1,MEM,Forward,531,29,0.8%,55,1.3%,92,2.3%,84,6.2%,24,10.8%,73,2.9%,75,26.5%
Nicolas Batum,21.9,POR,Forward,2500,67,1.1%,47,1.2%,55,3.2%,67,4.7%,29,11.0%,61,2.0%,61,21.5%
Jerryd Bayless,22.2,NOP,Point,142,67,0.4%,2,0.7%,17,4.1%,47,1.6%,50,8.4%,0,0.0%,0,0.0%
Jerryd Bayless,22.2,TOR,Combo,1289,27,0.2%,10,1.1%,16,4.2%,53,1.9%,82,10.1%,82,1.2%,63,4.2%
Michael Beasley,21.8,MIN,Forward,2350,69,1.1%,24,1.0%,49,3.5%,73,5.0%,49,12.4%,65,2.6%,20,10.2%
Rodrigue Beaubois,22.7,DAL,Wing,481,79,0.9%,80,1.8%,1,6.2%,12,1.1%,34,9.4%,0,0.0%,15,3.6%
Marco Belinelli,24.6,NOP,Wing,1922,14,0.2%,18,0.9%,56,3.2%,8,1.0%,17,7.8%,0,0.0%,17,3.6%
Charlie Bell,31.6,GSW,Wing,123,0,0.0%,95,2.3%,47,3.4%,85,4.4%,17,7.8%,0,0.0%,0,0.0%
Raja Bell,34.1,UTA,Wing,2080,34,0.4%,41,1.2%,49,3.3%,25,1.6%,12,7.5%,0,0.0%,21,4.2%
Mike Bibby,32.5,ATL,Point,1670,40,0.2%,14,1.1%,43,3.4%,10,1.0%,52,8.4%,0,0.0%,26,1.3%
Mike Bibby,32.5,MIA,Point,556,60,0.3%,10,0.9%,36,3.5%,3,0.2%,76,9.3%,97,3.2%,0,0.0%
Andris Biedrins,24.6,GSW,Big,1390,54,2.0%,89,1.6%,28,6.1%,74,10.7%,83,20.6%,58,3.8%,92,45.1%
Chauncey Billups,34.1,DEN,Combo,1641,63,0.4%,33,1.4%,92,2.2%,6,0.8%,12,7.0%,76,1.0%,53,3.8%
Chauncey Billups,34.1,NYK,Combo,662,22,0.2%,20,1.3%,61,3.1%,59,2.0%,35,8.0%,0,0.0%,88,9.1%
DeJuan Blair,21.5,SAS,Big,1639,31,1.3%,100,2.5%,47,5.1%,97,13.5%,78,19.8%,80,6.3%,97,50.0%
Steve Blake,30.7,LAL,Point,1487,16,0.1%,12,1.1%,60,2.9%,28,1.3%,45,8.2%,0,0.0%,88,5.6%
Andray Blatche,24.2,WAS,Big,2163,27,1.3%,97,2.0%,92,3.1%,49,8.8%,50,16.4%,57,3.7%,35,24.8%
Eric Bledsoe,20.9,LAC,Combo,1794,84,0.8%,80,2.2%,78,2.7%,92,3.9%,63,9.2%,88,2.4%,0,0.0%
Keith Bogans,30.5,CHI,Wing,1455,32,0.3%,39,1.2%,44,3.5%,18,1.4%,40,9.7%,69,1.9%,7,1.5%
Andrew Bogut,25.9,MIL,Big,2293,95,4.1%,45,1.0%,76,4.0%,59,9.5%,92,23.1%,0,0.0%,83,39.3%
Matt Bonner,30.6,SAS,Big,1390,15,0.8%,28,0.8%,87,3.4%,7,4.7%,12,12.6%,0,0.0%,13,17.1%
Trevor Booker,22.9,WAS,Forward,976,96,2.2%,37,1.2%,20,4.5%,100,9.3%,71,14.1%,94,6.2%,73,25.4%
Carlos Boozer,28.9,CHI,Big,1876,9,0.5%,56,1.1%,85,3.5%,37,7.8%,92,23.0%,54,3.3%,90,44.3%
Chris Bosh,26.6,MIA,Big,2776,19,1.0%,46,1.0%,97,2.5%,12,5.9%,55,17.2%,67,4.6%,41,26.5%
Earl Boykins,34.4,MIL,Point,805,45,0.2%,69,2.0%,81,2.4%,55,1.8%,2,5.1%,0,0.0%,0,0.0%
Avery Bradley,19.9,BOS,Combo,121,0,0.0%,90,2.4%,2,5.9%,12,0.9%,47,8.7%,0,0.0%,88,9.1%
Elton Brand,31.6,PHI,Big,2801,58,2.1%,83,1.5%,80,3.8%,55,9.1%,45,15.9%,47,2.7%,40,26.5%
Corey Brewer,24.7,DAL,Wing,135,35,0.4%,100,3.3%,0,6.6%,99,8.3%,12,7.5%,100,16.7%,66,14.3%
Corey Brewer,24.7,MIN,Wing,1330,54,0.6%,98,2.6%,23,4.0%,73,3.4%,22,8.3%,0,0.0%,26,4.6%
Ronnie Brewer,25.6,CHI,Forward,1722,18,0.6%,100,2.8%,96,2.0%,45,3.6%,41,11.7%,0,0.0%,10,5.6%
Jon Brockman,23.6,MIL,Big,624,1,0.3%,48,1.0%,10,7.4%,88,11.9%,37,15.2%,0,0.0%,85,40.8%
Aaron Brooks,25.8,HOU,Point,785,28,0.1%,17,1.1%,34,3.6%,22,1.3%,5,5.5%,0,0.0%,0,0.0%
Aaron Brooks,25.8,PHX,Point,460,26,0.1%,26,1.3%,14,4.3%,66,2.0%,0,4.1%,0,0.0%,59,2.9%
Derrick Brown,23.1,CHA,Forward,443,53,1.0%,63,1.4%,27,4.3%,90,7.3%,33,11.1%,67,2.6%,39,15.0%
Kwame Brown,28.6,CHA,Big,1689,28,1.3%,17,0.7%,57,4.7%,57,9.2%,69,18.7%,76,5.7%,71,35.3%
Shannon Brown,24.9,LAL,Wing,1454,52,0.6%,90,2.0%,58,3.2%,47,2.3%,14,7.6%,0,0.0%,35,6.5%
Kobe Bryant,32.2,LAL,Wing,2776,20,0.2%,71,1.6%,91,2.2%,72,3.4%,74,12.6%,0,0.0%,11,2.5%
Chase Budinger,22.4,HOU,Wing,1650,50,0.5%,21,1.0%,73,2.7%,63,3.1%,76,12.7%,60,1.3%,93,23.3%
Caron Butler,30.6,DAL,Wing,863,44,0.4%,63,1.5%,79,2.5%,55,2.8%,54,10.7%,0,0.0%,74,16.3%
Rasual Butler,31.4,LAC,Wing,711,85,1.1%,2,0.5%,95,2.0%,17,1.4%,41,9.9%,64,1.6%,10,2.3%
Andrew Bynum,23.0,LAL,Big,1488,94,3.8%,9,0.6%,79,3.9%,92,12.6%,87,21.5%,53,3.3%,94,46.3%
Will Bynum,27.8,DET,Point,1057,43,0.2%,88,2.3%,12,4.3%,36,1.5%,14,6.7%,0,0.0%,28,1.4%
Jose Calderon,29.1,TOR,Point,2094,34,0.2%,53,1.7%,59,2.9%,34,1.5%,71,9.2%,69,0.8%,78,4.4%
Marcus Camby,36.6,POR,Big,1528,89,3.5%,67,1.2%,73,4.1%,94,12.6%,100,30.6%,70,4.7%,97,50.0%
Derrick Caracter,22.5,LAL,Big,117,76,2.7%,26,0.8%,5,8.1%,84,11.5%,0,6.3%,91,9.1%,3,10.0%
Brian Cardinal,33.5,DAL,Forward,567,8,0.5%,92,1.9%,2,6.4%,12,2.0%,10,9.4%,0,0.0%,6,5.1%
Rodney Carney,26.6,GSW,Forward,308,37,0.9%,67,1.4%,29,4.3%,47,3.6%,27,10.9%,88,5.0%,29,13.0%
Matt Carroll,30.2,CHA,Wing,559,57,0.6%,50,1.3%,54,3.2%,42,2.2%,63,11.3%,82,2.9%,0,0.0%
Anthony Carter,35.4,DEN,Point,138,0,0.0%,97,3.0%,0,5.4%,0,0.0%,24,7.3%,0,0.0%,0,0.0%
Anthony Carter,35.4,NYK,Point,299,91,0.9%,93,2.6%,16,4.2%,79,2.6%,93,11.5%,0,0.0%,79,4.5%
Vince Carter,33.8,ORL,Wing,663,22,0.3%,59,1.4%,12,4.5%,36,2.0%,70,11.9%,0,0.0%,51,10.9%
Vince Carter,33.8,PHX,Wing,1363,61,0.6%,67,1.5%,34,3.7%,69,3.3%,56,10.8%,62,1.5%,12,2.8%
Omri Casspi,22.4,SAC,Wing,1636,36,0.4%,55,1.4%,70,2.8%,86,4.4%,89,14.1%,66,1.7%,87,20.4%
Mario Chalmers,24.5,MIA,Point,1498,47,0.2%,81,2.1%,7,4.6%,9,1.0%,60,8.9%,0,0.0%,69,4.0%
Tyson Chandler,28.1,DAL,Big,2054,59,2.1%,30,0.8%,56,4.7%,87,11.8%,93,23.2%,0,0.0%,48,29.0%
Wilson Chandler,23.5,DEN,Wing,638,98,2.0%,21,1.0%,64,2.9%,48,2.3%,81,13.6%,0,0.0%,65,13.9%
Wilson Chandler,23.5,NYK,Forward,1750,94,2.0%,14,0.8%,47,3.6%,49,3.7%,61,13.6%,45,1.0%,25,12.5%
Josh Childress,27.4,PHX,Forward,823,80,1.3%,75,1.6%,51,3.3%,98,8.7%,8,9.4%,55,1.4%,67,23.1%
Earl Clark,22.8,ORL,Big,338,65,2.3%,29,0.8%,66,4.4%,62,9.6%,16,13.0%,0,0.0%,73,35.7%
Jarron Collins,31.9,LAC,Big,146,5,0.4%,67,1.2%,19,6.8%,5,4.3%,1,7.1%,0,0.0%,0,0.0%
Jason Collins,31.9,ATL,Big,577,16,0.9%,22,0.8%,14,7.3%,13,6.1%,17,13.2%,0,0.0%,2,7.7%
Darren Collison,23.2,IND,Point,2344,62,0.3%,50,1.6%,91,1.9%,57,1.8%,33,7.7%,71,0.8%,93,6.0%
Nick Collison,30.0,OKC,Big,1498,22,1.1%,71,1.3%,34,5.8%,48,8.7%,13,12.6%,73,5.3%,15,17.2%
Mike Conley,23.1,MEM,Point,2864,66,0.3%,86,2.2%,67,2.7%,19,1.2%,47,8.3%,66,0.5%,21,0.6%
Brian Cook,29.9,LAC,Big,407,28,1.3%,74,1.3%,15,7.1%,3,3.9%,44,15.8%,85,7.1%,76,37.0%
Daequan Cook,23.5,OKC,Wing,538,7,0.1%,31,1.1%,21,4.1%,29,1.7%,69,11.9%,0,0.0%,49,9.3%
DeMarcus Cousins,20.2,SAC,Big,2267,44,1.6%,87,1.6%,41,5.3%,55,9.1%,82,20.5%,95,10.3%,96,48.6%
Jamal Crawford,30.6,ATL,Combo,2238,51,0.3%,12,1.2%,98,1.7%,18,1.0%,2,5.4%,69,0.7%,0,0.0%
Jordan Crawford,22.0,WAS,Combo,843,33,0.2%,55,1.8%,96,2.2%,67,2.4%,14,7.0%,0,0.0%,47,3.4%
Dante Cunningham,23.5,CHA,Forward,516,75,1.2%,71,1.4%,45,3.6%,78,5.5%,75,14.5%,0,0.0%,37,14.8%
Dante Cunningham,23.5,POR,Big,1070,49,1.7%,88,1.6%,37,5.6%,27,7.2%,6,11.6%,47,2.7%,17,17.9%
Stephen Curry,22.6,GSW,Point,2478,69,0.4%,64,1.9%,22,3.9%,71,2.2%,83,10.3%,0,0.0%,50,2.7%
Samuel Dalembert,30.5,SAC,Big,1921,84,3.1%,26,0.8%,60,4.6%,87,11.7%,90,21.9%,0,0.0%,95,46.4%
Erick Dampier,35.3,MIA,Big,784,81,3.0%,24,0.8%,67,4.4%,40,8.2%,27,14.2%,41,2.0%,31,22.4%
Marquis Daniels,29.8,BOS,Wing,861,89,1.2%,74,1.7%,68,2.8%,64,3.2%,50,10.6%,68,1.9%,64,13.2%
Baron Davis,31.6,CLE,Combo,379,88,0.9%,73,2.0%,55,3.2%,45,1.8%,55,8.8%,0,0.0%,88,9.1%
Baron Davis,31.6,LAC,Point,1263,95,0.9%,83,2.2%,26,3.8%,78,2.4%,34,7.8%,78,1.0%,60,3.0%
Ed Davis,21.4,TOR,Big,1540,63,2.2%,60,1.2%,50,5.0%,84,11.4%,70,18.9%,49,2.8%,55,30.6%
Glen Davis,24.8,BOS,Big,2241,13,0.8%,90,1.7%,64,4.4%,9,5.4%,24,13.5%,39,1.8%,51,29.7%
Austin Daye,22.4,DET,Forward,1372,84,1.4%,41,1.2%,8,5.2%,63,4.3%,78,14.5%,63,2.3%,96,37.5%
DeMar DeRozan,21.2,TOR,Wing,2828,56,0.6%,45,1.3%,63,3.0%,56,2.8%,33,9.3%,55,1.1%,47,9.1%
Carlos Delfino,28.2,MIL,Wing,1584,26,0.3%,94,2.2%,94,2.0%,16,1.3%,67,11.7%,96,5.9%,88,20.8%
Luol Deng,25.5,CHI,Wing,3194,73,0.8%,30,1.1%,96,1.9%,78,3.9%,57,10.9%,63,1.6%,82,17.9%
Boris Diaw,28.5,CHA,Forward,2763,43,0.9%,51,1.3%,71,2.8%,55,4.0%,37,11.5%,86,4.9%,59,20.5%
Ike Diogu,27.1,LAC,Big,437,3,0.4%,1,0.3%,21,6.6%,47,8.7%,47,16.0%,52,3.2%,18,18.2%
DeSagana Diop,28.8,CHA,Big,170,99,4.6%,53,1.1%,22,6.5%,26,7.1%,33,14.8%,91,9.1%,78,37.5%
Keyon Dooling,30.5,MIL,Combo,1703,20,0.1%,35,1.5%,53,3.2%,2,0.7%,8,6.2%,0,0.0%,57,4.0%
Joey Dorsey,26.9,TOR,Big,482,57,2.0%,99,2.2%,20,6.6%,99,16.2%,81,20.3%,42,2.0%,88,42.2%
Toney Douglas,24.6,NYK,Combo,1935,14,0.1%,78,2.0%,27,3.7%,80,3.3%,73,9.8%,78,1.0%,61,4.1%
Chris Douglas-Roberts,23.8,MIL,Wing,831,78,0.9%,70,1.6%,37,3.6%,6,1.0%,43,10.0%,0,0.0%,39,7.0%
Zabian Dowdell,26.1,PHX,Combo,233,39,0.2%,96,3.4%,18,4.2%,10,0.9%,0,4.2%,98,6.7%,0,0.0%
Goran Dragic,24.5,HOU,Combo,344,78,0.6%,22,1.3%,22,3.9%,86,3.6%,96,12.4%,0,0.0%,0,0.0%
Goran Dragic,24.5,PHX,Combo,807,47,0.3%,65,1.9%,10,4.5%,73,2.9%,18,7.5%,0,0.0%,86,8.3%
Jared Dudley,25.3,PHX,Wing,2071,47,0.5%,83,1.8%,71,2.8%,96,5.7%,38,9.7%,76,2.3%,69,14.8%
Chris Duhon,28.2,ORL,Point,708,29,0.2%,5,0.9%,97,1.7%,38,1.5%,9,5.9%,0,0.0%,52,2.7%
Tim Duncan,34.5,SAS,Big,2149,91,3.6%,52,1.1%,99,2.2%,44,8.6%,94,23.3%,81,6.7%,31,22.9%
Mike Dunleavy,30.1,IND,Forward,1674,47,0.9%,31,1.0%,76,2.7%,6,1.6%,76,14.5%,78,3.9%,24,11.8%
Kevin Durant,22.1,OKC,Forward,3030,76,1.3%,57,1.3%,98,1.9%,14,2.1%,82,14.9%,53,1.2%,69,23.9%
Wayne Ellington,22.9,MIN,Wing,1087,12,0.1%,22,1.0%,61,3.1%,45,2.3%,7,6.9%,0,0.0%,54,11.4%
Monta Ellis,25.0,GSW,Combo,3213,59,0.4%,86,2.3%,86,2.3%,33,1.4%,24,7.9%,0,0.0%,51,3.5%
Francisco Elson,34.7,UTA,Big,562,35,1.4%,92,1.7%,27,6.1%,11,5.7%,25,13.6%,58,3.8%,77,37.1%
Melvin Ely,32.5,DEN,Big,323,47,1.6%,9,0.6%,33,5.9%,37,7.9%,16,12.8%,0,0.0%,20,18.5%
Semih Erden,24.3,BOS,Big,448,66,2.3%,62,1.2%,6,8.0%,22,6.9%,23,13.5%,51,3.1%,61,31.4%
Jeremy Evans,23.0,UTA,Forward,408,98,2.2%,82,1.7%,14,4.8%,92,8.3%,65,13.8%,96,6.5%,86,30.4%
Maurice Evans,32.0,ATL,Wing,764,25,0.3%,17,0.9%,31,3.8%,60,2.9%,11,7.4%,75,2.2%,77,17.1%
Maurice Evans,32.0,WAS,Wing,694,63,0.7%,25,1.1%,55,3.2%,83,4.3%,5,6.2%,0,0.0%,18,3.9%
Reggie Evans,30.5,TOR,Big,793,5,0.4%,86,1.6%,52,4.8%,98,15.7%,98,28.1%,84,7.0%,99,62.7%
Tyreke Evans,21.1,SAC,Wing,2101,70,0.8%,79,1.8%,83,2.4%,43,2.2%,72,12.0%,48,0.7%,13,3.0%
Christian Eyenga,21.4,CLE,Wing,908,93,1.6%,75,1.7%,45,3.5%,57,2.8%,58,10.9%,85,3.2%,42,8.0%
Jordan Farmar,23.9,BKN,Point,1768,36,0.2%,45,1.6%,57,3.0%,26,1.3%,72,9.2%,79,1.0%,47,2.5%
Derrick Favors,19.3,BKN,Big,1046,62,2.1%,23,0.8%,16,6.9%,95,12.9%,48,16.1%,35,1.5%,24,20.0%
Derrick Favors,19.3,UTA,Big,428,85,3.2%,61,1.2%,35,5.8%,81,11.1%,49,16.3%,48,2.8%,43,26.9%
Raymond Felton,26.3,DEN,Combo,632,0,0.0%,61,1.8%,90,2.2%,20,1.1%,84,10.1%,0,0.0%,100,14.9%
Raymond Felton,26.3,NYK,Point,2070,38,0.2%,74,2.0%,84,2.2%,69,2.0%,40,7.9%,76,0.9%,55,2.9%
Rudy Fernandez,25.6,POR,Combo,1771,69,0.5%,82,2.2%,41,3.4%,65,2.3%,61,9.2%,0,0.0%,35,1.8%
Kyrylo Fesenko,23.9,UTA,Big,412,68,2.3%,3,0.5%,3,8.7%,41,8.2%,51,16.5%,88,8.0%,34,24.3%
Landry Fields,22.3,NYK,Wing,2532,33,0.3%,58,1.4%,97,1.9%,84,4.4%,93,14.8%,78,2.4%,100,43.6%
Derek Fisher,36.2,LAL,Point,2293,31,0.2%,66,1.9%,31,3.6%,7,0.7%,10,6.1%,0,0.0%,62,3.2%
Jonny Flynn,21.7,MIN,Point,927,33,0.2%,33,1.4%,79,2.4%,31,1.4%,26,7.4%,0,0.0%,64,3.4%
Gary Forbes,25.7,DEN,Wing,688,45,0.4%,49,1.3%,26,4.0%,80,4.2%,64,11.4%,64,1.6%,23,4.3%
T.J. Ford,27.6,IND,Point,759,83,0.6%,72,2.0%,28,3.8%,74,2.2%,53,8.6%,0,0.0%,95,7.3%
Jeff Foster,33.8,IND,Big,938,51,1.8%,58,1.1%,38,5.6%,98,15.9%,66,18.4%,94,9.8%,87,41.5%
Randy Foye,27.1,LAC,Wing,1534,69,0.7%,57,1.4%,55,3.2%,3,0.8%,6,6.3%,64,1.6%,17,3.7%
Channing Frye,27.5,PHX,Big,2528,45,1.6%,31,0.8%,63,4.4%,1,2.7%,54,17.1%,37,1.6%,58,31.1%
Dan Gadzuric,32.7,BKN,Big,149,92,3.8%,42,1.0%,4,8.3%,65,9.8%,87,21.4%,98,16.7%,84,40.0%
Dan Gadzuric,32.7,GSW,Big,285,84,3.1%,82,1.5%,6,7.8%,99,16.3%,9,12.0%,0,0.0%,10,15.0%
Sundiata Gaines,24.5,BKN,Combo,145,0,0.0%,92,2.8%,37,3.4%,100,6.7%,67,9.3%,100,7.7%,94,10.0%
Danilo Gallinari,22.2,DEN,Forward,429,65,1.1%,49,1.3%,86,2.4%,20,2.8%,84,15.1%,0,0.0%,8,5.3%
Danilo Gallinari,22.2,NYK,Forward,1662,14,0.6%,29,1.0%,69,2.9%,31,3.2%,43,11.7%,49,1.1%,4,4.7%
Francisco Garcia,28.8,SAC,Wing,1372,97,1.9%,69,1.6%,33,3.8%,28,1.7%,23,8.3%,57,1.1%,44,8.5%
Kevin Garnett,34.5,BOS,Big,2215,38,1.5%,98,2.0%,97,2.7%,6,4.5%,95,23.6%,63,4.2%,92,45.0%
Marc Gasol,25.8,MEM,Big,2580,80,3.0%,74,1.3%,71,4.2%,19,6.5%,49,16.2%,52,3.3%,77,37.2%
Pau Gasol,30.3,LAL,Big,3018,67,2.3%,16,0.7%,95,3.0%,59,9.4%,58,17.6%,77,5.8%,74,36.6%
Rudy Gay,24.2,MEM,Wing,2145,93,1.5%,88,1.9%,82,2.5%,81,4.2%,68,11.9%,49,0.8%,91,21.9%
Alonzo Gee,23.4,CLE,Wing,936,71,0.8%,52,1.3%,41,3.5%,93,5.3%,69,11.9%,61,1.4%,36,6.7%
Alonzo Gee,23.4,WAS,Wing,120,0,0.0%,98,2.6%,48,3.3%,98,8.1%,46,10.4%,0,0.0%,0,0.0%
Paul George,20.5,IND,Forward,1189,59,1.1%,94,2.1%,25,4.4%,25,3.0%,86,15.2%,0,0.0%,31,13.8%
Daniel Gibson,24.7,CLE,Combo,1810,76,0.5%,14,1.2%,35,3.5%,29,1.3%,51,8.7%,0,0.0%,71,5.1%
Taj Gibson,25.4,CHI,Big,1696,87,3.3%,52,1.1%,49,5.0%,63,9.7%,48,16.0%,85,7.1%,70,35.1%
Manu Ginobili,33.3,SAS,Wing,2413,59,0.6%,96,2.3%,66,2.9%,32,1.9%,47,10.4%,50,0.8%,58,11.9%
Ryan Gomes,28.2,LAC,Forward,2087,0,0.3%,59,1.3%,59,3.2%,24,3.0%,14,9.8%,75,3.4%,16,9.0%
Drew Gooden,29.1,MIL,Big,857,24,1.2%,60,1.2%,55,4.8%,45,8.6%,81,20.3%,90,8.3%,56,31.0%
Ben Gordon,27.6,DET,Combo,2068,67,0.4%,6,1.1%,39,3.4%,61,2.0%,49,8.7%,71,0.8%,29,0.9%
Eric Gordon,21.9,LAC,Wing,2106,46,0.5%,64,1.5%,92,2.1%,46,2.3%,3,5.9%,58,1.2%,29,5.0%
Marcin Gortat,26.7,ORL,Big,368,78,2.8%,24,0.8%,40,5.4%,74,10.7%,74,19.4%,81,6.7%,73,36.4%
Marcin Gortat,26.7,PHX,Big,1615,67,2.3%,32,0.8%,88,3.4%,30,7.3%,96,24.1%,53,3.3%,81,38.3%
Joey Graham,28.4,CLE,Forward,526,24,0.7%,4,0.5%,6,5.7%,4,1.1%,59,13.2%,0,0.0%,47,17.5%
Stephen Graham,28.4,BKN,Wing,898,5,0.1%,9,0.7%,5,5.0%,33,1.9%,66,11.5%,86,3.2%,71,15.5%
Danny Granger,27.5,IND,Wing,2752,88,1.2%,60,1.4%,69,2.8%,66,3.2%,64,11.4%,80,2.8%,83,20.0%
Aaron Gray,25.9,NOP,Big,503,30,1.3%,45,1.0%,8,7.6%,91,12.5%,97,24.2%,0,0.0%,45,27.8%
Jeff Green,24.2,BOS,Forward,593,86,1.4%,27,1.0%,12,5.0%,29,3.1%,47,12.2%,0,0.0%,18,10.0%
Jeff Green,24.2,OKC,Forward,1811,16,0.6%,25,1.0%,57,3.2%,39,3.5%,39,11.5%,47,1.0%,63,22.6%
Willie Green,29.3,NOP,Wing,1640,40,0.4%,26,1.1%,28,3.9%,21,1.5%,31,9.0%,56,1.1%,40,7.7%
Donte Greene,22.7,SAC,Wing,1077,81,1.0%,60,1.4%,60,3.1%,82,4.2%,27,8.9%,88,4.1%,32,6.2%
Blake Griffin,21.6,LAC,Big,3101,13,0.8%,40,0.9%,92,3.1%,60,9.5%,90,22.6%,62,4.1%,91,44.9%
Hamed Haddadi,25.5,MEM,Big,124,100,5.0%,15,0.7%,9,7.6%,100,17.4%,99,29.4%,0,0.0%,24,20.0%
