Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,29.3,MEM,Big,1132,52,-0.2%,26,-2.7%,46,-0.7%,8,-9.5%,26,-2.5%,91,+6.1%,66,+1.2%,84,+2.5%
Kyle Anderson,29.1,MIN,Forward,1954,78,+1.6%,86,+3.5%,58,+0.4%,16,-6.2%,40,-1.2%,32,-2.6%,88,+3.3%,75,+1.8%
Giannis Antetokounmpo,27.9,MIL,Big,2021,85,+2.3%,95,+5.9%,12,-4.7%,59,+1.2%,27,-2.5%,28,-3.2%,43,-0.8%,34,-1.4%
Thanasis Antetokounmpo,30.3,MIL,Big,113,32,-1.6%,3,-8.7%,46,-0.7%,16,-6.4%,22,-3.1%,20,-4.3%,93,+4.0%,86,+2.6%
Harrison Barnes,30.4,SAC,Forward,2658,55,+0.0%,66,+0.9%,31,-2.2%,99,+12.2%,72,+1.9%,16,-5.3%,62,+0.9%,47,-0.6%
Will Barton,31.8,WAS,Wing,767,5,-4.9%,5,-7.1%,67,+1.2%,12,-8.0%,32,-2.0%,7,-8.1%,27,-2.2%,13,-3.5%
Will Barton,31.8,TOR,Combo,201,2,-6.6%,0,-11.1%,6,-7.0%,10,-9.0%,4,-7.4%,71,+2.7%,41,-0.9%,49,-0.3%
Nicolas Batum,33.9,LAC,Forward,1699,63,+0.6%,63,+0.7%,38,-1.5%,19,-5.4%,22,-3.1%,89,+5.4%,46,-0.5%,68,+1.0%
Bradley Beal,29.3,WAS,Combo,1672,81,+1.8%,65,+0.8%,39,-1.4%,72,+2.9%,53,-0.0%,49,-0.4%,78,+2.2%,78,+2.0%
Malik Beasley,25.9,UTA,Wing,1465,49,-0.4%,85,+3.3%,26,-2.7%,93,+7.5%,44,-0.9%,76,+3.6%,31,-1.6%,45,-0.7%
Malik Beasley,25.9,LAL,Wing,611,15,-2.9%,61,+0.6%,69,+1.5%,18,-5.8%,46,-0.8%,23,-3.8%,4,-6.2%,4,-5.6%
Davis Bertans,30.0,DAL,Big,457,38,-1.2%,23,-3.1%,47,-0.6%,82,+4.7%,64,+0.8%,82,+4.2%,19,-2.8%,40,-0.9%
Patrick Beverley,34.3,LAL,Combo,1210,44,-0.9%,20,-3.3%,31,-2.2%,48,-0.4%,38,-1.5%,88,+5.3%,61,+0.7%,80,+2.1%
Patrick Beverley,34.3,CHI,Point,605,17,-2.7%,95,+5.9%,3,-8.4%,48,-0.3%,10,-5.0%,5,-9.6%,16,-3.2%,8,-4.4%
Bismack Biyombo,30.2,PHX,Big,822,43,-0.9%,19,-3.4%,6,-7.2%,70,+2.7%,14,-4.0%,48,-0.6%,95,+4.5%,89,+2.9%
Bojan Bogdanovic,33.5,DET,Forward,1892,71,+1.1%,47,-0.6%,74,+2.4%,89,+6.5%,87,+3.6%,19,-4.4%,74,+1.8%,56,+0.1%
Devin Booker,26.0,PHX,Wing,1828,99,+5.2%,97,+6.6%,90,+4.7%,90,+6.6%,95,+5.4%,63,+1.6%,86,+3.1%,90,+3.0%
Malcolm Brogdon,29.9,BOS,Combo,1731,20,-2.5%,10,-5.5%,52,-0.1%,25,-4.3%,39,-1.4%,50,-0.3%,45,-0.6%,46,-0.6%
