bet_id,date,game_id,player,market,side,line,entry_odds_dec,entry_time,close_line,close_odds_dec,close_time,direction,clv_line,clv_price,clv_novig,clv_pct,beat_closing,result,won,profit,predicted_pra,player_sigma,ev_entry,stake
2025-10-24_ben_saraf_13.5_OVER,2025-10-24,Cleveland Cavaliers @ Brooklyn Nets,Ben Saraf,PRA,OVER,13.5,1.78125,2025-10-24T22:11:25.979250,,,,1,,,,,,,,,16.807550644567222,7.97,0.1772799202591376,5.0
2025-10-24_franz_wagner_32.5_UNDER,2025-10-24,Atlanta Hawks @ Orlando Magic,Franz Wagner,PRA,UNDER,32.5,1.8849557522123896,2025-10-24T22:11:25.980399,,,,-1,,,,,,35.0,0.0,-6.731988710313386,29.0,11.189985502897851,0.1739051468749537,6.731988710313386
2025-10-24_devin_vassell_23.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Devin Vassell,PRA,UNDER,23.5,1.8547008547008548,2025-10-24T22:11:25.981348,,,,-1,,,,,,29.0,0.0,-3.9702778345036136,19.904761904761905,10.824832561978718,0.1686543877848713,3.9702778345036136
2025-10-24_saddiq_bey_18.5_OVER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Saddiq Bey,PRA,OVER,18.5,1.862068965517241,2025-10-24T22:11:25.982442,,,,1,,,,,,14.0,0.0,-3.810789616546264,21.03370786516854,7.97,0.1632749618798606,3.810789616546264
2025-10-24_shaedon_sharpe_28.5_OVER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Shaedon Sharpe,PRA,OVER,28.5,1.869565217391304,2025-10-24T22:11:25.983382,,,,1,,,,,,22.0,0.0,-4.78516062178081,31.91025641025641,10.969070412288067,0.1629830889145112,4.78516062178081
2025-10-24_alex_sarr_22.5_UNDER,2025-10-24,Washington Wizards @ Dallas Mavericks,Alex Sarr,PRA,UNDER,22.5,1.9523809523809523,2025-10-24T22:11:25.984517,,,,-1,,,,,,28.0,0.0,-5.132749367801355,20.57943925233645,8.186227413475745,0.1572617030661159,5.132749367801355
2025-10-24_herb_jones_19.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Herb Jones,PRA,UNDER,19.5,1.8264462809917352,2025-10-24T22:11:25.986503,,,,-1,,,,,,,,,16.807550644567222,7.97,0.1547737916586122,3.768080612902611
2025-10-24_neemias_queta_18.5_UNDER,2025-10-24,Boston Celtics @ New York Knicks,Neemias Queta,PRA,UNDER,18.5,1.8064516129032255,2025-10-24T22:11:25.987860,,,,-1,,,,,,16.0,1.0,3.853244099484191,15.398576512455517,9.104691256234958,0.1440488457030913,4.7780226833603985
2025-10-24_nikola_jovic_18.5_UNDER,2025-10-24,Miami Heat @ Memphis Grizzlies,Nikola Jovic,PRA,UNDER,18.5,1.8264462809917352,2025-10-24T22:11:25.988913,,,,-1,,,,,,30.0,0.0,-4.590819851806228,15.398576512455517,9.71535116170466,0.1419373749201208,4.590819851806228
2025-10-24_myles_turner_21.5_UNDER,2025-10-24,Milwaukee Bucks @ Toronto Raptors,Myles Turner,PRA,UNDER,21.5,1.9615384615384617,2025-10-24T22:11:25.990125,,,,-1,,,,,,11.0,1.0,4.6198464737424425,19.904761904761905,7.786004513534522,0.1399856227841561,4.80464033269214
2025-10-24_walker_kessler_23.5_UNDER,2025-10-24,Utah Jazz @ Sacramento Kings,Walker Kessler,PRA,UNDER,23.5,1.9090909090909092,2025-10-24T22:11:25.991148,,,,-1,,,,,,14.0,1.0,2.821326074428745,21.07281553398058,10.697811339019283,0.1258745966356868,3.103458681871619
2025-10-24_payton_pritchard_25.5_UNDER,2025-10-24,Boston Celtics @ New York Knicks,Payton Pritchard,PRA,UNDER,25.5,1.8771929824561404,2025-10-24T22:11:25.992362,,,,-1,,,,,,19.0,1.0,3.352916271284603,22.804054054054053,10.697844327482157,0.1253446981680485,3.822324549264447
2025-10-24_grayson_allen_20.5_UNDER,2025-10-24,Phoenix Suns @ Los Angeles Clippers,Grayson Allen,PRA,UNDER,20.5,1.78125,2025-10-24T22:11:25.993352,,,,-1,,,,,,18.0,1.0,7.62564135362701,18.352941176470587,6.668926918147099,0.1155159855772322,9.760820932642574
2025-10-24_scottie_barnes_30.5_UNDER,2025-10-24,Milwaukee Bucks @ Toronto Raptors,Scottie Barnes,PRA,UNDER,30.5,1.847457627118644,2025-10-24T22:11:25.994570,,,,-1,,,,,,25.0,1.0,3.4756420281844824,27.771428571428572,10.961503997411166,0.1053151693796561,4.10125759325769
2025-10-24_kristaps_porzingis_25.5_UNDER,2025-10-24,Atlanta Hawks @ Orlando Magic,Kristaps Porzingis,PRA,UNDER,25.5,1.9345794392523368,2025-10-24T22:11:25.995574,,,,-1,,,,,,,,,23.879310344827587,9.053061060232071,0.1047212053731444,3.838582774589845
2025-10-24_jaylen_wells_18.5_UNDER,2025-10-24,Miami Heat @ Memphis Grizzlies,Jaylen Wells,PRA,UNDER,18.5,1.869565217391304,2025-10-24T22:11:25.996737,,,,-1,,,,,,14.0,1.0,2.735130399709005,16.807550644567222,7.4704448596648865,0.1023222130800607,3.145399959665357
2025-10-24_brandon_ingram_29.5_UNDER,2025-10-24,Milwaukee Bucks @ Toronto Raptors,Brandon Ingram,PRA,UNDER,29.5,1.8,2025-10-24T22:11:25.997752,,,,-1,,,,,,38.0,0.0,-3.9985765040321057,25.361563517915304,14.898906200287422,0.096928454284948,3.9985765040321057
2025-10-24_jordan_poole_23.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Jordan Poole,PRA,UNDER,23.5,1.8264462809917352,2025-10-24T22:11:25.999039,,,,-1,,,,,,30.0,0.0,-2.354502932054418,20.857142857142858,10.38277472948321,0.0967111332537727,2.354502932054418
2025-10-24_toumani_camara_20.5_UNDER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Toumani Camara,PRA,UNDER,20.5,1.7874015748031495,2025-10-24T22:11:26.000055,,,,-1,,,,,,28.0,0.0,-2.9563569248759545,18.352941176470587,7.652220418851925,0.091179458678396,2.9563569248759545
2025-10-24_james_harden_35.5_UNDER,2025-10-24,Phoenix Suns @ Los Angeles Clippers,James Harden,PRA,UNDER,35.5,1.8130081300813008,2025-10-24T22:11:26.001287,,,,-1,,,,,,44.0,0.0,-7.036432598075699,32.1725888324873,13.219154163665271,0.0866588921072549,7.036432598075699
2025-10-24_aj_green_13.5_OVER,2025-10-24,Milwaukee Bucks @ Toronto Raptors,A.J. Green,PRA,OVER,13.5,1.8849557522123896,2025-10-24T22:11:26.003530,,,,1,,,,,,10.0,0.0,-2.618092730129376,14.746630727762804,7.304063574627696,0.0702040992738192,2.618092730129376
2025-10-24_deni_avdija_33.5_OVER,2025-10-24,Golden State Warriors @ Portland Trail Blazers,Deni Avdija,PRA,OVER,33.5,1.9174311926605505,2025-10-24T22:11:26.004567,,,,1,,,,,,37.0,1.0,1.6827818685685745,35.70614035087719,15.690954510885568,0.0659130925531098,1.834232236739746
2025-10-24_julius_randle_30.5_OVER,2025-10-24,Minnesota Timberwolves @ Los Angeles Lakers,Julius Randle,PRA,OVER,30.5,1.847457627118644,2025-10-24T22:11:26.005760,,,,1,,,,,,41.0,1.0,2.4189271639062917,31.91025641025641,7.97,0.0534654887892356,2.8543340534094246
2025-10-24_jalen_suggs_16.5_OVER,2025-10-24,Atlanta Hawks @ Orlando Magic,Jalen Suggs,PRA,OVER,16.5,1.869565217391304,2025-10-24T22:11:26.006792,,,,1,,,,,,18.0,1.0,1.477798314110285,18.352941176470587,12.709380344380532,0.0431382642835845,1.6994680612268285
2025-10-24_ryan_rollins_18.5_UNDER,2025-10-24,Milwaukee Bucks @ Toronto Raptors,Ryan Rollins,PRA,UNDER,18.5,1.8130081300813008,2025-10-24T22:11:26.008045,,,,-1,,,,,,20.0,0.0,-1.2765158261013958,16.807550644567222,9.748483534909615,0.0314468379344848,1.2765158261013958
2025-10-24_kentavious_caldwell-pope_15.5_OVER,2025-10-24,Miami Heat @ Memphis Grizzlies,Kentavious Caldwell-Pope,PRA,OVER,15.5,1.8264462809917352,2025-10-24T22:11:26.009101,,,,1,,,,,,16.0,1.0,0.7267185965311206,16.807550644567222,8.325815421337188,0.0271868043627503,0.8793295018026562
2025-10-24_dyson_daniels_20.5_OVER,2025-10-24,Atlanta Hawks @ Orlando Magic,Dyson Daniels,PRA,OVER,20.5,1.862068965517241,2025-10-24T22:11:26.010346,,,,1,,,,,,19.0,0.0,-0.9516205879344576,21.66304347826087,9.274487091458507,0.0239471227335705,0.9516205879344576
2025-10-24_jaylen_brown_37.5_UNDER,2025-10-24,Boston Celtics @ New York Knicks,Jaylen Brown,PRA,UNDER,37.5,1.8264462809917352,2025-10-24T23:03:11.101254,,,,-1,,,,,,30.0,1.0,4.774705776240694,22.418803418803417,14.361137661637567,0.5582746316179772,5.777393989251242
2025-10-24_kawhi_leonard_29.5_UNDER,2025-10-24,Phoenix Suns @ Los Angeles Clippers,Kawhi Leonard,PRA,UNDER,29.5,1.970873786407767,2025-10-24T23:03:11.102659,,,,-1,,,,,,37.0,0.0,-11.01147892218727,22.7979797979798,9.32809788440462,0.5052908611279119,11.01147892218727
2025-10-24_zion_williamson_40.5_UNDER,2025-10-24,San Antonio Spurs @ New Orleans Pelicans,Zion Williamson,PRA,UNDER,40.5,1.9174311926605505,2025-10-24T23:03:11.104156,,,,-1,,,,,,44.0,0.0,-4.548596359943525,34.63043478260869,8.486023013481663,0.4484833183744136,4.548596359943525
2025-10-24_jaren_jackson_jr_31.5_UNDER,2025-10-24,Miami Heat @ Memphis Grizzlies,Jaren Jackson Jr,PRA,UNDER,31.5,1.8928571428571428,2025-10-24T23:03:11.105476,,,,-1,,,,,,23.0,1.0,5.188626705169112,22.418803418803417,14.04202355396498,0.4027813011817254,5.811261909789406
