Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Carlos Arroyo,26.3,DET,Point,524,22,+3.0,5,+2.5,2,+2.9%,5,+17.6,2,+1.9,7,+7.5%,3,+34.4,36,+0.4,0,+9.8%,23,+9.6
Carlos Arroyo,26.3,ORL,Point,584,86,-4.5,61,-0.3,77,-1.0%,37,+2.7,83,-0.7,64,-2.4%,88,-18.0,43,+0.1,90,-3.8%,16,+12.3
Chucky Atkins,31.2,WAS,Point,533,64,-1.4,32,+0.4,6,+2.2%,53,-1.1,8,+1.0,83,-5.3%,25,+10.3,78,-0.8,42,+0.6%,82,-10.2
Chucky Atkins,31.2,MEM,Point,1154,23,+2.8,66,-0.5,11,+1.7%,68,-4.0,63,-0.3,5,+8.8%,82,-14.0,66,-0.4,18,+2.7%,58,-2.7
Stacey Augmon,37.3,ORL,Forward,374,98,-9.9,45,+0.1,61,-0.3%,52,-0.8,34,+0.3,54,-0.7%,51,0.0,60,-0.3,68,-1.4%,54,-1.7
Marcus Banks,24.0,BOS,Combo,250,40,+0.9,33,+0.4,2,+2.9%,46,+0.7,84,-0.7,4,+9.8%,95,-26.9,32,+0.4,31,+1.4%,18,+11.5
Marcus Banks,24.0,MIN,Point,1198,41,+0.8,9,+1.8,52,-0.0%,7,+15.2,17,+0.7,60,-1.6%,2,+35.0,26,+0.6,14,+3.3%,36,+3.2
Leandro Barbosa,22.9,PHX,Wing,1538,8,+6.2,24,+0.8,69,-0.6%,21,+7.2,46,+0.1,48,+0.4%,37,+4.6,22,+0.8,61,-0.9%,24,+9.4
Matt Barnes,25.6,PHI,Forward,503,92,-6.3,91,-1.6,10,+1.7%,89,-11.6,95,-1.1,24,+3.7%,93,-23.2,71,-0.6,2,+7.0%,72,-6.5
Andre Barrett,23.7,TOR,Point,257,80,-3.5,97,-2.6,94,-2.1%,96,-18.3,81,-0.6,38,+1.6%,51,-0.3,96,-2.1,95,-5.1%,98,-25.9
Brent Barry,33.8,SAS,Wing,1179,73,-2.5,59,-0.3,25,+0.9%,59,-2.1,22,+0.6,67,-2.7%,14,+16.8,77,-0.7,20,+2.5%,80,-9.1
Jon Barry,36.3,HOU,Wing,330,5,+7.9,68,-0.6,14,+1.4%,69,-4.3,45,+0.1,83,-5.4%,62,-5.0,78,-0.7,13,+3.4%,72,-6.5
Eddie Basden,22.7,CHI,Wing,124,100,-15.8,89,-1.6,90,-1.7%,94,-15.8,92,-1.0,96,-12.5%,79,-12.8,86,-1.0,88,-3.5%,90,-14.4
Brandon Bass,20.5,NOH,Big,201,1,+11.3,0,+5.5,5,+2.5%,0,+36.1,25,+0.5,6,+8.2%,25,+10.5,0,+4.3,10,+4.0%,1,+49.0
Esteban Batista,22.2,ATL,Big,457,60,-1.1,91,-1.7,78,-1.0%,92,-13.6,84,-0.7,96,-12.3%,53,-0.9,71,-0.6,38,+1.0%,92,-14.8
Tony Battie,29.7,ORL,Big,2211,20,+3.5,40,+0.2,55,-0.1%,40,+2.0,81,-0.6,50,+0.2%,82,-14.4,26,+0.6,45,+0.4%,21,+10.3
Shane Battier,27.1,MEM,Forward,2832,94,-7.1,22,+1.0,24,+1.0%,24,+6.1,75,-0.5,74,-3.7%,81,-13.3,9,+1.5,12,+3.4%,10,+16.6
Lonny Baxter,26.8,HOU,Big,251,42,+0.6,6,+2.3,6,+2.4%,5,+17.3,21,+0.6,8,+7.4%,17,+14.9,5,+1.9,8,+4.8%,7,+19.8
Lonny Baxter,26.8,CHA,Big,113,25,+2.5,21,+1.0,98,-3.4%,28,+4.8,23,+0.5,78,-4.3%,65,-6.4,36,+0.3,99,-13.3%,18,+11.5
Charlie Bell,26.6,MIL,Combo,1229,49,+0.1,27,+0.7,80,-1.1%,28,+4.6,31,+0.3,89,-7.1%,14,+16.5,37,+0.3,61,-0.9%,39,+2.5
Raja Bell,29.1,PHX,Wing,2942,76,-2.9,73,-0.7,24,+1.0%,84,-9.0,47,+0.0,76,-4.0%,56,-2.1,76,-0.7,17,+2.9%,84,-11.0
Mike Bibby,27.5,SAC,Point,3163,13,+4.8,16,+1.3,52,-0.0%,23,+6.4,24,+0.5,50,+0.3%,34,+5.4,20,+0.8,40,+0.8%,29,+6.6
Andris Biedrins,19.6,GSW,Big,960,36,+1.2,64,-0.4,97,-2.4%,47,+0.5,74,-0.5,59,-1.5%,67,-7.6,49,+0.0,86,-3.2%,35,+3.4
Chauncey Billups,29.1,DET,Point,2918,73,-2.4,73,-0.7,96,-2.2%,70,-4.4,93,-1.0,77,-4.0%,83,-14.7,26,+0.6,98,-7.1%,39,+2.6
Steve Blake,25.7,POR,Point,1750,9,+5.8,43,+0.1,39,+0.3%,53,-1.1,57,-0.2,44,+0.7%,57,-2.4,34,+0.4,34,+1.1%,48,-0.4
Andray Blatche,19.2,WAS,Big,123,5,+7.3,60,-0.3,72,-0.7%,40,+1.9,39,+0.2,52,-0.4%,52,-0.7,76,-0.7,70,-1.5%,53,-1.5
Mark Blount,29.9,BOS,Big,1077,11,+5.3,35,+0.4,82,-1.2%,41,+1.8,34,+0.3,66,-2.6%,61,-4.5,43,+0.1,91,-4.1%,43,+1.3
Mark Blount,29.9,MIN,Big,1140,47,+0.3,34,+0.4,52,-0.0%,22,+6.6,92,-1.0,91,-7.5%,66,-6.8,13,+1.1,2,+6.8%,16,+12.5
Keith Bogans,25.5,CHA,Wing,842,24,+2.8,20,+1.1,36,+0.5%,14,+10.0,36,+0.3,74,-3.6%,33,+6.0,16,+1.0,44,+0.4%,13,+14.1
Keith Bogans,25.5,HOU,Wing,1042,67,-1.6,18,+1.2,18,+1.2%,23,+6.3,54,-0.1,39,+1.3%,69,-8.3,13,+1.2,20,+2.5%,16,+12.3
Andrew Bogut,20.9,MIL,Big,2335,95,-7.4,90,-1.6,33,+0.6%,89,-11.7,48,+0.0,88,-6.7%,30,+7.7,93,-1.4,14,+3.3%,94,-17.5
Matt Bonner,25.6,TOR,Forward,1665,29,+1.9,46,+0.1,75,-0.8%,33,+3.4,48,+0.0,58,-1.4%,24,+10.7,41,+0.2,69,-1.5%,37,+2.9
Calvin Booth,29.5,WAS,Big,220,9,+6.0,80,-1.0,89,-1.6%,59,-2.3,79,-0.6,99,-18.5%,52,-0.3,66,-0.5,47,+0.2%,53,-1.4
Carlos Boozer,23.9,UTA,Big,1023,2,+10.2,56,-0.2,32,+0.6%,60,-2.5,11,+0.9,15,+5.1%,24,+10.7,84,-1.0,35,+1.1%,79,-8.9
Chris Bosh,21.6,TOR,Big,2745,65,-1.5,74,-0.7,63,-0.4%,64,-3.0,84,-0.7,80,-4.8%,90,-20.2,58,-0.2,51,-0.2%,45,+0.6
Bruce Bowen,34.4,SAS,Wing,2745,35,+1.3,25,+0.7,61,-0.4%,25,+5.8,69,-0.4,47,+0.6%,79,-13.0,15,+1.0,36,+1.0%,14,+13.1
Ryan Bowen,29.9,HOU,Forward,618,64,-1.3,74,-0.7,15,+1.4%,80,-7.8,74,-0.5,20,+4.4%,53,-0.8,51,-0.1,15,+3.1%,74,-7.2
Earl Boykins,29.4,DEN,Point,1515,6,+7.0,12,+1.6,63,-0.4%,8,+14.9,16,+0.7,62,-2.1%,6,+27.4,18,+0.9,64,-1.1%,19,+11.1
Michael Bradley,26.5,PHI,Big,323,74,-2.8,75,-0.7,65,-0.4%,69,-4.3,87,-0.8,28,+3.2%,92,-22.2,67,-0.5,83,-3.0%,52,-1.3
Elton Brand,26.6,LAC,Big,3096,28,+2.1,71,-0.6,62,-0.4%,63,-3.0,35,+0.3,7,+8.0%,19,+13.8,77,-0.7,64,-1.1%,79,-9.1
Primoz Brezec,26.1,CHA,Big,2160,6,+7.2,16,+1.3,8,+1.8%,22,+6.8,43,+0.1,33,+2.5%,36,+5.0,10,+1.5,13,+3.4%,19,+11.1
Devin Brown,26.8,UTA,Wing,1641,37,+1.1,82,-1.1,68,-0.6%,83,-8.3,87,-0.8,63,-2.2%,92,-22.6,50,-0.0,76,-2.2%,43,+1.3
Kwame Brown,23.6,LAL,Big,1966,61,-1.1,14,+1.4,4,+2.6%,19,+8.0,31,+0.3,18,+4.5%,52,-0.3,15,+1.1,6,+5.2%,17,+11.9
P.J. Brown,36.0,NOH,Big,2365,65,-1.5,42,+0.2,26,+0.9%,63,-2.8,15,+0.8,15,+5.1%,16,+15.5,59,-0.3,18,+2.6%,78,-8.6
Rick Brunson,33.4,HOU,Combo,206,28,+2.1,11,+1.7,33,+0.6%,19,+7.7,2,+1.5,7,+8.1%,12,+18.5,38,+0.3,57,-0.6%,42,+1.8
Kobe Bryant,27.2,LAL,Combo,3271,3,+9.0,43,+0.2,79,-1.1%,28,+4.6,32,+0.3,9,+6.7%,28,+8.5,61,-0.3,56,-0.5%,49,-0.6
Greg Buckner,29.1,DEN,Wing,1721,57,-0.6,18,+1.2,77,-1.0%,11,+12.9,47,+0.0,69,-3.0%,19,+14.1,16,+1.0,67,-1.4%,18,+11.7
Pat Burke,31.9,PHX,Big,268,15,+4.4,2,+3.3,13,+1.5%,4,+18.3,2,+1.8,1,+16.5%,29,+7.8,6,+1.8,84,-3.0%,4,+23.0
Antonio Burks,25.7,MEM,Point,513,61,-1.1,62,-0.3,94,-2.1%,58,-1.9,56,-0.1,72,-3.3%,71,-8.9,54,-0.2,97,-6.6%,49,-0.6
Kevin Burleson,26.6,CHA,Combo,307,99,-12.4,88,-1.5,99,-3.7%,69,-4.1,69,-0.4,98,-15.5%,64,-5.6,92,-1.4,97,-6.9%,75,-7.3
Caron Butler,25.6,WAS,Wing,2688,29,+1.8,71,-0.6,40,+0.3%,74,-5.4,56,-0.1,20,+4.3%,46,+1.6,74,-0.7,37,+1.0%,81,-9.6
Jackie Butler,20.6,NYK,Big,651,81,-3.7,18,+1.2,25,+0.9%,16,+9.1,38,+0.2,77,-4.1%,28,+8.7,21,+0.8,3,+6.5%,26,+8.2
Rasual Butler,26.4,NOH,Wing,1787,28,+2.1,87,-1.4,90,-1.6%,81,-8.0,85,-0.8,59,-1.6%,78,-12.6,70,-0.6,80,-2.8%,63,-4.3
Andrew Bynum,18.0,LAL,Big,307,65,-1.4,25,+0.8,35,+0.5%,27,+5.1,18,+0.7,33,+2.5%,4,+32.4,39,+0.3,50,-0.1%,46,+0.5
Will Bynum,22.8,GSW,Point,144,1,+13.7,1,+4.5,0,+4.5%,6,+16.5,40,+0.2,87,-6.7%,22,+12.3,1,+3.6,0,+14.0%,13,+13.6
Zarko Cabarkapa,24.4,GSW,Big,442,5,+7.4,7,+2.2,66,-0.5%,2,+22.2,23,+0.5,77,-4.0%,3,+33.6,6,+1.8,51,-0.2%,7,+20.0
Jose Calderon,24.1,TOR,Point,1445,59,-0.9,45,+0.1,28,+0.8%,51,-0.6,39,+0.2,44,+0.8%,47,+1.4,48,+0.0,33,+1.2%,47,-0.2
Marcus Camby,31.6,DEN,Big,1851,78,-3.3,47,+0.0,14,+1.4%,64,-3.0,64,-0.3,48,+0.5%,84,-15.4,33,+0.4,9,+4.2%,34,+3.9
Brian Cardinal,28.5,MEM,Big,388,84,-4.2,99,-3.7,94,-2.1%,99,-25.8,90,-0.9,49,+0.4%,84,-15.6,98,-2.7,97,-6.9%,99,-31.7
Matt Carroll,25.2,CHA,Wing,1199,62,-1.2,65,-0.5,79,-1.0%,54,-1.2,51,-0.0,68,-2.9%,39,+4.2,55,-0.2,89,-3.7%,49,-0.4
Anthony Carter,30.4,MIN,Point,569,57,-0.6,79,-0.9,79,-1.1%,81,-7.8,73,-0.5,10,+6.3%,93,-23.0,58,-0.3,94,-4.9%,44,+1.1
Vince Carter,28.8,NJN,Wing,2900,97,-8.8,79,-0.9,84,-1.3%,73,-5.3,39,+0.2,51,+0.1%,31,+7.3,91,-1.3,78,-2.4%,88,-12.5
Sam Cassell,36.0,LAC,Point,2651,31,+1.6,56,-0.2,31,+0.7%,56,-1.6,15,+0.7,34,+2.1%,17,+15.1,88,-1.1,25,+1.8%,85,-11.2
Kelvin Cato,31.2,ORL,Big,298,83,-4.2,86,-1.4,47,+0.1%,85,-9.3,86,-0.8,32,+2.6%,73,-9.5,59,-0.3,83,-2.9%,69,-5.5
Tyson Chandler,23.1,CHI,Big,2107,69,-1.9,52,-0.1,85,-1.4%,41,+1.5,59,-0.2,86,-6.4%,59,-4.1,53,-0.1,66,-1.2%,48,-0.4
Calbert Cheaney,34.3,GSW,Forward,413,20,+3.6,24,+0.8,1,+3.9%,42,+1.4,29,+0.4,17,+4.6%,45,+1.8,62,-0.3,6,+5.3%,65,-4.8
Josh Childress,22.4,ATL,Wing,2193,17,+4.0,15,+1.4,62,-0.4%,13,+10.4,19,+0.6,12,+5.9%,38,+4.6,17,+1.0,49,+0.0%,12,+14.8
Doug Christie,35.5,DAL,Wing,184,23,+2.9,96,-2.5,48,+0.1%,96,-18.3,70,-0.4,60,-1.7%,85,-15.8,95,-1.7,62,-1.0%,93,-16.2
Speedy Claxton,27.5,NOH,Combo,1970,77,-3.0,61,-0.3,95,-2.1%,39,+2.1,75,-0.5,82,-5.2%,60,-4.2,51,-0.1,81,-2.8%,41,+1.9
Mateen Cleaves,28.2,SEA,Point,200,86,-4.7,13,+1.5,86,-1.5%,10,+13.7,60,-0.2,92,-7.8%,1,+45.2,2,+2.5,80,-2.5%,8,+18.8
Jarron Collins,26.9,UTA,Big,1701,97,-8.8,42,+0.2,43,+0.3%,32,+3.6,83,-0.7,29,+3.1%,63,-5.1,23,+0.7,41,+0.7%,27,+6.9
Jason Collins,26.9,NJN,Big,1891,93,-6.8,78,-0.9,74,-0.8%,76,-6.4,18,+0.7,81,-4.8%,13,+17.1,95,-1.6,48,+0.1%,95,-18.3
Nick Collison,25.0,SEA,Big,1438,68,-1.7,39,+0.2,61,-0.3%,39,+2.0,29,+0.4,55,-0.8%,28,+8.7,55,-0.2,29,+1.5%,54,-1.7
Brian Cook,24.9,LAL,Big,1504,41,+0.7,71,-0.6,87,-1.5%,42,+1.5,50,-0.0,58,-1.4%,25,+10.2,75,-0.7,87,-3.4%,58,-3.1
Jamal Crawford,25.6,NYK,Combo,2465,23,+2.9,88,-1.4,62,-0.4%,85,-9.7,58,-0.2,40,+1.2%,67,-7.3,91,-1.3,54,-0.4%,86,-11.9
Austin Croshere,30.5,IND,Forward,1138,44,+0.5,68,-0.6,65,-0.5%,56,-1.7,63,-0.3,38,+1.6%,56,-2.0,70,-0.5,58,-0.7%,60,-3.4
Eddy Curry,22.9,NYK,Big,1860,18,+3.9,29,+0.5,42,+0.3%,33,+3.4,12,+0.9,67,-2.6%,16,+15.2,64,-0.4,63,-1.0%,63,-4.4
Samuel Dalembert,25.5,PHI,Big,1757,75,-2.9,51,-0.0,76,-0.9%,50,-0.3,33,+0.3,47,+0.5%,49,+0.9,58,-0.2,89,-3.6%,55,-2.0
Erick Dampier,30.3,DAL,Big,1912,51,-0.2,75,-0.8,19,+1.1%,77,-6.6,49,-0.0,45,+0.7%,54,-1.3,73,-0.6,28,+1.6%,78,-8.8
Antonio Daniels,30.6,WAS,Point,2248,27,+2.1,19,+1.1,74,-0.8%,13,+10.7,8,+1.0,33,+2.6%,5,+29.4,44,+0.1,65,-1.2%,40,+2.4
Marquis Daniels,24.8,DAL,Wing,1729,53,-0.4,52,-0.1,35,+0.5%,50,-0.3,28,+0.4,45,+0.7%,27,+9.3,61,-0.3,52,-0.3%,57,-2.5
Antonio Davis,37.0,NYK,Forward,747,11,+5.2,2,+3.3,4,+2.5%,5,+17.4,23,+0.5,35,+2.1%,25,+10.5,2,+2.6,4,+6.2%,5,+21.6
Antonio Davis,37.0,TOR,Forward,190,89,-5.4,91,-1.6,82,-1.2%,83,-8.5,95,-1.2,97,-12.6%,99,-49.1,71,-0.6,20,+2.5%,42,+1.6
Baron Davis,26.6,GSW,Point,1960,47,+0.2,36,+0.3,88,-1.5%,44,+0.9,45,+0.1,48,+0.4%,14,+16.4,39,+0.3,74,-1.8%,59,-3.4
Dale Davis,36.6,DET,Big,149,1,+12.5,0,+4.6,0,+4.0%,2,+25.8,0,+3.6,0,+27.4%,2,+36.3,14,+1.1,9,+4.1%,9,+17.8
Ricky Davis,26.1,BOS,Wing,1738,94,-6.9,91,-1.7,93,-2.0%,62,-2.8,93,-1.0,95,-10.6%,71,-8.9,56,-0.2,35,+1.1%,28,+6.8
Ricky Davis,26.1,MIN,Wing,1451,41,+0.7,85,-1.2,73,-0.7%,55,-1.3,43,+0.1,4,+10.0%,35,+5.2,95,-1.7,47,+0.2%,82,-10.0
Carlos Delfino,23.2,DET,Wing,613,2,+10.7,8,+2.1,21,+1.1%,7,+15.8,37,+0.2,56,-1.1%,30,+7.6,5,+1.9,21,+2.3%,9,+18.0
Tony Delk,31.8,DET,Combo,358,6,+7.3,67,-0.5,63,-0.4%,83,-8.2,71,-0.4,52,-0.3%,95,-27.9,39,+0.3,57,-0.6%,42,+1.8
Luol Deng,20.5,CHI,Forward,2592,69,-1.9,14,+1.4,59,-0.2%,14,+10.2,2,+1.5,61,-1.8%,4,+30.2,45,+0.1,61,-0.9%,38,+2.8
Boris Diaw,23.5,PHX,Big,2842,91,-6.0,95,-2.3,66,-0.5%,94,-15.3,95,-1.2,64,-2.5%,89,-19.4,89,-1.1,27,+1.7%,87,-12.1
Dan Dickau,27.1,BOS,Point,229,13,+4.7,32,+0.4,90,-1.7%,14,+10.0,94,-1.1,87,-6.6%,91,-21.1,6,+1.7,91,-4.2%,2,+29.4
Travis Diener,23.7,ORL,Combo,224,4,+8.0,94,-2.0,69,-0.6%,93,-15.1,98,-1.6,96,-12.6%,96,-31.4,66,-0.5,95,-5.3%,70,-6.0
Ike Diogu,22.1,GSW,Big,967,22,+3.1,12,+1.6,25,+1.0%,12,+11.4,42,+0.1,39,+1.5%,41,+3.6,10,+1.4,8,+4.3%,13,+14.1
DeSagana Diop,23.8,DAL,Big,1490,73,-2.5,36,+0.3,71,-0.7%,37,+2.9,52,-0.0,46,+0.6%,42,+3.3,37,+0.3,62,-1.0%,36,+3.4
Juan Dixon,27.1,POR,Wing,1912,39,+1.0,85,-1.2,67,-0.5%,77,-6.6,82,-0.7,27,+3.2%,63,-5.3,69,-0.5,72,-1.7%,72,-6.5
Michael Doleac,28.4,MIA,Big,302,11,+5.2,5,+2.6,25,+0.9%,5,+17.1,13,+0.8,55,-0.9%,37,+5.0,9,+1.5,19,+2.6%,6,+20.3
Keyon Dooling,25.5,ORL,Combo,1126,89,-5.2,43,+0.1,70,-0.6%,47,+0.4,36,+0.2,81,-4.9%,32,+6.9,44,+0.1,76,-2.1%,52,-1.3
Chris Duhon,23.2,CHI,Point,2116,28,+2.1,81,-1.1,30,+0.7%,89,-12.0,52,-0.0,61,-1.9%,79,-13.0,81,-0.8,41,+0.7%,82,-9.9
Tim Duncan,29.5,SAS,Big,2775,85,-4.3,48,+0.0,46,+0.1%,57,-1.7,78,-0.5,31,+2.8%,87,-17.9,32,+0.5,69,-1.5%,33,+4.6
Mike Dunleavy,25.1,GSW,Forward,2551,45,+0.4,73,-0.7,71,-0.7%,64,-3.1,88,-0.8,85,-6.0%,73,-9.5,35,+0.4,38,+0.9%,34,+3.7
Ronald Dupree,24.8,MIN,Forward,229,8,+6.2,6,+2.3,36,+0.5%,24,+5.9,22,+0.6,100,-19.4%,8,+24.7,10,+1.4,22,+2.2%,39,+2.4
John Edwards,24.3,ATL,Big,280,13,+4.8,25,+0.8,56,-0.1%,48,+0.1,44,+0.1,73,-3.4%,53,-0.8,27,+0.6,85,-3.2%,52,-1.3
Howard Eisley,32.9,LAC,Point,109,13,+4.8,46,+0.1,7,+2.1%,30,+4.1,2,+1.5,4,+10.0%,1,+54.8,81,-0.8,4,+6.2%,81,-9.5
Howard Eisley,32.9,DEN,Point,270,37,+1.1,35,+0.3,90,-1.6%,26,+5.6,14,+0.8,14,+5.1%,20,+13.7,41,+0.2,99,-11.8%,27,+7.5
Monta Ellis,20.0,GSW,Combo,829,82,-3.8,82,-1.1,69,-0.6%,67,-3.7,62,-0.3,82,-5.2%,74,-10.1,80,-0.8,65,-1.1%,55,-2.0
Francisco Elson,29.7,DEN,Big,1547,74,-2.8,29,+0.5,36,+0.5%,39,+2.0,30,+0.4,79,-4.5%,26,+10.0,53,-0.1,28,+1.7%,59,-3.3
Melvin Ely,27.5,CHA,Big,1319,74,-2.7,32,+0.4,34,+0.6%,33,+3.5,15,+0.7,28,+3.2%,8,+24.8,74,-0.7,24,+1.9%,80,-9.3
Maurice Evans,27.0,DET,Wing,1037,42,+0.6,5,+2.4,2,+2.9%,6,+16.6,3,+1.4,5,+9.4%,13,+17.6,19,+0.8,2,+7.0%,17,+12.1
Reggie Evans,25.5,SEA,Big,782,14,+4.7,46,+0.1,31,+0.7%,55,-1.5,31,+0.3,28,+3.1%,29,+8.2,54,-0.2,28,+1.6%,61,-3.6
Reggie Evans,25.5,DEN,Big,595,19,+3.7,95,-2.3,38,+0.4%,96,-18.3,59,-0.2,22,+3.9%,64,-5.6,95,-1.7,79,-2.5%,96,-22.0
Daniel Ewing,22.6,LAC,Combo,902,46,+0.3,34,+0.4,92,-1.9%,31,+3.8,67,-0.4,84,-5.9%,68,-7.8,17,+0.9,95,-5.0%,18,+11.2
Raymond Felton,21.3,CHA,Combo,2362,35,+1.3,21,+1.0,36,+0.5%,22,+6.8,61,-0.2,66,-2.6%,67,-7.3,16,+1.0,16,+3.0%,19,+10.8
Michael Finley,32.7,SAS,Forward,1975,30,+1.7,23,+0.9,29,+0.8%,26,+5.5,4,+1.3,26,+3.4%,4,+31.1,64,-0.4,59,-0.7%,75,-7.3
Derek Fisher,31.2,GSW,Combo,2548,72,-2.4,87,-1.4,87,-1.5%,63,-2.8,87,-0.8,70,-3.1%,82,-13.9,71,-0.6,91,-4.1%,44,+1.0
Gerald Fitch,23.2,MIA,Point,212,95,-7.1,13,+1.5,41,+0.3%,36,+3.1,94,-1.1,99,-16.4%,97,-32.7,2,+2.6,39,+0.9%,10,+16.8
T.J. Ford,22.6,MIL,Point,2538,71,-2.1,42,+0.2,87,-1.5%,32,+3.6,78,-0.6,75,-3.8%,73,-9.6,33,+0.4,71,-1.6%,28,+6.7
Danny Fortson,29.6,SEA,Big,273,98,-10.0,98,-3.2,96,-2.3%,97,-19.4,81,-0.6,99,-18.1%,18,+14.7,98,-2.2,5,+5.5%,97,-23.3
Jeff Foster,28.8,IND,Big,1573,43,+0.5,41,+0.2,29,+0.8%,56,-1.7,60,-0.2,22,+4.0%,72,-9.3,33,+0.4,11,+3.8%,36,+3.4
Adonal Foyle,30.7,GSW,Big,1818,97,-8.3,38,+0.2,13,+1.5%,61,-2.5,33,+0.3,34,+2.2%,55,-1.9,52,-0.1,36,+1.0%,61,-3.7
Richie Frahm,28.2,MIN,Combo,217,86,-4.6,88,-1.5,9,+1.8%,91,-13.3,99,-1.9,54,-0.6%,97,-35.0,25,+0.7,50,-0.1%,52,-1.4
Richie Frahm,28.2,HOU,Wing,109,0,+14.7,20,+1.1,10,+1.7%,15,+9.2,0,+3.9,12,+6.0%,1,+54.6,99,-3.0,5,+5.6%,100,-34.5
Steve Francis,28.7,ORL,Combo,1731,73,-2.5,34,+0.4,24,+1.0%,31,+3.9,48,+0.0,52,-0.2%,51,-0.1,36,+0.3,8,+4.6%,35,+3.7
