Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,87,+5.5,93,+6.9,4,-5.6%,38,+0.7%,20,-3.3,11,-3.3,63,+3.4
Shareef Abdur-Rahim,26.9,POR,Forward,708,36,-2.9,42,-1.6,68,+1.5%,28,+1.3%,48,+0.0,63,+0.9,33,-4.8
Malik Allen,25.3,MIA,Big,576,20,-4.9,39,-2.1,80,+2.6%,9,+2.7%,42,-0.6,68,+1.2,16,-11.6
Ray Allen,28.3,SEA,Combo,2147,94,+7.6,67,+1.8,83,+3.0%,99,-4.5%,92,+5.2,96,+4.8,49,-0.9
Rafer Alston,27.3,MIA,Point,2546,62,+1.2,75,+3.2,46,-0.3%,29,+1.3%,30,-2.2,34,-1.1,33,-4.8
Chris Andersen,25.3,DEN,Big,1016,18,-5.6,22,-4.8,40,-0.6%,51,+0.0%,34,-1.6,43,-0.6,31,-5.3
Derek Anderson,29.3,POR,Wing,1807,84,+5.2,67,+1.8,8,-4.5%,84,-1.7%,70,+1.8,8,-3.9,98,+29.0
Kenny Anderson,33.1,IND,Point,862,37,-2.7,23,-4.8,71,+1.8%,68,-0.8%,79,+2.9,68,+1.3,72,+6.2
Shandon Anderson,29.8,NYK,Wing,1916,31,-3.6,29,-3.5,45,-0.3%,70,-0.9%,66,+1.4,53,+0.1,74,+7.1
Carmelo Anthony,19.4,DEN,Wing,2984,90,+6.3,86,+5.2,29,-1.6%,90,-2.2%,71,+2.0,84,+2.6,36,-4.2
Robert Archibald,23.6,TOR,Big,232,13,-6.8,24,-4.3,97,+6.7%,92,-2.5%,58,+0.7,98,+5.3,3,-24.7
Gilbert Arenas,21.8,WAS,Combo,2047,92,+6.7,90,+5.8,96,+5.8%,51,+0.0%,74,+2.4,82,+2.4,49,-0.6
Brandon Armstrong,23.4,NJN,Combo,329,12,-7.3,23,-4.7,55,+0.5%,0,+7.7%,4,-7.1,2,-5.1,11,-14.0
Darrell Armstrong,35.4,NOH,Point,2212,68,+2.0,63,+1.4,85,+3.4%,62,-0.5%,67,+1.5,77,+2.0,36,-4.1
Carlos Arroyo,24.3,UTA,Point,1999,89,+6.1,92,+6.8,93,+5.0%,34,+0.9%,75,+2.5,75,+1.9,62,+3.1
Chucky Atkins,29.2,DET,Point,717,31,-3.7,32,-3.0,60,+0.7%,44,+0.4%,68,+1.5,61,+0.8,61,+2.7
Chucky Atkins,29.2,BOS,Point,793,84,+5.2,89,+5.7,29,-1.6%,45,+0.4%,62,+1.1,50,-0.2,75,+7.5
Stacey Augmon,35.2,NOH,Wing,1409,35,-3.0,37,-2.3,57,+0.6%,56,-0.2%,53,+0.5,69,+1.3,32,-5.1
Vin Baker,31.9,BOS,Big,1003,32,-3.5,32,-3.0,65,+1.1%,11,+2.4%,54,+0.5,46,-0.4,73,+6.9
Vin Baker,31.9,NYK,Big,301,89,+6.3,77,+3.7,95,+5.4%,5,+3.6%,73,+2.3,65,+1.1,66,+4.6
Marcus Banks,21.9,BOS,Point,1319,15,-6.3,17,-5.8,83,+3.1%,80,-1.5%,42,-0.5,82,+2.5,6,-19.9
Leandro Barbosa,20.9,PHX,Combo,1485,65,+1.6,63,+1.3,49,-0.1%,86,-1.9%,30,-2.1,37,-0.9,29,-5.9
Matt Barnes,23.6,LAC,Forward,699,10,-7.8,4,-11.5,73,+2.1%,58,-0.3%,87,+4.2,60,+0.8,89,+13.4
Brent Barry,31.8,SEA,Wing,1798,86,+5.4,86,+5.1,26,-1.8%,92,-2.3%,68,+1.5,58,+0.5,71,+6.0
Jon Barry,34.3,DEN,Wing,1042,27,-4.2,34,-2.5,43,-0.5%,30,+1.2%,29,-2.4,40,-0.7,26,-7.4
Tony Battie,27.7,BOS,Big,491,11,-7.6,8,-8.1,81,+2.9%,4,+3.6%,4,-7.2,13,-2.9,5,-21.3
Tony Battie,27.7,CLE,Big,951,41,-2.0,24,-4.3,82,+2.9%,8,+2.8%,75,+2.5,39,-0.8,91,+14.6
Shane Battier,25.1,MEM,Wing,1919,63,+1.3,44,-1.2,84,+3.2%,58,-0.3%,92,+5.1,90,+3.5,67,+5.1
Lonny Baxter,24.8,CHI,Big,124,45,-1.2,51,-0.4,99,+8.4%,39,+0.7%,99,+10.5,99,+6.0,89,+13.5
Lonny Baxter,24.8,TOR,Big,477,36,-2.8,39,-2.1,47,-0.2%,66,-0.7%,59,+0.8,38,-0.8,84,+10.9
Lonny Baxter,24.8,WAS,Big,114,1,-14.5,19,-5.3,23,-2.2%,2,+4.9%,0,-10.2,0,-7.6,20,-10.0
Raja Bell,27.1,UTA,Wing,1987,40,-2.2,35,-2.5,24,-2.0%,46,+0.3%,23,-3.0,14,-2.9,50,-0.1
Jonathan Bender,22.8,IND,Big,247,26,-4.2,41,-1.8,61,+0.8%,9,+2.7%,69,+1.6,61,+0.8,64,+3.9
Travis Best,31.3,DAL,Point,727,32,-3.5,31,-3.2,69,+1.6%,54,-0.1%,37,-1.1,86,+3.0,7,-18.2
