Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,25.3,OKC,Big,159,77,+4.6%,64,+0.9%,64,+1.2%,13,-4.2%,29,-2.9%,77,+1.4%,60,+0.6%,67,+2.0%
LaMarcus Aldridge,33.3,SAS,Big,243,3,-9.9%,21,-4.1%,69,+1.5%,84,+3.7%,79,+5.2%,33,-0.6%,47,-0.6%,43,-1.1%
Al-Farouq Aminu,28.1,POR,Big,399,35,-1.1%,84,+4.1%,23,-2.3%,46,-0.3%,32,-2.6%,79,+1.6%,23,-3.0%,38,-1.4%
Giannis Antetokounmpo,23.9,MIL,Forward,513,28,-2.5%,78,+2.5%,10,-4.1%,17,-3.5%,9,-7.6%,86,+2.3%,75,+2.8%,82,+5.0%
D.J. Augustin,31.0,ORL,Point,140,94,+9.5%,23,-3.6%,44,-0.1%,48,-0.2%,48,-0.3%,97,+4.3%,48,-0.5%,77,+3.9%
Will Barton,27.8,DEN,Wing,320,4,-8.4%,46,-0.4%,62,+1.1%,62,+1.2%,63,+2.3%,39,-0.3%,34,-1.6%,32,-1.9%
Aron Baynes,31.9,BOS,Big,115,20,-3.4%,2,-9.5%,95,+6.7%,90,+4.4%,98,+11.1%,5,-4.0%,72,+2.4%,34,-1.6%
Malik Beasley,21.9,DEN,Wing,265,37,-0.9%,53,+0.3%,85,+3.6%,59,+0.6%,77,+4.2%,22,-1.2%,18,-3.4%,10,-4.5%
Marco Belinelli,32.6,SAS,Wing,130,48,+1.0%,73,+2.2%,60,+1.0%,10,-4.3%,26,-3.3%,37,-0.4%,67,+1.4%,62,+1.0%
Patrick Beverley,30.3,LAC,Combo,194,18,-4.5%,3,-9.3%,22,-2.4%,77,+2.6%,52,+0.3%,88,+2.6%,90,+6.4%,97,+9.0%
Eric Bledsoe,28.9,MIL,Point,422,13,-4.9%,43,-0.7%,50,+0.4%,36,-0.9%,46,-0.4%,78,+1.4%,54,-0.2%,63,+1.2%
Bojan Bogdanovic,29.5,IND,Forward,147,93,+9.1%,0,-11.6%,89,+4.4%,98,+7.1%,99,+11.5%,99,+5.7%,8,-5.6%,56,+0.1%
Andrew Bogut,33.9,GSW,Big,178,26,-2.7%,11,-5.7%,82,+3.2%,88,+4.1%,91,+7.3%,33,-0.6%,43,-1.0%,33,-1.6%
Malcolm Brogdon,25.9,MIL,Combo,194,70,+4.0%,90,+4.9%,43,-0.4%,29,-1.4%,35,-1.8%,45,+0.1%,20,-3.3%,25,-3.1%
Jaylen Brown,22.0,BOS,Wing,269,40,-0.4%,43,-0.9%,37,-0.8%,64,+1.7%,57,+1.0%,12,-2.4%,70,+2.3%,53,-0.1%
Jimmy Butler,29.1,PHI,Forward,421,66,+3.5%,52,+0.1%,90,+4.5%,67,+1.8%,87,+6.3%,7,-3.2%,19,-3.3%,8,-6.4%
Clint Capela,24.5,HOU,Big,330,57,+2.5%,65,+0.9%,78,+2.6%,38,-0.7%,61,+1.9%,95,+3.4%,7,-6.2%,28,-2.8%
DeMarre Carroll,32.3,BKN,Forward,119,52,+1.3%,5,-8.4%,68,+1.5%,57,+0.2%,59,+1.6%,80,+1.9%,84,+5.0%,90,+6.8%
Darren Collison,31.2,IND,Point,116,59,+2.8%,14,-4.7%,48,+0.1%,88,+4.2%,78,+4.4%,93,+2.9%,28,-2.6%,57,+0.4%
Pat Connaughton,25.8,MIL,Wing,294,13,-5.0%,31,-2.4%,38,-0.7%,51,-0.1%,41,-0.8%,54,+0.4%,74,+2.7%,73,+3.1%
DeMarcus Cousins,28.2,GSW,Big,133,2,-10.9%,36,-1.9%,25,-2.1%,63,+1.4%,43,-0.7%,57,+0.6%,68,+2.0%,70,+2.5%
Jae Crowder,28.3,UTA,Big,130,7,-7.5%,18,-4.5%,41,-0.5%,33,-1.3%,36,-1.8%,90,+2.7%,78,+3.6%,89,+6.3%
Seth Curry,28.2,POR,Wing,319,44,+0.2%,59,+0.7%,30,-1.6%,34,-1.1%,30,-2.7%,28,-0.9%,77,+2.9%,66,+2.0%
Stephen Curry,30.6,GSW,Point,845,83,+6.3%,94,+7.0%,14,-3.1%,3,-9.2%,2,-12.4%,64,+0.8%,83,+4.6%,83,+5.4%
DeMar DeRozan,29.2,SAS,Wing,248,72,+4.2%,49,-0.1%,52,+0.6%,98,+6.5%,90,+7.0%,47,+0.1%,3,-7.1%,8,-7.0%
Spencer Dinwiddie,25.6,BKN,Combo,131,25,-2.8%,96,+8.6%,28,-1.8%,18,-2.8%,19,-4.6%,85,+2.2%,6,-6.2%,15,-4.0%
Andre Drummond,25.2,DET,Big,127,27,-2.5%,98,+10.2%,96,+6.8%,6,-6.1%,55,+0.7%,0,-6.5%,10,-4.5%,3,-11.0%
Kevin Durant,30.1,GSW,Forward,441,53,+1.4%,55,+0.5%,46,+0.0%,81,+3.0%,70,+3.0%,18,-1.4%,32,-2.1%,21,-3.4%
Wayne Ellington,30.9,DET,Wing,128,54,+1.6%,100,+10.9%,32,-1.5%,5,-6.5%,6,-8.0%,8,-2.8%,56,-0.1%,26,-2.9%
Joel Embiid,24.6,PHI,Big,334,84,+6.6%,63,+0.8%,8,-4.6%,8,-5.5%,3,-10.1%,56,+0.5%,96,+8.7%,98,+9.2%
James Ennis,28.3,PHI,Wing,224,33,-1.3%,62,+0.8%,58,+0.9%,39,-0.7%,51,+0.2%,55,+0.5%,37,-1.5%,43,-1.0%
Derrick Favors,27.3,UTA,Big,103,69,+4.0%,83,+3.8%,48,+0.1%,13,-3.9%,25,-3.8%,18,-1.5%,68,+1.5%,55,0.0%
Bryn Forbes,25.3,SAS,Combo,207,45,+0.4%,35,-1.9%,35,-1.1%,85,+3.7%,65,+2.6%,35,-0.4%,52,-0.3%,48,-0.8%
Evan Fournier,26.0,ORL,Wing,172,22,-3.1%,12,-5.3%,83,+3.2%,20,-2.4%,56,+0.9%,1,-6.4%,99,+10.8%,78,+4.4%
Danilo Gallinari,30.2,LAC,Big,201,41,-0.4%,8,-6.7%,93,+6.3%,68,+1.9%,93,+8.2%,59,+0.6%,31,-2.1%,35,-1.5%
Marc Gasol,33.8,TOR,Big,733,36,-0.9%,63,+0.9%,33,-1.3%,32,-1.3%,31,-2.6%,70,+1.1%,62,+0.7%,64,+1.8%
Rudy Gay,32.2,SAS,Forward,176,16,-4.6%,25,-3.1%,92,+4.9%,22,-2.2%,68,+2.7%,40,-0.3%,63,+0.7%,57,+0.4%
Paul George,28.5,OKC,Wing,203,92,+8.8%,13,-5.3%,100,+9.2%,2,-9.7%,44,-0.5%,98,+5.0%,63,+0.9%,86,+5.8%
Rudy Gobert,26.3,UTA,Big,152,49,+1.0%,29,-2.7%,76,+2.2%,92,+4.5%,89,+6.7%,49,+0.2%,12,-4.2%,14,-4.0%
Aaron Gordon,23.1,ORL,Forward,160,96,+9.7%,99,+10.3%,11,-3.9%,69,+1.9%,34,-2.0%,3,-5.2%,24,-3.0%,3,-8.3%
Eric Gordon,29.9,HOU,Wing,408,58,+2.6%,76,+2.5%,13,-3.3%,80,+2.9%,45,-0.5%,68,+1.0%,27,-3.0%,30,-2.0%
Jerami Grant,24.6,OKC,Big,176,88,+7.8%,40,-1.1%,34,-1.1%,4,-6.6%,8,-7.8%,83,+2.0%,91,+6.9%,96,+8.9%
Danny Green,31.4,TOR,Wing,683,71,+4.2%,85,+4.1%,43,-0.3%,14,-3.7%,23,-4.0%,44,+0.0%,55,-0.1%,53,-0.1%
Draymond Green,28.7,GSW,Big,850,83,+6.0%,92,+5.2%,20,-2.4%,1,-10.3%,1,-12.7%,76,+1.4%,88,+6.1%,92,+7.5%
