Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Shareef Abdur-Rahim,29.9,SAC,Big,1996,39,-1.7,24,-1.0,33,-0.7%,35,-4.5,45,-0.2,35,-1.8%,54,+1.2,22,-0.8,34,-1.9%,24,-7.9
Hassan Adams,22.4,NJN,Wing,448,41,-1.5,9,-1.8,97,+3.2%,7,-16.1,75,+0.5,9,-7.0%,60,+2.8,4,-2.2,95,+6.0%,6,-21.9
Maurice Ager,22.7,DAL,Wing,158,0,-19.1,16,-1.4,5,-2.9%,16,-10.5,96,+1.3,68,+2.6%,100,+64.6,2,-2.7,21,-3.1%,1,-38.6
LaMarcus Aldridge,21.3,POR,Big,1342,85,+4.1,89,+1.5,78,+1.3%,95,+16.3,92,+1.0,83,+5.3%,95,+24.6,77,+0.6,66,+1.4%,83,+11.8
Malik Allen,28.3,CHI,Big,572,46,-1.0,73,+0.7,7,-2.4%,79,+8.1,58,+0.1,5,-8.9%,38,-4.3,51,-0.0,12,-4.9%,68,+5.8
Ray Allen,31.3,SEA,Wing,2214,91,+5.4,61,+0.3,95,+2.5%,43,-2.5,54,+0.0,23,-3.7%,61,+3.0,61,+0.3,98,+9.1%,38,-3.8
Tony Allen,24.8,BOS,Wing,772,72,+2.0,37,-0.5,28,-1.0%,59,+1.9,65,+0.3,29,-2.9%,73,+8.4,21,-0.8,24,-2.8%,35,-4.9
Rafer Alston,30.3,HOU,Point,3027,93,+6.3,89,+1.5,69,+0.7%,96,+18.3,50,-0.1,49,-0.1%,38,-4.4,89,+1.3,55,+0.1%,99,+27.5
Alan Anderson,24.0,CHA,Wing,242,34,-2.3,11,-1.7,22,-1.5%,18,-10.0,62,+0.2,1,-16.1%,100,+50.9,4,-1.9,76,+2.7%,4,-26.4
Derek Anderson,32.3,CHA,Wing,1172,85,+4.0,78,+1.0,46,-0.2%,77,+7.7,62,+0.2,32,-2.5%,53,+0.9,76,+0.6,35,-1.9%,78,+10.1
