Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Jose Calderon,26.1,TOR,Point,118,88,56.3%,38,41.4%,82,52.6%,0,100.0%,44,50%,63,20%,88,0%,0,100%
Marcus Camby,33.6,DEN,Big,123,0,26.2%,0,20.0%,0,100.0%,0,33.3%,75,60%,91,33%,2,100%,70,100%
Sam Cassell,38.0,BOS,Combo,259,8,36.4%,17,37.3%,0,21.4%,0,82.4%,83,32%,33,50%,83,21%,75,83%
Tyson Chandler,25.1,NOP,Big,409,95,63.2%,95,63.2%,0,0.0%,0,62.5%,34,70%,30,73%,100,0%,0,0%
Josh Childress,24.4,ATL,Wing,193,77,52.6%,81,54.1%,0,0.0%,0,50.0%,65,60%,32,63%,94,0%,0,0%
Samuel Dalembert,27.5,PHI,Big,192,18,42.2%,18,42.2%,0,0.0%,0,84.2%,39,68%,66,60%,2,100%,0,0%
Antonio Daniels,32.6,WAS,Point,151,25,46.8%,69,48.1%,0,25.0%,0,100.0%,56,36%,50,25%,31,44%,100,0%
Glen Davis,21.8,BOS,Big,112,5,38.1%,5,38.1%,0,0.0%,0,50.0%,5,88%,9,83%,2,100%,0,0%
Carlos Delfino,25.2,TOR,Wing,120,26,45.9%,61,50.0%,0,26.7%,0,90.0%,55,67%,42,57%,58,50%,6,100%
Boris Diaw,25.5,PHX,Big,174,80,54.7%,91,61.4%,0,0.0%,0,50.0%,98,37%,100,24%,70,50%,0,0%
Keyon Dooling,27.5,ORL,Combo,141,83,50.0%,25,37.9%,86,45.0%,0,85.7%,58,40%,100,0%,100,0%,58,89%
Tim Duncan,31.5,SAS,Big,662,30,45.5%,32,45.6%,0,25.0%,15,62.6%,89,53%,64,62%,84,44%,70,100%
Maurice Evans,29.0,ORL,Wing,277,90,61.0%,90,59.4%,80,41.7%,0,62.5%,32,76%,23,73%,68,38%,6,100%
Reggie Evans,27.5,PHI,Big,139,41,48.0%,43,48.0%,0,0.0%,0,68.2%,82,58%,75,56%,43,67%,0,0%
Jordan Farmar,20.9,LAL,Point,341,19,44.3%,6,35.8%,45,39.5%,0,85.7%,38,51%,31,33%,13,50%,69,73%
Michael Finley,34.7,SAS,Forward,373,47,49.5%,40,46.2%,27,35.4%,0,100.0%,13,88%,0,100%,27,80%,60,94%
Derek Fisher,33.2,LAL,Point,663,75,53.1%,63,46.3%,55,44.0%,88,83.6%,25,56%,69,17%,13,50%,38,86%
T.J. Ford,24.6,TOR,Point,124,0,37.1%,25,40.0%,0,12.5%,0,93.8%,88,19%,75,14%,63,15%,0,100%
Kevin Garnett,31.5,BOS,Big,984,59,49.9%,57,50.0%,0,28.6%,65,80.7%,45,66%,48,66%,50,66%,70,100%
Pau Gasol,27.3,LAL,Big,834,73,52.8%,73,52.8%,0,0.0%,45,69.2%,57,65%,45,68%,66,58%,0,0%
Daniel Gibson,21.7,CLE,Combo,276,100,58.6%,58,44.4%,100,47.5%,0,66.7%,8,77%,33,50%,8,75%,67,84%
Manu Ginobili,30.3,SAS,Wing,554,61,50.7%,45,45.7%,55,38.0%,67,89.5%,81,44%,77,32%,87,18%,84,74%
Willie Green,26.3,PHI,Wing,141,19,44.1%,42,45.7%,0,20.0%,0,64.3%,77,45%,58,46%,68,38%,6,100%
Richard Hamilton,29.7,DET,Wing,648,52,48.9%,58,49.2%,25,30.8%,83,91.1%,58,64%,48,53%,26,68%,71,88%
Matt Harpring,31.4,UTA,Wing,208,13,40.5%,26,40.0%,0,33.3%,25,80.0%,16,80%,29,67%,0,100%,6,100%
Chuck Hayes,24.4,HOU,Big,103,100,77.8%,100,77.8%,0,0.0%,0,0.0%,30,71%,11,80%,70,50%,0,0%
Brendan Haywood,27.9,WAS,Big,178,84,59.1%,82,59.1%,0,0.0%,0,80.0%,50,65%,18,74%,86,43%,0,0%
Al Horford,21.4,ATL,Big,265,50,48.5%,48,48.5%,0,0.0%,0,75.0%,66,64%,18,74%,70,50%,0,0%
Robert Horry,37.2,SAS,Big,137,2,29.6%,2,22.2%,17,22.2%,0,66.7%,41,67%,0,0%,70,50%,95,75%
Eddie House,29.5,BOS,Combo,136,75,47.7%,0,30.0%,57,41.7%,0,83.3%,0,94%,0,0%,0,83%,8,100%
Dwight Howard,21.9,ORL,Big,421,82,58.1%,80,58.1%,0,0.0%,10,54.2%,73,61%,77,55%,30,81%,0,0%
Josh Howard,27.5,DAL,Wing,170,0,29.9%,3,32.3%,0,10.0%,0,80.0%,90,38%,68,33%,74,36%,6,100%
Lindsey Hunter,36.9,DET,Point,115,69,52.5%,0,30.0%,0,50.0%,0,0.0%,0,88%,0,100%,13,50%,0,100%
Andre Iguodala,23.8,PHI,Wing,228,6,36.4%,16,38.9%,0,15.4%,17,72.1%,71,48%,39,60%,74,36%,97,50%
Zydrunas Ilgauskas,32.4,CLE,Big,392,39,47.9%,41,47.9%,0,0.0%,75,81.8%,23,76%,61,62%,25,87%,0,0%
Allen Iverson,32.4,DEN,Combo,157,67,45.7%,100,47.8%,0,23.1%,0,69.7%,100,25%,83,23%,92,15%,8,100%
Bobby Jackson,34.6,HOU,Combo,137,0,32.6%,8,32.6%,14,21.7%,0,63.6%,25,50%,67,30%,50,40%,8,100%
LeBron James,22.8,CLE,Forward,550,13,44.7%,47,46.3%,0,26.5%,25,72.9%,93,41%,67,43%,93,24%,100,67%
Antawn Jamison,31.4,WAS,Forward,236,20,44.7%,33,45.1%,18,29.2%,0,57.1%,60,67%,53,52%,33,73%,7,100%
Joe Johnson,26.3,ATL,Wing,274,39,47.8%,23,39.2%,85,44.4%,75,90.9%,74,47%,61,44%,84,23%,77,81%
Jason Kapono,26.7,TOR,Forward,151,100,70.8%,100,62.1%,91,54.2%,0,75.0%,20,81%,27,60%,40,69%,7,100%
Jason Kidd,34.6,DAL,Point,179,44,50.0%,25,40.0%,0,46.2%,0,62.5%,6,69%,25,40%,0,60%,0,100%
Andrei Kirilenko,26.7,UTA,Wing,386,32,47.8%,71,50.5%,5,23.8%,8,71.4%,32,76%,35,63%,0,100%,6,100%
Linas Kleiza,22.8,DEN,Wing,119,84,57.3%,97,70.4%,0,21.4%,0,66.7%,29,77%,10,79%,48,60%,6,100%
Kyle Korver,26.6,UTA,Wing,258,45,48.6%,84,54.3%,15,28.9%,0,92.0%,16,80%,6,86%,29,67%,65,91%
Carl Landry,24.1,HOU,Big,103,16,41.7%,16,41.7%,0,0.0%,0,75.0%,93,50%,73,57%,93,33%,0,0%
Rashard Lewis,28.2,ORL,Big,415,61,50.0%,70,52.6%,50,30.9%,80,82.1%,86,54%,95,31%,89,42%,91,95%
Kenyon Martin,29.8,DEN,Big,117,27,44.1%,25,44.1%,0,0.0%,0,62.5%,75,60%,66,60%,57,60%,0,0%
Roger Mason Jr.,27.1,WAS,Combo,114,17,40.2%,92,46.2%,0,20.0%,0,50.0%,50,47%,8,67%,42,44%,100,33%
Jason Maxiell,24.7,DET,Big,353,98,63.3%,98,63.3%,0,0.0%,0,46.9%,9,84%,18,74%,23,95%,0,0%
Antonio McDyess,33.1,DET,Big,467,75,53.8%,75,53.8%,0,0.0%,85,82.1%,5,88%,50,65%,18,98%,0,0%
Tracy McGrady,28.4,HOU,Wing,247,23,44.5%,48,46.7%,0,21.7%,0,62.3%,97,31%,94,10%,65,38%,94,60%
Andre Miller,31.6,PHI,Combo,228,58,45.3%,75,45.3%,0,0.0%,0,63.6%,75,38%,33,50%,58,29%,0,0%
Paul Millsap,22.7,UTA,Big,205,77,54.2%,77,54.2%,0,0.0%,0,52.0%,91,53%,55,64%,98,30%,0,0%
Jamario Moon,27.4,TOR,Forward,103,27,46.4%,13,38.9%,0,40.0%,0,100.0%,40,73%,60,50%,0,100%,7,100%
Dikembe Mutombo,41.4,HOU,Big,123,93,61.5%,93,61.5%,0,0.0%,0,63.6%,25,75%,32,71%,2,100%,0,0%
Steve Nash,33.7,PHX,Point,182,63,51.5%,100,52.0%,18,31.6%,0,91.7%,100,9%,94,0%,88,0%,88,50%
Jameer Nelson,25.7,ORL,Point,332,100,60.9%,88,51.4%,82,52.6%,38,77.1%,63,33%,81,13%,88,0%,50,80%
Dirk Nowitzki,29.4,DAL,Big,210,66,50.5%,61,50.7%,83,33.3%,70,80.8%,52,65%,55,64%,55,62%,93,83%
Shaquille O'Neal,35.7,PHX,Big,150,25,44.0%,23,44.0%,0,0.0%,5,50.0%,80,59%,52,64%,70,50%,0,0%
Fabricio Oberto,32.6,SAS,Big,315,84,59.1%,82,59.1%,0,0.0%,0,75.0%,0,100%,2,100%,2,100%,0,0%
Lamar Odom,28.0,LAL,Big,784,64,50.5%,64,50.7%,0,27.3%,30,66.4%,70,62%,70,59%,43,67%,70,100%
Mehmet Okur,28.4,UTA,Big,461,48,48.4%,27,44.8%,100,37.3%,60,77.3%,41,67%,98,28%,39,69%,70,100%
Jannero Pargo,28.0,NOP,Combo,242,50,44.0%,33,39.1%,43,35.0%,0,72.2%,33,49%,25,56%,75,22%,83,79%
Anthony Parker,32.4,TOR,Wing,195,42,47.9%,55,48.4%,30,31.3%,0,85.7%,39,75%,13,75%,19,73%,81,80%
Tony Parker,25.5,SAS,Point,651,56,50.7%,81,50.5%,27,35.0%,25,75.3%,75,28%,44,28%,38,23%,44,86%
Chris Paul,22.5,NOP,Point,483,50,50.2%,94,51.8%,0,23.8%,63,79.2%,94,10%,88,7%,81,7%,50,80%
Sasha Pavlovic,24.0,CLE,Wing,103,16,40.9%,0,21.4%,0,50.0%,0,66.7%,6,86%,97,0%,0,100%,6,100%
Kendrick Perkins,23.0,BOS,Big,625,89,59.6%,86,59.6%,0,0.0%,35,67.8%,48,66%,43,68%,57,60%,0,0%
Morris Peterson,30.2,NOP,Wing,271,87,60.3%,61,50.0%,90,47.1%,0,66.7%,23,79%,13,75%,45,62%,55,94%
Paul Pierce,30.1,BOS,Forward,986,53,50.1%,53,48.0%,36,36.4%,38,80.1%,80,51%,80,33%,80,42%,80,88%
James Posey,30.8,BOS,Forward,546,80,59.7%,87,51.7%,55,41.2%,75,87.5%,0,90%,20,69%,67,50%,7,100%
Leon Powe,23.8,BOS,Big,249,55,49.3%,52,49.3%,0,0.0%,25,65.6%,36,70%,25,73%,93,33%,0,0%
Tayshaun Prince,27.7,DET,Wing,670,58,49.8%,61,50.0%,35,32.0%,33,80.6%,87,43%,65,37%,61,40%,6,100%
Vladimir Radmanovic,26.9,LAL,Forward,477,67,54.0%,80,51.4%,45,37.7%,0,83.3%,40,73%,7,73%,73,45%,87,83%
Theo Ratliff,34.5,DET,Big,116,91,60.0%,89,60.0%,0,0.0%,0,50.0%,100,33%,91,33%,0,0%,0,0%
Rajon Rondo,21.7,BOS,Point,828,13,42.6%,50,42.1%,0,33.3%,13,68.2%,31,53%,19,44%,6,58%,50,80%
Luis Scola,27.5,HOU,Big,220,32,46.2%,34,46.2%,0,0.0%,40,68.6%,68,63%,16,75%,91,40%,0,0%
JR Smith,22.1,DEN,Wing,105,94,63.1%,100,76.2%,45,33.3%,0,80.0%,84,43%,68,33%,94,0%,87,71%
Joe Smith,32.3,CLE,Big,246,70,52.4%,68,52.4%,0,0.0%,0,63.6%,14,79%,36,70%,27,83%,0,0%
Josh Smith,21.9,ATL,Big,233,20,42.3%,30,44.9%,0,18.8%,95,84.1%,59,65%,59,63%,64,58%,70,100%
Jerry Stackhouse,33.0,DAL,Wing,101,3,31.1%,10,38.5%,0,9.1%,0,100.0%,42,73%,13,75%,29,67%,6,100%
DeShawn Stevenson,26.6,WAS,Wing,195,55,49.2%,6,33.3%,60,38.9%,0,88.9%,61,64%,84,25%,94,0%,58,93%
Peja Stojakovic,30.4,NOP,Forward,454,73,54.1%,0,36.6%,100,54.9%,100,92.6%,7,90%,13,70%,13,85%,7,100%
Amar'e Stoudemire,25.0,PHX,Big,201,57,49.5%,55,49.5%,0,33.3%,20,63.3%,32,71%,34,71%,41,69%,70,100%
Rodney Stuckey,21.5,DET,Combo,346,33,40.6%,42,39.6%,0,33.3%,100,87.7%,58,40%,75,24%,25,48%,8,100%
Wally Szczerbiak,30.7,CLE,Wing,371,29,46.0%,35,43.5%,40,32.3%,100,92.6%,13,81%,0,100%,29,67%,68,90%
Jason Terry,30.1,DAL,Combo,179,92,54.3%,58,44.4%,71,41.9%,0,86.7%,17,76%,17,63%,17,50%,50,92%
Kurt Thomas,35.1,SAS,Big,250,23,43.9%,20,43.9%,0,0.0%,0,71.4%,11,79%,86,44%,20,95%,0,0%
Ronny Turiaf,24.8,LAL,Big,173,9,40.0%,9,40.0%,0,0.0%,0,53.3%,16,79%,7,86%,34,71%,0,0%
Hedo Turkoglu,28.6,ORL,Forward,399,33,48.2%,67,50.0%,9,28.6%,63,84.8%,100,25%,100,15%,100,21%,93,70%
Ime Udoka,30.2,SAS,Forward,202,93,61.3%,93,60.7%,55,41.2%,0,80.0%,33,74%,40,58%,87,40%,7,100%
Anderson Varejao,25.1,CLE,Big,233,11,41.5%,11,41.5%,0,0.0%,0,42.9%,27,73%,14,79%,52,63%,0,0%
Sasha Vujacic,23.6,LAL,Wing,437,81,53.5%,29,41.8%,70,41.3%,50,84.8%,26,78%,68,33%,16,82%,74,84%
Ben Wallace,33.1,CLE,Big,302,68,51.5%,66,51.5%,0,0.0%,0,35.0%,20,76%,25,73%,2,100%,0,0%
Rasheed Wallace,33.1,DET,Big,584,43,48.3%,45,48.4%,67,32.0%,55,74.4%,52,65%,80,55%,68,53%,89,96%
Luke Walton,27.6,LAL,Forward,338,60,52.7%,60,48.5%,73,43.5%,13,71.9%,53,67%,40,58%,47,67%,73,90%
Bonzi Wells,31.1,NOP,Wing,155,10,37.7%,19,39.2%,0,0.0%,0,0.0%,68,55%,45,55%,55,56%,0,0%
David West,27.2,NOP,Big,484,36,46.8%,36,46.5%,0,50.0%,100,89.1%,59,65%,89,37%,32,74%,70,100%
Delonte West,24.3,CLE,Point,449,38,48.6%,19,38.2%,73,44.7%,100,85.0%,19,58%,13,56%,75,10%,31,88%
Deron Williams,23.3,UTA,Point,512,94,58.1%,75,48.8%,100,52.8%,50,77.3%,81,28%,56,22%,56,19%,94,43%
Lou Williams,21.0,PHI,Combo,106,42,43.9%,83,45.5%,0,20.0%,0,65.0%,42,48%,58,44%,33,45%,8,100%
Marvin Williams,21.4,ATL,Forward,196,7,40.4%,20,40.4%,0,0.0%,88,88.6%,67,65%,93,17%,20,82%,0,0%
Thaddeus Young,19.4,PHI,Forward,144,40,48.9%,73,51.3%,0,20.0%,0,90.0%,73,57%,87,25%,0,100%,7,100%
