Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Ray McCallum,24.4,SAS,Combo,155,0,100.0%,36,7.3%,16,0.9%,0,0.0%
CJ McCollum,24.1,POR,Combo,2756,58,82.5%,22,5.7%,71,1.7%,49,20.0%
TJ McConnell,23.6,PHI,Point,1548,9,61.5%,7,2.2%,31,1.4%,77,30.0%
Chris McCullough,20.7,BKN,Big,334,0,47.6%,40,10.3%,4,0.7%,7,9.1%
KJ McDaniels,22.7,HOU,Wing,189,0,83.3%,93,14.3%,55,1.2%,14,11.1%
Doug McDermott,23.8,CHI,Wing,1801,78,85.7%,16,5.3%,16,0.6%,91,35.3%
JaVale McGee,27.8,DAL,Big,345,8,50.0%,39,10.1%,80,2.3%,21,14.3%
Ben McLemore,22.7,SAC,Wing,1415,13,72.0%,46,8.0%,54,1.1%,49,21.1%
Josh McRoberts,28.7,MIA,Big,553,32,68.4%,39,10.1%,33,1.3%,69,26.7%
Salah Mejri,29.4,DAL,Big,352,16,57.5%,91,21.4%,68,2.0%,14,11.1%
Khris Middleton,24.2,MIL,Wing,2849,91,88.7%,59,9.2%,89,2.0%,38,18.6%
CJ Miles,28.6,IND,Wing,1442,23,75.0%,54,8.5%,38,0.9%,25,15.8%
Andre Miller,39.6,MIN,Point,271,0,82.4%,77,11.7%,21,1.2%,70,28.6%
Andre Miller,39.6,SAS,Point,166,0,69.2%,79,11.8%,5,0.9%,23,16.7%
Mike Miller,35.7,DEN,Forward,351,0,0.0%,0,0.0%,16,0.6%,100,0.0%
Patty Mills,27.2,SAS,Combo,1610,49,80.4%,0,2.0%,85,2.1%,95,41.7%
Elijah Millsap,28.2,UTA,Forward,155,0,78.6%,93,15.0%,82,1.4%,0,0.0%
Paul Millsap,30.7,ATL,Big,2635,64,75.7%,71,15.4%,88,2.7%,50,21.5%
Nikola Mirotic,24.7,CHI,Forward,1630,84,80.7%,49,9.4%,89,1.9%,14,9.7%
Greg Monroe,25.4,MIL,Big,2311,57,74.2%,62,13.9%,53,1.7%,62,24.7%
E'Twaun Moore,26.7,CHI,Combo,1220,2,62.9%,11,3.7%,11,0.8%,93,35.7%
Marcus Morris,26.2,DET,Wing,2846,27,75.5%,72,10.4%,90,2.1%,58,23.6%
Markieff Morris,26.2,PHX,Big,906,43,71.1%,22,8.4%,70,2.0%,89,31.6%
Markieff Morris,26.2,WAS,Big,703,68,76.4%,14,6.9%,23,1.2%,9,9.5%
Anthony Morrow,30.1,OKC,Wing,802,18,74.3%,9,3.5%,22,0.7%,42,20.0%
Donatas Motiejunas,25.1,HOU,Big,540,25,62.7%,35,9.8%,71,2.0%,4,4.5%
Timofey Mozgov,29.3,CLE,Big,1279,44,71.4%,56,12.8%,73,2.1%,85,30.6%
Emmanuel Mudiay,19.7,DEN,Combo,2047,7,67.5%,67,9.4%,38,1.2%,44,18.7%
Shabazz Muhammad,23.0,MIN,Wing,1595,33,77.1%,94,14.3%,78,1.6%,48,21.0%
Xavier Munford,23.4,MEM,Combo,221,0,50.0%,75,10.7%,18,1.0%,98,50.0%
Mike Muscala,24.3,ATL,Big,470,69,76.5%,15,7.6%,51,1.6%,84,30.0%
Larry Nance Jr.,22.8,LAL,Forward,1252,27,66.7%,16,5.8%,65,1.2%,79,27.8%
Shabazz Napier,24.3,ORL,Point,505,37,75.8%,57,9.5%,57,1.7%,7,12.5%
Gary Neal,31.1,WAS,Wing,784,77,85.5%,28,6.8%,30,0.8%,67,26.1%
Jameer Nelson,33.7,DEN,Point,1022,85,85.7%,13,3.8%,20,1.2%,23,16.7%
Raul Neto,23.5,UTA,Point,1424,46,76.6%,34,6.3%,69,1.9%,67,26.9%
Andrew Nicholson,25.9,ORL,Big,728,77,78.8%,19,8.1%,53,1.6%,98,41.7%
Joakim Noah,30.7,CHI,Big,632,6,48.9%,42,10.9%,57,1.7%,5,6.3%
Nerlens Noel,21.6,PHI,Big,1943,20,59.6%,73,15.5%,56,1.7%,36,18.4%
Lucas Nogueira,23.3,TOR,Big,176,0,37.5%,16,7.7%,31,1.3%,92,33.3%
Dirk Nowitzki,37.4,DAL,Big,2360,98,89.3%,16,7.7%,98,3.8%,33,17.6%
Jusuf Nurkic,21.2,DEN,Big,522,23,61.1%,74,15.6%,96,3.4%,74,27.5%
Johnny O'Bryant III,22.4,MIL,Big,785,36,69.2%,38,10.1%,3,0.6%,64,25.0%
Kyle O'Quinn,25.6,NYK,Big,717,65,75.9%,30,9.2%,64,1.8%,59,24.0%
Jahlil Okafor,19.9,PHI,Big,1566,34,68.8%,51,12.1%,55,1.7%,77,28.4%
Victor Oladipo,23.5,ORL,Combo,2374,63,82.9%,65,9.3%,60,1.6%,27,14.4%
Kelly Olynyk,24.5,BOS,Big,1339,56,73.9%,28,9.0%,41,1.5%,56,23.1%
Kelly Oubre,19.9,WAS,Forward,575,31,67.7%,60,10.7%,53,1.1%,93,36.8%
Zaza Pachulia,31.7,DAL,Big,1999,70,76.7%,90,20.8%,92,2.9%,19,12.6%
Kostas Papanikolaou,25.3,DEN,Forward,268,0,50.0%,9,3.2%,84,1.7%,0,0.0%
Jabari Parker,20.6,MIL,Big,2394,72,77.0%,48,11.9%,10,0.9%,33,17.8%
Tony Parker,33.5,SAS,Point,1973,33,75.6%,49,8.5%,49,1.7%,28,16.9%
Chandler Parsons,27.0,DAL,Forward,1793,33,68.4%,44,9.2%,67,1.2%,39,18.8%
Lamar Patterson,24.2,ATL,Wing,348,0,72.2%,75,10.7%,54,1.1%,61,25.0%
Patrick Patterson,26.6,TOR,Big,1998,96,85.3%,2,3.2%,4,0.6%,88,31.3%
Chris Paul,30.5,LAC,Point,2414,98,89.6%,30,5.8%,100,3.9%,36,19.1%
Adreian Payne,24.7,MIN,Big,430,0,66.7%,8,5.4%,62,1.8%,0,0.0%
Cameron Payne,21.2,OKC,Combo,560,0,84.2%,7,3.5%,13,0.8%,18,12.5%
Elfrid Payton,21.7,ORL,Point,2140,7,58.9%,64,10.6%,41,1.5%,87,33.7%
Nikola Pekovic,29.8,MIN,Big,156,0,80.0%,78,16.7%,76,2.2%,0,0.0%
Kendrick Perkins,31.0,NOP,Big,537,0,44.0%,36,9.9%,37,1.4%,16,12.5%
Paul Pierce,38.1,LAC,Forward,1206,82,80.6%,23,6.5%,33,0.9%,16,11.1%
Mason Plumlee,25.7,POR,Big,2076,27,64.2%,93,23.1%,82,2.4%,39,19.2%
Miles Plumlee,27.2,MIL,Big,784,10,54.7%,27,8.8%,47,1.6%,23,15.0%
Otto Porter,22.4,WAS,Forward,2266,58,75.4%,37,7.8%,26,0.8%,68,23.7%
Bobby Portis,20.7,CHI,Big,1053,54,73.3%,12,6.4%,29,1.3%,37,18.5%
Kristaps Porzingis,20.2,NYK,Big,2031,93,83.8%,33,9.7%,87,2.7%,20,14.0%
Dwight Powell,24.3,DAL,Big,927,52,72.7%,80,17.4%,75,2.1%,72,27.3%
Norman Powell,22.4,TOR,Wing,671,48,81.3%,67,10.0%,39,1.0%,19,13.6%
Phil Pressey,24.7,PHI,Point,150,0,50.0%,90,14.0%,61,1.8%,70,28.6%
Phil Pressey,24.7,PHX,Point,101,0,40.0%,85,12.5%,0,0.4%,84,33.3%
Ronnie Price,32.4,PHX,Point,1177,59,79.4%,15,3.9%,8,0.9%,5,8.3%
Pablo Prigioni,38.5,LAC,Point,699,0,87.5%,3,1.7%,16,1.2%,95,50.0%
Tayshaun Prince,35.7,MIN,Forward,1446,0,68.4%,11,3.4%,5,0.3%,18,12.5%
Julius Randle,20.9,LAL,Big,2229,46,72.1%,65,14.2%,33,1.3%,68,26.0%
Zach Randolph,34.3,MEM,Big,2003,82,79.6%,23,8.5%,79,2.3%,13,10.8%
JJ Redick,31.4,LAC,Wing,2093,92,88.8%,36,7.3%,93,2.1%,47,20.6%
Willie Reed,25.5,BKN,Big,383,6,48.4%,49,12.0%,86,2.4%,88,31.3%
Josh Richardson,22.1,MIA,Combo,1009,5,63.6%,47,8.2%,35,1.2%,40,18.2%
Austin Rivers,23.2,LAC,Combo,1343,12,68.6%,58,8.7%,40,1.3%,67,23.8%
Andre Roberson,23.9,OKC,Wing,1532,0,61.5%,51,8.3%,4,0.4%,28,16.7%
Brian Roberts,29.9,CHA,Combo,257,100,96.4%,87,14.6%,89,2.3%,56,21.4%
Thomas Robinson,24.6,BKN,Big,840,4,43.9%,79,17.0%,42,1.5%,91,32.0%
Glenn Robinson III,21.8,IND,Wing,440,9,69.4%,89,12.2%,68,1.4%,28,16.7%
Rajon Rondo,29.7,SAC,Point,2527,4,58.0%,23,4.9%,43,1.6%,15,15.0%
Derrick Rose,27.1,CHI,Point,2094,54,79.3%,46,8.1%,11,1.0%,59,25.6%
Terrence Ross,24.7,TOR,Wing,1713,41,80.0%,7,3.2%,11,0.6%,61,25.0%
Terry Rozier,21.6,BOS,Combo,220,0,60.0%,5,3.2%,47,1.4%,98,50.0%
Ricky Rubio,25.0,MIN,Point,2317,83,85.2%,87,13.2%,84,2.4%,10,12.6%
Damjan Rudez,29.4,MIN,Forward,232,0,100.0%,12,4.0%,25,0.8%,0,0.0%
Brandon Rush,30.3,GSW,Wing,926,0,61.5%,12,4.0%,4,0.3%,0,0.0%
D'Angelo Russell,19.7,LAL,Combo,2159,16,73.9%,60,8.7%,51,1.4%,65,22.4%
Robert Sacre,26.4,LAL,Big,250,0,60.0%,34,9.7%,34,1.4%,0,0.0%
JaKarr Sampson,22.6,DEN,Wing,464,0,72.0%,70,10.3%,47,1.1%,8,7.7%
JaKarr Sampson,22.6,PHI,Forward,626,13,63.3%,96,16.5%,30,0.9%,12,8.8%
Dennis Schroder,22.1,ATL,Point,1576,61,79.4%,51,8.8%,85,2.4%,51,22.5%
Luis Scola,35.5,TOR,Big,1635,51,72.6%,11,6.2%,21,1.2%,45,20.5%
Mike Scott,27.3,ATL,Big,1027,88,81.8%,17,7.9%,6,0.8%,30,17.2%
Thabo Sefolosha,31.5,ATL,Wing,1729,3,62.9%,82,11.3%,35,0.9%,80,29.5%
Kevin Seraphin,25.9,NYK,Big,491,0,90.0%,5,5.2%,1,0.6%,10,10.0%
Ramon Sessions,29.6,WAS,Combo,1556,19,75.4%,98,20.0%,64,1.6%,55,21.4%
Iman Shumpert,25.3,CLE,Wing,1227,38,78.0%,15,5.2%,37,0.9%,42,20.0%
Jonathon Simmons,26.1,SAS,Wing,653,26,75.4%,96,16.0%,82,1.6%,96,43.8%
Henry Sims,25.6,BKN,Big,249,95,84.6%,62,14.0%,27,1.2%,25,16.7%
Kyle Singler,27.5,OKC,Forward,865,20,65.0%,39,8.2%,23,0.8%,81,29.4%
Donald Sloan,27.8,BKN,Point,1278,37,75.8%,70,11.2%,59,1.8%,30,17.1%
Marcus Smart,21.7,BOS,Wing,1624,34,77.7%,68,10.1%,91,2.1%,21,14.5%
Greg Smith,24.8,MIN,Big,183,0,41.2%,87,20.0%,26,1.2%,78,28.6%
Ish Smith,27.3,NOP,Point,583,35,75.6%,31,5.9%,67,1.9%,90,38.5%
Ish Smith,27.3,PHI,Point,1615,13,67.2%,39,7.3%,44,1.6%,82,32.1%
JR Smith,30.1,CLE,Wing,2347,2,62.9%,5,2.9%,48,1.1%,10,8.0%
Jason Smith,29.7,ORL,Big,1135,84,80.3%,3,4.4%,46,1.6%,72,27.3%
Josh Smith,29.9,HOU,Big,401,0,43.5%,10,5.8%,28,1.3%,10,10.0%
Josh Smith,29.9,LAC,Big,433,23,61.5%,18,8.1%,67,1.9%,0,0.0%
Tony Snell,24.0,CHI,Wing,1245,97,90.9%,13,4.5%,19,0.7%,18,13.3%
Marreese Speights,28.2,GSW,Big,724,91,82.5%,47,11.8%,63,1.8%,64,25.0%
Tiago Splitter,30.8,ATL,Big,572,87,81.3%,61,13.9%,36,1.4%,25,16.7%
Nik Stauskas,22.1,PHI,Wing,1747,35,77.9%,61,9.2%,27,0.8%,39,18.9%
Lance Stephenson,25.2,LAC,Forward,629,36,69.2%,33,7.5%,14,0.6%,32,16.7%
Lance Stephenson,25.2,MEM,Wing,660,49,81.5%,88,12.2%,81,1.6%,74,28.2%
Amar'e Stoudemire,33.0,MIA,Big,757,61,74.6%,58,13.4%,78,2.3%,48,21.2%
Rodney Stuckey,29.5,IND,Wing,1262,60,82.7%,95,14.5%,76,1.5%,34,18.3%
Jared Sullinger,23.7,BOS,Big,1907,27,64.0%,21,8.3%,55,1.7%,28,16.9%
Jeff Teague,27.4,ATL,Point,2247,76,84.2%,82,11.9%,75,2.1%,43,20.9%
Mirza Teletovic,30.1,PHX,Big,1630,70,76.8%,12,6.5%,60,1.8%,24,15.4%
Garrett Temple,29.5,WAS,Wing,1891,19,74.3%,45,7.9%,67,1.3%,32,17.1%
Jason Terry,38.1,HOU,Wing,1223,50,81.8%,4,2.5%,25,0.7%,96,44.4%
Isaiah Thomas,26.7,BOS,Point,2633,89,87.2%,89,13.7%,98,3.4%,38,20.0%
Lance Thomas,27.5,NYK,Forward,1283,96,86.4%,86,13.3%,61,1.2%,86,33.3%
Hollis Thompson,24.6,PHI,Wing,2071,11,71.1%,20,5.9%,26,0.8%,90,35.0%
Jason Thompson,29.3,TOR,Big,276,0,80.0%,60,13.6%,22,1.2%,99,44.4%
Klay Thompson,25.7,GSW,Wing,2649,86,87.7%,23,6.3%,57,1.2%,51,21.7%
Tristan Thompson,24.6,CLE,Big,2236,20,60.9%,85,19.7%,83,2.4%,73,27.4%
Marcus Thornton,28.4,HOU,Wing,842,84,86.8%,10,3.7%,52,1.1%,15,12.5%
Marcus Thornton,28.4,WAS,Wing,209,0,75.0%,64,9.7%,14,0.6%,93,40.0%
Anthony Tolliver,30.4,DET,Big,1276,19,59.5%,4,4.9%,0,0.5%,0,0.0%
Axel Toupane,23.3,DEN,Forward,281,0,76.5%,89,14.3%,0,0.2%,82,30.0%
Karl-Anthony Towns,20.0,MIN,Big,2606,87,81.1%,43,11.0%,45,1.6%,95,34.1%
PJ Tucker,30.5,PHX,Wing,2526,22,74.6%,65,9.7%,59,1.2%,56,23.3%
Evan Turner,27.0,BOS,Wing,2213,51,82.2%,61,9.3%,69,1.4%,42,20.0%
Myles Turner,19.6,IND,Big,1338,49,72.2%,38,10.1%,65,1.9%,78,28.6%
Beno Udrih,33.3,MEM,Point,105,0,100.0%,8,2.3%,54,1.7%,0,0.0%
Beno Udrih,33.3,MIA,Point,551,0,93.3%,20,4.7%,18,1.2%,13,14.3%
Jonas Valanciunas,23.5,TOR,Big,1549,68,76.2%,65,14.4%,91,2.8%,68,25.6%
Anderson Varejao,33.1,CLE,Big,253,0,76.5%,44,11.1%,78,2.2%,16,12.5%
Anderson Varejao,33.1,GSW,Big,178,11,55.2%,98,26.8%,92,2.9%,92,33.3%
Greivis Vasquez,28.8,MIL,Point,426,0,88.0%,48,8.1%,30,1.4%,89,36.4%
Rashad Vaughn,19.2,MIL,Combo,913,0,80.0%,2,2.2%,0,0.3%,49,20.0%
Charlie Villanueva,31.2,DAL,Forward,566,0,92.9%,2,1.7%,4,0.3%,46,20.0%
Noah Vonleh,20.2,POR,Big,1103,59,74.4%,18,8.0%,5,0.8%,55,22.7%
Nikola Vucevic,25.0,ORL,Big,2033,62,75.3%,9,5.6%,73,2.1%,82,29.5%
Sasha Vujacic,31.6,NYK,Wing,859,66,83.3%,11,4.0%,71,1.4%,70,27.3%
Dwyane Wade,33.8,MIA,Combo,2252,35,79.3%,84,12.7%,84,2.0%,31,16.1%
Dion Waiters,23.9,OKC,Wing,2062,10,70.5%,62,9.5%,28,0.8%,40,19.1%
Kemba Walker,25.5,CHA,Point,2876,80,84.7%,69,11.1%,77,2.1%,20,16.0%
John Wall,25.2,WAS,Point,2773,57,79.4%,56,9.5%,80,2.2%,75,29.6%
TJ Warren,22.2,PHX,Forward,1034,40,70.5%,18,6.2%,70,1.3%,86,33.3%
CJ Watson,31.5,ORL,Combo,620,93,88.9%,71,10.2%,58,1.6%,56,21.4%
Briante Weber,22.8,MEM,Point,164,0,75.0%,0,0.0%,52,1.7%,100,0.0%
Sonny Weems,29.3,PHX,Wing,360,0,63.6%,14,4.9%,12,0.6%,61,25.0%
David West,35.2,SAS,Big,1355,85,80.5%,22,8.4%,59,1.8%,96,39.5%
Russell Westbrook,27.0,OKC,Point,2740,72,81.3%,97,15.4%,87,2.5%,39,20.2%
Hassan Whiteside,26.4,MIA,Big,2093,31,65.4%,84,18.7%,87,2.6%,79,29.0%
Andrew Wiggins,20.7,MIN,Wing,2828,28,76.0%,99,17.3%,88,1.9%,41,19.3%
CJ Wilcox,24.8,LAC,Wing,113,0,80.0%,37,7.3%,97,2.7%,0,0.0%
Deron Williams,31.3,DAL,Combo,2101,86,86.7%,51,8.3%,75,1.8%,22,13.0%
Derrick Williams,24.4,NYK,Big,1373,63,75.6%,86,19.8%,38,1.4%,34,17.8%
Lou Williams,29.0,LAL,Combo,1876,67,83.2%,100,21.9%,53,1.5%,16,12.0%
Marvin Williams,29.4,CHA,Forward,2321,89,83.3%,19,6.3%,77,1.3%,61,22.4%
Mo Williams,32.9,CLE,Combo,695,98,89.7%,9,3.5%,49,1.4%,13,10.0%
Justise Winslow,19.6,MIA,Forward,2148,44,70.9%,61,11.0%,11,0.5%,53,20.8%
Jeff Withey,25.7,UTA,Big,587,56,74.1%,67,14.6%,46,1.6%,31,17.4%
Christian Wood,20.1,PHI,Big,113,0,61.5%,53,12.2%,94,3.1%,25,16.7%
Metta World Peace,36.0,LAL,Wing,546,8,67.9%,83,11.4%,66,1.3%,11,9.5%
Brandan Wright,28.1,MEM,Big,191,0,50.0%,95,23.6%,77,2.2%,85,30.8%
Delon Wright,23.5,TOR,Combo,180,0,77.8%,69,9.9%,22,1.0%,0,0.0%
Tony Wroten,22.6,PHI,Point,139,0,54.3%,98,21.3%,64,1.8%,3,5.9%
James Young,20.2,BOS,Wing,148,0,0.0%,51,8.3%,0,0.0%,0,0.0%
Joe Young,23.3,IND,Combo,331,0,78.9%,24,6.1%,67,1.7%,87,33.3%
Nick Young,30.4,LAL,Wing,967,52,82.2%,31,7.0%,18,0.6%,8,7.7%
Thaddeus Young,27.4,BKN,Big,2401,28,64.4%,13,6.8%,24,1.2%,15,11.4%
Cody Zeller,23.1,CHA,Big,1763,60,74.6%,87,20.0%,52,1.6%,35,18.3%
Tyler Zeller,25.8,BOS,Big,612,81,79.5%,64,14.2%,66,1.9%,56,23.1%
