Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Arron Afflalo,22.0,DET,Wing,755,40,-2.0,18,-6.1,66,+1.2%,67,-0.7%,91,+4.7,68,+1.2,93,+19.4
Blake Ahearn,23.4,MIA,Point,156,3,-12.4,11,-7.8,99,+7.1%,28,+1.2%,21,-3.0,67,+1.2,3,-33.4
LaMarcus Aldridge,22.3,POR,Big,2637,82,+4.1,63,+0.9,67,+1.3%,70,-0.8%,90,+4.2,75,+1.6,90,+17.2
Malik Allen,29.3,NJN,Big,719,52,-0.3,84,+4.6,50,+0.1%,1,+5.3%,50,-0.2,49,-0.2,50,-0.6
Malik Allen,29.3,DAL,Big,313,62,+0.7,68,+1.4,87,+3.4%,14,+2.0%,25,-2.6,61,+0.7,7,-20.2
Ray Allen,32.3,BOS,Wing,2609,94,+7.3,94,+7.8,13,-2.9%,68,-0.8%,36,-1.3,24,-1.5,60,+2.8
Tony Allen,25.8,BOS,Wing,1239,26,-4.3,27,-4.1,76,+2.2%,23,+1.5%,24,-2.7,56,+0.3,10,-17.2
Rafer Alston,31.3,HOU,Point,2520,77,+3.2,78,+3.5,41,-0.6%,57,-0.2%,57,+0.5,35,-0.9,73,+7.5
Derek Anderson,33.3,CHA,Wing,336,5,-10.8,21,-5.3,49,-0.0%,19,+1.7%,3,-6.9,50,-0.1,1,-39.8
Carmelo Anthony,23.4,DEN,Forward,2791,67,+1.4,53,-0.4,76,+2.2%,11,+2.3%,84,+3.2,84,+2.4,61,+2.9
Joel Anthony,25.2,MIA,Big,461,30,-3.5,17,-6.3,82,+2.8%,18,+1.7%,45,-0.5,25,-1.4,80,+10.1
Gilbert Arenas,25.8,WAS,Combo,423,28,-3.9,22,-5.0,41,-0.5%,96,-3.7%,48,-0.3,90,+3.1,9,-17.9
Trevor Ariza,22.3,LAL,Wing,385,13,-7.1,11,-7.6,16,-2.6%,62,-0.5%,79,+2.6,81,+2.2,52,+0.1
Darrell Armstrong,39.4,NJN,Combo,505,26,-4.3,26,-4.1,29,-1.4%,5,+3.1%,11,-4.3,5,-4.0,50,-0.6
Hilton Armstrong,22.9,NOH,Big,663,12,-7.2,15,-6.7,72,+1.8%,27,+1.2%,75,+2.2,43,-0.5,89,+16.4
Carlos Arroyo,28.3,ORL,Point,1216,80,+3.6,73,+2.3,59,+0.7%,10,+2.3%,35,-1.4,37,-0.8,42,-3.0
Chucky Atkins,33.2,DEN,Combo,293,16,-6.1,28,-3.9,23,-2.0%,96,-3.5%,74,+2.0,62,+0.8,69,+6.0
James Augustine,23.7,ORL,Big,106,7,-9.3,3,-12.5,99,+8.4%,99,-5.3%,19,-3.2,95,+4.4,1,-41.4
Kelenna Azubuike,23.9,GSW,Wing,1680,38,-2.4,41,-1.8,78,+2.4%,55,-0.2%,93,+5.5,88,+2.9,82,+11.2
Renaldo Balkman,23.3,NYK,Forward,895,71,+2.1,30,-3.7,96,+5.7%,97,-4.0%,95,+6.4,96,+4.8,61,+3.1
Marcus Banks,25.9,PHX,Combo,240,4,-11.9,2,-13.8,24,-1.9%,9,+2.4%,85,+3.4,63,+0.8,94,+20.8
Marcus Banks,25.9,MIA,Combo,239,95,+7.5,95,+8.0,4,-5.7%,96,-3.7%,58,+0.7,69,+1.2,30,-6.6
Leandro Barbosa,24.9,PHX,Combo,2347,44,-1.5,52,-0.5,54,+0.4%,33,+0.9%,57,+0.5,44,-0.4,74,+7.8
J.J. Barea,23.3,DAL,Point,414,51,-0.5,62,+0.8,55,+0.5%,12,+2.1%,36,-1.3,45,-0.4,33,-5.6
Andrea Bargnani,22.0,TOR,Big,1827,69,+1.8,59,+0.4,28,-1.5%,11,+2.3%,56,+0.3,20,-1.9,92,+17.6
Matt Barnes,27.6,GSW,Forward,1360,72,+2.4,64,+0.9,79,+2.5%,60,-0.4%,47,-0.4,72,+1.5,22,-10.3
Earl Barron,26.2,MIA,Big,852,21,-5.1,23,-4.7,46,-0.2%,8,+2.5%,18,-3.3,28,-1.2,14,-13.8
Brent Barry,35.8,SAS,Wing,520,88,+5.7,66,+1.2,86,+3.2%,99,-4.8%,98,+7.4,94,+4.2,86,+14.4
Brandon Bass,22.5,DAL,Big,1508,21,-5.1,23,-4.8,35,-1.0%,26,+1.2%,15,-3.6,35,-0.9,12,-15.4
Shane Battier,29.1,HOU,Forward,2901,83,+4.4,90,+6.1,61,+0.8%,67,-0.7%,58,+0.6,56,+0.3,55,+1.6
Marco Belinelli,21.6,GSW,Wing,173,4,-11.7,1,-17.5,57,+0.6%,74,-1.2%,98,+7.8,86,+2.7,95,+21.6
Charlie Bell,28.6,MIL,Combo,1522,40,-2.2,33,-3.0,47,-0.2%,54,-0.1%,21,-3.0,20,-1.9,38,-4.3
Raja Bell,31.1,PHX,Wing,2633,67,+1.5,81,+4.1,30,-1.3%,34,+0.9%,16,-3.5,25,-1.4,16,-12.9
Mike Bibby,29.5,SAC,Point,469,81,+4.0,75,+2.9,63,+1.1%,84,-1.7%,82,+3.1,41,-0.6,95,+22.6
Mike Bibby,29.5,ATL,Point,1098,68,+1.6,79,+3.7,15,-2.7%,85,-1.8%,32,-1.7,52,+0.1,26,-9.1
Andris Biedrins,21.6,GSW,Big,2072,71,+2.1,71,+2.0,87,+3.5%,65,-0.6%,68,+1.6,81,+2.2,35,-5.2
Chauncey Billups,31.1,DET,Point,2519,95,+7.4,97,+8.4,9,-3.9%,22,+1.5%,26,-2.3,3,-4.5,88,+15.7
Steve Blake,27.7,POR,Point,2415,88,+5.5,89,+6.0,16,-2.7%,70,-0.9%,67,+1.4,58,+0.4,67,+5.3
Andray Blatche,21.2,WAS,Big,1579,19,-5.5,29,-3.8,53,+0.4%,57,-0.2%,15,-3.7,30,-1.2,20,-11.3
Mark Blount,31.9,MIA,Big,1503,21,-5.1,53,-0.4,3,-6.1%,12,+2.1%,4,-6.7,4,-4.3,13,-15.0
Keith Bogans,27.5,ORL,Wing,2167,58,+0.3,64,+1.2,13,-2.9%,17,+1.8%,14,-3.8,14,-2.7,39,-4.0
Andrew Bogut,22.9,MIL,Big,2697,86,+4.7,89,+6.0,5,-5.4%,34,+0.9%,82,+3.1,36,-0.8,93,+19.2
Matt Bonner,27.6,SAS,Big,748,34,-3.0,28,-4.0,51,+0.1%,76,-1.3%,25,-2.4,16,-2.4,61,+3.2
Josh Boone,22.9,NJN,Big,1737,87,+5.2,65,+1.2,83,+2.9%,97,-4.2%,98,+7.4,99,+6.1,62,+3.4
Calvin Booth,31.5,PHI,Big,200,7,-9.4,31,-3.6,3,-6.4%,16,+1.8%,3,-7.4,1,-5.4,13,-14.8
Carlos Boozer,25.9,UTA,Big,2820,89,+5.9,98,+9.2,6,-4.8%,52,-0.1%,82,+3.0,51,-0.0,92,+17.5
Chris Bosh,23.6,TOR,Big,2416,97,+9.0,99,+10.5,42,-0.5%,21,+1.6%,17,-3.4,9,-3.4,59,+2.5
Bruce Bowen,36.4,SAS,Wing,2434,45,-1.4,43,-1.6,47,-0.2%,36,+0.8%,35,-1.4,36,-0.9,41,-3.3
Ryan Bowen,31.9,NOH,Forward,600,19,-5.5,8,-8.7,89,+3.8%,7,+2.6%,42,-0.9,13,-2.8,89,+15.7
Earl Boykins,31.4,CHA,Point,535,40,-2.0,51,-0.6,91,+4.1%,90,-2.2%,65,+1.2,90,+3.1,13,-15.0
Elton Brand,28.6,LAC,Big,270,47,-1.2,69,+1.7,44,-0.4%,13,+2.1%,79,+2.6,47,-0.2,93,+18.9
Corey Brewer,21.7,MIN,Wing,1757,38,-2.4,32,-3.2,34,-1.1%,83,-1.7%,40,-0.9,39,-0.7,49,-0.9
Ronnie Brewer,22.6,UTA,Wing,2078,63,+1.1,68,+1.6,39,-0.7%,61,-0.4%,55,+0.2,52,+0.0,56,+1.8
Primoz Brezec,28.1,CHA,Big,264,15,-6.3,28,-4.0,6,-5.3%,50,+0.0%,8,-5.0,3,-4.6,54,+0.8
Aaron Brooks,22.8,HOU,Point,520,47,-1.2,37,-2.5,66,+1.2%,14,+2.0%,13,-4.0,35,-0.9,11,-16.4
Andre Brown,26.5,MEM,Big,227,88,+5.5,85,+4.8,88,+3.5%,52,-0.1%,74,+2.1,92,+3.8,23,-10.1
Devin Brown,28.8,CLE,Wing,1728,53,-0.2,43,-1.5,85,+3.1%,74,-1.1%,65,+1.2,74,+1.5,43,-2.7
Kwame Brown,25.6,LAL,Big,488,1,-15.7,3,-12.8,2,-7.2%,12,+2.2%,7,-5.1,6,-4.0,36,-4.9
Kwame Brown,25.6,MEM,Big,150,35,-2.9,22,-5.0,15,-2.8%,46,+0.2%,4,-6.5,12,-2.9,5,-25.3
P.J. Brown,38.0,BOS,Big,167,1,-14.4,0,-22.9,97,+5.7%,43,+0.3%,51,-0.0,93,+4.0,7,-19.9
Shannon Brown,21.9,CLE,Wing,189,2,-13.8,4,-11.5,25,-1.8%,4,+3.3%,23,-2.8,5,-4.0,84,+12.7
Kobe Bryant,29.2,LAL,Wing,3187,92,+6.6,95,+7.9,32,-1.2%,44,+0.3%,24,-2.6,14,-2.7,59,+2.3
Greg Buckner,31.1,MIN,Combo,511,59,+0.4,49,-0.8,92,+4.4%,73,-1.0%,94,+5.9,97,+5.0,43,-2.7
Caron Butler,27.6,WAS,Wing,2306,96,+7.9,87,+5.3,58,+0.7%,94,-2.9%,88,+3.8,75,+1.6,79,+9.5
Rasual Butler,28.4,NOH,Wing,821,9,-8.6,14,-6.9,53,+0.4%,32,+1.0%,9,-4.6,17,-2.2,18,-11.8
Andrew Bynum,20.0,LAL,Big,981,70,+2.0,73,+2.5,78,+2.4%,78,-1.4%,85,+3.5,76,+1.7,77,+8.8
Jose Calderon,26.1,TOR,Point,2434,91,+6.3,87,+5.4,67,+1.3%,7,+2.6%,44,-0.6,50,-0.1,37,-4.4
Marcus Camby,33.6,DEN,Big,2751,64,+1.2,76,+3.1,46,-0.3%,10,+2.3%,23,-2.8,22,-1.7,38,-4.4
Brian Cardinal,30.5,MEM,Forward,350,37,-2.6,31,-3.5,33,-1.1%,84,-1.7%,37,-1.2,66,+1.1,10,-16.6
Rodney Carney,23.6,PHI,Forward,940,59,+0.5,46,-1.4,82,+2.8%,58,-0.3%,62,+0.9,29,-1.2,83,+12.0
Matt Carroll,27.2,CHA,Wing,1924,86,+4.8,88,+5.6,70,+1.6%,48,+0.1%,79,+2.6,71,+1.4,69,+5.7
Anthony Carter,32.4,DEN,Point,1913,39,-2.2,45,-1.4,18,-2.5%,71,-0.9%,16,-3.6,30,-1.2,17,-12.1
Vince Carter,30.8,NJN,Wing,2939,97,+8.7,93,+7.5,82,+2.8%,95,-2.9%,91,+4.5,91,+3.6,68,+5.5
