Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Jeff Green,26.2,BOS,Forward,257,86,84.4%,92,22.1%,54,2.0%,23,13.0%
Blake Griffin,23.6,LAC,Big,157,94,80.8%,52,13.0%,98,6.2%,93,44.4%
Tyler Hansbrough,27.0,IND,Big,221,6,62.5%,84,20.3%,52,2.2%,55,21.4%
James Harden,23.2,HOU,Wing,242,45,80.3%,100,20.0%,97,3.6%,45,18.5%
Devin Harris,29.7,ATL,Combo,225,0,68.0%,92,14.3%,92,2.5%,54,20.0%
Udonis Haslem,32.4,MIA,Big,357,0,57.1%,23,7.7%,7,0.7%,75,28.6%
Roy Hibbert,25.9,IND,Big,692,81,80.6%,45,12.3%,89,4.3%,48,18.8%
George Hill,26.5,IND,Point,683,70,82.9%,44,9.0%,38,2.3%,50,20.0%
Kirk Hinrich,31.8,CHI,Combo,162,0,64.3%,54,7.7%,31,0.9%,0,0.0%
Al Horford,26.4,ATL,Big,217,25,66.7%,30,9.9%,61,2.6%,23,11.1%
Dwight Howard,26.9,LAL,Big,126,0,44.4%,91,24.0%,100,9.2%,84,33.3%
Serge Ibaka,23.1,OKC,Big,365,0,79.2%,20,7.6%,23,1.3%,39,18.2%
Andre Iguodala,28.8,DEN,Wing,242,0,72.0%,76,12.8%,62,1.4%,0,0.0%
Ersan Ilyasova,25.5,MIL,Big,117,0,100.0%,7,4.3%,41,1.5%,100,100.0%
Jarrett Jack,29.0,GSW,Point,425,90,89.1%,50,9.2%,88,2.9%,25,13.3%
Reggie Jackson,22.5,OKC,Combo,355,67,89.7%,62,8.8%,54,1.6%,31,9.1%
LeBron James,27.8,MIA,Forward,958,43,77.5%,85,15.2%,100,3.6%,69,23.0%
Brandon Jennings,23.1,MIL,Point,133,0,72.2%,94,12.7%,31,2.1%,19,12.5%
Ivan Johnson,28.6,ATL,Big,107,0,66.7%,77,18.8%,84,4.3%,0,0.0%
Joe Johnson,31.3,BKN,Wing,271,0,88.9%,7,1.9%,24,0.9%,90,50.0%
DeAndre Jordan,24.3,LAC,Big,143,0,22.2%,70,16.0%,55,2.4%,61,25.0%
Cory Joseph,21.2,SAS,Point,172,0,37.5%,31,5.9%,0,1.1%,94,66.7%
Jason Kidd,39.6,NYK,Combo,247,0,100.0%,0,0.0%,15,0.6%,100,0.0%
Kyle Korver,31.6,ATL,Wing,177,0,91.7%,10,2.0%,48,1.3%,0,0.0%
Kosta Koufos,23.7,DEN,Big,100,0,83.3%,59,13.6%,0,0.4%,0,0.0%
Carl Landry,29.1,GSW,Big,244,56,73.1%,89,21.7%,66,2.7%,57,23.1%
Ty Lawson,25.0,DEN,Point,235,80,84.8%,63,10.3%,81,2.9%,69,33.3%
Kawhi Leonard,21.3,SAS,Forward,771,29,64.6%,31,11.2%,38,1.5%,92,44.0%
Brook Lopez,24.6,BKN,Big,262,100,88.6%,68,15.6%,34,1.4%,39,18.2%
Ian Mahinmi,26.0,IND,Big,139,0,30.0%,16,6.9%,91,4.5%,0,0.0%
Kenyon Martin,34.8,NYK,Big,251,0,55.0%,75,18.6%,5,0.6%,39,18.2%
Kevin Martin,29.7,OKC,Wing,315,100,89.7%,69,11.9%,69,1.7%,62,25.0%
Luc Mbah a Moute,26.1,MIL,Forward,135,0,72.2%,100,28.1%,8,0.3%,0,0.0%
JaVale McGee,24.8,DEN,Big,111,0,38.9%,86,21.6%,16,1.1%,61,25.0%
Andre Miller,36.6,DEN,Combo,153,33,77.8%,85,14.1%,62,1.7%,46,18.2%
Mike Miller,32.7,MIA,Wing,209,0,0.0%,0,0.0%,3,0.2%,100,0.0%
Nazr Mohammed,35.2,CHI,Big,100,0,57.1%,43,12.1%,2,0.5%,61,25.0%
Gary Neal,28.1,SAS,Combo,377,0,100.0%,23,3.8%,38,1.0%,0,0.0%
Joakim Noah,27.7,CHI,Big,408,19,64.1%,27,9.3%,75,3.1%,27,16.7%
Lamar Odom,33.0,LAC,Big,106,0,50.0%,0,3.3%,68,2.7%,0,0.0%
Tony Parker,30.5,SAS,Point,762,30,77.5%,81,11.2%,50,2.3%,31,15.6%
Chandler Parsons,24.0,HOU,Forward,237,0,64.3%,23,7.1%,46,1.5%,77,28.6%
Chris Paul,27.5,LAC,Point,223,100,89.2%,56,9.5%,100,6.1%,88,55.6%
Kendrick Perkins,28.0,OKC,Big,209,0,100.0%,11,5.1%,11,0.9%,0,0.0%
Johan Petro,26.8,ATL,Big,100,0,50.0%,2,3.6%,32,1.4%,0,0.0%
Paul Pierce,35.1,BOS,Wing,255,91,89.7%,72,12.0%,100,3.8%,55,21.4%
Quincy Pondexter,24.6,MEM,Forward,347,14,60.7%,62,13.0%,15,0.5%,85,30.8%
Pablo Prigioni,35.5,NYK,Point,226,0,50.0%,0,0.0%,19,1.6%,100,0.0%
Tayshaun Prince,32.7,MEM,Wing,453,0,60.9%,28,4.0%,38,1.3%,0,0.0%
Zach Randolph,31.3,MEM,Big,553,31,67.0%,55,13.2%,95,5.3%,82,32.3%
Nate Robinson,28.4,CHI,Point,403,0,75.6%,38,7.1%,94,3.2%,69,33.3%
Larry Sanders,23.9,MIL,Big,112,0,45.5%,73,16.7%,43,1.6%,95,50.0%
Thabo Sefolosha,28.5,OKC,Wing,299,0,81.8%,38,6.3%,31,1.1%,0,0.0%
Iman Shumpert,22.4,NYK,Wing,331,0,85.7%,34,5.9%,52,1.3%,0,0.0%
JR Smith,27.1,NYK,Wing,349,9,72.5%,62,10.7%,72,1.8%,79,33.3%
Josh Smith,26.9,ATL,Forward,198,0,52.8%,69,14.6%,69,2.7%,31,13.3%
Tiago Splitter,27.8,SAS,Big,384,69,78.8%,66,15.5%,36,1.5%,20,6.7%
Lance Stephenson,22.2,IND,Wing,670,0,62.9%,52,8.9%,21,0.8%,48,18.8%
Jeff Teague,24.4,ATL,Point,212,50,82.1%,75,11.1%,56,2.5%,13,10.0%
Jason Terry,35.1,BOS,Combo,189,0,81.8%,15,3.6%,23,0.8%,0,0.0%
Klay Thompson,22.7,GSW,Wing,494,0,83.3%,3,1.7%,34,1.1%,79,33.3%
Dwyane Wade,30.8,MIA,Combo,778,0,75.0%,69,10.0%,69,1.7%,62,20.6%
Gerald Wallace,30.3,BKN,Forward,242,0,55.0%,54,12.5%,31,1.4%,62,22.2%
CJ Watson,28.5,BKN,Combo,159,0,66.7%,77,10.7%,100,2.6%,92,50.0%
David West,32.2,IND,Big,687,63,76.6%,57,13.6%,80,3.4%,52,21.1%
Deron Williams,28.4,BKN,Point,291,60,82.2%,88,12.0%,44,2.3%,63,21.4%
Sam Young,27.4,IND,Wing,126,0,75.0%,66,11.5%,17,0.8%,0,0.0%
