Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Eddie Basden,22.7,CHI,Wing,124,0,80.0%,13,5.7%,84,2.2%,0,0.0%
Brandon Bass,20.5,NOP,Big,201,0,60.0%,9,6.6%,50,1.6%,0,0.0%
Esteban Batista,22.2,ATL,Big,457,41,65.1%,82,21.3%,61,1.8%,28,17.6%
Tony Battie,29.7,ORL,Big,2211,45,65.9%,24,9.7%,34,1.3%,18,13.8%
Shane Battier,27.1,MEM,Forward,2832,34,70.7%,55,11.9%,63,1.6%,63,22.2%
Lonny Baxter,26.8,CHA,Big,113,0,78.6%,87,22.2%,2,0.4%,66,25.0%
Lonny Baxter,26.8,HOU,Big,251,0,83.3%,50,14.1%,68,2.0%,37,20.0%
Charlie Bell,26.6,MIL,Combo,1229,33,73.2%,51,8.4%,7,0.8%,31,20.0%
Raja Bell,29.1,PHX,Wing,2942,62,78.8%,9,4.8%,47,1.5%,19,13.0%
Mike Bibby,27.5,SAC,Point,3163,76,84.9%,48,8.1%,88,2.9%,62,20.3%
Andris Biedrins,19.6,GSW,Big,960,0,30.6%,75,18.4%,30,1.3%,75,26.3%
Chauncey Billups,29.1,DET,Point,2918,97,89.4%,90,14.0%,96,4.0%,40,17.5%
Steve Blake,25.7,POR,Point,1750,45,79.1%,12,3.2%,19,1.4%,27,13.3%
Andray Blatche,19.2,WAS,Big,123,0,100.0%,0,2.2%,0,0.0%,100,100.0%
Mark Blount,29.9,BOS,Big,1077,77,76.4%,49,13.9%,70,2.0%,91,32.8%
Mark Blount,29.9,MIN,Big,1140,69,74.2%,38,12.2%,49,1.6%,59,23.4%
Keith Bogans,25.5,CHA,Wing,842,45,76.2%,75,13.1%,63,1.7%,59,21.4%
Keith Bogans,25.5,HOU,Wing,1042,1,57.3%,67,11.9%,36,1.3%,89,28.1%
Andrew Bogut,20.9,MIL,Big,2335,34,63.0%,40,12.7%,43,1.5%,75,26.2%
Matt Bonner,25.6,TOR,Forward,1665,81,81.4%,10,5.7%,28,1.2%,82,25.9%
Calvin Booth,29.5,WAS,Big,220,0,50.0%,31,11.1%,3,0.4%,37,20.0%
Carlos Boozer,23.9,UTA,Big,1023,63,72.1%,53,14.3%,42,1.5%,47,21.9%
Chris Bosh,21.6,TOR,Big,2745,91,81.6%,84,21.5%,90,2.8%,54,22.9%
Bruce Bowen,34.4,SAS,Wing,2745,4,60.7%,12,5.4%,25,1.0%,47,20.0%
Ryan Bowen,29.9,HOU,Forward,618,0,70.0%,7,4.9%,2,0.4%,97,33.3%
Earl Boykins,29.4,DEN,Point,1515,92,87.8%,31,6.6%,65,2.1%,73,24.4%
Michael Bradley,26.5,PHI,Big,323,0,66.7%,1,3.1%,3,0.4%,98,50.0%
Elton Brand,26.6,LAC,Big,3096,80,77.5%,59,15.4%,92,2.9%,82,27.4%
Primoz Brezec,26.1,CHA,Big,2160,66,73.2%,35,11.8%,70,2.0%,84,27.5%
Devin Brown,26.8,UTA,Wing,1641,34,74.5%,83,14.5%,48,1.6%,15,10.8%
Kwame Brown,23.6,LAL,Big,1966,16,54.6%,91,23.8%,68,2.0%,71,25.2%
P.J. Brown,36.0,NOP,Big,2365,94,82.7%,34,11.6%,23,1.1%,47,21.6%
Rick Brunson,33.4,HOU,Combo,206,0,42.9%,9,2.2%,4,0.7%,95,100.0%
Kobe Bryant,27.2,LAL,Combo,3271,91,85.2%,73,12.4%,100,4.7%,53,23.0%
Greg Buckner,29.1,DEN,Wing,1721,63,79.6%,7,4.8%,18,0.8%,98,55.0%
Pat Burke,31.9,PHX,Big,268,0,61.5%,8,6.1%,66,1.9%,20,14.3%
Antonio Burks,25.7,MEM,Point,513,0,50.0%,17,4.4%,21,1.5%,98,66.7%
Kevin Burleson,26.6,CHA,Combo,307,0,94.1%,18,4.9%,36,1.5%,58,25.0%
Caron Butler,25.6,WAS,Wing,2688,91,86.7%,59,11.4%,52,1.6%,41,18.0%
Jackie Butler,20.6,NYK,Big,651,65,73.0%,52,14.1%,46,1.6%,94,35.7%
Rasual Butler,26.4,NOP,Wing,1787,19,69.4%,20,6.9%,13,0.8%,28,15.9%
Andrew Bynum,18.0,LAL,Big,307,0,33.3%,35,11.8%,8,0.8%,92,33.3%
Will Bynum,22.8,GSW,Point,144,0,57.1%,69,10.2%,31,1.5%,54,20.0%
Zarko Cabarkapa,24.4,GSW,Big,442,48,67.2%,72,18.0%,74,2.1%,15,12.5%
Jose Calderon,24.1,TOR,Point,1445,84,85.6%,65,9.6%,40,1.6%,81,25.8%
Marcus Camby,31.6,DEN,Big,1851,60,71.4%,22,9.3%,26,1.2%,46,21.5%
Brian Cardinal,28.5,MEM,Big,388,55,70.4%,23,9.6%,72,2.0%,10,9.1%
Matt Carroll,25.2,CHA,Wing,1199,82,84.2%,65,11.5%,37,1.3%,59,21.4%
Anthony Carter,30.4,MIN,Point,569,26,72.7%,88,13.7%,46,1.9%,77,25.0%
Vince Carter,28.8,BKN,Wing,2900,64,79.9%,78,13.8%,99,3.8%,73,23.3%
Sam Cassell,36.0,LAC,Point,2651,87,86.3%,50,8.2%,79,2.5%,21,12.2%
Kelvin Cato,31.2,ORL,Big,298,70,74.3%,73,18.4%,33,1.3%,8,6.3%
Tyson Chandler,23.1,CHI,Big,2107,9,50.8%,94,25.6%,49,1.6%,46,21.1%
Calbert Cheaney,34.3,GSW,Forward,413,0,100.0%,2,2.8%,7,0.9%,0,0.0%
Josh Childress,22.4,ATL,Wing,2193,48,76.7%,88,15.8%,32,1.1%,54,20.9%
Doug Christie,35.5,DAL,Wing,184,0,66.7%,95,18.8%,14,0.8%,0,0.0%
Speedy Claxton,27.5,NOP,Combo,1970,49,76.4%,85,14.6%,98,3.5%,56,24.6%
Mateen Cleaves,28.2,OKC,Point,200,0,75.0%,77,11.7%,60,2.0%,0,0.0%
Jarron Collins,26.9,UTA,Big,1701,59,71.4%,85,22.0%,87,2.5%,23,16.0%
Jason Collins,26.9,BKN,Big,1891,10,51.2%,29,10.8%,41,1.5%,16,12.9%
Nick Collison,25.0,OKC,Big,1438,54,69.4%,37,12.0%,32,1.3%,87,29.4%
Brian Cook,24.9,LAL,Big,1504,95,83.2%,18,8.5%,4,0.6%,17,13.0%
Jamal Crawford,25.6,NYK,Combo,2465,72,82.6%,71,12.3%,47,1.7%,51,22.8%
Austin Croshere,30.5,IND,Forward,1138,98,88.0%,42,10.4%,48,1.4%,23,12.5%
Eddy Curry,22.9,NYK,Big,1860,36,63.2%,98,30.9%,83,2.3%,53,22.7%
Samuel Dalembert,25.5,PHI,Big,1757,56,70.5%,53,14.3%,24,1.2%,62,23.7%
Erick Dampier,30.3,DAL,Big,1912,23,59.2%,89,22.8%,58,1.8%,34,18.8%
Antonio Daniels,30.6,WAS,Point,2248,68,84.4%,98,18.3%,67,2.1%,65,21.6%
Marquis Daniels,24.8,DAL,Wing,1729,37,74.9%,80,14.2%,45,1.5%,47,20.0%
Antonio Davis,37.0,NYK,Forward,747,51,73.8%,68,15.1%,75,1.9%,82,25.9%
Antonio Davis,37.0,TOR,Forward,190,0,35.0%,100,27.5%,20,1.0%,43,18.2%
Baron Davis,26.6,GSW,Point,1960,3,67.4%,81,12.2%,85,2.7%,83,26.5%
Dale Davis,36.6,DET,Big,149,0,53.3%,68,17.4%,29,1.3%,0,0.0%
Ricky Davis,26.1,BOS,Wing,1738,57,78.4%,27,8.0%,87,2.3%,86,27.1%
Ricky Davis,26.1,MIN,Wing,1451,74,81.0%,44,9.6%,85,2.3%,30,16.4%
Carlos Delfino,23.2,DET,Wing,613,11,66.7%,45,10.0%,27,1.0%,11,5.0%
Tony Delk,31.8,DET,Combo,358,0,72.0%,33,7.1%,29,1.4%,75,27.3%
Luol Deng,20.5,CHI,Forward,2592,53,74.8%,45,10.9%,55,1.5%,47,18.6%
Boris Diaw,23.5,PHX,Big,2842,66,73.3%,36,11.9%,77,2.2%,85,28.2%
Dan Dickau,27.1,BOS,Point,229,0,100.0%,6,2.2%,87,2.8%,0,0.0%
Travis Diener,23.7,ORL,Combo,224,0,83.3%,0,0.0%,33,1.4%,98,0.0%
Ike Diogu,22.1,GSW,Big,967,90,81.2%,81,21.2%,53,1.7%,54,23.1%
DeSagana Diop,23.8,DAL,Big,1490,16,54.2%,58,15.0%,17,1.1%,54,23.1%
Juan Dixon,27.1,POR,Wing,1912,69,80.2%,25,7.7%,59,1.7%,82,25.8%
Michael Doleac,28.4,MIA,Big,302,88,80.8%,48,13.9%,4,0.6%,0,0.0%
Keyon Dooling,25.5,ORL,Combo,1126,79,83.5%,67,11.6%,80,2.3%,24,17.6%
Chris Duhon,23.2,CHI,Point,2116,63,82.0%,38,7.0%,37,1.6%,44,18.4%
Tim Duncan,29.5,SAS,Big,2775,35,63.1%,71,17.8%,95,3.3%,66,25.0%
Mike Dunleavy,25.1,GSW,Forward,2551,62,77.6%,50,11.6%,65,1.7%,52,20.2%
Ronald Dupree,24.8,MIN,Forward,229,0,29.0%,95,22.6%,40,1.3%,13,7.1%
John Edwards,24.3,ATL,Big,280,0,72.7%,15,7.7%,15,1.0%,37,20.0%
Howard Eisley,32.9,DEN,Point,270,0,81.8%,44,7.8%,69,2.2%,0,0.0%
Howard Eisley,32.9,LAC,Point,109,0,0.0%,0,0.0%,17,1.4%,100,0.0%
Monta Ellis,20.0,GSW,Combo,829,14,69.6%,56,8.7%,9,0.8%,25,18.5%
Francisco Elson,29.7,DEN,Big,1547,38,64.8%,33,11.4%,7,0.7%,37,20.0%
Melvin Ely,27.5,CHA,Big,1319,46,67.0%,64,16.2%,97,3.5%,54,23.1%
Maurice Evans,27.0,DET,Wing,1037,65,80.0%,37,9.0%,16,0.8%,31,16.7%
Reggie Evans,25.5,DEN,Big,595,12,51.6%,97,29.4%,89,2.8%,11,10.8%
Reggie Evans,25.5,OKC,Big,782,17,55.0%,86,22.0%,96,3.5%,27,17.4%
Daniel Ewing,22.6,LAC,Combo,902,88,84.8%,20,5.9%,5,0.8%,4,7.1%
Raymond Felton,21.3,CHA,Combo,2362,26,72.5%,62,9.8%,67,2.0%,71,26.7%
Michael Finley,32.7,SAS,Forward,1975,94,85.1%,3,2.9%,42,1.3%,18,10.0%
Derek Fisher,31.2,GSW,Combo,2548,77,83.3%,53,8.6%,93,2.7%,44,21.3%
Gerald Fitch,23.2,MIA,Point,212,0,73.3%,67,9.8%,15,1.3%,23,12.5%
T.J. Ford,22.6,MIL,Point,2538,34,75.3%,71,10.7%,52,2.0%,85,27.8%
Danny Fortson,29.6,OKC,Big,273,79,76.7%,99,31.7%,87,2.5%,96,40.0%
Jeff Foster,28.8,IND,Big,1573,29,60.4%,90,23.1%,54,1.7%,37,20.0%
Adonal Foyle,30.7,GSW,Big,1818,30,61.2%,28,10.6%,12,0.9%,95,38.2%
Richie Frahm,28.2,HOU,Wing,109,0,75.0%,15,5.9%,5,0.4%,0,0.0%
Richie Frahm,28.2,MIN,Combo,217,0,60.0%,0,0.0%,2,0.6%,98,0.0%
Steve Francis,28.7,NYK,Combo,639,44,75.7%,98,21.0%,84,2.4%,55,23.9%
Steve Francis,28.7,ORL,Combo,1731,56,79.5%,93,17.7%,95,2.8%,40,20.5%
Channing Frye,22.5,NYK,Big,1522,92,82.4%,42,12.9%,63,1.9%,49,22.2%
Dan Gadzuric,27.7,MIL,Big,844,2,45.1%,42,13.2%,66,1.9%,91,32.6%
Francisco Garcia,23.8,SAC,Wing,1217,33,74.4%,40,9.3%,49,1.6%,92,30.0%
Kevin Garnett,29.5,MIN,Big,2949,89,81.1%,51,14.1%,98,3.9%,72,25.3%
Pat Garrity,29.2,ORL,Forward,920,72,80.0%,5,3.3%,13,0.9%,75,25.0%
Pau Gasol,25.3,MEM,Big,3125,53,68.7%,70,17.5%,99,4.4%,32,18.5%
Devean George,28.2,LAL,Wing,1509,16,67.4%,19,6.7%,28,1.0%,21,13.8%
Manu Ginobili,28.3,SAS,Wing,1804,53,77.7%,90,15.9%,98,3.7%,46,19.2%
Gordan Giricek,28.4,UTA,Wing,952,40,75.4%,14,5.8%,68,1.8%,83,26.1%
Ryan Gomes,23.2,BOS,Forward,1341,57,76.3%,77,16.1%,45,1.3%,33,15.6%
Drew Gooden,24.1,CLE,Big,2156,52,68.1%,65,16.2%,40,1.5%,58,23.3%
Ben Gordon,22.6,CHI,Wing,2465,60,78.5%,28,8.1%,79,2.0%,57,21.2%
Joey Graham,23.4,TOR,Wing,1531,73,81.0%,76,13.2%,26,1.0%,44,18.6%
Stephen Graham,23.4,CLE,Wing,110,0,100.0%,60,11.4%,4,0.4%,0,0.0%
Danny Granger,22.5,IND,Forward,1697,70,79.4%,58,12.6%,58,1.5%,70,22.6%
Brian Grant,33.7,PHX,Big,234,0,85.7%,1,3.3%,35,1.4%,98,50.0%
Devin Green,23.0,LAL,Wing,113,0,54.5%,100,23.1%,3,0.4%,31,16.7%
Gerald Green,19.8,BOS,Wing,340,71,80.6%,60,11.4%,0,0.1%,45,18.8%
Willie Green,24.3,PHI,Combo,138,0,66.7%,5,1.7%,25,1.4%,95,100.0%
Orien Greene,23.7,BOS,Combo,1167,2,63.3%,49,8.4%,13,1.0%,15,14.3%
Adrian Griffin,31.3,DAL,Wing,1199,51,77.4%,49,10.5%,8,0.6%,19,13.0%
Eddie Griffin,23.4,MIN,Big,1333,25,59.7%,19,8.7%,9,0.8%,60,23.5%
Anthony Grundy,26.5,ATL,Combo,104,0,64.3%,89,16.3%,53,1.7%,78,28.6%
Richard Hamilton,27.7,DET,Wing,2820,84,84.5%,29,8.1%,78,1.9%,79,25.4%
Matt Harpring,29.4,UTA,Wing,1928,27,72.5%,86,15.4%,94,3.1%,51,20.3%
Al Harrington,25.7,ATL,Forward,2773,26,69.4%,48,11.2%,73,1.9%,62,22.0%
Othella Harrington,31.8,CHI,Big,806,32,62.4%,57,14.8%,94,3.2%,49,22.2%
Devin Harris,22.7,DAL,Point,1216,21,71.7%,100,19.2%,92,3.7%,87,30.6%
David Harrison,23.2,IND,Big,978,5,49.7%,87,22.3%,84,2.4%,51,22.5%
Jason Hart,27.5,SAC,Combo,716,5,64.0%,47,8.3%,45,1.7%,9,12.5%
Udonis Haslem,25.4,MIA,Big,2477,84,78.8%,30,10.8%,16,1.1%,22,15.7%
Trenton Hassell,26.7,MIN,Combo,2499,40,74.9%,78,13.0%,16,1.1%,80,28.7%
Chuck Hayes,22.4,HOU,Big,486,34,62.9%,61,16.0%,44,1.6%,87,29.4%
Jarvis Hayes,24.2,WAS,Forward,497,96,85.2%,25,7.1%,5,0.7%,92,30.8%
Brendan Haywood,25.9,WAS,Big,1873,20,58.5%,73,18.3%,72,2.0%,31,18.3%
Luther Head,22.9,HOU,Combo,2248,16,70.1%,31,6.8%,15,1.1%,42,20.9%
Alan Henderson,32.9,CLE,Big,449,63,72.2%,80,21.1%,5,0.6%,75,26.3%
Grant Hill,33.1,ORL,Wing,612,46,76.5%,85,15.4%,86,2.3%,75,23.8%
Kirk Hinrich,24.8,CHI,Combo,2943,65,81.8%,60,9.6%,78,2.2%,18,16.2%
Robert Horry,35.2,SAS,Big,1171,42,65.2%,7,5.9%,65,1.9%,0,0.0%
Eddie House,27.5,PHX,Combo,1337,70,82.4%,4,1.2%,18,1.1%,5,11.1%
Dwight Howard,19.9,ORL,Big,3015,24,59.5%,94,25.1%,92,2.9%,64,23.9%
Josh Howard,25.5,DAL,Wing,1901,29,73.1%,85,15.1%,56,1.6%,78,25.4%
Juwan Howard,32.7,HOU,Big,2533,88,80.6%,23,9.4%,18,1.1%,78,26.7%
Troy Hudson,29.6,MIN,Combo,785,100,92.2%,15,3.6%,85,2.5%,91,41.7%
Larry Hughes,26.8,CLE,Wing,1255,38,74.9%,87,15.6%,60,1.7%,36,17.1%
Kris Humphries,20.7,UTA,Forward,522,4,54.5%,47,10.9%,82,2.1%,18,10.0%
Lindsey Hunter,34.9,DET,Point,334,0,50.0%,4,2.1%,2,0.7%,0,0.0%
Steven Hunter,24.0,PHI,Big,1283,11,51.5%,79,20.7%,15,1.0%,84,27.5%
Andre Iguodala,21.8,PHI,Forward,3063,55,75.4%,83,18.8%,32,1.2%,27,12.6%
Zydrunas Ilgauskas,30.4,CLE,Big,2273,96,83.3%,66,16.8%,76,2.1%,59,23.4%
Allen Iverson,30.4,PHI,Point,3091,58,81.4%,94,16.4%,100,4.1%,52,19.9%
Royal Ivey,23.9,ATL,Point,939,0,70.6%,2,2.0%,6,1.0%,54,20.0%
Jarrett Jack,22.0,POR,Combo,1522,58,79.6%,82,13.2%,40,1.6%,67,25.9%
Bobby Jackson,32.6,MEM,Combo,1753,28,72.9%,36,7.8%,71,2.1%,45,21.3%
Jermaine Jackson,29.4,MIL,Point,181,0,90.0%,96,17.4%,98,4.0%,96,50.0%
Jim Jackson,35.0,PHX,Wing,399,0,69.2%,3,3.1%,9,0.7%,0,0.0%
Luke Jackson,24.0,CLE,Wing,248,0,70.6%,30,8.3%,66,1.8%,31,16.7%
Marc Jackson,30.8,BKN,Big,375,64,72.4%,27,10.4%,51,1.6%,77,26.7%
Marc Jackson,30.8,NOP,Big,566,92,82.4%,10,6.8%,37,1.4%,96,40.0%
Stephen Jackson,27.6,IND,Wing,2892,58,78.5%,57,11.2%,65,1.7%,25,14.9%
Jerome James,30.0,NYK,Big,404,33,62.5%,63,16.1%,22,1.1%,80,27.3%
LeBron James,20.8,CLE,Wing,3348,30,73.9%,93,17.5%,93,2.9%,91,29.7%
Mike James,30.4,TOR,Combo,2917,81,83.7%,44,8.1%,89,2.6%,71,26.7%
Antawn Jamison,29.4,WAS,Forward,3272,45,73.2%,23,7.0%,72,1.9%,88,27.5%
Marko Jaric,26.9,MIN,Wing,2088,18,69.1%,36,9.0%,76,1.9%,31,16.7%
Sarunas Jasikevicius,29.7,IND,Combo,1487,98,91.1%,35,7.4%,35,1.5%,7,12.1%
Al Jefferson,20.8,BOS,Big,1023,37,63.9%,66,16.9%,28,1.2%,80,27.1%
Richard Jefferson,25.4,BKN,Forward,3050,79,81.1%,92,21.5%,90,2.5%,57,21.7%
Jared Jeffries,23.9,WAS,Big,1941,21,58.9%,67,16.9%,25,1.2%,32,18.5%
Anthony Johnson,31.1,IND,Point,1960,32,75.2%,29,6.5%,54,2.0%,31,14.6%
DerMarr Johnson,25.5,DEN,Wing,879,75,81.3%,11,5.4%,22,0.9%,95,43.8%
Joe Johnson,24.3,ATL,Combo,3331,53,79.1%,38,7.8%,65,2.0%,84,31.6%
Linton Johnson,25.4,NOP,Forward,446,0,73.9%,12,6.0%,22,1.0%,23,12.5%
Dahntay Jones,24.8,MEM,Wing,894,7,62.3%,73,13.0%,19,0.8%,23,14.3%
Damon Jones,29.2,CLE,Combo,2051,5,64.0%,7,2.1%,0,0.6%,82,30.0%
Eddie Jones,34.0,MEM,Wing,2429,55,77.9%,45,10.0%,72,1.8%,22,14.1%
Fred Jones,26.6,IND,Wing,1775,43,75.9%,55,10.9%,57,1.6%,74,23.4%
James Jones,25.1,PHX,Forward,1693,92,84.1%,22,6.9%,52,1.4%,38,17.1%
Jumaine Jones,26.7,CHA,Forward,2054,40,72.6%,8,5.2%,37,1.2%,92,30.8%
Chris Kaman,23.5,LAC,Big,2550,78,76.7%,49,14.0%,55,1.7%,66,24.5%
Jason Kapono,24.7,MIA,Wing,600,94,89.7%,6,4.3%,12,0.8%,23,14.3%
Mario Kasun,25.6,ORL,Big,195,0,78.3%,39,12.5%,36,1.4%,12,11.1%
Viktor Khryapa,23.2,POR,Forward,1436,23,68.9%,53,11.8%,62,1.6%,35,16.7%
Jason Kidd,32.6,BKN,Point,2970,47,79.3%,35,6.9%,29,1.5%,46,18.5%
Andrei Kirilenko,24.7,UTA,Forward,2600,28,69.7%,97,22.9%,92,2.6%,38,17.1%
Linas Kleiza,20.8,DEN,Forward,467,30,69.7%,85,19.2%,25,1.1%,73,24.2%
Brevin Knight,30.0,CHA,Point,2339,53,80.6%,85,12.7%,71,2.2%,63,20.4%
Kyle Korver,24.6,PHI,Wing,2517,83,84.3%,2,2.4%,38,1.3%,62,22.2%
Nenad Krstic,22.3,BKN,Big,2463,55,69.8%,37,12.0%,69,2.0%,58,23.3%
Toni Kukoc,37.1,MIL,Forward,976,38,72.5%,17,6.3%,33,1.2%,95,31.6%
Raef LaFrentz,29.4,BOS,Big,2025,52,68.0%,6,5.2%,6,0.6%,37,20.0%
David Lee,22.5,NYK,Forward,1043,8,57.0%,98,23.0%,18,1.0%,78,25.4%
Voshon Lenard,32.5,DEN,Wing,238,0,38.5%,4,3.8%,24,0.9%,76,25.0%
Voshon Lenard,32.5,POR,Wing,200,0,60.0%,42,9.4%,73,1.8%,17,12.5%
Rashard Lewis,26.2,OKC,Forward,2870,83,81.8%,62,12.8%,95,2.7%,53,20.9%
Shaun Livingston,20.1,LAC,Wing,1494,21,70.1%,31,8.5%,43,1.4%,9,3.2%
Tyronn Lue,28.5,ATL,Point,1227,82,85.5%,42,7.5%,83,2.7%,33,15.2%
Mark Madsen,29.8,MIN,Big,635,2,44.4%,34,11.6%,85,2.4%,15,12.5%
Corey Maggette,26.0,LAC,Wing,932,80,82.7%,99,22.5%,95,3.1%,31,16.7%
Jamaal Magloire,27.4,MIL,Big,2462,14,53.5%,75,18.4%,88,2.6%,34,18.8%
Stephon Marbury,28.7,NYK,Combo,2186,42,75.5%,87,16.1%,62,2.0%,64,25.5%
Shawn Marion,27.5,PHX,Forward,3260,75,80.7%,32,8.8%,38,1.2%,67,22.5%
Sean Marks,30.2,SAS,Big,133,0,55.6%,11,6.9%,1,0.4%,66,25.0%
Donyell Marshall,32.5,CLE,Big,2056,75,75.8%,6,5.9%,25,1.2%,14,12.2%
Rawle Marshall,23.7,DAL,Wing,212,54,77.8%,92,17.2%,53,1.6%,14,9.1%
Darrick Martin,34.7,TOR,Point,300,0,77.3%,25,5.7%,35,1.6%,0,0.0%
Kenyon Martin,27.8,DEN,Big,1543,58,71.2%,41,12.9%,16,1.1%,57,23.3%
Kevin Martin,22.7,SAC,Wing,1848,88,85.1%,82,14.4%,41,1.3%,45,19.0%
Desmond Mason,28.1,NOP,Forward,2075,19,68.2%,70,15.3%,85,2.1%,37,16.8%
Sean May,21.6,CHA,Big,384,76,76.2%,46,13.6%,80,2.3%,65,24.0%
DJ Mbenga,24.8,DAL,Big,169,0,56.3%,32,11.4%,65,1.9%,0,0.0%
Rashad McCants,21.1,MIN,Combo,1300,23,72.4%,55,8.6%,24,1.4%,16,15.2%
Walter McCarty,31.7,LAC,Forward,319,0,55.0%,40,10.1%,43,1.3%,63,22.2%
Antonio McDyess,31.2,DET,Big,1702,18,55.8%,22,8.9%,57,1.8%,52,22.6%
Tracy McGrady,26.4,HOU,Wing,1741,35,74.7%,74,13.1%,95,3.2%,55,21.1%
Jeff McInnis,31.0,BKN,Combo,459,12,69.2%,45,8.2%,22,1.4%,75,27.3%
Aaron McKie,33.1,LAL,Point,110,0,50.0%,54,8.3%,0,0.4%,0,0.0%
Keith McLeod,26.0,UTA,Point,1173,50,79.4%,75,11.2%,58,2.0%,13,7.5%
Chris Mihm,26.3,LAL,Big,1539,62,71.5%,59,15.3%,89,2.6%,28,17.5%
CJ Miles,18.6,UTA,Wing,133,0,63.6%,25,7.8%,64,1.7%,0,0.0%
Darius Miles,24.1,POR,Forward,1271,2,53.7%,60,12.8%,87,2.2%,68,22.5%
Darko Milicic,20.4,ORL,Big,616,27,60.0%,16,8.3%,41,1.5%,12,11.1%
Andre Miller,29.6,DEN,Combo,2927,37,73.8%,95,18.0%,75,2.1%,29,19.3%
Brad Miller,29.6,SAC,Big,2921,95,82.8%,54,14.3%,60,1.8%,53,22.7%
Mike Miller,25.7,MEM,Wing,2243,66,80.1%,39,9.1%,70,1.8%,93,30.1%
Yao Ming,25.1,HOU,Big,1945,98,85.3%,70,17.7%,99,4.5%,89,30.2%
Cuttino Mobley,30.2,LAC,Combo,2966,84,84.1%,42,8.1%,55,1.8%,49,22.1%
Nazr Mohammed,28.2,SAS,Big,1333,85,79.0%,68,17.0%,31,1.3%,74,26.1%
Sergei Monia,22.5,POR,Wing,316,0,70.0%,22,7.1%,1,0.3%,31,16.7%
Mikki Moore,30.0,OKC,Big,549,67,73.3%,63,16.1%,82,2.3%,10,9.1%
Terence Morris,26.8,ORL,Forward,171,0,100.0%,0,2.4%,3,0.5%,100,100.0%
Alonzo Mourning,35.7,MIA,Big,1290,22,59.0%,92,24.5%,94,3.2%,44,21.1%
Troy Murphy,25.5,GSW,Big,2509,84,78.7%,56,14.7%,58,1.8%,63,23.7%
Lamond Murray,32.5,BKN,Forward,497,6,55.9%,35,9.7%,17,1.0%,8,6.3%
