Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Randy Foye,23.1,MIN,Combo,1832,79,84.9%,54,10.3%,70,1.9%,21,17.3%
Adonal Foyle,31.6,GSW,Big,402,0,52.6%,19,9.2%,27,1.2%,10,14.3%
Steve Francis,29.7,NYK,Combo,1231,60,82.9%,100,23.3%,61,1.7%,48,21.9%
Matt Freije,25.1,ATL,Forward,125,0,75.0%,2,2.0%,0,0.4%,0,0.0%
Channing Frye,23.5,NYK,Big,1885,83,78.7%,4,5.7%,48,1.4%,43,22.0%
Dan Gadzuric,28.7,MIL,Big,806,6,45.5%,57,15.9%,45,1.4%,29,19.5%
Jorge Garbajosa,28.9,TOR,Forward,1900,30,72.7%,6,4.2%,76,1.8%,29,17.4%
Francisco Garcia,24.8,SAC,Wing,1313,69,82.0%,21,7.0%,80,1.9%,72,26.9%
Kevin Garnett,30.5,MIN,Big,2988,93,83.5%,41,13.1%,93,3.1%,29,19.5%
Pat Garrity,30.2,ORL,Big,230,0,92.3%,15,8.3%,47,1.4%,0,0.0%
Pau Gasol,26.3,MEM,Big,2120,67,74.8%,69,18.4%,94,3.2%,49,23.0%
Rudy Gay,20.2,MEM,Forward,2079,33,72.8%,57,11.1%,39,1.2%,61,23.3%
Mickael Gelabale,23.4,OKC,Wing,1151,52,79.5%,66,11.4%,37,1.0%,80,29.0%
Devean George,29.2,DAL,Forward,1214,37,73.3%,20,6.4%,24,0.9%,94,30.4%
Daniel Gibson,20.7,CLE,Combo,946,17,70.3%,30,7.4%,13,1.1%,98,47.1%
Manu Ginobili,29.3,SAS,Wing,2041,83,86.0%,88,15.7%,94,3.0%,63,24.8%
Gordan Giricek,29.4,UTA,Wing,1164,64,80.7%,8,5.6%,62,1.5%,19,13.6%
Ryan Gomes,24.2,BOS,Forward,2265,72,81.1%,75,13.5%,20,0.8%,24,16.4%
Drew Gooden,25.1,CLE,Big,2226,59,71.4%,28,10.8%,51,1.5%,54,23.9%
Ben Gordon,23.6,CHI,Wing,2682,86,86.5%,49,10.0%,96,3.1%,37,19.6%
Joey Graham,24.4,TOR,Forward,1262,85,84.4%,78,14.5%,29,1.0%,82,26.7%
Stephen Graham,24.4,POR,Wing,162,0,88.9%,43,9.3%,58,1.5%,65,25.0%
Danny Granger,23.5,IND,Wing,2754,60,80.3%,67,11.5%,74,1.8%,88,32.1%
Gerald Green,20.8,BOS,Wing,1703,66,81.2%,48,9.8%,31,0.9%,43,21.3%
Willie Green,25.3,PHI,Wing,1816,13,66.7%,9,5.7%,45,1.1%,49,22.0%
Orien Greene,24.7,IND,Combo,211,0,57.9%,79,15.0%,27,1.3%,86,33.3%
Lynn Greer,27.0,MIL,Combo,358,0,90.0%,39,8.3%,43,1.6%,32,20.0%
Adrian Griffin,32.3,CHI,Wing,515,0,80.0%,19,6.6%,9,0.6%,20,14.3%
Richard Hamilton,28.7,DET,Wing,2756,84,86.3%,53,10.4%,93,2.9%,54,22.9%
Matt Harpring,30.4,UTA,Wing,1943,35,76.9%,85,15.3%,92,2.9%,59,24.1%
Al Harrington,26.7,GSW,Big,1348,45,68.1%,18,8.9%,41,1.4%,14,15.8%
Al Harrington,26.7,IND,Forward,1204,26,71.3%,27,8.1%,86,2.1%,47,21.4%
Junior Harrington,26.1,MEM,Combo,526,10,68.2%,61,11.3%,36,1.5%,0,0.0%
Othella Harrington,32.8,CHA,Big,195,0,75.0%,18,8.9%,90,2.7%,0,0.0%
Devin Harris,23.7,DAL,Combo,2048,57,82.6%,93,18.6%,91,2.4%,84,32.2%
David Harrison,24.2,IND,Big,143,0,57.1%,59,16.3%,99,4.5%,57,25.0%
Jason Hart,28.5,LAC,Point,744,89,88.9%,19,4.5%,57,1.8%,0,0.0%
Udonis Haslem,26.4,MIA,Big,2468,49,68.3%,31,11.2%,55,1.6%,68,26.4%
Trenton Hassell,27.7,MIN,Wing,2218,42,78.3%,26,7.6%,16,0.8%,36,19.4%
Chuck Hayes,23.4,HOU,Big,1669,28,61.9%,21,9.6%,7,0.9%,21,17.6%
Jarvis Hayes,25.2,WAS,Forward,1565,83,84.1%,18,6.2%,6,0.7%,33,17.6%
Brendan Haywood,26.9,WAS,Big,1724,16,55.3%,90,23.6%,43,1.4%,71,27.0%
Luther Head,23.9,HOU,Combo,2150,36,78.8%,13,4.9%,11,1.1%,39,20.6%
Alan Henderson,33.9,PHI,Big,411,52,68.9%,99,28.4%,58,1.7%,92,34.8%
Walter Herrmann,27.4,CHA,Big,851,73,76.9%,0,3.6%,73,2.0%,92,36.4%
Nene Hilario,24.1,DEN,Big,1710,53,68.9%,78,20.4%,77,2.1%,57,25.0%
Grant Hill,34.1,ORL,Forward,2004,52,76.5%,96,19.0%,63,1.5%,78,26.2%
Kirk Hinrich,25.8,CHI,Combo,2831,64,83.5%,36,8.2%,89,2.3%,73,27.5%
Ryan Hollins,22.1,CHA,Big,142,25,60.7%,99,28.9%,89,2.6%,73,27.3%
Robert Horry,36.2,SAS,Big,1109,22,59.4%,8,6.5%,65,1.8%,21,17.6%
Eddie House,28.5,BKN,Wing,906,99,91.2%,2,2.7%,3,0.4%,73,27.3%
Dwight Howard,20.9,ORL,Big,3019,20,58.6%,96,26.9%,97,3.7%,55,24.1%
Josh Howard,26.5,DAL,Wing,2446,74,82.5%,74,12.1%,66,1.6%,75,27.5%
Juwan Howard,33.7,HOU,Big,2091,90,82.4%,27,10.8%,4,0.8%,8,10.1%
Troy Hudson,30.6,MIN,Point,530,40,80.0%,2,2.1%,79,2.3%,0,0.0%
Larry Hughes,27.8,CLE,Combo,2575,7,67.6%,75,13.9%,23,1.2%,63,24.5%
Kris Humphries,21.7,TOR,Big,625,40,66.7%,69,18.5%,79,2.1%,72,27.0%
Lindsey Hunter,35.9,DET,Point,672,93,90.3%,23,4.8%,30,1.4%,36,18.2%
Steven Hunter,25.0,PHI,Big,1573,7,49.0%,75,19.5%,20,1.1%,75,27.4%
Andre Iguodala,22.8,PHI,Wing,3054,70,82.1%,97,19.2%,85,2.2%,23,16.0%
Zydrunas Ilgauskas,31.4,CLE,Big,2124,87,80.7%,23,9.8%,49,1.5%,66,26.2%
Ersan Ilyasova,19.5,MIL,Forward,891,63,78.9%,47,9.9%,61,1.5%,80,26.5%
Allen Iverson,31.4,DEN,Combo,2116,24,76.0%,88,17.1%,95,2.7%,43,21.0%
Allen Iverson,31.4,PHI,Combo,638,95,88.5%,89,17.3%,100,3.6%,50,21.9%
Royal Ivey,24.9,ATL,Combo,481,0,76.0%,20,5.3%,34,1.4%,9,14.3%
Jarrett Jack,23.0,POR,Point,2634,78,86.8%,72,10.1%,72,2.2%,64,25.0%
Bobby Jackson,33.6,NOP,Wing,1307,38,77.4%,77,13.0%,72,1.8%,56,23.3%
Luke Jackson,25.0,TOR,Wing,114,0,71.4%,29,8.3%,81,2.0%,94,33.3%
Marc Jackson,31.8,NOP,Big,1005,98,87.4%,37,12.4%,44,1.4%,81,28.8%
Stephen Jackson,28.6,GSW,Wing,1290,61,80.4%,73,12.0%,59,1.5%,57,23.5%
Stephen Jackson,28.6,IND,Wing,1183,68,81.9%,62,11.0%,75,1.9%,74,27.5%
Jerome James,31.0,NYK,Big,247,0,71.4%,14,8.0%,11,0.9%,85,33.3%
LeBron James,21.8,CLE,Wing,3176,16,69.8%,92,17.2%,88,2.6%,85,30.8%
Mike James,31.4,MIN,Point,2059,73,83.5%,53,8.6%,58,1.8%,57,21.9%
Antawn Jamison,30.4,WAS,Forward,2653,39,73.6%,53,10.4%,80,1.8%,67,24.2%
Marko Jaric,27.9,MIN,Wing,1524,32,75.9%,63,11.1%,29,0.9%,32,18.4%
Sarunas Jasikevicius,30.7,GSW,Point,242,76,86.2%,89,12.0%,64,2.1%,15,9.1%
Sarunas Jasikevicius,30.7,IND,Point,634,100,91.9%,26,5.6%,62,2.1%,94,50.0%
Al Jefferson,21.8,BOS,Big,2314,46,68.1%,55,15.6%,38,1.3%,85,33.3%
Richard Jefferson,26.4,BKN,Forward,1950,35,73.3%,92,17.4%,88,2.2%,10,11.7%
Jared Jeffries,24.9,NYK,Forward,1295,2,45.6%,88,15.9%,4,0.6%,71,24.3%
Alexander Johnson,23.7,MEM,Big,740,43,67.5%,92,24.3%,68,1.9%,44,22.0%
Anthony Johnson,32.1,ATL,Combo,732,43,80.0%,7,4.5%,39,1.5%,54,22.2%
Anthony Johnson,32.1,DAL,Point,508,0,75.0%,17,4.4%,45,1.6%,0,0.0%
DerMarr Johnson,26.5,DEN,Wing,383,0,78.9%,15,6.3%,2,0.3%,11,11.1%
Joe Johnson,25.3,ATL,Wing,2353,28,74.8%,32,8.5%,97,3.2%,67,25.2%
Linton Johnson,26.4,NOP,Big,696,96,84.8%,7,6.2%,23,1.1%,57,25.0%
Bobby Jones,22.8,PHI,Forward,271,4,48.4%,84,15.3%,73,1.7%,4,7.7%
Dahntay Jones,25.8,MEM,Wing,1640,58,80.0%,90,16.0%,42,1.1%,69,25.9%
Damon Jones,30.2,CLE,Combo,1133,10,68.2%,2,2.3%,2,0.5%,66,25.0%
Eddie Jones,35.0,MEM,Wing,559,27,73.5%,45,9.4%,70,1.7%,94,33.3%
Eddie Jones,35.0,MIA,Wing,1024,75,82.9%,4,4.0%,35,1.0%,27,18.2%
Fred Jones,27.6,POR,Combo,423,0,83.3%,50,10.0%,63,1.7%,91,36.4%
Fred Jones,27.6,TOR,Wing,846,73,82.1%,81,14.3%,53,1.4%,58,23.7%
James Jones,26.1,PHX,Wing,1332,90,87.3%,23,7.5%,50,1.3%,71,26.5%
Solomon Jones,22.3,ATL,Big,613,74,77.0%,77,20.3%,60,1.7%,21,17.2%
Chris Kaman,24.5,LAC,Big,2166,66,74.3%,50,14.7%,56,1.6%,77,28.3%
Jason Kapono,25.7,MIA,Wing,1697,94,88.4%,0,2.3%,26,0.9%,0,0.0%
Viktor Khryapa,24.2,CHI,Forward,160,0,64.3%,39,9.4%,69,1.7%,0,0.0%
Jason Kidd,33.6,BKN,Point,2925,31,77.8%,42,7.4%,43,1.6%,40,18.3%
Tarence Kinsey,22.6,MEM,Wing,942,42,78.3%,75,12.5%,27,0.9%,13,12.2%
Andrei Kirilenko,25.7,UTA,Wing,2046,26,72.8%,99,20.0%,79,1.9%,16,12.9%
Linas Kleiza,21.8,DEN,Forward,1451,87,86.6%,59,11.5%,8,0.7%,8,10.2%
Brevin Knight,31.0,CHA,Point,1265,42,80.3%,87,11.4%,42,1.6%,19,13.3%
Kyle Korver,25.6,PHI,Forward,2238,98,91.6%,12,5.9%,67,1.6%,33,17.6%
Nenad Krstic,23.3,BKN,Big,847,58,71.1%,51,14.7%,70,1.9%,77,28.3%
Raef LaFrentz,30.4,POR,Big,314,0,73.9%,34,11.9%,0,0.3%,85,33.3%
David Lee,23.5,NYK,Big,1691,88,81.3%,70,18.6%,18,1.1%,79,28.6%
Rashard Lewis,27.2,OKC,Forward,2343,80,84.1%,51,10.3%,100,2.8%,37,18.8%
Shaun Livingston,21.1,LAC,Wing,1592,20,70.7%,55,10.4%,56,1.5%,78,28.6%
Kyle Lowry,20.6,MEM,Combo,174,98,89.3%,98,21.7%,93,2.6%,32,20.0%
John Lucas III,23.9,HOU,Point,292,0,72.7%,13,3.5%,21,1.1%,94,50.0%
Tyronn Lue,29.5,ATL,Point,1477,82,88.0%,47,7.8%,66,2.1%,42,18.6%
Mark Madsen,30.8,MIN,Big,440,0,48.0%,64,17.1%,82,2.3%,0,0.0%
Corey Maggette,27.0,LAC,Wing,2229,72,82.1%,100,25.5%,95,3.0%,33,18.5%
Jamaal Magloire,28.4,POR,Big,1677,13,53.8%,83,21.6%,97,3.5%,25,18.8%
Stephon Marbury,29.7,NYK,Combo,2741,31,76.9%,84,16.6%,38,1.5%,25,17.7%
Shawn Marion,28.5,PHX,Forward,3006,70,80.9%,37,9.1%,27,1.0%,55,22.1%
Donyell Marshall,33.5,CLE,Big,1310,39,65.8%,5,6.0%,25,1.2%,30,20.0%
Rawle Marshall,24.7,IND,Wing,307,6,61.5%,52,10.3%,75,1.8%,0,0.0%
Darrick Martin,35.7,TOR,Point,161,0,64.7%,34,6.8%,60,1.9%,0,0.0%
Kevin Martin,23.7,SAC,Combo,2811,76,84.3%,91,18.0%,86,2.3%,30,18.2%
Desmond Mason,29.1,NOP,Forward,2567,17,66.3%,82,14.8%,84,2.0%,45,21.3%
Roger Mason Jr.,26.1,WAS,Wing,429,0,90.9%,1,2.5%,4,0.4%,0,0.0%
Jason Maxiell,23.7,DET,Big,853,9,50.0%,76,20.1%,68,1.9%,40,21.1%
Sean May,22.6,CHA,Big,827,70,75.9%,49,14.2%,46,1.4%,26,19.2%
Rashad McCants,22.1,MIN,Wing,519,25,72.2%,68,11.7%,63,1.5%,0,0.0%
Antonio McDyess,32.2,DET,Big,1710,54,69.3%,26,10.4%,72,2.0%,56,24.6%
Tracy McGrady,27.4,HOU,Wing,2532,22,70.7%,79,13.4%,89,2.7%,52,22.3%
Jeff McInnis,32.0,CHA,Combo,647,0,70.8%,27,5.9%,14,1.1%,32,20.0%
Aaron McKie,34.1,LAL,Point,122,0,0.0%,0,0.0%,0,0.4%,100,0.0%
Keith McLeod,27.0,GSW,Combo,345,93,87.5%,80,15.4%,9,1.0%,7,6.3%
Keith McLeod,27.0,IND,Combo,307,0,90.5%,59,11.1%,29,1.3%,54,22.2%
CJ Miles,19.6,UTA,Wing,313,0,52.9%,20,6.7%,8,0.6%,0,0.0%
Darko Milicic,21.4,ORL,Big,1882,28,61.5%,46,13.9%,75,2.0%,17,16.5%
Andre Miller,30.6,DEN,Combo,813,21,72.9%,52,10.1%,82,2.2%,96,46.2%
Andre Miller,30.6,PHI,Point,2140,47,80.8%,85,11.0%,49,1.7%,43,19.0%
Brad Miller,30.6,SAC,Big,1776,76,77.2%,31,11.4%,38,1.3%,15,16.1%
Mike Miller,26.7,MEM,Wing,2733,50,79.3%,22,7.1%,76,1.9%,98,38.7%
Paul Millsap,21.7,UTA,Big,1388,57,70.6%,68,18.1%,64,1.8%,26,19.2%
Yao Ming,26.1,HOU,Big,1618,98,86.1%,71,18.7%,99,4.1%,25,18.9%
Cuttino Mobley,31.2,LAC,Combo,2816,67,83.5%,38,8.2%,57,1.7%,29,18.2%
Nazr Mohammed,29.2,DET,Big,721,35,64.0%,62,16.7%,32,1.3%,83,31.6%
Mikki Moore,31.0,BKN,Big,2076,51,68.7%,67,17.6%,79,2.1%,46,22.3%
Adam Morrison,22.3,CHA,Wing,2252,23,71.0%,11,5.8%,68,1.6%,24,16.1%
Alonzo Mourning,36.7,MIA,Big,1560,24,60.1%,97,27.2%,94,3.1%,49,22.6%
Troy Murphy,26.5,IND,Big,1168,77,77.2%,16,8.5%,34,1.3%,28,19.4%
Troy Murphy,26.5,GSW,Big,644,56,70.3%,39,12.9%,62,1.8%,14,16.0%
Ronald Murray,27.3,DET,Combo,1409,19,72.7%,57,10.7%,46,1.6%,41,20.8%
Dikembe Mutombo,40.4,HOU,Big,1268,48,68.2%,71,18.9%,53,1.5%,11,14.7%
Bostjan Nachbar,26.3,BKN,Forward,1480,65,79.7%,65,12.6%,45,1.2%,14,13.2%
