Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
LaMarcus Aldridge,25.3,POR,Big,258,47,46.1%,12,29%,93,38%,77,33%,93,71%,0,0%,0,0%,0,0%
Ray Allen,35.3,BOS,Wing,360,100,67.0%,38,19%,41,8%,56,24%,41,32%,76,14%,79,35%,76,50%
Tony Allen,28.8,MEM,Combo,348,22,43.1%,100,58%,78,22%,11,14%,22,36%,22,5%,0,1%,0,6%
Ryan Anderson,22.5,ORL,Big,145,2,36.7%,16,34%,5,3%,0,0%,2,3%,98,6%,100,56%,98,63%
Carmelo Anthony,26.4,NYK,Wing,155,21,43.1%,94,41%,38,7%,65,25%,47,33%,9,3%,50,23%,26,26%
Joel Anthony,28.2,MIA,Big,572,5,36.7%,84,73%,70,26%,9,2%,19,27%,0,0%,0,0%,0,0%
Trevor Ariza,25.3,NOP,Wing,240,26,45.3%,82,37%,74,19%,35,21%,53,40%,29,8%,12,15%,15,23%
Darrell Arthur,22.6,MEM,Big,197,37,44.6%,30,42%,67,26%,74,32%,74,58%,0,0%,0,0%,0,0%
Omer Asik,24.3,CHI,Big,136,49,46.2%,100,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
J.J. Barea,26.3,DAL,Combo,384,78,47.0%,78,38%,100,27%,0,9%,33,36%,11,3%,67,23%,33,26%
Matt Barnes,30.6,LAL,Wing,125,6,36.8%,100,56%,26,6%,18,11%,15,17%,53,11%,21,17%,32,28%
Brandon Bass,25.5,ORL,Big,138,23,42.1%,14,30%,16,9%,98,60%,91,70%,0,0%,0,0%,0,0%
Shane Battier,32.1,MEM,Forward,337,92,51.6%,17,25%,92,32%,0,2%,33,34%,100,25%,50,17%,83,42%
Nicolas Batum,21.9,POR,Forward,150,75,51.1%,25,26%,50,13%,17,9%,8,22%,92,22%,92,30%,100,52%
Marco Belinelli,24.6,NOP,Wing,171,18,42.9%,21,12%,82,20%,71,28%,74,48%,47,11%,65,29%,62,40%
Mike Bibby,32.5,MIA,Point,413,0,37.4%,0,4%,0,3%,47,24%,16,27%,89,22%,89,46%,89,68%
Steve Blake,30.7,LAL,Point,144,26,43.5%,5,4%,5,4%,5,13%,0,17%,95,26%,95,52%,100,78%
Keith Bogans,30.5,CHI,Wing,307,94,58.7%,15,10%,0,0%,0,6%,0,6%,100,46%,85,39%,100,84%
Matt Bonner,30.6,SAS,Big,122,91,62.5%,0,7%,23,15%,37,15%,23,30%,100,19%,98,44%,100,63%
Carlos Boozer,28.9,CHI,Big,506,33,43.3%,56,54%,44,20%,58,26%,49,46%,84,1%,0,0%,70,1%
Chris Bosh,26.6,MIA,Big,831,56,47.4%,33,43%,33,17%,88,39%,72,56%,0,0%,81,1%,77,1%
Elton Brand,31.6,PHI,Big,183,81,54.8%,5,27%,100,46%,60,27%,100,73%,0,0%,0,0%,0,0%
Ronnie Brewer,25.6,CHI,Forward,247,67,51.1%,58,41%,33,10%,92,37%,75,47%,33,4%,25,8%,17,12%
Shannon Brown,24.9,LAL,Wing,158,62,51.8%,62,30%,32,7%,62,25%,38,31%,71,13%,59,26%,59,39%
Kobe Bryant,32.2,LAL,Wing,353,38,47.8%,47,22%,88,26%,79,32%,94,58%,3,1%,29,19%,9,20%
Andrew Bynum,23.0,LAL,Big,318,79,54.3%,67,57%,88,36%,19,8%,40,43%,0,0%,0,0%,0,0%
Marcus Camby,36.6,POR,Big,166,58,47.7%,72,61%,53,22%,28,13%,30,35%,95,4%,0,0%,91,4%
Mario Chalmers,24.5,MIA,Point,502,79,54.3%,21,14%,47,15%,0,7%,11,22%,100,30%,79,34%,84,64%
Tyson Chandler,28.1,DAL,Big,678,88,58.2%,98,90%,7,5%,14,5%,5,10%,0,0%,0,0%,0,0%
Wilson Chandler,23.5,DEN,Wing,114,0,29.3%,44,22%,47,9%,100,47%,91,56%,38,9%,6,13%,12,22%
Jason Collins,31.9,ATL,Big,157,98,64.3%,81,71%,0,0%,67,29%,21,29%,0,0%,0,0%,0,0%
Darren Collison,23.2,IND,Point,145,26,43.5%,42,27%,100,35%,63,27%,95,61%,53,4%,16,8%,21,12%
Nick Collison,30.0,OKC,Big,411,95,64.0%,93,79%,12,8%,30,13%,9,21%,0,0%,0,0%,0,0%
Mike Conley,23.1,MEM,Point,505,21,42.0%,63,33%,58,19%,79,30%,68,49%,16,1%,42,17%,32,18%
Daequan Cook,23.5,OKC,Wing,187,91,56.3%,3,6%,9,2%,21,14%,12,16%,97,43%,76,35%,97,78%
Jamal Crawford,30.6,ATL,Combo,356,56,46.4%,0,12%,67,21%,89,32%,89,53%,44,9%,78,26%,78,35%
Glen Davis,24.8,BOS,Big,187,7,37.2%,28,40%,63,25%,81,35%,79,60%,0,0%,0,0%,0,0%
Luol Deng,25.5,CHI,Wing,684,32,47.1%,71,34%,65,16%,53,24%,56,40%,50,11%,18,16%,29,26%
Toney Douglas,24.6,NYK,Combo,108,33,43.6%,33,27%,0,10%,78,24%,11,34%,56,10%,100,29%,100,39%
Tim Duncan,34.5,SAS,Big,211,60,47.8%,51,51%,84,34%,40,16%,56,49%,0,0%,0,0%,0,0%
Kevin Durant,22.1,OKC,Forward,721,50,50.4%,0,23%,75,22%,75,27%,83,48%,17,2%,83,26%,58,29%
Raymond Felton,26.3,DEN,Combo,151,11,40.8%,67,33%,33,18%,56,22%,67,40%,33,5%,44,22%,44,27%
Derek Fisher,36.2,LAL,Point,324,58,48.5%,58,32%,11,6%,89,38%,47,44%,58,4%,53,20%,58,24%
Danilo Gallinari,22.2,DEN,Forward,147,75,51.1%,42,35%,17,10%,67,25%,42,35%,50,8%,75,23%,67,31%
Kevin Garnett,34.5,BOS,Big,327,35,44.4%,19,36%,72,27%,84,36%,86,63%,0,0%,79,1%,74,1%
Marc Gasol,25.8,MEM,Big,515,77,51.4%,49,49%,91,37%,35,13%,58,50%,0,0%,84,1%,79,1%
Pau Gasol,30.3,LAL,Big,354,28,42.8%,21,39%,95,39%,49,21%,77,60%,91,2%,0,0%,84,2%
Paul George,20.5,IND,Forward,129,0,37.1%,83,43%,42,11%,33,11%,17,23%,83,17%,58,17%,75,34%
Taj Gibson,25.4,CHI,Big,272,84,57.4%,40,47%,42,19%,79,34%,67,53%,0,0%,0,0%,0,0%
Manu Ginobili,33.3,SAS,Wing,173,50,50.0%,65,31%,76,19%,26,17%,50,36%,59,12%,38,22%,53,33%
Danny Granger,27.5,IND,Wing,183,68,52.2%,56,27%,44,9%,97,40%,76,48%,12,4%,35,20%,24,25%
Jeff Green,24.2,BOS,Forward,168,100,55.2%,92,44%,67,20%,42,16%,50,36%,75,16%,17,4%,33,20%
Tyler Hansbrough,25.0,IND,Big,164,0,33.3%,42,47%,30,16%,86,37%,60,53%,0,0%,0,0%,0,0%
James Harden,21.2,OKC,Wing,534,88,56.2%,91,40%,24,4%,12,10%,6,14%,35,9%,82,37%,74,46%
Udonis Haslem,30.4,MIA,Big,286,14,39.7%,26,39%,12,8%,93,53%,81,61%,0,0%,0,0%,0,0%
Brendan Haywood,30.9,DAL,Big,273,86,58.1%,95,82%,40,18%,0,0%,7,18%,0,0%,0,0%,0,0%
Roy Hibbert,23.9,IND,Big,128,30,43.2%,42,47%,79,33%,47,20%,60,53%,0,0%,0,0%,0,0%
Nene Hilario,28.1,DEN,Big,161,60,47.8%,91,78%,19,10%,26,13%,12,22%,0,0%,0,0%,0,0%
George Hill,24.5,SAS,Combo,188,44,44.9%,89,44%,11,13%,33,18%,0,31%,100,13%,11,13%,22,25%
Kirk Hinrich,29.8,ATL,Point,173,95,57.7%,16,13%,21,8%,95,42%,74,50%,32,2%,84,35%,79,37%
Jrue Holiday,20.4,PHI,Combo,186,89,50.9%,44,29%,56,21%,22,17%,56,38%,67,11%,56,22%,56,33%
Al Horford,24.4,ATL,Big,466,26,42.3%,7,27%,35,17%,95,54%,95,72%,0,0%,86,1%,81,1%
Dwight Howard,24.9,ORL,Big,257,93,63.7%,77,66%,79,33%,7,1%,28,34%,0,0%,0,0%,0,0%
Serge Ibaka,21.1,OKC,Big,490,51,46.2%,35,43%,28,16%,91,40%,70,56%,86,1%,0,0%,72,1%
Andre Iguodala,26.8,PHI,Wing,181,24,45.2%,74,36%,3,2%,94,39%,62,41%,26,7%,24,17%,18,24%
Zydrunas Ilgauskas,35.4,MIA,Big,103,53,46.7%,63,55%,37,18%,63,27%,47,45%,0,0%,0,0%,0,0%
Jarrett Jack,27.0,NOP,Combo,111,0,35.3%,11,13%,89,26%,100,46%,100,72%,0,3%,22,13%,11,15%
LeBron James,25.8,MIA,Forward,918,58,50.9%,50,37%,58,15%,83,27%,58,42%,8,2%,67,18%,50,20%
