Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Bruce Bowen,36.4,SAS,Wing,505,14,-8.7,12,-8.7,36,-2.2%,52,-0.4%,75,+4.9,48,+0.1,90,+38.6
Ronnie Brewer,22.6,UTA,Wing,304,40,-1.6,26,-5.7,28,-2.5%,39,+1.0%,62,+2.5,35,-0.9,71,+14.8
P.J. Brown,38.0,BOS,Big,329,10,-11.0,13,-8.6,43,-1.0%,20,+3.6%,35,-2.4,25,-2.8,61,+6.5
Kobe Bryant,29.2,LAL,Wing,859,80,+10.1,77,+10.8,16,-6.0%,87,-4.5%,10,-9.7,24,-3.1,10,-36.9
Caron Butler,27.6,WAS,Wing,245,34,-2.2,68,+7.3,83,+4.9%,96,-6.6%,88,+7.8,98,+11.7,1,-94.3
Jose Calderon,26.1,TOR,Point,118,29,-3.4,57,+2.9,73,+3.5%,2,+7.5%,25,-3.4,29,-1.7,34,-12.5
Marcus Camby,33.6,DEN,Big,123,18,-7.3,16,-7.6,89,+7.2%,25,+3.0%,31,-2.8,52,+0.4,34,-12.5
Sam Cassell,38.0,BOS,Combo,259,48,+0.0,45,-0.5,75,+3.5%,36,+1.1%,77,+5.1,80,+3.7,52,+2.4
Tyson Chandler,25.1,NOH,Big,409,94,+20.3,91,+17.7,80,+4.7%,46,+0.6%,76,+4.9,57,+1.2,84,+27.1
Josh Childress,24.4,ATL,Wing,193,90,+17.3,79,+11.1,98,+12.9%,43,+0.7%,84,+7.3,84,+4.6,68,+12.5
Samuel Dalembert,27.5,PHI,Big,192,17,-7.3,25,-5.7,74,+3.5%,54,-0.5%,55,+0.4,69,+2.3,43,-7.1
Antonio Daniels,32.6,WAS,Point,151,61,+4.2,29,-5.5,66,+3.0%,60,-1.1%,97,+15.5,84,+4.3,99,+72.1
Glen Davis,21.8,BOS,Big,112,49,+0.4,64,+5.4,35,-2.2%,53,-0.4%,20,-5.3,49,+0.1,14,-32.5
Carlos Delfino,25.2,TOR,Wing,120,95,+21.6,95,+20.4,80,+4.8%,14,+4.7%,72,+3.8,62,+1.6,69,+13.3
Boris Diaw,25.5,PHX,Big,174,80,+10.0,34,-4.3,77,+3.9%,93,-5.5%,98,+18.9,78,+3.5,100,+111.8
Keyon Dooling,27.5,ORL,Combo,141,6,-14.7,40,-2.5,24,-4.6%,2,+8.9%,5,-11.6,3,-7.9,36,-11.9
Tim Duncan,31.5,SAS,Big,662,68,+5.5,39,-3.2,93,+9.8%,86,-4.3%,89,+8.7,97,+9.7,8,-44.8
Maurice Evans,29.0,ORL,Wing,277,25,-4.6,32,-4.5,25,-3.5%,75,-2.7%,14,-7.1,4,-7.8,62,+8.9
Reggie Evans,27.5,PHI,Big,139,91,+17.4,94,+19.7,31,-2.4%,30,+1.9%,22,-4.3,39,-0.7,24,-18.2
Jordan Farmar,20.9,LAL,Point,341,4,-16.9,3,-18.0,51,-0.3%,5,+6.4%,28,-3.0,18,-4.2,81,+21.1
Michael Finley,34.7,SAS,Forward,373,76,+8.5,75,+8.9,56,+1.4%,43,+0.7%,56,+0.4,66,+2.0,30,-15.0
Derek Fisher,33.2,LAL,Point,663,88,+15.3,90,+17.0,50,-0.4%,97,-7.1%,73,+3.9,83,+4.2,33,-13.1
T.J. Ford,24.6,TOR,Point,124,53,+1.5,23,-6.1,34,-2.3%,100,-10.0%,91,+9.5,82,+4.1,91,+38.9
Kevin Garnett,31.5,BOS,Big,984,79,+9.1,78,+10.9,17,-5.9%,77,-3.1%,41,-1.5,47,-0.0,41,-9.3
Pau Gasol,27.3,LAL,Big,834,87,+15.3,85,+15.9,38,-2.0%,84,-4.1%,47,-1.3,59,+1.3,17,-25.3
Daniel Gibson,21.7,CLE,Combo,276,81,+10.7,69,+7.5,78,+4.0%,34,+1.1%,74,+4.0,73,+2.7,52,+2.6
Manu Ginobili,30.3,SAS,Wing,554,46,-1.0,34,-4.1,70,+3.3%,59,-1.1%,39,-1.7,75,+2.9,7,-47.6
Willie Green,26.3,PHI,Wing,141,20,-6.6,41,-2.5,81,+4.8%,10,+5.1%,32,-2.7,51,+0.2,40,-10.0
Richard Hamilton,29.7,DET,Wing,648,69,+5.7,66,+5.9,46,-0.7%,70,-2.2%,96,+13.5,76,+3.2,98,+69.9
Matt Harpring,31.4,UTA,Wing,208,37,-2.0,28,-5.5,87,+6.4%,26,+2.9%,52,+0.0,79,+3.5,22,-18.8
Chuck Hayes,24.4,HOU,Big,103,9,-11.8,7,-13.4,52,+0.1%,31,+1.5%,70,+3.6,37,-0.8,82,+22.3
Brendan Haywood,27.9,WAS,Big,178,48,-0.2,63,+5.3,48,-0.6%,25,+3.0%,34,-2.5,40,-0.6,39,-11.0
Al Horford,21.4,ATL,Big,265,0,-21.0,24,-5.9,22,-5.1%,16,+3.9%,46,-1.3,74,+2.8,13,-32.5
Robert Horry,37.2,SAS,Big,137,41,-1.6,22,-6.1,48,-0.6%,35,+1.1%,16,-5.9,11,-5.5,53,+3.0
Eddie House,29.5,BOS,Combo,136,82,+11.2,89,+16.8,72,+3.4%,19,+3.8%,2,-14.4,12,-5.1,3,-67.5
Dwight Howard,21.9,ORL,Big,421,83,+12.1,15,-7.8,99,+17.7%,99,-10.0%,98,+20.1,100,+17.2,65,+9.5
Josh Howard,27.5,DAL,Wing,170,2,-18.6,11,-11.0,0,-16.8%,80,-3.3%,63,+2.5,65,+1.9,57,+4.4
Lindsey Hunter,36.9,DET,Point,115,57,+2.5,46,-0.2,33,-2.3%,82,-3.7%,33,-2.6,23,-3.2,70,+14.0
Andre Iguodala,23.8,PHI,Wing,228,16,-8.3,82,+12.5,1,-15.4%,7,+5.8%,4,-13.0,1,-11.2,59,+5.7
Zydrunas Ilgauskas,32.4,CLE,Big,392,30,-3.3,47,+0.2,54,+0.5%,52,-0.3%,50,-0.6,38,-0.7,54,+3.2
Allen Iverson,32.4,DEN,Combo,157,66,+5.3,53,+2.3,71,+3.4%,4,+6.8%,99,+20.9,93,+7.9,98,+66.7
Bobby Jackson,34.6,HOU,Combo,137,23,-6.1,5,-15.9,84,+5.7%,95,-6.5%,86,+7.6,85,+4.8,75,+16.4
LeBron James,22.8,CLE,Forward,550,98,+25.8,92,+18.5,60,+2.1%,21,+3.2%,79,+5.5,43,-0.3,88,+31.8
Antawn Jamison,31.4,WAS,Forward,236,19,-7.0,4,-16.4,52,+0.4%,11,+4.9%,93,+10.6,53,+0.9,97,+65.6
Joe Johnson,26.3,ATL,Wing,274,39,-1.7,96,+21.2,16,-6.3%,8,+5.4%,0,-23.0,14,-4.9,2,-79.6
Jason Kapono,26.7,TOR,Forward,151,86,+14.1,87,+16.1,27,-2.7%,12,+4.8%,61,+2.0,20,-3.4,92,+39.3
Jason Kidd,34.6,DAL,Point,179,93,+19.9,93,+18.6,49,-0.5%,94,-6.4%,81,+6.1,94,+8.0,48,-2.7
Andrei Kirilenko,26.7,UTA,Wing,386,70,+5.7,70,+8.2,7,-9.9%,56,-0.6%,60,+1.7,17,-4.3,87,+30.6
Linas Kleiza,22.8,DEN,Wing,119,62,+4.5,20,-6.5,96,+10.8%,63,-1.6%,95,+12.2,98,+9.8,67,+12.5
Kyle Korver,26.6,UTA,Wing,258,50,+0.5,60,+3.9,68,+3.1%,61,-1.4%,17,-5.6,44,-0.2,20,-21.2
Carl Landry,24.1,HOU,Big,103,16,-7.5,16,-7.7,43,-1.0%,57,-0.6%,64,+2.6,57,+1.3,60,+6.1
Rashard Lewis,28.2,ORL,Big,415,92,+18.0,71,+8.5,82,+4.8%,93,-6.3%,100,+21.2,99,+15.5,94,+44.3
Kenyon Martin,29.8,DEN,Big,117,22,-6.3,27,-5.7,97,+12.2%,18,+3.8%,11,-9.0,87,+5.2,5,-63.8
Roger Mason Jr.,27.1,WAS,Combo,114,75,+8.4,89,+16.3,2,-14.6%,13,+4.7%,7,-10.7,2,-8.5,38,-11.1
Jason Maxiell,24.7,DET,Big,353,59,+2.9,65,+5.8,18,-5.8%,49,+0.0%,48,-0.9,26,-2.4,72,+15.0
Antonio McDyess,33.1,DET,Big,467,51,+0.7,43,-1.1,93,+9.8%,48,+0.1%,87,+7.7,89,+6.1,49,-0.3
Tracy McGrady,28.4,HOU,Wing,247,100,+35.9,100,+38.7,98,+12.4%,50,-0.2%,78,+5.3,90,+6.3,47,-4.3
Andre Miller,31.6,PHI,Combo,228,15,-8.5,57,+2.7,9,-8.5%,1,+9.8%,21,-4.5,0,-15.4,93,+42.4
Paul Millsap,22.7,UTA,Big,205,30,-3.3,19,-6.8,94,+10.2%,45,+0.6%,42,-1.5,66,+2.0,22,-18.8
Jamario Moon,27.4,TOR,Forward,103,3,-17.0,7,-13.5,37,-2.2%,89,-4.9%,15,-6.3,56,+1.1,7,-53.3
Dikembe Mutombo,41.4,HOU,Big,123,84,+12.6,86,+16.0,30,-2.4%,51,-0.3%,7,-11.4,16,-4.4,11,-35.1
Steve Nash,33.7,PHX,Point,182,63,+4.5,61,+4.5,91,+8.0%,47,+0.2%,57,+0.6,96,+8.8,2,-86.5
Jameer Nelson,25.7,ORL,Point,332,89,+16.0,49,+1.3,65,+2.9%,98,-7.2%,85,+7.6,88,+5.5,57,+4.8
Dirk Nowitzki,29.4,DAL,Big,210,99,+34.5,97,+26.0,79,+4.1%,72,-2.2%,84,+6.5,86,+4.9,73,+15.7
Shaquille O'Neal,35.7,PHX,Big,150,31,-3.0,50,+1.6,62,+2.5%,70,-2.2%,66,+2.8,91,+6.7,15,-31.7
Fabricio Oberto,32.6,SAS,Big,315,60,+3.0,80,+11.9,13,-7.7%,11,+4.9%,37,-2.1,10,-5.6,93,+41.4
Lamar Odom,28.0,LAL,Big,784,12,-8.8,25,-5.8,26,-3.1%,71,-2.2%,45,-1.3,22,-3.2,78,+19.5
Mehmet Okur,28.4,UTA,Big,461,72,+7.5,80,+11.5,19,-5.8%,57,-1.0%,43,-1.5,15,-4.5,80,+19.8
Jannero Pargo,28.0,NOH,Combo,242,26,-4.3,9,-12.4,66,+3.0%,80,-3.4%,75,+4.2,71,+2.6,64,+9.3
Anthony Parker,32.4,TOR,Wing,195,43,-1.3,20,-6.6,11,-8.0%,83,-3.9%,30,-2.8,8,-6.6,84,+26.1
Tony Parker,25.5,SAS,Point,651,25,-5.1,30,-4.9,30,-2.4%,64,-1.6%,51,-0.4,25,-2.6,76,+17.3
Chris Paul,22.5,NOH,Point,483,98,+26.1,98,+30.4,20,-5.3%,15,+4.6%,58,+1.1,5,-7.3,95,+45.8
Sasha Pavlovic,24.0,CLE,Wing,103,61,+3.5,76,+10.3,58,+2.0%,39,+1.0%,8,-10.3,39,-0.7,6,-53.7
Kendrick Perkins,23.0,BOS,Big,625,32,-2.9,33,-4.4,29,-2.5%,66,-1.8%,68,+2.9,63,+1.8,58,+5.0
Morris Peterson,30.2,NOH,Wing,271,67,+5.4,81,+12.4,39,-2.0%,41,+0.8%,23,-4.2,28,-1.9,29,-15.5
Paul Pierce,30.1,BOS,Forward,986,73,+8.0,67,+6.3,57,+1.6%,88,-4.7%,80,+5.5,67,+2.1,83,+22.4
James Posey,30.8,BOS,Forward,546,47,-0.9,48,+0.3,59,+2.0%,24,+3.1%,18,-5.6,31,-1.6,18,-24.4
Leon Powe,23.8,BOS,Big,249,57,+2.2,35,-4.0,89,+7.2%,37,+1.1%,82,+6.1,72,+2.6,75,+16.3
Tayshaun Prince,27.7,DET,Wing,670,42,-1.6,21,-6.2,86,+6.4%,66,-1.8%,70,+3.1,80,+3.8,25,-17.9
Vladimir Radmanovic,26.9,LAL,Forward,477,65,+4.7,70,+8.4,42,-1.3%,55,-0.5%,48,-1.2,70,+2.3,12,-32.7
Theo Ratliff,34.5,DET,Big,116,34,-2.7,37,-3.5,61,+2.4%,32,+1.4%,26,-3.3,41,-0.5,20,-19.7
Rajon Rondo,21.7,BOS,Point,828,24,-5.6,18,-6.8,41,-1.5%,73,-2.3%,61,+1.8,34,-1.0,77,+17.9
Luis Scola,27.5,HOU,Big,220,70,+5.8,75,+9.4,8,-8.7%,17,+3.8%,13,-7.8,13,-5.0,30,-14.8
JR Smith,22.1,DEN,Wing,105,97,+23.1,99,+34.6,40,-1.5%,65,-1.6%,43,-1.5,77,+3.3,25,-16.7
Joe Smith,32.3,CLE,Big,246,78,+8.6,58,+3.1,75,+3.5%,34,+1.2%,52,-0.2,60,+1.4,34,-13.1
Josh Smith,21.9,ATL,Big,233,28,-4.2,62,+4.5,2,-12.2%,91,-5.4%,2,-13.8,16,-4.3,9,-43.3
Jerry Stackhouse,33.0,DAL,Wing,101,27,-4.3,14,-8.6,85,+5.9%,3,+7.3%,16,-6.3,19,-4.1,28,-15.5
DeShawn Stevenson,26.6,WAS,Wing,195,56,+2.1,59,+3.3,92,+9.7%,68,-2.0%,93,+11.0,92,+6.8,86,+28.1
Peja Stojakovic,30.4,NOH,Forward,454,75,+8.2,88,+16.3,6,-10.4%,22,+3.1%,20,-5.0,9,-6.5,66,+10.4
Amar'e Stoudemire,25.0,PHX,Big,201,96,+22.9,84,+14.3,100,+17.8%,7,+5.6%,66,+2.8,89,+6.2,16,-28.8
Rodney Stuckey,21.5,DET,Combo,346,54,+1.6,48,+0.3,61,+2.3%,48,+0.1%,38,-2.0,43,-0.4,42,-8.7
Wally Szczerbiak,30.7,CLE,Wing,371,7,-12.7,17,-7.6,12,-7.9%,33,+1.2%,19,-5.4,6,-7.2,79,+19.7
Jason Terry,30.1,DAL,Combo,179,71,+6.0,73,+8.6,39,-1.7%,92,-5.5%,40,-1.7,68,+2.2,19,-23.3
Kurt Thomas,35.1,SAS,Big,250,11,-11.0,11,-9.8,70,+3.2%,42,+0.8%,59,+1.4,64,+1.8,45,-6.5
Ronny Turiaf,24.8,LAL,Big,173,2,-20.2,2,-19.0,76,+3.6%,16,+4.2%,54,+0.3,45,-0.2,55,+3.4
Hedo Turkoglu,28.6,ORL,Forward,399,66,+5.1,38,-3.4,95,+10.5%,85,-4.3%,92,+9.9,81,+3.9,89,+32.0
Ime Udoka,30.2,SAS,Forward,202,52,+1.0,42,-1.4,45,-0.9%,75,-2.7%,57,+0.6,55,+1.1,48,-3.9
Anderson Varejao,25.1,CLE,Big,233,45,-1.1,52,+1.9,44,-1.0%,20,+3.4%,34,-2.6,34,-1.2,43,-8.2
Sasha Vujacic,23.6,LAL,Wing,437,36,-2.1,30,-5.1,64,+2.8%,30,+1.6%,44,-1.3,33,-1.4,56,+3.9
Ben Wallace,33.1,CLE,Big,302,20,-6.5,10,-11.7,25,-3.6%,89,-5.2%,80,+6.0,52,+0.3,89,+33.5
Rasheed Wallace,33.1,DET,Big,584,38,-2.0,43,-1.2,11,-8.1%,40,+0.9%,11,-8.8,11,-5.1,37,-11.6
Luke Walton,27.6,LAL,Forward,338,64,+4.6,52,+1.8,67,+3.0%,27,+2.5%,67,+2.8,58,+1.3,66,+10.4
Bonzi Wells,31.1,NOH,Wing,155,13,-8.8,6,-14.8,84,+5.0%,62,-1.4%,53,+0.2,70,+2.5,27,-16.2
David West,27.2,NOH,Big,484,44,-1.2,54,+2.3,7,-9.5%,23,+3.1%,12,-8.5,2,-9.0,51,+1.8
Delonte West,24.3,CLE,Point,449,21,-6.4,36,-3.7,20,-5.3%,81,-3.6%,49,-0.7,30,-1.7,63,+9.1
Deron Williams,23.3,UTA,Point,512,77,+8.5,61,+4.3,3,-12.1%,84,-3.9%,94,+11.9,54,+1.0,96,+50.7
Lou Williams,21.0,PHI,Combo,106,58,+2.9,51,+1.6,53,+0.4%,90,-5.2%,65,+2.7,61,+1.5,50,+1.3
Marvin Williams,21.4,ATL,Forward,196,1,-20.8,1,-20.0,5,-11.0%,76,-2.8%,69,+3.0,46,-0.1,74,+15.8
Thaddeus Young,19.4,PHI,Forward,144,11,-9.0,2,-18.6,88,+6.5%,74,-2.3%,83,+6.2,93,+7.7,31,-14.3
