Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,28.3,MEM,Big,109,67,+1.3%,2,-9.5%,98,+10.8%,70,+1.8%,98,+12.6%,23,-1.6%,36,-1.6%,24,-3.2%
Kyle Anderson,28.1,MEM,Forward,211,86,+4.5%,79,+3.2%,20,-2.6%,69,+1.7%,38,-1.0%,91,+3.2%,13,-5.4%,35,-2.2%
Giannis Antetokounmpo,26.9,MIL,Big,447,93,+6.9%,89,+5.2%,7,-6.4%,10,-3.8%,3,-10.3%,21,-1.6%,94,+6.7%,87,+5.1%
Will Barton,30.8,DEN,Wing,172,6,-7.7%,2,-10.0%,100,+14.7%,84,+3.0%,100,+17.8%,48,-0.2%,7,-7.5%,7,-7.7%
Malik Beasley,24.9,MIN,Wing,144,8,-6.2%,90,+5.3%,28,-1.9%,6,-4.4%,9,-6.4%,69,+1.1%,50,-0.1%,62,+1.1%
Davis Bertans,29.0,DAL,Forward,179,53,-0.2%,95,+7.8%,6,-6.6%,37,-0.9%,6,-7.4%,9,-3.1%,75,+2.7%,50,-0.4%
Patrick Beverley,33.3,MIN,Combo,226,34,-1.8%,52,+0.5%,6,-6.6%,67,+1.5%,12,-5.1%,54,+0.3%,86,+4.3%,87,+4.6%
Nemanja Bjelica,33.5,GSW,Big,125,33,-1.9%,56,+0.7%,74,+3.0%,75,+2.1%,81,+5.0%,86,+2.4%,6,-8.0%,13,-5.7%
Bojan Bogdanovic,32.5,UTA,Forward,214,58,+0.3%,19,-4.2%,90,+6.3%,21,-2.1%,77,+4.2%,41,-0.6%,57,+0.6%,52,-0.1%
Devin Booker,25.0,PHX,Wing,365,51,-0.4%,59,+0.8%,33,-1.3%,29,-1.4%,27,-2.8%,68,+1.1%,60,+0.9%,68,+1.9%
Jaylen Brown,25.0,BOS,Wing,919,69,+1.5%,47,+0.1%,78,+3.4%,74,+2.0%,84,+5.4%,19,-1.8%,20,-3.6%,13,-5.5%
Reggie Bullock,30.6,DAL,Forward,707,57,+0.2%,32,-2.1%,82,+4.0%,50,-0.1%,72,+3.9%,63,+0.8%,25,-2.6%,40,-1.9%
Jimmy Butler,32.1,MIA,Forward,628,85,+4.3%,76,+2.7%,56,+0.7%,40,-0.7%,52,-0.0%,74,+1.6%,17,-4.3%,27,-2.7%
Jordan Clarkson,29.4,UTA,Combo,170,97,+8.5%,97,+8.4%,24,-2.2%,65,+1.4%,41,-0.8%,40,-0.7%,11,-6.9%,8,-7.6%
Mike Conley,34.1,UTA,Point,174,0,-12.4%,29,-2.9%,2,-10.3%,57,+0.7%,5,-9.7%,96,+4.6%,97,+8.0%,100,+12.6%
Pat Connaughton,28.8,MIL,Wing,317,55,+0.1%,72,+2.1%,59,+0.8%,26,-1.7%,39,-0.9%,73,+1.4%,26,-2.6%,46,-1.2%
Jae Crowder,31.3,PHX,Forward,377,81,+3.1%,6,-8.3%,88,+5.6%,43,-0.4%,83,+5.1%,13,-2.3%,93,+5.4%,74,+3.1%
Seth Curry,31.2,BKN,Wing,165,64,+1.0%,62,+1.2%,72,+2.6%,6,-4.4%,33,-1.7%,60,+0.7%,49,-0.1%,56,+0.6%
Stephen Curry,33.6,GSW,Point,762,71,+1.6%,75,+2.7%,65,+1.9%,23,-1.9%,52,-0.1%,30,-1.2%,37,-1.5%,28,-2.7%
DeMar DeRozan,32.2,CHI,Forward,203,98,+10.8%,99,+11.7%,1,-15.1%,90,+3.9%,2,-11.2%,94,+3.5%,19,-3.9%,49,-0.5%
Dewayne Dedmon,32.2,MIA,Big,134,40,-0.9%,54,+0.7%,19,-2.6%,95,+5.4%,68,+2.8%,64,+0.9%,16,-4.3%,21,-3.4%
Spencer Dinwiddie,28.6,DAL,Wing,494,27,-2.5%,51,+0.3%,14,-3.8%,47,-0.3%,16,-4.1%,66,+0.9%,75,+2.8%,79,+3.8%
Kevin Durant,33.1,BKN,Forward,217,94,+7.5%,90,+5.5%,99,+14.7%,11,-3.4%,95,+11.3%,2,-5.5%,2,-11.3%,0,-16.9%
Joel Embiid,27.6,PHI,Big,385,74,+1.9%,28,-3.2%,26,-2.1%,72,+2.0%,50,-0.1%,71,+1.3%,71,+2.0%,75,+3.4%
Dorian Finney-Smith,28.5,DAL,Forward,687,98,+10.0%,61,+1.1%,63,+1.6%,29,-1.5%,54,+0.2%,61,+0.7%,31,-2.0%,44,-1.3%
Danilo Gallinari,33.2,ATL,Forward,181,21,-3.4%,64,+1.5%,18,-2.7%,90,+3.8%,61,+1.0%,1,-6.3%,79,+3.7%,29,-2.6%
Rudy Gobert,29.3,UTA,Big,196,44,-0.8%,63,+1.4%,2,-10.9%,79,+2.4%,6,-8.6%,80,+2.0%,90,+5.1%,94,+7.1%
Aaron Gordon,26.1,DEN,Forward,160,7,-7.2%,55,+0.7%,94,+9.1%,28,-1.5%,89,+7.6%,97,+4.8%,0,-13.1%,6,-8.3%
Danny Green,34.4,PHI,Wing,318,72,+1.9%,33,-1.8%,62,+1.3%,18,-2.3%,37,-1.0%,98,+5.3%,27,-2.5%,72,+2.8%
