Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Quincy Acy,23.1,SAC,Big,744,27,-5.3,-12,54,-0.4,25,-2.2%,84,-1.3%,45,-0.2%,63,+0.9,15,+4.8,58,-0.4%,27,-0.9%,7,+4.3%,3,+7.7
Steven Adams,20.3,OKC,Big,1115,29,-4.9,-11,43,-1.7,31,-1.6%,23,+1.3%,98,+6.1%,43,-0.9,23,+3.3,18,+2.0%,40,-0.5%,57,-0.3%,70,-1.6
Jeff Adrien,27.7,CHA,Big,226,59,+1.0,+2,27,-3.9,5,-5.2%,11,+2.1%,100,+9.7%,87,+3.9,86,-4.8,46,+0.2%,100,+5.1%,34,+1.1%,32,+2.0
Jeff Adrien,27.7,MIL,Big,676,67,+2.7,+5,65,+1.4,75,+1.2%,21,+1.3%,87,+3.1%,74,+1.8,62,-1.3,70,-1.0%,15,-1.4%,93,-3.7%,36,+1.7
Arron Afflalo,28.0,ORL,Wing,2543,26,-5.4,-13,62,+0.8,73,+1.0%,45,+0.3%,34,-1.0%,72,+1.7,10,+6.1,15,+2.2%,3,-3.2%,82,-2.3%,66,-1.1
Alexis Ajinca,25.5,NOP,Big,934,40,-3.0,-7,30,-3.4,42,-0.8%,26,+1.1%,46,-0.2%,38,-1.2,55,-0.4,69,-1.0%,19,-1.3%,81,-2.2%,33,+2.0
Cole Aldrich,25.0,NYK,Big,210,21,-6.6,-16,23,-4.3,16,-3.0%,69,-0.7%,46,-0.2%,94,+5.7,30,+2.3,48,+0.1%,40,-0.5%,21,+2.3%,87,-3.5
LaMarcus Aldridge,28.3,POR,Big,2496,93,+9.3,+23,92,+6.2,83,+2.1%,85,-1.4%,48,-0.0%,78,+2.5,77,-3.1,62,-0.6%,38,-0.6%,95,-4.1%,89,-4.1
Lavoy Allen,24.7,PHI,Big,905,63,+1.9,+3,52,-0.6,19,-2.7%,32,+0.8%,96,+5.1%,74,+2.0,71,-2.5,23,+1.6%,87,+1.7%,98,-5.3%,12,+4.9
Ray Allen,38.3,MIA,Wing,1897,31,-4.6,-11,55,-0.2,22,-2.4%,76,-0.9%,82,+2.5%,91,+5.0,17,+4.3,43,+0.4%,20,-1.3%,39,+0.8%,18,+3.6
Tony Allen,31.8,MEM,Wing,1271,74,+3.9,+10,74,+2.5,69,+0.8%,33,+0.7%,87,+3.1%,77,+2.4,63,-1.4,39,+0.7%,92,+2.2%,70,-1.1%,33,+2.0
Al-Farouq Aminu,23.1,NOP,Forward,2032,34,-3.8,-10,29,-3.4,29,-1.8%,55,-0.1%,84,+2.6%,12,-4.0,47,+0.4,21,+1.7%,51,-0.1%,60,-0.4%,95,-5.8
Lou Amundson,30.9,NOP,Big,165,5,-14.9,-35,0,-19.3,1,-8.0%,1,+5.0%,65,+1.2%,88,+4.2,84,-4.4,100,-6.3%,95,+2.8%,5,+4.9%,0,+17.7
Chris Andersen,35.3,MIA,Big,1368,65,+2.1,+5,45,-1.4,23,-2.3%,30,+0.9%,94,+4.5%,67,+1.3,80,-3.5,96,-4.0%,37,-0.6%,36,+1.0%,19,+3.4
Alan Anderson,31.0,BKN,Wing,1622,70,+3.4,+9,64,+1.3,60,+0.3%,63,-0.4%,59,+0.7%,45,-0.8,68,-2.1,81,-2.0%,60,+0.3%,17,+2.7%,36,+1.7
James Anderson,24.6,PHI,Wing,2289,58,+0.9,+1,44,-1.5,44,-0.7%,80,-1.1%,30,-1.4%,23,-2.5,70,-2.4,27,+1.4%,55,+0.1%,95,-4.3%,69,-1.4
Ryan Anderson,25.5,NOP,Big,778,84,+6.1,+16,97,+8.5,87,+2.4%,82,-1.2%,99,+6.4%,8,-4.7,29,+2.5,50,+0.0%,24,-1.1%,17,+2.7%,79,-2.7
Giannis Antetokounmpo,18.9,MIL,Forward,1796,83,+5.9,+11,90,+5.5,81,+1.8%,65,-0.5%,66,+1.3%,97,+7.0,54,-0.4,81,-2.0%,73,+0.9%,10,+3.5%,27,+2.5
Carmelo Anthony,29.4,NYK,Forward,2971,95,+10.4,+25,97,+8.2,79,+1.5%,89,-1.6%,80,+2.4%,68,+1.4,69,-2.2,90,-3.0%,7,-2.2%,85,-2.6%,52,+0.1
Joel Anthony,31.2,BOS,Big,128,8,-11.2,-18,24,-4.2,32,-1.5%,17,+1.7%,11,-3.4%,40,-1.1,7,+7.0,6,+3.5%,39,-0.6%,63,-0.6%,43,+1.1
Pero Antic,31.3,ATL,Big,898,88,+6.8,+18,67,+1.6,33,-1.4%,51,+0.1%,88,+3.4%,77,+2.3,88,-5.2,76,-1.5%,86,+1.6%,76,-1.7%,39,+1.5
Trevor Ariza,28.3,WAS,Wing,2715,90,+7.2,+19,85,+4.0,92,+3.1%,64,-0.4%,16,-2.6%,66,+1.2,78,-3.3,70,-1.0%,80,+1.2%,37,+1.0%,74,-2.1
Darrell Arthur,25.6,DEN,Big,1143,88,+6.6,+17,43,-1.7,48,-0.4%,59,-0.2%,10,-3.5%,72,+1.7,98,-8.2,96,-4.0%,98,+3.4%,42,+0.7%,34,+1.9
Omer Asik,27.3,HOU,Big,929,43,-2.5,-6,26,-3.9,26,-2.1%,45,+0.3%,35,-0.9%,34,-1.6,63,-1.4,49,+0.1%,22,-1.2%,99,-5.7%,44,+1.0
D.J. Augustin,26.0,CHI,Point,1813,40,-3.0,-8,79,+3.1,77,+1.4%,21,+1.4%,67,+1.4%,95,+6.1,10,+6.1,42,+0.5%,17,-1.3%,9,+3.8%,48,+0.6
Gustavo Ayon,28.6,ATL,Big,401,35,-3.8,-11,11,-7.3,23,-2.4%,23,+1.3%,83,+2.6%,4,-6.2,81,-3.5,63,-0.6%,95,+2.9%,6,+4.6%,95,-5.8
Jeff Ayres,26.5,SAS,Big,855,56,+0.3,+0,72,+2.3,89,+2.6%,6,+2.8%,84,+2.6%,32,-1.7,33,+2.0,47,+0.2%,31,-0.8%,65,-0.7%,28,+2.4
