Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Shareef Abdur-Rahim,28.9,SAC,Big,122,78,-4.5%,81,-6.8%,31,+5.2%,75,-5.4%,53,-0.4%,95,-33.7%,5,+19.2%,72,-4.7%
Malik Allen,27.3,CHI,Big,116,53,-0.6%,95,-11.4%,14,+12.1%,36,+3.2%,11,+7.7%,23,+10.7%,68,-3.8%,54,-0.7%
Carmelo Anthony,21.4,DEN,Forward,192,99,-12.0%,91,-9.2%,61,-3.4%,99,-27.1%,97,-15.3%,3,+28.6%,41,+0.9%,47,+0.5%
Gilbert Arenas,23.8,WAS,Combo,283,1,+12.2%,4,+12.2%,11,+13.9%,1,+35.9%,0,+24.0%,0,+44.0%,93,-17.3%,35,+2.9%
Chucky Atkins,31.2,MEM,Point,101,3,+10.5%,46,-0.2%,72,-6.7%,7,+15.0%,25,+4.8%,72,-7.1%,1,+35.0%,0,+25.3%
Leandro Barbosa,22.9,PHX,Wing,625,43,+0.9%,73,-4.7%,19,+9.4%,71,-3.7%,31,+2.6%,10,+17.7%,54,-1.1%,37,+2.8%
Brent Barry,33.8,SAS,Wing,281,16,+5.6%,24,+3.7%,38,+3.4%,15,+8.5%,19,+6.4%,55,-0.8%,27,+7.3%,33,+3.9%
Shane Battier,27.1,MEM,Forward,128,86,-5.7%,67,-3.5%,79,-8.4%,27,+5.3%,55,-0.7%,100,-69.0%,6,+18.2%,84,-9.6%
Raja Bell,29.1,PHX,Wing,673,40,+1.8%,13,+7.5%,47,+1.3%,28,+4.9%,30,+3.2%,86,-18.3%,47,+0.3%,71,-3.9%
Mike Bibby,27.5,SAC,Point,255,12,+6.3%,0,+30.0%,25,+8.3%,52,+0.3%,46,+1.0%,84,-16.4%,9,+17.0%,60,-1.7%
Chauncey Billups,29.1,DET,Point,702,77,-4.3%,56,-1.6%,49,+0.2%,69,-3.0%,64,-1.9%,75,-8.8%,78,-7.8%,80,-8.2%
Andrew Bogut,20.9,MIL,Big,168,54,-0.7%,83,-7.0%,10,+14.8%,22,+6.2%,9,+9.2%,8,+19.0%,87,-12.4%,75,-6.3%
Bruce Bowen,34.4,SAS,Wing,440,59,-1.3%,60,-2.4%,26,+7.9%,72,-3.8%,45,+1.0%,15,+16.7%,91,-14.7%,68,-3.4%
Earl Boykins,29.4,DEN,Point,139,2,+11.1%,1,+19.5%,21,+9.1%,50,+0.8%,27,+4.2%,42,+3.6%,26,+7.3%,21,+7.3%
Elton Brand,26.6,LAC,Big,516,5,+9.3%,6,+10.4%,22,+9.0%,8,+14.5%,6,+12.3%,58,-1.3%,64,-2.5%,62,-2.1%
Kwame Brown,23.6,LAL,Big,224,9,+6.6%,32,+2.7%,7,+16.3%,3,+19.3%,3,+18.1%,50,0.0%,45,+0.4%,46,+0.5%
Kobe Bryant,27.2,LAL,Combo,313,47,+0.2%,72,-4.5%,8,+16.0%,85,-9.0%,51,+0.1%,50,0.0%,59,-1.4%,57,-1.0%
Greg Buckner,29.1,DEN,Wing,137,78,-4.3%,86,-7.3%,35,+3.8%,87,-9.4%,78,-3.7%,91,-23.2%,10,+16.2%,21,+7.3%
Caron Butler,25.6,WAS,Wing,261,100,-12.4%,18,+5.3%,100,-30.4%,95,-16.4%,100,-21.9%,24,+10.1%,97,-20.2%,91,-11.9%
Marcus Camby,31.6,DEN,Big,175,97,-10.0%,100,-16.2%,85,-9.8%,38,+2.7%,68,-2.7%,3,+28.6%,66,-3.4%,66,-3.0%
Vince Carter,28.8,NJN,Wing,449,64,-1.8%,25,+3.7%,24,+8.8%,59,-1.1%,28,+3.6%,50,0.0%,94,-18.7%,94,-12.4%
Sam Cassell,36.0,LAC,Point,403,8,+7.3%,42,+1.3%,40,+2.6%,10,+13.3%,10,+8.9%,16,+15.4%,53,-0.5%,34,+3.8%
Tyson Chandler,23.1,CHI,Big,103,22,+4.4%,23,+4.0%,97,-17.4%,36,+3.2%,84,-6.6%,25,+9.8%,9,+16.7%,5,+14.6%
Jason Collins,26.9,NJN,Big,302,20,+4.6%,33,+2.3%,5,+18.2%,64,-2.5%,16,+6.8%,35,+6.3%,28,+7.3%,20,+7.7%
Austin Croshere,30.5,IND,Forward,173,0,+12.8%,30,+2.9%,0,+28.1%,6,+17.5%,1,+21.7%,37,+6.3%,4,+21.3%,3,+14.6%
Erick Dampier,30.3,DAL,Big,447,52,-0.3%,36,+1.9%,34,+4.6%,81,-7.5%,59,-1.1%,57,-1.0%,62,-1.7%,64,-2.2%
Antonio Daniels,30.6,WAS,Point,215,22,+4.2%,34,+2.0%,9,+15.4%,94,-13.2%,69,-2.8%,74,-8.3%,30,+6.3%,24,+6.1%
Marquis Daniels,24.8,DAL,Wing,207,51,-0.1%,43,+0.8%,16,+11.2%,62,-2.1%,22,+5.2%,68,-5.6%,86,-12.4%,89,-10.7%
Tony Delk,31.8,DET,Combo,114,3,+10.2%,8,+9.6%,23,+8.9%,17,+7.0%,12,+7.6%,13,+17.1%,19,+10.4%,9,+12.5%
Luol Deng,20.5,CHI,Forward,178,45,+0.6%,40,+1.4%,96,-17.0%,34,+3.9%,85,-6.7%,9,+18.8%,41,+0.9%,23,+6.7%
Boris Diaw,23.5,PHX,Big,793,67,-2.3%,80,-6.6%,81,-8.7%,21,+6.2%,60,-1.4%,88,-20.0%,46,+0.3%,72,-4.8%
DeSagana Diop,23.8,DAL,Big,404,55,-1.0%,92,-10.1%,78,-8.2%,9,+13.6%,32,+2.6%,66,-5.2%,16,+12.3%,18,+8.1%
Chris Duhon,23.2,CHI,Point,127,44,+0.9%,26,+3.7%,78,-8.1%,12,+9.8%,39,+1.6%,12,+17.2%,81,-9.1%,45,+0.6%
Tim Duncan,29.5,SAS,Big,491,36,+2.0%,65,-2.9%,12,+12.3%,9,+14.1%,4,+13.1%,39,+5.4%,90,-12.9%,74,-6.2%
Michael Finley,32.7,SAS,Forward,408,29,+2.6%,45,-0.2%,65,-4.2%,29,+4.9%,41,+1.4%,46,+2.5%,21,+9.6%,22,+6.7%
T.J. Ford,22.6,MIL,Point,160,98,-11.1%,97,-12.3%,99,-26.7%,33,+4.1%,81,-5.0%,91,-23.1%,57,-1.3%,87,-10.0%
Pau Gasol,25.3,MEM,Big,157,48,+0.0%,77,-5.4%,91,-11.9%,18,+6.9%,65,-1.9%,97,-58.3%,3,+23.6%,6,+13.8%
Devean George,28.2,LAL,Wing,120,81,-5.2%,16,+6.5%,72,-6.5%,91,-11.1%,92,-9.3%,26,+9.5%,92,-16.5%,96,-13.1%
