Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Arron Afflalo,24.0,DEN,Wing,2157,59,+1.1,+3,32,-2.6,39,-0.8%,89,-1.8%,2,-5.8%,19,-3.1,83,-3.7,78,-1.6%,11,-1.8%,51,-0.2%,87,-4.4
LaMarcus Aldridge,24.3,POR,Big,2911,67,+2.3,+6,71,+2.0,66,+0.8%,66,-0.7%,31,-1.3%,51,+0.0,54,-0.4,27,+1.3%,34,-0.5%,73,-1.7%,94,-5.6
Malik Allen,31.3,DEN,Big,383,0,-21.1,-47,3,-11.0,9,-3.8%,14,+1.8%,66,+1.2%,1,-8.4,1,+10.1,1,+6.3%,16,-1.4%,18,+2.4%,80,-3.0
Ray Allen,34.3,BOS,Wing,2813,98,+13.1,+33,97,+8.4,98,+5.1%,75,-1.0%,26,-1.8%,69,+1.5,90,-4.7,84,-2.1%,47,-0.0%,73,-1.6%,48,+0.5
Tony Allen,27.8,BOS,Wing,838,33,-3.4,-9,27,-3.4,19,-2.2%,8,+2.4%,78,+2.6%,89,+4.2,50,-0.0,51,-0.1%,56,+0.3%,32,+1.2%,36,+1.7
Rafer Alston,33.3,NJN,Combo,744,35,-2.8,-5,11,-6.9,20,-2.2%,4,+3.3%,24,-2.1%,70,+1.6,85,-4.0,82,-1.9%,90,+2.0%,45,+0.1%,38,+1.4
Rafer Alston,33.3,MIA,Point,652,66,+2.0,+5,83,+3.9,59,+0.4%,83,-1.4%,84,+3.3%,38,-1.2,33,+1.8,49,+0.0%,46,-0.1%,31,+1.3%,37,+1.6
Lou Amundson,26.9,PHX,Big,1029,51,-0.1,+0,22,-4.1,27,-1.7%,11,+1.9%,79,+2.7%,57,+0.6,85,-4.0,48,+0.1%,98,+3.7%,58,-0.5%,7,+6.2
Chris Andersen,31.3,DEN,Big,1668,96,+10.4,+23,91,+5.7,78,+1.7%,20,+1.4%,95,+5.2%,96,+6.3,89,-4.7,95,-3.4%,90,+2.1%,4,+4.3%,64,-1.3
David Andersen,29.4,HOU,Big,848,86,+5.7,+15,73,+2.3,38,-1.0%,74,-1.0%,77,+2.4%,79,+2.4,81,-3.4,90,-2.7%,49,+0.1%,16,+2.5%,86,-3.9
Ryan Anderson,21.5,ORL,Big,837,70,+2.7,+5,75,+2.5,69,+1.0%,21,+1.4%,97,+6.1%,13,-4.0,51,-0.2,44,+0.3%,59,+0.4%,78,-1.9%,48,+0.5
Carmelo Anthony,25.4,DEN,Wing,2624,58,+1.0,+2,82,+3.4,20,-2.2%,98,-3.2%,78,+2.6%,75,+2.1,26,+2.4,70,-0.9%,15,-1.4%,55,-0.3%,14,+4.4
Joel Anthony,27.2,MIA,Big,1249,43,-1.2,-3,32,-2.6,23,-1.9%,22,+1.3%,78,+2.6%,67,+1.3,65,-1.4,93,-3.1%,14,-1.4%,44,+0.2%,41,+1.3
Gilbert Arenas,27.8,WAS,Combo,1166,54,+0.4,+1,45,-1.0,45,-0.4%,17,+1.6%,90,+4.2%,38,-1.2,64,-1.3,38,+0.7%,58,+0.3%,98,-5.0%,46,+0.7
Trevor Ariza,24.3,HOU,Wing,2625,39,-2.0,-5,42,-1.4,68,+0.9%,44,+0.3%,38,-0.9%,12,-4.2,43,+0.6,29,+1.2%,64,+0.5%,72,-1.5%,21,+3.3
Hilton Armstrong,24.9,NOH,Big,197,4,-13.0,-27,4,-10.6,37,-1.0%,37,+0.6%,2,-5.9%,27,-2.1,26,+2.4,53,-0.2%,86,+1.6%,3,+4.9%,56,-0.4
Carlos Arroyo,30.3,MIA,Point,1503,47,-0.7,-1,22,-4.1,43,-0.6%,48,+0.1%,13,-3.4%,28,-2.0,81,-3.4,58,-0.4%,26,-0.9%,89,-2.9%,91,-5.1
Darrell Arthur,21.6,MEM,Big,444,4,-12.9,-28,8,-7.8,7,-4.1%,59,-0.4%,65,+1.1%,20,-2.9,11,+5.1,42,+0.5%,17,-1.3%,45,+0.1%,34,+1.9
Chucky Atkins,35.2,DET,Point,607,46,-0.7,-2,48,-0.7,28,-1.6%,16,+1.6%,85,+3.4%,79,+2.4,48,+0.0,11,+2.5%,81,+1.3%,92,-3.2%,48,+0.5
D.J. Augustin,22.0,CHA,Point,1392,51,-0.1,-0,59,+0.6,26,-1.7%,19,+1.5%,93,+4.7%,87,+3.9,41,+0.7,65,-0.7%,61,+0.4%,11,+3.0%,38,+1.5
Jeff Ayres,22.5,POR,Big,376,10,-9.5,-24,54,+0.1,91,+3.0%,36,+0.6%,43,-0.4%,3,-6.7,2,+9.6,5,+3.8%,27,-0.8%,17,+2.5%,16,+4.1
Kelenna Azubuike,25.9,GSW,Wing,220,22,-5.6,-13,13,-6.5,19,-2.3%,25,+1.2%,57,+0.5%,21,-2.6,60,-0.9,21,+1.6%,29,-0.8%,90,-3.0%,83,-3.5
Marcus Banks,28.0,TOR,Point,183,56,+0.7,+1,3,-10.9,0,-9.0%,82,-1.4%,79,+2.8%,98,+7.3,100,-11.6,97,-4.2%,98,+3.4%,20,+2.2%,92,-5.1
Leandro Barbosa,26.9,PHX,Wing,688,63,+1.8,+4,44,-1.1,66,+0.8%,55,-0.2%,31,-1.3%,32,-1.7,78,-2.9,74,-1.2%,89,+1.9%,30,+1.3%,18,+3.8
J.J. Barea,25.3,DAL,Combo,1484,18,-6.7,-17,41,-1.5,39,-0.8%,47,+0.2%,47,-0.1%,55,+0.4,10,+5.1,28,+1.2%,27,-0.8%,12,+3.0%,32,+2.2
Andrea Bargnani,24.0,TOR,Big,2794,15,-7.5,-19,65,+1.3,47,-0.3%,82,-1.3%,23,-2.2%,21,-2.6,3,+8.9,7,+3.2%,3,-2.5%,13,+2.8%,90,-4.8
Matt Barnes,29.6,ORL,Wing,2039,89,+6.4,+12,91,+5.7,96,+3.8%,38,+0.5%,71,+1.7%,42,-0.6,58,-0.8,35,+0.9%,76,+1.1%,73,-1.6%,59,-0.6
Earl Barron,28.2,NYK,Big,231,99,+15.4,+30,96,+8.0,89,+2.6%,87,-1.7%,99,+9.9%,57,+0.5,96,-7.4,60,-0.5%,90,+2.0%,93,-3.5%,16,+4.0
Brandon Bass,24.5,ORL,Big,552,26,-4.5,-10,53,+0.0,12,-3.1%,75,-1.0%,87,+3.7%,19,-3.1,13,+4.6,25,+1.4%,52,+0.1%,32,+1.2%,20,+3.4
Tony Battie,33.7,NJN,Big,115,3,-13.9,-13,0,-14.4,1,-7.1%,99,-3.6%,0,-8.4%,3,-7.0,56,-0.5,60,-0.5%,70,+0.7%,19,+2.3%,8,+5.8
Shane Battier,31.1,HOU,Forward,2163,43,-1.1,-3,28,-3.3,53,+0.0%,27,+1.1%,48,-0.1%,31,-1.8,73,-2.2,88,-2.6%,10,-1.8%,46,+0.1%,68,-1.5
Nicolas Batum,20.9,POR,Wing,911,84,+5.1,+11,95,+7.0,93,+3.2%,76,-1.0%,45,-0.4%,63,+1.0,31,+2.0,15,+2.0%,84,+1.5%,49,-0.1%,42,+1.3
Jerryd Bayless,21.2,POR,Combo,1264,21,-5.9,-15,28,-3.2,26,-1.7%,31,+0.9%,72,+1.8%,67,+1.3,24,+2.7,47,+0.1%,22,-1.1%,26,+1.7%,24,+3.0
Michael Beasley,20.8,MIA,Forward,2264,16,-7.1,-18,30,-2.9,48,-0.3%,56,-0.2%,33,-1.2%,7,-5.5,15,+4.2,11,+2.6%,38,-0.3%,50,-0.1%,52,+0.1
Rodrigue Beaubois,21.7,DAL,Wing,620,63,+1.8,+4,66,+1.4,96,+3.7%,36,+0.6%,18,-2.7%,5,-5.8,53,-0.4,50,-0.0%,76,+1.1%,21,+2.0%,44,+0.9
Marco Belinelli,23.6,TOR,Wing,1022,86,+5.8,+15,77,+2.7,74,+1.4%,33,+0.8%,58,+0.6%,93,+5.1,79,-3.1,65,-0.7%,95,+2.7%,39,+0.6%,40,+1.3
Charlie Bell,30.6,MIL,Wing,1567,46,-0.8,-2,33,-2.5,46,-0.3%,39,+0.5%,46,-0.2%,22,-2.6,68,-1.7,54,-0.2%,67,+0.6%,54,-0.3%,39,+1.4
Raja Bell,33.1,CHA,Wing,157,100,+36.0,+69,100,+22.1,100,+6.7%,100,-7.3%,97,+6.0%,12,-4.2,100,-14.0,98,-4.9%,97,+3.1%,99,-6.1%,12,+4.6
