Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Arron Afflalo,26.0,DEN,Wing,228,38,43.8%,78,65%,59,40%,62,39%,68,39%,0,29%,0,15%,10,20%
Lavoy Allen,22.7,PHI,Big,234,87,55.7%,96,76%,51,33%,89,52%,87,45%,0,0%,0,0%,0,0%
Ray Allen,36.3,BOS,Wing,610,57,47.9%,73,64%,51,35%,81,47%,81,43%,56,37%,29,28%,41,30%
Tony Allen,29.8,MEM,Wing,170,19,40.0%,24,50%,24,25%,68,40%,49,36%,0,0%,0,0%,0,0%
Ryan Anderson,23.5,ORL,Big,172,49,47.7%,2,22%,0,0%,23,20%,15,20%,0,43%,50,38%,67,40%
Carmelo Anthony,27.4,NYK,Forward,203,25,43.5%,13,50%,25,30%,88,49%,50,42%,0,33%,0,20%,17,22%
Joel Anthony,29.2,MIA,Big,319,83,55.6%,100,79%,45,31%,0,0%,34,31%,0,0%,0,0%,0,0%
Omer Asik,25.3,CHI,Big,128,60,50.0%,19,50%,4,0%,98,100%,94,50%,0,0%,0,0%,0,0%
Leandro Barbosa,28.9,IND,Wing,214,16,39.0%,59,58%,41,31%,54,38%,41,34%,0,0%,0,25%,0,15%
Matt Barnes,31.6,LAL,Wing,173,3,30.6%,16,40%,76,43%,0,0%,19,27%,0,21%,0,11%,3,18%
Brandon Bass,26.5,BOS,Big,603,45,46.8%,26,53%,72,40%,81,45%,83,44%,0,0%,0,0%,0,0%
Shane Battier,33.1,MIA,Wing,761,86,54.8%,3,18%,89,50%,84,50%,95,50%,44,32%,95,49%,72,40%
Mike Bibby,33.5,NYK,Point,108,100,62.5%,100,100%,0,0%,0,20%,6,20%,0,67%,0,38%,0,50%
Steve Blake,31.7,LAL,Point,298,94,58.3%,71,60%,6,0%,47,45%,18,36%,50,37%,100,50%,92,44%
Eric Bledsoe,21.9,LAC,Combo,184,100,59.8%,80,66%,30,33%,90,70%,100,50%,0,50%,0,33%,0,43%
Matt Bonner,31.6,SAS,Big,156,9,41.1%,0,0%,4,0%,43,33%,9,14%,0,50%,0,25%,33,35%
Carlos Boozer,29.9,CHI,Big,200,13,42.2%,40,57%,66,36%,62,39%,57,38%,0,0%,0,0%,0,0%
Chris Bosh,27.6,MIA,Big,438,66,51.7%,49,61%,79,44%,57,38%,74,41%,0,63%,0,40%,0,54%
Avery Bradley,20.9,BOS,Combo,247,20,40.4%,40,52%,30,33%,40,31%,20,32%,0,26%,0,0%,14,23%
Elton Brand,32.6,PHI,Big,355,40,46.5%,28,53%,89,50%,68,40%,89,45%,0,0%,0,0%,0,0%
Corey Brewer,25.7,DEN,Wing,112,81,53.1%,54,58%,14,17%,97,63%,84,43%,0,36%,0,40%,66,38%
Kobe Bryant,33.2,LAL,Wing,475,46,47.0%,70,63%,68,41%,70,42%,76,42%,0,50%,33,28%,38,29%
