Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,28.3,MEM,Big,1997,31,+1.0%,22,+2.9%,51,-0.1%,47,-0.0%,50,-0.1%,84,-5.3%,13,+3.6%,25,+1.7%
LaMarcus Aldridge,36.3,BKN,Big,1047,71,-1.2%,40,+0.9%,61,-1.1%,15,+5.0%,32,+1.1%,78,-4.0%,78,-2.2%,85,-2.7%
Justin Anderson,28.0,IND,Forward,260,7,+3.4%,9,+4.8%,0,+12.3%,81,-4.6%,2,+7.1%,92,-8.6%,29,+1.6%,61,-0.7%
Kyle Anderson,28.1,MEM,Forward,1458,10,+2.7%,5,+6.2%,14,+4.0%,54,-0.9%,17,+2.3%,39,+1.3%,55,-0.6%,52,-0.2%
Giannis Antetokounmpo,26.9,MIL,Big,2189,81,-2.1%,94,-6.1%,29,+1.7%,30,+2.4%,20,+2.0%,15,+5.1%,81,-2.6%,63,-0.9%
Thanasis Antetokounmpo,29.3,MIL,Big,359,3,+4.7%,28,+2.2%,68,-2.0%,6,+8.2%,34,+0.9%,50,+0.3%,5,+5.5%,8,+4.1%
Carmelo Anthony,37.4,LAL,Big,1784,83,-2.2%,45,+0.4%,93,-6.1%,65,-2.1%,91,-4.8%,70,-2.7%,74,-1.9%,79,-2.1%
Trevor Ariza,36.3,LAL,Forward,453,60,-0.6%,49,-0.0%,12,+4.4%,27,+2.7%,9,+3.8%,59,-1.0%,94,-4.9%,90,-3.6%
D.J. Augustin,34.0,HOU,Point,507,26,+1.2%,31,+1.7%,4,+6.8%,37,+1.4%,5,+5.1%,62,-1.5%,61,-1.0%,68,-1.2%
D.J. Augustin,34.0,LAL,Combo,357,57,-0.5%,30,+1.8%,59,-1.0%,72,-3.2%,68,-1.5%,67,-2.0%,66,-1.3%,68,-1.2%
Harrison Barnes,29.4,SAC,Forward,2581,4,+4.1%,8,+5.3%,15,+3.6%,5,+8.9%,4,+5.4%,78,-4.1%,14,+3.3%,27,+1.6%
Will Barton,30.8,DEN,Wing,2272,41,+0.5%,26,+2.5%,24,+2.2%,33,+1.9%,18,+2.3%,11,+6.3%,77,-2.2%,49,-0.1%
Nicolas Batum,32.9,LAC,Forward,1457,14,+2.1%,12,+4.3%,59,-0.8%,56,-1.0%,62,-0.9%,13,+5.6%,36,+1.0%,21,+2.1%
Kent Bazemore,32.3,LAL,Wing,487,18,+1.9%,75,-2.4%,54,-0.4%,13,+5.4%,23,+1.7%,40,+1.3%,19,+2.4%,21,+2.1%
