Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Kobe Bryant,36.2,LAL,Wing,1203,13,+2.6%,32,+1.7%,67,-1.6%,12,+4.0%,29,+1.4%,66,-2.3%,12,+4.6%,19,+2.8%
Chase Budinger,26.4,MIN,Wing,1212,51,+0.0%,70,-1.7%,49,-0.0%,36,+1.7%,37,+0.9%,74,-3.7%,24,+2.7%,40,+0.8%
Reggie Bullock,23.6,LAC,Wing,199,96,-3.7%,49,+0.4%,98,-10.6%,20,+3.2%,90,-3.5%,99,-21.7%,76,-2.6%,96,-6.7%
Trey Burke,22.0,UTA,Point,2268,20,+1.7%,15,+3.6%,23,+2.5%,63,-1.2%,42,+0.6%,15,+6.0%,65,-1.3%,43,+0.7%
Alec Burks,23.3,UTA,Wing,894,1,+5.9%,2,+8.5%,4,+7.2%,12,+4.1%,2,+5.5%,9,+8.3%,40,+0.9%,26,+2.1%
Caron Butler,34.6,DET,Wing,1592,38,+0.6%,14,+3.7%,48,+0.2%,93,-5.0%,82,-2.3%,35,+2.2%,32,+1.6%,29,+1.7%
Jimmy Butler,25.1,CHI,Wing,2507,43,+0.3%,77,-2.5%,67,-1.6%,15,+3.7%,29,+1.4%,53,-0.6%,31,+1.8%,34,+1.3%
Rasual Butler,35.4,WAS,Wing,1423,81,-1.8%,58,-0.5%,56,-0.6%,88,-4.2%,85,-2.6%,92,-9.4%,53,-0.2%,76,-2.2%
Dwight Buycks,25.7,LAL,Point,101,61,-0.5%,55,-0.3%,0,+13.7%,87,-3.9%,23,+1.8%,93,-10.0%,72,-2.2%,97,-6.8%
Nick Calathes,25.7,MEM,Combo,770,99,-5.2%,94,-5.6%,78,-2.5%,54,-0.2%,71,-1.3%,81,-5.6%,93,-5.5%,94,-5.5%
Jose Calderon,33.1,NYK,Combo,1265,12,+2.7%,33,+1.6%,29,+1.9%,8,+4.9%,9,+3.4%,19,+5.1%,43,+0.7%,28,+1.7%
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,57,-0.3%,58,-0.5%,49,+0.0%,10,+4.6%,18,+2.4%,86,-6.6%,53,-0.2%,73,-2.0%
Isaiah Canaan,23.4,HOU,Combo,308,87,-2.3%,97,-7.1%,8,+5.2%,95,-5.7%,57,-0.4%,64,-2.2%,85,-3.6%,84,-3.2%
Isaiah Canaan,23.4,PHI,Combo,563,59,-0.4%,69,-1.6%,57,-0.7%,95,-5.9%,91,-3.7%,0,+17.1%,15,+4.1%,7,+4.8%
DeMarre Carroll,28.3,ATL,Wing,2178,17,+2.2%,24,+2.5%,5,+6.5%,24,+2.6%,5,+4.2%,29,+3.6%,81,-3.0%,62,-0.9%
Vince Carter,37.8,MEM,Wing,1065,61,-0.5%,96,-6.6%,11,+4.2%,32,+1.9%,12,+3.0%,24,+4.5%,65,-1.4%,51,+0.0%
Michael Carter-Williams,23.1,PHI,Point,1374,99,-5.1%,97,-7.4%,81,-2.9%,46,+0.7%,66,-1.0%,91,-8.9%,82,-3.1%,92,-4.7%
Michael Carter-Williams,23.1,MIL,Point,756,39,+0.6%,27,+2.1%,3,+8.3%,67,-1.5%,13,+2.8%,18,+5.4%,98,-7.8%,84,-3.1%
Omri Casspi,26.4,SAC,Forward,1364,22,+1.7%,35,+1.4%,35,+1.4%,82,-3.2%,67,-1.0%,44,+1.1%,32,+1.6%,31,+1.6%
Mario Chalmers,28.5,MIA,Combo,2339,57,-0.3%,68,-1.5%,81,-3.0%,44,+0.8%,66,-1.0%,29,+3.6%,58,-0.7%,44,+0.5%
Tyson Chandler,32.1,DAL,Big,2280,75,-1.5%,42,+0.9%,79,-2.7%,55,-0.3%,70,-1.3%,57,-1.1%,74,-2.3%,72,-1.9%
Wilson Chandler,27.5,DEN,Forward,2461,10,+3.0%,12,+4.0%,11,+4.1%,46,+0.8%,19,+2.2%,28,+3.6%,34,+1.5%,26,+2.1%
Ian Clark,23.7,UTA,Combo,124,12,+2.8%,0,+13.1%,92,-5.9%,11,+4.5%,53,-0.1%,68,-2.5%,49,+0.2%,59,-0.7%
Jordan Clarkson,22.4,LAL,Combo,1401,44,+0.3%,37,+1.2%,51,-0.3%,12,+4.1%,20,+2.1%,36,+2.1%,76,-2.6%,65,-1.1%
Norris Cole,26.1,MIA,Point,1131,36,+0.7%,40,+1.0%,21,+2.7%,37,+1.6%,21,+2.1%,81,-5.5%,40,+0.9%,59,-0.7%
Norris Cole,26.1,NOP,Point,658,90,-2.5%,94,-5.8%,89,-4.7%,28,+2.2%,70,-1.3%,35,+2.2%,80,-2.9%,75,-2.1%
Darren Collison,27.2,SAC,Point,1559,86,-2.1%,76,-2.3%,34,+1.5%,59,-0.7%,45,+0.4%,57,-1.1%,69,-1.9%,73,-1.9%
Nick Collison,34.0,OKC,Big,1067,57,-0.2%,17,+3.3%,89,-4.7%,30,+1.9%,70,-1.3%,73,-3.6%,45,+0.6%,57,-0.6%
Mike Conley,27.1,MEM,Point,2215,14,+2.4%,14,+3.7%,53,-0.3%,55,-0.3%,55,-0.3%,26,+4.1%,28,+2.1%,19,+2.8%
Chris Copeland,30.6,IND,Forward,784,18,+2.0%,31,+1.8%,38,+1.2%,27,+2.3%,24,+1.8%,8,+8.6%,61,-0.9%,37,+1.1%
Bryce Cotton,22.2,UTA,Combo,129,1,+7.7%,3,+6.6%,13,+3.6%,0,+18.3%,0,+10.9%,98,-17.4%,1,+9.7%,33,+1.4%
DeMarcus Cousins,24.2,SAC,Big,2006,84,-2.0%,93,-5.4%,20,+2.8%,79,-2.7%,53,-0.2%,55,-1.0%,52,-0.2%,56,-0.4%
Robert Covington,23.9,PHI,Wing,1939,78,-1.6%,81,-2.9%,77,-2.4%,79,-2.8%,85,-2.6%,19,+5.4%,54,-0.3%,35,+1.3%
Allen Crabbe,22.6,POR,Wing,610,41,+0.5%,12,+4.0%,17,+3.2%,52,+0.1%,31,+1.4%,100,-24.6%,64,-1.2%,95,-5.9%
Jamal Crawford,34.6,LAC,Wing,1641,16,+2.3%,38,+1.1%,36,+1.3%,17,+3.5%,16,+2.5%,30,+3.3%,51,-0.0%,42,+0.7%
Jae Crowder,24.3,DAL,Forward,205,36,+0.7%,12,+4.1%,91,-5.6%,83,-3.3%,96,-5.0%,34,+2.7%,46,+0.5%,39,+1.0%
Jae Crowder,24.3,BOS,Forward,1362,62,-0.6%,8,+4.9%,77,-2.4%,51,+0.2%,68,-1.1%,96,-13.3%,67,-1.7%,92,-5.0%
Dante Cunningham,27.5,NOP,Forward,1614,52,-0.1%,42,+0.8%,44,+0.4%,28,+2.3%,31,+1.4%,43,+1.2%,90,-4.4%,86,-3.5%
Stephen Curry,26.6,GSW,Point,2606,56,-0.2%,59,-0.6%,19,+2.8%,63,-1.2%,40,+0.7%,27,+3.9%,66,-1.5%,52,-0.3%
Samuel Dalembert,34.5,NYK,Big,538,74,-1.5%,77,-2.5%,13,+3.7%,81,-3.1%,48,+0.2%,43,+1.2%,63,-1.1%,57,-0.6%
Troy Daniels,23.3,MIN,Combo,118,76,-1.5%,12,+4.0%,99,-12.6%,100,-11.5%,100,-11.9%,15,+6.3%,2,+7.4%,2,+6.5%
Troy Daniels,23.3,CHA,Wing,101,20,+1.7%,5,+5.4%,99,-12.4%,79,-2.7%,99,-7.5%,97,-14.9%,8,+5.6%,32,+1.5%
Gigi Datome,26.9,BOS,Forward,169,100,-6.3%,97,-7.3%,97,-9.3%,99,-9.1%,100,-9.2%,93,-9.7%,8,+5.5%,50,+0.0%
Brandon Davies,23.3,PHI,Big,368,0,+10.3%,1,+10.1%,0,+13.8%,42,+1.1%,1,+7.1%,15,+6.2%,1,+10.8%,1,+9.5%
Anthony Davis,21.6,NOP,Big,2450,77,-1.6%,25,+2.4%,96,-8.2%,87,-4.1%,98,-6.0%,87,-7.2%,27,+2.3%,50,+0.1%
Ed Davis,25.4,LAL,Big,1770,27,+1.3%,74,-2.1%,52,-0.3%,47,+0.6%,49,+0.2%,44,+1.0%,14,+4.2%,16,+3.2%
Glen Davis,28.8,LAC,Big,781,66,-1.0%,65,-1.3%,14,+3.5%,88,-4.1%,64,-0.8%,26,+4.0%,76,-2.5%,61,-0.8%
Austin Daye,26.4,SAS,Forward,241,88,-2.3%,38,+1.2%,96,-7.6%,31,+1.9%,78,-1.9%,10,+7.6%,100,-9.9%,95,-6.2%
DeMar DeRozan,25.2,TOR,Wing,2094,78,-1.6%,53,-0.0%,32,+1.7%,96,-6.1%,83,-2.4%,67,-2.4%,66,-1.5%,71,-1.8%
Dewayne Dedmon,25.2,ORL,Big,796,98,-4.6%,89,-4.2%,93,-6.3%,70,-2.0%,92,-3.9%,65,-2.2%,97,-7.4%,95,-6.3%
Matthew Dellavedova,24.1,CLE,Combo,1259,37,+0.6%,28,+2.1%,31,+1.8%,40,+1.3%,27,+1.6%,40,+1.5%,70,-1.9%,65,-1.1%
Luol Deng,29.5,MIA,Forward,2413,45,+0.3%,43,+0.8%,49,+0.0%,48,+0.6%,46,+0.3%,56,-1.0%,44,+0.7%,49,+0.1%
Boris Diaw,32.5,SAS,Big,1932,52,-0.0%,13,+3.9%,12,+3.9%,92,-4.8%,62,-0.7%,89,-7.7%,78,-2.7%,89,-4.0%
Gorgui Dieng,24.8,MIN,Big,2155,60,-0.4%,84,-3.3%,37,+1.3%,51,+0.2%,41,+0.6%,40,+1.5%,31,+1.8%,32,+1.6%
Spencer Dinwiddie,21.6,DET,Combo,430,40,+0.5%,62,-0.7%,14,+3.5%,82,-3.1%,50,+0.1%,89,-7.9%,23,+2.7%,50,+0.0%
Joey Dorsey,30.9,HOU,Big,762,12,+2.8%,38,+1.1%,9,+4.8%,74,-2.3%,38,+0.8%,5,+10.0%,13,+4.3%,3,+6.0%
Toney Douglas,28.6,NOP,Combo,140,96,-4.0%,99,-9.7%,99,-12.6%,43,+1.0%,97,-6.0%,57,-1.1%,10,+5.1%,12,+3.8%
Goran Dragic,28.5,PHX,Wing,1730,65,-1.0%,30,+1.8%,85,-3.9%,51,+0.2%,77,-1.8%,27,+3.9%,93,-5.4%,82,-2.9%
Goran Dragic,28.5,MIA,Point,902,6,+3.8%,47,+0.6%,69,-1.7%,16,+3.6%,35,+1.1%,6,+9.4%,7,+5.6%,2,+6.6%
Larry Drew,24.7,PHI,Point,198,2,+4.8%,0,+14.2%,4,+7.2%,54,-0.1%,11,+3.1%,99,-22.6%,30,+1.9%,91,-4.5%
Andre Drummond,21.2,DET,Big,2487,48,+0.1%,75,-2.2%,34,+1.5%,17,+3.5%,15,+2.7%,68,-2.6%,17,+3.7%,27,+1.9%
Jared Dudley,29.3,MIL,Forward,1688,93,-3.2%,91,-4.8%,41,+0.9%,76,-2.4%,66,-1.0%,73,-3.6%,55,-0.4%,68,-1.5%
Tim Duncan,38.5,SAS,Big,2221,59,-0.4%,85,-3.6%,73,-2.1%,40,+1.4%,54,-0.2%,34,+2.7%,21,+3.0%,18,+2.9%
Mike Dunleavy,34.1,CHI,Wing,1834,66,-1.0%,64,-1.1%,58,-0.8%,75,-2.4%,76,-1.7%,55,-0.8%,19,+3.4%,23,+2.4%
Kevin Durant,26.1,OKC,Forward,908,82,-2.0%,87,-4.0%,92,-5.8%,92,-4.8%,96,-5.3%,34,+2.4%,22,+3.0%,18,+2.9%
Cleanthony Early,23.5,NYK,Wing,579,58,-0.3%,6,+5.2%,42,+0.6%,83,-3.4%,73,-1.4%,28,+3.7%,94,-6.3%,87,-3.5%
Wayne Ellington,26.9,LAL,Wing,1624,99,-4.8%,77,-2.4%,36,+1.4%,76,-2.5%,63,-0.7%,83,-5.9%,95,-6.8%,97,-6.8%
Monta Ellis,29.0,DAL,Wing,2694,88,-2.4%,59,-0.6%,71,-2.0%,42,+1.1%,58,-0.4%,87,-7.4%,90,-4.5%,93,-5.2%
James Ennis,24.3,MIA,Forward,996,82,-1.9%,49,+0.4%,66,-1.5%,89,-4.2%,88,-3.0%,17,+5.6%,89,-4.4%,70,-1.7%
Tyler Ennis,20.2,MIL,Point,336,4,+4.5%,33,+1.6%,87,-4.2%,25,+2.5%,67,-1.0%,3,+12.5%,1,+10.4%,0,+11.4%
Jeremy Evans,27.0,UTA,Big,224,93,-3.1%,4,+6.4%,98,-9.4%,51,+0.3%,95,-4.6%,80,-5.4%,97,-7.4%,97,-6.9%
Reggie Evans,34.5,SAC,Big,760,44,+0.3%,1,+10.8%,21,+2.7%,44,+0.8%,27,+1.6%,69,-2.7%,98,-7.9%,96,-6.5%
Tyreke Evans,25.1,NOP,Wing,2685,21,+1.7%,29,+2.0%,32,+1.7%,39,+1.4%,27,+1.6%,92,-9.5%,12,+4.5%,28,+1.8%
Dante Exum,19.3,UTA,Combo,1771,92,-2.9%,95,-6.5%,50,-0.1%,77,-2.6%,73,-1.4%,71,-3.1%,43,+0.7%,53,-0.3%
Festus Ezeli,25.0,GSW,Big,431,79,-1.7%,18,+3.2%,78,-2.6%,86,-3.8%,89,-3.2%,82,-5.8%,83,-3.4%,88,-3.8%
Kenneth Faried,25.0,DEN,Big,2069,7,+3.6%,30,+1.9%,17,+3.1%,29,+2.0%,17,+2.5%,44,+0.9%,4,+6.3%,7,+4.8%
Jordan Farmar,27.9,LAC,Point,444,68,-1.1%,30,+1.9%,10,+4.7%,94,-5.6%,68,-1.1%,95,-12.5%,81,-3.0%,92,-5.0%
Derrick Favors,23.3,UTA,Big,2273,49,+0.1%,66,-1.3%,74,-2.2%,17,+3.5%,37,+0.9%,12,+7.2%,62,-1.1%,37,+1.1%
Raymond Felton,30.3,DAL,Combo,202,73,-1.3%,79,-2.6%,69,-1.8%,3,+6.9%,11,+3.2%,98,-17.2%,68,-1.7%,95,-5.8%
Landry Fields,26.3,TOR,Wing,178,8,+3.3%,61,-0.7%,90,-5.2%,0,+17.3%,2,+7.0%,74,-3.8%,12,+4.8%,19,+2.8%
Evan Fournier,22.0,ORL,Wing,1650,53,-0.1%,29,+1.9%,25,+2.4%,43,+1.0%,28,+1.5%,95,-12.1%,51,-0.1%,83,-3.1%
Randy Foye,31.1,DEN,Combo,1055,27,+1.3%,29,+1.9%,79,-2.7%,66,-1.3%,78,-1.9%,60,-1.6%,12,+4.5%,19,+2.8%
Tim Frazier,24.0,PHI,Point,165,99,-6.1%,32,+1.6%,77,-2.4%,36,+1.6%,59,-0.5%,24,+4.5%,99,-9.0%,98,-8.2%
Jimmer Fredette,25.7,NOP,Combo,425,76,-1.5%,95,-6.6%,4,+6.5%,87,-3.9%,32,+1.3%,20,+5.1%,82,-3.3%,63,-1.0%
Joel Freeland,27.7,POR,Big,572,92,-2.9%,70,-1.7%,14,+3.4%,86,-3.8%,56,-0.3%,54,-0.6%,100,-11.5%,99,-9.3%
Channing Frye,31.5,ORL,Big,1856,10,+3.1%,6,+5.2%,6,+6.1%,9,+4.7%,3,+5.3%,69,-2.7%,44,+0.7%,53,-0.3%
Danilo Gallinari,26.2,DEN,Forward,1375,65,-1.0%,62,-0.8%,46,+0.3%,68,-1.6%,62,-0.7%,48,+0.2%,71,-2.1%,69,-1.5%
Langston Galloway,22.9,NYK,Combo,1400,67,-1.0%,62,-0.8%,56,-0.7%,52,+0.1%,52,-0.1%,65,-2.2%,75,-2.5%,81,-2.7%
Francisco Garcia,32.8,HOU,Wing,195,58,-0.3%,78,-2.5%,82,-3.1%,57,-0.5%,76,-1.7%,9,+8.0%,61,-1.0%,25,+2.1%
