Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Steven Adams,26.3,OKC,Big,210,8,-11.6,2,-24.4,78,+5.0%,83,-3.8%,72,+3.6,70,+2.2,55,+6.1
Giannis Antetokounmpo,24.9,MIL,Big,277,53,+1.1,38,-3.3,39,-1.6%,100,-8.4%,88,+8.4,75,+3.1,83,+31.5
Carmelo Anthony,35.4,POR,Big,213,28,-5.6,40,-2.9,2,-15.8%,88,-4.6%,95,+10.8,68,+1.8,97,+64.0
D.J. Augustin,32.0,ORL,Point,127,57,+1.5,85,+10.3,88,+6.4%,63,-1.2%,3,-11.3,42,-0.3,1,-90.7
Patrick Beverley,31.3,LAC,Point,165,9,-11.6,28,-4.6,70,+3.7%,56,-0.8%,21,-5.4,33,-1.0,18,-28.9
Eric Bledsoe,29.9,MIL,Point,267,54,+1.1,35,-3.4,91,+7.5%,99,-8.2%,96,+10.8,100,+8.7,53,+3.2
Malcolm Brogdon,26.9,IND,Combo,159,95,+19.6,100,+28.5,23,-4.1%,24,+2.6%,7,-9.4,40,-0.4,2,-84.6
Jaylen Brown,23.0,BOS,Wing,670,35,-4.5,43,-2.5,54,+0.4%,67,-1.7%,23,-4.9,49,+0.3,16,-35.4
Trey Burke,27.0,DAL,Point,155,82,+10.0,81,+8.4,63,+1.7%,68,-1.8%,88,+8.3,56,+0.8,95,+51.2
Jimmy Butler,30.1,MIA,Wing,806,74,+7.0,77,+6.8,52,+0.3%,61,-1.0%,74,+4.3,82,+3.7,43,-3.3
Kentavious Caldwell-Pope,26.7,LAL,Wing,608,57,+1.8,34,-3.6,85,+6.4%,76,-3.1%,93,+8.9,93,+6.2,57,+7.5
Jordan Clarkson,27.4,UTA,Wing,197,18,-7.7,7,-16.0,58,+0.9%,29,+2.1%,62,+2.1,28,-2.0,80,+26.2
Mike Conley,32.1,UTA,Point,162,13,-10.0,41,-2.8,3,-11.8%,66,-1.6%,26,-3.8,9,-5.2,47,-0.8
Pat Connaughton,26.8,MIL,Wing,170,45,-1.1,82,+8.5,43,-1.3%,0,+7.9%,11,-7.6,18,-4.1,26,-18.1
Robert Covington,28.9,HOU,Big,371,7,-12.4,8,-12.7,26,-3.4%,72,-2.1%,50,+0.4,24,-2.5,78,+25.0
Jae Crowder,29.3,MIA,Big,659,25,-6.0,29,-4.3,10,-7.0%,40,+0.7%,65,+2.4,32,-1.0,79,+25.0
Seth Curry,29.2,DAL,Combo,172,100,+34.5,98,+26.7,97,+9.5%,49,-0.1%,78,+5.7,83,+4.0,52,+3.0
Anthony Davis,26.6,LAL,Big,768,78,+7.8,37,-3.4,98,+11.0%,80,-3.5%,94,+9.6,72,+2.6,88,+36.3
Goran Dragic,33.5,MIA,Point,552,56,+1.5,23,-5.1,83,+5.6%,62,-1.0%,68,+3.1,46,-0.1,74,+22.8
Joel Embiid,25.6,PHI,Big,144,6,-13.3,4,-18.6,41,-1.5%,16,+4.1%,30,-2.6,1,-10.1,71,+20.6
James Ennis,29.3,ORL,Forward,119,24,-6.0,39,-2.9,28,-2.8%,51,-0.5%,59,+1.9,50,+0.4,66,+13.2
