Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,23.3,OKC,Big,156,69,+3.0%,21,-5.2%,68,+1.8%,40,-0.7%,57,+1.0%,23,-1.5%,93,+5.7%,82,+4.1%
LaMarcus Aldridge,31.3,SAS,Big,535,15,-5.5%,9,-7.3%,56,+0.7%,97,+7.9%,93,+8.5%,80,+2.2%,14,-3.3%,33,-1.2%
Al-Farouq Aminu,26.1,POR,Big,111,48,-0.4%,92,+6.7%,2,-9.3%,86,+3.9%,22,-5.4%,22,-1.6%,50,+0.3%,32,-1.3%
Kyle Anderson,23.1,SAS,Wing,150,67,+2.9%,90,+6.5%,17,-4.7%,48,-0.4%,24,-5.1%,15,-2.0%,54,+0.6%,30,-1.4%
Ryan Anderson,28.5,HOU,Big,328,23,-4.3%,36,-2.4%,44,-0.6%,62,+0.8%,46,+0.2%,72,+1.7%,54,+0.6%,63,+2.2%
Giannis Antetokounmpo,21.9,MIL,Forward,242,61,+1.6%,81,+4.4%,4,-7.8%,36,-1.1%,9,-8.9%,62,+1.0%,83,+3.5%,85,+4.5%
Trevor Ariza,31.3,HOU,Forward,412,1,-10.2%,82,+4.4%,8,-6.3%,11,-4.8%,4,-11.1%,74,+1.9%,88,+4.9%,93,+6.7%
Kent Bazemore,27.3,ATL,Wing,149,82,+4.7%,98,+11.2%,16,-5.2%,6,-6.4%,3,-11.6%,87,+2.9%,21,-2.5%,52,+0.4%
Bradley Beal,23.3,WAS,Wing,464,95,+9.0%,50,-0.1%,28,-2.3%,87,+4.4%,62,+2.2%,16,-1.9%,46,-0.1%,28,-2.0%
Patrick Beverley,28.3,HOU,Point,323,24,-4.1%,4,-9.6%,63,+1.0%,59,+0.7%,61,+1.8%,80,+2.1%,93,+5.7%,96,+7.8%
Bojan Bogdanovic,27.5,WAS,Forward,230,33,-2.8%,78,+3.1%,46,-0.3%,26,-1.9%,36,-2.3%,37,-0.5%,44,-0.4%,37,-0.9%
Avery Bradley,25.9,BOS,Combo,604,71,+3.1%,30,-3.1%,45,-0.6%,67,+1.2%,54,+0.6%,37,-0.5%,76,+2.9%,67,+2.5%
Malcolm Brogdon,23.9,MIL,Combo,177,32,-2.9%,54,+0.4%,22,-3.5%,59,+0.5%,32,-3.0%,50,+0.4%,71,+2.2%,68,+2.5%
Jaylen Brown,20.0,BOS,Wing,168,41,-1.6%,76,+3.0%,48,+0.0%,55,+0.3%,50,+0.3%,67,+1.3%,11,-4.6%,15,-3.3%
Jimmy Butler,27.1,CHI,Wing,238,13,-5.6%,99,+12.6%,59,+0.7%,0,-9.5%,10,-8.8%,10,-3.2%,42,-0.6%,14,-3.8%
