Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Shai Gilgeous-Alexander,26.3,OKC,Point,849,100,35.8%,36,115.6,79,30.8%,29,0.86,93,8.4%
Rudy Gobert,32.4,MIN,Big,411,15,11.5%,35,112.4,12,3.9%,18,0.34,62,11.9%
Aaron Gordon,29.1,DEN,Big,521,56,17.5%,56,120.1,65,10.8%,56,0.62,53,12.5%
AJ Green,25.1,MIL,Wing,134,17,12.2%,96,137.5,54,10.5%,83,0.87,100,0.0%
Draymond Green,34.7,GSW,Big,418,59,18.0%,3,95.0,82,20.5%,94,1.14,3,22.2%
Jalen Green,22.7,HOU,Wing,214,79,21.8%,13,96.9,67,13.5%,50,0.62,71,8.4%
Rui Hachimura,26.7,LAL,Forward,182,35,14.3%,96,127.6,22,5.2%,30,0.36,17,13.0%
Tyrese Haliburton,24.7,IND,Combo,770,74,26.2%,74,117.5,95,37.1%,100,1.41,47,11.4%
Tim Hardaway Jr.,32.6,DET,Forward,188,52,17.4%,9,97.3,26,5.2%,17,0.30,39,11.8%
James Harden,35.2,LAC,Point,275,50,27.7%,43,115.9,93,34.8%,79,1.26,43,12.4%
Tobias Harris,32.3,DET,Forward,232,26,13.5%,78,119.7,0,2.1%,0,0.16,87,8.3%
Josh Hart,29.7,NYK,Wing,641,38,15.4%,75,118.5,88,17.9%,100,1.16,21,15.6%
Isaiah Hartenstein,26.5,OKC,Big,515,32,13.8%,74,128.3,71,13.8%,91,1.00,18,16.1%
Sam Hauser,26.9,BOS,Forward,106,17,10.9%,70,116.7,13,5.1%,48,0.47,26,12.5%
Tyler Herro,24.8,MIA,Combo,225,79,27.4%,84,117.8,26,15.7%,11,0.57,21,14.8%
Buddy Hield,31.9,GSW,Wing,338,54,17.9%,54,112.6,50,10.3%,42,0.57,54,9.3%
Haywood Highsmith,27.9,MIA,Forward,139,13,10.9%,100,143.8,52,8.6%,78,0.79,4,15.2%
Jrue Holiday,34.4,BOS,Combo,263,16,14.9%,95,118.8,63,19.8%,89,1.32,0,18.4%
Chet Holmgren,22.5,OKC,Big,684,68,18.9%,32,111.3,21,4.8%,3,0.25,85,9.3%
Al Horford,38.4,BOS,Big,347,6,10.3%,41,118.9,50,8.8%,76,0.85,91,9.0%
DeAndre Hunter,26.9,CLE,Forward,185,65,18.4%,61,115.8,35,6.3%,22,0.34,78,8.9%
Jaren Jackson,25.1,MEM,Big,211,74,21.6%,26,103.9,62,10.4%,38,0.48,50,12.7%
LeBron James,39.8,LAL,Big,203,88,27.5%,65,122.1,94,27.5%,88,1.00,71,11.0%
Ty Jerome,27.3,CLE,Combo,186,84,27.7%,32,105.2,84,26.2%,63,0.95,79,8.5%
Isaiah Joe,25.3,OKC,Wing,167,29,14.7%,58,112.9,33,9.1%,46,0.62,79,6.6%
Nikola Jokic,29.7,DEN,Big,562,94,29.7%,44,119.0,97,34.8%,97,1.17,38,14.3%
Derrick Jones Jr.,27.7,LAC,Big,128,47,16.8%,12,98.1,0,2.5%,0,0.15,100,6.4%
Cory Joseph,33.2,ORL,Point,142,0,11.4%,21,109.7,14,18.3%,100,1.61,100,5.6%
Luke Kornet,29.3,BOS,Big,180,0,8.3%,100,156.3,15,4.2%,44,0.51,26,15.4%
Jonathan Kuminga,22.1,GSW,Forward,184,83,25.8%,43,114.2,57,9.4%,26,0.36,35,12.0%
Kawhi Leonard,33.3,LAC,Forward,264,91,27.4%,91,126.5,83,20.5%,61,0.75,70,9.9%
Kevon Looney,28.7,GSW,Big,128,9,10.8%,6,96.6,26,5.9%,47,0.54,79,9.4%
Bennedict Mathurin,22.4,IND,Wing,369,92,23.2%,88,129.7,25,7.9%,0,0.34,33,12.9%
Miles McBride,24.1,NYK,Combo,334,11,13.8%,37,105.2,5,7.1%,5,0.52,68,10.3%
TJ McConnell,32.6,IND,Point,385,64,29.5%,57,117.5,100,40.9%,86,1.39,0,17.3%
Jaden McDaniels,24.1,MIN,Forward,494,43,16.1%,87,121.5,48,7.1%,43,0.44,65,10.0%
Sam Merrill,28.5,CLE,Wing,159,13,11.5%,67,115.0,63,11.5%,88,0.99,92,4.7%
Davion Mitchell,26.2,MIA,Point,209,29,19.1%,100,142.6,57,27.5%,93,1.44,14,16.2%
Donovan Mitchell,28.2,CLE,Combo,288,100,35.7%,79,117.8,74,23.2%,21,0.65,89,7.0%
Evan Mobley,23.4,CLE,Big,257,41,16.4%,91,141.2,44,8.2%,41,0.50,65,11.3%
Moses Moody,22.4,GSW,Wing,214,58,18.0%,8,94.3,42,9.8%,33,0.55,83,5.5%
Ja Morant,25.2,MEM,Point,149,86,34.5%,7,95.2,71,27.8%,21,0.81,57,10.2%
Jamal Murray,27.7,DEN,Combo,578,68,25.1%,58,111.7,68,19.8%,42,0.79,37,13.3%
Andrew Nembhard,24.8,IND,Combo,762,21,17.9%,89,118.1,58,19.6%,84,1.10,32,13.5%
Aaron Nesmith,25.0,IND,Wing,649,33,15.0%,83,126.2,13,5.6%,17,0.37,46,10.4%
Gary Payton II,31.9,GSW,Wing,199,21,12.9%,50,112.5,71,14.0%,96,1.09,63,8.8%
Scotty Pippen,24.0,MEM,Combo,189,63,22.8%,63,111.8,47,16.5%,26,0.73,26,14.8%
Brandin Podziemski,21.7,GSW,Combo,412,32,18.7%,0,92.0,21,15.1%,47,0.81,58,11.1%
Kevin Porter,24.5,MIL,Combo,148,47,21.3%,21,101.9,89,28.1%,95,1.32,42,12.6%
Michael Porter,26.3,DEN,Forward,435,22,12.4%,17,100.8,4,2.6%,4,0.21,57,10.5%
Bobby Portis,29.7,MIL,Big,158,62,18.1%,24,102.9,41,6.9%,29,0.38,88,9.2%
Kristaps Porzingis,29.3,BOS,Big,230,71,20.6%,0,85.0,24,5.5%,12,0.27,76,9.6%
Quinten Post,24.6,GSW,Big,162,53,17.1%,18,101.8,68,13.6%,74,0.79,44,13.0%
Norman Powell,31.4,LAC,Wing,237,75,20.3%,71,116.7,58,10.9%,29,0.54,38,11.8%
Payton Pritchard,26.8,BOS,Point,298,14,16.9%,79,129.7,0,8.8%,0,0.52,86,8.4%
Julius Randle,29.9,MIN,Big,527,85,26.2%,71,123.9,85,23.2%,79,0.89,24,15.5%
Austin Reaves,26.4,LAL,Combo,196,53,22.0%,42,106.6,37,16.2%,32,0.74,16,15.5%
Naz Reid,25.2,MIN,Big,367,44,16.5%,76,128.9,56,9.7%,53,0.59,9,19.8%
Mitchell Robinson,26.6,NYK,Big,369,3,10.3%,29,107.7,3,2.6%,6,0.25,29,14.9%
Dennis Schroder,31.1,DET,Point,164,36,19.9%,71,127.1,36,22.6%,64,1.13,71,9.7%
Alperen Sengun,22.3,HOU,Big,252,91,29.4%,9,97.3,91,26.6%,82,0.90,94,8.8%
Ben Sheppard,23.3,IND,Wing,261,0,7.3%,92,130.8,0,3.9%,25,0.53,4,19.0%
Pascal Siakam,30.6,IND,Big,768,79,22.8%,53,120.1,76,16.2%,71,0.71,97,7.1%
Jabari Smith Jr.,21.5,HOU,Big,138,24,12.9%,88,133.3,18,4.7%,24,0.36,0,23.5%
Max Strus,28.6,CLE,Wing,252,46,16.9%,58,112.9,92,18.3%,92,1.08,75,6.8%
Jayson Tatum,26.7,BOS,Forward,321,100,33.5%,48,114.2,91,25.1%,65,0.75,48,11.1%
Amen Thompson,21.8,HOU,Combo,227,58,22.2%,53,108.9,42,16.4%,37,0.74,63,10.3%
Ausar Thompson,21.8,DET,Wing,134,71,20.0%,79,119.0,17,6.9%,4,0.34,8,17.6%
Obi Toppin,26.7,IND,Forward,429,70,18.6%,52,114.6,65,10.6%,52,0.57,26,12.5%
Karl-Anthony Towns,29.0,NYK,Big,639,76,22.4%,62,121.0,29,6.3%,15,0.28,56,12.2%
Gary Trent Jr.,25.8,MIL,Wing,170,42,15.8%,100,144.6,8,5.6%,8,0.35,88,5.0%
Myles Turner,28.6,IND,Big,671,65,18.1%,50,120.1,35,6.7%,26,0.37,41,14.0%
Fred VanVleet,30.7,HOU,Point,276,21,18.5%,93,132.3,7,17.3%,57,0.94,50,11.1%
Dean Wade,27.9,CLE,Forward,137,0,6.8%,0,83.3,30,5.4%,74,0.79,13,13.6%
Franz Wagner,23.2,ORL,Forward,228,96,31.8%,13,100.0,100,25.8%,83,0.81,96,7.5%
Cason Wallace,21.0,OKC,Combo,514,0,11.8%,26,104.9,16,12.3%,74,1.05,53,11.2%
Peyton Watson,22.1,DEN,Forward,179,30,13.6%,4,89.5,9,2.9%,9,0.21,61,10.4%
Russell Westbrook,36.0,DEN,Point,312,43,25.0%,14,100.7,21,18.6%,7,0.74,7,16.4%
Derrick White,30.3,BOS,Combo,415,37,18.9%,100,129.4,32,15.8%,53,0.83,84,7.7%
Aaron Wiggins,25.8,OKC,Wing,276,50,17.6%,42,109.6,46,9.9%,38,0.56,50,10.1%
Andrew Wiggins,29.7,MIA,Wing,200,88,23.2%,17,97.7,75,14.6%,54,0.63,25,14.8%
Jalen Williams,23.6,OKC,Forward,795,87,27.2%,30,107.9,87,21.4%,70,0.79,91,8.0%
Ivica Zubac,27.6,LAC,Big,255,50,17.0%,82,129.8,53,9.6%,50,0.57,59,12.2%
