Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Alex Abrines,25.3,OKC,Wing,558,81,-3.4,95,-6.6,31,+1.3%,43,-0.2%,79,-2.7,20,+1.7,98,-28.3
Quincy Acy,28.1,PHX,Big,102,100,-18.7,100,-15.9,96,-5.0%,90,+2.0%,21,+2.6,98,-4.9,1,+49.1
Steven Adams,25.3,OKC,Big,2678,48,+0.3,17,+3.9,99,-5.7%,96,+2.6%,78,-2.5,91,-2.8,37,+4.3
LaMarcus Aldridge,33.3,SAS,Big,2698,41,+1.1,24,+2.8,90,-3.3%,92,+2.1%,74,-2.1,88,-2.5,34,+5.4
Al-Farouq Aminu,28.1,POR,Big,2291,73,-2.2,63,-1.4,57,-0.4%,90,+1.9%,65,-1.2,38,+0.5,82,-11.6
Justin Anderson,25.0,ATL,Wing,414,19,+3.5,62,-1.2,30,+1.3%,94,+2.3%,55,-0.4,93,-3.2,6,+22.2
Kyle Anderson,25.1,MEM,Forward,1270,85,-3.8,62,-1.2,50,0.0%,78,+1.1%,81,-2.8,81,-1.8,68,-5.0
Ryan Anderson,30.5,PHX,Big,277,88,-4.3,88,-4.4,100,-8.2%,50,+0.0%,97,-6.6,100,-7.1,13,+15.7
Giannis Antetokounmpo,23.9,MIL,Forward,2364,92,-5.4,82,-3.4,58,-0.5%,85,+1.7%,64,-1.1,71,-1.2,42,+2.5
Carmelo Anthony,34.4,HOU,Forward,291,29,+2.1,10,+5.0,66,-1.0%,12,-1.6%,86,-3.4,93,-3.2,52,-0.3
Trevor Ariza,33.3,PHX,Wing,883,8,+5.7,16,+4.0,18,+2.3%,22,-1.0%,37,+1.0,49,-0.1,29,+7.4
Trevor Ariza,33.3,WAS,Wing,1463,31,+1.8,11,+5.0,44,+0.5%,52,+0.1%,67,-1.4,55,-0.3,67,-4.9
D.J. Augustin,31.0,ORL,Point,2265,60,-0.9,30,+1.8,69,-1.2%,40,-0.3%,45,+0.3,21,+1.7,79,-10.1
J.J. Barea,34.3,DAL,Combo,744,66,-1.5,47,+0.3,71,-1.4%,97,+2.9%,29,+1.6,87,-2.4,2,+29.5
Harrison Barnes,26.4,DAL,Forward,1569,24,+2.6,69,-1.9,25,+1.7%,2,-3.1%,42,+0.5,29,+1.1,67,-4.7
Harrison Barnes,26.4,SAC,Forward,948,81,-3.3,63,-1.4,99,-6.4%,91,+2.1%,98,-7.4,100,-7.1,35,+5.0
Will Barton,27.8,DEN,Wing,1189,33,+1.6,37,+1.2,73,-1.5%,39,-0.4%,56,-0.5,51,-0.2,61,-2.9
Nicolas Batum,29.9,CHA,Wing,2338,67,-1.6,71,-2.1,52,-0.1%,18,-1.2%,64,-1.1,43,+0.3,77,-9.1
Jerryd Bayless,30.2,MIN,Point,637,4,+7.2,2,+8.2,36,+1.0%,45,-0.2%,18,+3.0,35,+0.7,19,+11.7
Aron Baynes,31.9,BOS,Big,810,81,-3.3,86,-3.9,52,-0.1%,26,-0.8%,68,-1.5,55,-0.3,71,-6.7
Kent Bazemore,29.3,ATL,Wing,1639,84,-3.8,78,-2.9,12,+3.0%,17,-1.3%,39,+0.7,8,+3.0,89,-15.0
Bradley Beal,25.3,WAS,Wing,3025,37,+1.3,27,+2.2,74,-1.6%,54,+0.1%,39,+0.7,58,-0.5,28,+7.5
Malik Beasley,21.9,DEN,Wing,1789,22,+3.0,37,+1.2,40,+0.8%,57,+0.3%,16,+3.2,29,+1.1,19,+11.7
Michael Beasley,29.8,LAL,Big,254,15,+3.9,9,+5.2,21,+2.0%,81,+1.4%,21,+2.5,9,+2.9,70,-6.1
Marco Belinelli,32.6,SAS,Wing,1796,15,+4.0,38,+1.1,27,+1.6%,16,-1.3%,34,+1.3,15,+2.1,74,-7.9
DeAndre' Bembry,24.3,ATL,Wing,1873,54,-0.2,81,-3.3,21,+1.9%,86,+1.7%,28,+1.7,47,+0.1,24,+9.0
Dragan Bender,21.0,PHX,Big,776,42,+0.9,33,+1.5,37,+0.9%,25,-0.9%,30,+1.6,20,+1.7,62,-3.3
Davis Bertans,26.0,SAS,Big,1594,55,-0.5,61,-1.1,64,-0.9%,78,+1.1%,90,-4.2,68,-1.0,92,-18.9
Patrick Beverley,30.3,LAC,Combo,2121,66,-1.5,76,-2.5,34,+1.2%,47,-0.1%,47,+0.1,36,+0.6,65,-3.9
Bismack Biyombo,26.2,CHA,Big,755,31,+2.0,28,+2.0,83,-2.2%,75,+1.0%,37,+1.0,82,-1.8,8,+20.5
Nemanja Bjelica,30.5,SAC,Big,1795,74,-2.2,43,+0.6,85,-2.3%,83,+1.5%,61,-0.9,79,-1.7,32,+6.4
Eric Bledsoe,28.9,MIL,Point,2266,70,-2.0,34,+1.4,41,+0.6%,56,+0.2%,58,-0.6,55,-0.3,56,-1.4
Bojan Bogdanovic,29.5,IND,Forward,2547,61,-0.9,48,+0.2,24,+1.8%,3,-2.9%,10,+4.6,3,+4.3,54,-0.9
Andrew Bogut,33.9,GSW,Big,126,8,+5.7,1,+9.7,100,-7.9%,99,+3.6%,76,-2.4,27,+1.2,96,-23.3
Devin Booker,22.0,PHX,Combo,2239,26,+2.4,16,+3.9,48,+0.2%,11,-1.9%,32,+1.4,14,+2.3,71,-6.4
Avery Bradley,27.9,LAC,Wing,1462,73,-2.2,59,-0.8,37,+0.9%,36,-0.4%,66,-1.4,16,+2.0,93,-20.3
Avery Bradley,27.9,MEM,Wing,442,34,+1.6,77,-2.8,15,+2.6%,8,-2.1%,6,+5.7,1,+5.5,59,-2.6
Corey Brewer,32.7,PHI,Forward,120,81,-3.4,66,-1.6,74,-1.6%,1,-3.8%,62,-1.0,9,+2.9,94,-21.4
Corey Brewer,32.7,SAC,Wing,332,78,-2.9,40,+0.8,62,-0.8%,31,-0.6%,38,+0.8,37,+0.5,48,+1.2
Malcolm Brogdon,25.9,MIL,Combo,1820,55,-0.5,54,-0.5,55,-0.3%,91,+2.1%,73,-2.1,42,+0.3,90,-17.0
MarShon Brooks,29.8,MEM,Wing,368,16,+3.9,50,-0.1,6,+4.2%,59,+0.4%,6,+5.6,4,+4.0,31,+6.6
Jaylen Brown,22.0,BOS,Wing,1852,38,+1.3,30,+1.8,88,-2.8%,82,+1.4%,53,-0.3,70,-1.2,32,+6.3
Lorenzo Brown,28.2,TOR,Wing,147,96,-7.4,99,-10.8,76,-1.7%,15,-1.4%,27,+1.8,73,-1.3,8,+19.6
Reggie Bullock,27.6,DET,Wing,1352,19,+3.3,15,+4.1,77,-1.7%,41,-0.3%,23,+2.3,59,-0.6,8,+20.2
Reggie Bullock,27.6,LAL,Wing,519,25,+2.6,17,+3.8,85,-2.3%,62,+0.5%,23,+2.2,37,+0.5,29,+7.2
Trey Burke,26.0,NYK,Point,677,74,-2.3,81,-3.3,72,-1.5%,81,+1.4%,30,+1.5,46,+0.1,31,+6.5
