Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Ryan Anderson,28.5,HOU,Big,2112,78,+3.3,87,+5.0,42,-0.6%,16,+2.1%,11,-4.0,29,-1.3,13,-14.8
Giannis Antetokounmpo,21.9,MIL,Forward,2820,66,+1.5,32,-3.4,56,+0.3%,93,-2.9%,88,+4.1,84,+2.4,80,+9.4
Carmelo Anthony,32.4,NYK,Forward,2532,85,+4.7,73,+2.5,70,+1.5%,39,+0.5%,65,+1.0,65,+0.8,52,+0.2
Trevor Ariza,31.3,HOU,Forward,2759,77,+2.9,85,+4.6,54,+0.2%,42,+0.4%,18,-3.1,46,-0.3,8,-17.4
Darrell Arthur,28.6,DEN,Big,620,35,-3.1,55,-0.1,2,-6.5%,40,+0.5%,5,-6.0,7,-3.8,22,-8.9
Omer Asik,30.3,NOP,Big,481,16,-6.1,28,-3.9,92,+4.5%,49,+0.1%,63,+0.9,88,+3.0,8,-17.6
D.J. Augustin,29.0,ORL,Combo,1456,6,-10.2,7,-8.5,34,-1.4%,2,+4.6%,3,-7.0,2,-5.3,20,-9.6
Luke Babbitt,27.4,MIA,Forward,1044,29,-3.9,49,-0.8,10,-3.8%,40,+0.4%,17,-3.4,15,-2.5,43,-2.7
Ron Baker,23.6,NYK,Combo,778,27,-4.3,33,-3.1,31,-1.6%,45,+0.2%,22,-2.7,38,-0.7,19,-10.3
Wade Baldwin,20.6,MEM,Combo,381,1,-17.3,2,-12.1,23,-2.2%,65,-0.7%,6,-5.5,12,-2.7,12,-15.1
Leandro Barbosa,33.9,PHX,Wing,946,41,-2.1,64,+1.0,24,-2.1%,4,+3.8%,27,-1.9,23,-2.0,61,+2.7
J.J. Barea,32.4,DAL,Combo,768,78,+3.3,94,+7.4,50,-0.0%,31,+1.0%,19,-3.1,38,-0.7,4,-25.0
Harrison Barnes,24.4,DAL,Big,2797,66,+1.3,67,+1.4,12,-3.7%,25,+1.4%,25,-2.3,30,-1.2,24,-7.9
Matt Barnes,36.6,SAC,Forward,1360,63,+1.0,50,-0.7,40,-0.8%,55,-0.2%,23,-2.5,23,-2.0,45,-1.6
Matt Barnes,36.6,GSW,Forward,376,5,-10.6,12,-7.0,78,+2.2%,36,+0.7%,65,+1.1,93,+3.8,6,-20.0
Will Barton,25.8,DEN,Wing,1671,13,-6.8,6,-8.9,62,+0.8%,83,-1.8%,41,-0.7,82,+2.2,8,-17.7
Brandon Bass,31.5,LAC,Big,458,6,-10.4,8,-8.3,47,-0.2%,15,+2.2%,29,-1.7,35,-0.9,31,-5.6
Nicolas Batum,27.9,CHA,Wing,2611,79,+3.4,69,+1.6,51,+0.1%,91,-2.5%,40,-0.9,44,-0.4,42,-2.8
Aron Baynes,29.9,DET,Big,1104,69,+1.8,84,+4.4,29,-1.7%,28,+1.2%,5,-5.8,5,-4.3,27,-6.9
Kent Bazemore,27.3,ATL,Wing,1953,56,+0.0,70,+1.8,36,-1.1%,53,-0.2%,67,+1.3,58,+0.4,68,+4.9
Bradley Beal,23.3,WAS,Wing,2680,97,+10.6,96,+7.8,25,-2.1%,85,-1.9%,90,+4.6,77,+1.7,88,+15.7
Malik Beasley,19.9,DEN,Wing,112,89,+5.6,89,+5.8,0,-11.0%,86,-2.0%,13,-3.8,0,-7.9,99,+43.2
Michael Beasley,27.8,MIL,Big,903,54,-0.2,51,-0.6,68,+1.4%,30,+1.1%,20,-3.0,46,-0.3,9,-17.3
Marco Belinelli,30.6,CHA,Wing,1748,81,+3.7,92,+6.6,17,-2.7%,7,+3.1%,24,-2.4,28,-1.4,31,-5.6
DeAndre' Bembry,22.3,ATL,Wing,273,14,-6.4,26,-4.1,5,-5.0%,2,+4.4%,0,-11.6,1,-6.0,1,-34.7
Dragan Bender,19.0,PHX,Big,530,50,-1.0,53,-0.3,51,+0.0%,26,+1.3%,31,-1.6,51,+0.0,27,-6.9
Anthony Bennett,23.6,BKN,Big,206,74,+2.5,68,+1.4,82,+2.6%,69,-0.9%,93,+5.5,96,+4.6,46,-1.6
Davis Bertans,24.0,SAS,Big,684,39,-2.4,47,-0.9,60,+0.7%,43,+0.3%,21,-2.7,36,-0.8,17,-11.5
Patrick Beverley,28.3,HOU,Point,2046,45,-1.7,54,-0.2,65,+1.1%,40,+0.4%,62,+0.9,66,+0.9,49,-0.8
Bismack Biyombo,24.2,ORL,Big,1714,18,-5.7,32,-3.4,57,+0.5%,7,+3.1%,6,-5.4,24,-1.8,5,-24.6
Nemanja Bjelica,28.5,MIN,Big,1140,22,-5.2,19,-5.5,69,+1.5%,70,-0.9%,44,-0.5,59,+0.5,32,-5.4
Tarik Black,24.9,LAL,Big,1065,62,+0.7,50,-0.6,97,+7.2%,77,-1.3%,96,+6.5,99,+6.4,34,-5.3
Eric Bledsoe,26.9,PHX,Point,2172,91,+6.7,86,+4.9,65,+1.1%,82,-1.7%,35,-1.3,39,-0.6,45,-1.8
Bojan Bogdanovic,27.5,BKN,Wing,1468,62,+0.8,86,+4.9,6,-5.0%,31,+1.0%,29,-1.7,15,-2.5,77,+8.3
Bojan Bogdanovic,27.5,WAS,Forward,584,60,+0.4,81,+3.8,72,+1.7%,36,+0.7%,5,-6.2,18,-2.3,6,-21.9
Andrew Bogut,31.9,DAL,Big,581,8,-8.9,11,-7.5,8,-4.1%,67,-0.8%,65,+1.0,63,+0.7,54,+0.8
Devin Booker,20.0,PHX,Wing,2720,96,+9.9,92,+6.6,71,+1.6%,80,-1.6%,41,-0.6,44,-0.4,50,-0.6
Trevor Booker,28.9,BKN,Big,1747,28,-4.0,34,-3.1,74,+1.9%,60,-0.5%,36,-1.2,61,+0.6,14,-13.1
Avery Bradley,25.9,BOS,Combo,1829,85,+4.7,84,+4.5,39,-0.9%,24,+1.5%,77,+2.2,39,-0.7,93,+19.8
Corey Brewer,30.7,HOU,Wing,886,35,-3.1,20,-5.2,35,-1.2%,78,-1.4%,90,+4.6,64,+0.8,94,+21.4
Corey Brewer,30.7,LAL,Wing,353,18,-5.6,44,-1.3,45,-0.4%,77,-1.3%,29,-1.7,50,-0.0,21,-9.1
Malcolm Brogdon,23.9,MIL,Combo,1901,88,+5.3,88,+5.3,33,-1.4%,34,+0.8%,34,-1.3,40,-0.6,35,-4.7
Aaron Brooks,31.8,IND,Point,812,41,-2.2,14,-6.6,96,+6.6%,23,+1.6%,83,+2.9,89,+3.1,25,-7.5
Anthony Brown,24.1,NOP,Wing,135,31,-3.8,8,-8.2,98,+8.7%,99,-4.7%,65,+1.0,87,+2.8,5,-25.0
Jaylen Brown,20.0,BOS,Wing,1293,5,-10.6,19,-5.2,34,-1.2%,59,-0.4%,15,-3.6,43,-0.4,5,-22.3
Nicolas Brussino,23.7,DAL,Wing,408,22,-5.2,6,-8.9,80,+2.4%,66,-0.8%,83,+2.9,55,+0.2,97,+27.4
Reggie Bullock,25.6,DET,Wing,413,73,+2.5,72,+2.3,44,-0.4%,33,+0.9%,77,+2.3,69,+1.0,69,+5.2
Trey Burke,24.0,WAS,Combo,640,4,-12.0,4,-9.8,35,-1.2%,8,+2.9%,27,-1.9,34,-1.0,38,-4.4
Alec Burks,25.3,UTA,Combo,620,32,-3.5,37,-2.6,64,+1.1%,81,-1.6%,80,+2.6,93,+3.8,24,-7.7
Jimmy Butler,27.1,CHI,Wing,2803,93,+7.3,80,+3.8,52,+0.1%,65,-0.7%,86,+3.3,75,+1.6,77,+8.4
Jose Calderon,35.1,LAL,Point,272,2,-12.5,14,-6.4,48,-0.1%,17,+2.1%,6,-5.5,32,-1.1,4,-25.7
Jose Calderon,35.1,ATL,Combo,224,44,-1.8,26,-4.1,71,+1.6%,59,-0.4%,88,+4.2,97,+4.8,37,-4.5
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,71,+2.2,67,+1.4,22,-2.3%,70,-0.9%,42,-0.6,57,+0.4,35,-5.0
Isaiah Canaan,25.5,CHI,Combo,513,18,-5.8,9,-7.9,77,+2.1%,41,+0.4%,58,+0.7,58,+0.4,57,+1.5
Clint Capela,22.5,HOU,Big,1533,67,+1.6,86,+4.8,75,+2.0%,41,+0.4%,84,+3.0,88,+2.8,49,-0.8
DeMarre Carroll,30.3,TOR,Forward,1874,45,-1.7,32,-3.3,68,+1.5%,71,-1.0%,94,+5.7,92,+3.7,78,+8.6
Vince Carter,39.8,MEM,Wing,1791,93,+7.9,96,+8.0,67,+1.4%,23,+1.6%,51,-0.0,40,-0.6,62,+3.0
Michael Carter-Williams,25.1,CHI,Point,804,20,-5.5,27,-4.0,66,+1.3%,44,+0.2%,42,-0.6,55,+0.2,28,-6.8
Omri Casspi,28.4,SAC,Forward,393,31,-3.6,16,-6.2,97,+6.7%,90,-2.4%,46,-0.4,94,+4.0,4,-28.5
Omri Casspi,28.4,MIN,Big,216,20,-5.4,2,-13.2,100,+11.1%,92,-2.7%,99,+8.8,95,+4.2,89,+16.4
Willie Cauley-Stein,23.2,SAC,Big,1384,26,-4.4,44,-1.3,17,-2.7%,42,+0.4%,26,-2.1,27,-1.6,46,-1.5
Tyson Chandler,34.1,PHX,Big,1295,84,+4.4,82,+4.0,54,+0.3%,49,+0.0%,31,-1.5,35,-0.9,43,-2.6
Wilson Chandler,29.5,DEN,Forward,2186,55,-0.1,47,-0.9,37,-1.0%,10,+2.6%,24,-2.4,13,-2.6,63,+3.2
Marquese Chriss,19.3,PHX,Big,1698,34,-3.3,36,-2.8,26,-2.0%,85,-2.0%,46,-0.4,24,-1.9,82,+10.1
Rakeem Christmas,24.9,IND,Big,177,38,-2.5,5,-9.6,100,+10.8%,98,-4.2%,69,+1.4,99,+6.8,1,-37.5
Semaj Christon,24.0,OKC,Combo,873,35,-3.1,27,-4.0,77,+2.1%,2,+4.8%,90,+4.7,83,+2.3,84,+11.5
Ian Clark,25.7,GSW,Combo,925,22,-5.2,18,-5.6,45,-0.4%,6,+3.3%,52,+0.1,43,-0.4,62,+2.8
Jordan Clarkson,24.4,LAL,Combo,2352,59,+0.3,63,+0.9,86,+3.2%,32,+1.0%,22,-2.6,58,+0.4,7,-18.4
Norris Cole,28.1,OKC,Combo,101,11,-7.5,31,-3.4,4,-5.3%,3,+4.3%,4,-6.8,14,-2.5,6,-21.9
Darren Collison,29.2,SAC,Combo,2055,76,+2.8,66,+1.3,52,+0.1%,24,+1.6%,34,-1.3,41,-0.5,36,-4.6
Mike Conley,29.1,MEM,Point,2287,94,+8.8,98,+9.0,33,-1.4%,72,-1.0%,77,+2.3,45,-0.3,88,+15.2
Pat Connaughton,23.8,POR,Wing,227,33,-3.5,21,-5.0,80,+2.5%,7,+3.1%,63,+0.9,70,+1.1,44,-2.1
DeMarcus Cousins,26.2,SAC,Big,1885,97,+10.8,99,+10.8,52,+0.1%,34,+0.8%,73,+1.9,82,+2.2,37,-4.5
DeMarcus Cousins,26.2,NOP,Big,573,35,-3.2,38,-2.2,87,+3.4%,36,+0.8%,23,-2.6,66,+0.9,3,-28.9
Robert Covington,25.9,PHI,Forward,2110,50,-0.8,46,-1.0,50,-0.1%,95,-3.3%,31,-1.4,64,+0.8,11,-15.5
Allen Crabbe,24.6,POR,Wing,2224,46,-1.5,53,-0.4,14,-3.3%,14,+2.2%,9,-4.6,4,-4.4,57,+1.6
Jamal Crawford,36.6,LAC,Wing,2006,25,-4.7,27,-4.0,20,-2.4%,6,+3.2%,8,-5.2,8,-3.6,26,-7.1
Jordan Crawford,28.0,NOP,Wing,419,95,+9.5,92,+6.6,22,-2.2%,6,+3.3%,27,-2.0,6,-4.1,94,+23.4
Jae Crowder,26.3,BOS,Forward,2328,98,+11.9,99,+10.9,30,-1.7%,89,-2.3%,93,+5.5,49,-0.1,99,+40.8
Dante Cunningham,29.5,NOP,Forward,1623,80,+3.5,87,+5.0,18,-2.5%,42,+0.4%,33,-1.4,26,-1.6,66,+4.2
Seth Curry,26.2,DAL,Combo,2015,82,+3.9,81,+3.9,25,-2.0%,28,+1.2%,28,-1.9,48,-0.1,10,-16.9
Stephen Curry,28.6,GSW,Point,2627,100,+18.4,100,+12.3,89,+4.0%,100,-5.8%,90,+4.7,95,+4.3,40,-3.3
Troy Daniels,25.3,MEM,Wing,1133,63,+0.9,40,-2.0,79,+2.3%,78,-1.4%,78,+2.4,88,+2.8,32,-5.6
Anthony Davis,23.6,NOP,Big,2700,75,+2.7,80,+3.7,45,-0.4%,48,+0.1%,81,+2.7,60,+0.5,91,+17.8
Deyonta Davis,19.9,MEM,Big,212,16,-6.1,31,-3.4,58,+0.6%,96,-3.5%,34,-1.3,96,+4.7,2,-32.6
Ed Davis,27.4,POR,Big,787,17,-5.9,10,-7.7,96,+6.4%,69,-0.9%,96,+6.1,94,+3.9,81,+9.6
DeMar DeRozan,27.2,TOR,Wing,2615,60,+0.4,35,-2.9,32,-1.5%,5,+3.4%,88,+4.2,46,-0.2,95,+25.5
Dewayne Dedmon,27.2,SAS,Big,1252,30,-3.9,11,-7.3,90,+4.2%,72,-1.0%,72,+1.8,82,+2.2,35,-4.8
Sam Dekker,22.5,HOU,Forward,1335,42,-2.1,25,-4.3,56,+0.4%,80,-1.6%,86,+3.5,71,+1.2,86,+12.5
Malcolm Delaney,27.6,ATL,Combo,1187,58,+0.3,49,-0.7,26,-2.0%,40,+0.5%,22,-2.6,11,-3.0,69,+5.4
Matthew Dellavedova,26.1,MIL,Point,1971,37,-2.7,26,-4.1,88,+3.7%,71,-1.0%,78,+2.3,80,+2.0,52,+0.3
Luol Deng,31.5,LAL,Forward,1478,28,-4.1,36,-2.7,30,-1.7%,34,+0.8%,34,-1.3,31,-1.2,56,+1.4
Cheick Diallo,20.1,NOP,Big,163,53,-0.2,20,-5.1,41,-0.7%,68,-0.8%,24,-2.4,76,+1.7,2,-31.0
Boris Diaw,34.5,UTA,Big,1274,30,-3.8,51,-0.6,11,-3.8%,30,+1.1%,43,-0.6,25,-1.7,73,+6.8
Gorgui Dieng,26.8,MIN,Big,2640,63,+0.9,82,+4.1,10,-3.8%,26,+1.4%,17,-3.2,22,-2.1,38,-3.9
Spencer Dinwiddie,23.6,BKN,Point,1261,57,+0.2,72,+2.3,60,+0.7%,13,+2.4%,10,-4.5,16,-2.4,13,-13.8
Toney Douglas,30.6,MEM,Combo,370,80,+3.5,22,-4.7,99,+9.8%,87,-2.1%,99,+8.4,97,+4.9,87,+14.7
Goran Dragic,30.5,MIA,Point,2447,87,+5.2,62,+0.8,67,+1.4%,72,-1.0%,77,+2.3,76,+1.7,58,+2.1
Andre Drummond,23.2,DET,Big,2406,32,-3.5,28,-3.7,75,+2.0%,73,-1.0%,79,+2.5,92,+3.7,21,-9.2
Jared Dudley,31.3,PHX,Forward,1352,51,-0.7,50,-0.7,25,-2.0%,24,+1.6%,48,-0.3,37,-0.8,61,+2.7
Mike Dunleavy,36.1,CLE,Wing,314,2,-14.2,4,-9.7,0,-10.0%,23,+1.6%,11,-4.2,8,-3.7,48,-0.8
Mike Dunleavy,36.1,ATL,Wing,438,23,-5.1,25,-4.2,22,-2.3%,4,+3.5%,1,-8.1,8,-3.6,4,-27.1
Kris Dunn,22.6,MIN,Combo,1257,24,-4.9,22,-4.7,90,+4.2%,86,-2.0%,78,+2.4,83,+2.3,45,-2.1
Kevin Durant,28.1,GSW,Forward,2051,92,+7.2,94,+7.4,8,-4.2%,63,-0.6%,76,+2.2,30,-1.2,95,+24.1
Wayne Ellington,28.9,MIA,Wing,1463,62,+0.6,46,-1.0,75,+2.0%,47,+0.1%,55,+0.4,42,-0.5,72,+6.3
Monta Ellis,31.0,IND,Combo,1978,37,-2.7,57,+0.1,14,-3.2%,53,-0.1%,33,-1.3,41,-0.5,34,-5.2
Joel Embiid,22.6,PHI,Big,781,69,+1.9,92,+6.9,78,+2.1%,85,-2.0%,32,-1.4,69,+1.0,9,-17.3
James Ennis,26.3,MEM,Forward,1466,55,-0.2,63,+0.9,54,+0.3%,37,+0.6%,13,-3.8,30,-1.2,14,-13.8
Tyler Ennis,22.2,HOU,Point,129,0,-17.4,0,-16.7,90,+4.2%,41,+0.4%,89,+4.4,58,+0.4,95,+24.7
Tyler Ennis,22.2,LAL,Point,378,73,+2.5,84,+4.4,17,-2.8%,56,-0.2%,38,-1.1,50,-0.0,37,-4.4
Tyreke Evans,27.1,NOP,Combo,453,24,-4.8,13,-6.7,77,+2.1%,87,-2.0%,43,-0.6,40,-0.6,51,-0.4
Tyreke Evans,27.1,SAC,Combo,313,4,-11.1,3,-10.5,58,+0.5%,83,-1.8%,25,-2.2,73,+1.4,4,-28.5
Dante Exum,21.3,UTA,Combo,1163,19,-5.6,28,-3.9,28,-1.8%,30,+1.1%,19,-3.1,18,-2.3,41,-3.1
Kenneth Faried,27.0,DEN,Big,1275,50,-0.8,48,-0.8,99,+8.8%,81,-1.7%,92,+5.0,99,+6.5,17,-11.7
Derrick Favors,25.3,UTA,Big,1180,27,-4.4,48,-0.9,59,+0.7%,37,+0.7%,18,-3.2,54,+0.2,6,-21.6
Kay Felder,21.6,CLE,Point,281,1,-14.9,11,-7.4,11,-3.7%,8,+3.0%,28,-1.8,18,-2.3,68,+4.8
Cristiano Felicio,24.3,CHI,Big,930,39,-2.4,26,-4.0,47,-0.2%,51,-0.0%,81,+2.7,37,-0.7,93,+20.3
Raymond Felton,32.4,LAC,Combo,1537,4,-11.5,7,-8.8,9,-4.0%,9,+2.7%,54,+0.3,22,-2.0,90,+17.1
Yogi Ferrell,23.5,BKN,Point,126,44,-1.7,94,+7.3,39,-0.9%,64,-0.6%,57,+0.6,81,+2.1,12,-15.2
Yogi Ferrell,23.5,DAL,Point,1021,48,-1.2,52,-0.5,37,-1.0%,79,-1.5%,87,+3.9,49,-0.1,99,+40.5
Dorian Finney-Smith,23.5,DAL,Forward,1538,45,-1.7,59,+0.3,70,+1.6%,66,-0.7%,76,+2.2,70,+1.1,77,+8.5
Bryn Forbes,23.3,SAS,Combo,237,3,-12.1,11,-7.4,27,-1.9%,14,+2.3%,8,-5.2,31,-1.2,5,-23.3
Evan Fournier,24.0,ORL,Wing,2228,90,+6.3,77,+3.2,66,+1.3%,89,-2.4%,82,+2.9,84,+2.3,60,+2.4
Randy Foye,33.1,BKN,Combo,1210,43,-1.9,68,+1.5,13,-3.3%,17,+2.1%,37,-1.1,28,-1.5,66,+4.1
Tim Frazier,26.0,NOP,Point,1477,68,+1.7,67,+1.3,70,+1.6%,55,-0.2%,44,-0.5,53,+0.2,33,-5.4
Channing Frye,33.5,CLE,Big,1346,43,-2.0,85,+4.8,3,-5.9%,20,+1.9%,3,-7.3,3,-4.9,11,-15.4
Danilo Gallinari,28.2,DEN,Forward,2128,88,+5.4,88,+5.5,86,+3.2%,80,-1.6%,87,+3.8,91,+3.3,50,-0.6
Langston Galloway,24.9,NOP,Wing,1062,52,-0.4,20,-5.2,71,+1.7%,79,-1.5%,67,+1.3,49,-0.0,83,+10.7
Langston Galloway,24.9,SAC,Combo,367,91,+6.6,80,+3.6,74,+1.9%,89,-2.3%,98,+7.9,72,+1.3,100,+45.6
Marc Gasol,31.8,MEM,Big,2524,81,+3.7,93,+7.0,7,-4.5%,29,+1.2%,27,-1.9,23,-2.0,60,+2.5
Pau Gasol,36.3,SAS,Big,1618,65,+1.3,88,+5.4,4,-5.5%,22,+1.7%,43,-0.6,27,-1.5,74,+7.3
Rudy Gay,30.2,SAC,Forward,1009,84,+4.3,60,+0.6,91,+4.4%,90,-2.4%,67,+1.3,78,+1.9,28,-6.7
Paul George,26.5,IND,Forward,2684,92,+6.7,97,+8.4,10,-3.9%,78,-1.4%,22,-2.6,14,-2.6,71,+5.8
Jonathan Gibson,29.0,DAL,Combo,192,3,-12.4,1,-15.8,53,+0.2%,96,-3.3%,57,+0.6,17,-2.3,99,+42.7
Taj Gibson,31.4,CHI,Big,1498,38,-2.6,54,-0.2,72,+1.8%,78,-1.4%,16,-3.6,61,+0.6,5,-22.0
Taj Gibson,31.4,OKC,Big,484,25,-4.7,12,-7.3,95,+6.3%,71,-1.0%,64,+1.0,74,+1.4,41,-3.2
Manu Ginobili,39.3,SAS,Wing,1284,85,+4.7,77,+3.3,78,+2.1%,83,-1.8%,68,+1.4,81,+2.1,30,-5.8
Rudy Gobert,24.4,UTA,Big,2729,87,+5.2,66,+1.2,69,+1.5%,83,-1.8%,71,+1.6,65,+0.8,67,+4.7
Archie Goodwin,22.2,BKN,Wing,156,10,-8.0,8,-8.1,19,-2.5%,28,+1.2%,84,+3.0,47,-0.2,95,+24.9
Aaron Gordon,21.1,ORL,Forward,2256,93,+8.4,89,+5.5,83,+2.8%,88,-2.2%,98,+7.9,90,+3.2,98,+33.0
Eric Gordon,27.9,HOU,Wing,2303,40,-2.4,36,-2.6,68,+1.4%,82,-1.7%,83,+2.9,71,+1.2,80,+9.3
Marcin Gortat,32.7,WAS,Big,2551,89,+6.0,75,+2.9,32,-1.5%,51,-0.0%,67,+1.4,56,+0.3,69,+5.3
Treveon Graham,23.0,CHA,Forward,113,1,-14.9,1,-14.2,60,+0.8%,11,+2.5%,3,-6.8,19,-2.3,1,-39.0
Jerami Grant,22.6,OKC,Forward,1405,30,-3.8,45,-1.3,22,-2.2%,18,+2.0%,40,-0.8,37,-0.8,57,+1.4
Jerian Grant,24.1,CHI,Combo,977,88,+5.3,85,+4.5,57,+0.4%,13,+2.3%,59,+0.7,35,-0.8,79,+9.1
Danny Green,29.4,SAS,Wing,1797,48,-1.2,63,+0.8,37,-1.0%,23,+1.6%,58,+0.6,19,-2.2,92,+19.4
Draymond Green,26.7,GSW,Big,2459,73,+2.5,56,+0.0,49,-0.1%,94,-2.9%,61,+0.9,69,+1.1,39,-3.6
Gerald Green,30.8,BOS,Wing,509,52,-0.5,47,-0.9,63,+1.0%,14,+2.3%,17,-3.4,32,-1.1,10,-16.6
JaMychal Green,26.4,MEM,Big,2074,38,-2.6,44,-1.3,26,-2.0%,25,+1.4%,18,-3.2,18,-2.3,43,-2.7
Jeff Green,30.2,ORL,Forward,1495,12,-7.1,23,-4.6,42,-0.6%,17,+2.1%,5,-6.1,21,-2.1,4,-27.9
Blake Griffin,27.6,LAC,Big,2071,99,+14.2,93,+7.3,94,+5.5%,95,-3.2%,84,+3.0,94,+3.8,20,-9.9
Justin Hamilton,26.6,BKN,Big,1120,25,-4.5,23,-4.6,50,-0.1%,67,-0.8%,50,-0.1,52,+0.1,47,-1.1
AJ Hammons,24.2,DAL,Big,129,11,-7.9,18,-5.6,74,+1.9%,97,-3.6%,68,+1.4,68,+1.0,58,+2.0
Tim Hardaway Jr.,24.6,ATL,Wing,2112,96,+10.1,90,+6.0,87,+3.3%,91,-2.5%,94,+5.7,87,+2.7,87,+13.6
James Harden,27.2,HOU,Combo,2940,95,+9.7,98,+9.7,58,+0.6%,25,+1.4%,10,-4.4,29,-1.4,9,-17.1
Maurice Harkless,23.5,POR,Forward,2212,91,+6.7,83,+4.1,75,+1.9%,93,-2.9%,94,+5.8,96,+4.4,71,+5.9
Montrezl Harrell,22.8,HOU,Big,987,79,+3.4,66,+1.2,42,-0.7%,61,-0.5%,79,+2.6,68,+1.0,77,+8.2
Devin Harris,33.7,DAL,Wing,1084,76,+2.8,55,-0.1,92,+4.7%,81,-1.7%,86,+3.4,88,+2.9,48,-1.0
Gary Harris,22.1,DEN,Wing,1776,92,+7.2,95,+7.6,53,+0.2%,62,-0.5%,85,+3.3,84,+2.4,57,+1.7
Joe Harris,25.2,BKN,Wing,1100,19,-5.6,12,-7.2,85,+2.9%,56,-0.3%,70,+1.6,66,+0.9,66,+4.2
Tobias Harris,24.3,DET,Forward,2541,83,+4.1,87,+5.1,23,-2.2%,21,+1.7%,21,-2.9,5,-4.1,78,+8.9
Andrew Harrison,22.0,MEM,Combo,1427,33,-3.4,22,-4.7,68,+1.4%,29,+1.2%,61,+0.7,59,+0.4,53,+0.6
Udonis Haslem,36.4,MIA,Big,115,0,-25.1,0,-23.1,9,-3.9%,15,+2.2%,2,-7.8,1,-6.1,32,-5.5
Spencer Hawes,28.5,CHA,Big,587,10,-8.2,31,-3.4,6,-4.8%,12,+2.4%,9,-4.6,10,-3.4,33,-5.4
Spencer Hawes,28.5,MIL,Big,139,35,-3.2,42,-1.5,2,-6.5%,0,+6.3%,30,-1.6,7,-3.7,95,+24.1
Gordon Hayward,26.6,UTA,Wing,2507,90,+6.2,73,+2.4,51,+0.0%,59,-0.4%,54,+0.3,40,-0.6,71,+6.1
Gerald Henderson,28.9,PHI,Wing,1660,43,-1.9,35,-2.9,45,-0.4%,53,-0.1%,47,-0.3,37,-0.7,59,+2.3
John Henson,25.8,MIL,Big,1111,29,-4.0,16,-6.2,67,+1.3%,64,-0.6%,72,+1.8,47,-0.2,86,+12.9
Juan Hernangomez,21.1,DEN,Forward,749,34,-3.4,32,-3.3,79,+2.2%,71,-1.0%,25,-2.2,48,-0.1,19,-10.3
