Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Steven Adams,23.3,OKC,Big,156,80,64.3%,93,80%,65,46%,0,0%,63,46%,0,0%,0,0%,0,0%
LaMarcus Aldridge,31.3,SAS,Big,535,13,46.3%,70,71%,60,45%,48,32%,40,38%,0,0%,0,29%,0,14%
Al-Farouq Aminu,26.1,POR,Big,111,43,52.8%,20,54%,0,0%,88,75%,57,43%,0,67%,0,31%,54,38%
Kyle Anderson,23.1,SAS,Wing,150,91,64.4%,74,71%,94,77%,29,25%,100,65%,0,33%,0,0%,0,29%
Ryan Anderson,28.5,HOU,Big,328,23,48.4%,38,60%,90,75%,60,50%,90,58%,0,36%,11,27%,15,28%
Giannis Antetokounmpo,21.9,MIL,Forward,242,63,54.9%,50,65%,25,32%,38,42%,31,37%,0,100%,0,33%,0,40%
Trevor Ariza,31.3,HOU,Forward,412,56,54.1%,19,53%,13,25%,0,0%,0,25%,0,18%,100,45%,64,38%
Kent Bazemore,27.3,ATL,Wing,149,38,48.0%,29,53%,41,38%,74,50%,62,43%,0,43%,0,27%,38,32%
Bradley Beal,23.3,WAS,Wing,464,62,52.3%,53,60%,91,73%,74,50%,97,60%,0,9%,35,29%,16,27%
Patrick Beverley,28.3,HOU,Point,323,35,50.9%,12,46%,29,40%,24,33%,24,39%,25,50%,23,33%,60,40%
Bojan Bogdanovic,27.5,WAS,Forward,230,44,52.0%,63,71%,38,38%,25,27%,13,32%,0,22%,71,44%,73,39%
Avery Bradley,25.9,BOS,Combo,604,75,53.0%,67,62%,42,38%,75,41%,33,40%,0,28%,67,40%,14,36%
Malcolm Brogdon,23.9,MIL,Combo,177,58,50.9%,33,47%,8,13%,17,29%,0,20%,0,71%,0,42%,100,53%
Jaylen Brown,20.0,BOS,Wing,168,71,54.3%,91,81%,85,63%,18,17%,62,43%,0,40%,0,18%,9,25%
Jimmy Butler,27.1,CHI,Wing,238,24,45.8%,38,55%,56,45%,53,36%,44,40%,0,0%,40,30%,22,27%
Clint Capela,22.5,HOU,Big,285,65,56.8%,50,62%,23,30%,8,0%,15,25%,0,0%,0,0%,0,0%
DeMarre Carroll,30.3,TOR,Forward,149,50,52.9%,6,50%,56,50%,100,100%,100,67%,0,50%,0,27%,27,33%
Vince Carter,39.8,MEM,Wing,194,74,57.1%,47,58%,50,43%,100,67%,76,50%,0,0%,90,47%,69,40%
Ian Clark,25.7,GSW,Combo,174,100,65.3%,92,71%,92,69%,33,33%,92,63%,0,42%,0,43%,71,42%
Mike Conley,29.1,MEM,Point,222,76,57.4%,65,60%,71,54%,6,18%,53,43%,0,67%,92,44%,87,46%
Jamal Crawford,36.6,LAC,Wing,162,26,46.1%,68,70%,47,40%,65,43%,50,42%,0,20%,0,31%,25,28%
Jae Crowder,26.3,BOS,Forward,557,25,49.5%,44,62%,50,45%,19,24%,6,31%,25,22%,14,33%,9,30%
Stephen Curry,28.6,GSW,Point,598,100,61.7%,53,58%,82,56%,94,54%,100,55%,75,58%,77,42%,73,44%
DeMar DeRozan,27.2,TOR,Wing,372,12,43.7%,32,54%,79,55%,59,37%,59,42%,0,17%,0,0%,0,7%
Matthew Dellavedova,26.1,MIL,Point,156,12,47.5%,100,100%,6,19%,100,71%,12,35%,0,0%,0,43%,0,40%
Boris Diaw,34.5,UTA,Big,184,48,54.8%,38,60%,57,44%,28,25%,43,38%,0,0%,0,50%,0,43%
Kevin Durant,28.1,GSW,Forward,529,94,63.3%,56,69%,56,50%,88,61%,88,56%,0,44%,86,45%,100,45%
James Ennis,26.3,MEM,Forward,158,31,50.0%,25,53%,100,100%,6,0%,69,50%,0,38%,0,17%,18,32%
Derrick Favors,25.3,UTA,Big,194,50,54.9%,85,75%,40,40%,8,0%,10,21%,0,0%,0,0%,0,0%
Raymond Felton,32.4,LAC,Combo,102,67,51.9%,75,63%,33,33%,17,29%,17,30%,0,80%,0,0%,0,44%
Channing Frye,33.5,CLE,Big,111,100,73.8%,10,50%,13,25%,90,100%,88,57%,0,80%,89,50%,100,56%
Marc Gasol,31.8,MEM,Big,238,33,51.2%,3,38%,45,41%,83,63%,70,47%,0,100%,0,55%,0,58%
Pau Gasol,36.3,SAS,Big,364,15,46.5%,38,60%,18,28%,50,36%,23,30%,0,29%,0,36%,46,33%
Paul George,26.5,IND,Forward,171,19,48.9%,0,38%,13,25%,31,38%,19,33%,0,63%,29,38%,91,43%
Taj Gibson,31.4,OKC,Big,118,78,60.0%,35,59%,50,42%,90,100%,93,61%,0,0%,0,0%,0,0%
Manu Ginobili,39.3,SAS,Wing,282,35,47.3%,62,64%,26,33%,18,17%,12,27%,0,29%,10,23%,6,24%
Rudy Gobert,24.4,UTA,Big,231,85,64.5%,68,69%,33,38%,0,0%,38,38%,0,0%,0,0%,0,0%
Eric Gordon,27.9,HOU,Wing,355,65,53.3%,26,48%,62,50%,29,25%,71,44%,0,38%,65,39%,59,39%
Marcin Gortat,32.7,WAS,Big,369,25,50.0%,57,64%,20,29%,8,0%,13,22%,0,0%,0,0%,0,0%
Jerami Grant,22.6,OKC,Forward,106,100,69.0%,88,75%,88,67%,6,0%,69,50%,0,33%,0,50%,0,40%
Danny Green,29.4,SAS,Wing,434,68,53.7%,79,72%,82,56%,9,13%,32,35%,0,31%,60,38%,56,36%
Draymond Green,26.7,GSW,Big,590,57,55.3%,33,59%,8,11%,60,50%,5,15%,0,50%,67,41%,77,42%
Gerald Green,30.8,BOS,Wing,147,88,63.5%,85,75%,3,0%,74,50%,74,46%,0,50%,80,41%,88,45%
JaMychal Green,26.4,MEM,Big,117,73,58.6%,85,75%,68,50%,28,25%,25,33%,0,43%,0,50%,0,47%
Tim Hardaway Jr.,24.6,ATL,Wing,198,3,40.1%,18,45%,26,33%,56,36%,29,35%,0,17%,25,29%,19,27%
James Harden,27.2,HOU,Combo,405,50,49.1%,58,59%,83,55%,33,33%,58,45%,0,67%,33,26%,0,28%
Andrew Harrison,22.0,MEM,Combo,106,83,54.5%,17,40%,0,0%,100,80%,100,80%,0,0%,0,36%,0,33%
Gordon Hayward,26.6,UTA,Wing,367,59,51.8%,82,73%,44,39%,62,40%,41,40%,0,63%,50,37%,69,40%
Nene Hilario,34.1,HOU,Big,160,93,70.6%,98,84%,85,60%,28,25%,43,38%,0,0%,0,0%,0,0%
George Hill,30.5,UTA,Point,246,41,52.4%,65,60%,53,48%,71,44%,65,46%,0,40%,69,37%,33,38%
Rodney Hood,24.0,UTA,Wing,254,6,40.2%,56,63%,53,45%,12,13%,18,31%,0,31%,15,24%,13,26%
Al Horford,30.4,BOS,Big,573,83,64.4%,78,72%,63,46%,60,50%,68,47%,0,33%,100,57%,92,53%
Dwight Howard,30.9,ATL,Big,155,25,50.0%,25,57%,28,33%,8,0%,15,25%,0,0%,0,0%,0,0%
Serge Ibaka,27.1,TOR,Big,305,30,50.8%,85,75%,50,42%,55,43%,55,42%,0,33%,22,31%,38,32%
Andre Iguodala,32.8,GSW,Wing,417,53,49.5%,94,83%,12,13%,71,47%,26,35%,0,15%,5,21%,0,19%
