Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Stephen Curry,33.6,GSW,Point,762,79,+7.7,52,+0.3,80,+2.6%,26,-16.2,29,-1.0,19,-8.7%,29,-22.5,77,+1.6,94,+10.1%,59,+5.2
DeMar DeRozan,32.2,CHI,Forward,203,100,+32.8,7,-4.0,17,-2.2%,15,-23.6,91,+2.1,20,-8.5%,79,+37.5,0,-6.1,61,+1.4%,4,-58.3
Dewayne Dedmon,32.2,MIA,Big,134,50,+0.1,22,-1.9,51,+0.2%,40,-5.8,80,+1.4,66,+5.2%,87,+48.5,12,-2.6,67,+2.4%,16,-28.8
Spencer Dinwiddie,28.6,DAL,Wing,494,44,-1.5,14,-3.1,38,-0.7%,5,-40.2,4,-2.5,37,-4.1%,8,-65.1,49,+0.1,82,+5.5%,40,-6.9
Kevin Durant,33.1,BKN,Forward,217,94,+16.4,25,-1.9,94,+4.5%,2,-50.9,10,-1.9,94,+23.0%,18,-37.5,48,+0.1,93,+9.2%,0,-120.7
Joel Embiid,27.6,PHI,Big,385,71,+5.4,82,+2.8,39,-0.6%,74,+17.5,39,-0.4,53,+0.3%,44,-11.3,92,+2.9,34,-1.9%,86,+27.4
Dorian Finney-Smith,28.5,DAL,Forward,687,94,+16.3,85,+3.0,62,+0.9%,90,+26.9,71,+0.9,49,-0.6%,78,+34.4,75,+1.5,37,-1.4%,73,+14.7
Danilo Gallinari,33.2,ATL,Forward,181,63,+3.6,33,-1.4,47,-0.1%,22,-20.1,87,+2.0,68,+5.5%,93,+72.7,2,-4.5,13,-6.4%,1,-72.8
Rudy Gobert,29.3,UTA,Big,196,49,-0.3,83,+2.9,5,-4.8%,65,+11.4,85,+1.9,2,-34.2%,91,+71.4,68,+1.0,14,-6.3%,47,-2.8
Aaron Gordon,26.1,DEN,Forward,160,56,+1.0,53,+0.3,91,+3.8%,6,-34.1,22,-1.3,74,+8.4%,6,-68.8,79,+1.7,77,+4.0%,29,-16.2
Danny Green,34.4,PHI,Wing,318,37,-3.0,56,+0.6,78,+2.5%,46,-4.6,33,-0.8,78,+9.8%,15,-40.9,70,+1.1,65,+2.2%,56,+4.4
Draymond Green,31.7,GSW,Big,698,57,+1.6,39,-0.9,96,+4.7%,37,-8.3,89,+2.1,38,-3.1%,81,+39.4,17,-2.1,95,+11.3%,17,-24.8
Jeff Green,35.2,DEN,Big,113,24,-6.0,17,-2.7,82,+2.7%,1,-54.2,14,-1.6,58,+1.4%,16,-40.0,30,-1.1,70,+2.8%,6,-47.6
James Harden,32.2,PHI,Point,478,68,+4.9,90,+3.4,90,+3.8%,83,+22.1,98,+3.2,100,+35.3%,95,+90.5,37,-0.6,75,+3.9%,42,-6.7
Tobias Harris,29.3,PHI,Forward,465,11,-12.0,79,+2.7,64,+1.1%,76,+18.9,81,+1.4,33,-5.0%,83,+39.6,62,+0.7,84,+6.2%,53,+2.2
Jrue Holiday,31.4,MIL,Point,462,89,+12.2,87,+3.3,37,-0.8%,89,+26.3,19,-1.4,52,+0.1%,65,+7.2,98,+4.6,78,+4.1%,95,+54.8
Al Horford,35.4,BOS,Big,814,63,+3.1,2,-5.5,44,-0.3%,6,-36.7,10,-1.7,50,-0.5%,29,-21.1,6,-3.5,42,-1.0%,9,-40.6
Danuel House,28.4,UTA,Wing,107,87,+11.9,21,-2.0,55,+0.5%,33,-11.4,11,-1.7,88,+15.0%,6,-66.7,40,-0.3,32,-2.8%,56,+4.9
Brandon Ingram,24.2,NOP,Forward,304,81,+8.2,84,+2.9,18,-2.0%,87,+24.0,68,+0.8,0,-47.1%,71,+22.2,85,+2.1,44,-0.8%,84,+24.2
Kyrie Irving,29.6,BKN,Combo,212,51,+0.2,94,+4.5,84,+2.9%,95,+39.3,100,+7.4,5,-31.6%,99,+130.4,11,-2.9,91,+7.5%,5,-55.6
Nikola Jokic,26.7,DEN,Big,171,6,-14.3,94,+4.3,100,+8.1%,63,+10.2,65,+0.7,97,+25.5%,21,-33.3,95,+3.7,97,+13.5%,83,+23.3
Tyus Jones,25.5,MEM,Combo,261,21,-6.4,38,-1.1,16,-2.3%,44,-4.9,38,-0.5,67,+5.2%,56,+0.3,33,-0.9,27,-3.6%,34,-10.7
Zach LaVine,26.6,CHI,Wing,152,72,+5.6,92,+3.9,1,-7.0%,87,+24.7,98,+4.0,3,-32.5%,100,+132.5,44,-0.1,8,-8.2%,28,-17.9
Kevon Looney,25.7,GSW,Big,441,45,-1.5,50,+0.0,22,-1.9%,52,+1.3,37,-0.6,80,+10.8%,52,-1.7,56,+0.4,21,-4.8%,52,+1.3
Brook Lopez,33.6,MIL,Big,331,9,-13.2,30,-1.5,41,-0.4%,17,-23.3,93,+2.4,47,-0.8%,87,+54.3,6,-3.8,52,+0.7%,2,-62.4
Kyle Lowry,35.6,MIA,Point,294,35,-3.2,40,-0.8,61,+0.9%,37,-10.4,21,-1.4,55,+0.8%,25,-30.3,46,+0.0,41,-1.2%,45,-4.9
Wesley Matthews,35.0,MIL,Wing,344,40,-2.6,95,+4.7,52,+0.5%,93,+34.0,99,+4.3,83,+12.5%,98,+111.7,44,-0.1,55,+1.1%,39,-8.1
CJ McCollum,30.1,NOP,Combo,311,6,-14.5,0,-7.2,30,-1.5%,3,-44.2,0,-4.8,41,-1.9%,4,-88.4,15,-2.4,33,-2.7%,25,-19.2
JaVale McGee,33.8,PHX,Big,125,16,-9.7,11,-3.5,9,-3.1%,12,-25.0,20,-1.4,8,-21.7%,50,-3.8,17,-2.0,25,-4.2%,19,-23.9
Larry Nance Jr.,28.8,NOP,Big,164,77,+7.3,87,+3.3,75,+1.8%,83,+22.3,96,+2.7,99,+33.3%,89,+58.7,60,+0.6,62,+1.6%,61,+6.8
Georges Niang,28.4,PHI,Big,194,84,+9.1,3,-5.0,11,-2.8%,7,-32.3,2,-2.9,40,-2.1%,7,-65.5,16,-2.3,23,-4.4%,24,-21.0
Victor Oladipo,29.5,MIA,Combo,345,19,-7.6,48,-0.1,86,+3.1%,40,-5.6,43,-0.1,73,+8.2%,24,-30.7,58,+0.6,71,+3.1%,70,+12.6
Chris Paul,36.5,PHX,Point,441,82,+8.3,47,-0.2,13,-2.6%,56,+3.0,64,+0.7,44,-1.2%,70,+20.9,25,-1.4,4,-11.2%,26,-18.5
Cameron Payne,27.2,PHX,Combo,151,5,-14.7,8,-4.0,52,+0.2%,9,-28.7,18,-1.4,12,-17.8%,21,-34.5,18,-2.0,83,+5.8%,33,-12.6
Otto Porter,28.4,GSW,Forward,370,88,+12.1,75,+2.6,37,-1.1%,77,+19.5,58,+0.5,28,-6.1%,54,-1.3,88,+2.6,18,-5.6%,90,+35.0
Bobby Portis,26.7,MIL,Big,297,23,-6.0,65,+1.3,71,+1.6%,72,+15.5,75,+1.1,63,+2.9%,67,+12.6,57,+0.4,33,-2.2%,75,+15.9
Dwight Powell,30.3,DAL,Big,247,20,-7.1,55,+0.5,32,-1.4%,71,+15.1,90,+2.1,56,+0.9%,90,+63.9,25,-1.5,10,-7.2%,21,-22.9
D'Angelo Russell,25.7,MIN,Point,233,75,+7.1,24,-1.9,50,+0.2%,16,-23.4,1,-3.5,51,0.0%,1,-100.0,79,+1.7,24,-4.3%,80,+21.7
Pascal Siakam,27.6,TOR,Forward,259,44,-1.5,96,+5.1,81,+2.6%,96,+39.7,25,-1.2,84,+13.2%,0,-143.5,99,+6.5,63,+2.1%,100,+75.0
Marcus Smart,27.7,BOS,Combo,759,54,+0.7,10,-3.7,54,+0.5%,10,-27.3,28,-1.1,44,-1.3%,34,-17.2,13,-2.6,64,+2.1%,14,-31.3
Klay Thompson,31.7,GSW,Wing,784,14,-10.5,15,-3.0,7,-3.5%,31,-13.2,76,+1.1,34,-4.8%,85,+44.2,7,-3.5,48,-0.2%,10,-40.0
Karl-Anthony Towns,26.0,MIN,Big,245,86,+9.9,70,+2.0,2,-5.7%,84,+23.0,78,+1.2,67,+5.2%,77,+33.3,63,+0.8,2,-13.4%,63,+9.9
PJ Tucker,36.5,MIA,Big,509,71,+5.2,64,+1.3,36,-1.2%,68,+12.3,33,-0.8,25,-7.1%,46,-5.9,80,+1.7,25,-4.0%,79,+20.1
Jonas Valanciunas,29.5,NOP,Big,234,17,-9.4,19,-2.4,12,-2.7%,30,-13.6,16,-1.5,6,-23.0%,23,-33.3,33,-0.9,28,-3.5%,44,-5.4
Fred VanVleet,27.7,TOR,Point,139,42,-1.7,1,-6.4,48,-0.0%,0,-61.8,13,-1.6,22,-8.2%,45,-7.6,3,-4.3,92,+8.6%,2,-62.6
Nikola Vucevic,31.0,CHI,Big,180,90,+13.3,99,+8.1,33,-1.4%,99,+57.7,66,+0.7,20,-8.5%,32,-18.8,100,+7.4,9,-8.0%,98,+66.3
Andrew Wiggins,26.7,GSW,Forward,766,76,+7.2,29,-1.5,98,+5.0%,23,-19.6,60,+0.6,90,+15.5%,62,+6.3,19,-2.0,96,+11.5%,13,-35.3
Delon Wright,29.5,ATL,Combo,176,98,+21.1,78,+2.7,93,+3.9%,71,+13.6,42,-0.2,14,-14.3%,14,-41.4,90,+2.7,90,+7.3%,90,+35.2
Gary Payton II,28.9,GSW,Combo,189,59,+2.0,74,+2.5,67,+1.3%,82,+21.2,59,+0.5,59,+1.8%,38,-13.3,75,+1.6,15,-6.3%,91,+35.5
Chris Boucher,28.8,TOR,Big,129,74,+6.4,37,-1.1,57,+0.7%,51,+1.0,62,+0.6,15,-12.6%,75,+30.0,27,-1.2,87,+6.7%,41,-6.8
Monte Morris,26.3,DEN,Point,155,31,-5.2,79,+2.7,79,+2.6%,70,+13.5,27,-1.1,46,-1.0%,38,-13.3,96,+3.9,88,+7.1%,87,+28.0
Alex Caruso,27.7,CHI,Combo,113,65,+4.0,83,+2.9,0,-7.5%,92,+33.9,86,+2.0,4,-31.6%,98,+100.0,63,+0.9,1,-16.2%,44,-6.2
OG Anunoby,24.3,TOR,Wing,216,12,-11.9,18,-2.5,6,-4.5%,25,-17.5,31,-0.9,1,-45.5%,40,-12.6,26,-1.3,2,-11.4%,22,-22.0
Bam Adebayo,24.3,MIA,Big,612,75,+6.4,90,+3.4,24,-1.9%,75,+18.1,75,+1.1,56,+1.0%,58,+3.5,86,+2.1,17,-5.8%,81,+22.1
John Collins,24.1,ATL,Big,121,1,-18.5,16,-2.9,97,+4.8%,18,-21.2,6,-2.1,77,+9.7%,11,-55.7,48,+0.1,100,+17.0%,54,+3.8
Dillon Brooks,25.8,MEM,Wing,335,38,-2.8,81,+2.8,89,+3.6%,67,+11.7,53,+0.2,89,+15.1%,44,-9.8,84,+2.0,47,-0.4%,79,+19.3
Jayson Tatum,23.7,BOS,Forward,982,70,+5.1,97,+5.2,40,-0.6%,97,+42.9,88,+2.0,26,-7.1%,86,+46.5,90,+2.8,66,+2.3%,92,+40.5
Daniel Theis,29.6,BOS,Big,176,25,-5.8,98,+6.3,72,+1.6%,98,+46.9,95,+2.5,65,+4.0%,88,+58.2,94,+3.7,81,+5.4%,94,+41.8
Maxi Kleber,29.8,DAL,Big,455,69,+5.0,41,-0.8,28,-1.7%,42,-5.5,17,-1.5,29,-6.0%,20,-35.9,55,+0.3,38,-1.4%,60,+6.6
Bogdan Bogdanovic,29.2,ATL,Wing,160,90,+12.5,63,+1.2,98,+4.8%,60,+7.0,48,+0.1,29,-5.6%,33,-18.1,67,+0.9,94,+10.8%,78,+19.2
Derrick White,27.3,BOS,Combo,572,29,-5.4,54,+0.4,23,-1.9%,55,+1.6,34,-0.7,18,-9.5%,37,-13.7,69,+1.1,20,-5.3%,66,+11.4
Frank Ntilikina,23.3,DAL,Wing,108,2,-17.5,33,-1.4,77,+2.4%,29,-14.4,23,-1.3,54,+0.3%,13,-46.7,37,-0.6,35,-1.9%,50,-1.7
Donovan Mitchell,25.1,UTA,Combo,229,27,-5.5,21,-2.2,48,+0.1%,43,-5.2,35,-0.7,42,-1.7%,22,-33.3,23,-1.5,51,+0.6%,48,-2.1
Royce O'Neale,28.4,UTA,Wing,188,26,-5.6,73,+2.4,25,-1.8%,69,+12.5,83,+1.8,40,-2.4%,90,+66.7,60,+0.6,60,+1.3%,47,-2.8
Kevin Huerter,23.2,ATL,Wing,212,7,-13.8,10,-3.7,25,-1.8%,13,-24.4,40,-0.3,98,+31.6%,28,-23.8,10,-3.1,22,-4.7%,11,-36.8
Trae Young,23.1,ATL,Point,260,52,+0.5,98,+5.7,74,+1.8%,98,+54.0,84,+1.8,13,-16.2%,94,+80.0,89,+2.6,99,+14.4%,96,+56.7
Robert Williams,24.0,BOS,Big,393,48,-0.5,45,-0.4,70,+1.5%,49,-2.4,45,-0.1,36,-4.3%,37,-13.7,36,-0.6,50,+0.4%,46,-3.0
Luka Doncic,22.7,DAL,Point,551,47,-1.2,71,+2.1,17,-2.2%,91,+32.4,92,+2.1,75,+8.9%,94,+74.4,42,-0.3,3,-11.4%,52,+0.3
Jaren Jackson,22.1,MEM,Big,331,37,-3.1,20,-2.4,19,-2.0%,35,-10.6,17,-1.5,64,+3.6%,33,-17.5,32,-1.0,6,-8.5%,36,-10.7
Landry Shamet,24.6,PHX,Wing,181,17,-8.0,59,+0.9,20,-2.0%,80,+20.5,77,+1.2,62,+2.9%,73,+27.7,43,-0.2,7,-8.3%,51,0.0
Deandre Ayton,23.3,PHX,Big,390,85,+9.5,91,+3.5,66,+1.1%,90,+30.5,90,+2.1,70,+5.8%,80,+38.6,66,+0.9,58,+1.3%,67,+11.7
Mikal Bridges,25.2,PHX,Wing,491,97,+19.3,88,+3.3,95,+4.6%,85,+23.4,97,+3.2,98,+32.3%,97,+92.9,45,-0.0,74,+3.9%,37,-9.9
Grayson Allen,26.1,MIL,Wing,305,40,-2.5,5,-4.3,15,-2.5%,8,-29.1,8,-2.0,60,+1.9%,10,-56.5,20,-1.8,40,-1.2%,32,-13.1
Jalen Brunson,25.2,DAL,Combo,627,64,+3.9,51,+0.2,79,+2.6%,32,-11.8,57,+0.4,85,+13.2%,36,-13.8,34,-0.8,72,+3.6%,18,-24.2
Jevon Carter,26.1,MIL,Combo,119,93,+16.2,37,-1.1,92,+3.9%,34,-11.3,52,+0.2,63,+3.0%,17,-39.7,28,-1.2,37,-1.6%,38,-8.3
Jarred Vanderbilt,22.6,MIN,Big,155,36,-3.2,68,+1.9,21,-1.9%,79,+20.2,71,+0.9,51,0.0%,83,+40.0,67,+0.9,29,-3.5%,62,+9.8
Bruce Brown,25.2,BKN,Forward,179,25,-5.8,93,+3.9,33,-1.4%,94,+34.3,48,-0.0,76,+9.7%,53,-1.7,97,+4.0,13,-6.4%,99,+71.4
De'Anthony Melton,23.4,MEM,Combo,151,32,-4.8,44,-0.5,31,-1.5%,38,-7.7,32,-0.9,10,-19.3%,25,-30.0,71,+1.1,26,-3.7%,72,+13.3
Shake Milton,25.1,PHI,Combo,137,87,+10.4,2,-5.3,6,-3.8%,4,-43.3,2,-3.4,9,-20.4%,2,-99.0,24,-1.5,17,-5.8%,27,-18.0
Duncan Robinson,27.5,MIA,Wing,130,30,-5.4,6,-4.1,49,+0.2%,13,-24.9,15,-1.6,17,-11.1%,43,-11.4,9,-3.2,86,+6.6%,12,-35.8
Gary Trent Jr.,22.8,TOR,Combo,199,33,-3.9,35,-1.2,76,+2.2%,39,-6.2,7,-2.0,81,+11.0%,5,-72.2,50,+0.1,87,+6.8%,71,+13.2
Ja Morant,22.2,MEM,Point,336,83,+9.1,69,+1.9,63,+1.0%,67,+12.2,74,+1.0,43,-1.5%,69,+19.7,54,+0.3,83,+5.6%,55,+3.8
DeAndre Hunter,23.9,ATL,Forward,233,0,-24.7,28,-1.6,4,-4.9%,50,-1.7,26,-1.2,33,-5.0%,49,-4.5,65,+0.9,6,-9.1%,75,+16.1
Jaxson Hayes,21.4,NOP,Big,116,8,-13.7,27,-1.7,46,-0.2%,28,-15.2,24,-1.2,2,-41.0%,31,-19.0,38,-0.5,79,+4.4%,31,-13.3
Cameron Johnson,25.7,PHX,Forward,311,41,-2.1,32,-1.5,56,+0.7%,21,-20.5,49,+0.1,79,+10.4%,67,+11.3,31,-1.0,76,+4.0%,20,-23.0
Tyler Herro,21.8,MIA,Combo,373,39,-2.7,62,+1.1,35,-1.2%,64,+11.4,51,+0.1,48,-0.6%,59,+4.3,74,+1.4,54,+0.9%,83,+22.2
Matisse Thybulle,24.7,PHI,Wing,128,10,-12.3,57,+0.8,8,-3.2%,79,+20.1,56,+0.3,10,-20.3%,55,0.0,52,+0.3,29,-3.3%,85,+25.7
Brandon Clarke,25.1,MEM,Big,296,29,-5.4,26,-1.8,83,+2.7%,36,-10.4,55,+0.3,39,-2.9%,48,-5.5,22,-1.6,90,+7.1%,34,-10.7
Grant Williams,22.9,BOS,Forward,636,46,-1.4,63,+1.2,42,-0.3%,52,+1.3,52,+0.1,72,+6.5%,60,+5.0,73,+1.3,56,+1.1%,60,+5.4
Jordan Poole,22.4,GSW,Combo,588,48,-0.6,48,-0.0,56,+0.6%,48,-3.1,47,-0.0,69,+5.5%,42,-11.6,40,-0.5,56,+1.2%,43,-6.5
Nicolas Claxton,22.5,BKN,Big,126,21,-6.8,40,-0.8,94,+4.0%,24,-19.5,41,-0.2,82,+11.2%,52,-2.4,35,-0.7,98,+13.5%,6,-55.0
Caleb Martin,26.1,MIA,Forward,169,2,-15.6,6,-4.0,27,-1.8%,17,-22.5,29,-1.0,35,-4.5%,40,-12.4,10,-3.0,36,-1.7%,10,-37.8
Max Strus,25.6,MIA,Wing,516,61,+2.5,66,+1.4,85,+3.0%,53,+1.4,63,+0.6,71,+6.5%,41,-12.0,71,+1.1,59,+1.3%,68,+11.8
Gabe Vincent,25.4,MIA,Combo,394,67,+4.6,23,-1.9,10,-2.9%,33,-11.4,69,+0.8,31,-5.4%,76,+30.4,13,-2.6,30,-3.3%,13,-35.1
Anthony Edwards,20.2,MIN,Wing,263,53,+0.5,34,-1.3,34,-1.4%,29,-14.9,5,-2.5,23,-8.1%,10,-59.4,72,+1.2,16,-6.2%,69,+12.4
Patrick Williams,20.2,CHI,Big,144,34,-3.6,36,-1.2,10,-3.1%,27,-15.5,3,-2.8,45,-1.2%,9,-62.3,76,+1.6,31,-3.2%,58,+5.0
Onyeka Okongwu,20.9,ATL,Big,153,78,+7.5,44,-0.6,63,+1.0%,48,-3.5,70,+0.8,29,-5.6%,47,-5.6,29,-1.1,53,+0.9%,49,-2.0
Precious Achiuwa,22.1,TOR,Big,166,60,+2.3,61,+1.1,3,-5.1%,57,+5.1,21,-1.4,11,-18.8%,64,+6.7,83,+2.0,19,-5.5%,74,+15.8
Tyrese Maxey,21.0,PHI,Combo,484,10,-12.1,100,+8.2,71,+1.6%,100,+74.6,94,+2.4,91,+18.4%,95,+90.5,98,+5.0,43,-1.0%,97,+61.4
Payton Pritchard,23.8,BOS,Point,288,80,+8.1,89,+3.3,53,+0.5%,88,+25.8,61,+0.6,87,+13.9%,61,+6.0,93,+3.0,46,-0.4%,93,+41.1
Jaden McDaniels,21.1,MIN,Forward,151,95,+17.3,42,-0.7,58,+0.7%,44,-5.2,37,-0.5,16,-12.4%,55,0.0,41,-0.3,52,+0.7%,37,-9.8
Desmond Bane,23.4,MEM,Wing,426,98,+19.7,49,+0.0,60,+0.9%,59,+6.7,40,-0.4,61,+2.5%,60,+5.4,59,+0.6,75,+3.9%,63,+10.0
Xavier Tillman,22.8,MEM,Big,117,18,-7.9,72,+2.1,59,+0.7%,75,+18.0,79,+1.2,17,-11.5%,82,+39.6,53,+0.3,69,+2.7%,57,+5.0
Paul Reed,22.4,PHI,Big,125,60,+2.3,13,-3.4,65,+1.1%,11,-25.9,79,+1.2,37,-3.3%,72,+27.1,4,-4.2,48,-0.1%,8,-44.3
Scottie Barnes,20.3,TOR,Forward,132,62,+2.8,52,+0.3,60,+0.8%,62,+9.1,9,-2.0,96,+24.3%,13,-52.4,83,+1.9,11,-6.9%,89,+33.8
Ziaire Williams,20.1,MEM,Wing,155,43,-1.7,9,-3.9,75,+2.0%,25,-18.4,50,+0.1,71,+6.2%,63,+6.5,8,-3.2,79,+4.8%,15,-30.0
Herbert Jones,23.1,NOP,Forward,292,4,-14.9,4,-4.7,44,-0.3%,2,-46.1,46,-0.1,27,-6.7%,25,-30.0,2,-4.7,21,-5.2%,3,-59.6
Trey Murphy III,21.4,NOP,Forward,162,99,+29.1,67,+1.7,83,+2.8%,63,+9.9,44,-0.1,94,+23.7%,35,-17.1,82,+1.8,68,+2.6%,82,+22.2
Jose Alvarado,23.6,NOP,Point,150,13,-10.6,43,-0.7,29,-1.7%,45,-4.7,82,+1.7,90,+17.6%,68,+17.1,14,-2.5,5,-9.5%,17,-24.7
