Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Alex Acker,25.8,LAC,Wing,132,31,+2.3,88,-1.5,100,-5.8%,60,-2.4,93,-1.1,18,+4.9%,95,-27.5,93,-1.6,100,-15.8%,71,-7.1
Arron Afflalo,23.0,DET,Wing,1193,45,+0.6,45,+0.1,44,+0.2%,62,-2.9,36,+0.3,73,-3.1%,44,+2.2,53,-0.1,19,+2.7%,63,-4.9
Alexis Ajinca,20.5,CHA,Big,136,97,-8.6,1,+4.3,84,-1.2%,1,+30.4,1,+2.0,2,+15.2%,3,+33.7,3,+2.2,93,-4.7%,4,+24.8
LaMarcus Aldridge,23.3,POR,Big,2993,81,-3.5,61,-0.4,70,-0.6%,53,-1.1,91,-0.9,88,-5.9%,69,-6.9,30,+0.6,11,+3.6%,31,+6.8
Joe Alexander,21.9,MIL,Forward,612,20,+3.6,47,+0.1,76,-0.9%,35,+3.8,37,+0.2,83,-4.7%,39,+4.4,55,-0.2,44,+0.4%,40,+3.4
Malik Allen,30.3,MIL,Big,522,65,-1.6,97,-2.7,35,+0.5%,97,-20.9,96,-1.2,62,-1.4%,93,-23.8,88,-1.3,57,-0.5%,88,-16.7
Ray Allen,33.3,BOS,Wing,2866,54,-0.3,10,+1.7,41,+0.3%,7,+15.8,36,+0.3,90,-6.6%,17,+14.6,11,+1.3,24,+2.1%,15,+13.6
Tony Allen,26.8,BOS,Wing,782,90,-5.9,98,-2.8,29,+0.7%,99,-27.2,84,-0.7,31,+2.7%,92,-21.7,98,-2.2,21,+2.5%,99,-28.5
Morris Almond,23.7,UTA,Wing,233,91,-6.0,27,+0.8,12,+1.6%,42,+1.8,67,-0.3,70,-2.6%,62,-5.0,10,+1.4,32,+1.3%,25,+8.8
Rafer Alston,32.3,HOU,Point,1587,42,+0.9,40,+0.4,27,+0.8%,48,+0.2,78,-0.5,66,-2.0%,78,-11.2,17,+1.0,40,+0.8%,20,+11.5
Rafer Alston,32.3,ORL,Point,853,36,+1.4,55,-0.2,10,+1.8%,84,-11.0,63,-0.3,95,-9.1%,56,-1.5,33,+0.4,3,+6.0%,72,-7.8
Lou Amundson,25.9,PHX,Big,909,61,-1.1,73,-0.8,43,+0.2%,56,-1.5,90,-0.9,51,+0.0%,85,-15.2,47,+0.0,52,-0.2%,37,+4.4
