Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Andris Biedrins,26.6,GSW,Big,492,95,4.3%,70,1.4%,1,8.9%,24,7.2%,79,20.1%,0,0.0%,98,50.0%
Chauncey Billups,36.1,LAC,Wing,417,5,0.1%,45,1.3%,79,2.5%,3,0.6%,27,8.4%,0,0.0%,64,13.3%
Bismack Biyombo,20.2,CHA,Big,2144,86,3.5%,7,0.6%,71,3.7%,56,9.3%,56,17.7%,27,0.8%,74,36.8%
DeJuan Blair,23.5,SAS,Big,745,7,0.7%,93,1.9%,22,5.8%,52,9.0%,52,17.4%,0,0.0%,96,48.6%
Steve Blake,32.7,LAL,Combo,1167,45,0.3%,33,1.3%,53,3.2%,41,1.9%,76,9.2%,68,0.9%,85,8.1%
Andray Blatche,26.2,BKN,Big,1464,61,2.1%,100,2.6%,55,4.3%,72,10.9%,53,17.5%,83,7.5%,32,23.1%
Eric Bledsoe,22.9,LAC,Combo,1420,98,2.0%,97,3.2%,62,3.1%,98,5.8%,85,9.8%,73,1.1%,68,4.7%
Keith Bogans,32.5,BKN,Wing,1394,7,0.2%,14,0.9%,36,3.5%,21,1.3%,21,8.1%,0,0.0%,29,4.3%
Andrew Bogut,27.9,GSW,Big,784,88,3.6%,55,1.1%,59,4.2%,55,9.3%,84,20.9%,0,0.0%,51,27.9%
Matt Bonner,32.6,SAS,Big,811,26,1.2%,27,0.9%,56,4.3%,2,2.6%,7,11.0%,0,0.0%,23,20.5%
Trevor Booker,24.9,WAS,Big,868,16,0.9%,81,1.7%,52,4.5%,76,11.2%,45,16.6%,36,2.0%,11,14.6%
Carlos Boozer,30.9,CHI,Big,2539,6,0.6%,57,1.2%,72,3.6%,22,6.9%,95,24.0%,89,8.7%,69,32.6%
Chris Bosh,28.6,MIA,Big,2445,64,2.3%,61,1.3%,90,2.9%,20,6.6%,33,14.9%,62,4.8%,44,26.4%
Avery Bradley,21.9,BOS,Combo,1425,83,0.7%,88,2.2%,27,4.2%,56,2.2%,14,5.9%,80,1.5%,33,1.2%
Elton Brand,33.6,DAL,Big,1518,78,3.1%,76,1.5%,29,5.6%,54,9.2%,69,18.8%,31,1.6%,31,23.0%
Corey Brewer,26.7,DEN,Wing,1938,55,0.6%,98,2.6%,46,3.3%,64,2.9%,29,8.5%,73,1.7%,33,4.5%
Ronnie Brewer,27.6,NYK,Wing,681,39,0.5%,94,2.2%,96,1.8%,88,4.3%,60,10.9%,87,2.8%,31,4.3%
Ronnie Brewer,27.6,OKC,Forward,102,0,0.0%,96,2.2%,88,2.2%,100,9.8%,85,17.3%,0,0.0%,100,50.0%
Aaron Brooks,27.8,SAC,Point,936,59,0.4%,29,1.4%,24,4.0%,33,1.3%,29,7.4%,0,0.0%,0,0.0%
MarShon Brooks,23.8,BKN,Wing,799,83,1.1%,74,1.8%,17,4.4%,86,4.1%,25,8.3%,74,1.8%,26,4.0%
Kwame Brown,30.6,PHI,Big,267,61,2.1%,47,1.1%,17,6.2%,49,8.8%,75,19.5%,0,0.0%,64,30.8%
Shannon Brown,26.9,PHX,Wing,1381,47,0.5%,77,1.9%,61,2.8%,77,3.3%,31,8.5%,0,0.0%,12,1.1%
Kobe Bryant,34.2,LAL,Wing,3008,33,0.4%,60,1.6%,86,2.3%,54,2.4%,70,11.7%,64,1.1%,65,13.7%
Chase Budinger,24.4,MIN,Wing,468,64,0.7%,45,1.3%,76,2.5%,76,3.3%,60,10.9%,0,0.0%,83,20.0%
Alec Burks,21.3,UTA,Combo,1032,79,0.7%,41,1.4%,44,3.6%,89,3.6%,88,10.8%,76,1.4%,56,3.1%
Caron Butler,32.6,LAC,Wing,1867,24,0.3%,37,1.2%,54,3.0%,51,2.3%,55,10.6%,81,2.3%,42,7.3%
Jimmy Butler,23.1,CHI,Wing,2042,70,0.8%,73,1.8%,90,2.0%,98,6.7%,40,9.4%,84,2.6%,43,7.5%
Will Bynum,29.8,DET,Point,1134,39,0.2%,43,1.6%,14,4.6%,82,2.5%,8,6.2%,0,0.0%,86,6.2%
Jose Calderon,31.1,DET,Point,877,18,0.1%,37,1.6%,86,2.1%,6,0.7%,59,8.6%,0,0.0%,0,0.0%
Jose Calderon,31.1,TOR,Point,1262,47,0.3%,8,1.0%,90,2.1%,14,0.9%,43,8.0%,98,4.0%,61,4.1%
Marcus Camby,38.6,NYK,Big,242,80,3.3%,69,1.4%,43,4.8%,63,9.9%,83,20.7%,0,0.0%,98,53.3%
DeMarre Carroll,26.3,UTA,Wing,1055,85,1.1%,97,2.3%,12,4.9%,100,8.8%,26,8.3%,71,1.5%,79,18.5%
Vince Carter,35.8,DAL,Wing,2085,84,1.1%,62,1.6%,14,4.6%,66,2.9%,79,12.4%,79,2.2%,80,18.7%
Omri Casspi,24.4,CLE,Wing,446,95,1.5%,92,2.2%,22,4.0%,80,3.7%,98,18.6%,100,9.1%,96,32.3%
Mario Chalmers,26.5,MIA,Point,2057,49,0.3%,92,2.7%,18,4.3%,24,1.1%,35,7.7%,78,1.0%,57,3.4%
Tyson Chandler,30.1,NYK,Big,2158,52,2.0%,25,0.9%,79,3.4%,93,13.2%,89,21.9%,36,2.0%,23,20.4%
Wilson Chandler,25.5,DEN,Forward,1056,19,0.5%,75,1.8%,27,4.1%,58,4.7%,63,14.5%,42,1.2%,83,29.6%
Earl Clark,24.8,LAL,Big,1331,39,1.6%,59,1.2%,87,3.1%,19,6.6%,49,17.0%,43,2.8%,40,25.0%
Victor Claver,24.2,POR,Forward,769,48,0.8%,58,1.5%,19,4.5%,40,3.7%,38,11.9%,0,0.0%,31,14.7%
Norris Cole,24.1,MIA,Point,1476,45,0.3%,47,1.8%,16,4.5%,41,1.4%,31,7.4%,92,2.3%,33,1.3%
Jason Collins,33.9,BOS,Big,325,17,1.0%,72,1.4%,1,9.2%,23,7.1%,2,10.0%,0,0.0%,2,6.1%
Darren Collison,25.2,DAL,Point,2351,33,0.2%,59,1.9%,69,2.6%,43,1.4%,45,8.0%,0,0.0%,73,4.6%
Nick Collison,32.0,OKC,Big,1547,18,1.0%,72,1.4%,33,5.3%,48,8.8%,13,12.5%,84,7.7%,23,20.5%
Mike Conley,25.1,MEM,Point,2749,63,0.5%,94,2.9%,65,2.7%,55,1.7%,27,7.3%,0,0.0%,31,0.8%
Daequan Cook,25.5,CHI,Wing,225,89,1.2%,1,0.4%,89,2.0%,2,0.4%,94,15.1%,0,0.0%,95,30.8%
Daequan Cook,25.5,HOU,Wing,109,76,0.9%,35,1.2%,34,3.5%,73,3.2%,17,7.6%,0,0.0%,0,0.0%
Chris Copeland,28.6,NYK,Big,762,12,0.8%,19,0.8%,37,5.1%,3,4.0%,3,10.1%,0,0.0%,17,18.8%
DeMarcus Cousins,22.2,SAC,Big,2271,29,1.3%,95,2.1%,48,4.6%,64,10.0%,94,23.6%,80,6.8%,93,47.1%
Jamal Crawford,32.6,LAC,Wing,2126,22,0.3%,69,1.6%,100,1.3%,17,1.1%,1,5.1%,0,0.0%,19,2.5%
Jordan Crawford,24.0,BOS,Combo,551,29,0.2%,9,1.0%,55,3.2%,74,2.6%,86,10.3%,0,0.0%,92,10.7%
Jordan Crawford,24.0,WAS,Combo,1104,38,0.2%,18,1.1%,98,2.1%,68,2.5%,79,9.5%,98,5.4%,73,4.9%
Jae Crowder,22.3,DAL,Forward,1268,33,0.7%,94,2.2%,23,4.2%,19,2.8%,23,10.9%,48,1.4%,17,11.5%
Dante Cunningham,25.5,MIN,Big,1939,20,1.1%,89,1.9%,84,3.2%,31,7.5%,27,14.2%,38,2.1%,13,15.4%
Stephen Curry,24.6,GSW,Combo,2975,33,0.2%,68,1.9%,67,2.9%,53,2.1%,68,8.6%,0,0.0%,64,3.8%
Samuel Dalembert,32.5,MIL,Big,743,83,3.4%,34,1.0%,51,4.5%,89,12.7%,93,23.1%,80,6.5%,83,39.5%
Marquis Daniels,31.8,MIL,Wing,1012,45,0.5%,79,2.0%,52,3.1%,87,4.2%,41,9.4%,0,0.0%,82,19.5%
Anthony Davis,19.6,NOP,Big,1822,83,3.4%,90,1.9%,81,3.3%,61,9.7%,77,19.9%,55,4.0%,91,45.1%
Ed Davis,23.4,MEM,Big,526,96,4.8%,48,1.1%,10,6.6%,83,12.1%,57,17.7%,0,0.0%,83,39.5%
Ed Davis,23.4,TOR,Big,1070,55,2.0%,45,1.1%,61,4.1%,60,9.6%,74,19.4%,40,2.4%,90,43.6%
Glen Davis,26.8,ORL,Big,1060,19,1.1%,70,1.4%,86,3.1%,9,5.2%,58,17.8%,95,11.1%,49,27.7%
Austin Daye,24.4,DET,Wing,302,93,1.4%,4,0.6%,6,5.2%,60,2.6%,86,12.9%,0,0.0%,92,27.3%
Austin Daye,24.4,MEM,Forward,299,96,2.6%,27,1.1%,13,5.2%,2,1.4%,77,16.5%,100,14.3%,85,31.3%
Nando De Colo,25.4,SAS,Combo,782,56,0.3%,79,2.0%,26,4.2%,86,3.1%,94,12.7%,0,0.0%,77,5.1%
DeMar DeRozan,23.2,TOR,Wing,2995,35,0.4%,31,1.1%,78,2.5%,36,1.7%,37,9.3%,0,0.0%,60,12.5%
Carlos Delfino,30.2,HOU,Wing,1646,21,0.3%,74,1.8%,56,2.8%,10,0.9%,67,11.5%,89,3.2%,74,15.9%
Luol Deng,27.5,CHI,Forward,2890,31,0.6%,48,1.3%,98,1.5%,77,5.8%,19,10.8%,60,2.4%,42,16.9%
Boris Diaw,30.5,SAS,Big,1685,13,0.9%,71,1.4%,74,3.6%,6,4.5%,4,10.2%,51,3.5%,43,26.1%
DeSagana Diop,30.8,CHA,Big,191,91,3.9%,60,1.2%,46,4.7%,2,3.5%,39,15.8%,90,9.1%,0,0.0%
Toney Douglas,26.6,HOU,Combo,837,15,0.1%,65,1.8%,9,5.0%,82,2.8%,44,7.7%,77,1.4%,74,5.0%
Toney Douglas,26.6,SAC,Combo,326,24,0.2%,98,3.4%,8,5.0%,62,2.3%,83,9.6%,0,0.0%,91,10.0%
Goran Dragic,26.5,PHX,Point,2564,67,0.5%,73,2.1%,35,3.4%,80,2.4%,37,7.7%,73,0.8%,43,1.5%
Andre Drummond,19.2,DET,Big,1185,92,4.0%,94,2.1%,41,4.9%,98,14.6%,92,22.8%,54,3.6%,80,38.7%
Jared Dudley,27.3,PHX,Wing,2150,12,0.2%,57,1.5%,74,2.5%,83,3.7%,23,8.2%,72,1.7%,25,3.5%
Chris Duhon,30.2,LAL,Point,778,8,0.1%,14,1.1%,47,2.9%,27,1.1%,12,6.4%,84,1.4%,45,2.2%
Tim Duncan,36.5,SAS,Big,2069,96,4.7%,52,1.1%,99,2.3%,21,6.7%,98,25.8%,88,8.6%,48,27.6%
Mike Dunleavy,32.1,MIL,Wing,1888,79,0.9%,12,0.9%,60,2.8%,32,1.7%,91,13.5%,0,0.0%,46,8.2%
Kevin Durant,24.1,OKC,Forward,3112,92,1.8%,67,1.7%,96,1.7%,8,1.8%,90,17.5%,0,0.0%,77,28.9%
Devin Ebanks,23.0,LAL,Forward,170,10,0.3%,13,0.8%,8,5.6%,60,4.7%,42,12.2%,0,0.0%,48,18.2%
Wayne Ellington,24.9,CLE,Wing,949,3,0.1%,47,1.4%,93,1.8%,41,2.0%,52,10.2%,0,0.0%,22,2.8%
Wayne Ellington,24.9,MEM,Wing,656,2,0.1%,29,1.1%,75,2.5%,7,0.8%,17,7.4%,0,0.0%,20,2.6%
Monta Ellis,27.0,MIL,Combo,3057,76,0.6%,91,2.4%,95,2.1%,27,1.3%,65,8.6%,83,1.7%,94,11.2%
Kim English,24.1,DET,Wing,285,50,0.6%,78,1.9%,4,5.3%,55,2.4%,3,5.6%,0,0.0%,0,0.0%
Jeremy Evans,25.0,UTA,Big,134,82,3.3%,78,1.6%,45,4.7%,87,12.3%,60,17.8%,96,12.5%,7,11.1%
Reggie Evans,32.5,BKN,Big,1951,1,0.4%,84,1.8%,61,4.1%,98,14.4%,100,33.2%,60,4.5%,99,62.5%
Tyreke Evans,23.1,SAC,Wing,2007,66,0.7%,80,2.0%,70,2.6%,67,3.0%,77,12.2%,0,0.0%,60,12.0%
Festus Ezeli,23.0,GSW,Big,1065,84,3.5%,33,1.0%,22,5.8%,90,12.9%,26,14.1%,0,0.0%,15,16.4%
Kenneth Faried,23.0,DEN,Big,2239,53,2.0%,79,1.6%,66,4.0%,87,12.3%,80,20.2%,60,4.5%,84,39.7%
Derrick Favors,21.3,UTA,Big,1711,93,4.1%,83,1.7%,36,5.1%,74,11.0%,78,19.9%,33,1.8%,80,38.7%
Raymond Felton,28.4,NYK,Combo,2302,53,0.3%,70,1.9%,82,2.5%,55,2.2%,21,6.8%,89,2.7%,80,6.3%
Landry Fields,24.3,TOR,Forward,983,15,0.4%,54,1.4%,73,2.7%,71,5.6%,60,14.3%,65,2.9%,90,32.8%
Derek Fisher,38.2,DAL,Combo,228,70,0.5%,8,1.0%,18,4.6%,0,0.0%,18,6.6%,0,0.0%,98,14.3%
Derek Fisher,38.2,OKC,Wing,310,9,0.2%,89,2.1%,30,3.6%,7,0.8%,6,6.2%,0,0.0%,0,0.0%
Evan Fournier,20.0,DEN,Combo,309,23,0.2%,67,1.8%,0,6.3%,33,1.5%,26,6.9%,0,0.0%,65,4.5%
Randy Foye,29.1,UTA,Combo,2229,77,0.6%,39,1.4%,38,3.8%,15,0.8%,9,5.4%,0,0.0%,27,0.8%
Jimmer Fredette,23.7,SAC,Combo,835,32,0.2%,35,1.3%,77,2.7%,47,2.0%,8,5.0%,94,3.1%,39,1.7%
Joel Freeland,25.7,POR,Big,392,31,1.4%,63,1.3%,13,6.5%,50,8.8%,35,14.9%,0,0.0%,57,29.6%
Danilo Gallinari,24.2,DEN,Forward,2303,46,0.8%,42,1.2%,92,2.2%,17,2.8%,50,13.2%,69,3.2%,10,10.7%
Francisco Garcia,30.8,HOU,Wing,282,90,1.3%,95,2.2%,45,3.3%,2,0.4%,10,6.9%,0,0.0%,0,0.0%
Francisco Garcia,30.8,SAC,Wing,696,100,2.3%,87,2.1%,23,4.0%,9,0.9%,34,9.0%,0,0.0%,35,5.9%
Kevin Garnett,36.5,BOS,Big,2012,43,1.7%,89,1.9%,86,3.1%,5,4.4%,90,22.4%,0,0.0%,72,34.3%
Diante Garrett,24.0,PHX,Combo,104,0,0.0%,83,2.1%,97,2.1%,91,3.7%,77,9.3%,0,0.0%,0,0.0%
Marc Gasol,27.8,MEM,Big,2781,76,2.9%,66,1.3%,69,3.7%,22,7.0%,40,16.0%,66,5.0%,65,30.8%
Pau Gasol,32.3,LAL,Big,1651,50,1.9%,9,0.6%,98,2.4%,25,7.2%,51,17.3%,66,5.0%,53,28.9%
Rudy Gay,26.2,MEM,Wing,1535,87,1.2%,67,1.6%,84,2.3%,84,3.9%,88,13.2%,0,0.0%,84,20.3%
Rudy Gay,26.2,TOR,Forward,1144,65,1.1%,98,2.3%,52,3.3%,42,4.0%,67,14.5%,81,3.9%,71,26.1%
Alonzo Gee,25.4,CLE,Wing,2536,60,0.6%,76,1.8%,49,3.1%,69,3.0%,49,9.8%,56,0.7%,85,20.9%
Mickael Gelabale,29.4,MIN,Wing,587,20,0.3%,36,1.2%,40,3.4%,89,4.7%,54,10.6%,0,0.0%,50,9.1%
Paul George,22.5,IND,Wing,2964,77,0.9%,96,2.2%,51,3.1%,69,3.1%,96,16.1%,88,3.1%,98,34.1%
Daniel Gibson,26.7,CLE,Combo,853,18,0.1%,58,1.5%,23,4.4%,5,0.5%,35,7.1%,0,0.0%,41,1.8%
Taj Gibson,27.4,CHI,Big,1423,85,3.5%,23,0.8%,42,4.8%,51,8.9%,28,14.3%,73,5.8%,66,31.0%
Manu Ginobili,35.3,SAS,Wing,1375,40,0.5%,98,2.6%,36,3.5%,47,2.2%,74,11.8%,92,3.5%,64,13.3%
Drew Gooden,31.1,MIL,Big,128,59,2.0%,37,1.0%,25,5.7%,20,6.7%,16,13.1%,100,22.2%,0,0.0%
Ben Gordon,29.6,CHA,Wing,1533,50,0.6%,19,1.0%,37,3.5%,17,1.2%,20,8.0%,63,1.0%,28,4.3%
Eric Gordon,23.9,NOP,Wing,1261,26,0.4%,63,1.6%,80,2.4%,8,0.8%,7,6.2%,69,1.4%,0,0.0%
Marcin Gortat,28.7,PHX,Big,1867,74,2.8%,32,1.0%,96,2.5%,23,7.1%,80,20.4%,0,0.0%,95,48.4%
Aaron Gray,27.9,TOR,Big,481,3,0.6%,11,0.7%,15,6.4%,67,10.4%,43,16.6%,0,0.0%,86,41.7%
Danny Green,25.4,SAS,Wing,2188,91,1.3%,79,1.9%,79,2.5%,39,1.9%,43,9.5%,0,0.0%,23,3.2%
Draymond Green,22.7,GSW,Forward,966,67,1.1%,71,1.7%,0,6.6%,79,5.9%,75,16.2%,90,5.2%,88,31.9%
Gerald Green,26.8,IND,Wing,975,83,1.1%,13,0.9%,71,2.6%,59,2.6%,39,9.4%,99,7.8%,54,9.8%
Jeff Green,26.2,BOS,Forward,2208,90,1.7%,31,1.1%,56,3.1%,21,2.8%,17,10.8%,38,0.9%,58,20.3%
Willie Green,31.3,LAC,Wing,1096,53,0.6%,31,1.1%,29,3.7%,27,1.6%,12,7.0%,70,1.5%,55,10.0%
Blake Griffin,23.6,LAC,Big,2590,21,1.1%,81,1.7%,76,3.4%,43,8.1%,69,18.8%,51,3.5%,86,42.2%
Hamed Haddadi,27.5,PHX,Big,206,98,5.0%,21,0.8%,7,6.9%,95,13.4%,85,21.0%,76,6.3%,75,37.5%
Jordan Hamilton,22.1,DEN,Forward,295,40,0.7%,56,1.5%,65,2.9%,98,8.9%,88,17.4%,73,3.6%,50,18.8%
Richard Hamilton,34.7,CHI,Wing,1087,16,0.3%,21,1.0%,47,3.3%,25,1.5%,9,6.6%,75,2.1%,15,2.0%
Ben Hansbrough,24.9,IND,Point,133,90,0.8%,67,2.0%,27,3.7%,45,1.4%,71,9.4%,0,0.0%,0,0.0%
Tyler Hansbrough,27.0,IND,Big,1299,10,0.8%,29,0.9%,54,4.4%,81,11.5%,32,14.8%,67,5.1%,37,24.3%
James Harden,23.2,HOU,Wing,2976,62,0.7%,85,2.1%,88,2.0%,48,2.2%,57,10.7%,0,0.0%,50,9.1%
Maurice Harkless,19.5,ORL,Forward,1906,88,1.7%,81,2.0%,58,3.1%,81,6.3%,25,11.1%,56,2.3%,21,12.2%
Al Harrington,32.7,ORL,Forward,112,17,0.5%,44,1.2%,2,6.5%,56,4.7%,100,20.0%,0,0.0%,92,33.3%
Devin Harris,29.7,ATL,Combo,1405,71,0.5%,85,2.1%,56,3.1%,6,0.5%,48,7.9%,0,0.0%,36,1.6%
Terrel Harris,25.2,NOP,Wing,102,98,1.9%,17,1.0%,0,6.8%,0,0.0%,99,20.7%,0,0.0%,0,0.0%
Tobias Harris,20.3,MIL,Forward,294,69,1.1%,19,0.9%,40,3.7%,52,4.3%,48,13.1%,0,0.0%,67,23.5%
Tobias Harris,20.3,ORL,Big,948,58,2.0%,43,1.0%,77,3.4%,11,5.5%,59,17.8%,52,3.6%,31,23.0%
Udonis Haslem,32.4,MIA,Big,1399,5,0.6%,41,1.0%,28,5.6%,46,8.6%,87,21.3%,32,1.7%,95,48.1%
Spencer Hawes,24.5,PHI,Big,2192,71,2.8%,4,0.5%,58,4.3%,37,7.9%,73,19.3%,46,3.0%,9,12.5%
Chuck Hayes,29.4,SAC,Big,1143,11,0.8%,54,1.1%,55,4.3%,58,9.5%,28,14.3%,55,3.8%,87,43.1%
Gordon Hayward,22.6,UTA,Wing,2082,81,1.0%,39,1.3%,85,2.3%,60,2.6%,33,8.8%,58,0.8%,53,9.8%
Brendan Haywood,32.9,CHA,Big,1148,65,2.3%,8,0.6%,57,4.3%,71,10.8%,22,13.8%,29,1.4%,45,26.4%
Gerald Henderson,24.9,CHA,Wing,2113,72,0.9%,48,1.4%,59,2.8%,62,2.8%,47,9.7%,0,0.0%,55,9.9%
Xavier Henry,21.6,NOP,Wing,576,42,0.5%,9,0.8%,12,4.9%,72,3.2%,83,12.8%,85,2.6%,76,16.7%
John Henson,21.8,MIL,Big,760,67,2.5%,22,0.8%,63,4.0%,91,13.0%,77,19.6%,0,0.0%,93,46.6%
Roy Hibbert,25.9,IND,Big,2264,98,4.9%,18,0.8%,49,4.6%,95,13.8%,34,14.9%,62,4.8%,19,19.8%
JJ Hickson,24.2,POR,Big,2317,24,1.2%,30,1.0%,92,2.8%,86,12.3%,96,24.7%,48,3.2%,77,37.9%
Nene Hilario,30.1,WAS,Big,1647,27,1.2%,77,1.5%,65,4.0%,13,6.2%,64,18.2%,89,8.7%,27,21.2%
George Hill,26.5,IND,Point,2615,65,0.5%,31,1.4%,88,2.1%,69,1.9%,63,9.0%,0,0.0%,63,4.1%
Grant Hill,40.1,LAC,Forward,398,60,1.0%,35,1.2%,38,3.7%,6,1.6%,10,9.4%,0,0.0%,2,6.3%
Jordan Hill,25.3,LAL,Big,444,64,2.2%,6,0.6%,60,4.2%,100,17.4%,57,17.8%,39,2.3%,20,20.0%
