Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Kirk Hinrich,31.8,CHI,Combo,1761,86,0.8%,64,1.6%,12,4.7%,18,1.0%,53,8.2%,0,0.0%,83,7.0%
Jrue Holiday,22.4,PHI,Point,2914,80,0.6%,63,1.9%,76,2.5%,90,3.1%,61,8.7%,0,0.0%,67,4.3%
Justin Holiday,23.6,PHI,Combo,112,100,2.7%,2,0.8%,85,2.4%,0,0.0%,70,8.7%,0,0.0%,0,0.0%
Ryan Hollins,28.1,LAC,Big,537,81,3.3%,2,0.3%,0,9.3%,54,9.2%,7,11.0%,49,3.4%,19,19.0%
Al Horford,26.4,ATL,Big,2744,36,1.5%,64,1.3%,97,2.4%,40,8.0%,81,20.4%,42,2.6%,42,25.9%
Dwight Howard,26.9,LAL,Big,2714,86,3.6%,67,1.4%,68,3.8%,69,10.6%,95,24.1%,25,0.7%,72,34.4%
Josh Howard,32.5,MIN,Wing,203,69,0.8%,82,2.0%,27,3.8%,90,4.8%,81,12.6%,0,0.0%,83,20.0%
Kris Humphries,27.7,BKN,Big,1140,31,1.4%,10,0.7%,45,4.7%,83,11.9%,87,21.3%,45,2.9%,50,27.9%
Serge Ibaka,23.1,OKC,Big,2478,99,5.1%,5,0.5%,75,3.5%,66,10.4%,33,14.9%,61,4.7%,10,13.9%
Andre Iguodala,28.8,DEN,Wing,2768,79,1.0%,93,2.2%,95,1.8%,74,3.2%,73,11.8%,61,0.9%,66,13.8%
Ersan Ilyasova,25.5,MIL,Big,1998,16,0.9%,73,1.5%,70,3.7%,25,7.3%,63,17.9%,78,6.4%,62,30.4%
Kyrie Irving,20.6,CLE,Point,2044,69,0.6%,61,1.9%,67,2.6%,57,1.7%,80,10.1%,0,0.0%,47,2.2%
Royal Ivey,30.9,PHI,Combo,658,39,0.3%,59,1.6%,15,4.7%,52,2.1%,12,5.8%,0,0.0%,82,7.0%
Jarrett Jack,29.0,GSW,Point,2332,43,0.2%,10,1.1%,78,2.4%,12,0.9%,67,9.4%,0,0.0%,65,4.2%
Reggie Jackson,22.5,OKC,Combo,820,88,0.8%,23,1.2%,36,3.8%,64,2.4%,98,14.6%,0,0.0%,88,9.3%
Stephen Jackson,34.6,SAS,Wing,1006,61,0.6%,55,1.5%,31,3.6%,46,2.2%,78,12.2%,76,2.1%,55,10.0%
Bernard James,27.7,DAL,Big,383,90,3.9%,40,1.0%,32,5.3%,79,11.4%,48,17.0%,57,4.2%,75,37.5%
LeBron James,27.8,MIA,Forward,2872,81,1.3%,88,2.1%,100,1.4%,50,4.2%,92,17.6%,44,1.3%,75,28.4%
Mike James,37.4,DAL,Combo,836,29,0.2%,48,1.5%,6,5.2%,24,1.2%,38,7.4%,0,0.0%,86,8.5%
Antawn Jamison,36.4,LAL,Forward,1612,38,0.7%,15,0.8%,50,3.3%,92,7.0%,54,14.1%,75,3.7%,73,27.7%
Al Jefferson,27.8,UTA,Big,2571,51,1.9%,74,1.5%,88,3.0%,19,6.6%,92,22.9%,33,1.8%,81,38.8%
Richard Jefferson,32.4,GSW,Wing,493,68,0.8%,27,1.1%,39,3.4%,6,0.7%,85,12.9%,0,0.0%,90,25.8%
Jared Jeffries,30.9,POR,Big,348,17,1.0%,19,0.8%,8,6.8%,43,8.3%,8,11.1%,0,0.0%,2,4.3%
Charles Jenkins,23.7,GSW,Combo,230,35,0.2%,42,1.4%,71,2.8%,61,2.3%,2,4.5%,0,0.0%,0,0.0%
Charles Jenkins,23.7,PHI,Combo,122,67,0.5%,71,1.9%,100,1.1%,65,2.4%,6,5.0%,0,0.0%,0,0.0%
John Jenkins,21.7,ATL,Wing,800,46,0.5%,2,0.4%,91,1.9%,36,1.7%,40,9.4%,74,1.9%,17,2.3%
Brandon Jennings,23.1,MIL,Point,2874,35,0.2%,57,1.9%,92,2.1%,67,1.9%,18,6.7%,82,1.3%,39,1.4%
Jonas Jerebko,25.7,DET,Forward,801,23,0.6%,83,2.0%,25,4.1%,96,8.1%,65,14.5%,0,0.0%,44,17.1%
Amir Johnson,25.5,TOR,Big,2307,69,2.7%,80,1.6%,34,5.2%,69,10.5%,45,16.7%,55,4.0%,46,26.6%
Chris Johnson,27.3,MIN,Big,236,97,4.9%,35,1.0%,4,7.7%,32,7.5%,10,11.5%,73,5.9%,75,37.5%
Ivan Johnson,28.6,ATL,Big,1000,8,0.7%,99,2.6%,28,5.6%,36,7.8%,60,17.8%,57,4.2%,79,38.5%
James Johnson,25.7,SAC,Forward,825,100,3.2%,85,2.1%,17,4.9%,75,5.7%,35,11.9%,0,0.0%,19,11.8%
Joe Johnson,31.3,BKN,Wing,2634,21,0.3%,12,0.9%,98,1.6%,45,2.2%,5,6.1%,67,1.3%,75,16.5%
Orlando Johnson,23.6,IND,Wing,541,64,0.7%,7,0.8%,28,3.7%,79,3.5%,93,13.9%,0,0.0%,73,15.6%
Wesley Johnson,25.3,PHX,Wing,899,80,1.0%,23,1.1%,77,2.5%,45,2.2%,53,10.6%,0,0.0%,69,14.5%
Dahntay Jones,31.8,ATL,Wing,343,6,0.2%,36,1.2%,9,5.1%,78,3.3%,0,4.9%,0,0.0%,44,7.7%
Dahntay Jones,31.8,DAL,Wing,575,18,0.3%,7,0.7%,8,5.1%,38,1.8%,22,8.2%,0,0.0%,26,4.0%
DeQuan Jones,22.4,ORL,Wing,711,93,1.5%,16,1.0%,50,3.1%,40,1.9%,46,9.7%,98,5.7%,97,34.0%
Dominique Jones,24.0,DAL,Combo,300,26,0.2%,77,2.0%,48,3.4%,100,6.1%,36,7.3%,100,5.6%,95,12.5%
James Jones,32.1,MIA,Wing,146,99,2.2%,0,0.3%,31,3.6%,0,0.0%,55,10.6%,0,0.0%,93,30.0%
Kevin Jones,23.2,CLE,Big,259,2,0.4%,38,1.0%,69,3.7%,92,13.0%,1,8.0%,0,0.0%,57,29.6%
Perry Jones,21.1,OKC,Forward,134,44,0.8%,0,0.3%,29,4.1%,63,5.0%,79,16.8%,0,0.0%,96,36.4%
Terrence Jones,20.8,HOU,Big,226,93,4.1%,91,1.9%,77,3.4%,70,10.8%,12,11.8%,76,6.3%,20,20.0%
DeAndre Jordan,24.3,LAC,Big,2005,79,3.1%,49,1.1%,64,4.0%,84,12.2%,82,20.4%,47,3.2%,51,28.3%
Cory Joseph,21.2,SAS,Point,352,84,0.6%,45,1.8%,57,2.8%,94,3.3%,92,11.4%,0,0.0%,0,0.0%
Chris Kaman,30.5,DAL,Big,1360,58,2.0%,34,1.0%,52,4.4%,36,7.8%,73,19.3%,0,0.0%,85,40.3%
Enes Kanter,20.5,UTA,Big,973,40,1.6%,61,1.2%,78,3.4%,93,13.3%,40,16.1%,68,5.1%,14,15.8%
Jason Kidd,39.6,NYK,Combo,2034,82,0.7%,95,2.8%,73,2.8%,67,2.4%,97,14.5%,95,3.2%,97,13.8%
Michael Kidd-Gilchrist,19.1,CHA,Forward,1970,94,1.9%,46,1.2%,44,3.6%,88,6.7%,83,17.3%,75,3.7%,46,18.0%
Andrei Kirilenko,31.7,MIN,Wing,2022,97,1.7%,88,2.1%,97,1.7%,92,5.1%,82,12.7%,78,2.2%,98,36.5%
Linas Kleiza,27.8,TOR,Forward,369,8,0.3%,2,0.5%,15,5.1%,23,2.8%,21,10.8%,0,0.0%,54,20.0%
Brandon Knight,20.9,DET,Combo,2338,27,0.2%,20,1.1%,74,2.7%,59,2.3%,67,8.6%,92,3.1%,29,0.9%
Kyle Korver,31.6,ATL,Wing,2241,74,0.9%,49,1.4%,40,3.4%,11,1.0%,72,11.7%,81,2.3%,71,15.0%
Kosta Koufos,23.7,DEN,Big,1802,77,3.0%,45,1.1%,30,5.5%,82,11.8%,64,18.2%,92,9.3%,84,39.8%
Viacheslav Kravtsov,25.2,DET,Big,145,34,1.5%,31,1.0%,16,6.4%,45,8.5%,0,7.8%,99,21.4%,4,8.3%
Doron Lamb,21.0,MIL,Wing,239,0,0.0%,41,1.3%,24,3.9%,22,1.3%,2,5.4%,0,0.0%,38,6.3%
Doron Lamb,21.0,ORL,Wing,247,0,0.0%,3,0.5%,33,3.5%,31,1.6%,45,9.7%,0,0.0%,0,0.0%
Carl Landry,29.1,GSW,Big,1848,14,0.9%,24,0.9%,67,3.9%,67,10.4%,36,15.3%,54,3.7%,43,26.3%
Ty Lawson,25.0,DEN,Point,2502,29,0.2%,51,1.8%,94,2.0%,51,1.5%,16,6.6%,0,0.0%,29,0.7%
Courtney Lee,27.1,BOS,Wing,1861,59,0.6%,93,2.2%,45,3.3%,37,1.8%,31,8.5%,65,1.2%,32,4.4%
David Lee,29.5,GSW,Big,2898,1,0.4%,42,1.0%,82,3.3%,41,8.0%,86,21.2%,44,2.8%,81,38.9%
Malcolm Lee,22.4,MIN,Combo,279,94,1.2%,76,1.9%,30,4.1%,95,5.0%,74,9.2%,97,4.8%,0,0.0%
Kawhi Leonard,21.3,SAS,Forward,1799,58,1.0%,100,2.5%,85,2.2%,44,4.0%,71,15.2%,88,4.7%,63,21.7%
Meyers Leonard,20.7,POR,Big,1133,40,1.6%,2,0.4%,19,6.0%,26,7.3%,31,14.5%,37,2.0%,55,29.5%
Rashard Lewis,33.2,MIA,Forward,711,71,1.1%,33,1.1%,35,3.8%,27,3.0%,44,12.3%,0,0.0%,79,29.0%
DeAndre Liggins,24.6,OKC,Wing,178,58,0.6%,86,2.1%,11,4.9%,95,5.7%,83,12.7%,0,0.0%,0,0.0%
Damian Lillard,22.3,POR,Combo,3157,50,0.3%,12,1.1%,88,2.3%,32,1.4%,42,7.5%,64,0.7%,32,1.1%
Jeremy Lin,24.2,HOU,Point,2624,78,0.6%,76,2.2%,41,3.1%,35,1.3%,51,8.3%,0,0.0%,71,4.6%
Shaun Livingston,27.1,CLE,Combo,1096,97,1.4%,53,1.5%,32,4.0%,80,2.8%,71,8.8%,0,0.0%,61,3.6%
Shaun Livingston,27.1,WAS,Combo,312,59,0.4%,62,1.6%,65,3.0%,9,0.7%,92,12.3%,0,0.0%,0,0.0%
Brook Lopez,24.6,BKN,Big,2248,89,3.8%,10,0.7%,93,2.7%,64,9.9%,23,13.8%,70,5.5%,13,14.9%
Robin Lopez,24.6,NOP,Big,2117,81,3.3%,12,0.7%,85,3.1%,77,11.3%,13,12.1%,58,4.4%,6,11.0%
Kevin Love,24.2,MIN,Big,616,11,0.8%,26,0.9%,100,1.9%,65,10.1%,99,30.0%,0,0.0%,89,43.6%
Kyle Lowry,26.6,TOR,Combo,2011,80,0.7%,86,2.1%,17,4.6%,85,3.0%,95,14.3%,71,1.0%,55,3.0%
John Lucas III,29.9,TOR,Combo,742,0,0.0%,27,1.3%,68,2.8%,17,0.9%,56,8.3%,0,0.0%,42,1.9%
Shelvin Mack,22.5,ATL,Combo,229,0,0.0%,45,1.4%,20,4.6%,0,0.0%,61,8.5%,0,0.0%,0,0.0%
Shelvin Mack,22.5,WAS,Point,138,0,0.0%,69,2.0%,63,2.7%,73,2.3%,41,8.0%,0,0.0%,100,18.2%
Corey Maggette,33.0,DET,Wing,254,32,0.4%,25,1.1%,1,6.5%,42,2.0%,26,8.3%,0,0.0%,0,0.0%
Ian Mahinmi,26.0,IND,Big,1282,72,2.8%,67,1.4%,19,6.0%,57,9.4%,37,15.5%,37,2.1%,7,11.1%
Shawn Marion,34.5,DAL,Forward,2005,77,1.2%,69,1.7%,83,2.3%,94,7.7%,94,18.0%,71,3.4%,81,29.4%
Kendall Marshall,21.2,PHX,Point,632,51,0.3%,12,1.1%,53,2.8%,2,0.5%,4,5.9%,0,0.0%,51,2.9%
Cartier Martin,27.9,WAS,Wing,674,40,0.5%,38,1.2%,35,3.5%,33,1.7%,76,12.2%,0,0.0%,81,18.9%
Kenyon Martin,34.8,NYK,Big,412,62,2.2%,86,1.8%,7,6.8%,61,9.7%,37,15.3%,0,0.0%,16,16.7%
Kevin Martin,29.7,OKC,Wing,2079,13,0.2%,60,1.5%,65,2.7%,35,1.7%,8,6.5%,0,0.0%,47,8.6%
Roger Mason Jr.,32.1,NOP,Wing,1204,44,0.5%,21,1.0%,25,3.9%,12,1.0%,58,10.8%,0,0.0%,58,10.8%
Wesley Matthews,26.1,POR,Wing,2398,30,0.4%,70,1.7%,50,3.1%,30,1.6%,13,7.1%,0,0.0%,24,3.3%
Jason Maxiell,29.7,DET,Big,1782,75,2.9%,22,0.8%,66,4.0%,40,8.0%,38,15.5%,64,4.9%,54,29.0%
Eric Maynor,25.4,OKC,Point,298,0,0.0%,24,1.3%,80,2.3%,61,1.8%,0,4.1%,0,0.0%,0,0.0%
Eric Maynor,25.4,POR,Point,567,12,0.1%,6,1.0%,55,2.8%,8,0.8%,2,5.0%,0,0.0%,0,0.0%
O.J. Mayo,25.0,DAL,Wing,2903,31,0.4%,50,1.5%,58,2.8%,24,1.3%,36,9.1%,0,0.0%,14,1.7%
Luc Mbah a Moute,26.1,MIL,Forward,1311,21,0.5%,52,1.4%,79,2.5%,85,6.5%,46,12.3%,54,2.2%,4,8.2%
JaVale McGee,24.8,DEN,Big,1408,100,5.6%,28,0.9%,36,5.1%,84,12.1%,14,12.8%,49,3.4%,82,39.1%
Dominic McGuire,27.0,NOP,Wing,143,86,1.1%,100,2.7%,17,4.4%,93,5.1%,93,14.2%,0,0.0%,100,60.0%
Dominic McGuire,27.0,TOR,Wing,216,94,1.5%,15,0.9%,3,5.5%,93,5.6%,98,17.2%,0,0.0%,67,14.3%
Josh McRoberts,25.7,CHA,Big,783,19,1.1%,60,1.2%,70,3.7%,30,7.4%,67,18.6%,0,0.0%,67,31.4%
Josh McRoberts,25.7,ORL,Forward,682,54,0.9%,6,0.7%,21,4.3%,83,6.4%,52,13.5%,0,0.0%,54,20.0%
Jodie Meeks,25.2,LAL,Wing,1612,7,0.2%,58,1.5%,60,2.8%,52,2.3%,18,7.9%,0,0.0%,29,4.3%
Khris Middleton,21.2,DET,Wing,387,54,0.6%,75,1.8%,2,5.5%,21,1.2%,79,12.4%,0,0.0%,76,16.7%
CJ Miles,25.6,CLE,Wing,1311,63,0.7%,65,1.6%,18,4.3%,34,1.7%,62,11.2%,0,0.0%,59,11.7%
Andre Miller,36.6,DEN,Combo,2073,47,0.3%,52,1.5%,58,3.1%,83,2.9%,58,8.5%,89,2.7%,38,1.7%
Darius Miller,22.6,NOP,Wing,629,78,0.9%,40,1.3%,2,6.4%,14,1.1%,64,11.3%,0,0.0%,0,0.0%
Mike Miller,32.7,MIA,Wing,841,17,0.3%,32,1.2%,55,3.0%,50,2.3%,95,15.3%,95,4.9%,79,18.6%
Patty Mills,24.2,SAS,Combo,530,48,0.3%,74,1.9%,39,3.7%,38,1.7%,15,6.3%,0,0.0%,0,0.0%
Paul Millsap,27.7,UTA,Big,2367,49,1.9%,93,2.0%,62,4.1%,42,8.0%,48,16.9%,45,2.8%,46,26.9%
Nazr Mohammed,35.2,CHI,Big,606,69,2.7%,50,1.1%,23,5.8%,78,11.3%,62,17.9%,87,8.3%,54,29.3%
Greg Monroe,22.4,DET,Big,2671,22,1.1%,85,1.8%,92,2.8%,59,9.6%,83,20.7%,30,1.5%,69,33.3%
E'Twaun Moore,23.7,ORL,Combo,1604,85,0.7%,38,1.3%,50,3.3%,77,2.7%,33,7.0%,79,1.4%,70,4.8%
Darius Morris,21.8,LAL,Combo,639,21,0.2%,32,1.3%,42,3.6%,92,3.8%,5,4.8%,85,1.7%,50,2.6%
Marcus Morris,23.2,HOU,Big,1111,10,0.8%,36,1.0%,57,4.3%,13,5.9%,18,13.2%,28,1.4%,66,31.1%
Marcus Morris,23.2,PHX,Forward,349,27,0.6%,79,2.0%,33,3.9%,54,4.4%,15,10.4%,0,0.0%,33,15.0%
Markieff Morris,23.2,PHX,Big,1791,49,1.9%,87,1.9%,50,4.6%,30,7.4%,34,14.9%,40,2.4%,36,24.0%
Anthony Morrow,27.1,ATL,Wing,279,14,0.2%,83,2.0%,5,5.3%,85,3.9%,4,5.8%,0,0.0%,41,7.1%
Donatas Motiejunas,22.1,HOU,Big,468,2,0.6%,3,0.5%,39,5.1%,28,7.4%,5,10.6%,42,2.6%,32,23.1%
Arnett Moultrie,22.0,PHI,Big,442,22,1.1%,78,1.5%,83,3.3%,96,14.1%,25,14.1%,90,9.1%,7,11.1%
Timofey Mozgov,26.3,DEN,Big,264,72,2.8%,23,0.8%,10,6.6%,99,15.5%,20,13.5%,0,0.0%,32,23.1%
Byron Mullens,23.7,CHA,Big,1410,25,1.2%,42,1.0%,81,3.3%,8,4.8%,63,18.1%,39,2.3%,89,43.4%
Troy Murphy,32.5,DAL,Big,249,20,1.1%,90,1.9%,31,5.5%,0,2.2%,39,15.9%,96,12.5%,20,20.0%
Steve Nash,38.7,LAL,Point,1623,24,0.2%,2,0.8%,98,1.9%,63,1.8%,24,7.2%,0,0.0%,37,1.4%
Gary Neal,28.1,SAS,Combo,1439,11,0.1%,5,0.9%,79,2.7%,20,1.0%,62,8.5%,0,0.0%,89,9.5%
Jameer Nelson,30.7,ORL,Point,1972,27,0.2%,41,1.6%,33,3.5%,31,1.2%,76,9.9%,0,0.0%,88,6.7%
Andrew Nicholson,22.9,ORL,Big,1171,34,1.5%,30,0.9%,49,4.6%,11,5.7%,36,14.9%,41,2.5%,17,18.0%
Joakim Noah,27.7,CHI,Big,2422,80,3.2%,75,1.5%,84,3.2%,77,11.2%,72,19.2%,78,6.5%,39,24.8%
Steve Novak,29.4,NYK,Forward,1539,2,0.1%,10,0.8%,71,2.8%,0,1.0%,8,8.8%,67,3.1%,6,9.3%
Dirk Nowitzki,34.4,DAL,Big,1651,27,1.2%,48,1.1%,96,2.4%,1,2.4%,75,19.6%,34,1.9%,61,30.4%
Jermaine O'Neal,34.1,PHX,Big,1014,94,4.1%,25,0.9%,40,5.0%,46,8.5%,66,18.2%,34,1.9%,97,49.3%
Kyle O'Quinn,22.6,ORL,Big,527,54,2.0%,16,0.8%,5,7.3%,66,10.3%,81,20.4%,86,8.1%,37,24.5%
Lamar Odom,33.0,LAC,Big,1518,56,2.0%,92,1.9%,27,5.7%,34,7.7%,90,22.2%,77,6.3%,49,27.6%
Emeka Okafor,30.1,WAS,Big,2045,55,2.0%,36,1.0%,93,2.8%,62,9.8%,93,23.2%,70,5.5%,78,38.1%
Travis Outlaw,28.1,SAC,Forward,377,56,0.9%,38,1.2%,46,3.5%,48,4.1%,6,8.8%,0,0.0%,29,14.3%
Zaza Pachulia,28.7,ATL,Big,1114,5,0.6%,66,1.4%,54,4.4%,89,12.8%,66,18.3%,86,8.2%,47,26.9%
Jannero Pargo,33.0,ATL,Combo,112,0,0.0%,36,1.3%,59,3.1%,23,1.1%,17,6.5%,0,0.0%,0,0.0%
Jannero Pargo,33.0,CHA,Combo,284,61,0.4%,94,2.5%,33,4.0%,88,3.6%,3,4.6%,0,0.0%,74,5.0%
Jeremy Pargo,26.6,CLE,Combo,426,44,0.3%,11,1.0%,76,2.7%,29,1.3%,20,6.8%,0,0.0%,0,0.0%
Jeremy Pargo,26.6,PHI,Combo,187,0,0.0%,0,0.3%,47,3.6%,8,0.5%,50,8.0%,0,0.0%,0,0.0%
Tony Parker,30.5,SAS,Point,2165,22,0.1%,18,1.2%,100,1.7%,16,1.0%,53,8.3%,0,0.0%,59,3.7%
Chandler Parsons,24.0,HOU,Forward,2750,29,0.6%,40,1.2%,94,2.1%,25,2.9%,27,11.5%,63,2.8%,52,19.6%
Patrick Patterson,23.6,HOU,Big,1209,25,1.2%,8,0.6%,90,2.9%,14,6.3%,9,11.3%,69,5.5%,68,32.1%
Patrick Patterson,23.6,SAC,Big,510,30,1.3%,46,1.1%,67,3.8%,33,7.6%,30,14.5%,0,0.0%,3,6.5%
Chris Paul,27.5,LAC,Point,2323,41,0.2%,98,3.3%,73,2.5%,84,2.6%,78,10.1%,67,0.6%,80,5.2%
Sasha Pavlovic,29.0,POR,Wing,522,34,0.4%,91,2.1%,7,5.1%,18,1.2%,44,9.6%,93,3.8%,74,16.1%
Nikola Pekovic,26.8,MIN,Big,1956,33,1.4%,33,1.0%,95,2.5%,88,12.3%,46,16.9%,26,0.8%,39,24.7%
Kendrick Perkins,28.0,OKC,Big,1950,63,2.2%,37,1.0%,48,4.6%,16,6.4%,42,16.5%,72,5.7%,64,30.8%
Johan Petro,26.8,ATL,Big,318,36,1.5%,73,1.5%,20,6.0%,63,9.9%,91,22.5%,0,0.0%,90,45.0%
Paul Pierce,35.1,BOS,Wing,2566,60,0.6%,59,1.5%,38,3.5%,43,2.0%,97,16.7%,0,0.0%,86,21.5%
Mickael Pietrus,30.7,TOR,Wing,385,73,0.9%,54,1.5%,21,4.1%,26,1.5%,32,8.7%,0,0.0%,67,14.3%
Quincy Pondexter,24.6,MEM,Forward,1205,4,0.2%,50,1.3%,48,3.4%,35,3.5%,4,8.0%,52,1.9%,0,3.7%
A.J. Price,26.1,WAS,Combo,1251,17,0.1%,17,1.1%,80,2.5%,36,1.6%,41,7.4%,0,0.0%,79,6.3%
Ronnie Price,29.4,POR,Combo,489,58,0.3%,89,2.3%,3,5.6%,79,2.8%,32,7.0%,0,0.0%,0,0.0%
Pablo Prigioni,35.5,NYK,Point,1148,14,0.1%,90,2.6%,10,4.8%,96,3.8%,73,9.6%,0,0.0%,41,1.5%
Tayshaun Prince,32.7,DET,Wing,1452,38,0.5%,6,0.7%,99,1.4%,75,3.3%,65,11.4%,62,0.9%,63,12.7%
Tayshaun Prince,32.7,MEM,Wing,1172,56,0.6%,26,1.1%,98,1.5%,61,2.8%,63,11.3%,69,1.4%,51,9.5%
Anthony Randolph,23.3,DEN,Big,238,77,2.9%,98,2.3%,73,3.6%,52,9.0%,30,14.5%,0,0.0%,69,33.3%
Shavlik Randolph,28.9,BOS,Big,187,60,2.1%,82,1.7%,2,8.6%,99,16.8%,78,20.0%,94,10.5%,92,46.2%
Zach Randolph,31.3,MEM,Big,2601,7,0.7%,49,1.1%,94,2.7%,86,12.3%,89,22.1%,84,7.6%,71,33.6%
JJ Redick,28.4,MIL,Wing,776,12,0.2%,2,0.5%,69,2.6%,12,1.0%,2,5.2%,0,0.0%,39,6.5%
JJ Redick,28.4,ORL,Wing,1570,8,0.2%,11,0.8%,93,1.9%,4,0.6%,16,7.3%,0,0.0%,31,4.4%
Jason Richardson,31.8,PHI,Wing,934,75,0.9%,81,2.0%,68,2.6%,40,2.0%,84,12.8%,83,2.4%,16,2.0%
Luke Ridnour,31.7,MIN,Combo,2462,55,0.3%,50,1.5%,52,3.3%,39,1.7%,39,7.4%,0,0.0%,52,2.9%
Austin Rivers,20.3,NOP,Wing,1357,27,0.4%,10,0.8%,26,3.9%,15,1.1%,15,7.2%,0,0.0%,13,1.4%
Brian Roberts,26.9,NOP,Combo,1248,20,0.1%,26,1.3%,35,3.8%,26,1.3%,29,7.0%,74,1.3%,35,1.4%
Nate Robinson,28.4,CHI,Point,2052,37,0.2%,49,1.8%,20,4.3%,37,1.3%,49,8.2%,90,2.3%,49,2.4%
Thomas Robinson,21.6,HOU,Big,194,4,0.6%,84,1.8%,24,5.7%,72,10.8%,86,21.3%,87,8.3%,28,22.2%
Thomas Robinson,21.6,SAC,Big,735,32,1.4%,68,1.4%,47,4.7%,80,11.4%,61,17.9%,48,3.3%,30,22.5%
Rajon Rondo,26.7,BOS,Point,1417,53,0.3%,84,2.3%,61,2.8%,92,3.2%,96,12.5%,88,2.0%,92,9.3%
Terrence Ross,21.7,TOR,Wing,1152,55,0.6%,69,1.7%,15,4.6%,64,2.9%,42,9.4%,93,4.7%,49,8.6%
Brandon Roy,28.3,MIN,Wing,121,0,0.0%,33,1.2%,92,1.9%,71,3.2%,36,9.1%,0,0.0%,0,0.0%
Ricky Rubio,22.0,MIN,Point,1673,31,0.2%,100,3.6%,31,3.6%,86,2.7%,98,12.7%,76,0.9%,69,4.5%
Robert Sacre,23.4,LAL,Big,154,60,2.0%,0,0.0%,9,6.7%,7,4.7%,6,10.9%,99,16.7%,16,16.7%
John Salmons,32.9,SAC,Wing,2269,49,0.6%,22,1.0%,62,2.8%,26,1.5%,21,8.0%,60,0.9%,35,5.9%
Samardo Samuels,23.8,CLE,Big,182,15,0.9%,13,0.7%,6,7.1%,10,5.4%,2,10.0%,0,0.0%,4,8.3%
Larry Sanders,23.9,MIL,Big,1924,99,5.4%,54,1.1%,44,4.8%,78,11.4%,84,20.8%,34,1.9%,94,47.8%
Luis Scola,32.5,PHX,Big,2173,13,0.9%,65,1.3%,43,4.8%,29,7.4%,61,17.9%,28,1.0%,52,28.8%
Mike Scott,24.3,ATL,Big,279,0,0.2%,4,0.5%,60,4.2%,73,10.9%,76,19.6%,0,0.0%,28,22.2%
Thabo Sefolosha,28.5,OKC,Wing,2222,82,1.0%,88,2.1%,41,3.4%,68,3.0%,56,10.7%,79,2.2%,62,12.6%
Kevin Seraphin,22.9,WAS,Big,1685,48,1.9%,7,0.6%,46,4.7%,15,6.3%,17,13.2%,67,5.1%,36,24.1%
Ramon Sessions,26.6,CHA,Combo,1636,36,0.2%,30,1.3%,94,2.2%,35,1.6%,82,9.5%,67,0.8%,30,1.0%
Iman Shumpert,22.4,NYK,Wing,967,25,0.4%,83,2.0%,13,4.6%,79,3.5%,71,11.7%,0,0.0%,51,9.5%
Alexey Shved,23.9,MIN,Wing,1736,67,0.8%,44,1.3%,66,2.7%,53,2.3%,14,7.2%,57,0.8%,60,12.5%
Kyle Singler,24.5,DET,Wing,2246,74,0.9%,24,1.1%,21,4.1%,91,4.9%,50,10.0%,91,3.3%,70,14.9%
Chris Singleton,22.9,WAS,Forward,904,83,1.4%,77,1.9%,6,5.6%,73,5.7%,69,15.0%,50,1.5%,23,12.7%
Donald Sloan,24.8,CLE,Point,246,0,0.0%,0,0.7%,45,2.9%,29,1.1%,88,10.5%,0,0.0%,94,10.0%
Greg Smith,21.8,HOU,Big,1023,51,1.9%,17,0.8%,8,6.8%,70,10.7%,54,17.5%,0,0.0%,41,25.5%
Ish Smith,24.3,MIL,Point,121,94,0.9%,96,2.9%,29,3.6%,10,0.8%,90,11.0%,0,0.0%,0,0.0%
Ish Smith,24.3,ORL,Point,317,92,0.8%,55,1.9%,96,1.9%,88,2.8%,47,8.0%,0,0.0%,0,0.0%
JR Smith,27.1,NYK,Wing,2630,41,0.5%,71,1.7%,32,3.6%,56,2.4%,87,13.1%,78,2.2%,93,29.9%
Jason Smith,26.7,NOP,Big,860,75,2.9%,20,0.8%,27,5.7%,34,7.7%,19,13.4%,95,11.9%,58,29.8%
Josh Smith,26.9,ATL,Forward,2675,98,2.7%,65,1.6%,75,2.7%,69,5.4%,96,18.0%,58,2.3%,98,37.1%
Nolan Smith,24.3,POR,Combo,216,41,0.3%,29,1.3%,5,5.2%,70,2.5%,55,8.3%,0,0.0%,0,0.0%
Marreese Speights,25.2,CLE,Big,666,57,2.0%,15,0.8%,37,5.1%,57,9.4%,52,17.3%,71,5.6%,96,48.9%
Marreese Speights,25.2,MEM,Big,542,66,2.4%,14,0.7%,16,6.3%,94,13.4%,72,19.2%,90,9.1%,62,30.4%
Tiago Splitter,27.8,SAS,Big,1974,42,1.7%,75,1.5%,80,3.3%,44,8.4%,51,17.2%,30,1.4%,73,34.4%
Jerry Stackhouse,38.0,BKN,Wing,514,36,0.4%,5,0.6%,82,2.4%,13,1.0%,7,6.4%,0,0.0%,0,0.0%
Lance Stephenson,22.2,IND,Wing,2259,28,0.4%,68,1.6%,55,3.0%,44,2.1%,68,11.6%,83,2.6%,34,4.8%
DeShawn Stevenson,31.6,ATL,Wing,1152,19,0.3%,34,1.2%,63,2.7%,28,1.6%,38,9.3%,86,2.7%,44,7.7%
