Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Danny Granger,30.5,LAC,Forward,116,0,34.4%,64,75%,9,20%,9,20%,0,20%,0,0%,0,36%,0,22%
Danny Green,26.4,SAS,Wing,521,97,64.4%,39,58%,82,50%,79,48%,89,49%,89,50%,88,47%,91,48%
Draymond Green,23.7,GSW,Forward,225,73,55.2%,64,75%,100,60%,27,33%,73,45%,0,40%,0,27%,18,30%
Blake Griffin,24.6,LAC,Big,476,57,50.2%,59,63%,65,40%,63,41%,59,41%,0,33%,0,0%,0,14%
James Harden,24.2,HOU,Wing,263,21,43.5%,13,46%,58,37%,68,44%,66,41%,0,0%,13,30%,19,29%
Devin Harris,30.7,DAL,Combo,173,100,55.6%,73,56%,82,56%,64,38%,82,44%,0,0%,100,50%,89,45%
Udonis Haslem,33.4,MIA,Big,152,9,41.9%,50,62%,2,0%,33,29%,17,28%,0,0%,0,0%,0,0%
Gerald Henderson,25.9,CHA,Wing,119,3,37.8%,87,75%,97,67%,16,29%,58,40%,0,0%,0,0%,0,0%
Roy Hibbert,26.9,IND,Big,541,24,44.9%,13,53%,63,39%,61,41%,50,40%,0,0%,0,0%,0,0%
Nene Hilario,31.1,WAS,Big,321,37,46.3%,28,56%,46,30%,67,46%,65,42%,0,0%,0,0%,0,0%
George Hill,27.5,IND,Point,682,68,52.3%,47,57%,68,42%,26,36%,42,39%,100,43%,31,34%,41,36%
Kirk Hinrich,32.8,CHI,Combo,167,45,47.3%,9,38%,100,80%,45,37%,100,46%,0,60%,0,29%,44,37%
Dwight Howard,27.9,HOU,Big,231,72,54.7%,33,57%,85,48%,0,0%,87,48%,0,0%,0,0%,0,0%
Serge Ibaka,24.1,OKC,Big,580,87,60.9%,100,81%,54,36%,89,51%,89,49%,0,33%,0,100%,0,38%
Andre Iguodala,29.8,GSW,Wing,246,82,58.1%,92,76%,34,31%,18,30%,18,31%,0,38%,0,71%,0,53%
Reggie Jackson,23.5,OKC,Combo,509,91,54.4%,100,66%,36,38%,9,18%,0,29%,0,45%,83,45%,89,45%
LeBron James,28.8,MIA,Forward,761,100,61.8%,100,77%,91,58%,45,38%,64,45%,0,29%,100,42%,91,41%
Al Jefferson,28.8,CHA,Big,105,50,49.1%,35,58%,67,41%,76,50%,76,44%,0,0%,0,0%,0,0%
Amir Johnson,26.5,TOR,Big,191,96,65.4%,78,70%,98,77%,26,25%,100,65%,0,0%,0,0%,0,0%
Joe Johnson,32.3,BKN,Wing,469,89,59.2%,95,82%,89,56%,82,49%,97,53%,56,45%,50,39%,66,42%
James Jones,33.1,MIA,Wing,111,87,58.6%,97,100%,3,0%,3,0%,0,0%,0,44%,0,46%,81,45%
Terrence Jones,21.8,HOU,Big,138,61,51.3%,20,54%,87,50%,76,50%,91,50%,0,0%,0,0%,0,0%
DeAndre Jordan,25.3,LAC,Big,440,100,73.0%,93,75%,50,33%,0,0%,35,33%,0,0%,0,0%,0,0%
Andrei Kirilenko,32.7,BKN,Big,141,39,46.7%,24,55%,2,0%,76,50%,15,25%,0,0%,0,0%,0,0%
Kyle Korver,32.6,ATL,Wing,250,95,62.3%,97,100%,0,0%,84,50%,92,50%,0,43%,63,43%,72,43%
Courtney Lee,28.1,MEM,Wing,223,37,47.5%,16,47%,100,70%,29,31%,79,46%,0,33%,0,33%,28,33%
David Lee,30.5,GSW,Big,217,67,53.2%,41,60%,48,31%,26,25%,24,29%,0,0%,0,0%,0,0%
Kawhi Leonard,22.3,SAS,Forward,734,91,57.5%,45,68%,73,44%,91,51%,91,48%,100,44%,88,41%,100,42%
Rashard Lewis,34.2,MIA,Forward,317,64,54.8%,9,55%,82,55%,18,25%,82,47%,50,35%,75,41%,73,38%
Damian Lillard,23.3,POR,Point,465,63,51.3%,58,60%,26,29%,58,42%,32,35%,0,57%,56,37%,65,39%
Jeremy Lin,25.2,HOU,Point,176,32,45.8%,74,61%,42,31%,100,71%,79,45%,0,0%,13,28%,6,23%
Shaun Livingston,28.1,BKN,Combo,325,64,50.6%,91,63%,73,46%,82,43%,91,45%,0,0%,0,0%,0,0%
Robin Lopez,25.6,POR,Big,366,48,48.9%,11,53%,87,50%,35,31%,72,43%,0,0%,0,0%,0,0%
Kyle Lowry,27.6,TOR,Combo,271,55,48.6%,27,47%,27,35%,18,33%,27,34%,0,25%,67,43%,78,41%
Shelvin Mack,23.5,ATL,Combo,110,73,51.1%,36,50%,45,40%,91,44%,73,43%,0,0%,50,40%,67,37%
Ian Mahinmi,27.0,IND,Big,235,41,48.1%,20,54%,2,0%,7,0%,0,0%,0,0%,0,0%,0,0%
Shawn Marion,35.5,DAL,Forward,192,9,44.1%,36,65%,45,39%,0,0%,18,33%,0,20%,0,25%,0,22%
Wesley Matthews,27.0,POR,Wing,426,50,49.6%,76,69%,24,27%,89,53%,53,39%,0,20%,29,36%,25,32%
Josh McRoberts,26.7,CHA,Big,153,85,59.4%,41,60%,2,0%,22,20%,11,17%,0,20%,0,64%,100,50%
Andre Miller,37.6,WAS,Point,104,37,48.8%,32,55%,84,55%,0,14%,37,39%,0,0%,0,100%,0,50%
Mike Miller,33.7,MEM,Wing,173,61,52.4%,0,0%,3,0%,5,11%,3,9%,0,50%,96,48%,94,48%
Patty Mills,25.2,SAS,Point,336,95,56.3%,95,69%,58,33%,79,48%,89,46%,50,39%,69,41%,76,41%
Paul Millsap,28.7,ATL,Big,267,22,44.6%,26,56%,41,29%,39,33%,30,31%,0,50%,50,30%,17,33%
Gary Neal,29.1,CHA,Wing,101,5,40.0%,3,33%,79,45%,95,56%,92,50%,0,50%,0,19%,6,22%
Joakim Noah,28.7,CHI,Big,209,59,51.2%,76,68%,26,11%,91,54%,41,36%,0,0%,0,0%,0,0%
Dirk Nowitzki,35.4,DAL,Big,262,17,43.6%,61,64%,76,44%,65,44%,74,44%,0,0%,0,13%,0,9%
Tony Parker,31.5,SAS,Point,717,58,50.4%,79,61%,74,48%,68,43%,74,45%,0,38%,0,36%,59,37%
Chandler Parsons,25.0,HOU,Forward,250,36,50.5%,18,61%,0,12%,64,50%,9,24%,0,44%,38,35%,64,37%
Patrick Patterson,24.6,TOR,Big,199,89,61.5%,57,63%,93,64%,96,63%,98,64%,0,56%,0,22%,50,39%
Chris Paul,28.5,LAC,Point,470,84,54.8%,63,60%,53,32%,74,47%,58,41%,0,60%,88,45%,88,46%
Kendrick Perkins,29.0,OKC,Big,382,70,53.3%,63,65%,70,43%,7,0%,57,41%,0,0%,0,0%,0,0%
Paul Pierce,36.1,BKN,Forward,368,55,53.9%,82,76%,64,40%,36,36%,36,37%,0,33%,63,36%,55,36%
Mason Plumlee,23.7,BKN,Big,113,20,43.8%,39,58%,2,0%,0,0%,0,0%,0,0%,0,0%,0,0%
Tayshaun Prince,33.7,MEM,Wing,112,11,42.0%,18,50%,3,0%,68,44%,50,39%,0,50%,0,0%,0,33%
Zach Randolph,32.3,MEM,Big,234,4,40.8%,30,56%,35,27%,50,36%,28,31%,0,0%,0,0%,0,0%
JJ Redick,29.4,LAC,Wing,350,71,55.6%,71,69%,71,44%,76,47%,79,46%,100,56%,21,35%,59,40%
Thomas Robinson,22.6,POR,Big,121,9,41.9%,7,48%,2,0%,39,33%,26,30%,0,0%,0,0%,0,0%
Terrence Ross,22.7,TOR,Wing,157,0,34.8%,58,63%,95,60%,8,20%,24,33%,0,27%,0,8%,0,17%
Luis Scola,33.5,IND,Big,237,26,45.0%,87,71%,39,29%,48,35%,37,34%,0,0%,0,0%,0,0%
Mike Scott,25.3,ATL,Big,138,28,45.6%,67,67%,37,27%,7,0%,13,20%,0,0%,100,40%,17,33%
Thabo Sefolosha,29.5,OKC,Wing,226,34,47.2%,63,67%,37,33%,58,42%,58,40%,0,33%,0,21%,13,26%
Tiago Splitter,28.8,SAS,Big,512,91,62.2%,89,71%,30,25%,100,100%,20,29%,0,0%,0,0%,0,0%
Lance Stephenson,23.2,IND,Wing,704,58,51.9%,47,61%,37,33%,61,43%,42,38%,44,39%,46,37%,44,38%
Jeff Teague,25.4,ATL,Point,241,11,43.7%,47,57%,16,22%,16,33%,11,26%,0,50%,25,32%,29,33%
Mirza Teletovic,28.1,BKN,Forward,216,82,55.5%,91,76%,27,33%,64,50%,55,44%,0,50%,13,29%,36,34%
Klay Thompson,23.7,GSW,Wing,256,47,49.0%,8,45%,71,44%,74,44%,74,44%,22,38%,25,36%,41,36%
Marcus Thornton,26.4,BKN,Wing,121,18,43.1%,63,67%,61,38%,34,33%,34,35%,0,43%,0,8%,3,21%
Evan Turner,25.0,IND,Wing,135,32,47.1%,18,50%,24,27%,61,43%,37,36%,0,100%,0,25%,0,57%
Beno Udrih,31.3,MEM,Point,109,89,56.1%,26,54%,100,75%,89,50%,100,56%,0,40%,0,40%,0,40%
Jonas Valanciunas,21.5,TOR,Big,200,93,63.3%,98,78%,87,50%,26,25%,80,45%,0,0%,0,0%,0,0%
Greivis Vasquez,26.8,TOR,Point,189,42,50.0%,95,69%,47,32%,37,40%,26,33%,0,0%,63,38%,53,37%
Dwyane Wade,31.8,MIA,Wing,691,55,51.8%,45,60%,92,59%,45,37%,87,47%,0,0%,100,50%,50,39%
Kemba Walker,23.5,CHA,Point,152,100,59.3%,0,25%,95,67%,37,40%,95,55%,0,33%,100,52%,100,50%
John Wall,23.2,WAS,Point,419,5,39.6%,42,57%,32,30%,5,31%,16,31%,0,0%,19,29%,12,25%
CJ Watson,29.5,IND,Point,331,42,50.0%,32,55%,32,30%,16,33%,21,32%,0,50%,44,36%,76,41%
Martell Webster,26.9,WAS,Wing,186,26,46.2%,18,50%,3,0%,100,83%,100,71%,0,38%,0,19%,9,25%
David West,33.2,IND,Big,687,54,49.8%,48,61%,78,46%,74,50%,85,48%,0,25%,0,17%,0,20%
Russell Westbrook,25.0,OKC,Point,733,26,45.5%,21,53%,63,38%,63,42%,47,41%,0,33%,6,27%,24,27%
Deron Williams,29.3,BKN,Point,428,21,45.4%,11,41%,89,59%,11,32%,63,43%,0,33%,38,34%,35,34%
Lou Williams,27.0,ATL,Wing,132,16,43.0%,11,46%,55,36%,53,40%,47,38%,0,20%,0,40%,0,33%
Mo Williams,30.9,POR,Combo,186,18,43.8%,36,50%,91,57%,45,37%,64,42%,0,0%,0,38%,0,28%
