feature,importance
PRA_ewma10,0.35339054
PRA_per_100,0.19710208
PRA_ewma15,0.16650468
PTS_per_100,0.08939065
Minutes_Projected,0.034673642
MIN_L3_mean,0.033173848
MIN_L10_mean,0.022307826
TS_pct,0.014313802
AST_per_100,0.008395586
REB_per_100,0.006956494
MIN_L3_max,0.005159596
PRA_lag1,0.004668222
PRA_L20_mean,0.003741532
Days_Rest,0.0027162256
MIN_L3_median,0.002570091
USG_pct,0.0024676898
Games_Last7,0.0023897626
REB_per_100_L20,0.002196349
REB_per_100_L10,0.002184746
MIN_L3_min,0.0019716134
AST_per_100_L10,0.001676425
momentum_L3_vs_season,0.0016488337
FGA_L3_mean,0.0014027568
PRA_ewma5,0.0013960672
pra_trend_L3,0.0013750137
AST_L3_mean,0.0013642807
AST_per_100_L20,0.001347841
FG3A_L3_median,0.0012572807
pace_factor,0.0011243991
is_cold,0.0010852226
PTS_per_100_L20,0.0010644514
PRA_per_100_L10,0.0010614865
hot_intensity,0.001055192
PRA_per_100_L20,0.0010487416
momentum_L3_vs_L10,0.0009862431
CTG_AST_PCT,0.000979685
PRA_L3_mean,0.0009195313
CTG_USG,0.00091542443
USG_pct_L3,0.0008832299
USG_pct_L5,0.0008663325
FGA_L3_max,0.00085741194
REB_L3_mean,0.0008499426
FG3A_L3_mean,0.00084899645
REB_per_100_L5,0.0007715933
FG3A_L3_min,0.0006567745
AST_per_100_L5,0.00063331495
consistency_score_L10,0.00053001114
momentum_strength,0.00051216624
USG_pct_L10,0.0004925722
minutes_consistency_score,0.0004740079
PRA_L10_mean,0.00047312866
Is_BackToBack,0.00046390077
PRA_floor_L20,0.00045094595
minutes_trend,0.000450747
PRA_lag3,0.00042224026
TS_pct_season_avg,0.0004002842
FG3_PCT_L3_max,0.00039245377
PRA_L3_min,0.00038330027
PTS_L3_mean,0.00037394895
PRA_lag7,0.0003532611
PRA_lag5,0.0003527567
PRA_CV_L20,0.00035258438
PTS_CV_L10,0.00034667965
PRA_L3_median,0.00034154774
CTG_eFG,0.00031775233
PRA_CV_L5,0.0003014943
PTS_per_100_L10,0.0002953659
PRA_lag10,0.00028450816
is_hot,0.00028201626
REB_CV_L10,0.00027385438
PRA_ceiling_L10,0.00026875446
normalized_volatility,0.00026208762
bust_rate_L10,0.00025349067
FTA_L3_mean,0.00024276962
PRA_trend_L5_L20,0.00023392805
PRA_L5_std,0.00022667718
PRA_ceiling_L20,0.00022145006
FG3A_L3_max,0.00021744896
TS_pct_L20,0.0002138019
PRA_L5_mean,0.0002114893
PRA_floor_L10,0.00020313455
AST_CV_L20,0.00019957138
FG3_PCT_L3_mean,0.00019827996
PTS_per_100_L5,0.00017216566
PRA_CV_L10,0.00016451962
FGA_L3_median,0.00015997412
REB_CV_L5,0.00014310016
PRA_L3_max,0.00014167506
STL_L3_max,0.00014004402
AST_CV_L10,0.00013838247
volatility_trend,0.00013794987
PTS_L3_max,0.00013413304
PRA_per_100_L5,0.00012558025
role_change,0.00012466768
FG_PCT_L3_median,0.00012205202
FG_PCT_L10_mean,0.00010761019
USG_pct_std_L10,0.00010612091
REB_CV_L20,9.607605e-05
boom_rate_L10,9.6007905e-05
TS_pct_L3,8.5563675e-05
PTS_CV_L5,8.4473584e-05
fg_pct_trend,8.2116676e-05
FT_PCT_L3_median,7.974709e-05
pra_acceleration,7.612107e-05
TS_pct_trend,7.492629e-05
PRA_L20_std,7.449132e-05
TS_pct_L5,7.253803e-05
PTS_L3_min,6.827802e-05
CTG_PSA,6.7171204e-05
BLK_L3_mean,6.0274644e-05
FG_PCT_L3_max,5.7506662e-05
CTG_REB_PCT,5.1671028e-05
FG_PCT_L3_mean,5.1001767e-05
PRA_L10_std,4.8863596e-05
TS_pct_L10,4.658839e-05
AST_CV_L5,4.609961e-05
CTG_TOV_PCT,4.2709977e-05
STL_L3_median,3.0632476e-05
TOV_L3_max,2.8837472e-05
FT_PCT_L3_max,1.929435e-05
STL_L3_min,1.5119891e-05
FT_PCT_L3_mean,0.0
FT_PCT_L3_min,0.0
boom_bust_score,0.0
PTS_L3_median,0.0
STL_L3_mean,0.0
FG3_PCT_L3_median,0.0
FG3_PCT_L3_min,0.0
TOV_L3_mean,0.0
FGA_L3_min,0.0
PTS_CV_L20,0.0
REB_L3_median,0.0
FTA_L3_median,0.0
BLK_L3_max,0.0
FTA_L3_max,0.0
REB_L3_max,0.0
FTA_L3_min,0.0
FG_PCT_L3_min,0.0
TOV_L3_median,0.0
REB_L3_min,0.0
BLK_L3_median,0.0
AST_L3_min,0.0
AST_L3_max,0.0
AST_L3_median,0.0
PRA_L3_std,0.0
BLK_L3_min,0.0
TOV_L3_min,0.0
