Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Quincy Acy,25.1,SAC,Big,843,17,-2.4%,53,+0.3%,22,-1.8%,71,+1.5%,48,-0.3%,74,+0.8%,40,-0.9%,49,-0.0%
Steven Adams,22.3,OKC,Big,1999,52,-0.2%,20,-2.7%,80,+2.1%,74,+1.9%,86,+3.9%,28,-0.8%,47,-0.4%,37,-1.2%
Arron Afflalo,30.0,NYK,Wing,2354,79,+1.8%,6,-5.1%,95,+4.6%,67,+1.1%,92,+5.8%,44,-0.2%,46,-0.5%,43,-0.7%
Alexis Ajinca,27.5,NOP,Big,815,37,-1.1%,13,-3.8%,90,+3.5%,93,+5.1%,98,+8.6%,21,-1.1%,8,-3.7%,9,-4.7%
Cole Aldrich,27.0,LAC,Big,704,24,-1.9%,69,+1.8%,96,+4.8%,3,-7.0%,27,-2.2%,72,+0.7%,47,-0.3%,54,+0.4%
LaMarcus Aldridge,30.3,SAS,Big,2251,27,-1.6%,22,-2.5%,82,+2.3%,97,+6.6%,98,+8.8%,14,-1.4%,3,-5.0%,3,-6.4%
Lavoy Allen,26.7,IND,Big,1558,69,+1.0%,41,-0.7%,80,+2.1%,80,+2.5%,87,+4.5%,27,-0.8%,14,-3.0%,14,-3.9%
Tony Allen,33.8,MEM,Wing,1606,45,-0.6%,74,+2.5%,68,+1.1%,75,+1.9%,82,+3.1%,5,-2.1%,10,-3.4%,5,-5.5%
Al-Farouq Aminu,25.1,POR,Forward,2337,73,+1.3%,76,+2.6%,37,-1.0%,17,-3.1%,15,-4.1%,82,+1.2%,54,+0.3%,67,+1.5%
Lou Amundson,32.9,NYK,Big,171,0,-9.0%,92,+4.9%,49,-0.2%,18,-3.0%,20,-3.2%,82,+1.2%,15,-3.0%,31,-1.7%
Chris Andersen,37.3,MEM,Big,361,61,+0.4%,20,-2.6%,88,+3.1%,52,-0.2%,81,+2.9%,64,+0.4%,42,-0.7%,46,-0.3%
Alan Anderson,33.0,WAS,Wing,190,36,-1.2%,93,+5.0%,56,+0.3%,8,-4.8%,13,-4.5%,30,-0.7%,53,+0.2%,44,-0.5%
James Anderson,26.6,SAC,Wing,690,26,-1.8%,35,-1.1%,52,-0.0%,64,+0.8%,61,+0.8%,48,-0.1%,54,+0.4%,53,+0.3%
Justin Anderson,21.9,DAL,Wing,556,20,-2.1%,54,+0.4%,81,+2.1%,36,-1.3%,61,+0.8%,23,-1.0%,47,-0.3%,37,-1.2%
Kyle Anderson,22.1,SAS,Forward,1048,63,+0.6%,72,+2.2%,46,-0.4%,51,-0.2%,45,-0.6%,47,-0.1%,32,-1.5%,34,-1.6%
Ryan Anderson,27.5,NOP,Big,1965,67,+0.9%,83,+3.4%,6,-4.3%,9,-4.6%,3,-8.9%,90,+1.7%,88,+3.8%,92,+5.5%
Giannis Antetokounmpo,20.9,MIL,Forward,2813,78,+1.8%,86,+3.8%,47,-0.3%,60,+0.4%,53,+0.1%,24,-0.9%,15,-2.9%,13,-3.9%
Carmelo Anthony,31.4,NYK,Wing,2524,88,+2.8%,15,-3.5%,53,+0.0%,78,+2.1%,75,+2.1%,26,-0.8%,77,+2.2%,65,+1.4%
Trevor Ariza,30.3,HOU,Forward,2853,81,+1.9%,38,-0.9%,36,-1.0%,33,-1.5%,27,-2.5%,96,+2.3%,64,+1.0%,82,+3.4%
Darrell Arthur,27.6,DEN,Big,1496,45,-0.6%,8,-4.8%,53,+0.0%,90,+3.8%,85,+3.8%,73,+0.7%,53,+0.3%,61,+1.0%
Omer Asik,29.3,NOP,Big,1175,8,-3.6%,30,-1.7%,76,+1.6%,91,+4.1%,92,+5.8%,24,-0.9%,12,-3.2%,12,-4.1%
D.J. Augustin,28.0,OKC,Point,471,8,-3.6%,55,+0.5%,33,-1.1%,55,+0.1%,40,-1.0%,68,+0.5%,51,+0.0%,56,+0.6%
D.J. Augustin,28.0,DEN,Point,631,96,+4.1%,6,-5.3%,89,+3.4%,22,-2.5%,62,+0.9%,98,+3.0%,68,+1.3%,86,+4.4%
Luke Babbitt,26.4,NOP,Forward,798,76,+1.7%,52,+0.3%,87,+3.0%,8,-4.8%,31,-1.8%,45,-0.2%,72,+1.7%,68,+1.6%
Leandro Barbosa,32.9,GSW,Wing,955,2,-6.5%,74,+2.4%,77,+1.8%,94,+5.2%,95,+7.0%,3,-2.3%,1,-7.1%,1,-9.4%
J.J. Barea,31.3,DAL,Point,1601,62,+0.6%,70,+1.9%,76,+1.6%,24,-2.2%,44,-0.6%,31,-0.7%,44,-0.6%,36,-1.3%
Andrea Bargnani,30.0,BKN,Big,612,8,-3.7%,12,-4.1%,2,-5.9%,99,+10.5%,88,+4.6%,17,-1.2%,60,+0.7%,44,-0.5%
Harrison Barnes,23.4,GSW,Forward,2008,39,-0.9%,3,-5.9%,66,+0.9%,91,+4.2%,90,+5.1%,41,-0.3%,64,+1.1%,58,+0.8%
Matt Barnes,35.6,MEM,Forward,2145,42,-0.8%,52,+0.3%,21,-1.9%,10,-4.5%,8,-6.4%,95,+2.3%,89,+3.8%,95,+6.1%
Will Barton,24.8,DEN,Wing,2284,52,-0.2%,13,-3.8%,64,+0.8%,23,-2.3%,35,-1.5%,91,+1.8%,87,+3.5%,92,+5.3%
Brandon Bass,30.5,LAL,Big,1287,93,+3.5%,76,+2.5%,10,-3.4%,13,-3.7%,5,-7.2%,84,+1.3%,86,+3.3%,89,+4.7%
Nicolas Batum,26.9,CHA,Wing,2434,94,+3.7%,19,-2.9%,23,-1.7%,66,+1.1%,43,-0.7%,60,+0.3%,85,+3.3%,83,+3.5%
Jerryd Bayless,27.2,MIL,Combo,1481,70,+1.0%,5,-5.4%,18,-2.3%,62,+0.6%,33,-1.7%,97,+2.7%,91,+4.3%,97,+7.1%
Aron Baynes,28.9,DET,Big,1177,33,-1.3%,8,-4.7%,11,-3.3%,92,+4.7%,67,+1.4%,89,+1.6%,71,+1.7%,81,+3.3%
Kent Bazemore,26.3,ATL,Wing,2068,44,-0.7%,85,+3.6%,28,-1.5%,43,-0.8%,28,-2.2%,57,+0.2%,30,-1.6%,36,-1.4%
Bradley Beal,22.3,WAS,Wing,1695,71,+1.1%,67,+1.5%,61,+0.6%,26,-2.1%,36,-1.5%,34,-0.6%,56,+0.5%,49,-0.1%
Michael Beasley,26.8,HOU,Big,355,2,-7.0%,85,+3.6%,63,+0.7%,98,+7.3%,97,+8.1%,0,-4.9%,2,-6.8%,0,-11.7%
Marco Belinelli,29.6,SAC,Wing,1659,13,-2.8%,3,-6.5%,55,+0.2%,91,+4.2%,87,+4.4%,22,-1.0%,84,+3.1%,72,+2.1%
Patrick Beverley,27.3,HOU,Point,2021,89,+2.9%,38,-0.9%,81,+2.1%,41,-1.0%,64,+1.1%,70,+0.6%,41,-0.8%,48,-0.2%
