Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
LaMarcus Aldridge,23.3,POR,Big,236,100,-18.3%,1,+11.0%,100,-10.3%,19,+5.1%,88,-5.3%,97,-5.4%,53,-0.2%,88,-5.7%
Ray Allen,33.3,BOS,Wing,564,18,+3.6%,63,-1.1%,31,+1.9%,36,+1.7%,24,+3.6%,62,-1.0%,63,-1.5%,73,-2.5%
Rafer Alston,32.3,ORL,Point,739,63,-0.7%,17,+4.2%,58,-0.1%,70,-2.7%,75,-2.7%,76,-1.7%,46,+0.2%,56,-1.4%
Chris Andersen,30.3,DEN,Big,317,84,-3.7%,62,-1.1%,29,+2.1%,78,-3.8%,67,-1.8%,12,+2.5%,43,+0.3%,25,+2.9%
Carmelo Anthony,24.4,DEN,Forward,610,20,+3.6%,31,+2.0%,64,-0.5%,63,-1.6%,69,-2.0%,24,+1.7%,64,-1.7%,47,-0.0%
Trevor Ariza,23.3,LAL,Wing,720,49,+0.5%,14,+4.6%,69,-1.2%,62,-1.3%,72,-2.5%,59,-0.7%,62,-1.4%,66,-2.2%
J.J. Barea,24.4,DAL,Combo,207,78,-2.8%,81,-3.8%,4,+6.2%,95,-6.7%,55,-0.5%,3,+4.3%,50,-0.1%,17,+4.2%
Brandon Bass,23.5,DAL,Big,186,30,+2.0%,57,-0.7%,59,-0.2%,92,-5.9%,90,-6.1%,26,+1.6%,10,+5.2%,4,+6.7%
Tony Battie,32.7,ORL,Big,124,50,+0.3%,86,-4.7%,74,-1.9%,23,+3.9%,33,+2.0%,73,-1.4%,17,+4.1%,28,+2.6%
Shane Battier,30.1,HOU,Wing,495,68,-1.1%,94,-6.6%,95,-5.7%,8,+7.2%,37,+1.5%,20,+1.9%,22,+3.2%,11,+5.1%
Michael Beasley,19.8,MIA,Big,163,57,-0.2%,2,+8.6%,92,-5.3%,79,-4.0%,97,-9.3%,22,+1.8%,59,-1.1%,44,+0.6%
Mike Bibby,30.5,ATL,Point,387,17,+3.7%,92,-6.2%,21,+2.7%,16,+5.7%,5,+8.4%,28,+1.5%,82,-3.7%,68,-2.2%
Chauncey Billups,32.1,DEN,Combo,616,24,+3.4%,97,-10.5%,22,+2.7%,0,+10.5%,3,+13.2%,96,-4.8%,27,+2.2%,74,-2.7%
Steve Blake,28.7,POR,Point,229,72,-1.7%,0,+12.8%,80,-2.7%,75,-3.4%,91,-6.1%,46,+0.3%,95,-7.0%,92,-6.7%
